Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
2,Alexander Zverev[GER],14,10-4,71.4%,67.3%,67.6%,78,8.0%,43,4.4%,13.7%,67.8%,72.9%,55.3%,64.1%,83.3%,6.0,2.0,Alexander Zverev[GER],14,39.5%,39.3%,3.3%,2.5%,31.9%,53.0%,23.8%,6.8,2.7,47.5,53.1,Alexander Zverev[GER],14,41.1%,39,95,0.58,2.9,6.8,1.18,2.8,48.1%,25,52,0.32,1.6,3.7,0.82,1.9,Alexander Zverev[GER],14,1.21,2092,52.4%,8,7-1,87.5%,24.2%,33,23-10,69.7%,326,174-152,53.4%,1:57,49.6,47.0
3,Carlos Alcaraz[ESP],10,9-1,90.0%,63.8%,65.0%,14,2.1%,20,3.0%,8.7%,66.0%,68.8%,54.1%,59.3%,81.1%,6.4,2.3,Carlos Alcaraz[ESP],10,46.9%,45.4%,2.2%,4.6%,40.1%,57.7%,40.4%,7.0,3.3,19.0,41.9,Carlos Alcaraz[ESP],10,45.7%,42,92,0.88,4.0,9.2,1.83,4.2,68.8%,44,64,0.60,2.8,6.4,0.87,2.0,Carlos Alcaraz[ESP],10,1.30,1399,55.0%,3,2-1,66.7%,13.0%,23,18-5,78.3%,210,128-82,61.0%,1:41,44.1,43.5
4,Taylor Fritz[USA],3,2-1,66.7%,65.4%,62.3%,17,9.2%,1,0.5%,1.5%,63.2%,75.2%,48.5%,49.3%,83.9%,6.0,2.1,Taylor Fritz[USA],3,35.6%,35.4%,3.2%,2.1%,27.7%,49.3%,20.0%,6.3,2.2,62.0,54.7,Taylor Fritz[USA],3,37.5%,6,16,0.53,2.7,5.3,1.00,2.0,61.5%,8,13,0.42,2.2,4.3,0.83,1.7,Taylor Fritz[USA],3,1.03,373,50.4%,0,0-0,-,0.0%,6,3-3,50.0%,61,32-29,52.5%,1:29,44.5,42.9
5,Jack Draper[GBR],8,6-2,75.0%,68.0%,68.6%,35,7.1%,20,4.0%,10.1%,59.7%,75.3%,57.3%,63.7%,86.3%,6.2,2.0,Jack Draper[GBR],8,42.1%,42.2%,3.9%,2.6%,33.0%,56.9%,31.3%,6.7,2.8,32.5,29.3,Jack Draper[GBR],8,38.5%,25,65,0.81,3.8,8.1,1.47,3.1,66.7%,22,33,0.41,1.9,4.1,0.65,1.4,Jack Draper[GBR],8,1.32,1031,54.5%,3,3-0,100.0%,17.6%,17,13-4,76.5%,160,94-66,58.8%,1:36,45.4,44.9
6,Novak Djokovic[SRB],2,0-2,0.0%,57.8%,57.7%,7,6.4%,5,4.6%,10.9%,57.8%,69.8%,41.3%,46.3%,66.7%,6.1,2.6,Novak Djokovic[SRB],2,34.6%,35.5%,5.3%,1.5%,24.4%,49.1%,10.0%,6.7,2.3,38.0,38.0,Novak Djokovic[SRB],2,25.0%,2,8,0.40,2.0,4.0,0.50,1.0,45.5%,5,11,0.61,2.8,5.5,1.50,3.0,Novak Djokovic[SRB],2,0.82,242,45.0%,0,0-0,-,0.0%,4,0-4,0.0%,38,14-24,36.8%,1:34,47.0,46.6
7,Casper Ruud[NOR],11,9-2,81.8%,64.9%,65.8%,39,4.9%,31,3.9%,10.7%,63.5%,71.4%,53.6%,60.1%,85.4%,6.4,2.3,Casper Ruud[NOR],11,39.9%,39.6%,3.7%,3.1%,31.6%,53.7%,28.2%,6.7,2.7,24.0,38.4,Casper Ruud[NOR],11,37.5%,33,88,0.75,3.7,8.0,1.38,3.0,74.3%,52,70,0.57,2.9,6.4,0.75,1.6,Casper Ruud[NOR],11,1.14,1573,52.5%,0,0-0,-,0.0%,24,19-5,79.2%,240,138-102,57.5%,1:45,48.1,44.1
8,Alex De Minaur[AUS],10,7-3,70.0%,66.3%,67.5%,17,2.9%,18,3.1%,7.1%,56.6%,74.3%,55.9%,60.2%,82.3%,6.1,2.1,Alex De Minaur[AUS],10,43.4%,42.4%,3.5%,4.4%,35.4%,55.8%,39.2%,5.9,2.6,19.5,27.2,Alex De Minaur[AUS],10,65.5%,38,58,0.60,2.6,5.8,1.73,3.8,58.5%,24,41,0.43,1.9,4.1,0.77,1.7,Alex De Minaur[AUS],10,1.29,1156,55.0%,2,1-1,50.0%,9.1%,22,15-7,68.2%,193,117-76,60.6%,1:28,39.8,45.4
9,Lorenzo Musetti[ITA],12,10-2,83.3%,64.6%,64.3%,27,3.2%,11,1.3%,4.4%,70.7%,67.9%,56.4%,59.0%,80.3%,6.2,2.2,Lorenzo Musetti[ITA],12,40.7%,39.3%,2.8%,4.2%,30.0%,57.1%,26.7%,6.8,2.8,28.0,32.1,Lorenzo Musetti[ITA],12,35.3%,36,102,0.76,3.5,8.5,1.24,3.0,59.1%,39,66,0.48,2.3,5.5,0.93,2.3,Lorenzo Musetti[ITA],12,1.15,1770,52.2%,4,3-1,75.0%,13.8%,29,21-8,72.4%,272,146-126,53.7%,1:56,48.2,47.4
10,Holger Rune[DEN],8,5-3,62.5%,62.4%,63.3%,7,1.6%,10,2.3%,6.4%,64.5%,67.7%,52.9%,56.5%,81.2%,6.4,2.4,Holger Rune[DEN],8,39.7%,39.7%,3.5%,2.3%,34.8%,49.0%,28.2%,6.1,2.4,35.5,54.3,Holger Rune[DEN],8,43.5%,20,46,0.65,2.9,5.8,1.25,2.5,59.4%,19,32,0.46,2.0,4.0,0.81,1.6,Holger Rune[DEN],8,1.06,875,51.2%,2,1-1,50.0%,12.5%,16,10-6,62.5%,140,76-64,54.3%,1:21,40.6,44.5
11,Daniil Medvedev[RUS],6,4-2,66.7%,57.8%,59.5%,24,5.3%,29,6.4%,14.8%,56.9%,69.9%,41.8%,49.1%,67.6%,6.4,2.7,Daniil Medvedev[RUS],6,43.9%,43.9%,3.2%,2.5%,39.4%,52.1%,34.7%,6.5,2.9,32.0,45.4,Daniil Medvedev[RUS],6,52.1%,25,48,0.67,3.2,8.0,1.67,4.2,50.0%,23,46,0.65,3.1,7.7,1.53,3.8,Daniil Medvedev[RUS],6,1.04,926,50.8%,1,1-0,100.0%,6.7%,15,8-7,53.3%,143,73-70,51.0%,1:54,45.6,44.3
12,Tommy Paul[USA],6,4-2,66.7%,64.3%,63.8%,31,6.4%,14,2.9%,7.2%,59.7%,73.0%,51.3%,55.2%,80.8%,6.6,2.4,Tommy Paul[USA],6,37.9%,37.2%,2.2%,2.4%,31.9%,48.6%,21.9%,6.8,2.6,99.0,156.0,Tommy Paul[USA],6,40.0%,16,40,0.55,2.7,6.7,1.07,2.7,68.9%,31,45,0.62,3.0,7.5,0.93,2.3,Tommy Paul[USA],6,1.06,978,50.9%,6,4-2,66.7%,40.0%,15,9-6,60.0%,146,75-71,51.4%,1:58,47.3,43.5
13,Ben Shelton[USA],8,5-3,62.5%,64.6%,64.8%,46,7.6%,27,4.5%,11.1%,59.6%,71.0%,55.1%,62.0%,75.5%,6.1,2.2,Ben Shelton[USA],8,33.2%,32.2%,5.3%,3.9%,27.7%,44.5%,16.2%,5.9,2.0,44.5,90.1,Ben Shelton[USA],8,55.2%,16,29,0.29,1.5,3.6,0.80,2.0,53.8%,28,52,0.53,2.6,6.5,1.20,3.0,Ben Shelton[USA],8,0.94,1190,49.1%,6,6-0,100.0%,30.0%,20,11-9,55.0%,197,90-107,45.7%,1:44,41.6,41.9
14,Arthur Fils[FRA],9,6-3,66.7%,65.2%,66.4%,26,4.6%,23,4.1%,11.0%,62.9%,73.0%,52.2%,58.6%,84.1%,6.4,2.2,Arthur Fils[FRA],9,40.4%,39.3%,4.8%,5.0%,32.8%,52.9%,27.3%,6.6,2.7,35.0,35.4,Arthur Fils[FRA],9,38.1%,24,63,0.72,3.3,7.0,1.26,2.7,64.1%,25,39,0.44,2.1,4.3,0.74,1.6,Arthur Fils[FRA],9,1.16,1148,52.6%,3,1-2,33.3%,15.8%,19,12-7,63.2%,176,98-78,55.7%,1:28,41.6,41.3
15,Grigor Dimitrov[BUL],7,5-2,71.4%,63.8%,63.5%,41,8.4%,21,4.3%,10.0%,56.9%,73.4%,51.2%,56.8%,77.5%,6.1,2.2,Grigor Dimitrov[BUL],7,41.2%,40.8%,4.7%,3.9%,35.8%,52.0%,28.2%,6.6,2.7,58.0,79.7,Grigor Dimitrov[BUL],7,44.9%,22,49,0.63,2.9,7.0,1.29,3.1,62.5%,30,48,0.60,2.8,6.9,1.06,2.6,Grigor Dimitrov[BUL],7,1.14,1004,52.2%,2,1-1,50.0%,11.8%,17,11-6,64.7%,158,84-74,53.2%,1:45,43.1,43.8
16,Frances Tiafoe[USA],10,6-4,60.0%,62.5%,61.8%,40,6.0%,17,2.5%,5.8%,56.4%,71.8%,50.5%,53.6%,74.8%,6.1,2.3,Frances Tiafoe[USA],10,42.2%,42.9%,6.5%,3.7%,35.3%,53.0%,29.1%,7.0,3.0,45.0,91.9,Frances Tiafoe[USA],10,35.6%,32,90,0.82,3.9,9.0,1.39,3.2,54.1%,33,61,0.55,2.7,6.1,1.22,2.8,Frances Tiafoe[USA],10,1.13,1446,51.7%,2,2-0,100.0%,8.7%,23,14-9,60.9%,221,115-106,52.0%,1:45,45.6,43.5
17,Andrey Rublev[RUS],5,2-3,40.0%,62.1%,61.1%,22,7.3%,9,3.0%,7.6%,60.5%,70.3%,49.6%,53.6%,71.2%,5.8,2.2,Andrey Rublev[RUS],5,40.4%,40.1%,9.0%,6.5%,31.5%,54.3%,29.4%,6.4,2.6,43.0,50.0,Andrey Rublev[RUS],5,48.4%,15,31,0.61,2.8,6.2,1.36,3.0,53.1%,17,32,0.62,2.9,6.4,1.36,3.0,Andrey Rublev[RUS],5,1.07,625,50.9%,1,1-0,100.0%,9.1%,11,5-6,45.5%,103,52-51,50.5%,1:25,38.5,40.7
18,Francisco Cerundolo[ARG],22,16-6,72.7%,65.0%,65.8%,76,4.9%,57,3.7%,9.9%,62.5%,70.9%,55.2%,61.3%,81.9%,6.3,2.2,Francisco Cerundolo[ARG],22,41.2%,41.0%,3.9%,3.1%,34.8%,52.3%,30.4%,6.7,2.7,59.5,64.4,Francisco Cerundolo[ARG],22,42.2%,73,173,0.72,3.3,7.9,1.40,3.3,68.3%,95,139,0.57,2.7,6.3,0.85,2.0,Francisco Cerundolo[ARG],22,1.18,3137,52.9%,6,3-3,50.0%,11.5%,52,35-17,67.3%,483,272-211,56.3%,1:43,43.7,43.5
19,Stefanos Tsitsipas[GRE],8,5-3,62.5%,65.0%,66.9%,20,3.8%,25,4.8%,10.5%,54.7%,73.8%,54.4%,60.8%,85.0%,6.5,2.3,Stefanos Tsitsipas[GRE],8,39.7%,40.5%,4.9%,1.9%,32.4%,53.2%,28.7%,6.7,2.6,31.0,41.3,Stefanos Tsitsipas[GRE],8,37.1%,23,62,0.78,3.4,7.8,1.28,2.9,69.2%,27,39,0.49,2.2,4.9,0.67,1.5,Stefanos Tsitsipas[GRE],8,1.13,1055,52.2%,2,1-1,50.0%,11.1%,18,11-7,61.1%,160,91-69,56.9%,1:33,41.4,42.4
20,Tomas Machac[CZE],3,1-2,33.3%,57.3%,58.5%,14,5.7%,15,6.1%,13.8%,55.7%,69.3%,42.2%,48.9%,67.6%,6.6,2.8,Tomas Machac[CZE],3,39.8%,40.5%,5.9%,3.0%,30.3%,54.3%,27.0%,6.4,2.5,33.0,37.0,Tomas Machac[CZE],3,45.5%,10,22,0.59,2.4,7.3,1.11,3.3,45.5%,10,22,0.59,2.4,7.3,1.33,4.0,Tomas Machac[CZE],3,0.93,482,48.8%,0,0-0,-,0.0%,9,4-5,44.4%,74,35-39,47.3%,1:49,36.2,40.6
21,Jakub Mensik[CZE],5,3-2,60.0%,68.0%,65.1%,53,15.3%,13,3.7%,9.7%,61.4%,79.3%,50.0%,55.4%,89.5%,6.1,1.9,Jakub Mensik[CZE],5,38.2%,39.6%,7.7%,2.7%,32.7%,46.8%,25.0%,6.5,2.5,75.0,71.8,Jakub Mensik[CZE],5,41.2%,14,34,0.61,2.8,6.8,1.17,2.8,72.7%,16,22,0.39,1.8,4.4,0.50,1.2,Jakub Mensik[CZE],5,1.19,711,52.7%,3,1-2,33.3%,25.0%,12,8-4,66.7%,113,65-48,57.5%,1:37,40.6,41.1
22,Ugo Humbert[FRA],4,1-3,25.0%,64.6%,64.3%,21,5.9%,10,2.8%,6.9%,59.6%,73.6%,51.4%,55.2%,82.1%,6.4,2.3,Ugo Humbert[FRA],4,35.5%,35.1%,6.1%,3.9%,30.0%,45.9%,14.8%,7.0,2.5,48.5,50.3,Ugo Humbert[FRA],4,24.2%,8,33,0.61,3.0,8.3,0.73,2.0,60.0%,15,25,0.45,2.3,6.3,0.91,2.5,Ugo Humbert[FRA],4,1.00,736,49.6%,3,1-2,33.3%,27.3%,11,4-7,36.4%,110,54-56,49.1%,2:16,49.4,44.3
23,Sebastian Korda[USA],5,2-3,40.0%,66.3%,65.8%,24,6.9%,10,2.9%,7.6%,62.6%,71.7%,57.3%,62.0%,82.1%,6.3,2.1,Sebastian Korda[USA],5,32.9%,32.2%,3.2%,2.6%,27.2%,42.9%,16.1%,6.1,2.0,28.0,94.8,Sebastian Korda[USA],5,47.4%,9,19,0.34,1.6,3.8,0.75,1.8,64.3%,18,28,0.50,2.3,5.6,0.83,2.0,Sebastian Korda[USA],5,0.98,693,49.8%,2,0-2,0.0%,16.7%,12,4-8,33.3%,112,55-57,49.1%,1:34,39.2,40.7
24,Karen Khachanov[RUS],7,4-3,57.1%,61.8%,61.7%,21,3.9%,12,2.3%,6.0%,62.4%,67.5%,52.5%,55.9%,72.7%,6.0,2.3,Karen Khachanov[RUS],7,39.3%,40.6%,7.4%,2.9%,28.5%,57.2%,26.7%,6.5,2.5,30.0,44.9,Karen Khachanov[RUS],7,36.5%,23,63,0.73,3.7,9.0,1.35,3.3,55.6%,30,54,0.61,3.2,7.7,1.41,3.4,Karen Khachanov[RUS],7,1.03,1087,50.3%,3,2-1,66.7%,17.6%,17,10-7,58.8%,174,87-87,50.0%,1:57,48.2,45.2
25,Alexei Popyrin[AUS],5,3-2,60.0%,61.5%,62.6%,30,6.8%,26,5.9%,16.4%,64.2%,71.6%,43.4%,51.9%,80.6%,7.2,2.8,Alexei Popyrin[AUS],5,36.1%,36.6%,5.8%,2.6%,27.8%,48.6%,16.7%,7.0,2.5,20.0,32.2,Alexei Popyrin[AUS],5,23.9%,11,46,0.70,3.5,9.2,0.85,2.2,72.7%,32,44,0.71,3.4,8.8,0.92,2.4,Alexei Popyrin[AUS],5,0.94,906,48.6%,2,1-1,50.0%,15.4%,13,6-7,46.2%,128,61-67,47.7%,2:10,50.0,43.0
