Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
26,Alejandro Davidovich Fokina[ESP],10,7-3,70.0%,62.0%,62.0%,23,2.9%,14,1.8%,5.0%,64.4%,66.9%,53.2%,56.0%,79.1%,6.9,2.6,Alejandro Davidovich Fokina[ESP],10,43.9%,44.0%,6.3%,4.8%,36.0%,55.3%,38.1%,6.5,2.9,20.5,33.6,Alejandro Davidovich Fokina[ESP],10,46.7%,43,92,0.81,4.0,9.2,1.87,4.3,73.9%,68,92,0.80,4.0,9.2,1.04,2.4,Alejandro Davidovich Fokina[ESP],10,1.16,1528,53.3%,6,1-5,16.7%,26.1%,23,15-8,65.2%,228,134-94,58.8%,1:52,48.9,44.1
27,Felix Auger Aliassime[CAN],3,0-3,0.0%,63.1%,63.9%,14,5.8%,11,4.6%,15.3%,70.1%,68.0%,51.4%,60.7%,75.0%,6.7,2.5,Felix Auger Aliassime[CAN],3,37.5%,38.4%,4.0%,1.1%,32.8%,47.3%,21.6%,7.5,2.8,84.0,93.3,Felix Auger Aliassime[CAN],3,24.2%,8,33,0.89,4.7,11.0,1.14,2.7,64.0%,16,25,0.69,3.6,8.3,1.29,3.0,Felix Auger Aliassime[CAN],3,1.02,518,49.4%,3,0-3,0.0%,42.9%,7,1-6,14.3%,73,35-38,47.9%,2:18,59.1,48.0
28,Denis Shapovalov[CAN],4,1-3,25.0%,68.1%,69.2%,21,9.7%,13,6.0%,14.9%,59.7%,76.0%,56.3%,66.2%,86.5%,5.8,1.9,Denis Shapovalov[CAN],4,32.3%,32.5%,0.8%,0.0%,29.6%,36.4%,10.8%,6.8,2.2,54.5,166.3,Denis Shapovalov[CAN],4,26.7%,4,15,0.41,1.9,3.8,0.50,1.0,44.4%,4,9,0.24,1.1,2.3,0.63,1.3,Denis Shapovalov[CAN],4,1.01,467,48.8%,3,0-3,0.0%,37.5%,8,2-6,25.0%,74,36-38,48.6%,1:21,40.5,41.6
29,Brandon Nakashima[USA],8,4-4,50.0%,63.8%,60.6%,57,10.0%,7,1.2%,3.7%,66.4%,70.4%,50.8%,52.7%,81.5%,6.2,2.2,Brandon Nakashima[USA],8,37.2%,36.7%,5.2%,3.8%,28.8%,53.0%,20.2%,6.4,2.4,50.5,66.8,Brandon Nakashima[USA],8,51.4%,18,35,0.39,1.9,4.4,1.00,2.3,52.8%,19,36,0.39,2.0,4.5,0.94,2.1,Brandon Nakashima[USA],8,1.03,1142,50.4%,2,1-1,50.0%,11.1%,18,10-8,55.6%,181,93-88,51.4%,1:46,47.0,44.4
30,Matteo Berrettini[ITA],5,3-2,60.0%,62.9%,61.9%,23,6.3%,8,2.2%,7.1%,69.0%,71.7%,43.4%,46.7%,82.1%,6.5,2.4,Matteo Berrettini[ITA],5,36.6%,35.4%,4.6%,4.3%,31.8%,46.5%,20.4%,6.4,2.4,16.0,27.8,Matteo Berrettini[ITA],5,40.7%,11,27,0.50,2.5,5.4,1.00,2.2,64.3%,18,28,0.50,2.5,5.6,0.91,2.0,Matteo Berrettini[ITA],5,0.99,711,50.1%,3,1-2,33.3%,27.3%,11,6-5,54.5%,110,57-53,51.8%,1:52,50.9,47.3
31,Hubert Hurkacz[POL],1,0-1,0.0%,62.9%,60.3%,4,6.5%,0,0.0%,0.0%,50.0%,74.2%,51.6%,51.6%,72.7%,5.6,2.1,Hubert Hurkacz[POL],1,28.3%,30.2%,10.0%,1.7%,22.9%,36.0%,9.1%,5.5,1.5,62.0,62.0,Hubert Hurkacz[POL],1,50.0%,1,2,0.18,1.0,2.0,0.50,1.0,50.0%,3,6,0.55,3.0,6.0,1.50,3.0,Hubert Hurkacz[POL],1,0.76,122,45.9%,0,0-0,-,0.0%,2,0-2,0.0%,22,9-13,40.9%,1:27,43.5,42.8
32,Alex Michelsen[USA],4,2-2,50.0%,61.9%,62.3%,15,5.0%,11,3.6%,10.5%,65.2%,70.1%,46.7%,52.1%,77.8%,6.7,2.6,Alex Michelsen[USA],4,39.1%,39.3%,5.5%,3.3%,33.0%,50.5%,28.3%,6.7,2.6,72.0,76.3,Alex Michelsen[USA],4,36.1%,13,36,0.78,4.0,9.0,1.44,3.3,70.6%,24,34,0.76,3.8,8.5,1.11,2.5,Alex Michelsen[USA],4,1.03,609,50.4%,3,0-3,0.0%,33.3%,9,4-5,44.4%,91,48-43,52.7%,1:44,46.1,40.9
33,Sebastian Baez[ARG],19,13-6,68.4%,59.7%,59.8%,32,2.3%,25,1.8%,6.5%,72.5%,62.6%,51.8%,55.5%,71.8%,6.4,2.6,Sebastian Baez[ARG],19,44.1%,43.1%,3.1%,4.0%,38.2%,53.2%,35.8%,6.5,2.9,69.0,73.4,Sebastian Baez[ARG],19,44.3%,78,176,0.81,3.7,9.3,1.63,4.1,57.9%,84,145,0.67,3.0,7.6,1.27,3.2,Sebastian Baez[ARG],19,1.09,2815,51.8%,3,3-0,100.0%,6.3%,48,30-18,62.5%,434,233-201,53.7%,1:50,43.4,44.4
34,Flavio Cobolli[ITA],10,7-3,70.0%,60.2%,61.8%,22,3.3%,31,4.6%,9.6%,52.0%,65.3%,54.7%,60.5%,75.5%,6.6,2.6,Flavio Cobolli[ITA],10,43.8%,43.4%,3.0%,3.0%,39.6%,52.3%,32.4%,7.2,3.1,61.5,80.8,Flavio Cobolli[ITA],10,33.3%,33,99,0.97,4.7,9.9,1.57,3.3,56.1%,32,57,0.56,2.7,5.7,1.19,2.5,Flavio Cobolli[ITA],10,1.10,1402,51.6%,3,3-0,100.0%,14.3%,21,14-7,66.7%,204,110-94,53.9%,1:36,45.6,41.0
35,Tallon Griekspoor[NED],10,6-4,60.0%,68.3%,67.9%,73,9.3%,30,3.8%,10.9%,64.7%,76.5%,53.3%,59.8%,89.9%,6.6,2.1,Tallon Griekspoor[NED],10,33.8%,32.9%,5.7%,4.2%,26.1%,46.1%,13.7%,6.6,2.2,70.0,67.9,Tallon Griekspoor[NED],10,31.4%,16,51,0.44,2.2,5.1,0.70,1.6,76.0%,38,50,0.42,2.2,5.0,0.52,1.2,Tallon Griekspoor[NED],10,1.06,1549,51.2%,8,5-3,62.5%,34.8%,23,14-9,60.9%,236,123-113,52.1%,1:52,48.6,43.3
36,Giovanni Mpetshi Perricard[FRA],3,0-3,0.0%,61.4%,60.8%,21,8.7%,11,4.6%,14.3%,68.0%,67.7%,48.1%,56.1%,81.3%,7.5,2.9,Giovanni Mpetshi Perricard[FRA],3,21.3%,21.4%,4.7%,1.2%,20.4%,23.2%,0.0%,5.5,1.2,72.0,65.0,Giovanni Mpetshi Perricard[FRA],3,0.0%,0,3,0.10,0.5,1.0,0.00,0.0,75.0%,18,24,0.75,4.0,8.0,1.00,2.0,Giovanni Mpetshi Perricard[FRA],3,0.55,410,44.9%,1,0-1,0.0%,16.7%,6,0-6,0.0%,63,26-37,41.3%,1:34,47.0,41.3
37,Matteo Arnaldi[ITA],7,4-3,57.1%,61.6%,60.2%,38,6.9%,12,2.2%,4.7%,53.5%,68.4%,53.9%,56.6%,79.5%,6.6,2.5,Matteo Arnaldi[ITA],7,35.6%,35.0%,5.3%,3.9%,29.1%,46.5%,20.3%,6.2,2.2,24.0,54.7,Matteo Arnaldi[ITA],7,45.7%,16,35,0.44,2.1,5.0,0.94,2.3,66.7%,34,51,0.61,3.0,7.3,1.00,2.4,Matteo Arnaldi[ITA],7,0.93,1041,49.4%,0,0-0,-,0.0%,17,10-7,58.8%,162,82-80,50.6%,1:57,48.0,47.0
38,Jiri Lehecka[CZE],3,1-2,33.3%,61.4%,61.4%,18,7.6%,11,4.7%,11.5%,59.3%,72.1%,45.8%,51.8%,75.0%,6.6,2.5,Jiri Lehecka[CZE],3,35.0%,36.5%,5.5%,0.9%,33.8%,37.7%,22.2%,6.0,2.1,24.0,43.7,Jiri Lehecka[CZE],3,61.5%,8,13,0.36,1.6,4.3,1.00,2.7,66.7%,18,27,0.75,3.4,9.0,1.13,3.0,Jiri Lehecka[CZE],3,0.91,453,48.8%,1,1-0,100.0%,12.5%,8,4-4,50.0%,72,35-37,48.6%,1:47,40.0,42.4
39,Alexandre Muller[FRA],14,8-6,57.1%,61.1%,61.0%,44,3.9%,26,2.3%,6.9%,66.5%,66.8%,49.9%,53.6%,76.1%,6.9,2.7,Alexandre Muller[FRA],14,38.1%,38.0%,5.3%,3.4%,28.7%,53.3%,23.7%,6.3,2.4,46.0,53.9,Alexandre Muller[FRA],14,41.6%,37,89,0.57,2.7,6.4,1.12,2.6,59.4%,57,96,0.59,2.9,6.9,1.18,2.8,Alexandre Muller[FRA],14,0.98,2105,50.4%,7,3-4,42.9%,21.2%,33,17-16,51.5%,319,161-158,50.5%,1:50,46.7,43.9
40,Nuno Borges[POR],9,5-4,55.6%,62.2%,60.6%,45,8.9%,16,3.2%,8.1%,61.0%,72.1%,46.7%,50.8%,77.2%,6.4,2.4,Nuno Borges[POR],9,38.5%,38.3%,4.2%,3.0%,33.1%,48.0%,19.0%,7.2,2.8,51.0,67.5,Nuno Borges[POR],9,25.9%,15,58,0.73,2.6,6.4,0.68,1.7,53.8%,21,39,0.49,1.8,4.3,0.82,2.0,Nuno Borges[POR],9,1.02,1071,49.7%,4,2-2,50.0%,18.2%,22,11-11,50.0%,158,76-82,48.1%,1:23,34.0,41.8
41,Jordan Thompson[AUS],3,1-2,33.3%,63.1%,63.0%,9,4.1%,5,2.3%,5.7%,60.8%,68.1%,55.2%,58.5%,75.7%,6.0,2.2,Jordan Thompson[AUS],3,36.3%,36.5%,7.3%,3.9%,32.0%,42.0%,23.1%,6.6,2.4,30.0,56.0,Jordan Thompson[AUS],3,27.3%,9,33,0.85,4.1,11.0,1.13,3.0,52.6%,10,19,0.51,2.4,6.3,1.13,3.0,Jordan Thompson[AUS],3,0.98,481,48.6%,0,0-0,-,0.0%,8,4-4,50.0%,76,37-39,48.7%,2:03,46.1,46.0
42,Alejandro Tabilo[CHI],7,2-5,28.6%,58.2%,58.9%,22,3.3%,24,3.6%,8.5%,58.2%,66.5%,46.6%,51.0%,73.1%,7.2,3.0,Alejandro Tabilo[CHI],7,36.3%,37.3%,7.7%,3.1%,28.3%,48.7%,22.8%,6.3,2.3,125.0,152.3,Alejandro Tabilo[CHI],7,38.9%,21,54,0.59,2.8,7.7,1.11,3.0,66.7%,50,75,0.81,3.9,10.7,1.32,3.6,Alejandro Tabilo[CHI],7,0.87,1253,48.0%,3,0-3,0.0%,15.8%,19,8-11,42.1%,185,89-96,48.1%,2:09,47.6,43.3
43,Gael Monfils[FRA],3,2-1,66.7%,62.5%,62.8%,20,8.6%,13,5.6%,13.3%,57.8%,73.1%,48.0%,55.3%,80.6%,6.4,2.4,Gael Monfils[FRA],3,39.3%,39.9%,5.0%,2.3%,33.3%,48.8%,28.6%,6.3,2.5,45.0,112.8,Gael Monfils[FRA],3,37.0%,10,27,0.77,3.4,9.0,1.25,3.3,69.6%,16,23,0.64,2.9,7.7,0.88,2.3,Gael Monfils[FRA],3,1.05,451,51.2%,1,0-1,0.0%,12.5%,8,4-4,50.0%,71,39-32,54.9%,1:42,38.4,40.8
44,Lorenzo Sonego[ITA],4,1-3,25.0%,59.0%,60.4%,12,3.8%,15,4.8%,12.6%,62.2%,69.9%,41.2%,47.1%,72.3%,6.7,2.7,Lorenzo Sonego[ITA],4,34.7%,33.6%,1.4%,2.4%,30.3%,44.1%,17.0%,6.1,2.1,49.0,52.8,Lorenzo Sonego[ITA],4,33.3%,8,24,0.51,2.4,6.0,0.80,2.0,65.8%,25,38,0.81,3.8,9.5,1.30,3.3,Lorenzo Sonego[ITA],4,0.85,603,47.4%,1,1-0,100.0%,10.0%,10,4-6,40.0%,94,42-52,44.7%,2:03,49.3,49.1
