Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
21,Jakub Mensik,29,58.6,64.5,61.9,13.2,4.0,10.1,60.2,75.5,47.8,53.2,82.6,6.7,35.4,35.9,8.4,3.9,26.7,49.7,6.6,31.0,66.1,37.6,205,0.5,2.3,7.1,0.88,2.7,65.9,0.51,2.4,7.2,0.81,2.4,50.1,53.1,55.7
22,Ugo Humbert,42,69.0,67.6,66.0,9.4,2.4,6.8,63.9,74.0,56.3,60.4,87.6,6.2,37.0,37.8,8.1,3.7,27.5,52.1,6.3,43.0,49.6,39.4,297,0.59,2.8,7.1,1.08,2.8,68.0,0.39,1.9,4.8,0.59,1.5,52.4,23.1,64.8
23,Sebastian Korda,30,63.3,65.3,62.5,11.9,2.7,6.7,60.0,74.7,51.2,54.8,81.6,6.2,37.7,38.1,8.2,4.5,28.3,53.1,6.5,48.0,93.6,41.2,199,0.58,2.7,6.6,1.11,2.7,60.7,0.47,2.2,5.4,0.86,2.1,51.1,42.9,56.8
24,Karen Khachanov,43,65.1,66.7,64.3,10.5,2.0,5.7,64.1,74.7,52.5,55.7,82.7,6.2,36.7,38.7,10.8,3.5,26.6,53.6,6.5,47.0,62.1,40.5,294,0.56,2.8,6.8,1.12,2.8,60.8,0.44,2.2,5.4,0.86,2.1,51.3,68.0,61.3
25,Alexei Popyrin,32,65.6,66.6,64.7,12.4,3.8,10.1,62.2,76.2,50.8,56.5,85.6,6.5,36.1,36.5,9.3,4.6,27.8,49.7,6.5,34.5,52.3,34.3,233,0.59,2.9,7.3,1.0,2.5,69.5,0.47,2.3,5.8,0.71,1.8,51.3,55.0,61.3
26,Alejandro Davidovich Fokina,32,50.0,63.4,63.0,6.6,3.1,9.4,66.9,69.4,51.5,56.8,80.0,6.5,37.2,38.7,9.8,3.8,27.8,50.6,6.5,57.0,77.1,41.3,213,0.54,2.7,6.7,1.1,2.8,63.6,0.55,2.7,6.8,0.99,2.5,50.3,33.3,50.0
27,Felix Auger Aliassime,30,50.0,65.3,65.2,11.7,6.0,16.0,62.1,74.1,50.9,60.6,82.7,6.2,36.6,36.7,7.3,4.1,29.5,48.5,6.5,59.5,65.5,39.3,183,0.51,2.4,6.1,0.96,2.4,62.3,0.46,2.2,5.6,0.84,2.1,50.7,33.3,50.7
28,Denis Shapovalov,33,54.5,67.5,68.8,12.4,7.5,19.3,61.0,78.6,50.2,62.2,86.7,6.2,37.7,37.3,5.5,3.8,31.5,49.1,6.7,51.0,81.5,37.6,229,0.6,3.0,6.9,1.12,2.6,65.3,0.38,1.9,4.5,0.66,1.5,52.1,33.3,55.8
29,Brandon Nakashima,30,53.3,68.1,64.8,12.1,1.4,4.3,66.5,74.4,55.7,58.2,87.3,6.2,32.9,34.1,10.3,3.6,24.3,47.1,6.2,28.0,88.1,36.3,157,0.43,2.1,5.2,0.76,1.9,68.1,0.4,1.9,4.8,0.61,1.5,50.4,50.0,54.7
30,Matteo Berrettini,19,57.9,67.1,63.3,13.0,1.7,4.8,65.5,76.7,48.8,51.3,86.5,6.3,34.3,35.0,6.5,2.5,27.8,44.7,6.4,67.0,80.8,38.9,108,0.47,2.3,5.7,0.91,2.2,69.0,0.44,2.2,5.3,0.67,1.6,50.7,50.0,58.7
31,Hubert Hurkacz,34,61.8,69.8,66.2,15.3,2.4,6.3,62.1,78.8,55.0,58.7,88.8,6.2,33.9,35.3,8.9,2.7,25.5,48.7,6.6,45.5,76.6,35.6,208,0.44,2.2,6.1,0.77,2.2,69.8,0.37,1.9,5.4,0.57,1.6,51.6,51.6,58.3
32,Alex Michelsen,45,57.8,63.8,63.5,6.5,3.3,9.8,66.2,70.7,50.4,55.8,80.6,6.5,37.9,38.5,7.9,4.0,29.9,50.5,6.4,69.0,95.9,43.1,306,0.58,2.6,6.8,1.14,2.9,62.2,0.51,2.4,6.1,0.9,2.3,51.1,48.3,56.0
33,Sebastian Baez,19,26.3,57.3,57.7,2.5,2.5,8.8,71.3,61.0,48.2,52.9,66.7,6.7,36.3,37.7,10.2,3.9,26.7,49.3,6.3,46.0,52.7,35.0,120,0.54,2.4,6.3,0.86,2.2,57.6,0.79,3.5,9.1,1.49,3.8,47.0,75.0,32.7
34,Flavio Cobolli,37,59.5,61.6,61.7,6.9,4.3,9.5,54.5,72.1,49.1,54.2,76.8,6.7,35.8,35.7,7.6,4.3,26.1,50.4,6.2,39.0,50.6,41.4,239,0.5,2.4,6.5,0.98,2.7,65.2,0.67,3.1,8.5,1.08,2.9,49.1,70.6,51.5
35,Tallon Griekspoor,40,52.5,68.0,66.3,12.5,3.7,11.0,65.8,76.6,51.4,57.8,86.0,6.2,31.0,32.5,11.5,3.2,23.6,44.3,6.1,36.5,54.3,38.1,181,0.35,1.8,4.5,0.68,1.7,63.4,0.38,1.9,4.9,0.7,1.8,49.6,50.0,51.5
36,Giovanni Mpetshi Perricard,16,50.0,70.8,68.5,24.4,7.9,20.4,61.1,81.7,53.6,67.3,90.1,6.2,24.9,25.3,10.4,2.9,20.1,32.7,5.9,38.5,75.8,35.1,37,0.19,1.0,2.3,0.34,0.8,64.9,0.28,1.5,3.6,0.53,1.3,48.7,56.3,47.4
37,Matteo Arnaldi,33,54.5,62.3,61.3,8.5,3.7,8.4,56.4,72.0,49.8,54.4,78.0,6.6,36.5,36.6,5.2,2.9,29.8,47.5,6.5,51.0,72.0,38.6,233,0.55,2.7,7.1,1.03,2.7,58.5,0.53,2.6,6.9,1.09,2.9,49.6,61.1,54.0
38,Jiri Lehecka,44,59.1,65.7,64.0,10.9,3.5,9.1,61.2,74.7,51.4,56.5,82.9,6.3,34.8,35.7,8.1,3.1,27.8,46.2,6.3,49.5,65.7,36.0,278,0.51,2.5,6.3,0.9,2.3,66.9,0.52,2.5,6.3,0.83,2.1,50.3,63.2,55.0
39,Alexandre Muller,21,42.9,62.2,61.6,5.4,2.4,6.9,65.2,68.7,50.1,53.8,75.8,6.5,37.1,39.0,11.4,4.1,26.7,53.0,6.2,95.0,148.7,44.0,134,0.54,2.6,6.4,1.16,2.8,57.6,0.57,2.8,6.9,1.2,2.9,50.0,45.5,45.1
40,Nuno Borges,29,44.8,62.7,62.1,8.0,4.0,10.1,60.9,71.4,49.1,54.6,75.7,6.5,37.2,37.3,7.8,4.4,26.4,53.9,6.7,51.0,71.1,36.0,203,0.55,2.7,7.0,0.96,2.5,56.7,0.56,2.7,7.0,1.16,3.0,49.7,52.9,46.1
41,Jordan Thompson,44,63.6,66.0,63.2,10.1,1.4,3.5,59.7,74.3,53.7,55.7,81.9,6.2,37.5,37.2,6.6,4.4,30.1,49.4,6.5,43.5,104.0,39.1,297,0.56,2.7,6.8,1.05,2.6,64.3,0.51,2.4,6.1,0.87,2.2,51.4,75.0,60.9
42,Alejandro Tabilo,29,48.3,65.6,63.5,11.9,3.6,9.9,63.6,75.2,48.8,54.2,82.6,6.5,35.0,36.6,12.1,4.5,26.1,50.2,6.4,58.0,70.6,38.1,168,0.47,2.3,5.8,0.86,2.2,63.2,0.47,2.3,5.9,0.85,2.2,50.4,38.9,48.6
43,Gael Monfils,30,56.7,65.3,64.9,10.8,5.3,13.3,59.8,74.4,51.6,59.5,82.9,6.4,36.4,36.1,4.5,3.0,31.0,45.7,6.4,30.0,47.2,38.2,212,0.55,2.7,7.1,1.01,2.7,65.5,0.49,2.4,6.5,0.84,2.2,50.9,61.1,55.0
44,Lorenzo Sonego,29,37.9,66.1,64.1,9.6,2.3,7.0,67.4,73.8,50.1,53.9,83.7,6.2,32.1,31.6,4.7,2.9,26.7,41.6,6.2,41.5,53.5,32.2,143,0.4,2.0,4.9,0.65,1.6,62.6,0.44,2.2,5.3,0.82,2.0,49.0,50.0,40.8
45,Marcos Giron,30,50.0,64.6,63.6,6.2,2.0,5.3,61.2,73.0,51.2,54.1,80.6,6.3,36.7,38.2,9.2,3.2,28.6,49.7,6.4,46.5,55.1,39.3,183,0.52,2.5,6.1,1.0,2.4,58.2,0.46,2.2,5.3,0.92,2.2,50.3,61.5,54.2
46,Luciano Darderi,14,14.3,60.1,59.1,8.0,3.9,9.2,57.6,69.4,47.4,52.2,74.1,6.8,30.9,33.0,14.4,4.0,22.2,45.7,6.2,41.0,74.7,27.4,62,0.39,1.9,4.4,0.53,1.2,57.3,0.61,3.0,6.9,1.28,2.9,46.1,55.6,21.9
47,Miomir Kecmanovic,34,44.1,63.5,63.4,5.4,2.9,7.4,60.8,70.0,53.4,57.6,78.5,6.3,36.0,37.5,9.7,3.5,26.1,51.7,6.6,52.0,78.6,37.0,230,0.53,2.5,6.8,0.93,2.5,53.9,0.47,2.2,6.0,1.03,2.8,49.5,33.3,45.1
48,David Goffin,25,60.0,60.3,60.2,6.3,3.9,9.9,60.7,68.6,47.5,52.8,73.7,6.7,39.2,40.8,8.7,3.2,30.1,52.2,6.4,42.0,50.4,39.1,215,0.71,3.4,8.6,1.31,3.4,60.7,0.67,3.1,8.0,1.23,3.2,50.0,50.0,53.1
49,Pedro Martinez,15,26.7,58.8,60.2,5.0,5.6,15.9,64.7,65.3,46.9,55.7,69.2,6.4,35.9,38.4,12.4,3.6,24.5,53.7,6.3,65.0,70.5,40.7,81,0.48,2.3,5.4,0.92,2.2,50.5,0.62,2.9,7.0,1.44,3.5,47.5,33.3,30.6
50,Zizou Bergs,23,56.5,65.2,64.5,9.2,3.9,10.0,60.7,73.5,52.4,58.3,81.8,6.2,36.3,36.1,5.8,3.6,28.1,49.3,6.5,52.0,114.4,34.5,165,0.54,2.6,7.2,0.9,2.5,62.3,0.48,2.3,6.3,0.87,2.4,50.4,50.0,54.0
51,Tomas Martin Etcheverry,26,46.2,64.7,62.5,9.5,2.1,6.2,65.4,73.6,47.9,51.1,83.0,6.6,34.8,35.7,9.3,3.7,23.9,51.7,6.4,50.0,80.2,34.6,185,0.51,2.6,7.1,0.91,2.5,65.7,0.5,2.5,6.8,0.87,2.3,49.9,45.0,50.0
52,Quentin Halys,12,41.7,65.3,61.8,15.5,4.0,9.9,59.3,77.7,47.2,52.3,84.0,6.6,31.9,32.3,8.4,3.4,23.9,44.0,6.1,101.0,149.3,37.5,48,0.32,1.6,4.0,0.6,1.5,72.4,0.58,2.9,7.3,0.8,2.0,49.4,50.0,40.0
53,Nicolas Jarry,24,41.7,66.9,64.7,12.2,3.2,8.6,62.6,77.6,49.1,53.7,82.6,6.2,32.6,33.8,8.8,2.7,24.3,46.9,6.3,56.5,128.1,33.3,129,0.39,2.0,5.4,0.66,1.8,61.2,0.45,2.3,6.1,0.88,2.4,49.6,50.0,44.6
54,Gabriel Diallo,14,57.1,62.6,60.2,10.5,3.0,9.4,68.6,70.2,46.2,51.0,80.5,6.6,37.3,37.0,5.4,3.5,32.4,45.6,6.5,55.0,108.1,35.3,116,0.62,3.1,8.3,1.11,2.9,59.8,0.48,2.5,6.6,1.0,2.6,50.1,37.5,54.1
55,Zhizhen Zhang,30,40.0,65.2,63.5,9.9,3.0,8.1,63.3,72.7,52.3,56.9,82.1,6.1,33.1,35.2,13.1,3.9,24.2,47.8,6.2,60.5,164.4,35.4,158,0.45,2.2,5.3,0.77,1.9,56.6,0.41,2.0,4.8,0.86,2.1,49.0,33.3,42.5
56,Roberto Bautista Agut,27,51.9,62.4,62.8,3.8,2.8,8.7,67.8,68.4,49.8,54.5,78.1,6.6,36.1,39.1,14.5,4.4,24.9,53.9,6.3,43.0,58.7,39.2,148,0.49,2.3,5.5,0.91,2.1,64.4,0.62,3.0,7.1,1.06,2.5,49.7,70.0,51.6
57,Jacob Fearnley,2,50.0,56.9,59.9,3.3,7.2,16.2,55.6,67.1,44.1,52.6,71.4,7.3,38.6,40.5,9.1,3.0,30.6,53.2,6.6,54.0,54.0,42.9,14,0.7,3.5,7.0,1.5,3.0,64.7,0.81,4.3,8.5,1.5,3.0,48.4,50.0,50.0
58,Benjamin Bonzi,10,50.0,64.7,62.9,8.2,2.0,5.7,63.9,71.7,52.1,55.3,77.9,6.4,36.7,38.0,8.0,2.8,31.1,46.9,6.7,56.5,60.4,37.9,66,0.54,2.8,6.6,1.04,2.5,66.3,0.66,3.3,8.0,1.13,2.7,50.3,57.1,50.0
59,Roberto Carballes Baena,22,45.5,63.2,63.3,5.4,3.3,8.8,62.6,70.7,50.6,55.5,77.6,6.4,37.2,38.0,7.2,3.2,28.0,51.6,6.6,54.0,59.1,34.0,150,0.58,2.7,6.8,0.93,2.3,60.9,0.57,2.7,6.9,1.07,2.7,50.1,50.0,45.5
60,Camilo Ugo Carabelli,2,0.0,46.6,48.1,2.7,6.1,11.5,47.3,58.6,35.9,40.6,39.1,6.4,36.5,39.0,10.9,2.9,30.4,44.8,5.7,56.0,56.0,60.0,10,0.42,2.0,5.0,1.2,3.0,48.1,1.17,5.4,13.5,2.8,7.0,41.8,50.0,0.0
61,Fabian Marozsan,33,51.5,62.1,62.0,5.8,3.4,9.9,65.8,69.3,48.4,53.7,75.9,6.5,37.3,38.4,9.6,4.1,28.1,51.9,6.4,57.0,80.9,41.0,222,0.57,2.7,6.7,1.1,2.8,58.1,0.57,2.8,6.9,1.16,2.9,50.0,46.7,49.4
62,Kei Nishikori,13,53.8,64.1,64.2,2.9,1.7,5.1,65.9,69.0,54.8,57.7,80.6,6.2,36.1,37.1,9.0,3.7,25.5,51.8,6.5,40.0,75.6,34.6,81,0.58,2.7,6.2,0.93,2.2,61.4,0.5,2.3,5.4,0.9,2.1,49.8,0.0,50.0
63,Francisco Comesana,4,50.0,62.3,62.7,6.6,4.6,11.1,59.0,73.8,45.7,51.4,75.8,6.4,34.5,32.4,8.6,7.3,24.0,46.3,6.0,47.0,68.8,40.0,25,0.4,1.9,6.3,0.77,2.5,54.5,0.53,2.5,8.3,1.15,3.8,48.8,100.0,46.2
64,Laslo Djere,13,46.2,61.6,59.7,10.1,3.7,10.3,64.5,70.1,46.1,51.4,78.0,6.8,36.1,36.2,7.3,4.0,24.8,54.5,6.4,107.0,92.8,39.6,91,0.55,2.6,7.0,1.03,2.8,67.3,0.67,3.1,8.5,1.03,2.8,49.3,44.4,48.6
65,Joao Fonseca,8,87.5,73.0,70.9,9.8,1.1,3.7,70.5,77.9,61.3,63.7,91.3,6.0,35.4,36.4,11.2,4.8,27.3,51.5,6.5,95.0,93.1,29.2,72,0.77,2.6,9.0,0.75,2.6,65.2,0.25,0.8,2.9,0.29,1.0,53.3,50.0,67.9
66,Jaume Munar,11,18.2,59.9,60.7,4.7,4.4,12.2,63.9,68.7,44.3,50.5,73.2,6.5,39.3,40.1,7.1,3.4,30.6,52.5,6.9,80.0,92.1,40.2,87,0.6,2.8,7.9,1.13,3.2,59.6,0.66,3.2,9.0,1.29,3.6,49.4,0.0,35.5
67,Juncheng Shang,37,56.8,63.4,63.5,5.1,3.1,8.0,60.7,70.5,52.4,56.9,79.1,6.5,37.1,39.3,10.5,3.2,28.9,50.8,6.5,49.5,75.4,34.0,285,0.63,2.9,7.7,0.99,2.6,62.8,0.56,2.6,6.8,0.96,2.5,50.2,65.0,57.1
68,Mattia Bellucci,12,50.0,65.0,62.0,13.0,3.3,9.4,65.0,71.7,52.5,57.9,79.9,6.6,33.5,36.6,12.8,2.5,26.8,44.8,6.3,62.0,72.0,33.8,65,0.46,2.2,5.4,0.73,1.8,68.2,0.63,2.9,7.3,0.93,2.3,49.5,66.7,50.0
69,Damir Dzumhur,6,33.3,58.8,60.5,0.7,3.3,9.1,63.9,65.1,47.5,52.2,70.5,6.2,38.5,38.5,6.0,3.8,32.3,47.7,6.3,117.5,205.0,44.0,25,0.6,1.8,4.2,0.79,1.8,43.5,0.52,1.6,3.8,0.93,2.2,48.8,0.0,35.7
70,Learner Tien,10,60.0,61.8,61.5,4.3,2.1,6.6,67.5,65.7,53.9,57.7,75.4,6.3,35.5,37.9,9.7,2.0,26.4,52.6,6.3,59.0,103.5,38.8,67,0.54,1.9,6.7,0.72,2.6,64.8,0.7,2.4,8.8,0.86,3.1,48.8,62.5,50.0
71,Daniel Altmaier,19,42.1,63.6,61.7,10.0,3.2,8.6,62.9,72.8,47.9,52.4,79.8,6.6,33.1,32.9,6.3,3.4,26.7,43.4,6.3,43.0,111.2,32.6,89,0.42,2.0,4.7,0.66,1.5,63.9,0.56,2.7,6.3,0.98,2.3,48.7,63.6,43.2
72,Hamad Medjedovic,6,66.7,69.5,68.1,12.6,3.8,12.5,69.7,75.6,55.6,63.5,87.5,6.0,34.1,36.8,14.9,4.3,27.6,46.6,6.3,64.5,72.8,34.3,35,0.43,2.1,5.8,0.71,2.0,70.6,0.43,2.0,5.7,0.59,1.7,51.2,100.0,58.8
73,Bu Yunchaokete,15,60.0,66.3,64.5,9.4,2.3,5.4,57.8,74.5,55.2,58.3,82.6,6.2,35.5,37.8,10.9,2.9,29.4,46.1,6.3,48.0,83.7,40.2,92,0.52,2.6,6.1,1.06,2.5,61.3,0.45,2.3,5.3,0.89,2.1,50.8,50.0,57.1
74,Yoshihito Nishioka,24,54.2,63.1,62.8,3.4,1.6,4.2,62.9,68.6,53.8,56.1,79.0,6.4,36.1,39.1,13.5,3.8,26.3,51.9,6.3,56.0,122.0,39.2,143,0.54,2.3,6.0,0.92,2.3,58.6,0.51,2.2,5.5,0.9,2.3,49.6,66.7,55.7
75,Arthur Rinderknech,27,51.9,66.4,63.0,13.6,2.6,7.1,64.2,75.8,49.5,53.3,83.0,6.3,32.9,34.0,9.7,3.3,24.2,46.6,6.3,65.0,74.5,32.3,167,0.49,2.4,6.2,0.78,2.0,64.6,0.48,2.3,6.0,0.83,2.1,49.5,56.3,49.3
76,Alexander Bublik,31,51.6,62.7,62.8,13.9,8.4,20.6,59.4,76.1,43.2,54.4,78.2,6.6,36.1,36.7,6.8,2.9,30.1,45.6,6.4,59.0,78.6,40.9,176,0.49,2.3,5.7,0.92,2.3,61.5,0.57,2.7,6.7,1.03,2.6,49.7,41.7,47.4
77,Roman Safiullin,28,46.4,65.1,64.1,9.9,3.9,9.8,59.8,75.1,50.3,55.8,80.4,6.2,36.6,36.8,7.6,4.0,28.5,50.0,6.5,41.0,118.3,35.4,192,0.55,2.7,6.9,0.96,2.4,62.0,0.52,2.5,6.4,0.96,2.4,50.5,45.5,47.9
78,Hugo Gaston,15,40.0,58.5,58.6,4.0,3.0,7.4,59.4,65.6,48.0,51.9,69.0,6.5,34.6,35.7,9.1,3.3,28.1,45.3,6.1,63.0,94.3,34.7,95,0.51,2.4,6.3,0.83,2.2,55.1,0.69,3.2,8.5,1.43,3.8,46.8,66.7,35.0
79,Aleksandar Vukic,24,41.7,63.8,60.2,12.6,2.4,5.8,58.1,73.7,50.1,53.2,78.3,6.4,33.3,34.0,9.0,3.6,25.0,46.2,6.2,63.5,103.0,35.2,125,0.42,2.1,5.2,0.73,1.8,57.7,0.51,2.5,6.2,1.05,2.6,48.6,75.0,43.3
80,Aleksandar Kovacevic,22,31.8,64.6,62.8,13.0,4.9,11.8,58.7,76.0,48.4,54.8,82.0,6.5,31.8,34.2,12.7,2.9,24.0,43.6,6.2,55.0,139.6,34.2,114,0.4,2.0,5.2,0.68,1.8,69.1,0.58,2.9,7.5,0.89,2.3,48.5,28.6,35.1
81,Christopher Oconnell,34,50.0,64.9,62.5,10.5,2.5,6.0,58.5,75.3,50.2,53.4,83.2,6.6,34.2,35.9,11.4,3.7,25.2,49.6,6.3,48.5,69.9,36.3,190,0.47,2.3,5.6,0.83,2.0,67.1,0.51,2.5,6.1,0.82,2.0,49.9,46.7,50.6
82,Rinky Hijikata,23,47.8,60.1,60.0,6.1,3.9,9.1,57.5,68.7,48.5,53.3,73.1,6.7,36.8,38.8,10.2,3.2,29.2,49.6,6.4,59.5,68.4,38.3,154,0.54,2.6,6.7,1.0,2.6,61.5,0.7,3.3,8.3,1.25,3.2,48.4,63.6,44.1
83,Corentin Moutet,11,27.3,57.9,58.6,2.4,3.0,8.4,64.9,64.9,44.9,49.1,67.5,6.9,37.0,36.7,4.8,3.3,31.4,47.0,6.7,56.0,67.8,38.4,73,0.57,2.8,6.6,1.08,2.5,55.1,0.72,3.4,8.1,1.54,3.6,47.4,37.5,30.8
84,Borna Coric,22,40.9,64.8,63.2,9.5,3.0,7.8,61.6,72.5,52.5,56.9,82.0,6.5,35.9,37.0,9.9,4.1,28.2,47.2,6.7,43.5,51.8,36.1,133,0.51,2.5,6.0,0.89,2.2,63.6,0.49,2.4,5.9,0.87,2.1,50.1,36.4,46.3
