Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
11,Daniil Medvedev[RUS],16,13-3,81.3%,65.4%,66.5%,118,9.1%,81,6.3%,16.5%,62.0%,74.0%,51.4%,61.6%,84.6%,6.4,2.2,11,Daniil Medvedev[RUS],16,42.0%,41.6%,4.2%,3.6%,35.2%,53.1%,28.9%,6.9,2.9,40.0,50.9,11,Daniil Medvedev[RUS],16,41.8%,59,141,0.69,3.4,8.8,1.40,3.7,67.7%,65,96,0.48,2.3,6.0,0.74,1.9,11,Daniil Medvedev[RUS],16,1.21,2688,53.2%,8,5-3,62.5%,19.0%,42,30-12,71.4%,405,229-176,56.5%,1:42,38.8,36.4
12,Tommy Paul[USA],15,11-4,73.3%,63.8%,62.9%,81,6.7%,31,2.6%,6.6%,61.3%,71.5%,51.5%,55.1%,79.7%,6.5,2.4,12,Tommy Paul[USA],15,42.9%,43.2%,5.6%,3.8%,36.6%,56.2%,33.2%,6.7,2.9,38.0,119.2,12,Tommy Paul[USA],15,44.9%,62,138,0.74,3.5,9.2,1.55,4.1,63.8%,67,105,0.56,2.6,7.0,0.95,2.5,12,Tommy Paul[USA],15,1.18,2461,53.2%,8,4-4,50.0%,20.0%,40,27-13,67.5%,374,211-163,56.4%,1:41,38.0,37.0
13,Ben Shelton[USA],17,11-6,64.7%,68.8%,67.9%,155,10.5%,53,3.6%,10.6%,66.4%,75.6%,55.4%,62.0%,88.2%,6.2,1.9,13,Ben Shelton[USA],17,30.8%,30.8%,8.1%,3.6%,21.8%,45.3%,13.2%,6.1,1.9,54.0,90.4,13,Ben Shelton[USA],17,34.1%,31,91,0.39,1.9,5.4,0.66,1.8,69.9%,65,93,0.39,2.0,5.5,0.60,1.6,13,Ben Shelton[USA],17,0.99,2903,50.2%,13,7-6,53.8%,27.7%,47,26-21,55.3%,472,241-231,51.1%,1:52,40.4,39.2
14,Arthur Fils[FRA],15,12-3,80.0%,66.4%,65.3%,111,9.1%,38,3.1%,8.4%,62.8%,73.3%,54.8%,59.9%,85.0%,6.3,2.1,14,Arthur Fils[FRA],15,38.4%,38.8%,7.4%,4.0%,29.6%,51.4%,21.8%,6.6,2.5,42.0,52.2,14,Arthur Fils[FRA],15,37.6%,41,109,0.58,2.7,7.3,1.02,2.7,65.9%,56,85,0.44,2.1,5.7,0.73,1.9,14,Arthur Fils[FRA],15,1.14,2457,52.3%,6,4-2,66.7%,15.0%,40,26-14,65.0%,381,205-176,53.8%,1:57,43.8,42.7
15,Grigor Dimitrov[BUL],16,13-3,81.3%,69.9%,69.8%,129,11.1%,53,4.6%,11.3%,59.5%,79.9%,55.2%,62.2%,87.7%,6.0,1.8,15,Grigor Dimitrov[BUL],16,39.6%,40.6%,8.4%,4.0%,29.8%,55.1%,26.3%,6.7,2.6,44.0,63.5,15,Grigor Dimitrov[BUL],16,41.1%,51,124,0.64,3.1,7.8,1.27,3.2,69.6%,55,79,0.41,2.0,4.9,0.60,1.5,15,Grigor Dimitrov[BUL],16,1.32,2456,53.9%,8,6-2,75.0%,20.0%,40,30-10,75.0%,389,222-167,57.1%,1:38,39.0,38.1
16,Frances Tiafoe[USA],17,9-8,52.9%,64.6%,63.7%,111,7.3%,42,2.8%,6.6%,58.0%,73.1%,52.8%,56.5%,81.1%,6.5,2.3,16,Frances Tiafoe[USA],17,37.4%,39.9%,12.3%,3.9%,28.9%,53.5%,23.3%,6.4,2.4,53.0,71.2,16,Frances Tiafoe[USA],17,40.3%,54,134,0.58,2.9,7.9,1.15,3.2,64.8%,81,125,0.54,2.7,7.4,0.94,2.6,16,Frances Tiafoe[USA],17,1.06,3013,51.1%,9,3-6,33.3%,19.1%,47,26-21,55.3%,465,243-222,52.3%,2:08,46.2,43.2
17,Andrey Rublev[RUS],15,10-5,66.7%,67.4%,65.6%,123,11.3%,34,3.1%,8.1%,61.6%,77.6%,51.2%,55.7%,85.5%,6.1,2.0,17,Andrey Rublev[RUS],15,38.6%,40.3%,11.9%,5.2%,29.0%,51.9%,26.7%,6.5,2.5,48.0,65.1,17,Andrey Rublev[RUS],15,43.0%,46,107,0.62,3.0,7.1,1.28,3.1,66.7%,52,78,0.44,2.2,5.2,0.72,1.7,17,Andrey Rublev[RUS],15,1.19,2203,52.9%,7,2-5,28.6%,19.4%,36,23-13,63.9%,351,199-152,56.7%,1:27,36.2,35.5
18,Francisco Cerundolo[ARG],17,11-6,64.7%,61.9%,62.8%,64,4.7%,58,4.3%,11.2%,62.1%,67.3%,53.0%,59.7%,77.3%,6.7,2.6,18,Francisco Cerundolo[ARG],17,40.0%,39.8%,3.6%,2.7%,32.7%,50.8%,29.4%,6.7,2.7,46.0,44.1,18,Francisco Cerundolo[ARG],17,43.2%,60,139,0.68,3.4,8.2,1.46,3.5,62.6%,77,123,0.61,3.0,7.2,1.12,2.7,18,Francisco Cerundolo[ARG],17,1.05,2730,51.0%,11,6-5,54.5%,26.8%,41,26-15,63.4%,407,217-190,53.3%,1:36,40.0,36.0
19,Stefanos Tsitsipas[GRE],17,11-6,64.7%,70.5%,70.5%,85,7.3%,36,3.1%,8.1%,61.5%,77.8%,58.7%,63.9%,88.0%,5.8,1.7,19,Stefanos Tsitsipas[GRE],17,36.8%,37.6%,6.5%,2.7%,29.1%,50.9%,23.0%,6.2,2.3,44.0,89.1,19,Stefanos Tsitsipas[GRE],17,43.7%,45,103,0.53,2.6,6.1,1.13,2.6,56.4%,31,55,0.28,1.4,3.2,0.60,1.4,19,Stefanos Tsitsipas[GRE],17,1.25,2382,53.2%,9,4-5,44.4%,22.5%,40,26-14,65.0%,396,221-175,55.8%,1:30,38.4,38.7
20,Tomas Machac[CZE],15,9-6,60.0%,65.8%,65.1%,89,8.0%,35,3.2%,8.9%,64.3%,72.6%,53.7%,58.9%,82.8%,6.1,2.1,20,Tomas Machac[CZE],15,37.3%,38.7%,10.4%,4.2%,28.1%,51.7%,23.7%,6.4,2.4,54.0,57.1,20,Tomas Machac[CZE],15,44.7%,42,94,0.53,2.5,6.3,1.11,2.8,62.2%,51,82,0.46,2.2,5.5,0.82,2.1,20,Tomas Machac[CZE],15,1.09,2240,51.4%,5,3-2,60.0%,13.2%,38,22-16,57.9%,357,191-166,53.5%,1:28,34.6,35.2
21,Jakub Mensik[CZE],17,9-8,52.9%,64.2%,63.0%,173,13.1%,76,5.8%,13.8%,58.1%,77.2%,46.2%,53.6%,80.4%,6.2,2.2,21,Jakub Mensik[CZE],17,37.4%,37.9%,6.5%,3.1%,30.3%,50.0%,21.9%,6.6,2.5,49.0,79.0,21,Jakub Mensik[CZE],17,38.5%,47,122,0.57,2.7,7.2,1.02,2.8,55.3%,52,94,0.44,2.0,5.5,0.91,2.5,21,Jakub Mensik[CZE],17,1.04,2734,50.3%,8,3-5,37.5%,17.4%,46,25-21,54.3%,429,219-210,51.0%,1:48,40.1,40.4
22,Ugo Humbert[FRA],12,7-5,58.3%,67.8%,67.0%,93,8.7%,32,3.0%,7.6%,60.6%,76.8%,54.1%,58.6%,88.0%,6.1,2.0,22,Ugo Humbert[FRA],12,36.7%,37.1%,7.9%,4.1%,29.2%,49.1%,21.3%,6.7,2.5,44.5,55.3,22,Ugo Humbert[FRA],12,35.0%,36,103,0.61,2.9,8.6,1.03,3.0,62.5%,35,56,0.32,1.6,4.7,0.60,1.8,22,Ugo Humbert[FRA],12,1.14,2206,51.9%,9,3-6,33.3%,25.7%,35,21-14,60.0%,344,190-154,55.2%,2:01,41.5,39.5
23,Sebastian Korda[USA],9,6-3,66.7%,67.8%,66.0%,67,9.7%,16,2.3%,5.9%,61.0%,73.6%,58.7%,62.5%,86.1%,6.4,2.1,23,Sebastian Korda[USA],9,34.5%,35.7%,7.9%,2.5%,25.3%,49.6%,16.8%,6.3,2.2,22.0,55.9,23,Sebastian Korda[USA],9,36.0%,18,50,0.47,2.4,5.6,0.86,2.0,68.8%,33,48,0.44,2.3,5.3,0.71,1.7,23,Sebastian Korda[USA],9,1.07,1364,51.3%,7,5-2,71.4%,33.3%,21,13-8,61.9%,215,111-104,51.6%,1:26,37.0,34.1
24,Karen Khachanov[RUS],14,5-9,35.7%,66.5%,65.4%,78,7.8%,25,2.5%,6.5%,61.7%,75.2%,52.5%,56.1%,81.5%,6.0,2.0,24,Karen Khachanov[RUS],14,33.6%,35.1%,10.4%,3.4%,23.4%,51.7%,15.3%,6.3,2.1,36.5,54.5,24,Karen Khachanov[RUS],14,35.6%,26,73,0.43,2.1,5.2,0.76,1.9,58.1%,43,74,0.44,2.2,5.3,0.91,2.2,24,Karen Khachanov[RUS],14,1.00,2074,49.6%,5,1-4,20.0%,14.7%,34,13-21,38.2%,338,163-175,48.2%,1:48,44.4,43.7
25,Alexei Popyrin[AUS],18,7-11,38.9%,64.6%,62.5%,161,11.2%,48,3.4%,9.5%,64.7%,73.1%,49.0%,54.1%,81.6%,6.4,2.3,25,Alexei Popyrin[AUS],18,32.1%,32.5%,10.6%,4.4%,24.3%,44.1%,12.7%,6.3,2.0,35.5,57.1,25,Alexei Popyrin[AUS],18,28.2%,29,103,0.45,2.2,5.7,0.63,1.6,62.4%,68,109,0.49,2.4,6.1,0.89,2.3,25,Alexei Popyrin[AUS],18,0.91,2882,48.2%,8,3-5,37.5%,17.4%,46,20-26,43.5%,452,211-241,46.7%,1:50,43.0,41.2
26,Alejandro Davidovich Fokina[ESP],16,12-4,75.0%,66.1%,65.7%,92,7.1%,40,3.1%,8.8%,65.2%,72.9%,53.3%,58.5%,85.2%,6.4,2.2,26,Alejandro Davidovich Fokina[ESP],16,37.9%,39.2%,9.3%,4.0%,27.3%,54.6%,23.6%,6.3,2.4,56.5,77.9,26,Alejandro Davidovich Fokina[ESP],16,46.6%,48,103,0.51,2.5,6.4,1.14,3.0,72.5%,79,109,0.54,2.6,6.8,0.71,1.9,26,Alejandro Davidovich Fokina[ESP],16,1.12,2592,52.1%,11,7-4,63.6%,26.2%,42,28-14,66.7%,406,221-185,54.4%,1:59,45.4,44.1
27,Felix Auger Aliassime[CAN],11,6-5,54.5%,69.1%,67.9%,99,12.1%,32,3.9%,12.4%,68.4%,75.7%,54.8%,62.6%,87.1%,6.2,1.9,27,Felix Auger Aliassime[CAN],11,40.3%,39.9%,4.6%,3.6%,36.2%,48.1%,26.7%,7.1,2.9,59.0,75.2,27,Felix Auger Aliassime[CAN],11,33.3%,36,108,0.80,3.9,9.8,1.29,3.3,67.9%,36,53,0.40,1.9,4.8,0.61,1.5,27,Felix Auger Aliassime[CAN],11,1.30,1778,53.5%,8,3-5,37.5%,28.6%,28,17-11,60.7%,267,151-116,56.6%,1:45,41.2,38.9
28,Denis Shapovalov[CAN],16,8-8,50.0%,64.9%,66.9%,115,9.5%,93,7.6%,18.6%,59.0%,75.6%,49.5%,60.8%,83.1%,6.4,2.3,28,Denis Shapovalov[CAN],16,34.1%,33.9%,4.5%,2.6%,28.8%,44.9%,19.0%,6.2,2.1,51.0,88.4,28,Denis Shapovalov[CAN],16,41.9%,36,86,0.46,2.2,5.4,0.90,2.3,64.4%,58,90,0.48,2.3,5.6,0.80,2.0,28,Denis Shapovalov[CAN],16,0.97,2390,49.7%,7,2-5,28.6%,17.5%,40,20-20,50.0%,378,193-185,51.1%,1:30,36.0,36.2
29,Brandon Nakashima[USA],22,15-7,68.2%,69.7%,66.4%,204,12.4%,22,1.3%,4.2%,67.9%,76.5%,55.3%,57.7%,89.6%,6.2,1.9,29,Brandon Nakashima[USA],22,35.3%,35.8%,7.3%,3.2%,27.5%,47.3%,18.9%,6.5,2.3,54.0,70.4,29,Brandon Nakashima[USA],22,38.2%,50,131,0.49,2.5,6.0,0.94,2.3,69.6%,64,92,0.34,1.7,4.2,0.53,1.3,29,Brandon Nakashima[USA],22,1.16,3367,52.1%,12,6-6,50.0%,22.6%,53,33-20,62.3%,533,290-243,54.4%,1:52,46.5,43.9
30,Matteo Berrettini[ITA],15,11-4,73.3%,71.7%,68.4%,135,13.3%,14,1.4%,4.6%,69.9%,79.0%,54.6%,57.2%,88.4%,5.9,1.7,30,Matteo Berrettini[ITA],15,35.0%,34.9%,6.5%,3.7%,27.0%,49.5%,17.5%,6.4,2.2,43.0,43.9,30,Matteo Berrettini[ITA],15,43.5%,30,69,0.40,2.1,4.6,0.91,2.0,59.2%,29,49,0.28,1.5,3.3,0.61,1.3,30,Matteo Berrettini[ITA],15,1.24,2109,52.7%,9,7-2,77.8%,27.3%,33,24-9,72.7%,344,183-161,53.2%,1:47,48.4,45.5
31,Hubert Hurkacz[POL],7,6-1,85.7%,70.6%,67.1%,94,16.3%,16,2.8%,7.6%,63.3%,78.6%,56.9%,61.5%,88.5%,6.0,1.8,31,Hubert Hurkacz[POL],7,35.3%,35.7%,7.2%,3.4%,27.9%,45.7%,16.7%,6.5,2.3,49.0,56.0,31,Hubert Hurkacz[POL],7,37.5%,15,40,0.44,2.1,5.7,0.79,2.1,72.5%,29,40,0.42,2.1,5.7,0.58,1.6,31,Hubert Hurkacz[POL],7,1.20,1158,52.8%,5,4-1,80.0%,26.3%,19,13-6,68.4%,186,100-86,53.8%,1:33,34.2,33.7
32,Alex Michelsen[USA],18,11-7,61.1%,65.1%,64.7%,85,6.3%,37,2.7%,8.4%,67.2%,71.3%,52.5%,57.3%,82.1%,6.5,2.3,32,Alex Michelsen[USA],18,37.8%,40.2%,9.8%,2.6%,29.6%,53.0%,22.9%,6.7,2.5,64.5,60.4,32,Alex Michelsen[USA],18,43.5%,47,108,0.53,2.6,6.0,1.12,2.6,59.8%,55,92,0.44,2.2,5.1,0.88,2.1,32,Alex Michelsen[USA],18,1.08,2714,51.4%,13,7-6,53.8%,31.0%,42,24-18,57.1%,412,217-195,52.7%,1:49,46.7,43.4
33,Sebastian Baez[ARG],10,6-4,60.0%,61.9%,62.3%,21,3.2%,17,2.6%,10.2%,74.5%,65.1%,52.7%,58.7%,78.2%,6.5,2.5,33,Sebastian Baez[ARG],10,38.4%,37.8%,4.5%,3.7%,31.9%,49.4%,24.5%,6.3,2.4,76.0,76.6,33,Sebastian Baez[ARG],10,42.4%,25,59,0.58,2.8,5.9,1.19,2.5,55.1%,27,49,0.49,2.3,4.9,1.05,2.2,33,Sebastian Baez[ARG],10,1.01,1299,50.3%,2,2-0,100.0%,9.5%,21,12-9,57.1%,203,104-99,51.2%,1:20,37.9,36.7
34,Flavio Cobolli[ITA],19,8-11,42.1%,62.3%,62.4%,81,6.1%,51,3.9%,8.4%,54.1%,70.4%,52.8%,57.6%,77.5%,6.6,2.5,34,Flavio Cobolli[ITA],19,34.5%,34.5%,9.1%,4.8%,26.2%,48.6%,17.3%,6.4,2.2,35.0,45.9,34,Flavio Cobolli[ITA],19,33.3%,35,105,0.52,2.6,5.5,0.85,1.8,62.2%,74,119,0.60,2.9,6.3,1.10,2.4,34,Flavio Cobolli[ITA],19,0.92,2614,48.6%,10,5-5,50.0%,24.4%,41,17-24,41.5%,402,190-212,47.3%,1:35,43.9,41.3
35,Tallon Griekspoor[NED],17,10-7,58.8%,67.6%,66.8%,147,10.2%,55,3.8%,10.6%,63.9%,75.4%,53.9%,60.3%,86.8%,6.4,2.1,35,Tallon Griekspoor[NED],17,31.0%,31.1%,9.6%,4.2%,23.3%,45.8%,12.5%,6.3,2.0,43.0,48.4,35,Tallon Griekspoor[NED],17,33.7%,28,83,0.37,1.8,4.9,0.62,1.6,66.7%,60,90,0.40,2.0,5.3,0.67,1.8,35,Tallon Griekspoor[NED],17,0.96,2854,49.5%,17,9-8,52.9%,37.8%,45,24-21,53.3%,451,225-226,49.9%,1:41,38.2,36.2
36,Giovanni Mpetshi Perricard[FRA],14,8-6,57.1%,73.3%,71.2%,253,22.6%,70,6.3%,18.1%,65.5%,82.1%,56.5%,69.0%,93.8%,6.3,1.7,36,Giovanni Mpetshi Perricard[FRA],14,26.7%,27.6%,9.2%,2.3%,21.0%,38.5%,6.8%,6.2,1.7,50.0,72.9,36,Giovanni Mpetshi Perricard[FRA],14,29.3%,12,41,0.23,1.2,2.9,0.36,0.9,69.4%,25,36,0.20,1.1,2.6,0.33,0.8,36,Giovanni Mpetshi Perricard[FRA],14,1.00,2219,50.2%,16,9-7,56.3%,48.5%,33,18-15,54.5%,355,179-176,50.4%,1:42,43.3,38.7
37,Matteo Arnaldi[ITA],16,6-10,37.5%,61.8%,61.4%,102,8.2%,56,4.5%,10.9%,58.7%,70.3%,49.8%,55.9%,76.8%,6.4,2.5,37,Matteo Arnaldi[ITA],16,34.7%,35.0%,6.1%,2.8%,28.3%,45.2%,17.6%,6.3,2.2,28.0,38.7,37,Matteo Arnaldi[ITA],16,43.6%,34,78,0.40,2.0,4.9,0.85,2.1,57.1%,60,105,0.54,2.6,6.6,1.13,2.8,37,Matteo Arnaldi[ITA],16,0.91,2464,48.4%,7,4-3,57.1%,17.5%,40,18-22,45.0%,387,183-204,47.3%,1:41,40.3,39.2
38,Jiri Lehecka[CZE],12,7-5,58.3%,63.2%,62.3%,79,9.3%,36,4.2%,11.2%,62.3%,72.3%,48.1%,54.2%,82.5%,6.8,2.5,38,Jiri Lehecka[CZE],12,36.2%,36.4%,7.0%,3.8%,29.5%,46.6%,22.1%,5.9,2.1,15.5,26.7,38,Jiri Lehecka[CZE],12,47.5%,29,61,0.47,2.3,5.1,1.07,2.4,73.8%,62,84,0.67,3.1,7.0,0.81,1.8,38,Jiri Lehecka[CZE],12,0.98,1626,50.4%,2,2-0,100.0%,7.4%,27,16-11,59.3%,257,133-124,51.8%,1:35,42.4,42.3
39,Alexandre Muller[FRA],15,5-10,33.3%,59.7%,59.5%,42,3.9%,24,2.2%,6.4%,65.6%,66.2%,47.5%,50.7%,71.9%,6.5,2.6,39,Alexandre Muller[FRA],15,36.4%,37.5%,10.4%,4.4%,22.6%,54.5%,17.8%,6.4,2.3,68.0,116.5,39,Alexandre Muller[FRA],15,34.1%,29,85,0.52,2.6,5.7,0.88,1.9,56.1%,60,107,0.64,3.2,7.1,1.42,3.1,39,Alexandre Muller[FRA],15,0.90,2140,48.3%,5,3-2,60.0%,15.2%,33,12-21,36.4%,330,149-181,45.2%,1:42,46.5,43.1
40,Nuno Borges[POR],15,9-6,60.0%,64.7%,64.5%,86,6.7%,42,3.3%,9.3%,64.7%,71.4%,52.4%,57.8%,79.5%,6.4,2.3,40,Nuno Borges[POR],15,37.5%,38.0%,7.4%,3.7%,28.3%,51.5%,21.6%,6.8,2.5,51.0,54.9,40,Nuno Borges[POR],15,37.9%,44,116,0.57,2.9,7.7,1.10,2.9,58.6%,58,99,0.50,2.5,6.6,1.02,2.7,40,Nuno Borges[POR],15,1.06,2664,50.6%,15,8-7,53.3%,37.5%,40,20-20,50.0%,404,203-201,50.2%,2:04,46.5,41.9
41,Jordan Thompson[AUS],12,7-5,58.3%,63.9%,62.3%,73,8.1%,21,2.3%,5.7%,58.9%,72.6%,51.4%,54.4%,78.6%,6.2,2.2,41,Jordan Thompson[AUS],12,35.1%,35.6%,9.2%,4.4%,25.0%,51.2%,20.7%,5.9,2.1,17.5,69.0,41,Jordan Thompson[AUS],12,51.7%,30,58,0.40,1.9,4.8,1.00,2.5,58.1%,43,74,0.51,2.5,6.2,1.03,2.6,41,Jordan Thompson[AUS],12,0.97,1749,49.9%,4,4-0,100.0%,13.3%,30,17-13,56.7%,290,144-146,49.7%,1:53,45.1,46.4
42,Alejandro Tabilo[CHI],12,4-8,33.3%,63.6%,62.6%,86,8.4%,36,3.5%,10.3%,65.9%,71.9%,47.4%,52.9%,79.6%,6.7,2.4,42,Alejandro Tabilo[CHI],12,32.3%,34.4%,12.4%,3.3%,23.0%,47.9%,13.7%,6.4,2.1,13.5,46.4,42,Alejandro Tabilo[CHI],12,31.8%,21,66,0.43,2.2,5.5,0.70,1.8,63.1%,53,84,0.55,2.8,7.0,1.03,2.6,42,Alejandro Tabilo[CHI],12,0.89,1996,48.3%,9,5-4,55.6%,30.0%,30,12-18,40.0%,305,142-163,46.6%,1:54,45.7,41.2
