Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
41,Jordan Thompson[AUS],8,3-5,37.5%,60.4%,57.2%,60,10.0%,11,1.8%,4.2%,56.6%,70.6%,47.1%,49.2%,71.1%,6.2,2.5,41,Jordan Thompson[AUS],8,33.0%,32.9%,7.3%,3.9%,25.2%,44.4%,17.0%,5.8,1.9,8.0,6.6,41,Jordan Thompson[AUS],8,53.3%,16,30,0.32,1.4,3.8,0.76,2.0,52.5%,31,59,0.61,2.8,7.4,1.33,3.5,41,Jordan Thompson[AUS],8,0.83,1146,47.4%,3,3-0,100.0%,14.3%,21,9-12,42.9%,191,85-106,44.5%,1:52,42.7,47.0
42,Alejandro Tabilo[CHI],6,1-5,16.7%,62.2%,61.3%,34,7.7%,15,3.4%,9.5%,64.4%,69.6%,48.7%,53.8%,78.5%,6.8,2.6,42,Alejandro Tabilo[CHI],6,29.2%,30.4%,14.5%,4.7%,18.6%,45.7%,10.9%,6.0,1.8,5.5,5.5,42,Alejandro Tabilo[CHI],6,29.2%,7,24,0.38,1.8,4.0,0.54,1.2,54.8%,17,31,0.48,2.4,5.2,1.08,2.3,42,Alejandro Tabilo[CHI],6,0.77,831,46.8%,4,0-4,0.0%,30.8%,13,3-10,23.1%,129,58-71,45.0%,1:37,44.9,42.2
43,Gael Monfils[FRA],8,2-6,25.0%,62.5%,62.4%,94,13.0%,56,7.8%,18.9%,59.0%,74.2%,45.6%,56.3%,78.6%,6.4,2.4,43,Gael Monfils[FRA],8,28.5%,28.7%,7.6%,2.8%,23.4%,36.7%,10.0%,5.9,1.7,7.0,6.2,43,Gael Monfils[FRA],8,33.3%,11,33,0.30,1.5,4.1,0.50,1.4,58.6%,34,58,0.52,2.6,7.3,1.09,3.0,43,Gael Monfils[FRA],8,0.76,1367,46.5%,4,2-2,50.0%,18.2%,22,6-16,27.3%,222,99-123,44.6%,2:02,44.3,42.8
44,Lorenzo Sonego[ITA],5,0-5,0.0%,61.7%,59.2%,37,10.1%,10,2.7%,8.3%,67.1%,69.6%,45.5%,49.5%,84.3%,7.2,2.8,44,Lorenzo Sonego[ITA],5,22.5%,24.0%,10.1%,1.3%,21.0%,25.5%,1.9%,5.7,1.3,7.0,6.4,44,Lorenzo Sonego[ITA],5,14.3%,1,7,0.13,0.7,1.4,0.10,0.2,71.4%,20,28,0.55,2.8,5.6,0.80,1.6,44,Lorenzo Sonego[ITA],5,0.59,674,43.9%,4,0-4,0.0%,40.0%,10,0-10,0.0%,105,44-61,41.9%,1:40,50.2,44.7
45,Marcos Giron[USA],9,2-7,22.2%,59.1%,58.7%,30,4.0%,16,2.1%,5.0%,56.9%,70.8%,43.6%,45.9%,70.7%,6.4,2.6,45,Marcos Giron[USA],9,31.1%,31.7%,11.9%,4.7%,21.6%,45.6%,10.3%,6.1,1.9,6.0,6.2,45,Marcos Giron[USA],9,27.9%,12,43,0.37,1.8,4.8,0.50,1.3,52.1%,37,71,0.61,3.0,7.9,1.42,3.8,45,Marcos Giron[USA],9,0.76,1452,45.5%,4,3-1,75.0%,16.7%,24,6-18,25.0%,232,94-138,40.5%,1:54,42.7,42.3
47,Miomir Kecmanovic[SRB],4,0-4,0.0%,58.4%,58.3%,8,3.0%,5,1.9%,4.5%,58.4%,67.3%,45.9%,48.1%,62.8%,6.2,2.6,47,Miomir Kecmanovic[SRB],4,30.6%,32.4%,11.4%,2.8%,21.2%,50.0%,11.1%,6.2,1.9,5.5,5.5,47,Miomir Kecmanovic[SRB],4,29.4%,5,17,0.38,1.7,4.3,0.50,1.3,36.0%,9,25,0.58,2.5,6.3,1.60,4.0,47,Miomir Kecmanovic[SRB],4,0.74,548,44.2%,1,0-1,0.0%,10.0%,10,1-9,10.0%,88,32-56,36.4%,1:21,32.5,35.6
48,David Goffin[BEL],6,2-4,33.3%,59.0%,59.1%,16,3.5%,12,2.6%,6.3%,58.1%,67.7%,46.9%,50.0%,72.7%,6.9,2.8,48,David Goffin[BEL],6,33.0%,34.4%,9.6%,2.9%,28.4%,41.3%,13.2%,6.1,2.0,5.5,5.8,48,David Goffin[BEL],6,30.0%,9,30,0.44,2.1,5.0,0.64,1.5,64.0%,32,50,0.76,3.6,8.3,1.29,3.0,48,David Goffin[BEL],6,0.80,876,46.6%,1,0-1,0.0%,7.1%,14,4-10,28.6%,134,57-77,42.5%,1:24,36.1,34.7
49,Pedro Martinez[ESP],4,0-4,0.0%,51.4%,53.5%,3,1.0%,14,4.8%,14.9%,67.6%,55.6%,42.6%,50.0%,55.8%,6.7,3.3,49,Pedro Martinez[ESP],4,25.3%,26.8%,15.5%,3.7%,18.1%,40.5%,2.4%,5.8,1.5,3.5,3.8,49,Pedro Martinez[ESP],4,11.1%,1,9,0.21,0.9,2.3,0.10,0.3,57.8%,26,45,1.05,4.5,11.3,1.90,4.8,49,Pedro Martinez[ESP],4,0.52,535,39.4%,0,0-0,-,0.0%,10,0-10,0.0%,85,25-60,29.4%,1:07,26.8,30.1
50,Zizou Bergs[BEL],5,1-4,20.0%,57.4%,56.9%,23,5.8%,14,3.5%,9.5%,63.2%,66.3%,42.2%,46.6%,65.1%,6.3,2.7,50,Zizou Bergs[BEL],5,33.6%,32.7%,6.1%,4.3%,23.4%,51.4%,15.9%,6.3,2.1,9.0,8.8,50,Zizou Bergs[BEL],5,29.4%,10,34,0.54,2.6,6.8,0.77,2.0,52.2%,24,46,0.73,3.5,9.2,1.69,4.4,50,Zizou Bergs[BEL],5,0.79,795,45.5%,1,0-1,0.0%,7.7%,13,4-9,30.8%,126,51-75,40.5%,1:21,31.0,30.4
51,Tomas Martin Etcheverry[ARG],8,0-8,0.0%,59.7%,57.5%,49,8.2%,14,2.4%,5.9%,60.2%,70.9%,42.6%,45.3%,67.7%,6.2,2.5,51,Tomas Martin Etcheverry[ARG],8,31.8%,32.8%,10.1%,3.5%,24.0%,46.8%,12.4%,6.2,2.0,7.0,6.3,51,Tomas Martin Etcheverry[ARG],8,28.6%,12,42,0.43,1.9,5.3,0.55,1.5,44.6%,25,56,0.58,2.5,7.0,1.41,3.9,51,Tomas Martin Etcheverry[ARG],8,0.79,1196,45.7%,3,2-1,66.7%,13.6%,22,4-18,18.2%,193,77-116,39.9%,1:38,35.7,39.4
52,Quentin Halys[FRA],3,1-2,33.3%,65.4%,61.3%,39,18.0%,10,4.6%,11.5%,59.9%,76.9%,48.3%,54.5%,79.4%,6.4,2.2,52,Quentin Halys[FRA],3,29.8%,29.6%,9.2%,4.1%,15.8%,46.9%,8.3%,6.1,1.8,9.0,7.3,52,Quentin Halys[FRA],3,27.3%,3,11,0.31,1.6,3.7,0.43,1.0,73.1%,19,26,0.76,3.7,8.7,1.00,2.3,52,Quentin Halys[FRA],3,0.86,435,47.6%,2,1-1,50.0%,28.6%,7,2-5,28.6%,70,30-40,42.9%,1:39,42.6,41.1
53,Nicolas Jarry[CHI],3,0-3,0.0%,60.7%,56.6%,31,13.2%,7,3.0%,9.1%,67.1%,72.6%,36.4%,40.0%,73.0%,6.3,2.5,53,Nicolas Jarry[CHI],3,25.1%,26.4%,7.5%,0.9%,19.3%,35.4%,5.1%,5.8,1.5,1.0,1.3,53,Nicolas Jarry[CHI],3,15.4%,2,13,0.33,1.6,4.3,0.25,0.7,44.4%,8,18,0.49,2.3,6.0,1.25,3.3,53,Nicolas Jarry[CHI],3,0.64,461,43.2%,2,0-2,0.0%,25.0%,8,1-7,12.5%,76,29-47,38.2%,2:02,45.6,47.5
54,Gabriel Diallo[CAN],1,0-1,0.0%,53.2%,51.2%,4,8.5%,2,4.3%,9.5%,55.3%,57.7%,47.6%,52.6%,50.0%,5.9,2.8,54,Gabriel Diallo[CAN],1,33.3%,29.6%,0.0%,5.3%,32.3%,34.6%,0.0%,7.1,2.4,10.0,10.0,54,Gabriel Diallo[CAN],1,0.0%,0,5,0.63,2.5,5.0,0.00,0.0,42.9%,3,7,0.88,3.5,7.0,2.00,4.0,54,Gabriel Diallo[CAN],1,0.71,104,42.3%,0,0-0,-,0.0%,2,0-2,0.0%,16,4-12,25.0%,1:14,37.0,42.7
55,Zhizhen Zhang[CHN],9,1-8,11.1%,60.7%,59.0%,55,8.5%,19,2.9%,7.7%,61.8%,71.8%,42.7%,46.3%,73.5%,6.6,2.6,55,Zhizhen Zhang[CHN],9,25.2%,26.9%,14.1%,2.9%,17.5%,41.0%,5.1%,5.6,1.4,5.0,5.6,55,Zhizhen Zhang[CHN],9,26.3%,5,19,0.19,0.9,2.1,0.24,0.6,50.9%,27,53,0.54,2.5,5.9,1.24,2.9,55,Zhizhen Zhang[CHN],9,0.64,1204,44.4%,2,1-1,50.0%,9.5%,21,3-18,14.3%,197,77-120,39.1%,1:21,34.9,36.5
56,Roberto Bautista Agut[ESP],3,1-2,33.3%,60.7%,60.0%,6,3.5%,2,1.2%,3.3%,64.7%,66.1%,50.8%,52.5%,69.0%,6.0,2.3,56,Roberto Bautista Agut[ESP],3,29.2%,31.9%,16.1%,3.6%,17.0%,50.0%,6.9%,5.8,1.7,7.0,5.7,56,Roberto Bautista Agut[ESP],3,33.3%,2,6,0.21,0.9,2.0,0.29,0.7,57.1%,12,21,0.72,3.0,7.0,1.29,3.0,56,Roberto Bautista Agut[ESP],3,0.74,341,45.2%,0,0-0,-,0.0%,7,2-5,28.6%,58,22-36,37.9%,1:27,37.3,45.9
57,Jacob Fearnley[GBR],4,0-4,0.0%,59.6%,60.2%,23,7.6%,18,6.0%,15.9%,62.6%,65.6%,49.6%,58.9%,68.6%,5.9,2.4,57,Jacob Fearnley[GBR],4,26.8%,28.1%,10.4%,2.3%,18.8%,45.1%,7.4%,5.5,1.5,2.0,3.3,57,Jacob Fearnley[GBR],4,25.0%,4,16,0.30,1.5,4.0,0.36,1.0,48.4%,15,31,0.61,2.8,7.8,1.45,4.0,57,Jacob Fearnley[GBR],4,0.66,600,43.3%,0,0-0,-,0.0%,11,1-10,9.1%,105,39-66,37.1%,1:50,39.8,43.8
58,Benjamin Bonzi[FRA],2,1-1,50.0%,73.6%,71.7%,8,6.6%,0,0.0%,0.0%,74.4%,77.8%,61.3%,61.3%,95.2%,5.8,1.5,58,Benjamin Bonzi[FRA],2,35.1%,36.0%,9.2%,3.8%,28.1%,50.0%,14.3%,6.2,2.2,5.5,5.5,58,Benjamin Bonzi[FRA],2,42.9%,3,7,0.33,1.8,3.5,0.75,1.5,83.3%,5,6,0.29,1.5,3.0,0.25,0.5,58,Benjamin Bonzi[FRA],2,1.33,252,53.6%,0,0-0,-,0.0%,4,3-1,75.0%,42,23-19,54.8%,1:27,43.3,41.2
59,Roberto Carballes Baena[ESP],3,0-3,0.0%,53.8%,52.4%,16,6.3%,8,3.2%,7.0%,54.9%,58.3%,48.2%,51.9%,57.9%,6.7,3.1,59,Roberto Carballes Baena[ESP],3,31.7%,34.2%,10.6%,1.8%,22.4%,47.6%,12.8%,5.8,1.8,4.0,4.7,59,Roberto Carballes Baena[ESP],3,38.5%,5,13,0.33,1.4,4.3,0.56,1.7,51.5%,17,33,0.87,3.7,11.0,1.78,5.3,59,Roberto Carballes Baena[ESP],3,0.69,480,43.3%,0,0-0,-,0.0%,9,1-8,11.1%,77,27-50,35.1%,1:24,27.9,31.4
60,Camilo Ugo Carabelli[ARG],2,0-2,0.0%,57.4%,58.0%,9,6.6%,8,5.9%,13.8%,57.4%,67.9%,43.1%,50.0%,65.0%,6.8,2.9,60,Camilo Ugo Carabelli[ARG],2,32.6%,33.3%,8.1%,3.0%,22.5%,52.2%,14.3%,6.4,2.1,7.0,7.0,60,Camilo Ugo Carabelli[ARG],2,60.0%,3,5,0.24,1.3,2.5,0.75,1.5,50.0%,7,14,0.70,3.5,7.0,1.75,3.5,60,Camilo Ugo Carabelli[ARG],2,0.76,271,45.0%,1,0-1,0.0%,25.0%,4,0-4,0.0%,41,16-25,39.0%,1:46,52.8,46.7
61,Fabian Marozsan[HUN],8,2-6,25.0%,59.0%,59.0%,34,4.8%,23,3.2%,8.5%,61.9%,68.3%,44.1%,48.2%,69.7%,6.5,2.7,61,Fabian Marozsan[HUN],8,34.2%,35.6%,11.6%,4.3%,23.9%,47.6%,18.3%,6.0,2.1,8.5,6.9,61,Fabian Marozsan[HUN],8,54.1%,20,37,0.34,1.7,4.6,0.91,2.5,57.7%,45,78,0.72,3.5,9.8,1.50,4.1,61,Fabian Marozsan[HUN],8,0.83,1366,47.1%,5,1-4,20.0%,22.7%,22,6-16,27.3%,218,96-122,44.0%,1:40,36.5,35.2
63,Francisco Comesana[ARG],2,2-0,100.0%,66.5%,63.4%,25,10.9%,3,1.3%,3.8%,65.7%,72.8%,54.4%,56.6%,85.7%,6.6,2.2,63,Francisco Comesana[ARG],2,35.7%,35.7%,6.8%,3.9%,27.5%,47.1%,22.2%,5.8,2.1,4.0,4.0,63,Francisco Comesana[ARG],2,66.7%,8,12,0.33,1.7,6.0,1.14,4.0,68.8%,11,16,0.46,2.3,8.0,0.71,2.5,63,Francisco Comesana[ARG],2,1.07,437,51.9%,1,1-0,100.0%,14.3%,7,5-2,71.4%,71,38-33,53.5%,2:45,47.1,45.3
64,Laslo Djere[SRB],2,0-2,0.0%,52.0%,48.1%,13,10.6%,4,3.3%,8.2%,60.2%,62.2%,36.7%,40.0%,60.0%,6.2,3.0,64,Laslo Djere[SRB],2,34.1%,31.7%,5.1%,5.8%,22.1%,49.2%,10.0%,6.9,2.4,2.0,4.7,64,Laslo Djere[SRB],2,18.2%,2,11,0.55,2.2,5.5,0.40,1.0,50.0%,8,16,0.80,3.2,8.0,1.60,4.0,64,Laslo Djere[SRB],2,0.71,261,42.5%,0,0-0,-,0.0%,5,0-5,0.0%,40,14-26,35.0%,1:44,41.4,47.6
65,Joao Fonseca[BRA],1,1-0,100.0%,70.8%,67.6%,14,11.7%,1,0.8%,2.8%,70.0%,78.6%,52.8%,54.3%,94.1%,7.1,2.1,65,Joao Fonseca[BRA],1,35.2%,36.8%,12.4%,4.8%,31.5%,43.8%,12.5%,6.6,2.3,9.0,9.0,65,Joao Fonseca[BRA],1,20.0%,2,10,0.63,3.3,10.0,0.67,2.0,83.3%,5,6,0.35,2.0,6.0,0.33,1.0,65,Joao Fonseca[BRA],1,1.21,225,54.2%,2,2-0,100.0%,66.7%,3,3-0,100.0%,33,18-15,54.5%,2:27,49.0,39.2
66,Jaume Munar[ESP],5,1-4,20.0%,58.0%,58.0%,22,5.0%,16,3.7%,9.5%,61.5%,67.2%,43.5%,48.0%,69.7%,6.6,2.8,66,Jaume Munar[ESP],5,36.4%,37.8%,7.1%,2.0%,30.6%,47.1%,21.2%,6.0,2.2,6.0,6.4,66,Jaume Munar[ESP],5,43.8%,14,32,0.48,2.1,6.4,0.93,2.8,56.5%,26,46,0.70,3.1,9.2,1.33,4.0,66,Jaume Munar[ESP],5,0.87,829,47.8%,1,0-1,0.0%,6.7%,15,5-10,33.3%,132,60-72,45.5%,1:51,36.9,40.0
67,Juncheng Shang[CHN],3,0-3,0.0%,59.2%,59.3%,23,6.3%,16,4.3%,10.7%,59.5%,67.6%,47.0%,52.6%,67.9%,6.6,2.7,67,Juncheng Shang[CHN],3,31.2%,30.8%,9.5%,4.7%,22.4%,44.7%,9.1%,6.1,1.9,8.0,6.7,67,Juncheng Shang[CHN],3,23.8%,5,21,0.38,1.8,7.0,0.42,1.7,57.1%,24,42,0.75,3.5,14.0,1.50,6.0,67,Juncheng Shang[CHN],3,0.76,705,45.8%,2,2-0,100.0%,16.7%,12,4-8,33.3%,111,43-68,38.7%,2:49,42.2,43.1
68,Mattia Bellucci[ITA],3,1-2,33.3%,57.8%,57.4%,9,3.6%,5,2.0%,5.3%,62.2%,65.8%,44.7%,47.2%,75.0%,7.8,3.3,68,Mattia Bellucci[ITA],3,30.3%,28.7%,9.0%,5.9%,17.8%,46.9%,9.7%,6.1,1.8,7.0,6.0,68,Mattia Bellucci[ITA],3,33.3%,3,9,0.29,1.3,3.0,0.43,1.0,69.2%,18,26,0.81,3.7,8.7,1.14,2.7,68,Mattia Bellucci[ITA],3,0.72,437,46.0%,1,0-1,0.0%,14.3%,7,2-5,28.6%,63,27-36,42.9%,1:52,48.1,46.3
70,Learner Tien[USA],2,2-0,100.0%,58.3%,57.4%,11,4.2%,4,1.5%,5.2%,70.3%,62.6%,48.1%,50.7%,69.4%,7.2,3.0,70,Learner Tien[USA],2,41.2%,44.0%,11.4%,3.9%,30.2%,58.4%,34.3%,6.5,2.7,3.5,3.5,70,Learner Tien[USA],2,57.1%,12,21,0.60,3.0,10.5,1.71,6.0,59.3%,16,27,0.75,3.9,13.5,1.57,5.5,70,Learner Tien[USA],2,0.99,487,50.3%,3,2-1,66.7%,42.9%,7,5-2,71.4%,71,37-34,52.1%,3:08,53.7,46.3
71,Daniel Altmaier[GER],4,0-4,0.0%,54.3%,52.7%,15,5.4%,5,1.8%,4.3%,58.2%,63.2%,41.9%,43.8%,58.1%,6.5,3.0,71,Daniel Altmaier[GER],4,34.5%,33.7%,2.4%,2.4%,31.9%,38.7%,8.7%,6.4,2.2,5.5,5.8,71,Daniel Altmaier[GER],4,20.0%,4,20,0.43,2.0,5.0,0.40,1.0,35.7%,10,28,0.65,2.8,7.0,1.80,4.5,71,Daniel Altmaier[GER],4,0.75,576,44.1%,1,1-0,100.0%,10.0%,10,1-9,10.0%,89,29-60,32.6%,1:03,25.2,26.3
72,Hamad Medjedovic[SRB],2,1-1,50.0%,58.4%,56.7%,11,7.4%,4,2.7%,7.7%,65.1%,68.0%,40.4%,43.8%,71.4%,7.1,3.0,72,Hamad Medjedovic[SRB],2,45.3%,43.7%,3.6%,5.8%,39.3%,54.5%,35.0%,7.0,3.2,9.0,9.0,72,Hamad Medjedovic[SRB],2,33.3%,7,21,1.05,5.3,10.5,1.75,3.5,60.0%,9,15,0.71,3.8,7.5,1.50,3.0,72,Hamad Medjedovic[SRB],2,1.09,288,52.1%,0,0-0,-,0.0%,4,2-2,50.0%,41,22-19,53.7%,1:40,50.0,41.7
73,Bu Yunchaokete[CHN],6,1-5,16.7%,58.9%,57.1%,31,6.9%,9,2.0%,4.6%,56.4%,70.5%,43.9%,46.0%,73.4%,7.0,2.9,73,Bu Yunchaokete[CHN],6,29.7%,32.2%,13.6%,2.7%,20.7%,42.5%,10.8%,6.2,1.8,5.0,4.5,73,Bu Yunchaokete[CHN],6,43.8%,7,16,0.25,1.2,2.7,0.54,1.2,65.3%,32,49,0.77,3.8,8.2,1.31,2.8,73,Bu Yunchaokete[CHN],6,0.72,854,45.1%,4,0-4,0.0%,30.8%,13,2-11,15.4%,129,54-75,41.9%,1:52,51.5,47.0
74,Yoshihito Nishioka[JPN],3,0-3,0.0%,58.1%,57.8%,7,3.4%,4,2.0%,5.6%,65.0%,63.6%,47.9%,50.7%,68.8%,6.3,2.7,74,Yoshihito Nishioka[JPN],3,28.7%,32.6%,17.5%,2.7%,21.4%,42.3%,8.3%,6.2,1.8,5.0,5.0,74,Yoshihito Nishioka[JPN],3,15.0%,3,20,0.56,2.5,6.7,0.38,1.0,54.5%,12,22,0.69,2.8,7.3,1.25,3.3,74,Yoshihito Nishioka[JPN],3,0.69,426,42.7%,1,0-1,0.0%,12.5%,8,1-7,12.5%,68,25-43,36.8%,1:38,36.6,41.3
75,Arthur Rinderknech[FRA],6,0-6,0.0%,61.2%,57.6%,69,13.4%,18,3.5%,9.2%,62.2%,70.4%,46.2%,50.8%,73.8%,6.5,2.5,75,Arthur Rinderknech[FRA],6,28.2%,32.2%,16.6%,2.0%,16.2%,46.5%,10.8%,6.0,1.7,6.0,6.3,75,Arthur Rinderknech[FRA],6,25.0%,9,36,0.43,2.1,6.0,0.53,1.5,63.8%,37,58,0.73,3.4,9.7,1.24,3.5,75,Arthur Rinderknech[FRA],6,0.73,1016,45.0%,2,0-2,0.0%,11.8%,17,4-13,23.5%,163,68-95,41.7%,2:06,44.3,44.5
76,Alexander Bublik[KAZ],2,1-1,50.0%,62.7%,60.2%,23,18.3%,10,7.9%,18.9%,57.9%,74.0%,47.2%,58.1%,72.7%,5.7,2.1,76,Alexander Bublik[KAZ],2,29.5%,31.1%,14.0%,3.9%,24.5%,42.9%,13.0%,5.6,1.7,9.0,9.0,76,Alexander Bublik[KAZ],2,33.3%,3,9,0.39,1.8,4.5,0.60,1.5,40.0%,4,10,0.45,2.0,5.0,1.20,3.0,76,Alexander Bublik[KAZ],2,0.79,255,45.9%,0,0-0,-,0.0%,5,2-3,40.0%,45,19-26,42.2%,1:16,30.4,35.8
77,Roman Safiullin[RUS],4,0-4,0.0%,54.5%,53.6%,14,5.4%,8,3.1%,8.2%,61.9%,59.7%,45.9%,50.0%,61.5%,6.6,3.0,77,Roman Safiullin[RUS],4,32.1%,32.6%,6.6%,2.5%,19.2%,51.5%,9.8%,5.9,1.9,3.5,4.0,77,Roman Safiullin[RUS],4,26.7%,4,15,0.37,1.7,3.8,0.44,1.0,55.9%,19,34,0.87,3.8,8.5,1.67,3.8,77,Roman Safiullin[RUS],4,0.71,500,43.6%,0,0-0,-,0.0%,9,1-8,11.1%,80,28-52,35.0%,1:18,34.7,37.4
78,Hugo Gaston[FRA],2,1-1,50.0%,58.7%,56.7%,10,5.3%,1,0.5%,1.3%,59.8%,64.6%,50.0%,50.7%,73.3%,6.3,2.6,78,Hugo Gaston[FRA],2,36.2%,38.1%,8.5%,2.1%,24.0%,60.3%,23.3%,6.3,2.3,6.5,6.5,78,Hugo Gaston[FRA],2,36.8%,7,19,0.63,3.2,9.5,1.17,3.5,55.6%,10,18,0.60,3.0,9.0,1.33,4.0,78,Hugo Gaston[FRA],2,0.88,377,47.5%,0,0-0,-,0.0%,6,3-3,50.0%,60,29-31,48.3%,2:23,47.7,45.5
79,Aleksandar Vukic[AUS],3,1-2,33.3%,62.5%,62.7%,14,6.5%,9,4.2%,11.5%,63.9%,70.3%,48.7%,55.1%,76.5%,6.4,2.4,79,Aleksandar Vukic[AUS],3,25.7%,28.5%,15.3%,2.2%,17.1%,43.3%,11.8%,5.4,1.4,9.0,7.3,79,Aleksandar Vukic[AUS],3,80.0%,4,5,0.15,0.7,1.7,0.57,1.3,66.7%,16,24,0.71,3.4,8.0,1.14,2.7,79,Aleksandar Vukic[AUS],3,0.68,399,45.6%,2,0-2,0.0%,28.6%,7,2-5,28.6%,68,30-38,44.1%,1:30,38.4,40.5
80,Aleksandar Kovacevic[USA],3,1-2,33.3%,61.1%,58.6%,26,10.7%,8,3.3%,7.6%,57.0%,74.8%,42.9%,46.4%,73.7%,6.4,2.5,80,Aleksandar Kovacevic[USA],3,29.1%,31.2%,15.0%,3.8%,20.1%,44.3%,12.5%,5.3,1.6,10.0,8.3,80,Aleksandar Kovacevic[USA],3,45.5%,5,11,0.28,1.4,3.7,0.63,1.7,50.0%,10,20,0.53,2.5,6.7,1.25,3.3,80,Aleksandar Kovacevic[USA],3,0.75,457,46.2%,0,0-0,-,0.0%,8,2-6,25.0%,78,33-45,42.3%,1:07,25.1,26.4
81,Christopher Oconnell[AUS],2,0-2,0.0%,51.5%,51.3%,7,5.4%,6,4.6%,9.7%,52.3%,61.8%,40.3%,44.6%,55.0%,6.5,3.2,81,Christopher Oconnell[AUS],2,27.6%,31.7%,16.3%,1.6%,15.8%,46.8%,4.5%,5.6,1.5,2.5,2.5,81,Christopher Oconnell[AUS],2,25.0%,1,4,0.18,0.8,2.0,0.20,0.5,50.0%,9,18,0.90,3.6,9.0,1.80,4.5,81,Christopher Oconnell[AUS],2,0.57,253,39.9%,0,0-0,-,0.0%,5,0-5,0.0%,42,12-30,28.6%,1:34,37.6,44.6
82,Rinky Hijikata[AUS],5,0-5,0.0%,49.0%,48.3%,14,4.5%,10,3.2%,9.1%,65.0%,56.9%,34.5%,38.0%,48.9%,7.0,3.6,82,Rinky Hijikata[AUS],5,21.8%,24.2%,18.9%,2.9%,16.6%,33.3%,4.4%,5.3,1.2,7.0,7.2,82,Rinky Hijikata[AUS],5,50.0%,2,4,0.09,0.4,0.8,0.18,0.4,51.1%,24,47,1.04,4.3,9.4,2.09,4.6,82,Rinky Hijikata[AUS],5,0.43,552,37.3%,2,0-2,0.0%,18.2%,11,0-11,0.0%,90,24-66,26.7%,1:08,30.7,36.7
83,Corentin Moutet[FRA],1,0-1,0.0%,47.5%,47.9%,1,1.0%,2,2.0%,7.1%,71.7%,54.9%,28.6%,30.8%,50.0%,6.2,3.3,83,Corentin Moutet[FRA],1,37.9%,36.5%,5.3%,5.3%,27.4%,57.6%,25.0%,5.9,2.3,5.5,5.5,83,Corentin Moutet[FRA],1,66.7%,4,6,0.38,1.5,6.0,1.00,4.0,42.9%,6,14,0.88,3.5,14.0,2.00,8.0,83,Corentin Moutet[FRA],1,0.72,194,42.8%,0,0-0,-,0.0%,4,1-3,25.0%,32,12-20,37.5%,0:00,0.0,0.0
84,Borna Coric[CRO],2,0-2,0.0%,55.3%,55.7%,9,7.3%,8,6.5%,13.8%,52.8%,72.3%,36.2%,42.0%,64.7%,7.2,3.2,84,Borna Coric[CRO],2,27.5%,29.3%,12.8%,2.8%,18.5%,36.4%,0.0%,6.1,1.7,2.5,2.5,84,Borna Coric[CRO],2,0.0%,0,3,0.17,0.8,1.5,0.00,0.0,66.7%,12,18,1.06,4.5,9.0,1.50,3.0,84,Borna Coric[CRO],2,0.62,232,42.2%,0,0-0,-,0.0%,4,0-4,0.0%,35,11-24,31.4%,1:34,46.8,48.4
85,Botic Van De Zandschulp[NED],5,2-3,40.0%,59.7%,62.6%,16,3.6%,30,6.8%,16.9%,60.0%,66.8%,49.2%,59.2%,76.9%,6.8,2.7,85,Botic Van De Zandschulp[NED],5,37.7%,37.2%,5.5%,4.0%,30.3%,48.5%,23.1%,6.2,2.3,7.0,5.8,85,Botic Van De Zandschulp[NED],5,45.5%,15,33,0.51,2.4,6.6,1.07,3.0,54.5%,18,33,0.51,2.4,6.6,1.07,3.0,85,Botic Van De Zandschulp[NED],5,0.94,843,49.2%,1,0-1,0.0%,7.1%,14,6-8,42.9%,130,65-65,50.0%,2:15,48.3,48.1
87,Jan Lennard Struff[GER],5,0-5,0.0%,60.9%,60.6%,39,8.2%,23,4.8%,12.6%,61.7%,70.2%,45.9%,52.5%,76.1%,7.1,2.8,87,Jan Lennard Struff[GER],5,29.3%,29.8%,11.7%,4.2%,20.2%,43.9%,6.1%,6.1,1.8,6.0,6.0,87,Jan Lennard Struff[GER],5,20.0%,4,20,0.30,1.4,4.0,0.29,0.8,71.9%,41,57,0.85,4.1,11.4,1.14,3.2,87,Jan Lennard Struff[GER],5,0.75,881,46.4%,4,1-3,25.0%,28.6%,14,3-11,21.4%,133,55-78,41.4%,1:54,40.7,38.8
