Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
41,Jordan Thompson[AUS],34,20-14,58.8%,65.8%,63.4%,233,10.0%,47,2.0%,5.1%,60.1%,74.2%,53.1%,55.9%,81.2%,6.1,2.1,41,Jordan Thompson[AUS],34,35.3%,35.8%,8.6%,4.0%,28.0%,48.1%,19.2%,6.3,2.2,37.0,65.4,41,Jordan Thompson[AUS],34,37.8%,74,196,0.51,2.5,5.8,0.93,2.2,60.4%,110,182,0.48,2.3,5.4,0.90,2.1,41,Jordan Thompson[AUS],34,1.03,4751,50.2%,11,8-3,72.7%,13.8%,80,45-35,56.3%,768,384-384,50.0%,1:49,46.4,46.9
42,Alejandro Tabilo[CHI],38,15-23,39.5%,63.7%,62.5%,270,8.7%,105,3.4%,9.0%,62.7%,72.3%,49.1%,54.0%,82.0%,6.7,2.4,42,Alejandro Tabilo[CHI],38,34.5%,36.4%,11.1%,3.4%,26.4%,48.9%,16.5%,6.5,2.2,55.5,74.2,42,Alejandro Tabilo[CHI],38,34.5%,76,220,0.48,2.4,5.8,0.82,2.0,66.4%,166,250,0.54,2.7,6.6,0.90,2.2,42,Alejandro Tabilo[CHI],38,0.95,6121,49.4%,22,8-14,36.4%,23.7%,93,42-51,45.2%,928,458-470,49.4%,1:50,45.0,41.0
43,Gael Monfils[FRA],33,22-11,66.7%,65.6%,65.2%,281,11.1%,135,5.4%,13.7%,60.9%,75.5%,50.2%,58.1%,83.5%,6.3,2.2,43,Gael Monfils[FRA],33,35.2%,35.0%,5.7%,3.2%,29.0%,45.1%,20.0%,6.2,2.2,42.0,59.3,43,Gael Monfils[FRA],33,39.0%,78,200,0.51,2.5,6.1,0.96,2.4,66.5%,131,197,0.49,2.4,6.0,0.81,2.0,43,Gael Monfils[FRA],33,1.02,4955,50.7%,15,11-4,73.3%,18.5%,81,48-33,59.3%,790,412-378,52.2%,1:45,42.8,41.9
44,Lorenzo Sonego[ITA],38,16-22,42.1%,65.6%,64.7%,193,7.0%,69,2.5%,7.6%,66.7%,73.1%,50.6%,54.7%,83.8%,6.4,2.2,44,Lorenzo Sonego[ITA],38,32.3%,32.3%,5.0%,2.4%,25.9%,43.7%,14.6%,6.2,2.0,51.5,84.3,44,Lorenzo Sonego[ITA],38,38.3%,62,162,0.38,1.9,4.3,0.73,1.6,67.9%,146,215,0.50,2.5,5.7,0.81,1.8,44,Lorenzo Sonego[ITA],38,0.94,5360,49.3%,21,9-12,42.9%,24.7%,85,37-48,43.5%,851,419-432,49.2%,1:51,49.4,47.0
45,Marcos Giron[USA],45,25-20,55.6%,64.8%,63.3%,247,7.2%,63,1.8%,4.6%,59.9%,73.9%,51.2%,53.6%,82.6%,6.5,2.3,45,Marcos Giron[USA],45,35.1%,35.7%,8.0%,3.4%,27.3%,48.1%,17.7%,6.4,2.3,51.0,62.8,45,Marcos Giron[USA],45,37.0%,94,254,0.48,2.3,5.6,0.85,2.1,65.3%,171,262,0.50,2.4,5.8,0.83,2.0,45,Marcos Giron[USA],45,1.00,6829,49.9%,24,18-6,75.0%,21.8%,110,62-48,56.4%,1054,526-528,49.9%,1:43,42.2,40.8
46,Luciano Darderi[ITA],43,18-25,41.9%,62.8%,61.7%,229,7.6%,89,3.0%,7.4%,59.8%,70.3%,51.7%,55.8%,77.3%,6.5,2.4,46,Luciano Darderi[ITA],43,34.7%,36.3%,10.4%,3.4%,25.6%,48.7%,17.5%,6.3,2.2,51.0,65.6,46,Luciano Darderi[ITA],43,35.1%,81,231,0.50,2.5,5.4,0.86,1.9,59.9%,157,262,0.57,2.8,6.1,1.12,2.4,46,Luciano Darderi[ITA],43,0.93,5926,49.0%,17,13-4,76.5%,18.1%,94,40-54,42.6%,925,438-487,47.4%,1:35,43.7,41.6
47,Miomir Kecmanovic[SRB],43,20-23,46.5%,66.0%,65.4%,187,6.1%,72,2.3%,6.2%,61.9%,74.5%,52.2%,55.6%,84.1%,6.4,2.2,47,Miomir Kecmanovic[SRB],43,34.9%,36.3%,10.8%,3.9%,25.7%,50.7%,18.0%,6.5,2.3,47.0,76.3,47,Miomir Kecmanovic[SRB],43,37.5%,87,232,0.48,2.3,5.4,0.84,2.0,60.6%,117,193,0.40,1.9,4.5,0.74,1.8,47,Miomir Kecmanovic[SRB],43,1.03,6194,50.3%,25,9-16,36.0%,24.3%,103,51-52,49.5%,962,490-472,50.9%,1:39,41.1,41.0
48,David Goffin[BEL],35,19-16,54.3%,60.3%,59.9%,141,5.7%,79,3.2%,7.6%,58.4%,68.5%,48.8%,52.9%,72.7%,6.6,2.6,48,David Goffin[BEL],35,39.3%,40.4%,7.8%,3.5%,30.3%,52.6%,26.3%,6.5,2.6,48.0,53.3,48,David Goffin[BEL],35,40.2%,102,254,0.65,3.1,7.3,1.23,2.9,57.8%,141,244,0.65,2.9,7.0,1.24,2.9,48,David Goffin[BEL],35,0.99,5008,49.7%,8,4-4,50.0%,9.6%,83,41-42,49.4%,765,376-389,49.2%,1:44,43.9,43.6
49,Pedro Martinez[ESP],42,15-27,35.7%,58.9%,60.7%,68,2.4%,131,4.6%,15.6%,70.8%,64.1%,46.3%,54.8%,70.8%,6.6,2.7,49,Pedro Martinez[ESP],42,36.7%,39.2%,11.2%,3.1%,27.7%,52.0%,20.0%,6.4,2.3,56.0,77.8,49,Pedro Martinez[ESP],42,33.8%,89,263,0.59,2.7,6.3,0.92,2.1,58.0%,177,305,0.69,3.1,7.3,1.32,3.0,49,Pedro Martinez[ESP],42,0.89,5714,47.9%,9,5-4,55.6%,9.3%,97,37-60,38.1%,884,400-484,45.2%,1:43,44.4,45.2
50,Zizou Bergs[BEL],47,28-19,59.6%,65.1%,64.2%,269,8.6%,106,3.4%,8.8%,61.5%,73.1%,52.4%,57.4%,81.5%,6.2,2.2,50,Zizou Bergs[BEL],47,36.7%,36.5%,5.6%,3.6%,29.4%,48.8%,21.3%,6.4,2.4,55.5,104.1,50,Zizou Bergs[BEL],47,39.3%,108,275,0.54,2.5,5.9,1.00,2.3,59.0%,134,227,0.45,2.1,4.8,0.86,2.0,50,Zizou Bergs[BEL],47,1.05,6359,50.6%,16,5-11,31.3%,14.8%,108,61-47,56.5%,1008,517-491,51.3%,1:37,42.2,43.0
51,Tomas Martin Etcheverry[ARG],48,22-26,45.8%,64.0%,62.3%,293,8.1%,81,2.2%,6.2%,64.1%,72.4%,49.0%,52.2%,81.8%,6.7,2.4,51,Tomas Martin Etcheverry[ARG],48,35.4%,36.2%,8.3%,3.5%,26.6%,49.2%,18.9%,6.4,2.3,67.0,95.1,51,Tomas Martin Etcheverry[ARG],48,37.7%,103,273,0.50,2.4,5.7,0.90,2.1,71.2%,245,344,0.63,3.0,7.2,0.86,2.1,51,Tomas Martin Etcheverry[ARG],48,0.98,7111,50.0%,28,12-16,42.9%,24.3%,115,54-61,47.0%,1088,547-541,50.3%,1:55,47.9,46.5
52,Quentin Halys[FRA],24,12-12,50.0%,66.8%,64.9%,263,14.6%,89,4.9%,11.4%,56.6%,79.2%,50.6%,57.2%,85.5%,6.4,2.1,52,Quentin Halys[FRA],24,32.5%,32.3%,7.0%,3.6%,25.1%,44.3%,15.0%,6.3,2.1,65.5,97.0,52,Quentin Halys[FRA],24,34.2%,41,120,0.44,2.1,5.0,0.73,1.7,68.5%,89,130,0.46,2.3,5.4,0.73,1.7,52,Quentin Halys[FRA],24,0.98,3525,50.0%,16,7-9,43.8%,28.6%,56,28-28,50.0%,555,282-273,50.8%,1:39,42.6,40.6
53,Nicolas Jarry[CHI],24,7-17,29.2%,66.1%,64.3%,214,11.2%,66,3.5%,9.1%,61.8%,75.1%,51.4%,56.6%,82.1%,6.3,2.1,53,Nicolas Jarry[CHI],24,31.6%,31.6%,7.2%,3.3%,23.9%,44.8%,12.1%,6.3,2.0,59.0,102.5,53,Nicolas Jarry[CHI],24,30.1%,37,123,0.40,2.1,5.1,0.62,1.5,64.0%,96,150,0.50,2.5,6.3,0.90,2.3,53,Nicolas Jarry[CHI],24,0.93,3825,48.8%,17,6-11,35.3%,28.3%,60,23-37,38.3%,606,284-322,46.9%,1:59,47.5,44.7
54,Gabriel Diallo[CAN],26,13-13,50.0%,64.7%,63.3%,156,8.4%,51,2.8%,8.8%,68.7%,70.9%,51.0%,56.0%,81.7%,6.5,2.3,54,Gabriel Diallo[CAN],26,34.1%,33.8%,5.9%,3.5%,27.5%,46.3%,16.9%,6.4,2.2,50.5,52.3,54,Gabriel Diallo[CAN],26,31.3%,47,150,0.54,2.4,5.8,0.76,1.8,63.9%,92,144,0.51,2.3,5.5,0.84,2.0,54,Gabriel Diallo[CAN],26,0.97,3620,49.8%,13,7-6,53.8%,21.0%,62,31-31,50.0%,562,279-283,49.6%,1:44,43.6,44.8
55,Zhizhen Zhang[CHN],34,14-20,41.2%,66.9%,64.7%,254,10.9%,60,2.6%,7.5%,65.7%,73.6%,53.9%,58.3%,84.4%,6.3,2.1,55,Zhizhen Zhang[CHN],34,32.5%,34.8%,13.7%,3.7%,24.5%,46.9%,13.8%,6.3,2.1,53.0,78.0,55,Zhizhen Zhang[CHN],34,32.7%,52,159,0.42,2.0,4.7,0.67,1.5,58.3%,81,139,0.37,1.8,4.1,0.74,1.7,55,Zhizhen Zhang[CHN],34,0.98,4705,49.5%,20,7-13,35.0%,25.6%,78,33-45,42.3%,748,366-382,48.9%,1:31,39.8,39.6
56,Roberto Bautista Agut[ESP],34,16-18,47.1%,62.0%,62.4%,83,3.2%,67,2.6%,7.8%,66.5%,67.5%,51.0%,55.3%,77.2%,6.5,2.5,56,Roberto Bautista Agut[ESP],34,36.5%,39.7%,13.3%,3.5%,26.4%,52.1%,21.1%,6.2,2.3,54.5,63.9,56,Roberto Bautista Agut[ESP],34,42.9%,82,191,0.49,2.3,5.6,0.98,2.4,63.1%,154,244,0.62,2.9,7.2,1.07,2.6,56,Roberto Bautista Agut[ESP],34,0.96,5009,49.6%,10,5-5,50.0%,11.9%,84,41-43,48.8%,783,386-397,49.3%,1:54,46.1,46.4
57,Jacob Fearnley[GBR],13,6-7,46.2%,60.2%,60.8%,53,6.7%,42,5.3%,12.5%,57.9%,67.9%,49.6%,56.7%,75.2%,6.8,2.7,57,Jacob Fearnley[GBR],13,36.6%,37.5%,8.0%,3.3%,27.7%,50.7%,21.0%,6.6,2.4,63.0,53.8,57,Jacob Fearnley[GBR],13,37.3%,25,67,0.56,2.3,5.2,0.86,1.9,56.1%,37,66,0.56,2.3,5.1,1.00,2.2,57,Jacob Fearnley[GBR],13,0.92,1581,48.5%,7,3-4,42.9%,24.1%,29,13-16,44.8%,236,113-123,47.9%,1:27,39.0,42.9
58,Benjamin Bonzi[FRA],16,9-7,56.3%,66.7%,65.2%,89,7.4%,20,1.7%,4.8%,64.9%,72.2%,56.5%,59.4%,84.0%,6.4,2.1,58,Benjamin Bonzi[FRA],16,37.2%,39.1%,9.5%,2.9%,27.6%,52.8%,22.5%,6.5,2.4,51.0,118.6,58,Benjamin Bonzi[FRA],16,39.6%,42,106,0.57,2.9,6.6,1.14,2.6,70.0%,70,100,0.53,2.7,6.3,0.81,1.9,58,Benjamin Bonzi[FRA],16,1.12,2415,51.8%,8,4-4,50.0%,21.6%,37,22-15,59.5%,374,199-175,53.2%,1:46,46.0,42.3
59,Roberto Carballes Baena[ESP],38,17-21,44.7%,61.4%,61.4%,124,4.4%,76,2.7%,7.6%,64.7%,68.1%,49.3%,53.4%,74.0%,6.4,2.5,59,Roberto Carballes Baena[ESP],38,38.3%,39.6%,7.2%,2.6%,30.6%,51.1%,22.4%,6.7,2.6,71.5,111.9,59,Roberto Carballes Baena[ESP],38,36.6%,98,268,0.61,2.9,7.1,1.05,2.6,57.0%,151,265,0.60,2.8,7.0,1.23,3.0,59,Roberto Carballes Baena[ESP],38,0.99,5730,49.7%,15,9-6,60.0%,16.1%,93,43-50,46.2%,876,423-453,48.3%,1:58,48.4,47.1
60,Camilo Ugo Carabelli[ARG],20,10-10,50.0%,59.7%,60.1%,58,3.9%,47,3.1%,8.7%,64.1%,69.2%,42.8%,46.8%,71.1%,6.5,2.6,60,Camilo Ugo Carabelli[ARG],20,38.1%,38.3%,5.9%,3.3%,32.6%,48.4%,23.7%,6.4,2.4,92.0,100.0,60,Camilo Ugo Carabelli[ARG],20,43.7%,55,126,0.54,2.6,6.3,1.15,2.8,53.1%,76,143,0.62,3.0,7.2,1.40,3.4,60,Camilo Ugo Carabelli[ARG],20,0.95,2980,49.0%,6,4-2,66.7%,12.5%,48,23-25,47.9%,464,220-244,47.4%,1:53,47.1,45.6
61,Fabian Marozsan[HUN],40,17-23,42.5%,62.8%,62.2%,182,6.2%,82,2.8%,7.6%,63.5%,70.0%,50.4%,54.5%,78.3%,6.6,2.4,61,Fabian Marozsan[HUN],40,35.1%,36.4%,10.3%,3.8%,26.5%,50.1%,18.6%,6.3,2.2,50.0,86.2,61,Fabian Marozsan[HUN],40,36.9%,82,222,0.50,2.3,5.6,0.86,2.1,58.5%,137,234,0.52,2.5,5.9,1.02,2.4,61,Fabian Marozsan[HUN],40,0.94,5720,49.3%,21,11-10,52.4%,22.1%,95,43-52,45.3%,889,433-456,48.7%,1:31,38.4,38.2
62,Kei Nishikori[JPN],28,15-13,53.6%,63.1%,63.0%,59,3.5%,33,2.0%,5.9%,66.9%,68.7%,51.7%,54.9%,77.9%,6.1,2.3,62,Kei Nishikori[JPN],28,36.5%,37.2%,8.2%,3.7%,27.7%,51.8%,21.3%,6.4,2.3,49.5,71.9,62,Kei Nishikori[JPN],28,38.8%,59,152,0.55,2.4,5.4,0.92,2.1,57.0%,81,142,0.51,2.2,5.1,0.95,2.2,62,Kei Nishikori[JPN],28,0.99,3448,49.5%,5,2-3,40.0%,7.8%,64,32-32,50.0%,553,274-279,49.5%,1:25,37.4,41.6
63,Francisco Comesana[ARG],17,8-9,47.1%,63.4%,61.8%,126,8.9%,41,2.9%,7.7%,62.7%,70.6%,51.3%,55.6%,78.1%,6.5,2.4,63,Francisco Comesana[ARG],17,35.4%,34.7%,4.3%,3.3%,30.0%,46.1%,17.1%,6.6,2.3,48.0,100.8,63,Francisco Comesana[ARG],17,33.6%,37,110,0.51,2.6,6.5,0.88,2.2,60.7%,74,122,0.56,2.9,7.2,1.14,2.8,63,Francisco Comesana[ARG],17,0.97,2860,49.3%,13,7-6,53.8%,31.0%,42,19-23,45.2%,436,208-228,47.7%,2:08,51.6,45.5
64,Laslo Djere[SRB],25,16-9,64.0%,65.4%,64.4%,152,8.6%,56,3.2%,8.4%,62.3%,72.8%,53.2%,58.1%,82.9%,6.3,2.2,64,Laslo Djere[SRB],25,37.5%,37.5%,5.0%,3.0%,29.7%,52.1%,22.9%,6.5,2.4,73.0,77.4,64,Laslo Djere[SRB],25,40.3%,64,159,0.57,2.7,6.4,1.07,2.6,66.2%,94,142,0.51,2.4,5.7,0.80,1.9,64,Laslo Djere[SRB],25,1.08,3580,51.2%,11,6-5,54.5%,18.3%,60,37-23,61.7%,561,297-264,52.9%,1:45,43.8,44.0
65,Joao Fonseca[BRA],18,11-7,61.1%,64.5%,63.1%,93,7.3%,26,2.0%,6.0%,66.4%,71.9%,49.9%,53.1%,82.4%,6.4,2.3,65,Joao Fonseca[BRA],18,37.2%,37.4%,6.1%,3.3%,30.9%,47.2%,21.7%,6.7,2.5,53.5,62.9,65,Joao Fonseca[BRA],18,32.8%,44,134,0.66,3.1,7.4,1.02,2.4,61.1%,55,90,0.45,2.1,5.0,0.81,1.9,65,Joao Fonseca[BRA],18,1.05,2638,50.5%,9,3-6,33.3%,20.9%,43,23-20,53.5%,402,208-194,51.7%,1:44,43.7,42.7
66,Jaume Munar[ESP],28,11-17,39.3%,62.7%,63.3%,114,5.1%,86,3.9%,10.9%,64.7%,69.6%,50.1%,56.2%,78.1%,6.4,2.4,66,Jaume Munar[ESP],28,36.8%,37.1%,6.3%,3.3%,28.9%,50.0%,21.6%,6.3,2.3,42.5,50.2,66,Jaume Munar[ESP],28,39.9%,75,188,0.54,2.6,6.7,1.06,2.7,57.0%,102,179,0.51,2.5,6.4,1.08,2.8,66,Jaume Munar[ESP],28,0.99,4424,49.9%,11,3-8,27.3%,15.5%,71,32-39,45.1%,699,349-350,49.9%,1:59,47.0,45.3
67,Juncheng Shang[CHN],26,17-9,65.4%,67.2%,66.6%,131,7.5%,50,2.9%,7.7%,63.1%,74.1%,55.5%,60.1%,87.0%,6.3,2.1,67,Juncheng Shang[CHN],26,36.1%,39.2%,12.6%,3.1%,25.5%,54.3%,21.3%,6.5,2.3,62.5,91.1,67,Juncheng Shang[CHN],26,38.3%,59,154,0.56,2.7,5.9,1.04,2.3,69.0%,80,116,0.42,2.0,4.5,0.63,1.4,67,Juncheng Shang[CHN],26,1.10,3539,51.5%,13,7-6,53.8%,22.8%,57,38-19,66.7%,553,299-254,54.1%,1:38,44.6,43.1
68,Mattia Bellucci[ITA],22,11-11,50.0%,64.3%,62.5%,158,10.3%,51,3.3%,8.7%,61.8%,72.1%,51.6%,56.5%,82.1%,6.5,2.3,68,Mattia Bellucci[ITA],22,34.3%,35.8%,8.9%,2.7%,27.2%,46.5%,17.1%,6.4,2.2,61.5,100.5,68,Mattia Bellucci[ITA],22,31.0%,40,129,0.55,2.6,5.9,0.80,1.8,68.2%,90,132,0.56,2.6,6.0,0.84,1.9,68,Mattia Bellucci[ITA],22,0.96,3028,49.5%,9,3-6,33.3%,18.0%,50,25-25,50.0%,469,233-236,49.7%,1:45,46.2,45.8
69,Damir Dzumhur[BIH],23,12-11,52.2%,57.5%,58.9%,16,1.1%,45,3.2%,9.4%,66.3%,60.2%,52.1%,57.5%,69.9%,6.9,2.9,69,Damir Dzumhur[BIH],23,41.4%,41.2%,3.4%,2.9%,37.5%,48.8%,30.1%,6.8,2.8,65.0,116.9,69,Damir Dzumhur[BIH],23,43.2%,63,146,0.70,2.6,6.3,1.13,2.7,59.5%,91,153,0.74,2.7,6.7,1.11,2.7,69,Damir Dzumhur[BIH],23,0.97,2847,49.5%,6,2-4,33.3%,10.7%,56,26-30,46.4%,415,207-208,49.9%,1:33,38.2,45.1
70,Learner Tien[USA],15,6-9,40.0%,60.2%,60.6%,52,4.5%,40,3.5%,9.8%,64.5%,64.9%,51.8%,57.5%,73.4%,6.7,2.6,70,Learner Tien[USA],15,38.5%,40.8%,9.4%,2.5%,30.5%,53.7%,23.8%,6.6,2.5,49.0,75.2,70,Learner Tien[USA],15,38.7%,41,106,0.62,3.0,7.1,1.17,2.7,60.3%,70,116,0.67,3.3,7.7,1.31,3.1,70,Learner Tien[USA],15,0.97,2285,49.5%,7,3-4,42.9%,20.0%,35,15-20,42.9%,345,168-177,48.7%,1:46,45.5,41.9
71,Daniel Altmaier[GER],28,11-17,39.3%,61.8%,58.8%,217,10.1%,42,2.0%,4.9%,60.2%,72.0%,46.4%,48.8%,76.2%,6.6,2.5,71,Daniel Altmaier[GER],28,34.8%,34.5%,4.8%,3.0%,27.6%,46.0%,16.8%,6.4,2.2,66.5,94.5,71,Daniel Altmaier[GER],28,36.4%,55,151,0.46,2.3,5.4,0.83,2.0,62.4%,128,205,0.63,3.1,7.3,1.17,2.8,71,Daniel Altmaier[GER],28,0.91,4236,48.5%,14,9-5,64.3%,21.2%,66,28-38,42.4%,652,302-350,46.3%,1:53,47.8,44.7
72,Hamad Medjedovic[SRB],22,13-9,59.1%,68.3%,66.7%,167,10.4%,45,2.8%,8.8%,68.1%,74.7%,54.7%,60.0%,87.1%,6.2,2.0,72,Hamad Medjedovic[SRB],22,35.6%,37.7%,11.1%,3.4%,28.6%,48.4%,16.1%,6.7,2.4,39.5,64.6,72,Hamad Medjedovic[SRB],22,28.5%,41,144,0.57,2.6,6.5,0.75,1.9,68.9%,73,106,0.41,1.9,4.8,0.60,1.5,72,Hamad Medjedovic[SRB],22,1.12,3308,51.4%,13,7-6,53.8%,23.6%,55,30-25,54.5%,510,264-246,51.8%,1:46,42.3,42.2
73,Bu Yunchaokete[CHN],31,14-17,45.2%,64.8%,62.7%,192,8.7%,39,1.8%,4.3%,59.0%,73.3%,52.5%,54.9%,80.9%,6.4,2.2,73,Bu Yunchaokete[CHN],31,36.1%,37.8%,9.3%,2.8%,29.2%,48.1%,21.4%,6.3,2.3,48.0,68.6,73,Bu Yunchaokete[CHN],31,41.0%,75,183,0.52,2.6,5.9,1.07,2.4,62.9%,112,178,0.51,2.5,5.7,0.94,2.1,73,Bu Yunchaokete[CHN],31,1.03,4420,50.4%,16,6-10,37.5%,22.9%,70,34-36,48.6%,697,355-342,50.9%,1:50,48.8,46.4
74,Yoshihito Nishioka[JPN],29,19-10,65.5%,66.6%,66.3%,75,4.2%,31,1.8%,5.0%,65.0%,70.6%,59.2%,62.4%,85.3%,6.4,2.1,74,Yoshihito Nishioka[JPN],29,35.0%,38.1%,13.8%,3.5%,26.5%,48.9%,19.7%,6.3,2.2,77.0,128.2,74,Yoshihito Nishioka[JPN],29,40.7%,55,135,0.48,2.0,4.7,0.82,1.9,68.7%,90,131,0.47,2.0,4.5,0.61,1.4,74,Yoshihito Nishioka[JPN],29,1.05,3517,50.9%,11,8-3,72.7%,16.4%,67,44-23,65.7%,557,292-265,52.4%,1:28,38.2,43.7
75,Arthur Rinderknech[FRA],40,18-22,45.0%,65.1%,62.4%,370,13.0%,99,3.5%,9.6%,63.8%,75.2%,47.4%,52.4%,81.7%,6.5,2.3,75,Arthur Rinderknech[FRA],40,32.8%,34.0%,8.5%,2.5%,25.1%,44.8%,15.3%,6.2,2.0,61.0,76.2,75,Arthur Rinderknech[FRA],40,36.4%,68,187,0.42,2.1,4.7,0.76,1.7,66.2%,157,237,0.54,2.6,5.9,0.89,2.0,75,Arthur Rinderknech[FRA],40,0.94,5596,49.2%,21,11-10,52.4%,23.3%,90,40-50,44.4%,880,424-456,48.2%,1:42,45.5,43.9
76,Alexander Bublik[KAZ],34,12-22,35.3%,64.1%,63.5%,375,15.2%,194,7.8%,19.8%,60.3%,76.1%,45.8%,57.1%,80.4%,6.6,2.4,76,Alexander Bublik[KAZ],34,32.2%,33.1%,9.3%,3.3%,24.8%,45.7%,13.6%,6.2,2.0,52.5,72.4,76,Alexander Bublik[KAZ],34,33.6%,51,152,0.41,1.9,4.5,0.65,1.5,67.6%,152,225,0.60,2.8,6.6,0.92,2.1,76,Alexander Bublik[KAZ],34,0.90,4811,48.6%,15,8-7,53.3%,19.0%,79,33-46,41.8%,747,351-396,47.0%,1:28,38.0,37.4
77,Roman Safiullin[RUS],30,12-18,40.0%,64.7%,63.6%,216,9.4%,82,3.6%,9.6%,63.0%,73.5%,49.7%,55.0%,79.7%,6.3,2.2,77,Roman Safiullin[RUS],30,36.0%,37.7%,9.9%,3.2%,28.5%,49.8%,19.5%,6.5,2.3,54.0,82.3,77,Roman Safiullin[RUS],30,38.8%,73,188,0.50,2.5,6.3,0.99,2.4,58.8%,107,182,0.49,2.5,6.1,1.01,2.5,77,Roman Safiullin[RUS],30,1.02,4741,50.0%,13,3-10,23.1%,17.6%,74,34-40,45.9%,743,367-376,49.4%,1:47,43.2,40.5
78,Hugo Gaston[FRA],29,14-15,48.3%,59.5%,59.6%,86,3.8%,62,2.7%,6.0%,54.8%,67.2%,50.2%,53.4%,71.8%,6.7,2.7,78,Hugo Gaston[FRA],29,37.2%,38.2%,7.0%,2.8%,31.0%,47.8%,22.5%,6.4,2.4,61.0,78.8,78,Hugo Gaston[FRA],29,40.5%,77,190,0.56,2.7,6.6,1.08,2.7,59.7%,142,238,0.70,3.4,8.2,1.35,3.3,78,Hugo Gaston[FRA],29,0.92,4460,48.6%,10,7-3,70.0%,14.1%,71,32-39,45.1%,682,321-361,47.1%,1:48,44.0,42.0
79,Aleksandar Vukic[AUS],37,18-19,48.6%,66.2%,62.9%,355,12.9%,65,2.4%,6.0%,60.7%,76.4%,50.4%,53.6%,84.1%,6.4,2.2,79,Aleksandar Vukic[AUS],37,33.0%,34.1%,9.8%,3.4%,24.8%,46.7%,16.4%,6.1,2.0,63.0,98.9,79,Aleksandar Vukic[AUS],37,38.6%,71,184,0.43,2.0,5.0,0.78,1.9,66.0%,132,200,0.47,2.2,5.4,0.75,1.8,79,Aleksandar Vukic[AUS],37,0.97,5413,49.9%,17,9-8,52.9%,18.7%,91,47-44,51.6%,861,432-429,50.2%,1:42,41.3,41.6
80,Aleksandar Kovacevic[USA],26,11-15,42.3%,66.5%,65.2%,216,10.9%,77,3.9%,9.4%,58.5%,76.7%,52.0%,57.4%,85.4%,6.3,2.1,80,Aleksandar Kovacevic[USA],26,33.2%,34.9%,12.1%,4.0%,25.6%,45.4%,14.7%,6.3,2.1,65.5,152.7,80,Aleksandar Kovacevic[USA],26,32.4%,46,142,0.46,2.3,5.5,0.73,1.8,68.7%,101,147,0.47,2.3,5.7,0.73,1.8,80,Aleksandar Kovacevic[USA],26,0.99,3956,49.9%,11,5-6,45.5%,17.5%,63,30-33,47.6%,626,314-312,50.2%,1:50,45.4,43.3
81,Christopher Oconnell[AUS],31,13-18,41.9%,63.9%,62.3%,186,8.5%,57,2.6%,6.6%,60.2%,71.8%,52.0%,55.7%,80.5%,6.5,2.4,81,Christopher Oconnell[AUS],31,33.6%,35.2%,9.2%,2.5%,25.6%,47.8%,16.0%,6.4,2.1,54.0,72.8,81,Christopher Oconnell[AUS],31,36.3%,53,146,0.44,2.1,4.7,0.78,1.7,63.3%,112,177,0.53,2.6,5.7,0.96,2.1,81,Christopher Oconnell[AUS],31,0.93,4284,49.0%,19,7-12,36.8%,27.9%,68,30-38,44.1%,665,322-343,48.4%,1:42,46.4,44.2
82,Rinky Hijikata[AUS],31,12-19,38.7%,58.5%,58.7%,89,4.1%,69,3.2%,8.1%,60.9%,66.0%,46.9%,51.0%,69.5%,6.4,2.7,82,Rinky Hijikata[AUS],31,35.5%,37.6%,10.1%,2.7%,28.8%,46.8%,19.5%,6.1,2.2,53.0,55.6,82,Rinky Hijikata[AUS],31,41.4%,67,162,0.47,2.2,5.2,0.92,2.2,55.2%,127,230,0.68,3.2,7.4,1.41,3.3,82,Rinky Hijikata[AUS],31,0.86,4280,47.1%,9,6-3,66.7%,12.3%,73,28-45,38.4%,682,302-380,44.3%,1:37,41.1,42.0
83,Corentin Moutet[FRA],22,7-15,31.8%,58.7%,59.0%,49,3.0%,42,2.5%,7.6%,66.5%,63.5%,49.2%,53.2%,70.2%,6.7,2.8,83,Corentin Moutet[FRA],22,37.5%,37.0%,3.7%,3.0%,31.9%,49.3%,22.1%,6.7,2.5,56.0,73.0,83,Corentin Moutet[FRA],22,38.6%,56,145,0.57,2.8,6.6,1.08,2.5,58.2%,103,177,0.71,3.4,8.0,1.42,3.4,83,Corentin Moutet[FRA],22,0.91,3346,48.0%,10,4-6,40.0%,19.2%,52,19-33,36.5%,501,230-271,45.9%,1:48,45.5,42.4
