Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
84,Borna Coric[CRO],14,5-9,35.7%,64.2%,62.8%,109,10.2%,41,3.8%,9.7%,60.7%,73.5%,49.9%,55.3%,80.7%,6.4,2.3,84,Borna Coric[CRO],14,33.6%,35.3%,9.8%,2.7%,28.0%,43.1%,15.2%,6.4,2.2,61.0,65.6,84,Borna Coric[CRO],14,34.7%,25,72,0.44,2.2,5.1,0.76,1.8,56.2%,41,73,0.44,2.2,5.2,0.97,2.3,84,Borna Coric[CRO],14,0.94,2129,49.0%,6,2-4,33.3%,18.2%,33,14-19,42.4%,331,159-172,48.0%,1:59,50.4,46.9
85,Botic Van De Zandschulp[NED],28,10-18,35.7%,61.3%,62.3%,127,5.9%,111,5.1%,13.9%,63.0%,70.8%,45.3%,52.6%,76.2%,6.7,2.6,85,Botic Van De Zandschulp[NED],28,36.4%,37.3%,7.7%,3.2%,28.5%,49.6%,19.8%,6.5,2.4,46.5,114.7,85,Botic Van De Zandschulp[NED],28,40.0%,64,160,0.49,2.4,5.7,0.94,2.3,58.2%,107,184,0.57,2.7,6.6,1.13,2.8,85,Botic Van De Zandschulp[NED],28,0.94,4268,49.0%,10,3-7,30.0%,14.7%,68,28-40,41.2%,647,310-337,47.9%,1:55,47.5,45.4
86,Raphael Collignon[BEL],6,1-5,16.7%,62.5%,65.5%,30,6.8%,36,8.1%,24.7%,67.0%,70.4%,46.6%,61.8%,79.1%,6.6,2.5,86,Raphael Collignon[BEL],6,30.6%,31.7%,8.1%,2.1%,23.2%,46.6%,9.0%,6.3,1.9,94.5,92.8,86,Raphael Collignon[BEL],6,23.1%,6,26,0.39,1.9,4.3,0.43,1.0,68.9%,31,45,0.67,3.2,7.5,1.00,2.3,86,Raphael Collignon[BEL],6,0.82,865,46.9%,3,1-2,33.3%,21.4%,14,4-10,28.6%,134,59-75,44.0%,1:37,41.4,40.2
87,Jan Lennard Struff[GER],32,15-17,46.9%,66.0%,64.8%,296,11.8%,115,4.6%,11.3%,59.4%,76.4%,50.8%,57.2%,83.5%,6.5,2.2,87,Jan Lennard Struff[GER],32,33.9%,34.9%,11.6%,4.7%,23.0%,50.5%,13.1%,6.6,2.2,50.0,67.3,87,Jan Lennard Struff[GER],32,28.0%,51,182,0.47,2.4,5.7,0.66,1.6,66.0%,124,188,0.49,2.4,5.9,0.83,2.0,87,Jan Lennard Struff[GER],32,1.00,5091,49.8%,21,11-10,52.4%,27.3%,77,37-40,48.1%,777,374-403,48.1%,1:39,41.2,37.4
88,Adam Walton[AUS],18,6-12,33.3%,62.7%,60.9%,108,9.2%,34,2.9%,8.1%,64.1%,71.9%,46.2%,50.3%,77.7%,6.2,2.3,88,Adam Walton[AUS],18,34.3%,36.4%,11.7%,3.5%,27.6%,45.7%,16.5%,6.1,2.1,81.0,117.9,88,Adam Walton[AUS],18,34.8%,32,92,0.47,2.4,5.1,0.84,1.8,60.0%,63,105,0.56,2.8,5.8,1.11,2.3,88,Adam Walton[AUS],18,0.92,2358,48.4%,8,2-6,25.0%,21.1%,38,13-25,34.2%,382,178-204,46.6%,1:35,45.1,43.6
89,Kamil Majchrzak[POL],7,4-3,57.1%,68.4%,67.6%,23,6.7%,7,2.0%,5.5%,63.2%,76.1%,55.1%,58.3%,84.7%,5.8,1.8,89,Kamil Majchrzak[POL],7,37.6%,37.8%,9.1%,5.2%,26.8%,54.2%,22.8%,6.4,2.4,78.0,163.1,89,Kamil Majchrzak[POL],7,41.9%,13,31,0.54,2.1,4.4,0.87,1.9,66.7%,18,27,0.46,1.8,3.9,0.60,1.3,89,Kamil Majchrzak[POL],7,1.19,709,52.6%,4,2-2,50.0%,26.7%,15,9-6,60.0%,116,63-53,54.3%,1:13,34.0,43.2
90,James Duckworth[AUS],16,4-12,25.0%,64.4%,63.8%,88,7.5%,40,3.4%,8.4%,59.1%,72.7%,52.3%,57.1%,80.5%,6.3,2.3,90,James Duckworth[AUS],16,29.2%,32.4%,17.4%,3.6%,20.5%,45.3%,7.6%,6.1,1.8,77.0,106.1,90,James Duckworth[AUS],16,22.2%,14,63,0.34,1.7,3.9,0.38,0.9,62.1%,59,95,0.51,2.6,5.9,0.97,2.3,90,James Duckworth[AUS],16,0.82,2299,47.1%,6,4-2,66.7%,16.2%,37,12-25,32.4%,369,163-206,44.2%,1:35,41.1,39.7
91,Cameron Norrie[GBR],29,14-15,48.3%,63.9%,62.9%,156,6.8%,57,2.5%,7.7%,67.4%,70.5%,50.3%,54.4%,81.1%,6.5,2.4,91,Cameron Norrie[GBR],29,35.1%,36.9%,10.4%,3.2%,27.3%,50.3%,20.1%,6.3,2.2,69.0,85.2,91,Cameron Norrie[GBR],29,37.4%,70,187,0.54,2.6,6.4,0.99,2.4,64.9%,122,188,0.54,2.6,6.5,0.93,2.3,91,Cameron Norrie[GBR],29,0.97,4456,49.8%,15,6-9,40.0%,21.1%,71,33-38,46.5%,698,354-344,50.7%,1:51,45.2,43.2
92,Vit Kopriva[CZE],6,2-4,33.3%,56.5%,57.7%,13,3.0%,19,4.3%,11.2%,61.5%,63.0%,46.2%,52.0%,65.6%,6.9,3.0,92,Vit Kopriva[CZE],6,37.3%,37.4%,6.3%,3.7%,28.1%,52.6%,22.4%,6.1,2.3,57.0,123.7,92,Vit Kopriva[CZE],6,44.1%,15,34,0.51,2.4,5.7,1.07,2.5,58.5%,31,53,0.83,3.8,8.8,1.57,3.7,92,Vit Kopriva[CZE],6,0.86,849,47.2%,1,0-1,0.0%,7.1%,14,4-10,28.6%,131,57-74,43.5%,1:48,46.3,45.8
93,Jesper De Jong[NED],9,4-5,44.4%,65.3%,64.0%,53,9.6%,18,3.2%,7.6%,57.4%,74.5%,53.0%,57.3%,81.4%,6.4,2.2,93,Jesper De Jong[NED],9,32.5%,33.7%,10.6%,3.5%,25.3%,43.6%,11.8%,6.3,2.1,46.0,110.1,93,Jesper De Jong[NED],9,37.0%,10,27,0.32,1.5,3.0,0.56,1.1,66.7%,32,48,0.56,2.7,5.3,0.89,1.8,93,Jesper De Jong[NED],9,0.94,1093,49.1%,6,3-3,50.0%,33.3%,18,8-10,44.4%,171,80-91,46.8%,1:33,46.6,46.0
94,Reilly Opelka[USA],31,17-14,54.8%,70.1%,65.3%,492,21.3%,89,3.9%,10.7%,64.0%,79.4%,53.7%,60.1%,89.4%,6.1,1.8,94,Reilly Opelka[USA],31,27.9%,27.8%,8.1%,3.3%,20.7%,41.9%,8.2%,6.1,1.7,61.0,60.3,94,Reilly Opelka[USA],31,28.6%,30,105,0.29,1.5,3.4,0.42,1.0,68.5%,87,127,0.34,1.8,4.1,0.56,1.3,94,Reilly Opelka[USA],31,0.94,4514,49.5%,23,13-10,56.5%,31.9%,72,37-35,51.4%,740,366-374,49.5%,1:41,43.5,41.6
95,Luca Nardi[ITA],16,5-11,31.3%,55.8%,57.4%,32,2.8%,56,4.8%,12.0%,59.7%,65.5%,41.5%,47.2%,65.4%,7.2,3.2,95,Luca Nardi[ITA],16,34.8%,35.4%,8.2%,3.6%,25.4%,49.6%,20.2%,5.9,2.1,74.5,71.4,95,Luca Nardi[ITA],16,44.6%,33,74,0.45,2.1,4.6,0.92,2.1,63.9%,99,155,0.96,4.3,9.7,1.56,3.5,95,Luca Nardi[ITA],16,0.79,2124,46.3%,3,1-2,33.3%,8.3%,36,13-23,36.1%,325,139-186,42.8%,1:33,41.5,42.2
96,Mackenzie Mcdonald[USA],19,9-10,47.4%,60.6%,60.4%,71,5.0%,42,3.0%,8.6%,65.4%,65.5%,51.2%,56.0%,73.8%,6.4,2.5,96,Mackenzie Mcdonald[USA],19,37.9%,38.9%,9.3%,4.2%,29.2%,51.8%,24.7%,6.2,2.3,86.0,207.7,96,Mackenzie Mcdonald[USA],19,50.0%,55,110,0.49,2.3,5.8,1.15,2.9,53.6%,67,125,0.57,2.6,6.6,1.21,3.1,96,Mackenzie Mcdonald[USA],19,0.96,2788,49.4%,7,2-5,28.6%,14.6%,48,23-25,47.9%,444,218-226,49.1%,1:44,41.3,42.7
97,Alexander Shevchenko[KAZ],32,12-20,37.5%,60.0%,59.6%,134,6.3%,77,3.6%,9.8%,62.8%,67.4%,47.4%,52.5%,71.0%,6.5,2.6,97,Alexander Shevchenko[KAZ],32,36.7%,36.9%,6.0%,3.2%,28.9%,49.4%,21.8%,6.4,2.4,65.0,106.6,97,Alexander Shevchenko[KAZ],32,41.1%,72,175,0.53,2.5,5.5,1.01,2.3,53.9%,110,204,0.63,2.9,6.4,1.32,2.9,97,Alexander Shevchenko[KAZ],32,0.92,4231,48.3%,17,8-9,47.1%,23.9%,71,28-43,39.4%,654,302-352,46.2%,1:27,39.3,39.5
98,Pablo Carreno Busta[ESP],22,10-12,45.5%,64.8%,65.0%,82,5.1%,50,3.1%,8.6%,63.8%,70.8%,54.1%,59.2%,81.2%,6.4,2.3,98,Pablo Carreno Busta[ESP],22,36.2%,38.0%,10.2%,3.4%,27.2%,49.8%,23.8%,6.2,2.3,50.5,121.4,98,Pablo Carreno Busta[ESP],22,47.6%,60,126,0.50,2.4,5.7,1.13,2.7,61.8%,76,123,0.49,2.3,5.6,0.89,2.1,98,Pablo Carreno Busta[ESP],22,1.03,3173,50.6%,12,3-9,25.0%,22.6%,53,26-27,49.1%,502,263-239,52.4%,1:45,43.4,43.5
99,Mariano Navone[ARG],40,14-26,35.0%,60.2%,60.7%,102,3.6%,87,3.0%,8.3%,63.4%,65.5%,51.1%,55.7%,72.3%,6.5,2.6,99,Mariano Navone[ARG],40,38.1%,37.7%,4.5%,3.3%,31.9%,48.9%,23.5%,6.5,2.5,50.0,76.0,99,Mariano Navone[ARG],40,42.2%,103,244,0.56,2.6,6.1,1.08,2.6,58.6%,173,295,0.67,3.1,7.4,1.28,3.1,99,Mariano Navone[ARG],40,0.96,5729,49.2%,13,6-7,46.2%,13.7%,95,38-57,40.0%,879,421-458,47.9%,1:45,44.2,44.0
100,Nishesh Basavareddy[USA],8,3-5,37.5%,62.5%,61.8%,31,5.5%,13,2.3%,6.0%,61.7%,70.6%,49.3%,52.5%,76.1%,6.1,2.3,100,Nishesh Basavareddy[USA],8,35.3%,36.9%,9.7%,3.2%,26.8%,49.3%,18.5%,6.2,2.2,53.5,75.0,100,Nishesh Basavareddy[USA],8,33.3%,17,51,0.55,2.7,6.4,0.89,2.1,56.0%,28,50,0.54,2.6,6.3,1.16,2.8,100,Nishesh Basavareddy[USA],8,0.94,1131,48.8%,1,0-1,0.0%,5.3%,19,7-12,36.8%,184,87-97,47.3%,1:43,43.3,43.7
