Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
13,Ben Shelton[USA],4,4-0,100.0%,70.5%,69.4%,47,10.8%,14,3.2%,10.4%,68.9%,75.3%,60.0%,66.9%,90.5%,5.9,1.7,13,Ben Shelton[USA],4,37.0%,36.6%,5.1%,3.6%,29.2%,47.1%,23.6%,6.5,2.4,118.0,120.3,13,Ben Shelton[USA],4,37.8%,17,45,0.63,3.0,11.3,1.13,4.3,74.1%,20,27,0.36,1.8,6.8,0.47,1.8,13,Ben Shelton[USA],4,1.26,904,53.1%,1,1-0,100.0%,6.7%,15,12-3,80.0%,146,84-62,57.5%,1:60,31.9,31.8
14,Arthur Fils[FRA],4,3-1,75.0%,65.1%,62.5%,42,9.6%,7,1.6%,4.5%,64.7%,74.1%,48.7%,51.0%,79.7%,5.9,2.1,14,Arthur Fils[FRA],4,40.2%,39.7%,6.2%,4.9%,32.7%,50.8%,27.0%,6.4,2.6,121.0,117.0,14,Arthur Fils[FRA],4,37.0%,20,54,0.73,3.4,13.5,1.25,5.0,53.1%,17,32,0.43,2.0,8.0,0.94,3.8,14,Arthur Fils[FRA],4,1.15,906,52.2%,1,1-0,100.0%,6.3%,16,10-6,62.5%,148,79-69,53.4%,1:52,27.9,29.5
15,Grigor Dimitrov[BUL],4,3-1,75.0%,70.2%,69.5%,41,13.9%,15,5.1%,12.0%,57.6%,82.4%,53.6%,60.9%,88.2%,5.8,1.7,15,Grigor Dimitrov[BUL],4,41.6%,43.2%,5.8%,1.7%,35.7%,51.9%,29.4%,5.7,2.4,95.5,114.0,15,Grigor Dimitrov[BUL],4,55.6%,15,27,0.53,2.5,6.8,1.36,3.8,64.7%,11,17,0.33,1.5,4.3,0.55,1.5,15,Grigor Dimitrov[BUL],4,1.40,588,56.0%,0,0-0,-,0.0%,11,9-2,81.8%,102,60-42,58.8%,1:09,24.9,28.0
16,Frances Tiafoe[USA],4,4-0,100.0%,68.4%,67.2%,58,9.9%,18,3.1%,7.2%,57.7%,78.8%,54.2%,58.4%,89.4%,6.3,2.0,16,Frances Tiafoe[USA],4,36.2%,39.1%,15.4%,5.1%,23.0%,55.5%,21.3%,6.2,2.3,68.5,86.3,16,Frances Tiafoe[USA],4,41.7%,20,48,0.51,2.5,12.0,1.05,5.0,65.5%,19,29,0.31,1.5,7.3,0.53,2.5,16,Frances Tiafoe[USA],4,1.14,1174,52.3%,4,1-3,25.0%,21.1%,19,12-7,63.2%,188,104-84,55.3%,2:38,33.3,32.4
17,Andrey Rublev[RUS],4,2-2,50.0%,68.2%,67.8%,52,11.3%,22,4.8%,11.6%,59.1%,75.1%,58.2%,65.9%,90.5%,6.2,2.0,17,Andrey Rublev[RUS],4,37.1%,38.9%,9.6%,3.2%,28.4%,50.2%,16.0%,7.1,2.6,96.0,95.5,17,Andrey Rublev[RUS],4,32.4%,12,37,0.49,2.6,9.3,0.86,3.0,73.1%,19,26,0.35,1.9,6.5,0.50,1.8,17,Andrey Rublev[RUS],4,1.17,995,51.6%,5,1-4,20.0%,35.7%,14,7-7,50.0%,149,79-70,53.0%,1:57,33.3,28.1
18,Francisco Cerundolo[ARG],4,3-1,75.0%,66.5%,67.9%,31,6.8%,24,5.3%,13.8%,61.7%,74.6%,53.4%,62.0%,85.3%,6.1,2.0,18,Francisco Cerundolo[ARG],4,38.9%,38.0%,7.6%,6.1%,30.3%,51.9%,25.7%,6.2,2.4,51.0,56.0,18,Francisco Cerundolo[ARG],4,42.2%,19,45,0.61,3.0,11.3,1.27,4.8,62.1%,18,29,0.39,1.9,7.3,0.73,2.8,18,Francisco Cerundolo[ARG],4,1.16,914,52.6%,2,2-0,100.0%,13.3%,15,11-4,73.3%,149,83-66,55.7%,1:55,30.7,30.3
19,Stefanos Tsitsipas[GRE],4,2-2,50.0%,66.8%,65.4%,41,9.3%,12,2.7%,6.9%,60.5%,75.0%,54.3%,58.3%,84.7%,6.2,2.0,19,Stefanos Tsitsipas[GRE],4,36.4%,36.6%,7.4%,4.0%,28.1%,47.8%,20.5%,6.8,2.5,69.0,66.5,19,Stefanos Tsitsipas[GRE],4,40.5%,15,37,0.51,2.6,9.3,1.07,3.8,65.6%,21,32,0.44,2.3,8.0,0.79,2.8,19,Stefanos Tsitsipas[GRE],4,1.10,940,50.7%,3,2-1,66.7%,21.4%,14,8-6,57.1%,145,76-69,52.4%,2:15,38.6,34.5
20,Tomas Machac[CZE],4,4-0,100.0%,63.1%,63.8%,22,5.2%,17,4.0%,9.7%,58.6%,69.8%,53.7%,59.5%,77.6%,6.3,2.3,20,Tomas Machac[CZE],4,47.4%,46.1%,4.1%,5.9%,37.1%,62.1%,41.8%,6.6,3.1,77.0,73.0,20,Tomas Machac[CZE],4,47.5%,28,59,0.88,4.2,14.8,2.00,7.0,54.5%,18,33,0.49,2.4,8.3,1.07,3.8,20,Tomas Machac[CZE],4,1.29,864,55.1%,2,2-0,100.0%,14.3%,14,12-2,85.7%,134,80-54,59.7%,1:47,30.6,29.7
21,Jakub Mensik[CZE],6,5-1,83.3%,65.0%,62.5%,99,15.3%,34,5.3%,12.5%,58.0%,78.3%,46.5%,53.2%,86.3%,6.8,2.4,21,Jakub Mensik[CZE],6,38.3%,38.7%,10.4%,5.8%,28.1%,56.0%,26.3%,5.8,2.2,45.0,64.7,21,Jakub Mensik[CZE],6,50.0%,25,50,0.53,2.5,8.3,1.25,4.2,78.0%,46,59,0.62,3.0,9.8,0.65,2.2,21,Jakub Mensik[CZE],6,1.09,1194,52.7%,3,2-1,66.7%,15.0%,20,14-6,70.0%,190,107-83,56.3%,2:18,41.4,41.6
22,Ugo Humbert[FRA],4,3-1,75.0%,68.8%,67.7%,44,10.0%,14,3.2%,8.1%,60.6%,77.1%,56.1%,61.0%,88.2%,5.8,1.8,22,Ugo Humbert[FRA],4,36.3%,36.0%,8.6%,5.3%,30.0%,46.9%,22.2%,6.6,2.4,66.0,81.5,22,Ugo Humbert[FRA],4,34.0%,16,47,0.65,3.1,11.8,1.07,4.0,66.7%,18,27,0.36,1.8,6.8,0.60,2.3,22,Ugo Humbert[FRA],4,1.16,913,51.9%,3,2-1,66.7%,20.0%,15,10-5,66.7%,148,83-65,56.1%,2:06,33.6,33.1
23,Sebastian Korda[USA],4,3-1,75.0%,69.3%,68.4%,34,7.4%,10,2.2%,5.5%,60.6%,77.1%,57.1%,60.5%,90.4%,6.3,1.9,23,Sebastian Korda[USA],4,35.6%,38.4%,13.6%,4.1%,28.1%,48.9%,18.7%,6.5,2.3,95.5,98.3,23,Sebastian Korda[USA],4,35.0%,14,40,0.53,2.7,10.0,0.93,3.5,70.8%,17,24,0.33,1.6,6.0,0.47,1.8,23,Sebastian Korda[USA],4,1.16,953,51.9%,7,5-2,71.4%,46.7%,15,11-4,73.3%,148,80-68,54.1%,2:00,32.1,30.3
24,Karen Khachanov[RUS],4,3-1,75.0%,66.8%,66.2%,42,8.7%,17,3.5%,9.6%,63.3%,75.4%,52.0%,57.5%,83.8%,6.5,2.2,24,Karen Khachanov[RUS],4,40.8%,39.2%,4.2%,5.3%,30.3%,54.6%,30.1%,7.2,3.0,97.0,113.3,24,Karen Khachanov[RUS],4,42.3%,22,52,0.71,3.5,13.0,1.47,5.5,66.7%,24,36,0.49,2.4,9.0,0.80,3.0,24,Karen Khachanov[RUS],4,1.23,1011,53.2%,7,4-3,57.1%,46.7%,15,11-4,73.3%,147,84-63,57.1%,2:42,43.2,38.5
25,Alexei Popyrin[AUS],4,2-2,50.0%,67.1%,66.2%,50,10.2%,19,3.9%,11.0%,64.8%,76.0%,50.6%,56.9%,85.0%,6.1,2.0,25,Alexei Popyrin[AUS],4,33.9%,32.7%,6.5%,4.9%,25.3%,46.3%,21.0%,6.0,2.0,93.0,148.8,25,Alexei Popyrin[AUS],4,44.7%,17,38,0.47,2.4,9.5,1.06,4.3,68.4%,26,38,0.48,2.4,9.5,0.75,3.0,25,Alexei Popyrin[AUS],4,1.03,979,50.5%,2,0-2,0.0%,12.5%,16,9-7,56.3%,161,85-76,52.8%,2:03,30.8,30.2
26,Alejandro Davidovich Fokina[ESP],6,4-2,66.7%,62.1%,63.1%,22,4.0%,21,3.8%,10.8%,64.7%,65.5%,55.9%,62.6%,74.7%,6.7,2.5,26,Alejandro Davidovich Fokina[ESP],6,41.2%,42.2%,7.3%,3.6%,34.3%,51.3%,32.1%,6.6,2.7,83.5,81.8,26,Alejandro Davidovich Fokina[ESP],6,49.1%,27,55,0.65,3.2,9.2,1.59,4.5,60.4%,32,53,0.64,3.1,8.8,1.24,3.5,26,Alejandro Davidovich Fokina[ESP],6,1.09,1103,51.7%,5,4-1,80.0%,29.4%,17,11-6,64.7%,167,89-78,53.3%,1:43,36.5,33.7
27,Felix Auger Aliassime[CAN],4,2-2,50.0%,68.2%,67.7%,55,13.3%,23,5.5%,15.0%,63.1%,79.0%,49.7%,58.5%,84.1%,6.0,1.9,27,Felix Auger Aliassime[CAN],4,38.9%,40.6%,9.5%,3.7%,29.0%,53.4%,22.9%,6.6,2.6,67.5,67.8,27,Felix Auger Aliassime[CAN],4,37.2%,16,43,0.61,2.9,10.8,1.07,4.0,63.3%,19,30,0.43,2.0,7.5,0.73,2.8,27,Felix Auger Aliassime[CAN],4,1.22,880,52.7%,1,0-1,0.0%,6.7%,15,8-7,53.3%,139,74-65,53.2%,2:16,36.3,37.2
28,Denis Shapovalov[CAN],5,4-1,80.0%,66.3%,68.5%,47,9.7%,37,7.6%,18.1%,57.9%,79.3%,48.5%,59.3%,84.8%,6.1,2.1,28,Denis Shapovalov[CAN],5,37.1%,35.8%,2.3%,3.4%,33.2%,44.1%,21.1%,6.2,2.3,53.0,59.8,28,Denis Shapovalov[CAN],5,34.0%,16,47,0.62,3.1,9.4,1.07,3.2,55.6%,15,27,0.34,1.8,5.4,0.80,2.4,28,Denis Shapovalov[CAN],5,1.10,958,51.9%,3,3-0,100.0%,20.0%,15,11-4,73.3%,155,83-72,53.5%,1:55,38.2,35.9
29,Brandon Nakashima[USA],4,3-1,75.0%,73.8%,70.8%,47,12.7%,4,1.1%,3.3%,67.3%,78.7%,63.6%,65.8%,95.3%,5.8,1.5,29,Brandon Nakashima[USA],4,39.7%,39.8%,5.6%,3.4%,34.3%,47.3%,25.0%,6.9,2.7,19.0,45.8,29,Brandon Nakashima[USA],4,35.7%,15,42,0.70,3.2,10.5,1.15,3.8,83.3%,15,18,0.28,1.4,4.5,0.23,0.8,29,Brandon Nakashima[USA],4,1.51,781,55.8%,2,0-2,0.0%,15.4%,13,9-4,69.2%,124,76-48,61.3%,1:38,30.0,30.0
30,Matteo Berrettini[ITA],4,4-0,100.0%,73.0%,69.9%,70,17.9%,13,3.3%,9.4%,64.8%,82.3%,55.8%,61.6%,93.7%,6.2,1.7,30,Matteo Berrettini[ITA],4,38.1%,39.4%,7.1%,2.4%,34.7%,43.4%,25.0%,7.0,2.7,70.5,78.8,30,Matteo Berrettini[ITA],4,39.0%,16,41,0.64,3.2,10.3,1.23,4.0,81.0%,17,21,0.33,1.6,5.3,0.31,1.0,30,Matteo Berrettini[ITA],4,1.41,841,54.3%,5,4-1,80.0%,38.5%,13,11-2,84.6%,127,75-52,59.1%,2:37,48.2,44.7
31,Hubert Hurkacz[POL],4,4-0,100.0%,70.2%,65.4%,86,19.2%,13,2.9%,8.2%,64.6%,80.0%,52.2%,56.8%,89.5%,5.9,1.8,31,Hubert Hurkacz[POL],4,40.1%,37.7%,3.3%,5.8%,31.0%,52.3%,23.3%,7.0,2.8,153.0,133.5,31,Hubert Hurkacz[POL],4,33.3%,17,51,0.70,3.4,12.8,1.13,4.3,57.9%,11,19,0.25,1.3,4.8,0.53,2.0,31,Hubert Hurkacz[POL],4,1.34,963,54.1%,2,2-0,100.0%,13.3%,15,12-3,80.0%,149,85-64,57.0%,2:02,32.5,30.3
32,Alex Michelsen[USA],6,3-3,50.0%,62.7%,63.0%,28,4.7%,19,3.2%,10.4%,69.4%,68.7%,49.2%,54.9%,77.2%,6.5,2.4,32,Alex Michelsen[USA],6,36.3%,38.0%,11.5%,4.4%,27.0%,49.6%,24.4%,6.1,2.2,72.0,104.3,32,Alex Michelsen[USA],6,43.1%,22,51,0.57,2.7,8.5,1.16,3.7,59.6%,31,52,0.57,2.7,8.7,1.11,3.5,32,Alex Michelsen[USA],6,0.97,1146,50.1%,4,0-4,0.0%,21.1%,19,10-9,52.6%,182,93-89,51.1%,1:52,35.3,35.1
33,Sebastian Baez[ARG],6,2-4,33.3%,59.1%,59.5%,12,1.8%,13,1.9%,7.0%,72.4%,62.7%,49.7%,53.5%,70.7%,6.8,2.8,33,Sebastian Baez[ARG],6,38.6%,39.5%,7.6%,3.5%,31.7%,47.8%,24.5%,6.2,2.4,79.0,108.5,33,Sebastian Baez[ARG],6,46.3%,25,54,0.53,2.5,9.0,1.14,4.2,60.8%,45,74,0.75,3.4,12.3,1.32,4.8,33,Sebastian Baez[ARG],6,0.94,1299,49.2%,2,1-1,50.0%,9.1%,22,9-13,40.9%,201,95-106,47.3%,2:03,33.6,34.1
34,Flavio Cobolli[ITA],7,4-3,57.1%,61.4%,60.6%,59,7.8%,28,3.7%,7.7%,52.4%,69.8%,52.2%,56.6%,77.2%,6.7,2.6,34,Flavio Cobolli[ITA],7,39.6%,40.1%,7.1%,3.9%,30.0%,54.2%,24.8%,6.7,2.7,77.0,108.0,34,Flavio Cobolli[ITA],7,33.0%,29,88,0.75,3.7,12.6,1.21,4.1,59.4%,38,64,0.56,2.7,9.1,1.08,3.7,34,Flavio Cobolli[ITA],7,1.03,1546,50.3%,3,2-1,66.7%,12.5%,24,14-10,58.3%,231,117-114,50.6%,2:06,36.8,34.3
35,Tallon Griekspoor[NED],7,6-1,85.7%,67.5%,68.7%,62,9.5%,39,6.0%,15.4%,61.3%,76.3%,53.8%,63.6%,87.4%,6.3,2.1,35,Tallon Griekspoor[NED],7,36.3%,36.5%,6.8%,3.6%,30.6%,47.3%,25.7%,6.0,2.2,73.0,67.1,35,Tallon Griekspoor[NED],7,48.1%,26,54,0.53,2.6,7.7,1.24,3.7,69.0%,29,42,0.41,2.0,6.0,0.62,1.9,35,Tallon Griekspoor[NED],7,1.12,1259,52.5%,4,2-2,50.0%,19.0%,21,15-6,71.4%,204,116-88,56.9%,1:46,35.5,35.5
36,Giovanni Mpetshi Perricard[FRA],6,1-5,16.7%,66.7%,64.9%,121,15.3%,43,5.4%,15.1%,64.1%,76.1%,50.0%,58.9%,86.6%,6.6,2.2,36,Giovanni Mpetshi Perricard[FRA],6,24.3%,23.2%,10.5%,4.6%,15.3%,38.1%,3.5%,6.0,1.4,63.0,88.5,36,Giovanni Mpetshi Perricard[FRA],6,36.4%,4,11,0.10,0.5,1.8,0.18,0.7,75.8%,50,66,0.55,3.0,11.0,0.73,2.7,36,Giovanni Mpetshi Perricard[FRA],6,0.73,1469,47.1%,10,5-5,50.0%,45.5%,22,7-15,31.8%,233,107-126,45.9%,2:03,33.5,30.1
37,Matteo Arnaldi[ITA],7,5-2,71.4%,61.2%,60.1%,75,9.2%,35,4.3%,10.1%,57.5%,68.7%,51.2%,56.9%,75.6%,6.6,2.6,37,Matteo Arnaldi[ITA],7,40.6%,41.5%,5.4%,2.2%,32.5%,54.2%,30.8%,6.4,2.6,94.0,114.7,37,Matteo Arnaldi[ITA],7,46.8%,37,79,0.66,3.2,11.3,1.48,5.3,65.9%,58,88,0.72,3.5,12.6,1.20,4.3,37,Matteo Arnaldi[ITA],7,1.05,1581,51.2%,4,2-2,50.0%,16.0%,25,15-10,60.0%,243,130-113,53.5%,2:24,40.2,38.1
38,Jiri Lehecka[CZE],2,2-0,100.0%,72.0%,72.0%,18,9.3%,7,3.6%,8.9%,59.1%,78.9%,62.0%,68.1%,90.9%,5.8,1.6,38,Jiri Lehecka[CZE],2,36.3%,35.9%,9.5%,6.0%,29.7%,45.8%,21.2%,6.1,2.2,124.5,124.5,38,Jiri Lehecka[CZE],2,38.9%,7,18,0.55,2.3,9.0,0.88,3.5,72.7%,8,11,0.33,1.4,5.5,0.38,1.5,38,Jiri Lehecka[CZE],2,1.30,394,53.8%,1,1-0,100.0%,12.5%,8,6-2,75.0%,66,37-29,56.1%,2:21,35.3,42.9
39,Alexandre Muller[FRA],8,6-2,75.0%,62.7%,62.1%,41,5.3%,17,2.2%,7.3%,69.9%,68.9%,48.5%,52.3%,77.5%,6.4,2.4,39,Alexandre Muller[FRA],8,41.0%,41.8%,7.5%,4.0%,30.2%,58.2%,29.7%,6.2,2.5,80.5,103.8,39,Alexandre Muller[FRA],8,53.8%,35,65,0.55,2.6,8.1,1.40,4.4,61.4%,43,70,0.58,2.8,8.8,1.08,3.4,39,Alexandre Muller[FRA],8,1.10,1503,52.2%,5,4-1,80.0%,20.0%,25,17-8,68.0%,238,128-110,53.8%,1:58,37.9,37.8
40,Nuno Borges[POR],7,4-3,57.1%,64.6%,63.9%,75,10.4%,34,4.7%,12.9%,63.5%,73.5%,49.2%,56.5%,83.8%,6.5,2.3,40,Nuno Borges[POR],7,38.7%,38.6%,4.1%,2.9%,31.1%,51.1%,24.3%,6.9,2.7,73.0,68.7,40,Nuno Borges[POR],7,40.6%,26,64,0.60,2.9,9.1,1.18,3.7,66.0%,35,53,0.48,2.4,7.6,0.82,2.6,40,Nuno Borges[POR],7,1.10,1457,51.6%,6,1-5,16.7%,27.3%,22,11-11,50.0%,218,119-99,54.6%,2:03,39.0,35.4
41,Jordan Thompson[AUS],6,4-2,66.7%,64.6%,62.6%,61,9.5%,16,2.5%,5.9%,57.8%,71.5%,55.1%,58.6%,80.2%,6.4,2.3,41,Jordan Thompson[AUS],6,36.8%,36.3%,5.6%,4.0%,30.2%,47.5%,20.8%,6.2,2.3,90.0,85.5,41,Jordan Thompson[AUS],6,35.0%,21,60,0.59,2.9,10.0,1.00,3.5,68.8%,44,64,0.63,3.0,10.7,0.95,3.3,41,Jordan Thompson[AUS],6,1.04,1271,50.9%,1,1-0,100.0%,4.8%,21,12-9,57.1%,202,102-100,50.5%,2:23,40.8,40.4
42,Alejandro Tabilo[CHI],4,1-3,25.0%,58.4%,56.4%,39,8.8%,15,3.4%,8.8%,61.3%,70.1%,39.8%,43.6%,70.1%,6.6,2.7,42,Alejandro Tabilo[CHI],4,40.0%,40.5%,9.6%,5.6%,33.0%,50.9%,25.8%,6.8,2.7,69.0,74.8,42,Alejandro Tabilo[CHI],4,39.5%,17,43,0.65,3.1,10.8,1.21,4.3,57.4%,27,47,0.70,3.4,11.8,1.43,5.0,42,Alejandro Tabilo[CHI],4,0.96,890,49.1%,3,0-3,0.0%,21.4%,14,5-9,35.7%,133,64-69,48.1%,1:52,32.0,30.2
