Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
44,Lorenzo Sonego[ITA],1,1-0,100.0%,78.0%,80.0%,4,9.8%,2,4.9%,20.0%,75.6%,87.1%,50.0%,62.5%,100.0%,5.1,1.1,44,Lorenzo Sonego[ITA],1,51.2%,51.2%,2.3%,2.3%,55.6%,43.8%,57.1%,6.1,3.1,52.0,52.0,44,Lorenzo Sonego[ITA],1,50.0%,4,8,1.14,4.0,8.0,2.00,4.0,-,0,0,0.00,0.0,0.0,0.00,0.0,44,Lorenzo Sonego[ITA],1,2.33,84,64.3%,0,0-0,-,0.0%,2,2-0,100.0%,15,12-3,80.0%,1:03,31.5,45.0
45,Marcos Giron[USA],1,1-0,100.0%,68.2%,65.2%,13,12.1%,2,1.9%,5.0%,62.6%,82.1%,45.0%,47.4%,94.1%,6.3,2.0,45,Marcos Giron[USA],1,39.8%,38.8%,0.0%,1.6%,32.6%,56.8%,18.8%,7.7,3.1,61.0,61.0,45,Marcos Giron[USA],1,23.1%,3,13,0.81,4.3,13.0,1.00,3.0,88.9%,8,9,0.53,3.0,9.0,0.33,1.0,45,Marcos Giron[USA],1,1.25,230,53.0%,1,0-1,0.0%,33.3%,3,2-1,66.7%,33,19-14,57.6%,2:37,52.3,41.0
46,Luciano Darderi[ITA],1,1-0,100.0%,69.9%,71.4%,3,3.6%,3,3.6%,9.4%,61.4%,72.5%,65.6%,72.4%,91.7%,6.9,2.1,46,Luciano Darderi[ITA],1,29.6%,27.7%,12.3%,7.4%,23.5%,40.0%,8.3%,6.8,2.0,37.0,37.0,46,Luciano Darderi[ITA],1,100.0%,1,1,0.08,0.5,1.0,0.50,1.0,75.0%,3,4,0.33,2.0,4.0,0.50,1.0,46,Luciano Darderi[ITA],1,0.98,164,50.0%,2,2-0,100.0%,100.0%,2,2-0,100.0%,24,12-12,50.0%,2:03,61.5,45.0
47,Miomir Kecmanovic[SRB],1,1-0,100.0%,64.8%,61.3%,8,9.1%,0,0.0%,0.0%,67.0%,67.8%,58.6%,58.6%,85.7%,6.3,2.2,47,Miomir Kecmanovic[SRB],1,42.4%,41.5%,1.2%,2.4%,38.2%,50.0%,28.6%,6.1,2.6,60.0,60.0,47,Miomir Kecmanovic[SRB],1,66.7%,4,6,0.43,2.0,6.0,1.33,4.0,71.4%,5,7,0.50,2.3,7.0,0.67,2.0,47,Miomir Kecmanovic[SRB],1,1.20,173,53.8%,0,0-0,-,0.0%,3,2-1,66.7%,28,16-12,57.1%,2:10,43.3,45.1
50,Zizou Bergs[BEL],1,0-1,0.0%,62.5%,64.4%,2,3.1%,3,4.7%,13.6%,65.6%,71.4%,45.5%,52.6%,77.8%,7.1,2.7,50,Zizou Bergs[BEL],1,26.7%,23.1%,6.7%,6.7%,12.1%,44.4%,0.0%,6.0,1.6,52.0,52.0,50,Zizou Bergs[BEL],1,0.0%,0,6,0.60,3.0,6.0,0.00,0.0,60.0%,3,5,0.56,2.5,5.0,1.00,2.0,50,Zizou Bergs[BEL],1,0.71,124,45.2%,0,0-0,-,0.0%,2,0-2,0.0%,19,7-12,36.8%,1:37,48.5,46.9
51,Tomas Martin Etcheverry[ARG],1,0-1,0.0%,63.9%,63.3%,5,5.2%,2,2.1%,6.5%,68.0%,65.2%,61.3%,65.5%,78.6%,6.9,2.5,51,Tomas Martin Etcheverry[ARG],1,39.0%,42.4%,10.5%,1.9%,32.0%,56.7%,33.3%,7.0,2.7,117.0,117.0,51,Tomas Martin Etcheverry[ARG],1,35.7%,5,14,0.93,4.7,14.0,1.67,5.0,50.0%,3,6,0.43,2.0,6.0,1.00,3.0,51,Tomas Martin Etcheverry[ARG],1,1.08,202,51.0%,1,0-1,0.0%,33.3%,3,1-2,33.3%,29,16-13,55.2%,2:28,49.3,44.0
52,Quentin Halys[FRA],1,0-1,0.0%,51.2%,47.4%,4,9.3%,1,2.3%,4.2%,44.2%,68.4%,37.5%,39.1%,50.0%,5.4,2.6,52,Quentin Halys[FRA],1,10.8%,8.6%,2.7%,2.7%,10.3%,12.5%,0.0%,4.6,0.5,82.0,82.0,52,Quentin Halys[FRA],1,0.0%,0,3,0.38,1.5,3.0,0.00,0.0,33.3%,2,6,0.75,3.0,6.0,2.00,4.0,52,Quentin Halys[FRA],1,0.22,80,32.5%,0,0-0,-,0.0%,2,0-2,0.0%,16,4-12,25.0%,0:59,29.5,44.3
54,Gabriel Diallo[CAN],1,0-1,0.0%,55.9%,52.9%,7,6.3%,0,0.0%,0.0%,70.3%,65.4%,33.3%,33.3%,60.0%,7.4,3.3,54,Gabriel Diallo[CAN],1,34.6%,36.5%,7.4%,1.2%,31.0%,43.5%,21.4%,5.8,2.0,26.0,26.0,54,Gabriel Diallo[CAN],1,50.0%,3,6,0.43,2.0,6.0,1.00,3.0,68.4%,13,19,1.27,6.3,19.0,2.00,6.0,54,Gabriel Diallo[CAN],1,0.78,192,46.9%,0,0-0,-,0.0%,3,1-2,33.3%,29,12-17,41.4%,2:22,47.3,44.4
55,Zhizhen Zhang[CHN],1,0-1,0.0%,76.9%,74.2%,14,17.9%,2,2.6%,8.7%,70.5%,81.8%,65.2%,71.4%,100.0%,6.5,1.5,55,Zhizhen Zhang[CHN],1,22.9%,27.0%,21.7%,2.4%,16.0%,33.3%,0.0%,6.9,1.6,777.0,777.0,55,Zhizhen Zhang[CHN],1,0.0%,0,2,0.17,1.0,2.0,0.00,0.0,100.0%,2,2,0.17,1.0,2.0,0.00,0.0,55,Zhizhen Zhang[CHN],1,0.99,161,49.1%,2,0-2,0.0%,100.0%,2,0-2,0.0%,24,12-12,50.0%,1:50,55.0,41.0
56,Roberto Bautista Agut[ESP],1,1-0,100.0%,78.0%,79.2%,1,2.0%,1,2.0%,8.3%,76.0%,78.9%,75.0%,81.8%,90.0%,5.0,1.1,56,Roberto Bautista Agut[ESP],1,47.4%,58.1%,21.1%,3.5%,39.0%,68.8%,44.4%,6.3,3.0,33.0,33.0,56,Roberto Bautista Agut[ESP],1,66.7%,4,6,0.67,3.0,6.0,2.00,4.0,50.0%,1,2,0.20,1.0,2.0,0.50,1.0,56,Roberto Bautista Agut[ESP],1,2.15,107,61.7%,0,0-0,-,0.0%,2,2-0,100.0%,19,13-6,68.4%,1:15,37.5,42.1
58,Benjamin Bonzi[FRA],1,1-0,100.0%,67.4%,63.3%,10,11.2%,0,0.0%,0.0%,67.4%,75.0%,51.7%,51.7%,90.9%,8.1,2.6,58,Benjamin Bonzi[FRA],1,30.9%,31.1%,7.4%,2.9%,27.7%,38.1%,18.2%,6.2,1.9,57.0,57.0,58,Benjamin Bonzi[FRA],1,33.3%,2,6,0.55,3.0,6.0,1.00,2.0,92.9%,13,14,1.27,7.0,14.0,0.50,1.0,58,Benjamin Bonzi[FRA],1,0.95,157,51.6%,1,1-0,100.0%,50.0%,2,2-0,100.0%,22,12-10,54.5%,1:54,57.0,43.6
62,Kei Nishikori[JPN],1,0-1,0.0%,56.0%,54.3%,4,5.3%,1,1.3%,3.7%,64.0%,58.3%,51.9%,53.8%,66.7%,6.3,2.8,62,Kei Nishikori[JPN],1,33.8%,33.8%,2.6%,1.3%,26.7%,58.8%,16.7%,6.4,2.2,67.0,67.0,62,Kei Nishikori[JPN],1,33.3%,2,6,0.50,2.0,6.0,0.67,2.0,50.0%,4,8,0.67,2.7,8.0,1.33,4.0,62,Kei Nishikori[JPN],1,0.77,152,44.7%,0,0-0,-,0.0%,3,1-2,33.3%,24,10-14,41.7%,1:43,34.3,40.7
64,Laslo Djere[SRB],1,1-0,100.0%,59.6%,63.9%,3,3.2%,8,8.5%,19.5%,56.4%,69.8%,46.3%,57.6%,73.3%,6.3,2.5,64,Laslo Djere[SRB],1,39.6%,37.6%,0.0%,3.1%,35.4%,48.4%,31.3%,6.0,2.4,31.0,31.0,64,Laslo Djere[SRB],1,62.5%,5,8,0.50,2.7,8.0,1.67,5.0,60.0%,6,10,0.67,3.3,10.0,1.33,4.0,64,Laslo Djere[SRB],1,0.98,190,49.5%,0,0-0,-,0.0%,3,2-1,66.7%,31,16-15,51.6%,2:25,48.3,45.8
65,Joao Fonseca[BRA],2,2-0,100.0%,69.6%,67.7%,12,8.7%,2,1.4%,4.1%,64.5%,77.5%,55.1%,57.4%,81.8%,6.3,1.9,65,Joao Fonseca[BRA],2,41.4%,42.7%,5.0%,1.4%,40.4%,43.5%,31.8%,6.4,2.6,75.0,75.0,65,Joao Fonseca[BRA],2,38.9%,7,18,0.82,3.0,9.0,1.17,3.5,42.9%,3,7,0.32,1.2,3.5,0.67,2.0,65,Joao Fonseca[BRA],2,1.36,278,55.4%,2,2-0,100.0%,33.3%,6,5-1,83.3%,44,25-19,56.8%,1:36,32.0,41.4
67,Juncheng Shang[CHN],1,1-0,100.0%,66.7%,64.2%,5,6.9%,0,0.0%,0.0%,68.1%,73.5%,52.2%,52.2%,90.0%,7.2,2.4,67,Juncheng Shang[CHN],1,41.0%,42.4%,3.3%,0.0%,39.1%,46.7%,33.3%,6.8,2.8,19.0,19.0,67,Juncheng Shang[CHN],1,60.0%,3,5,0.56,2.5,5.0,1.50,3.0,66.7%,2,3,0.30,1.5,3.0,0.50,1.0,67,Juncheng Shang[CHN],1,1.23,133,54.9%,1,1-0,100.0%,50.0%,2,2-0,100.0%,19,12-7,63.2%,1:39,49.5,44.7
70,Learner Tien[USA],1,0-1,0.0%,59.7%,58.2%,4,5.6%,1,1.4%,4.8%,70.8%,64.7%,47.6%,50.0%,72.7%,6.5,2.6,70,Learner Tien[USA],1,22.2%,25.5%,12.7%,0.0%,17.1%,31.8%,9.1%,5.7,1.3,145.0,145.0,70,Learner Tien[USA],1,33.3%,1,3,0.27,0.8,3.0,0.25,1.0,66.7%,6,9,0.82,2.3,9.0,0.75,3.0,70,Learner Tien[USA],1,0.55,135,42.2%,1,0-1,0.0%,25.0%,4,1-3,25.0%,22,9-13,40.9%,1:27,21.8,38.7
72,Hamad Medjedovic[SRB],2,0-2,0.0%,63.2%,64.7%,7,5.3%,7,5.3%,16.3%,67.7%,72.2%,44.2%,52.8%,81.0%,6.3,2.3,72,Hamad Medjedovic[SRB],2,25.0%,29.7%,21.7%,2.5%,17.9%,34.0%,4.8%,5.7,1.4,47.5,47.5,72,Hamad Medjedovic[SRB],2,25.0%,1,4,0.19,1.0,2.0,0.25,0.5,55.6%,5,9,0.43,2.3,4.5,1.00,2.0,72,Hamad Medjedovic[SRB],2,0.68,253,45.1%,1,0-1,0.0%,25.0%,4,0-4,0.0%,42,18-24,42.9%,1:27,43.5,41.3
74,Yoshihito Nishioka[JPN],1,1-0,100.0%,68.2%,68.5%,1,0.9%,1,0.9%,2.8%,67.3%,73.0%,58.3%,60.0%,93.3%,7.3,2.3,74,Yoshihito Nishioka[JPN],1,31.4%,38.6%,18.6%,0.0%,23.0%,52.0%,13.3%,5.7,1.8,41.0,41.0,74,Yoshihito Nishioka[JPN],1,33.3%,2,6,0.40,2.0,6.0,0.67,2.0,90.9%,10,11,0.73,3.7,11.0,0.33,1.0,74,Yoshihito Nishioka[JPN],1,0.99,196,52.0%,1,1-0,100.0%,33.3%,3,2-1,66.7%,30,16-14,53.3%,2:40,53.3,49.0
78,Hugo Gaston[FRA],1,0-1,0.0%,55.7%,55.4%,3,4.9%,2,3.3%,9.5%,65.6%,62.5%,42.9%,47.4%,63.6%,5.5,2.5,78,Hugo Gaston[FRA],1,29.1%,34.0%,14.5%,0.0%,19.5%,57.1%,10.0%,5.5,1.6,50.0,50.0,78,Hugo Gaston[FRA],1,33.3%,1,3,0.30,1.5,3.0,0.50,1.0,0.0%,0,4,0.36,2.0,4.0,2.00,4.0,78,Hugo Gaston[FRA],1,0.66,116,43.1%,0,0-0,-,0.0%,2,0-2,0.0%,21,8-13,38.1%,1:21,40.5,41.9
80,Aleksandar Kovacevic[USA],1,0-1,0.0%,70.7%,70.0%,7,7.1%,2,2.0%,5.1%,60.6%,73.3%,66.7%,70.3%,87.5%,6.2,1.8,80,Aleksandar Kovacevic[USA],1,25.7%,30.6%,18.1%,1.0%,21.8%,37.0%,0.0%,6.6,1.7,23.0,23.0,80,Aleksandar Kovacevic[USA],1,0.0%,0,1,0.06,0.3,1.0,0.00,0.0,33.3%,1,3,0.19,1.0,3.0,0.67,2.0,80,Aleksandar Kovacevic[USA],1,0.88,204,47.5%,2,1-1,50.0%,66.7%,3,1-2,33.3%,32,14-18,43.8%,2:39,53.0,46.8
91,Cameron Norrie[GBR],1,0-1,0.0%,69.1%,68.9%,5,7.4%,2,2.9%,9.5%,69.1%,72.3%,61.9%,68.4%,81.8%,6.2,1.9,91,Cameron Norrie[GBR],1,32.6%,36.7%,11.2%,0.0%,25.0%,48.3%,9.1%,8.1,2.6,124.0,124.0,91,Cameron Norrie[GBR],1,7.1%,1,14,1.27,7.0,14.0,0.50,1.0,66.7%,4,6,0.55,3.0,6.0,1.00,2.0,91,Cameron Norrie[GBR],1,1.06,157,48.4%,1,0-1,0.0%,50.0%,2,0-2,0.0%,22,10-12,45.5%,1:54,57.0,43.6
94,Reilly Opelka[USA],1,0-1,0.0%,44.4%,44.4%,0,0.0%,0,0.0%,-,100.0%,44.4%,-,-,50.0%,4.5,2.5,94,Reilly Opelka[USA],1,20.0%,25.0%,20.0%,0.0%,0.0%,60.0%,0.0%,5.0,1.0,28.0,28.0,94,Reilly Opelka[USA],1,-,0,0,0.00,0.0,0.0,0.00,0.0,0.0%,0,1,0.50,1.0,1.0,1.00,1.0,94,Reilly Opelka[USA],1,0.36,24,29.2%,0,0-0,-,0.0%,1,0-1,0.0%,5,1-4,20.0%,0:13,13.0,32.5
