Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
31,Hubert Hurkacz[POL],25,13-12,52.0%,67.6%,63.7%,296,15.1%,47,2.4%,6.2%,61.5%,76.5%,53.4%,56.9%,86.0%,6.1,2.0,31,Hubert Hurkacz[POL],25,33.3%,33.8%,8.3%,3.5%,24.6%,46.8%,13.1%,6.3,2.1,40.0,48.2,31,Hubert Hurkacz[POL],25,32.0%,41,128,0.41,2.0,5.1,0.64,1.6,71.9%,115,160,0.50,2.5,6.4,0.70,1.8,31,Hubert Hurkacz[POL],25,1.03,3932,50.4%,12,7-5,58.3%,18.8%,64,33-31,51.6%,635,318-317,50.1%,1:51,43.4,42.4
32,Alex Michelsen[USA],48,29-19,60.4%,64.2%,63.7%,244,6.7%,115,3.2%,9.5%,66.7%,71.1%,50.2%,55.5%,80.7%,6.5,2.3,32,Alex Michelsen[USA],48,37.6%,38.0%,7.0%,3.6%,30.0%,49.9%,22.7%,6.5,2.4,66.5,104.0,32,Alex Michelsen[USA],48,40.3%,126,313,0.56,2.6,6.5,1.03,2.6,60.3%,164,272,0.49,2.2,5.7,0.89,2.3,32,Alex Michelsen[USA],48,1.05,7227,50.9%,34,19-15,55.9%,27.9%,122,70-52,57.4%,1113,577-536,51.8%,1:47,42.1,42.6
33,Sebastian Baez[ARG],15,2-13,13.3%,57.0%,57.8%,18,1.5%,31,2.6%,9.1%,71.3%,62.0%,44.4%,48.9%,65.0%,6.6,2.8,33,Sebastian Baez[ARG],15,35.5%,36.4%,9.8%,4.2%,26.0%,48.6%,18.8%,6.3,2.2,46.0,60.3,33,Sebastian Baez[ARG],15,35.4%,35,99,0.53,2.5,6.6,0.90,2.3,56.6%,82,145,0.81,3.7,9.7,1.62,4.2,33,Sebastian Baez[ARG],15,0.83,2355,46.4%,5,3-2,60.0%,12.8%,39,10-29,25.6%,366,152-214,41.5%,1:56,44.4,44.2
34,Flavio Cobolli[ITA],32,16-16,50.0%,62.2%,62.3%,179,6.9%,112,4.3%,9.5%,54.8%,72.0%,50.5%,55.8%,77.1%,6.7,2.5,34,Flavio Cobolli[ITA],32,33.5%,34.1%,10.1%,4.4%,23.2%,49.5%,16.9%,6.1,2.1,38.5,64.4,34,Flavio Cobolli[ITA],32,37.2%,67,180,0.45,2.2,5.6,0.81,2.1,61.6%,143,232,0.60,2.8,7.3,1.07,2.8,34,Flavio Cobolli[ITA],32,0.89,5022,48.4%,18,13-5,72.2%,21.7%,83,40-43,48.2%,785,367-418,46.8%,1:53,43.7,43.3
35,Tallon Griekspoor[NED],40,22-18,55.0%,67.4%,66.0%,376,11.2%,120,3.6%,10.7%,66.5%,76.1%,50.1%,56.2%,86.5%,6.4,2.1,35,Tallon Griekspoor[NED],40,30.9%,32.3%,11.0%,3.2%,23.4%,44.4%,14.1%,6.1,1.9,34.0,52.7,35,Tallon Griekspoor[NED],40,39.2%,73,186,0.36,1.8,4.7,0.72,1.8,68.9%,155,225,0.43,2.2,5.6,0.69,1.8,35,Tallon Griekspoor[NED],40,0.95,6486,49.8%,32,17-15,53.1%,31.4%,102,54-48,52.9%,1039,523-516,50.3%,1:56,45.3,42.8
36,Giovanni Mpetshi Perricard[FRA],27,14-13,51.9%,70.9%,68.9%,458,22.0%,145,7.0%,18.7%,62.6%,80.4%,55.1%,67.7%,91.5%,6.3,1.8,36,Giovanni Mpetshi Perricard[FRA],27,25.3%,25.6%,11.1%,3.4%,19.1%,35.3%,5.8%,6.0,1.5,43.5,80.9,36,Giovanni Mpetshi Perricard[FRA],27,30.2%,19,63,0.19,1.0,2.3,0.30,0.7,71.1%,69,97,0.30,1.5,3.6,0.44,1.0,36,Giovanni Mpetshi Perricard[FRA],27,0.87,4024,48.9%,29,16-13,55.2%,46.0%,63,31-32,49.2%,654,319-335,48.8%,1:38,42.0,39.5
37,Matteo Arnaldi[ITA],30,16-14,53.3%,62.7%,62.4%,202,8.0%,108,4.3%,9.8%,56.4%,72.0%,50.8%,56.3%,78.7%,6.5,2.4,37,Matteo Arnaldi[ITA],30,36.9%,37.1%,6.0%,3.2%,31.4%,46.8%,22.0%,6.4,2.4,48.5,86.1,37,Matteo Arnaldi[ITA],30,40.9%,85,208,0.54,2.7,6.9,1.09,2.8,60.7%,128,211,0.54,2.7,7.0,1.06,2.8,37,Matteo Arnaldi[ITA],30,0.99,5021,50.0%,16,9-7,56.3%,20.5%,78,41-37,52.6%,776,391-385,50.4%,2:07,48.9,45.5
38,Jiri Lehecka[CZE],42,26-16,61.9%,66.0%,64.2%,337,11.0%,104,3.4%,8.4%,59.8%,75.6%,51.7%,56.5%,85.0%,6.4,2.2,38,Jiri Lehecka[CZE],42,34.2%,35.1%,8.7%,3.3%,26.2%,47.3%,17.7%,6.3,2.1,44.0,65.4,38,Jiri Lehecka[CZE],42,37.6%,85,226,0.47,2.2,5.4,0.83,2.0,67.9%,152,224,0.47,2.2,5.3,0.71,1.7,38,Jiri Lehecka[CZE],42,1.01,6071,50.3%,17,9-8,52.9%,16.7%,102,59-43,57.8%,961,494-467,51.4%,1:41,41.6,41.9
39,Alexandre Muller[FRA],21,11-10,52.4%,62.5%,61.8%,84,4.8%,33,1.9%,6.0%,68.2%,68.6%,49.3%,52.4%,76.1%,6.5,2.4,39,Alexandre Muller[FRA],21,35.9%,37.3%,10.1%,3.8%,25.6%,52.1%,20.5%,6.2,2.2,63.0,107.6,39,Alexandre Muller[FRA],21,42.5%,54,127,0.48,2.3,6.0,0.98,2.6,62.4%,106,170,0.63,3.1,8.1,1.16,3.0,39,Alexandre Muller[FRA],21,0.96,3376,49.6%,9,6-3,66.7%,16.4%,55,26-29,47.3%,531,258-273,48.6%,1:55,43.9,42.9
40,Nuno Borges[POR],31,16-15,51.6%,63.7%,63.6%,181,6.7%,100,3.7%,10.5%,64.6%,69.9%,52.5%,58.6%,79.0%,6.4,2.3,40,Nuno Borges[POR],31,37.3%,38.1%,8.4%,3.8%,27.1%,52.5%,21.0%,6.6,2.5,50.0,65.2,40,Nuno Borges[POR],31,37.7%,89,236,0.56,2.7,7.6,1.03,2.9,59.4%,129,217,0.52,2.5,7.0,1.02,2.8,40,Nuno Borges[POR],31,1.03,5485,50.3%,17,9-8,52.9%,19.8%,86,42-44,48.8%,843,420-423,49.8%,2:02,44.1,41.5
