Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
31,Hubert Hurkacz[POL],5,3-2,60.0%,67.4%,63.2%,57,14.1%,6,1.5%,3.9%,61.7%,76.8%,52.3%,54.4%,88.5%,6.6,2.2,31,Hubert Hurkacz[POL],5,35.2%,35.5%,7.8%,3.8%,24.7%,54.3%,15.5%,6.8,2.4,53.0,55.2,31,Hubert Hurkacz[POL],5,27.3%,9,33,0.57,3.0,6.6,0.82,1.8,80.0%,28,35,0.57,3.2,7.0,0.64,1.4,31,Hubert Hurkacz[POL],5,1.08,800,51.5%,4,2-2,50.0%,36.4%,11,7-4,63.6%,119,63-56,52.9%,1:51,50.6,41.8
32,Alex Michelsen[USA],10,4-6,40.0%,65.7%,65.4%,62,7.8%,30,3.8%,11.8%,67.9%,72.4%,51.4%,58.2%,83.7%,6.2,2.1,32,Alex Michelsen[USA],10,34.6%,34.8%,9.7%,4.8%,23.4%,50.9%,16.0%,6.4,2.2,57.5,67.4,32,Alex Michelsen[USA],10,35.6%,21,59,0.45,2.4,5.9,0.84,2.1,68.2%,45,66,0.51,2.6,6.6,0.84,2.1,32,Alex Michelsen[USA],10,1.01,1631,49.7%,7,2-5,28.6%,28.0%,25,11-14,44.0%,260,129-131,49.6%,1:52,45.0,41.3
33,Sebastian Baez[ARG],6,4-2,66.7%,59.6%,60.1%,16,3.0%,15,2.9%,10.1%,71.6%,65.4%,45.0%,50.0%,71.8%,6.7,2.7,33,Sebastian Baez[ARG],6,44.0%,44.0%,3.1%,2.4%,38.8%,51.3%,34.6%,6.9,3.1,77.0,68.7,33,Sebastian Baez[ARG],6,44.3%,27,61,0.78,3.8,10.2,1.69,4.5,52.2%,24,46,0.59,2.9,7.7,1.38,3.7,33,Sebastian Baez[ARG],6,1.09,1066,51.7%,2,1-1,50.0%,12.5%,16,10-6,62.5%,156,83-73,53.2%,2:10,48.6,43.7
34,Flavio Cobolli[ITA],6,3-3,50.0%,61.2%,63.3%,25,5.6%,29,6.5%,13.4%,51.7%,73.3%,48.4%,55.9%,75.4%,6.5,2.5,34,Flavio Cobolli[ITA],6,33.6%,33.7%,7.8%,3.7%,28.2%,42.9%,15.5%,6.5,2.2,60.5,87.0,34,Flavio Cobolli[ITA],6,26.2%,11,42,0.59,3.0,7.0,0.79,1.8,57.5%,23,40,0.58,2.9,6.7,1.21,2.8,34,Flavio Cobolli[ITA],6,0.87,908,47.2%,4,3-1,75.0%,28.6%,14,7-7,50.0%,140,63-77,45.0%,1:47,46.0,42.6
35,Tallon Griekspoor[NED],8,4-4,50.0%,64.9%,64.3%,57,8.1%,25,3.6%,9.8%,63.7%,73.0%,50.6%,56.1%,83.8%,6.7,2.4,35,Tallon Griekspoor[NED],8,31.1%,32.2%,9.6%,3.0%,25.5%,43.3%,9.7%,6.5,2.0,10.5,40.0,35,Tallon Griekspoor[NED],8,23.3%,10,43,0.42,2.2,5.4,0.50,1.3,72.1%,44,61,0.58,3.1,7.6,0.85,2.1,35,Tallon Griekspoor[NED],8,0.89,1371,48.4%,6,4-2,66.7%,30.0%,20,10-10,50.0%,208,98-110,47.1%,2:03,49.3,43.1
36,Giovanni Mpetshi Perricard[FRA],3,3-0,100.0%,71.6%,68.3%,59,21.5%,14,5.1%,14.4%,64.7%,77.5%,60.8%,71.1%,93.2%,6.3,1.8,36,Giovanni Mpetshi Perricard[FRA],3,33.0%,31.6%,6.5%,5.1%,25.3%,45.3%,14.3%,6.6,2.2,95.0,82.3,36,Giovanni Mpetshi Perricard[FRA],3,37.5%,6,16,0.38,2.0,5.3,0.75,2.0,76.9%,10,13,0.30,1.6,4.3,0.38,1.0,36,Giovanni Mpetshi Perricard[FRA],3,1.16,551,52.3%,3,2-1,66.7%,37.5%,8,6-2,75.0%,86,47-39,54.7%,1:52,42.0,36.6
37,Matteo Arnaldi[ITA],4,2-2,50.0%,64.6%,64.4%,20,7.1%,10,3.6%,7.9%,54.6%,73.2%,54.3%,59.0%,81.8%,6.4,2.3,37,Matteo Arnaldi[ITA],4,33.7%,33.1%,4.7%,3.3%,30.8%,39.6%,13.6%,6.3,2.1,53.5,172.3,37,Matteo Arnaldi[ITA],4,37.5%,6,16,0.36,1.8,4.0,0.67,1.5,63.6%,14,22,0.50,2.4,5.5,0.89,2.0,37,Matteo Arnaldi[ITA],4,0.95,556,49.3%,1,1-0,100.0%,11.1%,9,5-4,55.6%,88,42-46,47.7%,1:49,48.3,46.9
38,Jiri Lehecka[CZE],5,4-1,80.0%,65.8%,63.0%,39,10.3%,6,1.6%,3.8%,58.7%,77.1%,49.7%,51.7%,86.7%,6.3,2.2,38,Jiri Lehecka[CZE],5,34.6%,37.1%,11.3%,2.7%,27.0%,48.8%,17.2%,6.4,2.2,11.0,40.6,38,Jiri Lehecka[CZE],5,31.3%,10,32,0.55,2.7,6.4,0.83,2.0,63.6%,14,22,0.37,1.8,4.4,0.67,1.6,38,Jiri Lehecka[CZE],5,1.01,753,50.3%,2,1-1,50.0%,16.7%,12,8-4,66.7%,118,62-56,52.5%,1:45,43.8,41.9
39,Alexandre Muller[FRA],3,2-1,66.7%,60.5%,59.9%,11,4.7%,5,2.1%,6.5%,67.0%,69.2%,42.9%,45.8%,78.8%,7.1,2.8,39,Alexandre Muller[FRA],3,39.5%,37.1%,3.8%,5.9%,31.4%,50.0%,33.3%,5.6,2.2,26.0,56.0,39,Alexandre Muller[FRA],3,42.3%,11,26,0.79,3.7,8.7,1.57,3.7,72.0%,18,25,0.76,3.6,8.3,1.00,2.3,39,Alexandre Muller[FRA],3,1.00,418,51.2%,0,0-0,-,0.0%,7,4-3,57.1%,66,37-29,56.1%,1:34,40.4,40.6
40,Nuno Borges[POR],3,2-1,66.7%,63.6%,64.3%,12,5.5%,9,4.1%,11.3%,63.6%,75.0%,43.8%,49.3%,80.6%,6.1,2.2,40,Nuno Borges[POR],3,41.7%,41.7%,6.6%,4.8%,31.1%,57.3%,25.7%,7.7,3.2,51.0,107.7,40,Nuno Borges[POR],3,28.1%,9,32,0.91,4.6,10.7,1.29,3.0,41.7%,5,12,0.33,1.7,4.0,1.00,2.3,40,Nuno Borges[POR],3,1.15,491,51.5%,2,1-1,50.0%,28.6%,7,4-3,57.1%,71,38-33,53.5%,1:54,49.0,41.9
