Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
41,Jordan Thompson[AUS],9,6-3,66.7%,66.7%,65.0%,56,8.8%,14,2.2%,5.1%,57.2%,76.1%,54.0%,57.0%,82.9%,6.1,2.0,41,Jordan Thompson[AUS],9,34.1%,35.8%,10.8%,3.4%,28.8%,44.3%,15.7%,6.4,2.2,30.0,32.2,41,Jordan Thompson[AUS],9,31.5%,17,54,0.50,2.5,6.0,0.77,1.9,59.1%,26,44,0.42,2.0,4.9,0.82,2.0,41,Jordan Thompson[AUS],9,1.02,1322,49.8%,4,4-0,100.0%,18.2%,22,13-9,59.1%,213,104-109,48.8%,1:47,43.6,43.5
42,Alejandro Tabilo[CHI],9,7-2,77.8%,63.1%,62.4%,61,7.3%,28,3.4%,8.4%,60.1%,71.9%,49.8%,54.4%,83.1%,6.7,2.5,42,Alejandro Tabilo[CHI],9,38.6%,40.3%,9.6%,3.6%,31.4%,48.8%,20.7%,6.9,2.6,62.0,68.7,42,Alejandro Tabilo[CHI],9,32.9%,25,76,0.63,3.2,8.4,1.04,2.8,65.6%,40,61,0.49,2.5,6.8,0.88,2.3,42,Alejandro Tabilo[CHI],9,1.04,1664,50.8%,4,3-1,75.0%,16.7%,24,15-9,62.5%,245,128-117,52.2%,1:57,44.0,38.1
43,Gael Monfils[FRA],11,7-4,63.6%,65.4%,65.8%,98,10.7%,56,6.1%,15.0%,59.3%,74.5%,52.1%,61.3%,79.7%,6.2,2.1,43,Gael Monfils[FRA],11,36.5%,36.9%,4.9%,2.2%,30.6%,46.5%,20.4%,6.3,2.3,28.5,44.0,43,Gael Monfils[FRA],11,36.6%,30,82,0.56,2.7,7.5,1.00,2.7,63.0%,51,81,0.55,2.7,7.4,1.00,2.7,43,Gael Monfils[FRA],11,1.05,1847,50.9%,7,6-1,85.7%,23.3%,30,17-13,56.7%,295,148-147,50.2%,1:38,35.8,34.9
44,Lorenzo Sonego[ITA],8,2-6,25.0%,63.8%,62.0%,76,9.9%,24,3.1%,9.3%,66.4%,71.8%,48.1%,53.0%,81.4%,6.5,2.4,44,Lorenzo Sonego[ITA],8,31.3%,31.7%,7.4%,2.8%,24.8%,43.1%,12.4%,6.1,1.9,42.0,50.9,44,Lorenzo Sonego[ITA],8,31.3%,15,48,0.40,1.9,6.0,0.60,1.9,60.0%,33,55,0.47,2.2,6.9,0.88,2.8,44,Lorenzo Sonego[ITA],8,0.86,1510,47.8%,4,1-3,25.0%,16.0%,25,8-17,32.0%,239,111-128,46.4%,2:01,38.6,38.3
45,Marcos Giron[USA],10,5-5,50.0%,61.2%,60.3%,51,5.5%,19,2.0%,4.8%,57.1%,69.6%,50.1%,52.6%,76.9%,6.9,2.7,45,Marcos Giron[USA],10,33.3%,33.8%,9.0%,3.8%,24.9%,47.1%,15.6%,6.0,2.0,27.0,30.2,45,Marcos Giron[USA],10,53.8%,21,39,0.29,1.4,3.9,0.78,2.1,64.8%,57,88,0.66,3.3,8.8,1.15,3.1,45,Marcos Giron[USA],10,0.86,1740,48.2%,7,5-2,71.4%,25.9%,27,13-14,48.1%,269,124-145,46.1%,1:59,44.2,41.2
46,Luciano Darderi[ITA],8,1-7,12.5%,61.3%,60.7%,49,6.9%,25,3.5%,8.7%,59.3%,68.8%,50.3%,55.1%,79.8%,7.2,2.8,46,Luciano Darderi[ITA],8,27.7%,29.1%,14.6%,4.0%,20.4%,40.6%,7.1%,6.0,1.7,23.0,30.1,46,Luciano Darderi[ITA],8,28.0%,7,25,0.25,1.3,3.1,0.35,0.9,69.7%,46,66,0.67,3.3,8.3,1.00,2.5,46,Luciano Darderi[ITA],8,0.72,1303,46.0%,4,2-2,50.0%,20.0%,20,4-16,20.0%,198,86-112,43.4%,1:23,33.2,30.5
47,Miomir Kecmanovic[SRB],10,3-7,30.0%,64.2%,63.5%,62,6.8%,25,2.7%,6.2%,56.2%,72.0%,54.2%,57.8%,78.5%,6.2,2.2,47,Miomir Kecmanovic[SRB],10,35.1%,36.3%,10.1%,3.9%,27.4%,49.4%,17.8%,6.2,2.2,21.0,23.5,47,Miomir Kecmanovic[SRB],10,32.9%,27,82,0.54,2.6,8.2,0.87,2.7,54.9%,39,71,0.48,2.3,7.1,1.03,3.2,47,Miomir Kecmanovic[SRB],10,0.98,1856,49.5%,3,1-2,33.3%,9.7%,31,13-18,41.9%,301,144-157,47.8%,1:60,38.5,38.6
48,David Goffin[BEL],7,5-2,71.4%,59.2%,59.7%,33,5.0%,28,4.2%,10.4%,59.2%,66.8%,48.1%,53.7%,70.8%,6.9,2.8,48,David Goffin[BEL],7,40.2%,40.9%,6.2%,3.0%,31.9%,53.3%,30.6%,6.4,2.6,18.0,35.9,48,David Goffin[BEL],7,40.0%,30,75,0.77,3.8,10.7,1.50,4.3,64.1%,50,78,0.81,3.9,11.1,1.40,4.0,48,David Goffin[BEL],7,0.98,1287,50.0%,4,2-2,50.0%,20.0%,20,11-9,55.0%,194,98-96,50.5%,1:58,41.4,38.6
49,Pedro Martinez[ESP],7,1-6,14.3%,56.2%,58.4%,12,2.4%,28,5.5%,16.5%,66.6%,63.7%,41.2%,49.3%,63.5%,6.0,2.6,49,Pedro Martinez[ESP],7,33.0%,35.3%,13.6%,3.8%,22.7%,49.3%,12.8%,6.3,2.1,28.0,57.9,49,Pedro Martinez[ESP],7,28.2%,11,39,0.45,2.1,5.6,0.58,1.6,47.5%,28,59,0.69,3.1,8.4,1.63,4.4,49,Pedro Martinez[ESP],7,0.75,1055,44.2%,0,0-0,-,0.0%,19,3-16,15.8%,171,65-106,38.0%,1:19,29.2,31.6
50,Zizou Bergs[BEL],8,4-4,50.0%,64.6%,65.3%,59,8.4%,39,5.5%,14.1%,60.7%,74.0%,50.2%,58.4%,80.9%,6.4,2.3,50,Zizou Bergs[BEL],8,36.4%,36.3%,6.5%,3.8%,28.6%,48.1%,17.1%,6.7,2.4,29.0,80.5,50,Zizou Bergs[BEL],8,38.0%,19,50,0.45,2.2,6.3,0.83,2.4,61.1%,33,54,0.49,2.3,6.8,0.91,2.6,50,Zizou Bergs[BEL],8,1.03,1443,50.2%,3,1-2,33.3%,13.0%,23,12-11,52.2%,221,108-113,48.9%,1:40,34.8,33.3
51,Tomas Martin Etcheverry[ARG],11,8-3,72.7%,65.3%,63.6%,95,8.1%,23,2.0%,5.5%,64.0%,72.1%,53.3%,56.4%,82.2%,6.5,2.3,51,Tomas Martin Etcheverry[ARG],11,37.7%,38.3%,7.2%,3.5%,29.3%,50.4%,24.4%,6.5,2.5,47.0,46.5,51,Tomas Martin Etcheverry[ARG],11,40.7%,44,108,0.60,2.9,9.8,1.19,4.0,64.4%,58,90,0.50,2.4,8.2,0.86,2.9,51,Tomas Martin Etcheverry[ARG],11,1.09,2344,51.5%,8,4-4,50.0%,21.6%,37,21-16,56.8%,360,192-168,53.3%,2:27,43.6,41.3
52,Quentin Halys[FRA],5,1-4,20.0%,68.0%,64.8%,73,15.4%,16,3.4%,9.0%,62.5%,79.5%,48.9%,53.7%,85.2%,5.9,1.9,52,Quentin Halys[FRA],5,30.4%,30.1%,7.5%,3.7%,23.3%,42.4%,8.8%,6.2,1.9,21.0,18.2,52,Quentin Halys[FRA],5,31.8%,7,22,0.28,1.4,4.4,0.44,1.4,61.3%,19,31,0.38,1.9,6.2,0.75,2.4,52,Quentin Halys[FRA],5,0.95,968,48.9%,3,0-3,0.0%,18.8%,16,5-11,31.3%,161,76-85,47.2%,2:08,39.9,39.5
53,Nicolas Jarry[CHI],7,1-6,14.3%,63.6%,62.8%,49,9.3%,22,4.2%,10.4%,59.6%,70.3%,53.8%,60.0%,77.5%,6.6,2.4,53,Nicolas Jarry[CHI],7,28.5%,27.3%,7.1%,4.2%,18.9%,42.9%,9.9%,6.1,1.7,38.0,109.3,53,Nicolas Jarry[CHI],7,28.6%,8,28,0.35,1.8,4.0,0.50,1.1,66.0%,35,53,0.66,3.3,7.6,1.13,2.6,53,Nicolas Jarry[CHI],7,0.78,1020,46.6%,6,2-4,33.3%,37.5%,16,4-12,25.0%,161,70-91,43.5%,1:39,43.5,40.9
54,Gabriel Diallo[CAN],6,2-4,33.3%,64.4%,63.4%,52,10.0%,22,4.2%,11.6%,63.8%,72.7%,49.7%,56.3%,82.1%,6.2,2.2,54,Gabriel Diallo[CAN],6,31.4%,31.8%,6.7%,2.4%,23.1%,43.5%,12.0%,6.0,1.9,21.5,32.3,54,Gabriel Diallo[CAN],6,33.3%,10,30,0.36,1.8,5.0,0.59,1.7,50.0%,15,30,0.36,1.8,5.0,0.88,2.5,54,Gabriel Diallo[CAN],6,0.88,1016,48.3%,2,0-2,0.0%,11.8%,17,7-10,41.2%,167,79-88,47.3%,2:06,44.5,44.7
55,Zhizhen Zhang[CHN],5,2-3,40.0%,66.2%,63.4%,52,10.9%,9,1.9%,5.7%,66.8%,73.6%,51.3%,54.4%,82.4%,6.4,2.2,55,Zhizhen Zhang[CHN],5,34.0%,34.6%,12.0%,5.4%,27.2%,46.7%,18.2%,6.3,2.1,41.0,43.4,55,Zhizhen Zhang[CHN],5,43.8%,14,32,0.42,2.1,6.4,0.93,2.8,65.8%,25,38,0.51,2.5,7.6,0.87,2.6,55,Zhizhen Zhang[CHN],5,1.00,959,49.9%,4,1-3,25.0%,26.7%,15,7-8,46.7%,151,75-76,49.7%,1:10,23.2,21.8
56,Roberto Bautista Agut[ESP],6,2-4,33.3%,60.4%,62.6%,8,1.7%,21,4.5%,12.0%,62.5%,67.1%,49.1%,55.8%,73.2%,6.6,2.6,56,Roberto Bautista Agut[ESP],6,35.7%,37.4%,13.1%,5.2%,29.1%,47.8%,15.5%,6.2,2.2,24.0,42.7,56,Roberto Bautista Agut[ESP],6,37.9%,11,29,0.41,1.8,4.8,0.69,1.8,67.2%,39,58,0.82,3.6,9.7,1.19,3.2,56,Roberto Bautista Agut[ESP],6,0.90,909,48.4%,0,0-0,-,0.0%,16,6-10,37.5%,142,63-79,44.4%,1:51,41.4,43.8
57,Jacob Fearnley[GBR],4,2-2,50.0%,63.8%,63.8%,35,9.5%,20,5.4%,14.8%,63.5%,71.9%,49.6%,58.3%,78.7%,6.1,2.2,57,Jacob Fearnley[GBR],4,33.8%,34.1%,8.8%,4.1%,25.3%,48.9%,19.4%,5.9,2.0,11.0,25.5,57,Jacob Fearnley[GBR],4,42.9%,12,28,0.45,2.2,7.0,0.92,3.0,48.0%,12,25,0.41,1.9,6.3,1.00,3.3,57,Jacob Fearnley[GBR],4,0.93,734,48.9%,0,0-0,-,0.0%,13,6-7,46.2%,123,60-63,48.8%,2:14,41.2,43.7
58,Benjamin Bonzi[FRA],2,2-0,100.0%,70.7%,70.1%,8,4.9%,2,1.2%,3.7%,67.1%,73.6%,64.8%,67.3%,90.0%,5.5,1.6,58,Benjamin Bonzi[FRA],2,34.0%,35.4%,7.4%,1.9%,28.4%,43.3%,27.6%,5.6,1.9,66.0,66.0,58,Benjamin Bonzi[FRA],2,53.3%,8,15,0.52,2.5,7.5,1.33,4.0,72.7%,8,11,0.37,1.8,5.5,0.50,1.5,58,Benjamin Bonzi[FRA],2,1.16,326,52.5%,0,0-0,-,0.0%,6,5-1,83.3%,59,35-24,59.3%,1:49,36.2,39.9
59,Roberto Carballes Baena[ESP],6,2-4,33.3%,62.4%,62.5%,27,5.3%,17,3.3%,8.6%,61.6%,68.0%,53.3%,58.3%,74.4%,6.3,2.4,59,Roberto Carballes Baena[ESP],6,35.1%,36.5%,8.9%,3.0%,24.8%,50.9%,15.7%,6.5,2.3,26.5,37.7,59,Roberto Carballes Baena[ESP],6,28.9%,13,45,0.54,2.6,7.5,0.76,2.2,55.3%,26,47,0.57,2.8,7.8,1.24,3.5,59,Roberto Carballes Baena[ESP],6,0.93,1051,48.4%,3,2-1,66.7%,17.6%,17,7-10,41.2%,165,74-91,44.8%,2:00,42.5,41.2
60,Camilo Ugo Carabelli[ARG],3,1-2,33.3%,58.6%,58.8%,6,2.5%,5,2.0%,5.6%,63.5%,66.5%,44.9%,47.6%,73.0%,6.6,2.7,60,Camilo Ugo Carabelli[ARG],3,35.0%,36.7%,7.7%,1.8%,32.0%,41.8%,19.4%,6.1,2.1,39.0,57.3,60,Camilo Ugo Carabelli[ARG],3,58.3%,7,12,0.33,1.7,4.0,1.00,2.3,60.0%,15,25,0.68,3.6,8.3,1.43,3.3,60,Camilo Ugo Carabelli[ARG],3,0.85,464,47.4%,1,0-1,0.0%,14.3%,7,2-5,28.6%,73,34-39,46.6%,1:51,47.4,42.9
61,Fabian Marozsan[HUN],8,2-6,25.0%,57.5%,58.1%,32,4.5%,30,4.2%,11.1%,61.8%,65.5%,44.6%,50.2%,65.4%,6.8,2.9,61,Fabian Marozsan[HUN],8,36.1%,35.6%,8.5%,5.5%,25.1%,49.8%,20.2%,6.3,2.3,23.0,123.8,61,Fabian Marozsan[HUN],8,36.8%,21,57,0.55,2.6,7.1,0.95,2.6,59.1%,52,88,0.85,4.0,11.0,1.64,4.5,61,Fabian Marozsan[HUN],8,0.85,1366,47.2%,5,2-3,40.0%,22.7%,22,7-15,31.8%,208,89-119,42.8%,1:31,33.2,32.1
62,Kei Nishikori[JPN],7,1-6,14.3%,58.0%,59.3%,3,0.6%,13,2.6%,8.0%,67.9%,61.9%,49.7%,54.0%,65.8%,6.4,2.7,62,Kei Nishikori[JPN],7,33.3%,33.5%,8.7%,4.0%,23.3%,51.3%,13.3%,6.7,2.2,19.0,24.1,62,Kei Nishikori[JPN],7,32.4%,11,34,0.41,2.0,4.9,0.65,1.6,46.0%,23,50,0.63,2.9,7.1,1.59,3.9,62,Kei Nishikori[JPN],7,0.79,1060,45.1%,3,1-2,33.3%,17.6%,17,3-14,17.6%,162,63-99,38.9%,1:22,33.6,32.3
63,Francisco Comesana[ARG],4,3-1,75.0%,64.5%,63.5%,43,10.4%,18,4.3%,10.9%,60.1%,72.3%,52.7%,59.2%,78.5%,6.4,2.3,63,Francisco Comesana[ARG],4,36.0%,35.1%,7.3%,5.4%,30.0%,47.2%,20.3%,6.4,2.3,47.0,52.3,63,Francisco Comesana[ARG],4,40.6%,13,32,0.50,2.5,8.0,1.00,3.3,51.7%,15,29,0.45,2.2,7.3,1.08,3.5,63,Francisco Comesana[ARG],4,1.01,825,50.3%,3,2-1,66.7%,23.1%,13,8-5,61.5%,129,64-65,49.6%,2:31,46.3,43.8
64,Laslo Djere[SRB],2,0-2,0.0%,52.6%,45.9%,16,13.8%,2,1.7%,4.8%,63.8%,64.9%,31.0%,32.5%,57.9%,6.1,2.9,64,Laslo Djere[SRB],2,34.9%,32.6%,4.1%,5.5%,26.2%,45.5%,10.0%,7.3,2.6,10.0,39.7,64,Laslo Djere[SRB],2,18.2%,2,11,0.55,2.2,5.5,0.40,1.0,42.9%,6,14,0.74,2.8,7.0,1.60,4.0,64,Laslo Djere[SRB],2,0.74,262,42.7%,0,0-0,-,0.0%,5,0-5,0.0%,39,13-26,33.3%,1:41,40.2,46.0
65,Joao Fonseca[BRA],4,1-3,25.0%,64.8%,64.6%,18,5.6%,9,2.8%,7.6%,62.9%,73.3%,50.4%,54.5%,78.8%,6.2,2.2,65,Joao Fonseca[BRA],4,33.8%,34.7%,9.0%,3.4%,23.7%,52.0%,11.3%,6.7,2.3,17.0,25.3,65,Joao Fonseca[BRA],4,20.7%,6,29,0.55,2.6,7.3,0.55,1.5,47.6%,10,21,0.40,1.9,5.3,1.00,2.8,65,Joao Fonseca[BRA],4,0.96,676,48.5%,3,1-2,33.3%,27.3%,11,4-7,36.4%,105,47-58,44.8%,2:02,44.4,43.3
66,Jaume Munar[ESP],7,1-6,14.3%,57.8%,59.2%,27,4.6%,32,5.4%,13.7%,60.2%,65.3%,46.6%,54.0%,66.7%,6.5,2.8,66,Jaume Munar[ESP],7,35.5%,36.6%,7.7%,2.8%,31.9%,41.1%,18.6%,6.3,2.2,11.0,26.1,66,Jaume Munar[ESP],7,34.8%,16,46,0.53,2.6,6.6,0.89,2.3,51.6%,32,62,0.69,3.4,8.9,1.67,4.3,66,Jaume Munar[ESP],7,0.84,1131,47.1%,2,0-2,0.0%,11.1%,18,4-14,22.2%,176,76-100,43.2%,1:29,34.6,33.0
67,Juncheng Shang[CHN],6,3-3,50.0%,67.3%,66.9%,42,8.8%,18,3.8%,8.6%,56.0%,77.2%,54.8%,59.9%,85.7%,6.2,2.0,67,Juncheng Shang[CHN],6,36.4%,36.0%,8.2%,5.3%,27.5%,47.8%,19.2%,6.8,2.5,52.0,73.3,67,Juncheng Shang[CHN],6,31.9%,15,47,0.60,2.9,7.8,0.94,2.5,59.3%,16,27,0.35,1.7,4.5,0.69,1.8,67,Juncheng Shang[CHN],6,1.11,1004,51.1%,4,2-2,50.0%,25.0%,16,9-7,56.3%,155,81-74,52.3%,2:01,45.5,43.5
68,Mattia Bellucci[ITA],3,1-2,33.3%,62.6%,60.4%,39,13.5%,15,5.2%,15.6%,66.8%,71.0%,45.8%,54.3%,76.9%,7.4,2.8,68,Mattia Bellucci[ITA],3,31.7%,34.5%,14.4%,3.3%,22.4%,45.8%,10.0%,6.1,1.9,87.0,61.0,68,Mattia Bellucci[ITA],3,36.4%,4,11,0.28,1.4,3.7,0.50,1.3,75.0%,27,36,0.92,4.5,12.0,1.13,3.0,68,Mattia Bellucci[ITA],3,0.85,532,48.5%,2,2-0,100.0%,25.0%,8,3-5,37.5%,79,34-45,43.0%,2:09,48.4,43.6
69,Damir Dzumhur[BIH],2,1-1,50.0%,57.1%,59.3%,3,1.9%,8,5.0%,13.6%,63.4%,59.8%,52.5%,60.8%,65.2%,7.0,3.0,69,Damir Dzumhur[BIH],2,42.7%,41.9%,2.9%,3.5%,40.7%,46.0%,43.5%,7.4,3.2,25.0,25.0,69,Damir Dzumhur[BIH],2,58.8%,10,17,0.74,3.4,8.5,2.00,5.0,63.6%,14,22,0.96,4.4,11.0,1.60,4.0,69,Damir Dzumhur[BIH],2,1.00,332,49.7%,2,0-2,0.0%,40.0%,5,2-3,40.0%,46,25-21,54.3%,1:54,45.4,41.0
70,Learner Tien[USA],2,2-0,100.0%,58.0%,57.7%,11,3.9%,7,2.5%,7.9%,68.6%,61.9%,49.4%,53.7%,69.2%,7.3,3.1,70,Learner Tien[USA],2,40.8%,44.4%,13.2%,4.0%,28.5%,57.5%,33.3%,6.4,2.6,100.0,100.0,70,Learner Tien[USA],2,50.0%,13,26,0.67,3.3,13.0,1.63,6.5,62.5%,20,32,0.82,4.0,16.0,1.50,6.0,70,Learner Tien[USA],2,0.97,533,49.9%,3,2-1,66.7%,37.5%,8,5-3,62.5%,78,40-38,51.3%,3:22,50.5,45.5
71,Daniel Altmaier[GER],4,1-3,25.0%,63.0%,61.7%,25,5.6%,6,1.4%,3.4%,60.5%,71.6%,49.7%,51.5%,76.1%,6.2,2.3,71,Daniel Altmaier[GER],4,34.6%,32.4%,7.2%,6.7%,27.3%,46.7%,16.7%,6.2,2.1,30.0,47.5,71,Daniel Altmaier[GER],4,48.0%,12,25,0.35,1.8,6.3,0.86,3.0,51.4%,18,35,0.49,2.5,8.8,1.21,4.3,71,Daniel Altmaier[GER],4,0.93,888,48.8%,5,3-2,60.0%,35.7%,14,5-9,35.7%,143,66-77,46.2%,1:57,33.4,31.6
73,Bu Yunchaokete[CHN],3,0-3,0.0%,57.9%,57.3%,10,4.4%,5,2.2%,4.9%,54.8%,69.6%,43.7%,45.9%,69.7%,6.9,2.9,73,Bu Yunchaokete[CHN],3,30.0%,30.7%,4.7%,1.1%,21.3%,45.6%,8.8%,5.6,1.7,11.0,11.0,73,Bu Yunchaokete[CHN],3,75.0%,3,4,0.12,0.6,1.3,0.43,1.0,60.0%,15,25,0.76,3.6,8.3,1.43,3.3,73,Bu Yunchaokete[CHN],3,0.71,418,45.2%,0,0-0,-,0.0%,7,1-6,14.3%,67,26-41,38.8%,1:53,48.6,48.8
74,Yoshihito Nishioka[JPN],4,1-3,25.0%,58.4%,57.8%,11,3.8%,5,1.7%,5.1%,66.3%,61.1%,53.1%,55.9%,66.7%,6.1,2.5,74,Yoshihito Nishioka[JPN],4,27.5%,30.9%,22.6%,5.2%,16.6%,43.2%,10.0%,5.7,1.6,54.5,48.5,74,Yoshihito Nishioka[JPN],4,35.7%,5,14,0.28,1.3,3.5,0.45,1.3,46.7%,14,30,0.63,2.7,7.5,1.45,4.0,74,Yoshihito Nishioka[JPN],4,0.66,578,43.1%,0,0-0,-,0.0%,11,3-8,27.3%,98,37-61,37.8%,1:34,34.1,38.9
75,Arthur Rinderknech[FRA],7,2-5,28.6%,61.5%,58.9%,69,11.2%,21,3.4%,8.4%,59.3%,71.0%,47.8%,52.2%,71.7%,6.2,2.4,75,Arthur Rinderknech[FRA],7,32.0%,32.9%,9.2%,3.2%,24.1%,43.4%,13.9%,6.2,2.0,23.0,20.1,75,Arthur Rinderknech[FRA],7,27.5%,14,51,0.50,2.3,7.3,0.64,2.0,54.8%,34,62,0.63,2.8,8.9,1.27,4.0,75,Arthur Rinderknech[FRA],7,0.83,1244,46.6%,2,1-1,50.0%,9.1%,22,8-14,36.4%,200,85-115,42.5%,1:48,34.3,36.4
76,Alexander Bublik[KAZ],8,3-5,37.5%,64.8%,64.5%,92,14.8%,47,7.5%,18.7%,59.6%,77.6%,46.0%,56.6%,81.4%,6.4,2.3,76,Alexander Bublik[KAZ],8,30.3%,31.1%,12.1%,4.3%,22.2%,43.1%,10.2%,5.9,1.8,33.5,43.0,76,Alexander Bublik[KAZ],8,35.7%,10,28,0.29,1.5,3.5,0.53,1.3,66.7%,36,54,0.56,2.8,6.8,0.95,2.3,76,Alexander Bublik[KAZ],8,0.86,1200,48.3%,3,2-1,66.7%,15.8%,19,8-11,42.1%,195,89-106,45.6%,1:18,32.7,31.1
77,Roman Safiullin[RUS],7,4-3,57.1%,64.7%,65.3%,39,6.9%,26,4.6%,12.3%,62.5%,73.0%,50.7%,57.8%,77.9%,5.9,2.1,77,Roman Safiullin[RUS],7,38.8%,39.7%,7.9%,3.6%,31.2%,52.4%,24.2%,6.7,2.6,27.0,28.6,77,Roman Safiullin[RUS],7,43.4%,23,53,0.56,2.8,7.6,1.21,3.3,55.3%,26,47,0.49,2.5,6.7,1.11,3.0,77,Roman Safiullin[RUS],7,1.10,1195,51.0%,1,0-1,0.0%,5.3%,19,10-9,52.6%,190,97-93,51.1%,1:49,40.0,38.2
78,Hugo Gaston[FRA],3,0-3,0.0%,59.3%,59.7%,7,3.3%,6,2.9%,6.4%,55.0%,72.2%,43.6%,46.6%,73.3%,7.0,2.8,78,Hugo Gaston[FRA],3,29.3%,32.5%,15.2%,2.6%,16.9%,49.3%,6.3%,6.0,1.8,29.0,27.0,78,Hugo Gaston[FRA],3,22.2%,2,9,0.28,1.3,3.0,0.29,0.7,61.9%,13,21,0.70,3.0,7.0,1.14,2.7,78,Hugo Gaston[FRA],3,0.72,400,45.0%,0,0-0,-,0.0%,7,1-6,14.3%,62,24-38,38.7%,1:28,37.6,39.5
79,Aleksandar Vukic[AUS],4,3-1,75.0%,66.4%,64.7%,37,10.6%,11,3.2%,9.0%,64.9%,73.5%,53.3%,58.6%,80.0%,5.8,2.0,79,Aleksandar Vukic[AUS],4,33.6%,35.4%,11.8%,3.6%,25.0%,46.8%,19.7%,5.9,2.0,15.5,55.0,79,Aleksandar Vukic[AUS],4,46.2%,12,26,0.43,2.0,6.5,0.92,3.0,61.3%,19,31,0.52,2.4,7.8,0.92,3.0,79,Aleksandar Vukic[AUS],4,1.00,705,49.8%,1,0-1,0.0%,7.7%,13,7-6,53.8%,121,60-61,49.6%,2:05,38.5,42.6
80,Aleksandar Kovacevic[USA],2,1-1,50.0%,60.4%,58.4%,24,16.1%,12,8.1%,18.2%,55.7%,74.7%,42.4%,51.9%,68.2%,6.8,2.7,80,Aleksandar Kovacevic[USA],2,38.7%,38.4%,4.7%,3.3%,37.0%,41.4%,22.7%,6.8,2.6,34.5,34.5,80,Aleksandar Kovacevic[USA],2,33.3%,5,15,0.68,3.0,7.5,1.00,2.5,53.3%,8,15,0.68,3.0,7.5,1.40,3.5,80,Aleksandar Kovacevic[USA],2,0.98,299,49.5%,0,0-0,-,0.0%,5,2-3,40.0%,44,20-24,45.5%,1:48,43.2,43.3
81,Christopher Oconnell[AUS],6,3-3,50.0%,68.9%,66.8%,52,12.1%,12,2.8%,6.2%,55.0%,80.6%,54.6%,58.2%,86.7%,5.7,1.8,81,Christopher Oconnell[AUS],6,35.2%,36.7%,10.7%,3.8%,25.3%,51.6%,13.5%,6.7,2.4,65.0,130.0,81,Christopher Oconnell[AUS],6,25.6%,10,39,0.53,2.6,6.5,0.67,1.7,56.5%,13,23,0.31,1.5,3.8,0.67,1.7,81,Christopher Oconnell[AUS],6,1.13,925,50.9%,3,1-2,33.3%,20.0%,15,8-7,53.3%,149,75-74,50.3%,1:52,44.9,43.7
82,Rinky Hijikata[AUS],5,1-4,20.0%,53.4%,52.5%,13,4.1%,6,1.9%,5.4%,65.3%,58.9%,43.2%,45.7%,58.3%,6.7,3.1,82,Rinky Hijikata[AUS],5,32.0%,34.9%,15.5%,3.9%,23.6%,47.1%,16.3%,5.8,1.9,9.0,27.8,82,Rinky Hijikata[AUS],5,53.3%,8,15,0.31,1.4,3.0,0.73,1.6,50.0%,20,40,0.83,3.6,8.0,1.82,4.0,82,Rinky Hijikata[AUS],5,0.69,604,43.4%,2,0-2,0.0%,18.2%,11,2-9,18.2%,97,36-61,37.1%,1:15,34.1,37.3
83,Corentin Moutet[FRA],9,4-5,44.4%,58.8%,59.2%,27,3.2%,24,2.8%,7.8%,64.0%,64.4%,48.9%,53.0%,72.0%,6.8,2.8,83,Corentin Moutet[FRA],9,38.3%,37.9%,3.3%,2.6%,32.4%,50.0%,24.4%,6.3,2.4,50.0,74.9,83,Corentin Moutet[FRA],9,47.7%,31,65,0.51,2.5,7.2,1.19,3.4,59.8%,52,87,0.70,3.3,9.7,1.35,3.9,83,Corentin Moutet[FRA],9,0.93,1648,48.9%,4,3-1,75.0%,15.4%,26,13-13,50.0%,252,121-131,48.0%,1:50,38.2,36.1
84,Borna Coric[CRO],4,2-2,50.0%,66.7%,63.8%,46,14.6%,12,3.8%,9.4%,59.7%,72.9%,57.5%,63.5%,82.0%,6.3,2.1,84,Borna Coric[CRO],4,33.9%,35.1%,8.3%,2.6%,28.9%,42.2%,18.0%,6.3,2.1,58.0,54.3,84,Borna Coric[CRO],4,50.0%,9,18,0.36,1.8,4.5,0.90,2.3,50.0%,9,18,0.36,1.8,4.5,0.90,2.3,84,Borna Coric[CRO],4,1.02,628,50.3%,3,1-2,33.3%,30.0%,10,5-5,50.0%,100,50-50,50.0%,1:55,46.1,44.0
