Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
2‑Aug‑2021,Washington,Hard,F,24,107,(5)Sinnerd.Mackenzie Mcdonald[USA],7-5 4-6 7-5,(ch),,,,,,,,
2‑Aug‑2021,Washington,Hard,SF,24,130,(5)Sinnerd.(WC)Jenson Brooksby[USA],7-6(2) 6-1,(ch),1.86,10.5%,1.8%,52.6%,83.3%,70.4%,3/3,1:29
2‑Aug‑2021,Washington,Hard,QF,24,81,(5)Sinnerd.Steve Johnson[USA],6-4 6-2,(ch),1.84,13.7%,2.0%,56.9%,93.1%,54.5%,3/3,1:11
2‑Aug‑2021,Washington,Hard,R16,24,45,(5)Sinnerd.(12)Sebastian Korda[USA],7-6(3) 7-6(3),(ch),1.12,3.6%,6.0%,51.8%,72.1%,55.0%,2/5,1:56
2‑Aug‑2021,Washington,Hard,R32,24,69,(5)Sinnerd.Emil Ruusuvuori[FIN],6-2 6-4,(ch),1.80,6.1%,0.0%,40.8%,85.0%,69.0%,0/0,1:18
26‑Jul‑2021,Atlanta,Hard,R16,23,132,(Q)Christopher Oconnell[AUS]d.(2)Sinner,7-6(7) 6-4,,0.95,7.2%,2.9%,60.9%,81.0%,51.9%,0/1,1:37
28‑Jun‑2021,Wimbledon,Grass,R128,23,48,Marton Fucsovics[HUN]d.(19)Sinner,5-7 6-3 7-5 6-3,,0.89,1.5%,3.8%,56.8%,65.3%,42.1%,10/19,3:04
14‑Jun‑2021,Queen's Club,Grass,R32,23,309,(WC)Jack Draper[GBR]d.(3)Sinner,7-6(6) 7-6(2),,0.81,8.5%,4.3%,63.8%,70.0%,41.2%,3/6,1:58
31‑May‑2021,Roland Garros,Clay,R16,19,3,(3)Rafael Nadal[ESP]d.(18)Sinner,7-5 6-3 6-0,(ch),0.59,0.0%,5.3%,65.8%,42.0%,38.5%,5/14,2:17
31‑May‑2021,Roland Garros,Clay,R32,19,105,(18)Sinnerd.Mikael Ymer[SWE],6-1 7-5 6-3,,1.50,5.4%,3.3%,56.5%,80.8%,52.5%,10/11,2:22
31‑May‑2021,Roland Garros,Clay,R64,19,87,(18)Sinnerd.Gianluca Mager[ITA],6-1 7-5 3-6 6-3,,1.53,8.2%,0.0%,60.8%,76.3%,71.1%,2/4,2:19
31‑May‑2021,Roland Garros,Clay,R128,19,85,(18)Sinnerd.Pierre Hugues Herbert[FRA],6-1 4-6 6-7(4) 7-5 6-4,(ch),1.19,3.2%,2.6%,61.7%,68.4%,59.3%,8/12,3:32
17‑May‑2021,Lyon,Clay,R16,17,125,(LL)Arthur Rinderknech[FRA]d.(6)Sinner,6-7(7) 6-2 7-5,,0.84,5.6%,1.9%,62.0%,67.2%,46.3%,7/13,2:34
17‑May‑2021,Lyon,Clay,R32,17,25,(6)Sinnerd.Aslan Karatsev[RUS],0-6 6-3 6-4,,0.95,3.4%,2.2%,64.0%,57.9%,53.1%,9/13,2:33
10‑May‑2021,Rome Masters,Clay,R32,18,3,(2)Rafael Nadal[ESP]d.Sinner,7-5 6-4,,0.79,1.3%,2.6%,53.8%,59.5%,44.4%,10/15,2:10
10‑May‑2021,Rome Masters,Clay,R64,18,32,Sinnerd.Ugo Humbert[FRA],6-2 6-4,,1.45,0.0%,2.0%,59.2%,72.4%,60.0%,0/1,1:30
3‑May‑2021,Madrid Masters,Clay,R32,18,76,(Q)Alexei Popyrin[AUS]d.(14)Sinner,7-6(5) 6-2,,0.85,0.0%,3.0%,56.7%,63.2%,41.4%,2/6,1:34
3‑May‑2021,Madrid Masters,Clay,R64,18,55,(14)Sinnerd.Guido Pella[ARG],6-2 4-4 RET,,1.83,14.6%,2.4%,63.4%,80.8%,66.7%,0/1,1:04
19‑Apr‑2021,Barcelona,Clay,SF,19,5,(2)Stefanos Tsitsipas[GRE]d.(11)Sinner,6-3 6-3,,0.73,1.9%,3.7%,51.9%,57.1%,57.7%,7/10,1:23
19‑Apr‑2021,Barcelona,Clay,QF,19,7,(11)Sinnerd.(3)Andrey Rublev[RUS],6-2 7-6(6),(ch),1.20,5.8%,2.9%,59.4%,63.4%,60.7%,2/3,1:35
19‑Apr‑2021,Barcelona,Clay,R16,19,11,(11)Sinnerd.(5)Roberto Bautista Agut[ESP],7-6(9) 6-2,,1.18,6.7%,0.0%,67.8%,68.9%,48.3%,5/7,1:56
19‑Apr‑2021,Barcelona,Clay,R32,19,77,(11)Sinnerd.Egor Gerasimov[BLR],6-3 6-2,,1.58,10.2%,0.0%,65.3%,81.3%,52.9%,3/3,1:08
12‑Apr‑2021,Monte Carlo Masters,Clay,R32,22,1,(1)Novak Djokovic[SRB]d.Sinner,6-4 6-2,,0.76,1.4%,4.1%,63.0%,47.8%,51.9%,5/10,1:34
12‑Apr‑2021,Monte Carlo Masters,Clay,R64,22,46,Sinnerd.Albert Ramos[ESP],6-3 6-4,,1.36,7.1%,1.8%,58.9%,78.8%,52.2%,2/3,1:23
22‑Mar‑2021,Miami Masters,Hard,F,31,37,(26)Hubert Hurkacz[POL]d.(21)Sinner,7-6(4) 6-4,(ch),0.86,1.3%,6.4%,60.3%,55.3%,48.4%,7/11,1:43
22‑Mar‑2021,Miami Masters,Hard,SF,31,12,(21)Sinnerd.(7)Roberto Bautista Agut[ESP],5-7 6-4 6-4,(ch),1.06,5.0%,2.0%,65.0%,64.6%,57.1%,7/10,2:28
22‑Mar‑2021,Miami Masters,Hard,QF,31,44,(21)Sinnerd.(32)Alexander Bublik[KAZ],7-6(5) 6-4,(ch),1.13,2.5%,3.7%,64.2%,63.5%,58.6%,7/9,1:40
22‑Mar‑2021,Miami Masters,Hard,R16,31,83,(21)Sinnerd.Emil Ruusuvuori[FIN],6-3 6-2,(ch),1.34,7.5%,1.9%,73.6%,71.8%,50.0%,1/2,1:09
22‑Mar‑2021,Miami Masters,Hard,R32,31,22,(21)Sinnerd.(14)Karen Khachanov[RUS],4-6 7-6(2) 6-4,,1.06,0.0%,3.6%,64.0%,70.4%,57.5%,7/10,2:50
22‑Mar‑2021,Miami Masters,Hard,R64,31,162,(21)Sinnerd.(WC)Hugo Gaston[FRA],6-2 6-2,,1.60,6.4%,4.3%,57.4%,81.5%,60.0%,3/3,1:02
15‑Mar‑2021,Dubai,Hard,QF,32,42,(WC)Aslan Karatsev[RUS]d.(16)Sinner,6-7(5) 6-3 6-2,(ch),0.74,9.2%,3.7%,56.9%,64.5%,51.1%,9/14,2:29
15‑Mar‑2021,Dubai,Hard,R16,32,11,(16)Sinnerd.(4)Roberto Bautista Agut[ESP],6-4 3-6 7-5,,0.80,15.8%,3.0%,63.4%,78.1%,37.8%,5/7,2:24
15‑Mar‑2021,Dubai,Hard,R32,32,43,(16)Sinnerd.Alexander Bublik[KAZ],2-6 7-6(2) 6-4,,1.17,2.4%,2.4%,60.7%,70.6%,78.8%,2/5,2:01
8‑Mar‑2021,Marseille,Hard,QF,34,3,(1)Daniil Medvedev[RUS]d.(5)Sinner,6-2 6-4,(ch),0.61,3.6%,0.0%,60.7%,58.8%,54.5%,2/5,1:15
8‑Mar‑2021,Marseille,Hard,R16,34,166,(5)Sinnerd.(WC)Hugo Gaston[FRA],6-4 6-1,,1.70,9.8%,2.0%,52.9%,88.9%,50.0%,4/5,1:08
8‑Mar‑2021,Marseille,Hard,R32,34,115,(5)Sinnerd.Gregoire Barrere[FRA],7-6(3) 6-7(5) 7-5,,0.95,4.6%,0.8%,67.7%,63.6%,59.5%,10/13,2:51
22‑Feb‑2021,Montpellier,Hard,R32,34,60,Aljaz Bedene[SLO]d.(5)Sinner,3-6 6-2 7-6(3),,1.17,5.8%,1.2%,62.8%,70.4%,62.5%,4/6,2:38
8‑Feb‑2021,Australian Open,Hard,R128,32,12,(11)Denis Shapovalov[CAN]d.Sinner,3-6 6-3 6-2 4-6 6-4,(ch),0.96,2.8%,2.8%,70.3%,66.7%,55.8%,5/10,3:55
1‑Feb‑2021,Great Ocean Road Open,Hard,F,36,71,(4)Sinnerd.Stefano Travaglia[ITA],7-6(4) 6-4,(ch),1.19,0.0%,1.2%,55.4%,56.5%,64.9%,7/10,2:08
1‑Feb‑2021,Great Ocean Road Open,Hard,SF,36,20,(4)Sinnerd.(2)Karen Khachanov[RUS],7-6(4) 4-6 7-6(4),,1.08,7.9%,2.4%,61.1%,67.5%,53.1%,12/17,3:07
1‑Feb‑2021,Great Ocean Road Open,Hard,QF,36,42,(4)Sinnerd.(7)Miomir Kecmanovic[SRB],7-6(10) 6-4,,1.10,13.2%,1.1%,62.6%,70.2%,50.0%,6/8,1:56
1‑Feb‑2021,Great Ocean Road Open,Hard,R16,36,58,(4)Sinnerd.(13)Aljaz Bedene[SLO],7-6(6) 6-2,,1.25,13.2%,2.9%,64.7%,79.5%,58.3%,3/3,1:32
1‑Feb‑2021,Great Ocean Road Open,Hard,R32,36,195,(4)Sinnerd.Aleksandar Vukic[AUS],6-2 6-4,,1.69,10.2%,0.0%,67.3%,75.8%,75.0%,0/0,1:06
9‑Nov‑2020,Sofia,Hard,F,44,74,Sinnerd.Vasek Pospisil[CAN],6-4 3-6 7-6(3),(ch),0.97,4.3%,5.4%,65.2%,75.0%,56.3%,3/5,2:14
9‑Nov‑2020,Sofia,Hard,SF,44,35,Sinnerd.(5)Adrian Mannarino[FRA],6-3 7-5,,1.01,12.7%,4.2%,50.7%,80.6%,54.3%,3/3,1:27
9‑Nov‑2020,Sofia,Hard,QF,44,25,Sinnerd.(3)Alex De Minaur[AUS],6-7(3) 6-4 6-1,,1.30,4.5%,4.5%,60.7%,79.6%,48.6%,6/7,2:11
9‑Nov‑2020,Sofia,Hard,R16,44,149,Sinnerd.(LL)Marc Andrea Huesler[SUI],6-3 6-4,,1.55,10.0%,1.7%,61.7%,86.5%,56.5%,2/2,1:18
9‑Nov‑2020,Sofia,Hard,R32,44,55,Sinnerd.Marton Fucsovics[HUN],6-2 6-4,,1.32,3.4%,3.4%,55.2%,68.8%,50.0%,4/6,1:36
26‑Oct‑2020,Vienna,Hard,R16,43,8,(5)Andrey Rublev[RUS]d.(WC)Sinner,2-1 RET,,0.00,0.0%,0.0%,72.7%,62.5%,33.3%,0/1,0:07
26‑Oct‑2020,Vienna,Hard,R32,43,27,(WC)Sinnerd.Casper Ruud[NOR],7-6(2) 6-3,,1.37,8.2%,6.8%,56.2%,75.6%,62.5%,1/2,1:44
19‑Oct‑2020,Cologne 2,Hard,SF,46,7,(1)Alexander Zverev[GER]d.(WC)Sinner,7-6(3) 6-3,,0.89,1.6%,8.2%,60.7%,62.2%,45.8%,3/7,1:48
19‑Oct‑2020,Cologne 2,Hard,QF,46,58,(WC)Sinnerd.Gilles Simon[FRA],6-3 0-6 6-4,,1.05,1.0%,2.0%,65.3%,59.1%,48.6%,16/21,2:33
19‑Oct‑2020,Cologne 2,Hard,R16,46,82,(WC)Sinnerd.(Q)Pierre Hugues Herbert[FRA],6-3 6-1,,1.43,3.8%,3.8%,69.2%,66.7%,43.8%,4/6,1:16
19‑Oct‑2020,Cologne 2,Hard,R32,46,97,(WC)Sinnerd.(LL)James Duckworth[AUS],6-1 6-2,,2.14,0.0%,0.0%,68.1%,78.1%,60.0%,2/2,1:01
28‑Sep‑2020,Roland Garros,Clay,QF,75,2,(2)Rafael Nadal[ESP]d.Sinner,7-6(4) 6-4 6-1,(ch),0.76,2.2%,3.2%,67.7%,57.1%,43.3%,2/8,2:49
28‑Sep‑2020,Roland Garros,Clay,R16,75,7,Sinnerd.(6)Alexander Zverev[GER],6-3 6-3 4-6 6-3,(ch),1.07,2.1%,4.2%,56.6%,71.6%,53.2%,6/8,3:01
28‑Sep‑2020,Roland Garros,Clay,R32,75,99,Sinnerd.Federico Coria[ARG],6-3 7-5 7-5,(ch),1.22,0.0%,2.0%,67.0%,64.2%,51.5%,5/9,2:30
28‑Sep‑2020,Roland Garros,Clay,R64,75,227,Sinnerd.(Q)Benjamin Bonzi[FRA],6-2 6-4 6-4,(ch),1.33,3.2%,2.2%,67.7%,65.1%,63.3%,3/5,1:55
28‑Sep‑2020,Roland Garros,Clay,R128,75,13,Sinnerd.(11)David Goffin[BEL],7-5 6-0 6-3,,1.56,2.5%,2.5%,67.5%,77.8%,46.2%,4/6,1:59
14‑Sep‑2020,Rome Masters,Clay,R16,81,22,(15)Grigor Dimitrov[BUL]d.(WC)Sinner,4-6 6-4 6-4,,0.88,0.9%,3.8%,62.3%,66.7%,42.5%,9/13,2:24
14‑Sep‑2020,Rome Masters,Clay,R32,81,6,(WC)Sinnerd.(3)Stefanos Tsitsipas[GRE],6-1 6-7(9) 6-2,(ch),1.57,1.2%,1.2%,67.9%,69.1%,69.2%,1/3,2:13
14‑Sep‑2020,Rome Masters,Clay,R64,81,24,(WC)Sinnerd.Benoit Paire[FRA],6-2 6-1,,1.90,7.8%,0.0%,70.6%,72.2%,73.3%,4/4,1:04
7‑Sep‑2020,Kitzbuhel,Clay,R16,74,81,(Q)Laslo Djere[SRB]d.(WC)Sinner,6-4 6-4,,0.63,1.6%,0.0%,49.2%,71.0%,46.9%,4/7,1:19
7‑Sep‑2020,Kitzbuhel,Clay,R32,74,75,(WC)Sinnerd.(WC)Philipp Kohlschreiber[GER],6-3 6-2,,2.00,11.4%,0.0%,59.1%,84.6%,61.1%,1/2,1:07
31‑Aug‑2020,US Open,Hard,R128,74,16,(11)Karen Khachanov[RUS]d.Sinner,3-6 6-7(7) 6-2 6-0 7-6(4),,0.76,6.3%,2.6%,56.5%,74.1%,44.6%,17/22,3:44
24‑Aug‑2020,Cincinnati Masters,Hard,Q1,73,99,Salvatore Caruso[ITA]d.(14)Sinner,5-7 6-4 6-2,,0.84,2.3%,1.1%,49.4%,72.1%,36.4%,4/10,2:03
2‑Mar‑2020,Indian Wells CH,Hard,R16,71,114,(11)Denis Kudla[USA]d.(6)Sinner,6-3 6-7(4) 6-2,,1.04,4.5%,1.1%,55.7%,71.4%,53.8%,2/7,2:18
2‑Mar‑2020,Indian Wells CH,Hard,R32,71,978,(6)Sinnerd.(Q)Sem Verbeek[NED],6-0 6-1,,3.68,5.9%,0.0%,58.8%,90.0%,71.4%,0/0,0:45
17‑Feb‑2020,Marseille,Hard,R16,68,5,(1)Daniil Medvedev[RUS]d.Sinner,1-6 6-1 6-2,(ch),0.56,1.5%,1.5%,61.2%,58.5%,46.2%,3/7,1:19
17‑Feb‑2020,Marseille,Hard,R32,68,102,Sinnerd.(Q)Norbert Gombos[SVK],6-4 7-6(5),,1.10,10.7%,2.4%,54.8%,78.3%,52.6%,6/6,2:03
10‑Feb‑2020,Rotterdam,Hard,QF,79,30,Pablo Carreno Busta[ESP]d.(WC)Sinner,7-5 3-6 7-6(6),,1.04,8.0%,0.9%,60.2%,79.4%,46.7%,5/7,2:44
10‑Feb‑2020,Rotterdam,Hard,R16,79,10,(WC)Sinnerd.(4)David Goffin[BEL],7-6(7) 7-5,,1.28,6.1%,0.0%,64.6%,71.7%,55.2%,6/8,1:59
10‑Feb‑2020,Rotterdam,Hard,R32,79,50,(WC)Sinnerd.Radu Albot[MDA],W/O,,,,,,,,,
3‑Feb‑2020,Montpellier,Hard,R32,78,76,Mikael Ymer[SWE]d.Sinner,6-3 6-4,(ch),0.74,3.8%,5.8%,59.6%,71.0%,33.3%,2/6,1:25
20‑Jan‑2020,Australian Open,Hard,R64,82,67,Marton Fucsovics[HUN]d.Sinner,6-4 6-4 6-3,(ch),0.81,0.0%,4.0%,54.5%,65.5%,37.0%,5/12,2:16
20‑Jan‑2020,Australian Open,Hard,R128,82,216,Sinnerd.(Q)Max Purcell[AUS],7-6(2) 6-2 6-4,,1.39,2.2%,1.1%,58.2%,79.2%,52.6%,4/6,2:19
13‑Jan‑2020,Auckland,Hard,R32,79,24,(5)Benoit Paire[FRA]d.(WC)Sinner,6-4 2-6 6-4,,0.98,5.3%,3.2%,66.0%,72.6%,37.5%,6/9,1:55
6‑Jan‑2020,Bendigo CH,Hard,R32,78,121,Emil Ruusuvuori[FIN]d.(3)Sinner,6-3 6-4,,0.65,13.6%,5.1%,59.3%,71.4%,33.3%,2/5,1:01
11‑Nov‑2019,Ortisei CH,Hard,F,96,173,(2)Sinnerd.(10)Sebastian Ofner[AUT],6-2 6-4,(ch),1.79,12.8%,4.3%,63.8%,83.3%,58.8%,1/2,1:06
11‑Nov‑2019,Ortisei CH,Hard,SF,96,124,(2)Sinnerd.(6)Antoine Hoang[FRA],6-3 7-6(4),,1.47,6.3%,3.1%,50.0%,90.6%,65.6%,3/4,1:17
11‑Nov‑2019,Ortisei CH,Hard,QF,96,153,(2)Sinnerd.(8)Federico Gaio[ITA],6-4 6-4,,1.47,16.1%,3.6%,51.8%,75.9%,66.7%,3/4,1:14
11‑Nov‑2019,Ortisei CH,Hard,R16,96,183,(2)Sinnerd.(13)Roberto Marcora[ITA],6-3 6-4,,1.62,11.5%,7.7%,55.8%,86.2%,65.2%,0/0,1:02
11‑Nov‑2019,Ortisei CH,Hard,R32,96,275,(2)Sinnerd.Lucas Miedler[AUT],7-6(5) 7-5,,1.49,19.5%,3.9%,67.5%,86.5%,52.0%,6/6,1:30
5‑Nov‑2019,NextGen Finals,Hard,F,95,18,(8)Sinnerd.(1)Alex De Minaur[AUS],4-2 4-1 4-2,(ch),1.51,3.8%,1.9%,67.3%,74.3%,58.8%,9/9,1:04
5‑Nov‑2019,NextGen Finals,Hard,SF,95,60,(8)Sinnerd.(5)Miomir Kecmanovic[SRB],2-4 4-1 4-2 4-2,(ch),1.18,7.7%,3.1%,55.4%,75.0%,65.5%,8/9,1:15
5‑Nov‑2019,NextGen Finals,Hard,RR,95,47,(8)Sinnerd.(2)Frances Tiafoe[USA],3-4(4) 4-2 4-2 4-2,,1.13,19.7%,5.6%,62.0%,84.1%,51.9%,4/4,1:26
5‑Nov‑2019,NextGen Finals,Hard,RR,95,55,(3)Ugo Humbert[FRA]d.(8)Sinner,4-3(5) 3-4(3) 4-2 4-2,,1.02,5.3%,0.0%,61.3%,78.3%,55.2%,1/4,1:43
5‑Nov‑2019,NextGen Finals,Hard,RR,95,74,(8)Sinnerd.(6)Mikael Ymer[SWE],4-0 4-2 4-1,(ch),1.92,9.1%,4.5%,72.7%,84.4%,41.7%,5/5,0:56
21‑Oct‑2019,Vienna,Hard,R16,101,14,(4)Gael Monfils[FRA]d.(WC)Sinner,6-3 7-6(8),(ch),0.90,5.6%,1.4%,56.3%,77.5%,51.6%,4/5,1:25
21‑Oct‑2019,Vienna,Hard,R32,101,79,(WC)Sinnerd.(Q)Philipp Kohlschreiber[GER],6-3 6-4,(ch),1.24,9.5%,1.4%,59.5%,77.3%,46.7%,7/8,1:30
14‑Oct‑2019,Antwerp,Hard,SF,119,18,(4)Stan Wawrinka[SUI]d.(WC)Sinner,6-3 6-2,(ch),0.54,2.0%,0.0%,58.0%,58.6%,42.9%,5/9,1:05
14‑Oct‑2019,Antwerp,Hard,QF,119,53,(WC)Sinnerd.Frances Tiafoe[USA],6-4 3-6 6-3,(ch),1.10,12.5%,2.5%,63.7%,80.4%,51.7%,4/5,1:41
14‑Oct‑2019,Antwerp,Hard,R16,119,13,(WC)Sinnerd.(1)Gael Monfils[FRA],6-3 6-2,(ch),2.09,4.5%,2.3%,47.7%,81.0%,73.9%,1/1,1:00
14‑Oct‑2019,Antwerp,Hard,R32,119,91,(WC)Sinnerd.(Q)Kamil Majchrzak[POL],6-4 6-2,(ch),1.40,5.8%,0.0%,61.5%,68.8%,65.0%,0/1,1:09
7‑Oct‑2019,Mouilleron-Le-Captif CH,Hard,SF,127,247,Mathias Bourgue[FRA]d.(14)Sinner,6-4 4-6 7-6(6),,1.24,8.0%,0.0%,66.7%,69.0%,69.0%,3/7,2:16
7‑Oct‑2019,Mouilleron-Le-Captif CH,Hard,QF,127,90,(14)Sinnerd.(6)Marius Copil[ROU],3-6 6-1 6-4,,1.06,6.2%,3.1%,58.8%,68.4%,47.5%,5/8,1:51
7‑Oct‑2019,Mouilleron-Le-Captif CH,Hard,R16,127,152,(14)Sinnerd.Lukas Rosol[CZE],6-7(3) 7-5 6-3,,1.14,9.8%,2.7%,65.2%,79.5%,46.2%,6/8,2:32
7‑Oct‑2019,Mouilleron-Le-Captif CH,Hard,R32,127,221,(14)Sinnerd.Tristan Lamasine[FRA],7-5 6-1,,1.46,4.0%,2.7%,57.3%,69.8%,56.3%,6/7,1:31
23‑Sep‑2019,Orleans CH,Hard,R16,128,64,(3)Aljaz Bedene[SLO]d.(15)Sinner,6-4 4-6 6-4,,0.90,8.2%,2.1%,59.8%,72.4%,56.4%,8/10,2:12
23‑Sep‑2019,Orleans CH,Hard,R32,128,279,(15)Sinnerd.Lucas Miedler[AUT],7-6(1) 6-2,,1.46,13.2%,1.5%,67.6%,71.7%,54.5%,5/7,1:24
16‑Sep‑2019,St. Petersburg,Hard,R32,127,57,(6)Mikhail Kukushkin[KAZ]d.(WC)Sinner,6-3 7-6(4),(ch),1.05,9.8%,3.3%,68.9%,71.4%,47.4%,2/5,1:39
26‑Aug‑2019,US Open,Hard,R128,137,24,(23)Stan Wawrinka[SUI]d.(Q)Sinner,6-3 7-6(4) 4-6 6-3,(ch),0.93,1.6%,4.1%,59.8%,61.6%,61.2%,5/10,2:49
26‑Aug‑2019,US Open,Hard,Q3,137,202,(24)Sinnerd.Mario Vilella Martinez[ESP],7-6(1) 6-0,,2.09,8.3%,6.3%,50.0%,95.8%,58.3%,0/1,1:12
26‑Aug‑2019,US Open,Hard,Q2,137,224,(24)Sinnerd.Viktor Galovic[ITA],4-6 7-6(2) 7-5,,1.00,10.3%,6.3%,55.6%,78.6%,42.9%,9/12,2:49
26‑Aug‑2019,US Open,Hard,Q1,137,240,(24)Sinnerd.Matteo Viola[ITA],6-1 6-0,,1.82,2.3%,9.1%,40.9%,72.2%,53.8%,1/2,0:47
5‑Aug‑2019,Aptos CH,Hard,R32,135,121,(5)Bjorn Fratangelo[USA]d.Sinner,7-6(6) 6-3,,0.82,13.7%,5.5%,61.6%,60.0%,50.0%,4/7,1:27
5‑Aug‑2019,Aptos CH,Hard,R64,135,788,Sinnerd.(LL)Sem Verbeek[NED],3-6 7-6(3) 6-2,,1.29,3.3%,2.2%,66.3%,72.1%,71.0%,5/6,1:52
29‑Jul‑2019,Lexington CH,Hard,F,194,152,(3)Sinnerd.(2)Alex Bolt[AUS],6-4 3-6 6-4,,0.99,9.5%,5.3%,56.8%,72.2%,48.8%,4/7,2:00
29‑Jul‑2019,Lexington CH,Hard,SF,194,268,(3)Sinnerd.(13)Jc Aragone[USA],6-2 6-4,,1.51,10.9%,7.3%,50.9%,89.3%,51.9%,2/2,1:09
29‑Jul‑2019,Lexington CH,Hard,QF,194,203,(3)Sinnerd.(5)Duck Hee Lee[KOR],4-6 6-3 6-1,,1.20,5.6%,2.2%,55.6%,76.0%,40.0%,5/8,2:12
29‑Jul‑2019,Lexington CH,Hard,R16,194,285,(3)Sinnerd.(16)Maxime Cressy[USA],6-4 6-7(10) 6-1,,1.27,9.7%,3.2%,58.1%,79.6%,59.0%,1/2,2:12
29‑Jul‑2019,Lexington CH,Hard,R32,194,,(3)Sinnerd.(Alt)Alexey Zakharov[RUS],4-6 6-1 6-3,,1.34,7.7%,5.1%,48.7%,76.3%,57.5%,4/6,1:45
22‑Jul‑2019,Binghamton CH,Hard,R16,199,195,(7)Mitchell Krueger[USA]d.(9)Sinner,7-5 1-6 6-3,,1.03,12.3%,4.1%,50.7%,83.8%,41.7%,1/5,1:53
22‑Jul‑2019,Binghamton CH,Hard,R32,199,280,(9)Sinnerd.Tomas Barrios Vera[CHI],6-4 4-6 6-4,,1.30,15.7%,2.2%,61.8%,70.9%,58.8%,3/6,2:13
15‑Jul‑2019,Umag,Clay,R16,209,87,Aljaz Bedene[SLO]d.(WC)Sinner,7-6(3) 6-3,,0.79,4.1%,1.4%,58.1%,62.8%,54.8%,2/5,1:47
15‑Jul‑2019,Umag,Clay,R32,209,109,(WC)Sinnerd.Pedro Sousa[POR],1-6 6-3 6-4,,0.93,1.1%,4.6%,52.9%,73.9%,43.9%,3/7,1:43
1‑Jul‑2019,Wimbledon,Grass,Q1,209,141,Alex Bolt[AUS]d.Sinner,2-6 7-5 12-10,,1.06,14.9%,5.2%,57.5%,77.9%,45.6%,6/9,2:36
17‑Jun‑2019,Halle,Grass,Q1,209,71,(1)Joao Sousa[POR]d.(WC)Sinner,6-7(6) 6-3 6-4,,0.77,5.6%,3.2%,54.8%,64.7%,53.6%,12/16,2:19
10‑Jun‑2019,s Hertogenbosch,Grass,R32,219,60,Nicolas Jarry[CHI]d.(Q)Sinner,7-6(4) 6-3,,0.84,1.7%,3.4%,60.3%,57.1%,65.2%,0/3,1:21
10‑Jun‑2019,s Hertogenbosch,Grass,Q2,219,104,(Alt)Sinnerd.(2)Thomas Fabbiano[ITA],6-4 6-2,,1.32,8.3%,0.0%,68.3%,68.3%,52.6%,1/2,1:17
10‑Jun‑2019,s Hertogenbosch,Grass,Q1,219,139,(Alt)Sinnerd.(7)Lukas Lacko[SVK],6-7(6) 7-6(5) 6-2,,1.24,11.8%,4.9%,55.9%,77.2%,53.3%,2/4,1:58
20‑May‑2019,Lyon,Clay,R32,229,270,(LL)Tristan Lamasine[FRA]d.(Q)Sinner,6-0 7-6(5),,0.76,5.5%,3.6%,56.4%,45.2%,70.8%,3/7,1:17
20‑May‑2019,Lyon,Clay,Q2,229,270,(WC)Sinnerd.Tristan Lamasine[FRA],6-4 6-3,,1.45,9.3%,3.7%,68.5%,81.1%,47.1%,3/4,1:17
20‑May‑2019,Lyon,Clay,Q1,229,147,(WC)Sinnerd.(6)Antoine Hoang[FRA],6-4 5-7 6-1,,1.25,4.5%,4.5%,52.3%,73.9%,61.9%,4/5,2:04
13‑May‑2019,Rome Masters,Clay,R32,263,7,(8)Stefanos Tsitsipas[GRE]d.(WC)Sinner,6-3 6-2,,0.66,2.1%,0.0%,58.3%,57.1%,35.0%,2/6,1:17
13‑May‑2019,Rome Masters,Clay,R64,263,59,(WC)Sinnerd.Steve Johnson[USA],1-6 6-1 7-5,(ch),0.96,3.8%,3.8%,60.3%,70.2%,45.2%,1/4,1:51
29‑Apr‑2019,Ostrava CH,Clay,F,298,129,(4)Kamil Majchrzak[POL]d.Sinner,6-1 6-0,(ch),0.63,0.0%,6.4%,51.1%,45.8%,26.1%,7/13,1:02
29‑Apr‑2019,Ostrava CH,Clay,SF,298,284,Sinnerd.Steven Diez[CAN],6-4 4-6 6-2,,1.16,5.2%,2.1%,47.4%,65.2%,54.9%,7/10,2:08
29‑Apr‑2019,Ostrava CH,Clay,QF,298,91,Sinnerd.(2)Jiri Vesely[CZE],6-4 7-6(4),,1.18,4.1%,4.1%,51.4%,60.5%,63.9%,4/6,1:36
29‑Apr‑2019,Ostrava CH,Clay,R16,298,,Sinnerd.(WC)Jiri Lehecka[CZE],6-4 6-2,,1.28,5.9%,7.4%,55.9%,73.7%,40.0%,6/8,1:11
29‑Apr‑2019,Ostrava CH,Clay,R32,298,181,Sinnerd.(9)Dominik Koepfer[GER],6-2 6-3,,1.52,3.8%,0.0%,52.8%,75.0%,48.0%,6/8,1:10
29‑Apr‑2019,Ostrava CH,Clay,R64,298,219,Sinnerd.Attila Balazs[HUN],6-4 7-6(6),,1.20,0.0%,2.6%,51.9%,67.5%,48.6%,5/9,1:53
22‑Apr‑2019,Budapest,Clay,R16,314,33,(5)Laslo Djere[SRB]d.(LL)Sinner,6-3 6-1,,0.74,1.4%,1.4%,54.3%,52.6%,50.0%,5/9,1:30
22‑Apr‑2019,Budapest,Clay,R32,314,323,(LL)Sinnerd.(WC)Mate Valkusz[HUN],6-2 0-6 6-4,,0.98,1.5%,2.9%,52.9%,66.7%,31.3%,2/8,1:43
