Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,TP,Aces,DFs,SP,1SP,2SP,vA
9‑Aug‑2021,San Marino CH,Clay,R16,191,113,Runed.(3)Salvatore Caruso[ITA],2-6 7-6(4) 6-2,,1.05,2.8%,1.9%,57.5%,54.1%,48.9%,7/13,2:33,51.4%,50.6%,0.0%,50.0%,51.7%,6/8,185,3,2,106,61,45,0
9‑Aug‑2021,San Marino CH,Clay,R32,191,849,Runed.(PR)Julien Cagnina[BEL],6-3 6-4,,1.37,7.9%,4.8%,61.9%,66.7%,66.7%,1/2,1:44,55.7%,45.6%,4.4%,40.0%,53.6%,3/7,131,5,3,63,39,24,3
26‑Jul‑2021,Kitzbuhel,Clay,R16,206,91,(Alt)Arthur Rinderknech[FRA]d.(Q)Rune,6-4 3-6 7-6(4),,0.86,1.9%,6.7%,57.7%,73.3%,50.0%,5/7,2:26,48.5%,31.5%,13.0%,16.4%,54.1%,2/6,196,2,7,104,60,44,12
26‑Jul‑2021,Kitzbuhel,Clay,R32,206,88,(Q)Runed.Stefano Travaglia[ITA],6-3 6-4,,1.47,6.9%,3.4%,62.1%,66.7%,68.2%,1/3,1:20,58.0%,48.1%,5.6%,32.4%,75.0%,4/7,112,4,2,58,36,22,3
26‑Jul‑2021,Kitzbuhel,Clay,Q2,206,116,Runed.(2)Andrej Martin[SVK],7-5 7-5,,1.07,0.0%,3.5%,63.5%,63.0%,45.2%,6/9,1:55,51.5%,46.5%,0.0%,31.4%,68.6%,5/8,171,0,3,85,54,31,0
26‑Jul‑2021,Kitzbuhel,Clay,Q1,206,144,Runed.(6)Marc Polmans[AUS],7-6(6) 6-3,,1.38,8.7%,4.3%,53.6%,78.4%,50.0%,3/6,1:53,55.3%,47.8%,0.0%,45.0%,53.1%,4/11,161,6,3,69,37,32,0
19‑Jul‑2021,Umag,Clay,R32,204,92,Radu Albot[MDA]d.(WC)Rune,1-6 6-3 6-2,,0.88,1.1%,7.4%,58.9%,66.1%,38.5%,13/17,2:03,48.2%,39.7%,6.8%,34.0%,50.0%,3/4,168,1,7,95,56,39,5
12‑Jul‑2021,Bastad,Clay,R16,211,16,(1)Casper Ruud[NOR]d.(WC)Rune,6-0 6-2,,0.43,0.0%,8.9%,60.0%,55.6%,11.1%,1/6,1:05,32.2%,26.7%,13.3%,13.3%,53.3%,0/3,90,0,4,45,27,18,6
12‑Jul‑2021,Bastad,Clay,R32,211,91,(WC)Runed.Radu Albot[MDA],4-6 6-3 6-0,,1.57,5.6%,0.0%,63.4%,73.3%,61.5%,3/5,1:46,59.0%,48.5%,1.5%,30.3%,65.7%,5/12,139,4,0,71,45,26,1
5‑Jul‑2021,Perugia CH,Clay,QF,219,303,Vitaliy Sachko[UKR]d.Rune,6-3 7-6(4),,0.74,6.7%,2.7%,73.3%,63.6%,40.0%,4/6,1:45,44.8%,31.4%,2.9%,21.3%,52.2%,1/4,145,5,2,75,55,20,2
5‑Jul‑2021,Perugia CH,Clay,R16,219,248,Runed.Lukas Klein[SVK],6-4 6-4,,1.45,0.0%,0.0%,69.8%,75.7%,81.3%,1/1,1:56,54.6%,32.7%,0.0%,23.5%,47.6%,2/4,108,0,0,53,37,16,0
5‑Jul‑2021,Perugia CH,Clay,R32,219,183,Runed.(5)Thomas Fabbiano[ITA],6-1 4-6 6-2,,1.54,5.7%,2.9%,70.0%,71.4%,61.9%,1/2,2:01,57.0%,48.4%,2.1%,43.5%,57.6%,5/12,165,4,2,70,49,21,2
21‑Jun‑2021,Milan CH,Clay,SF,236,257,(8)Gian Marco Moroni[ITA]d.(2)Rune,7-6(4) 6-1,,0.73,0.0%,3.1%,58.5%,57.9%,29.6%,4/10,1:39,42.7%,39.4%,9.1%,38.1%,41.7%,3/7,131,0,2,65,38,27,6
21‑Jun‑2021,Milan CH,Clay,QF,236,278,(2)Runed.Pedro Cachin[ARG],0-6 7-6(3) 7-6(8),,0.87,0.0%,3.9%,62.1%,65.6%,48.7%,5/10,2:20,47.5%,35.6%,8.9%,22.2%,51.1%,2/3,204,0,4,103,64,39,9
21‑Jun‑2021,Milan CH,Clay,R16,236,286,(2)Runed.Malek Jaziri[TUN],6-3 6-1,,2.05,4.2%,4.2%,60.4%,72.4%,73.7%,1/1,1:07,64.5%,55.6%,0.0%,44.0%,70.0%,4/6,93,2,2,48,29,19,0
21‑Jun‑2021,Milan CH,Clay,R32,236,267,(2)Runed.Tung Lin Wu[TPE],7-6(4) 7-5,,1.44,9.0%,1.3%,52.6%,78.0%,64.9%,9/10,2:23,53.8%,40.7%,4.6%,34.8%,51.3%,2/15,186,7,1,78,41,37,5
7‑Jun‑2021,Lyon CH,Clay,QF,291,194,Elias Ymer[SWE]d.(SE)Rune,6-3 5-3 RET,,0.63,0.0%,3.0%,61.2%,58.5%,50.0%,6/8,1:14,43.3%,28.3%,5.7%,17.6%,47.4%,0/3,120,0,2,67,41,26,3
7‑Jun‑2021,Lyon CH,Clay,R16,291,99,(SE)Runed.(2)Fernando Verdasco[ESP],6-4 6-3,,1.36,1.7%,0.0%,67.2%,71.8%,63.2%,0/1,1:13,56.4%,42.3%,5.8%,31.4%,64.7%,3/4,110,1,0,58,39,19,3
7‑Jun‑2021,Lyon CH,Clay,R32,291,703,(SE)Runed.(WC)Titouan Droguet[FRA],7-6(3) 1-6 6-4,,1.05,2.1%,3.1%,64.6%,74.2%,52.9%,4/7,2:14,49.8%,34.9%,3.7%,29.2%,45.9%,1/11,205,2,3,96,62,34,4
31‑May‑2021,Biella 7 CH,Clay,F,291,237,(SE)Runed.Marco Trungelliti[ARG],6-3 5-7 7-6(5),,1.04,2.5%,2.5%,57.6%,61.8%,56.0%,9/13,3:02,50.9%,42.1%,0.9%,37.5%,48.0%,5/9,232,3,3,118,68,50,1
31‑May‑2021,Biella 7 CH,Clay,SF,291,220,(SE)Runed.Tomas Martin Etcheverry[ARG],7-5 2-6 6-2,,1.06,2.3%,5.7%,60.9%,75.5%,41.2%,3/6,2:21,51.1%,40.2%,3.4%,40.7%,39.3%,4/8,174,2,5,87,53,34,3
31‑May‑2021,Biella 7 CH,Clay,QF,291,191,(SE)Runed.Alexandre Muller[FRA],6-4 6-4,,1.10,0.0%,6.8%,62.7%,73.0%,40.9%,1/3,1:25,51.6%,42.9%,6.3%,36.4%,57.9%,4/7,122,0,4,59,37,22,4
31‑May‑2021,Biella 7 CH,Clay,R16,291,253,(SE)Runed.(SE)Gastao Elias[POR],6-3 7-6(3),,1.17,0.0%,8.1%,58.1%,55.8%,67.7%,4/8,1:48,54.0%,46.0%,0.0%,44.1%,48.3%,5/9,137,0,6,74,43,31,0
31‑May‑2021,Biella 7 CH,Clay,R32,291,145,(SE)Runed.(3)Daniel Altmaier[GER],6-2 6-7(4) 7-6(5),,1.26,1.0%,1.0%,65.4%,73.5%,50.0%,3/5,2:50,53.2%,43.6%,6.0%,38.6%,49.2%,4/15,237,1,1,104,68,36,8
24‑May‑2021,Oeiras 4 CH,Clay,F,313,292,Gastao Elias[POR]d.Rune,5-7 6-4 6-4,,0.89,0.0%,4.4%,59.6%,57.4%,52.2%,8/13,2:46,47.9%,39.8%,4.9%,33.3%,50.0%,4/13,217,0,5,114,68,46,5
24‑May‑2021,Oeiras 4 CH,Clay,SF,313,441,Runed.(Q)Timofey Skatov[RUS],6-2 3-6 6-2,,1.24,1.2%,4.8%,59.0%,67.3%,55.9%,4/6,2:31,53.4%,46.2%,0.9%,47.7%,38.9%,5/17,189,1,4,83,49,34,1
24‑May‑2021,Oeiras 4 CH,Clay,QF,313,287,Runed.(6)Carlos Gimeno Valero[ESP],6-2 6-4,,1.36,0.0%,5.6%,46.3%,64.0%,58.6%,1/3,1:26,57.0%,52.8%,0.0%,50.0%,57.9%,5/6,107,0,3,54,25,29,0
24‑May‑2021,Oeiras 4 CH,Clay,R16,313,269,Runed.(3)Julian Lenz[GER],5-7 6-4 6-3,,1.06,5.2%,4.1%,68.0%,57.6%,45.2%,5/12,2:09,51.7%,49.4%,4.9%,45.8%,54.5%,8/13,178,5,4,97,66,31,4
24‑May‑2021,Oeiras 4 CH,Clay,R32,313,303,Runed.Tim Van Rijthoven[NED],6-3 6-4,,1.10,5.3%,2.7%,53.3%,75.0%,45.7%,9/10,1:29,52.9%,42.6%,4.9%,34.9%,61.1%,3/8,136,4,2,75,40,35,3
10‑May‑2021,M25 Prague,Clay,R16,314,293,(5)Riccardo Bonadio[ITA]d.(JE)Rune,6-2 4-6 6-2,,,,,,,,,,,,,,,,,,,,,,
10‑May‑2021,M25 Prague,Clay,R32,314,321,(JE)Runed.Vitaliy Sachko[UKR],6-1 1-6 7-6(2),,,,,,,,,,,,,,,,,,,,,,
19‑Apr‑2021,Barcelona,Clay,R64,323,46,Albert Ramos[ESP]d.(Q)Rune,6-7(2) 6-1 7-6(2),,0.92,4.9%,2.0%,55.9%,64.9%,48.9%,5/10,3:11,47.2%,38.9%,3.1%,34.2%,46.2%,3/15,233,5,2,102,57,45,4
19‑Apr‑2021,Barcelona,Clay,Q2,323,130,(WC)Runed.(7)Peter Gojowczyk[GER],3-6 6-3 7-5,,1.16,3.3%,4.4%,54.4%,77.6%,58.5%,4/6,2:12,51.6%,36.0%,6.0%,21.6%,51.0%,3/9,190,3,4,90,49,41,6
19‑Apr‑2021,Barcelona,Clay,Q1,323,95,(WC)Runed.(2)Mikael Ymer[SWE],6-0 6-2,,2.23,7.7%,5.1%,53.8%,85.7%,61.1%,3/3,0:55,64.8%,57.1%,0.0%,54.1%,66.7%,5/12,88,3,2,39,21,18,0
12‑Apr‑2021,Monte Carlo Masters,Clay,R64,322,27,Casper Ruud[NOR]d.(WC)Rune,6-2 6-1,,0.51,0.0%,8.9%,60.0%,44.4%,38.9%,1/6,1:03,36.0%,29.5%,0.0%,25.0%,33.3%,1/1,89,0,4,45,27,18,0
5‑Apr‑2021,Marbella,Clay,R32,321,81,(7)Soon Woo Kwon[KOR]d.(WC)Rune,6-3 3-6 7-6(4),,0.92,2.8%,4.6%,60.2%,66.2%,55.8%,7/10,2:23,49.5%,34.8%,4.3%,36.8%,31.4%,3/8,200,3,5,108,65,43,4
29‑Mar‑2021,Marbella CH,Clay,Q2,317,592,(WC)Carlos Sanchez Jover[ESP]d.(2)Rune,2-6 6-3 7-5,,1.08,3.3%,3.3%,66.7%,66.7%,53.3%,7/11,2:30,50.5%,40.7%,0.9%,35.9%,53.3%,3/17,198,3,3,90,60,30,1
29‑Mar‑2021,Marbella CH,Clay,Q1,317,485,(2)Runed.David Pichler[AUT],6-1 6-3,,2.14,6.7%,2.2%,64.4%,82.8%,68.8%,0/0,0:56,63.2%,47.6%,0.0%,60.9%,31.6%,4/5,87,3,1,45,29,16,0
15‑Mar‑2021,Santiago CH,Clay,R32,317,253,Sebastian Baez[ARG]d.(WC)Rune,6-2 6-4,,0.83,0.0%,1.4%,68.1%,55.3%,36.4%,9/14,1:50,45.6%,42.3%,1.3%,38.3%,55.6%,2/14,147,0,1,69,47,22,1
8‑Mar‑2021,Santiago,Clay,QF,410,86,(8)Federico Delbonis[ARG]d.(Q)Rune,6-3 6-3,,0.58,7.5%,3.8%,67.9%,61.1%,47.1%,4/8,1:06,42.3%,25.0%,6.8%,17.2%,40.0%,1/2,97,4,2,53,36,17,3
8‑Mar‑2021,Santiago,Clay,R16,410,29,(Q)Runed.(2)Benoit Paire[FRA],6-2 6-3,,1.60,4.2%,4.2%,70.8%,82.4%,42.9%,0/0,1:01,57.4%,46.7%,3.3%,24.3%,82.6%,4/8,108,2,2,48,34,14,2
8‑Mar‑2021,Santiago,Clay,R32,410,257,(Q)Runed.(Q)Sebastian Baez[ARG],6-3 6-2,,1.77,1.9%,0.0%,66.0%,71.4%,72.2%,2/3,1:19,60.4%,50.0%,1.7%,45.7%,66.7%,4/12,111,1,0,53,35,18,1
8‑Mar‑2021,Santiago,Clay,Q3,410,223,(WC)Runed.Renzo Olivo[ARG],4-6 6-3 6-4,,0.99,1.9%,2.9%,65.7%,66.7%,38.9%,6/10,2:31,50.3%,42.2%,2.2%,38.2%,54.5%,5/12,195,2,3,105,69,36,2
8‑Mar‑2021,Santiago,Clay,Q2,410,176,(WC)Runed.(3)Emilio Gomez[ECU],6-3 4-6 6-1,,1.38,2.7%,1.4%,67.1%,67.3%,50.0%,2/6,2:01,57.1%,53.0%,1.2%,42.3%,71.0%,7/11,156,2,1,73,49,24,1
8‑Mar‑2021,Santiago,Clay,Q1,410,298,(WC)Runed.Goncalo Oliveira[POR],7-6(3) 2-6 6-2,,0.95,1.0%,4.1%,59.2%,65.5%,55.0%,10/13,,49.7%,36.8%,1.1%,26.5%,50.0%,3/6,185,1,4,98,58,40,1
1‑Mar‑2021,Buenos Aires,Clay,R32,406,46,(5)Albert Ramos[ESP]d.(WC)Rune,2-6 6-4 6-3,,0.89,5.1%,2.5%,74.7%,61.0%,40.0%,6/11,1:56,47.7%,39.5%,5.3%,29.4%,60.0%,5/7,155,4,2,79,59,20,4
1‑Feb‑2021,M25 Villena,Hard,F,428,418,Gastao Elias[POR]d.(JE)Rune,3-6 6-2 6-1,,,,,,,,,,,,,,,,,,,,,,
1‑Feb‑2021,M25 Villena,Hard,SF,428,670,(JE)Runed.(WC)Emilio Nava[USA],6-7(9) 6-1 6-4,,,,,,,,,,,,,,,,,,,,,,
1‑Feb‑2021,M25 Villena,Hard,QF,428,367,(JE)Runed.Jonas Forejtek[CZE],6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
1‑Feb‑2021,M25 Villena,Hard,R16,428,337,(JE)Runed.(5)Jelle Sels[NED],2-6 6-0 6-3,,,,,,,,,,,,,,,,,,,,,,
1‑Feb‑2021,M25 Villena,Hard,R32,428,398,(JE)Runed.Carlos Gimeno Valero[ESP],3-6 6-2 6-1,,,,,,,,,,,,,,,,,,,,,,
18‑Jan‑2021,M15+H Bressuire,Hard,R16,477,443,Runed.Antoine Cornut Chauvinc[FRA],6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
18‑Jan‑2021,M15+H Bressuire,Hard,R32,477,286,Runed.(2)Geoffrey Blancaneaux[FRA],7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
11‑Jan‑2021,M15 Manacor,Hard,F,475,464,(SE)Evan Furness[FRA]d.Rune,6-2 5-7 6-0,,,,,,,,,,,,,,,,,,,,,,
11‑Jan‑2021,M15 Manacor,Hard,SF,475,393,Runed.(7)Dan Added[FRA],6-2 6-1,,,,,,,,,,,,,,,,,,,,,,
11‑Jan‑2021,M15 Manacor,Hard,QF,475,669,Runed.(Q)Kenny De Schepper[FRA],6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
11‑Jan‑2021,M15 Manacor,Hard,R16,475,647,Runed.(Q)Clement Tabur[FRA],6-1 6-4,,,,,,,,,,,,,,,,,,,,,,
11‑Jan‑2021,M15 Manacor,Hard,R32,475,380,Runed.(5)Jeroen Vanneste[BEL],6-1 6-0,,,,,,,,,,,,,,,,,,,,,,
7‑Dec‑2020,M15 Antalya,Clay,R16,511,778,(Q)Dragos Nicolae Madaras[ROU]d.Rune,7-5 6-1,,,,,,,,,,,,,,,,,,,,,,
7‑Dec‑2020,M15 Antalya,Clay,R32,511,283,Runed.(2)Geoffrey Blancaneaux[FRA],6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
30‑Nov‑2020,M15 Antalya,Clay,F,508,1276,(7)Runed.(Q)Filip Misolic[AUT],6-0 4-0 RET,,,,,,,,,,,,,,,,,,,,,,
30‑Nov‑2020,M15 Antalya,Clay,SF,508,423,(7)Runed.(4)Evgeny Tyurnev[RUS],7-6(7) 7-6(9),,,,,,,,,,,,,,,,,,,,,,
30‑Nov‑2020,M15 Antalya,Clay,QF,508,1401,(7)Runed.Sebastian Gima[ROU],6-1 6-0,,,,,,,,,,,,,,,,,,,,,,
30‑Nov‑2020,M15 Antalya,Clay,R16,508,595,(7)Runed.Alexander Donski[CAN],5-7 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
30‑Nov‑2020,M15 Antalya,Clay,R32,508,,(7)Runed.Matteo Gigante[ITA],6-1 6-1,,,,,,,,,,,,,,,,,,,,,,
16‑Nov‑2020,M15 Villena,Clay,R16,547,695,(LL)Lamine Ouahab[ALG]d.Rune,1-6 6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
16‑Nov‑2020,M15 Villena,Clay,R32,547,1325,Runed.(LL)Juan Pablo Canas Garcia[ESP],6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
9‑Nov‑2020,M15 Valldoreix,Clay,F,545,314,Runed.(2)Javier Barranco Cosano[ESP],7-6(0) 6-3,,,,,,,,,,,,,,,,,,,,,,
9‑Nov‑2020,M15 Valldoreix,Clay,SF,545,493,Runed.Thomas Laurent[FRA],6-4 6-0,,,,,,,,,,,,,,,,,,,,,,
9‑Nov‑2020,M15 Valldoreix,Clay,QF,545,439,Runed.(8)Timofey Skatov[RUS],6-2 6-2,,,,,,,,,,,,,,,,,,,,,,
9‑Nov‑2020,M15 Valldoreix,Clay,R16,545,500,Runed.Ivan Gakhov[RUS],6-0 6-1,,,,,,,,,,,,,,,,,,,,,,
9‑Nov‑2020,M15 Valldoreix,Clay,R32,545,249,Runed.(1)Marco Trungelliti[ARG],4-6 6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
2‑Nov‑2020,Parma CH,Hard,R32,551,221,Mathias Bourgue[FRA]d.(LL)Rune,7-6(5) 6-1,,0.44,1.7%,5.2%,63.8%,70.3%,33.3%,2/6,,39.6%,18.8%,29.2%,15.2%,26.7%,1/1,106,1,3,58,37,21,14
2‑Nov‑2020,Parma CH,Hard,Q2,551,271,(3)Stefano Napolitano[ITA]d.Rune,3-6 6-4 6-1,,0.84,5.8%,2.3%,73.3%,65.1%,43.5%,5/9,1:44,47.8%,34.2%,15.1%,20.9%,53.3%,2/5,159,5,2,86,63,23,11
2‑Nov‑2020,Parma CH,Hard,Q1,551,433,Runed.(8)Enrico Dalla Valle[ITA],7-6(1) 4-3 RET,,1.33,3.6%,3.6%,69.1%,76.3%,52.9%,1/2,1:27,53.1%,41.1%,9.6%,28.6%,82.4%,2/10,128,2,2,55,38,17,7
26‑Oct‑2020,Marbella CH,Clay,R32,550,221,(Alt)Elliot Benchetrit[FRA]d.(WC)Rune,1-6 6-4 6-4,,1.00,1.4%,2.9%,70.0%,63.3%,38.1%,2/7,1:57,49.4%,44.3%,4.5%,27.3%,61.4%,6/11,158,1,2,70,49,21,4
5‑Oct‑2020,M15 Setubal,Hard,R16,576,698,(Q)Naoki Nakagawa[JPN]d.Rune,7-6(5) 7-6(2),,,,,,,,,,,,,,,,,,,,,,
5‑Oct‑2020,M15 Setubal,Hard,R32,576,360,Runed.(5)Tsung Hua Yang[TPE],7-6(7) 7-5,,,,,,,,,,,,,,,,,,,,,,
21‑Sep‑2020,M15 Melilla,Clay,F,724,472,(2)Timofey Skatov[RUS]d.Rune,3-6 6-0 6-1,,,,,,,,,,,,,,,,,,,,,,
21‑Sep‑2020,M15 Melilla,Clay,SF,724,696,Runed.(8)Adrian Andreev[BUL],7-6(6) 6-1,,,,,,,,,,,,,,,,,,,,,,
21‑Sep‑2020,M15 Melilla,Clay,QF,724,613,Runed.(5)Jose Fco Vidal Azorin[ESP],6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
21‑Sep‑2020,M15 Melilla,Clay,R16,724,493,Runed.(1)Eduard Esteve Lobato[ESP],6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
21‑Sep‑2020,M15 Melilla,Clay,R32,724,1705,Runed.Lilian Marmousez[FRA],6-0 6-2,,,,,,,,,,,,,,,,,,,,,,
14‑Sep‑2020,M25 Klosters,Clay,F,725,368,(JE)Runed.(5)Jesper De Jong[NED],6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
14‑Sep‑2020,M25 Klosters,Clay,SF,725,888,(JE)Runed.Gonzalo Lama[CHI],6-2 3-6 6-1,,,,,,,,,,,,,,,,,,,,,,
14‑Sep‑2020,M25 Klosters,Clay,QF,725,1339,(JE)Runed.(WC)Dominic Stricker[SUI],6-3 3-6 6-1,,,,,,,,,,,,,,,,,,,,,,
14‑Sep‑2020,M25 Klosters,Clay,R16,725,1109,(JE)Runed.(Q)Luca Staeheli[SUI],6-2 4-6 7-5,,,,,,,,,,,,,,,,,,,,,,
14‑Sep‑2020,M25 Klosters,Clay,R32,725,292,(JE)Runed.(2)Dimitar Kuzmanov[BUL],2-6 6-1 6-1,,,,,,,,,,,,,,,,,,,,,,
31‑Aug‑2020,M15 Caslano,Clay,R16,732,290,(2)Tomas Martin Etcheverry[ARG]d.Rune,6-3 6-0,,,,,,,,,,,,,,,,,,,,,,
31‑Aug‑2020,M15 Caslano,Clay,R32,732,413,Runed.Fabrizio Ornago[ITA],6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
24‑Aug‑2020,M15 Anif,Clay,R32,821,526,(Q)Timofey Skatov[RUS]d.Rune,6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
9‑Mar‑2020,M15 Porec,Clay,R16,846,949,Runed.(Q)Matvey Minin[RUS],6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
9‑Mar‑2020,M15 Porec,Clay,R32,846,460,Runed.(7)Marko Miladinovic[SRB],6-4 1-6 6-4,,,,,,,,,,,,,,,,,,,,,,
6‑Mar‑2020,Davis Cup WG2 PO: DEN vs PUR,Hard,RR,861,,Runed.Ignacio Garcia[PUR],4-6 6-3 6-0,,,,,,,,,,,,,,,,,,,,,,
6‑Mar‑2020,Davis Cup WG2 PO: DEN vs PUR,Hard,RR,861,,Runed.Quinton Vega[USA],6-1 7-6(4),,,,,,,,,,,,,,,,,,,,,,
24‑Feb‑2020,M25 Antalya,Clay,R16,855,590,(Q)Duje Ajdukovic[CRO]d.(JE)Rune,6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
24‑Feb‑2020,M25 Antalya,Clay,R32,855,543,(JE)Runed.(WC)Marsel Ilhan[TUR],6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
10‑Feb‑2020,M25 Naples FL,Clay,R32,848,279,(1)Jose Hernandez[DOM]d.(JE)Rune,7-6(4) 6-3,,,,,,,,,,,,,,,,,,,,,,
3‑Feb‑2020,M25 Palm Coast FL,Clay,R32,852,411,Nicolas Mejia[COL]d.(JE)Rune,7-6(5) 7-6(4),,,,,,,,,,,,,,,,,,,,,,
27‑Jan‑2020,Punta Del Este CH,Clay,R64,854,317,Geoffrey Blancaneaux[FRA]d.(WC)Rune,6-1 6-2,,0.71,0.0%,1.5%,66.2%,46.5%,36.4%,9/14,1:34,41.9%,40.6%,0.0%,35.8%,63.6%,1/5,129,0,1,65,43,22,0
13‑Jan‑2020,Auckland,Hard,Q2,1019,146,(8)Vasek Pospisil[CAN]d.(WC)Rune,7-5 6-1,,0.52,0.0%,3.7%,63.0%,41.2%,60.0%,3/9,1:06,38.2%,27.1%,14.6%,15.2%,53.3%,2/4,102,0,2,54,34,20,7
6‑Jan‑2020,Noumea CH,Hard,R64,1019,218,Matthias Bachinger[GER]d.(WC)Rune,6-1 6-4,,0.66,12.2%,6.1%,71.4%,57.1%,35.7%,2/6,1:04,41.0%,32.1%,8.9%,19.4%,48.0%,1/2,105,6,3,49,35,14,5
25‑Nov‑2019,M15 Monastir,Hard,R32,1004,510,(6)Gabriel Petit[FRA]d.Rune,6-7(5) 6-1 7-5,,,,,,,,,,,,,,,,,,,,,,
7‑Oct‑2019,M15 Antalya,Clay,R16,1141,461,Michael Vrbensky[CZE]d.Rune,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
7‑Oct‑2019,M15 Antalya,Clay,R32,1141,1785,Runed.(JR   )Alexandre Aubriot[FRA],7-6(0) 6-2,,,,,,,,,,,,,,,,,,,,,,
30‑Sep‑2019,M15 Antalya,Clay,QF,1133,548,(3)Michael Vrbensky[CZE]d.Rune,6-4 6-0,,,,,,,,,,,,,,,,,,,,,,
30‑Sep‑2019,M15 Antalya,Clay,R16,1133,1234,Runed.(Q)Aziz Kijametovic[BIH],7-6(6) 6-3,,,,,,,,,,,,,,,,,,,,,,
30‑Sep‑2019,M15 Antalya,Clay,R32,1133,1112,Runed.Mike Urbanija[SLO],6-0 6-0,,,,,,,,,,,,,,,,,,,,,,
13‑Sep‑2019,Davis Cup G2 R1: DEN vs TUR,Hard,RR,1125,338,Altug Celikbilek[TUR]d.Rune,6-4 1-6 7-6(5),,,,,,,,,,,,,,,,,,,,,,
13‑Sep‑2019,Davis Cup G2 R1: DEN vs TUR,Hard,RR,1125,260,Runed.Cem Ilkel[TUR],7-6(4) 6-4,,,,,,,,,,,,,,,,,,,,,,
9‑Sep‑2019,Istanbul CH,Hard,R64,1125,257,Tristan Lamasine[FRA]d.(WC)Rune,6-1 6-3,,0.37,2.2%,6.5%,50.0%,52.2%,43.5%,3/7,0:53,34.1%,19.0%,4.8%,19.2%,18.8%,0/3,88,1,3,46,23,23,2
19‑Aug‑2019,M15 Sintra,Hard,R32,1132,620,(6)Maxime Tchoutakian[FRA]d.Rune,6-3 6-7(8) 7-5,,,,,,,,,,,,,,,,,,,,,,
5‑Aug‑2019,Manerbio CH,Clay,R64,1137,299,(ITF)Francisco Cerundolo[ARG]d.(WC)Rune,7-6(4) 6-0,,0.71,0.0%,3.7%,68.5%,62.2%,41.2%,3/7,1:11,43.2%,31.6%,3.5%,27.3%,37.5%,1/3,111,0,2,54,37,17,2
22‑Jul‑2019,M25 Pontedera,Clay,R32,559,529,Gonzalo Villanueva[ARG]d.Rune,7-6(7) 7-6(6),,,,,,,,,,,,,,,,,,,,,,
15‑Jul‑2019,Amersfoort CH,Clay,R32,601,231,(11)Daniel Masur[GER]d.(WC)Rune,3-6 6-4 6-1,,0.75,2.9%,3.9%,55.9%,54.4%,46.7%,13/18,1:42,45.1%,37.0%,9.6%,26.8%,50.0%,3/7,175,3,4,102,57,45,7
15‑Jul‑2019,Amersfoort CH,Clay,R64,601,423,(WC)Runed.Gijs Brouwer[NED],6-4 6-2,(ch),1.53,6.3%,2.1%,72.9%,74.3%,61.5%,0/1,1:01,55.8%,44.6%,9.2%,34.1%,66.7%,4/7,113,3,1,48,35,13,6
17‑Jun‑2019,Blois CH,Clay,R32,,204,(10)Constant Lestienne[FRA]d.(WC)Rune,6-4 6-3,,0.63,5.0%,6.7%,61.7%,59.5%,39.1%,3/7,1:07,41.4%,30.4%,3.6%,26.8%,40.0%,2/5,116,3,4,60,37,23,2
17‑Jun‑2019,Blois CH,Clay,R64,,,(WC)Runed.(PR)Nicolas Barrientos[COL],6-1 3-6 6-3,,1.12,4.4%,4.4%,63.2%,58.1%,40.0%,4/9,1:35,53.1%,54.3%,0.0%,47.6%,69.0%,8/15,160,3,3,68,43,25,0
7‑Apr‑2018,Davis Cup G2 R2: EGY vs DEN,Hard,RR,,311,Runed.Youssef Hossam[EGY],6-2 7-6(14),,1.33,7.1%,2.9%,57.1%,75.0%,60.0%,2/4,1:24,54.9%,41.9%,0.0%,34.1%,53.3%,4/6,144,5,2,70,40,30,0
