Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,TP,Aces,DFs,SP,1SP,2SP,vA
6‑Apr‑2025,Monte-Carlo,Clay,R64,12,43,Nuno Borges[POR]d.(10)Rune,6-2 3-0 RET,,0.56,0.0%,6.7%,53.3%,68.8%,21.4%,1/4,0:42,37.3%,29.7%,16.2%,18.5%,60.0%,0/2,67,0,2,30,16,14,6
19‑Mar‑2025,Miami Masters,Hard,R64,12,114,(PR)Reilly Opelka[USA]d.(11)Rune,4-6 6-3 7-6(5),,0.89,1.1%,5.4%,63.4%,76.3%,58.8%,2/3,2:03,48.4%,26.9%,22.6%,23.8%,33.3%,1/2,186,1,5,93,59,34,21
5‑Mar‑2025,Indian Wells Masters,Hard,F,13,14,(13)Jack Draper[GBR]d.(12)Rune,6-2 6-2,(ch),0.54,1.9%,3.8%,65.4%,58.8%,38.9%,3/7,1:09,39.8%,26.1%,21.7%,7.7%,50.0%,0/0,98,1,2,52,34,18,10
5‑Mar‑2025,Indian Wells Masters,Hard,SF,13,6,(12)Runed.(5)Daniil Medvedev[RUS],7-5 6-4,(ch),1.27,1.4%,2.9%,67.1%,72.3%,60.9%,1/2,1:39,55.4%,40.0%,3.3%,33.3%,46.7%,3/4,130,1,2,70,47,23,2
5‑Mar‑2025,Indian Wells Masters,Hard,QF,13,43,(12)Runed.Tallon Griekspoor[NED],5-7 6-0 6-3,(ch),1.53,8.1%,0.0%,68.9%,76.5%,47.8%,1/4,2:08,57.4%,49.5%,3.2%,36.7%,71.4%,6/15,169,6,0,74,51,23,3
5‑Mar‑2025,Indian Wells Masters,Hard,R16,13,9,(12)Runed.(8)Stefanos Tsitsipas[GRE],6-4 6-4,(ch),1.45,5.2%,0.0%,70.7%,73.2%,64.7%,5/6,1:28,56.3%,42.6%,3.3%,40.5%,45.8%,3/5,119,3,0,58,41,17,2
5‑Mar‑2025,Indian Wells Masters,Hard,R32,13,19,(12)Runed.(18)Ugo Humbert[FRA],5-7 6-4 7-5,,1.08,5.5%,8.2%,50.9%,75.0%,51.9%,7/10,2:35,51.9%,39.4%,9.6%,29.1%,51.0%,4/10,214,6,9,110,56,54,10
5‑Mar‑2025,Indian Wells Masters,Hard,R64,13,79,(12)Runed.Corentin Moutet[FRA],6-2 6-4,,1.49,4.0%,2.0%,68.0%,70.6%,56.3%,3/5,1:46,57.5%,50.8%,3.2%,51.2%,50.0%,5/11,113,2,1,50,34,16,2
24‑Feb‑2025,Acapulco,Hard,R16,13,42,Brandon Nakashima[USA]d.(4)Rune,3-0 RET,,0.30,0.0%,0.0%,50.0%,33.3%,33.3%,0/1,0:10,25.0%,20.0%,20.0%,0.0%,40.0%,0/0,16,0,0,6,3,3,2
24‑Feb‑2025,Acapulco,Hard,R32,13,50,(4)Runed.Roberto Carballes Baena[ESP],7-6(4) 6-3,,1.17,4.3%,0.0%,59.4%,78.0%,42.9%,2/4,1:58,53.3%,42.4%,1.5%,35.4%,61.1%,3/6,135,3,0,69,41,28,1
10‑Feb‑2025,Buenos Aires,Clay,R16,12,47,Mariano Navone[ARG]d.(2)Rune,6-1 7-6(2),,0.64,0.0%,1.5%,67.2%,57.8%,54.5%,1/3,1:42,42.4%,27.7%,6.2%,23.8%,34.8%,0/5,132,0,1,67,45,22,4
3‑Feb‑2025,Rotterdam,Hard,R16,14,44,Pedro Martinez[ESP]d.(5)Rune,6-4 6-1,,0.55,3.4%,1.7%,56.9%,51.5%,52.0%,4/8,1:23,40.2%,26.5%,0.0%,26.5%,26.7%,1/2,107,2,1,58,33,25,0
3‑Feb‑2025,Rotterdam,Hard,R32,14,34,(5)Runed.Lorenzo Sonego[ITA],7-6(4) 6-4,(ch),1.40,6.9%,0.0%,56.9%,78.0%,58.1%,1/2,2:11,54.1%,42.9%,3.1%,34.5%,55.0%,2/13,170,5,0,72,41,31,3
31‑Jan‑2025,Davis Cup QLS R1: SRB vs DEN,Hard,RR,12,94,Hamad Medjedovic[SRB]d.Rune,2-6 6-3 6-1,,,,,,,,,,,,,,,,,,,,,,
31‑Jan‑2025,Davis Cup QLS R1: SRB vs DEN,Hard,RR,12,55,Runed.Miomir Kecmanovic[SRB],6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
13‑Jan‑2025,Australian Open,Hard,R16,13,1,(1)Jannik Sinner[ITA]d.(13)Rune,6-3 3-6 6-3 6-2,(ch),0.69,4.5%,3.6%,61.8%,66.2%,50.0%,4/8,3:13,44.2%,27.6%,13.3%,16.9%,41.3%,1/5,215,5,4,110,68,42,14
13‑Jan‑2025,Australian Open,Hard,R32,13,51,(13)Runed.Miomir Kecmanovic[SRB],6-7(5) 6-3 4-6 6-4 6-4,(ch),1.04,10.1%,3.2%,60.1%,76.8%,44.4%,3/8,3:27,51.1%,37.6%,2.7%,30.5%,50.0%,7/15,307,16,5,158,95,63,4
13‑Jan‑2025,Australian Open,Hard,R64,13,34,(13)Runed.Matteo Berrettini[ITA],7-6(3) 2-6 6-3 7-6(6),,1.19,6.3%,4.7%,63.8%,72.8%,60.9%,6/10,3:27,51.8%,37.6%,10.7%,35.2%,43.9%,3/10,276,8,6,127,81,46,16
13‑Jan‑2025,Australian Open,Hard,R128,13,49,(13)Runed.Zhizhen Zhang[CHN],4-6 6-3 6-4 3-6 6-4,,1.19,7.6%,3.1%,65.6%,72.1%,68.9%,3/6,3:10,52.0%,34.5%,14.8%,22.8%,56.0%,4/10,273,10,4,131,86,45,21
30‑Dec‑2024,Brisbane,Hard,R32,13,28,Jiri Lehecka[CZE]d.(3)Rune,7-5 6-3,(ch),0.76,1.6%,3.2%,64.5%,52.5%,50.0%,1/6,1:24,43.8%,36.8%,7.4%,32.6%,44.0%,2/9,130,1,2,62,40,22,5
28‑Oct‑2024,Paris Masters,Hard,SF,13,3,(3)Alexander Zverev[GER]d.(13)Rune,6-3 7-6(4),(ch),0.68,12.0%,2.7%,61.3%,71.7%,48.3%,3/5,1:46,45.1%,25.4%,13.4%,17.8%,40.9%,1/3,142,9,2,75,46,29,9
28‑Oct‑2024,Paris Masters,Hard,QF,13,10,(13)Runed.(9)Alex De Minaur[AUS],6-4 4-6 7-5,,1.17,5.7%,1.1%,66.7%,79.3%,51.7%,2/4,2:26,51.9%,35.1%,5.3%,22.7%,46.0%,3/9,181,5,1,87,58,29,5
28‑Oct‑2024,Paris Masters,Hard,R16,13,85,(13)Runed.(LL)Arthur Cazaux[FRA],3-6 6-3 6-4,,1.08,16.7%,6.0%,65.5%,72.7%,55.2%,2/4,2:05,51.5%,36.1%,10.8%,30.2%,46.7%,3/5,167,14,5,84,55,29,9
28‑Oct‑2024,Paris Masters,Hard,R32,13,33,(13)Runed.Alexander Bublik[KAZ],6-4 6-2,,1.56,5.7%,1.9%,66.0%,82.9%,55.6%,2/2,1:11,55.4%,41.2%,13.2%,28.9%,65.2%,3/7,121,3,1,53,35,18,9
28‑Oct‑2024,Paris Masters,Hard,R64,13,38,(13)Runed.Matteo Arnaldi[ITA],6-4 6-4,,1.03,9.1%,3.9%,62.3%,70.8%,62.1%,5/5,1:29,53.0%,33.3%,7.0%,12.0%,50.0%,2/3,134,7,3,77,48,29,4
21‑Oct‑2024,Basel,Hard,SF,14,50,Giovanni Mpetshi Perricard[FRA]d.(4)Rune,7-6(6) 6-4,(ch),0.94,8.5%,3.4%,52.5%,80.6%,78.6%,1/2,1:18,48.4%,19.0%,27.0%,13.2%,28.0%,0/0,122,5,2,59,31,28,17
21‑Oct‑2024,Basel,Hard,QF,14,54,(4)Runed.(LL)David Goffin[BEL],6-2 6-4,,1.61,10.5%,8.8%,54.4%,77.4%,57.7%,1/2,1:20,59.2%,50.8%,7.9%,33.3%,70.0%,4/11,120,6,5,57,31,26,5
21‑Oct‑2024,Basel,Hard,R16,14,258,(4)Runed.(WC)Dominic Stricker[SUI],6-3 7-6(2),,1.25,13.5%,2.7%,64.9%,81.3%,50.0%,1/2,1:27,55.1%,37.1%,11.3%,30.6%,46.2%,2/4,136,10,2,74,48,26,7
21‑Oct‑2024,Basel,Hard,R32,14,34,(4)Runed.Nicolas Jarry[CHI],6-4 7-6(3),,1.45,15.0%,6.7%,63.3%,89.5%,63.6%,0/0,1:26,54.1%,29.0%,17.7%,13.2%,54.2%,1/2,122,9,4,60,38,22,11
2‑Oct‑2024,Shanghai Masters,Hard,R16,14,7,(7)Taylor Fritz[USA]d.(12)Rune,6-1 6-2,(ch),0.48,5.0%,12.5%,57.5%,60.9%,29.4%,0/4,0:55,35.2%,25.0%,18.8%,14.3%,53.8%,0/1,88,2,5,40,23,17,9
2‑Oct‑2024,Shanghai Masters,Hard,R32,14,34,(12)Runed.Jiri Lehecka[CZE],6-4 7-5,,1.39,4.3%,1.4%,52.2%,75.0%,69.7%,2/2,1:49,54.9%,38.4%,15.1%,29.5%,51.7%,2/6,142,3,1,69,36,33,11
2‑Oct‑2024,Shanghai Masters,Hard,R64,14,44,(12)Runed.Matteo Berrettini[ITA],4-6 6-4 6-3,,1.31,8.5%,0.0%,62.2%,82.4%,67.7%,2/3,1:59,54.0%,30.4%,20.3%,25.5%,39.3%,2/5,161,7,0,82,51,31,16
25‑Sep‑2024,Tokyo,Hard,SF,14,24,Arthur Fils[FRA]d.(6)Rune,7-6(8) 7-6(10),(ch),1.09,8.0%,4.5%,63.6%,73.2%,56.3%,2/3,2:23,50.8%,35.8%,5.3%,22.4%,56.8%,1/4,183,7,4,88,56,32,5
25‑Sep‑2024,Tokyo,Hard,QF,14,200,(6)Runed.(WC)Kei Nishikori[JPN],3-6 6-2 7-5,,1.10,6.6%,0.0%,69.2%,71.4%,57.1%,6/8,2:16,51.6%,36.3%,1.1%,31.3%,48.1%,4/9,182,6,0,91,63,28,1
25‑Sep‑2024,Tokyo,Hard,R16,14,59,(6)Runed.(WC)Yoshihito Nishioka[JPN],6-2 6-4,,2.39,25.6%,2.3%,79.1%,88.2%,44.4%,0/1,1:07,63.2%,50.0%,3.8%,48.5%,52.6%,4/8,95,11,1,43,34,9,2
25‑Sep‑2024,Tokyo,Hard,R32,14,22,(6)Runed.Alejandro Tabilo[CHI],6-2 5-7 6-4,,1.15,10.9%,2.2%,65.2%,78.3%,46.9%,3/5,2:15,52.1%,37.5%,7.3%,33.3%,46.7%,4/9,188,10,2,92,60,32,7
18‑Sep‑2024,Hangzhou,Hard,R16,14,160,(Q)Yasutaka Uchiyama[JPN]d.(1)Rune,7-5 6-4,,0.70,8.0%,5.7%,71.6%,61.9%,32.0%,10/14,1:40,44.7%,32.8%,12.5%,23.3%,52.4%,2/4,152,7,5,88,63,25,8
26‑Aug‑2024,US Open,Hard,R128,15,50,Brandon Nakashima[USA]d.(15)Rune,6-2 6-1 6-4,(ch),0.49,2.4%,6.0%,39.3%,69.7%,41.2%,8/13,1:55,38.9%,23.3%,15.1%,16.3%,37.5%,0/6,157,2,5,84,33,51,11
12‑Aug‑2024,Cincinnati Masters,Hard,SF,16,26,Frances Tiafoe[USA]d.(15)Rune,4-6 6-1 7-6(4),(ch),0.80,13.5%,9.0%,48.3%,79.1%,45.7%,3/6,2:08,45.9%,30.4%,14.1%,21.7%,39.1%,2/6,181,12,8,89,43,46,13
12‑Aug‑2024,Cincinnati Masters,Hard,QF,16,27,(15)Runed.Jack Draper[GBR],6-4 6-2,,1.17,1.7%,5.2%,51.7%,80.0%,57.1%,3/3,1:16,54.3%,36.2%,6.4%,17.4%,54.2%,3/3,105,1,3,58,30,28,3
12‑Aug‑2024,Cincinnati Masters,Hard,R16,16,46,(15)Runed.Gael Monfils[FRA],3-6 6-3 6-4,,0.92,4.3%,4.3%,53.8%,70.0%,67.4%,7/8,2:14,51.2%,28.8%,11.0%,15.8%,42.9%,2/3,166,4,4,93,50,43,8
12‑Aug‑2024,Cincinnati Masters,Hard,R32,16,39,(15)Runed.(Q)Nuno Borges[POR],6-3 7-6(8),,1.23,4.6%,3.1%,50.8%,72.7%,59.4%,0/2,1:50,52.4%,41.5%,3.7%,21.4%,62.5%,3/7,147,3,2,65,33,32,3
12‑Aug‑2024,Cincinnati Masters,Hard,R64,16,42,(15)Runed.(WC)Matteo Berrettini[ITA],2-6 6-1 6-4,,1.02,5.9%,2.9%,61.8%,61.9%,61.5%,0/3,1:49,50.0%,38.9%,9.7%,27.3%,57.1%,4/8,140,4,2,68,42,26,7
5‑Aug‑2024,Canada Masters,Hard,R16,17,4,(2)Alexander Zverev[GER]d.(13)Rune,6-3 7-6(5),(ch),0.71,2.7%,8.2%,60.3%,70.5%,48.3%,4/7,1:43,46.2%,27.1%,13.6%,23.1%,35.0%,1/3,132,2,6,73,44,29,8
5‑Aug‑2024,Canada Masters,Hard,R32,17,799,(13)Runed.(PR)Pablo Carreno Busta[ESP],6-1 6-3,,2.00,9.3%,0.0%,58.1%,76.0%,77.8%,0/0,1:06,59.4%,46.6%,3.4%,36.4%,60.0%,4/10,101,4,0,43,25,18,2
5‑Aug‑2024,Canada Masters,Hard,R64,17,72,(13)Runed.(LL)Roberto Bautista Agut[ESP],6-2 3-6 6-2,,1.15,9.5%,8.3%,50.0%,73.8%,54.8%,3/4,2:04,52.3%,41.1%,0.0%,34.6%,50.0%,4/8,174,8,7,84,42,42,0
15‑Jul‑2024,Hamburg,Clay,QF,17,28,(5)Arthur Fils[FRA]d.(2)Rune,6-4 4-1 RET,(ch),0.54,4.3%,2.2%,69.6%,59.4%,50.0%,0/3,1:05,41.7%,23.7%,5.3%,20.8%,28.6%,0/0,84,2,1,46,32,14,2
15‑Jul‑2024,Hamburg,Clay,R16,17,151,(2)Runed.(Q)Marco Trungelliti[ARG],6-4 6-3,,1.32,13.8%,0.0%,70.7%,73.2%,58.8%,3/4,1:19,56.1%,40.8%,0.0%,32.0%,50.0%,3/6,107,8,0,58,41,17,0
15‑Jul‑2024,Hamburg,Clay,R32,17,45,(2)Runed.Fabian Marozsan[HUN],6-4 6-4,,1.56,10.7%,5.4%,64.3%,88.9%,55.0%,4/4,1:20,54.4%,36.2%,2.9%,34.0%,40.9%,2/5,125,6,3,56,36,20,2
1‑Jul‑2024,Wimbledon,Grass,R16,15,2,(2)Novak Djokovic[SRB]d.(15)Rune,6-3 6-4 6-2,(ch),0.66,3.8%,5.0%,53.8%,69.8%,48.6%,10/14,2:03,43.1%,26.2%,6.3%,25.5%,27.6%,0/2,160,3,4,80,43,37,5
1‑Jul‑2024,Wimbledon,Grass,R32,15,220,(15)Runed.(Q)Quentin Halys[FRA],1-6 6-7(4) 6-4 7-6(4) 6-1,,1.04,10.9%,3.4%,63.9%,74.5%,66.0%,4/6,2:59,50.5%,29.7%,19.6%,15.7%,50.8%,3/9,295,16,5,147,94,53,29
1‑Jul‑2024,Wimbledon,Grass,R64,15,74,(15)Runed.Thiago Seyboth Wild[BRA],3-6 6-3 6-2 6-2,,1.46,16.8%,4.2%,63.2%,81.7%,60.0%,6/7,2:10,54.6%,38.4%,6.3%,34.3%,45.2%,5/13,207,16,4,95,60,35,7
1‑Jul‑2024,Wimbledon,Grass,R128,15,367,(15)Runed.Soon Woo Kwon[KOR],6-1 6-4 6-4,,2.44,23.5%,2.9%,61.8%,95.2%,61.5%,0/0,1:36,60.4%,43.0%,2.3%,34.0%,57.6%,4/13,154,16,2,68,42,26,2
17‑Jun‑2024,Queen's Club,Grass,R32,15,43,Jordan Thompson[AUS]d.(7)Rune,4-6 7-6(4) 6-3,,0.70,9.9%,2.2%,63.7%,77.6%,54.5%,2/3,2:03,46.6%,21.7%,9.6%,16.7%,31.0%,1/1,174,9,2,91,58,33,8
27‑May‑2024,Roland Garros,Clay,R16,13,4,(4)Alexander Zverev[GER]d.(13)Rune,4-6 6-1 5-7 7-6(2) 6-2,(ch),0.78,6.0%,1.8%,57.1%,65.6%,45.8%,15/23,,46.6%,33.6%,11.7%,22.9%,58.5%,6/10,305,10,3,168,96,72,16
27‑May‑2024,Roland Garros,Clay,R32,13,145,(13)Runed.(LL)Jozef Kovalik[SVK],7-5 6-1 7-6(2),,1.38,5.0%,8.0%,53.0%,71.7%,61.7%,4/6,,56.2%,45.6%,1.0%,45.3%,46.2%,5/11,203,5,8,100,53,47,1
27‑May‑2024,Roland Garros,Clay,R64,13,53,(13)Runed.Flavio Cobolli[ITA],6-4 6-3 3-6 3-6 7-6(7),(ch),1.06,2.0%,4.6%,52.0%,73.4%,57.5%,6/10,,50.2%,36.4%,8.1%,25.5%,49.4%,4/19,325,3,7,152,79,73,14
27‑May‑2024,Roland Garros,Clay,R128,13,62,(13)Runed.Daniel Evans[GBR],6-4 6-4 6-4,,1.23,8.3%,2.1%,59.4%,75.4%,56.4%,3/4,,53.3%,39.6%,2.0%,30.6%,48.1%,4/11,197,8,2,96,57,39,2
6‑May‑2024,Rome Masters,Clay,R32,12,19,(17)Sebastian Baez[ARG]d.(10)Rune,2-6 6-2 6-3,,0.74,1.3%,5.3%,57.3%,58.1%,46.9%,1/6,1:48,44.2%,34.7%,0.0%,30.9%,47.1%,3/6,147,1,4,75,43,32,0
6‑May‑2024,Rome Masters,Clay,R64,12,81,(10)Runed.Luca Nardi[ITA],6-4 6-4,,1.31,1.5%,1.5%,58.2%,79.5%,60.7%,6/6,1:42,55.6%,37.3%,1.7%,28.6%,45.2%,2/4,126,1,1,67,39,28,1
22‑Apr‑2024,Madrid Masters,Clay,R32,12,25,(24)Tallon Griekspoor[NED]d.(11)Rune,6-4 4-6 6-3,(ch),0.67,4.8%,1.9%,63.8%,62.7%,57.9%,10/12,2:13,45.5%,26.2%,6.0%,19.2%,37.5%,1/3,189,5,2,105,67,38,5
22‑Apr‑2024,Madrid Masters,Clay,R64,12,41,(11)Runed.Mariano Navone[ARG],5-7 7-6(2) 6-4,,0.96,4.6%,2.3%,65.6%,65.1%,46.7%,7/12,2:58,50.2%,39.6%,0.0%,41.1%,36.4%,5/11,237,6,3,131,86,45,0
15‑Apr‑2024,Munich,Clay,SF,12,28,(4)Jan Lennard Struff[GER]d.(2)Rune,6-2 6-0,(ch),0.33,0.0%,4.9%,63.4%,50.0%,26.7%,2/7,0:45,31.2%,19.4%,22.2%,5.0%,37.5%,0/1,77,0,2,41,26,15,8
15‑Apr‑2024,Munich,Clay,QF,12,223,(2)Runed.(Q)Marc Andrea Huesler[SUI],6-4 7-6(3),,1.32,3.9%,0.0%,68.4%,78.8%,62.5%,4/4,1:41,54.7%,34.7%,9.7%,32.7%,39.1%,1/6,148,3,0,76,52,24,7
15‑Apr‑2024,Munich,Clay,R16,12,93,(2)Runed.Daniel Elahi Galan[COL],6-4 6-2,,1.61,13.0%,3.7%,51.9%,92.9%,50.0%,1/1,1:39,57.1%,44.6%,3.1%,41.9%,50.0%,3/4,119,7,2,54,28,26,2
8‑Apr‑2024,Monte Carlo Masters,Clay,QF,7,2,(2)Jannik Sinner[ITA]d.(7)Rune,6-4 6-7(6) 6-3,(ch),0.63,6.3%,5.3%,52.6%,82.0%,48.9%,6/8,2:40,44.3%,21.1%,5.6%,13.2%,32.4%,0/2,185,6,5,95,50,45,5
8‑Apr‑2024,Monte Carlo Masters,Clay,R16,7,9,(7)Runed.(9)Grigor Dimitrov[BUL],7-6(9) 3-6 7-6(2),(ch),0.94,2.2%,2.2%,69.6%,63.8%,53.7%,7/10,3:30,49.6%,36.8%,2.6%,27.0%,53.5%,1/4,252,3,3,135,94,41,3
8‑Apr‑2024,Monte Carlo Masters,Clay,R32,7,93,(7)Runed.(Q)Sumit Nagal[IND],6-3 3-6 6-2,,1.48,4.3%,4.3%,54.3%,81.6%,56.3%,4/7,2:11,55.7%,44.3%,0.0%,38.2%,54.5%,5/11,158,3,3,70,38,32,0
18‑Mar‑2024,Miami Masters,Hard,R64,7,57,Fabian Marozsan[HUN]d.(6)Rune,6-1 6-1,(ch),0.55,2.4%,4.9%,61.0%,40.0%,43.8%,0/5,0:59,36.3%,32.0%,8.0%,24.4%,66.7%,0/3,91,1,2,41,25,16,4
4‑Mar‑2024,Indian Wells Masters,Hard,QF,7,4,(4)Daniil Medvedev[RUS]d.(7)Rune,7-5 6-4,,0.76,0.0%,7.1%,56.0%,68.1%,37.8%,6/10,1:59,45.2%,34.2%,5.5%,31.8%,37.9%,2/8,157,0,6,84,47,37,4
4‑Mar‑2024,Indian Wells Masters,Hard,R16,7,12,(7)Runed.(12)Taylor Fritz[USA],2-6 7-6(2) 6-3,(ch),1.14,4.3%,4.3%,56.4%,77.4%,61.0%,4/6,2:18,52.4%,34.1%,8.8%,30.8%,38.5%,1/3,185,4,4,94,53,41,8
4‑Mar‑2024,Indian Wells Masters,Hard,R32,7,26,(7)Runed.(26)Lorenzo Musetti[ITA],6-2 7-6(5),,1.67,5.1%,1.7%,64.4%,81.6%,71.4%,2/2,1:36,55.9%,36.8%,1.5%,32.6%,45.5%,2/6,127,3,1,59,38,21,1
4‑Mar‑2024,Indian Wells Masters,Hard,R64,7,224,(7)Runed.(PR)Milos Raonic[CAN],W/O,,,,,,,,,,,,,,,,,,,,,,
26‑Feb‑2024,Acapulco,Hard,SF,7,11,(6)Casper Ruud[NOR]d.(2)Rune,3-6 6-3 6-4,,0.99,12.2%,3.7%,48.8%,72.5%,54.8%,5/9,2:23,49.4%,36.4%,5.7%,25.0%,56.3%,3/10,170,10,3,82,40,42,5
26‑Feb‑2024,Acapulco,Hard,QF,7,58,(2)Runed.Dominik Koepfer[GER],7-6(2) 7-6(0),,1.09,8.8%,1.3%,65.0%,76.9%,46.4%,2/5,1:59,52.7%,36.8%,5.9%,28.2%,48.3%,3/3,148,7,1,80,52,28,4
26‑Feb‑2024,Acapulco,Hard,R16,7,93,(2)Runed.(Q)Aleksandar Kovacevic[USA],7-6(5) 6-2,,1.33,14.9%,1.4%,58.1%,74.4%,67.7%,7/7,1:50,55.7%,37.9%,10.6%,20.0%,65.4%,2/7,140,11,1,74,43,31,7
26‑Feb‑2024,Acapulco,Hard,R32,7,122,(2)Runed.(Q)Michael Mmoh[USA],6-2 6-3,,1.59,11.1%,3.7%,53.7%,86.2%,52.0%,5/5,1:32,58.9%,47.2%,3.8%,29.0%,72.7%,3/6,107,6,2,54,29,25,2
12‑Feb‑2024,Rotterdam,Hard,R16,7,57,Alexander Shevchenko[KAZ]d.(3)Rune,6-4 1-6 6-3,(ch),1.30,13.4%,0.0%,59.7%,85.0%,55.6%,1/3,1:36,52.4%,35.0%,7.5%,18.9%,66.7%,2/6,147,9,0,67,40,27,6
12‑Feb‑2024,Rotterdam,Hard,R32,7,39,(3)Runed.Roman Safiullin[RUS],6-4 2-6 6-1,,1.15,7.4%,3.7%,63.0%,68.6%,63.3%,6/8,1:53,52.5%,38.3%,11.1%,23.9%,57.1%,3/10,162,6,3,81,51,30,9
29‑Jan‑2024,Montpellier,Hard,SF,7,37,(4)Borna Coric[CRO]d.(1)Rune,6-3 4-1 RET,,0.44,4.5%,6.8%,54.5%,50.0%,45.0%,6/10,0:57,36.7%,22.9%,0.0%,20.7%,33.3%,1/2,79,2,3,44,24,20,0
29‑Jan‑2024,Montpellier,Hard,QF,7,133,(1)Runed.Michael Mmoh[USA],7-6(6) 6-4,,1.43,23.6%,1.4%,61.1%,75.0%,67.9%,3/4,2:02,54.4%,39.8%,9.1%,31.1%,59.3%,2/9,160,17,1,72,44,28,8
29‑Jan‑2024,Montpellier,Hard,R16,7,156,(1)Runed.(Q)Pablo Llamas Ruiz[ESP],7-5 6-2,,1.35,10.2%,5.1%,64.4%,73.7%,57.1%,1/2,1:26,54.7%,43.5%,1.4%,37.5%,57.1%,4/13,128,6,3,59,38,21,1
15‑Jan‑2024,Australian Open,Hard,R64,8,122,(WC)Arthur Cazaux[FRA]d.(8)Rune,7-6(4) 6-4 4-6 6-3,(ch),0.79,4.4%,2.9%,55.5%,72.4%,57.4%,5/8,3:22,47.8%,27.1%,15.3%,17.6%,43.2%,1/4,255,6,4,137,76,61,18
15‑Jan‑2024,Australian Open,Hard,R128,8,61,(8)Runed.Yoshihito Nishioka[JPN],6-2 4-6 7-6(3) 6-4,,1.30,12.6%,3.7%,63.7%,76.7%,59.2%,6/7,3:25,54.4%,38.5%,3.0%,31.3%,50.0%,3/11,270,17,5,135,86,49,4
1‑Jan‑2024,Brisbane,Hard,F,8,14,(2)Grigor Dimitrov[BUL]d.(1)Rune,7-6(5) 6-4,(ch),0.77,9.5%,3.2%,61.1%,75.9%,43.2%,8/9,2:16,47.9%,28.4%,10.8%,23.1%,40.9%,0/3,169,9,3,95,58,37,8
1‑Jan‑2024,Brisbane,Hard,SF,8,39,(1)Runed.Roman Safiullin[RUS],6-4 7-6(0),,1.24,9.7%,5.6%,66.7%,81.3%,45.8%,1/2,1:37,54.3%,37.9%,7.6%,11.4%,67.7%,2/7,138,7,4,72,48,24,5
1‑Jan‑2024,Brisbane,Hard,QF,8,116,(1)Runed.(Q)James Duckworth[AUS],6-2 7-6(6),,1.49,20.0%,0.0%,55.4%,86.1%,58.6%,1/1,1:45,54.9%,39.0%,6.5%,39.2%,38.5%,2/5,142,13,0,65,36,29,5
1‑Jan‑2024,Brisbane,Hard,R16,8,48,(1)Runed.Alexander Shevchenko[KAZ],6-4 5-7 6-2,(ch),1.30,13.2%,2.2%,62.6%,75.4%,64.7%,5/6,2:27,52.8%,37.0%,4.6%,27.4%,50.0%,3/10,199,12,2,91,57,34,5
1‑Jan‑2024,Brisbane,Hard,R32,8,45,(1)Runed.Max Purcell[AUS],4-6 6-4 6-2,,1.20,16.7%,0.0%,80.6%,74.1%,57.1%,3/5,1:40,52.7%,35.1%,8.1%,27.1%,50.0%,4/6,146,12,0,72,58,14,6
13‑Nov‑2023,Tour Finals,Hard,RR,8,1,(1)Novak Djokovic[SRB]d.(8)Rune,7-6(4) 6-7(1) 6-3,(ch),0.94,16.5%,6.4%,60.6%,74.2%,41.9%,4/8,3:04,48.8%,36.1%,9.3%,25.7%,58.8%,3/6,217,18,7,109,66,43,10
13‑Nov‑2023,Tour Finals,Hard,RR,8,4,(4)Jannik Sinner[ITA]d.(8)Rune,6-2 5-7 6-4,,0.66,13.8%,2.8%,64.2%,71.4%,41.0%,7/10,2:32,45.6%,26.2%,13.1%,16.3%,40.0%,1/5,193,15,3,109,70,39,11
13‑Nov‑2023,Tour Finals,Hard,RR,8,6,(8)Runed.Stefanos Tsitsipas[GRE],2-1 RET,,1.12,6.7%,6.7%,66.7%,60.0%,80.0%,2/2,0:17,56.5%,37.5%,12.5%,16.7%,100.0%,0/0,23,1,1,15,10,5,1
30‑Oct‑2023,Paris Masters,Hard,QF,7,1,(1)Novak Djokovic[SRB]d.(6)Rune,7-5 6-7(3) 6-4,(ch),0.86,8.2%,3.1%,70.4%,72.5%,62.1%,1/4,2:54,48.7%,26.4%,11.0%,17.0%,36.4%,1/1,189,8,3,98,69,29,10
30‑Oct‑2023,Paris Masters,Hard,R16,7,54,(6)Runed.Daniel Altmaier[GER],6-3 6-3,,1.53,9.1%,3.6%,56.4%,80.6%,62.5%,3/3,1:20,57.3%,41.8%,9.1%,37.1%,50.0%,3/4,110,5,2,55,31,24,5
30‑Oct‑2023,Paris Masters,Hard,R32,7,108,(6)Runed.(Q)Dominic Thiem[AUT],6-4 6-2,(ch),1.29,10.0%,5.0%,61.7%,81.1%,47.8%,5/5,1:31,55.3%,40.7%,7.4%,33.3%,52.4%,3/6,114,6,3,60,37,23,4
23‑Oct‑2023,Basel,Hard,SF,6,19,(6)Felix Auger Aliassime[CAN]d.(1)Rune,6-3 6-2,,0.53,5.3%,3.5%,80.7%,58.7%,36.4%,4/7,1:22,40.2%,24.0%,10.0%,17.9%,31.8%,0/2,107,3,2,57,46,11,5
