Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Sao Paulo QF,W vsDellien,70% (7/10),63% (5/8),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Sao Paulo R16,W vsSousa,53% (9/17),60% (3/5),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Sao Paulo R32,W vsMonteiro,71% (10/14),50% (2/4),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Rio de Janeiro QF,L vsDjere,70% (7/10),67% (2/3),0/0,0/0,56% (5/9),1/3,1/2,- (0/0),- (0/0)
2019 Rio de Janeiro R16,W vsSousa,77% (10/13),45% (5/11),2/3,1/2,69% (9/13),0/1,0/0,- (0/0),- (0/0)
2019 Rio de Janeiro R32,W vsBerlocq,67% (8/12),67% (4/6),2/3,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 Rio de Janeiro Q2,W vsBagnis,59% (10/17),43% (3/7),2/4,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Rio de Janeiro Q1,W vsBellucci,71% (10/14),29% (2/7),2/6,1/5,60% (3/5),2/2,0/0,75% (9/12),50% (6/12)
2019 Buenos Aires Q1,L vsDutra Silva,53% (10/19),40% (2/5),1/2,0/0,73% (11/15),5/7,2/3,- (0/0),- (0/0)
2019 Cordoba Q1,L vsCoria,58% (7/12),22% (2/9),0/0,0/0,33% (2/6),4/6,0/1,- (0/0),- (0/0)
2019 Koblenz CH R16,L vsGriekspoor,73% (8/11),50% (1/2),1/2,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2019 Koblenz CH R32,W vsBrancaccio,87% (13/15),33% (3/9),2/3,1/1,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2019 Playford CH QF,L vsDutra Silva,58% (7/12),- (0/0),0/0,0/0,50% (3/6),1/3,0/1,- (0/0),- (0/0)
2019 Playford CH R16,W vsLaaksonen,71% (10/14),67% (2/3),2/3,1/2,100% (7/7),0/0,0/0,- (0/0),- (0/0)
2019 Playford CH R32,W vsDe Greef,89% (8/9),36% (4/11),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Las Vegas CH SF,L vsKokkinakis,50% (5/10),0% (0/1),0/0,0/0,64% (7/11),3/5,1/2,- (0/0),- (0/0)
2018 Las Vegas CH QF,W vsMajchrzak,63% (12/19),22% (2/9),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Las Vegas CH R16,W vsKing,80% (8/10),57% (4/7),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Las Vegas CH R32,W vsKrueger,80% (12/15),100% (3/3),2/3,1/1,50% (2/4),0/1,0/0,- (0/0),- (0/0)
2018 Calgary  CH SF,L vsThompson,50% (11/22),20% (1/5),1/4,0/3,64% (7/11),0/2,0/1,73% (8/11),25% (3/12)
2018 Calgary  CH QF,W vsSchnur,50% (13/26),38% (3/8),2/2,1/1,83% (10/12),2/3,0/0,- (0/0),- (0/0)
2018 Calgary  CH R16,W vsChoinski,75% (9/12),60% (3/5),2/4,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Calgary  CH R32,W vsGonzalez,72% (13/18),23% (3/13),2/6,1/1,25% (1/4),0/1,0/0,100% (5/5),40% (2/5)
2018 Fairfield CH SF,L vsFratangelo,44% (4/9),- (0/0),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2018 Fairfield CH QF,W vsFanselow,70% (7/10),100% (5/5),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Fairfield CH R16,W vsAragone,60% (9/15),21% (3/14),2/3,1/1,0% (0/1),0/0,0/0,83% (5/6),40% (2/5)
2018 Stockton CH R16,L vsEubanks,64% (7/11),0% (0/3),0/4,0/0,60% (3/5),1/3,1/2,56% (5/9),33% (3/9)
2018 Stockton CH R32,W vsChoinski,67% (8/12),44% (4/9),2/6,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Szczecin CH R32,L vsBarrios Vera,64% (9/14),30% (3/10),0/3,0/0,57% (4/7),5/7,2/3,55% (6/11),18% (2/11)
2018 Sevilla CH R32,W vsPavlasek,77% (10/13),50% (2/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 US Open R128,L vsPella,45% (9/20),0% (0/1),0/0,0/0,38% (3/8),1/4,1/2,- (0/0),- (0/0)
2018 Pullach CH R32,L vsPuetz,63% (12/19),50% (2/4),1/1,0/0,50% (3/6),1/3,1/2,71% (5/7),14% (1/7)
2018 Sopot CH R32,L vsSmirnov,60% (9/15),44% (4/9),1/2,0/0,55% (6/11),2/4,2/3,- (0/0),- (0/0)
2018 Hamburg R32,L vsSchwartzman,57% (8/14),40% (4/10),1/1,0/0,58% (7/12),1/3,0/1,- (0/0),- (0/0)
2018 Bastad QF,L vsGasquet,78% (7/9),20% (1/5),0/0,0/0,57% (4/7),1/3,1/2,60% (3/5),17% (1/6)
2018 Bastad R16,W vsFerrer,62% (8/13),100% (5/5),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2018 Bastad R32,W vsMunar,68% (13/19),28% (5/18),2/5,1/1,86% (6/7),1/2,0/0,63% (5/8),25% (2/8)
2018 Braunschweig CH R32,L vsCarballes Baena,69% (11/16),57% (4/7),1/2,0/0,29% (2/7),2/4,2/3,20% (1/5),40% (2/5)
2018 Poprad Tatry CH R16,L vsGutierrez Ferrol,75% (3/4),50% (2/4),0/0,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2018 Caltanissetta CH R32,L vsDonati,53% (8/15),27% (3/11),0/5,0/0,60% (6/10),7/9,0/1,56% (5/9),33% (3/9)
2018 Roland Garros R64,L vsRamos,50% (8/16),40% (2/5),0/0,0/0,45% (5/11),5/8,3/4,- (0/0),- (0/0)
2018 Roland Garros R128,W vsThompson,62% (16/26),53% (8/15),3/3,1/1,50% (6/12),1/3,0/0,- (0/0),- (0/0)
2018 Heilbronn CH R32,L vsBrown,68% (13/19),67% (2/3),1/1,0/0,60% (3/5),0/2,0/1,60% (3/5),17% (1/6)
2018 Braga CH F,L vsSousa,75% (6/8),43% (3/7),1/1,0/0,25% (2/8),1/3,0/1,- (0/0),- (0/0)
2018 Braga CH SF,W vsDe Minaur,82% (9/11),43% (3/7),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2018 Braga CH QF,W vsHanfmann,62% (8/13),80% (4/5),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Braga CH R16,W vsNovak,67% (6/9),55% (6/11),2/2,1/1,73% (8/11),0/0,0/0,- (0/0),- (0/0)
2018 Braga CH R32,W vsFurness,50% (7/14),45% (5/11),2/3,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2018 Munich R16,L vsBautista Agut,54% (7/13),- (0/0),0/0,0/0,80% (8/10),3/5,1/2,- (0/0),- (0/0)
2018 Munich R32,W vsCopil,77% (10/13),50% (2/4),2/4,1/3,100% (2/2),0/0,0/0,80% (4/5),60% (3/5)
2018 Francavilla Al Mare CH F,L vsQuinzi,67% (4/6),100% (1/1),0/0,0/0,55% (6/11),5/7,1/2,- (0/0),- (0/0)
2018 Francavilla Al Mare CH SF,W vsHoang,53% (9/17),67% (4/6),2/2,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2018 Francavilla Al Mare CH R16,W vsAuger Aliassime,67% (8/12),63% (5/8),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2018 Francavilla Al Mare CH R32,W vsDe Greef,67% (10/15),63% (5/8),2/3,1/2,33% (2/6),0/1,0/0,- (0/0),- (0/0)
2018 Tunis CH R32,L vsJanvier,70% (7/10),33% (1/3),0/0,0/0,70% (7/10),0/2,0/1,- (0/0),- (0/0)
2018 Buenos Aires Q2,L vsCecchinato,54% (7/13),29% (2/7),0/0,0/0,0% (0/3),2/4,2/3,40% (2/5),33% (2/6)
2018 Buenos Aires Q1,W vsDomingues,78% (7/9),45% (5/11),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Quito R16,L vsMonfils,63% (12/19),29% (2/7),1/1,0/0,57% (4/7),1/3,0/1,- (0/0),- (0/0)
2018 Quito R32,W vsBerlocq,60% (9/15),44% (4/9),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Australian Open R64,L vsSchwartzman,44% (8/18),50% (1/2),0/0,0/0,45% (5/11),1/4,0/1,- (0/0),- (0/0)
2018 Australian Open R128,W vsHalys,59% (29/49),33% (4/12),3/10,1/3,88% (14/16),5/7,0/0,33% (2/6),50% (3/6)
2018 Auckland R32,L vsHaase,75% (12/16),50% (3/6),1/4,0/2,50% (1/2),2/4,1/2,57% (4/7),29% (2/7)
2018 Auckland Q2,W vsSandgren,71% (17/24),100% (1/1),2/5,1/2,- (0/0),0/1,0/0,77% (10/13),23% (3/13)
2018 Auckland Q1,W vsRobert,61% (14/23),29% (4/14),2/8,1/4,63% (5/8),0/1,0/0,60% (6/10),40% (4/10)
2018 Noumea CH QF,L vsSakharov,100% (8/8),18% (2/11),0/0,0/0,25% (1/4),1/3,1/2,67% (4/6),17% (1/6)
2018 Noumea CH R16,W vsBlancaneaux,80% (8/10),40% (4/10),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2018 Noumea CH R32,W vsCaruso,53% (8/15),56% (5/9),2/2,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2017 Montevideo CH R32,L vsCoria,50% (4/8),67% (2/3),0/0,0/0,29% (2/7),2/4,2/3,- (0/0),- (0/0)
2017 Guayaquil CH R16,L vsBagnis,43% (3/7),- (0/0),0/0,0/0,43% (3/7),3/5,1/2,- (0/0),- (0/0)
2017 Guayaquil CH R32,W vsGonzalez,71% (10/14),33% (2/6),2/5,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Lima CH R32,L vsHernandez,43% (3/7),50% (5/10),0/0,0/0,50% (8/16),4/6,2/3,- (0/0),- (0/0)
2017 Stockholm Q1,L vsBolelli,73% (8/11),0% (0/1),0/0,0/0,78% (7/9),0/2,0/1,- (0/0),- (0/0)
2017 Rome CH R32,L vsKlizan,67% (6/9),0% (0/6),0/0,0/0,75% (9/12),0/2,0/1,- (0/0),- (0/0)
2017 Sibiu CH QF,L vsMarterer,62% (8/13),50% (1/2),0/0,0/0,71% (5/7),1/3,1/2,80% (4/5),0% (0/6)
2017 Sibiu CH R16,W vsCarballes Baena,63% (10/16),67% (4/6),2/4,1/1,80% (8/10),0/0,0/0,- (0/0),- (0/0)
2017 Szczecin CH R32,L vsZopp,69% (11/16),29% (2/7),1/2,0/0,29% (2/7),0/2,0/1,80% (4/5),50% (3/6)
2017 Santo Domingo CH QF,L vsEstrella,50% (5/10),25% (1/4),0/0,0/0,69% (9/13),9/11,9/10,- (0/0),- (0/0)
2017 Santo Domingo CH R16,W vsUchida,75% (9/12),75% (3/4),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Santo Domingo CH R32,W vsCid,79% (15/19),25% (3/12),2/2,1/1,89% (8/9),0/1,0/0,50% (3/6),33% (2/6)
2017 Aptos CH R32,L vsHalys,92% (11/12),100% (2/2),1/1,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2017 Hamburg Q1,L vsMolleker,65% (11/17),50% (3/6),1/1,0/0,25% (1/4),1/3,1/2,- (0/0),- (0/0)
2017 Poznan CH R16,L vsKolar,43% (9/21),11% (1/9),0/0,0/0,67% (4/6),1/3,1/2,33% (2/6),50% (3/6)
2017 Bastad CH R32,L vsMayer,81% (13/16),75% (3/4),1/3,0/2,75% (9/12),1/3,1/2,71% (5/7),14% (1/7)
2017 Marburg CH R16,L vsHanfmann,67% (10/15),- (0/0),0/0,0/0,0% (0/1),0/2,0/1,25% (1/4),0% (0/4)
2017 Marburg CH R32,W vsPuetz,87% (13/15),45% (5/11),2/6,1/4,50% (1/2),0/1,0/0,60% (3/5),17% (1/6)
2017 Blois CH QF,L vsHemery,73% (8/11),- (0/0),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2017 Blois CH R16,W vsEysseric,67% (8/12),64% (7/11),2/4,1/3,29% (2/7),0/1,0/0,- (0/0),- (0/0)
2017 Blois CH R32,W vsCoppejans,63% (10/16),33% (3/9),2/3,1/1,67% (2/3),2/2,0/0,- (0/0),- (0/0)
2017 Lyon CH QF,L vsAuger Aliassime,48% (13/27),100% (1/1),1/2,0/0,50% (3/6),1/3,0/1,80% (4/5),50% (3/6)
2017 Lyon CH R16,W vsSatral,69% (9/13),60% (3/5),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2017 Lyon CH R32,W vsGiustino,57% (8/14),50% (4/8),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Roland Garros Q2,L vsJanvier,56% (9/16),13% (1/8),0/0,0/0,50% (2/4),0/2,0/1,50% (3/6),20% (1/5)
2017 Heilbronn CH QF,L vsGombos,57% (8/14),50% (1/2),0/0,0/0,63% (5/8),2/4,2/3,- (0/0),- (0/0)
2017 Heilbronn CH R16,W vsBasic,82% (14/17),50% (6/12),2/2,1/1,67% (8/12),1/2,0/0,40% (2/5),33% (2/6)
2017 Heilbronn CH R32,W vsIlhan,73% (11/15),63% (5/8),2/3,1/2,33% (1/3),0/1,0/0,- (0/0),- (0/0)
2017 Munich R32,L vsKohlschreiber,67% (6/9),33% (1/3),0/0,0/0,64% (7/11),1/3,1/2,- (0/0),- (0/0)
2017 Barcelona R32,L vsRamos,57% (8/14),100% (2/2),0/2,0/0,57% (4/7),3/5,3/4,57% (4/7),29% (2/7)
2017 Barcelona R64,W vsAlbot,78% (7/9),56% (5/9),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2017 Barcelona Q2,W vsMasur,46% (6/13),43% (6/14),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Barcelona Q1,W vsRoca Batalla,89% (8/9),50% (4/8),2/3,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2017 Monte Carlo R64,L vsStruff,60% (6/10),29% (2/7),0/0,0/0,56% (5/9),1/3,0/1,- (0/0),- (0/0)
2017 Davis Cup RR,W vsHess Olesen,58% (18/31),27% (6/22),3/9,1/3,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2017 Davis Cup RR,L vsNielsen,53% (8/15),20% (1/5),0/0,0/0,33% (3/9),0/3,0/1,- (0/0),- (0/0)
2017 Miami R128,L vsLu,33% (3/9),- (0/0),0/0,0/0,71% (10/14),2/4,2/3,- (0/0),- (0/0)
2017 Santiago CH R16,L vsSouza,58% (15/26),20% (1/5),1/1,0/0,67% (4/6),0/2,0/1,- (0/0),- (0/0)
2017 Santiago CH R32,W vsSoto,80% (8/10),100% (4/4),2/2,1/1,100% (7/7),0/0,0/0,- (0/0),- (0/0)
2017 Sao Paulo R16,L vsDelbonis,50% (8/16),0% (0/2),0/0,0/0,33% (1/3),1/3,1/2,- (0/0),- (0/0)
2017 Sao Paulo R32,W vsSantillan,83% (10/12),67% (2/3),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2017 Rio de Janeiro SF,L vsCarreno Busta,37% (7/19),40% (4/10),1/2,0/1,57% (8/14),1/3,0/1,- (0/0),- (0/0)
2017 Rio de Janeiro QF,W vsMonteiro,63% (10/16),40% (2/5),2/3,1/2,- (0/0),0/0,0/0,100% (4/4),60% (3/5)
2017 Rio de Janeiro R16,W vsCarballes Baena,70% (16/23),22% (2/9),2/4,1/2,80% (4/5),2/3,0/0,60% (6/10),45% (5/11)
2017 Rio de Janeiro R32,W vsDutra Silva,53% (10/19),67% (2/3),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Budapest CH SF,L vsFucsovics,0% (0/5),- (0/0),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2017 Budapest CH QF,W vsVatutin,73% (11/15),63% (5/8),2/4,1/2,20% (1/5),1/2,1/1,83% (5/6),33% (2/6)
2017 Budapest CH R16,W vsBasic,75% (12/16),33% (3/9),2/5,1/1,0% (0/3),0/1,0/0,- (0/0),- (0/0)
2017 Budapest CH R32,W vsLee,54% (7/13),55% (6/11),2/7,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2017 Australian Open Q3,L vsOpelka,69% (9/13),- (0/0),0/0,0/0,71% (5/7),3/5,1/2,50% (2/4),0% (0/5)
2017 Australian Open Q2,W vsEysseric,72% (13/18),40% (2/5),2/6,1/4,50% (1/2),1/2,0/0,- (0/0),- (0/0)
2017 Chennai R32,L vsOlivo,62% (8/13),- (0/0),0/0,0/0,75% (6/8),1/3,0/1,40% (2/5),20% (1/5)
2016 Norway F3 SF,W vsMiedler,63% (10/16),50% (2/4),2/4,1/2,67% (2/3),0/0,0/0,67% (4/6),50% (3/6)
2016 Lima CH R16,L vsAndreozzi,44% (7/16),30% (3/10),1/2,0/0,63% (10/16),0/2,0/1,- (0/0),- (0/0)
2016 Lima CH R32,W vsLondero,100% (8/8),57% (4/7),2/3,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2016 Santiago CH QF,L vsGonzalez,60% (12/20),60% (3/5),1/1,0/0,64% (9/14),3/5,3/4,- (0/0),- (0/0)
2016 Santiago CH R16,W vsLinzer,77% (10/13),25% (2/8),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2016 Buenos Aires CH R32,L vsCollarini,64% (9/14),100% (1/1),1/1,0/0,64% (7/11),0/2,0/1,- (0/0),- (0/0)
2016 Mohammedia CH R16,L vsMelzer,17% (1/6),0% (0/3),0/0,0/0,33% (3/9),2/4,0/1,- (0/0),- (0/0)
2016 Mohammedia CH R32,W vsOtte,47% (8/17),57% (4/7),2/5,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Chengdu R32,L vsTroicki,67% (8/12),17% (1/6),0/3,0/0,33% (1/3),0/2,0/1,80% (4/5),0% (0/6)
2016 Szczecin CH R16,L vsCecchinato,60% (9/15),20% (1/5),1/1,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2016 Szczecin CH R32,W vsEremin,59% (10/17),33% (2/6),2/3,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2016 Seville CH F,W vsDaniel,67% (8/12),57% (4/7),2/6,1/4,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2016 Seville CH SF,W vsCachin,86% (12/14),36% (4/11),2/2,1/1,0% (0/2),1/2,0/0,- (0/0),- (0/0)
2016 Seville CH QF,W vsCervantes Huegun,80% (12/15),38% (3/8),2/2,1/1,75% (3/4),2/3,0/0,- (0/0),- (0/0)
2016 Seville CH R16,W vsMartin,50% (8/16),36% (4/11),2/7,1/2,90% (9/10),0/0,0/0,- (0/0),- (0/0)
2016 Seville CH R32,W vsPerez Sanz,58% (15/26),20% (1/5),2/3,1/1,83% (5/6),0/1,0/0,100% (4/4),75% (3/4)
2016 Finland F1 F,W vsTorpegaard,90% (9/10),50% (7/14),2/4,1/1,33% (2/6),1/2,0/0,- (0/0),- (0/0)
2016 Finland F1 SF,W vsMridha,70% (14/20),31% (4/13),2/3,1/1,100% (8/8),2/3,0/0,40% (2/5),20% (1/5)
2016 Finland F1 QF,W vsKwiatkowski,71% (10/14),50% (6/12),2/4,1/3,25% (1/4),1/2,0/0,- (0/0),- (0/0)
2016 Belgium F7 SF,L vsEhrat,53% (8/15),50% (1/2),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2016 Belgium F7 QF,W vsGeerts,67% (12/18),70% (7/10),2/4,1/1,44% (4/9),1/2,1/1,57% (4/7),29% (2/7)
2016 Belgium F7 R16,W vsSichez,80% (8/10),67% (4/6),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2016 Belgium F6 F,L vsAltmaier,73% (11/15),100% (2/2),1/1,0/0,60% (6/10),1/3,1/2,80% (8/10),20% (2/10)
2016 Belgium F6 SF,W vsVliegen,70% (14/20),100% (3/3),2/2,1/1,50% (1/2),1/2,0/0,- (0/0),- (0/0)
2016 Belgium F6 R16,W vsSels,67% (10/15),17% (2/12),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Italy F10 F,L vsTsitsipas,63% (12/19),27% (3/11),1/1,0/0,56% (5/9),0/2,0/1,56% (5/9),44% (4/9)
2016 Italy F10 R16,W vsBahamonde,100% (6/6),67% (10/15),2/3,1/2,50% (8/16),0/1,0/0,- (0/0),- (0/0)
2016 Italy F9 SF,L vsCrepaldi,75% (9/12),50% (1/2),0/0,0/0,78% (7/9),0/2,0/1,40% (2/5),33% (2/6)
2016 Italy F9 R32,W vsAgamenone,57% (8/14),57% (4/7),2/4,1/2,63% (5/8),1/1,0/0,67% (4/6),60% (3/5)
2016 USA F10 F,L vsMmoh,38% (10/26),25% (1/4),1/1,0/0,69% (9/13),0/2,0/1,67% (4/6),50% (3/6)
2016 USA F10 SF,W vsNevolo,80% (16/20),23% (3/13),2/5,1/4,100% (2/2),1/2,0/0,67% (6/9),22% (2/9)
2016 USA F10 QF,W vsSantiago,90% (9/10),80% (4/5),2/2,1/1,80% (8/10),0/0,0/0,- (0/0),- (0/0)
2016 USA F10 R32,W vsSpencer,83% (10/12),25% (2/8),2/5,1/1,86% (6/7),0/0,0/0,80% (4/5),60% (3/5)
2016 Spain F4 R32,W vsAntonescu,47% (9/19),43% (3/7),2/4,1/3,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2016 Spain F3 QF,W vsVilella Martinez,57% (12/21),33% (7/21),2/6,1/2,38% (3/8),0/1,0/0,20% (1/5),25% (1/4)
2016 Spain F3 R32,W vsGiraldi Requena,60% (6/10),40% (6/15),2/5,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2016 Spain F1 R32,L vsGranollers,60% (9/15),36% (5/14),1/1,0/0,57% (8/14),3/5,2/3,- (0/0),- (0/0)
2015 Norway F3 R16,L vsVliegen,33% (4/12),- (0/0),0/0,0/0,43% (3/7),2/4,0/1,- (0/0),- (0/0)
2015 Norway F3 R32,W vsNejedly,47% (8/17),67% (4/6),2/4,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2015 Norway F2 R32,L vsGille,74% (17/23),17% (1/6),1/2,0/1,91% (10/11),6/8,0/1,65% (11/17),41% (7/17)
2015 Norway F1 QF,L vsEjupovic,52% (11/21),33% (1/3),1/2,0/0,56% (5/9),3/5,1/2,88% (7/8),25% (2/8)
2015 Sweden F5 QF,L vsYmer,85% (11/13),50% (2/4),1/1,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2015 Sweden F5 R16,W vsRice,50% (8/16),57% (4/7),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2015 Sweden F5 R32,W vsBjerke,77% (10/13),30% (3/10),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2015 Finland F1 QF,L vsGriekspoor,33% (2/6),67% (2/3),0/0,0/0,45% (5/11),2/4,2/3,- (0/0),- (0/0)
2015 Finland F1 R16,W vsGriekspoor,72% (13/18),36% (5/14),2/5,1/4,50% (2/4),0/1,0/0,40% (2/5),0% (0/4)
2015 Finland F1 R32,W vsVasa,67% (6/9),75% (6/8),2/4,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
