Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2010 Australian Open QF,L vsTsonga,80% (16/20),38% (6/16),2/4,0/0,33% (4/12),2/5,0/1,67% (10/15),33% (5/15)
2009 Tour Finals RR,W vsDavydenko,62% (13/21),43% (3/7),2/3,1/2,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2009 Tour Finals RR,W vsNadal,64% (9/14),60% (3/5),2/7,1/3,67% (4/6),0/0,0/0,67% (4/6),50% (3/6)
2009 Tour Finals RR,L vsSoderling,44% (7/16),0% (0/2),0/0,0/0,63% (5/8),5/7,1/2,50% (3/6),33% (2/6)
2009 Paris F,W vsMonfils,67% (12/18),50% (5/10),2/3,1/1,43% (3/7),0/1,0/0,100% (5/5),40% (2/5)
2009 Paris SF,W vsNadal,75% (9/12),100% (3/3),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2009 Shanghai SF,L vsDavydenko,58% (15/26),14% (1/7),1/2,0/0,89% (8/9),2/4,0/1,0% (0/4),25% (1/4)
2009 Beijing F,W vsCilic,70% (7/10),56% (5/9),2/3,1/2,73% (8/11),0/0,0/0,80% (4/5),50% (3/6)
2009 US Open SF,L vsFederer,68% (15/22),33% (1/3),0/0,0/0,70% (7/10),2/5,0/1,40% (2/5),20% (1/5)
2009 Cincinnati F,L vsFederer,38% (5/13),25% (1/4),0/1,0/0,73% (11/15),0/2,0/1,- (0/0),- (0/0)
2009 Cincinnati SF,W vsNadal,82% (9/11),50% (3/6),2/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2009 Wimbledon QF,L vsHaas,64% (18/28),100% (2/2),1/4,0/0,40% (2/5),0/3,0/1,57% (4/7),29% (2/7)
2009 Madrid SF,L vsNadal,80% (16/20),25% (2/8),1/5,0/3,50% (1/2),4/6,1/2,75% (12/16),13% (2/16)
2009 Belgrade F,W vsKubot,62% (8/13),57% (4/7),2/2,1/1,67% (6/9),0/0,0/0,100% (4/4),100% (3/3)
2009 Rome F,L vsNadal,46% (6/13),50% (2/4),0/0,0/0,20% (1/5),2/4,0/1,40% (2/5),0% (0/4)
2009 Rome SF,W vsFederer,65% (11/17),63% (5/8),2/3,1/2,73% (8/11),1/2,0/0,- (0/0),- (0/0)
2009 Rome QF,W vsdel Potro,60% (9/15),50% (3/6),2/5,1/4,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2009 Monte Carlo F,L vsNadal,42% (5/12),45% (5/11),1/1,0/0,50% (7/14),0/2,0/1,- (0/0),- (0/0)
2009 Monte Carlo SF,W vsWawrinka,61% (11/18),36% (5/14),2/5,1/3,67% (4/6),1/2,0/0,- (0/0),- (0/0)
2009 Miami F,L vsMurray,45% (5/11),40% (2/5),0/2,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2009 Miami SF,W vsFederer,75% (9/12),60% (6/10),2/2,1/1,33% (2/6),0/1,0/0,- (0/0),- (0/0)
2009 Davis Cup RR,L vsFerrer,40% (8/20),33% (4/12),0/2,0/0,50% (7/14),4/7,2/3,40% (2/5),33% (2/6)
2009 Davis Cup RR,L vsNadal,40% (8/20),25% (1/4),0/0,0/0,50% (6/12),1/4,1/2,- (0/0),- (0/0)
2009 Dubai F,W vsFerrer,67% (8/12),71% (5/7),2/3,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2008 Masters Cup F,W vsDavydenko,90% (9/10),36% (4/11),2/4,1/3,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2008 Masters Cup SF,W vsSimon,74% (14/19),21% (3/14),2/2,1/1,78% (7/9),4/5,0/0,- (0/0),- (0/0)
2008 US Open SF,L vsFederer,68% (15/22),50% (2/4),1/3,0/0,58% (7/12),1/4,0/1,- (0/0),- (0/0)
2008 Beijing Olympics BR,W vsBlake,73% (11/15),20% (1/5),2/2,1/1,100% (1/1),0/0,0/0,100% (6/6),20% (1/5)
2008 Beijing Olympics SF,L vsNadal,79% (11/14),75% (3/4),1/1,0/0,57% (4/7),2/4,1/2,- (0/0),- (0/0)
2008 Beijing Olympics QF,W vsMonfils,52% (12/23),67% (4/6),2/3,1/2,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2008 Cincinnati F,L vsMurray,48% (10/21),40% (2/5),0/0,0/0,50% (2/4),7/9,5/6,45% (5/11),33% (4/12)
2008 Cincinnati SF,W vsNadal,77% (10/13),75% (3/4),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2008 Canada QF,L vsMurray,88% (7/8),40% (2/5),0/1,0/0,50% (3/6),2/4,2/3,40% (2/5),20% (1/5)
2008 Wimbledon R64,L vsSafin,69% (11/16),100% (1/1),0/0,0/0,67% (8/12),6/9,3/4,60% (3/5),0% (0/5)
2008 Queen's Club F,L vsNadal,62% (8/13),38% (3/8),0/1,0/0,69% (9/13),0/2,0/1,43% (3/7),43% (3/7)
2008 Roland Garros SF,L vsNadal,67% (10/15),33% (2/6),0/1,0/0,64% (9/14),3/6,3/4,40% (2/5),20% (1/5)
2008 Hamburg SF,L vsNadal,50% (9/18),21% (4/19),1/1,0/0,44% (4/9),5/7,4/5,- (0/0),- (0/0)
2008 Rome F,W vsWawrinka,76% (13/17),50% (3/6),2/3,1/2,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2008 Monte Carlo R16,W vsMurray,78% (7/9),50% (5/10),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2008 Indian Wells F,W vsFish,80% (12/15),83% (5/6),2/3,1/2,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2008 Indian Wells SF,W vsNadal,57% (8/14),57% (4/7),2/3,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2008 Dubai QF,W vsAndreev,78% (7/9),83% (5/6),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2008 Australian Open F,W vsTsonga,78% (18/23),33% (4/12),3/9,1/1,60% (3/5),0/1,0/0,100% (5/5),50% (2/4)
2008 Australian Open R128,W vsBecker,80% (12/15),86% (6/7),3/3,1/1,50% (1/2),0/0,0/0,67% (4/6),50% (3/6)
2007 Masters Cup RR,L vsGasquet,100% (4/4),67% (2/3),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2007 Masters Cup RR,L vsNadal,58% (7/12),25% (1/4),0/0,0/0,63% (5/8),1/3,0/1,- (0/0),- (0/0)
2007 Madrid SF,L vsNalbandian,59% (10/17),0% (0/2),0/1,0/0,80% (4/5),2/4,2/3,20% (1/5),50% (3/6)
2007 Vienna F,W vsWawrinka,67% (8/12),50% (4/8),2/4,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2007 US Open F,L vsFederer,50% (14/28),22% (2/9),0/7,0/0,40% (2/5),2/5,1/2,45% (5/11),11% (1/9)
2007 US Open SF,W vsFerrer,50% (12/24),55% (6/11),3/3,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2007 Canada F,W vsFederer,61% (11/18),50% (3/6),2/3,1/2,44% (4/9),6/7,0/0,89% (8/9),67% (6/9)
2007 Canada SF,W vsNadal,79% (11/14),50% (2/4),2/2,1/1,100% (8/8),0/0,0/0,- (0/0),- (0/0)
2007 Roland Garros SF,L vsNadal,64% (9/14),33% (2/6),0/0,0/0,33% (3/9),5/8,0/1,- (0/0),- (0/0)
2007 Rome QF,L vsNadal,63% (5/8),0% (0/1),0/0,0/0,67% (8/12),1/3,0/1,- (0/0),- (0/0)
2007 Miami F,W vsCanas,58% (14/24),57% (4/7),3/7,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2007 Miami SF,W vsMurray,64% (7/11),56% (5/9),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2007 Miami QF,W vsNadal,64% (9/14),43% (3/7),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2007 Indian Wells F,L vsNadal,88% (7/8),0% (0/3),0/0,0/0,25% (1/4),2/4,2/3,- (0/0),- (0/0)
2007 Indian Wells SF,W vsMurray,88% (7/8),63% (5/8),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2007 Dubai QF,L vsFederer,53% (10/19),40% (2/5),1/1,0/0,43% (3/7),2/4,2/3,86% (6/7),29% (2/7)
2007 Australian Open R16,L vsFederer,45% (9/20),50% (1/2),0/0,0/0,38% (3/8),2/5,0/1,- (0/0),- (0/0)
2007 Australian Open R128,W vsMassu,77% (10/13),53% (8/15),3/5,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2006 Madrid R16,W vsMurray,52% (11/21),50% (3/6),2/3,1/2,57% (4/7),1/2,0/0,- (0/0),- (0/0)
2006 Metz F,W vsMelzer,67% (12/18),36% (4/11),2/4,1/1,78% (7/9),1/2,0/0,- (0/0),- (0/0)
2006 Davis Cup RR,L vsFederer,47% (7/15),20% (1/5),0/0,0/0,57% (8/14),2/5,1/2,- (0/0),- (0/0)
2006 Monte Carlo R64,L vsFederer,45% (10/22),100% (2/2),1/4,0/0,73% (8/11),3/5,3/4,- (0/0),- (0/0)
2006 Miami R64,L vsCoria,44% (4/9),100% (2/2),0/0,0/0,67% (12/18),4/6,4/5,- (0/0),- (0/0)
2005 US Open R128,W vsMonfils,65% (22/34),67% (2/3),3/5,1/1,75% (12/16),1/3,0/0,50% (3/6),67% (4/6)
2005 Australian Open R128,L vsSafin,29% (2/7),100% (1/1),0/0,0/0,31% (4/13),0/3,0/1,- (0/0),- (0/0)
