Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2018 Barcelona SF,W vsCarreno Busta,63% (10/16),38% (3/8),2/5,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Barcelona QF,W vsThiem,73% (8/11),50% (4/8),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2018 Barcelona R16,W vsRamos,67% (10/15),50% (3/6),2/4,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2018 Barcelona R32,W vsSchwartzman,62% (8/13),80% (4/5),2/5,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Barcelona R64,W vsMoutet,41% (7/17),38% (5/13),2/3,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2018 Monte Carlo R32,L vsGoffin,42% (8/19),75% (3/4),0/0,0/0,73% (11/15),4/6,3/4,80% (4/5),0% (0/6)
2018 Monte Carlo R64,W vsShapovalov,100% (9/9),33% (3/9),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2018 Le Gosier CH R16,L vsGarin,71% (10/14),9% (1/11),0/3,0/0,60% (3/5),4/6,3/4,60% (3/5),17% (1/6)
2018 Le Gosier CH R32,W vsDenolly,57% (8/14),67% (4/6),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2018 Miami R128,L vsMedvedev,75% (9/12),43% (3/7),1/1,0/0,67% (8/12),1/3,1/2,- (0/0),- (0/0)
2018 Indian Wells R64,L vsThiem,56% (9/16),67% (2/3),1/1,0/0,64% (7/11),0/2,0/1,- (0/0),- (0/0)
2018 Indian Wells R128,W vsAlbot,57% (8/14),80% (4/5),2/2,1/1,78% (7/9),2/2,0/0,75% (3/4),80% (4/5)
2018 Dubai QF,L vsJaziri,71% (12/17),50% (1/2),1/1,0/0,33% (1/3),2/4,2/3,- (0/0),- (0/0)
2018 Dubai R16,W vsKohlschreiber,78% (14/18),100% (2/2),2/2,1/1,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2018 Dubai R32,W vsKukushkin,67% (14/21),25% (4/16),2/3,1/2,100% (3/3),1/2,0/0,50% (3/6),33% (2/6)
2018 Marseille R32,L vsMahut,69% (11/16),- (0/0),0/0,0/0,50% (1/2),3/5,3/4,60% (3/5),17% (1/6)
2018 Rotterdam Q1,L vsKlizan,83% (15/18),33% (3/9),1/1,0/0,50% (1/2),1/3,1/2,64% (7/11),17% (2/12)
2018 Montpellier R32,L vsChardy,67% (14/21),33% (2/6),1/1,0/0,50% (3/6),1/3,0/1,- (0/0),- (0/0)
2018 Quimper CH SF,L vsHalys,67% (12/18),67% (4/6),1/1,0/0,0% (0/2),0/2,0/1,60% (3/5),17% (1/6)
2018 Quimper CH QF,W vsNapolitano,83% (15/18),25% (1/4),2/3,1/1,86% (6/7),2/3,2/2,78% (7/9),33% (3/9)
2018 Quimper CH R16,W vsHoang,68% (15/22),17% (2/12),2/2,1/1,83% (5/6),2/3,0/0,- (0/0),- (0/0)
2018 Quimper CH R32,W vsSetkic,91% (10/11),29% (2/7),2/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Australian Open R128,L vsShapovalov,75% (9/12),50% (1/2),0/0,0/0,38% (3/8),0/3,0/1,83% (5/6),0% (0/6)
2018 Auckland R32,L vsLacko,69% (11/16),33% (1/3),1/1,0/0,0% (0/3),0/2,0/1,67% (4/6),50% (3/6)
2018 Doha QF,L vsThiem,57% (8/14),14% (1/7),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2018 Doha R16,W vsGasquet,67% (10/15),67% (2/3),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Doha R32,W vsMayer,76% (13/17),36% (4/11),2/5,1/3,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2017 Brest CH F,L vsMoutet,73% (8/11),0% (0/2),0/5,0/0,60% (3/5),0/2,0/1,56% (5/9),33% (3/9)
2017 Brest CH SF,W vsCopil,79% (11/14),50% (1/2),2/3,1/2,0% (0/1),0/0,0/0,70% (7/10),78% (7/9)
2017 Brest CH QF,W vsChardy,92% (11/12),25% (1/4),2/4,1/2,100% (1/1),1/1,0/0,67% (4/6),50% (3/6)
2017 Brest CH R16,W vsCaruso,90% (9/10),60% (3/5),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2017 Brest CH R32,W vsKuznetsov,67% (8/12),67% (4/6),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Antwerp SF,L vsSchwartzman,60% (6/10),100% (2/2),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2017 Antwerp QF,W vsGoffin,55% (11/20),43% (3/7),2/2,1/1,74% (14/19),0/1,0/0,80% (8/10),67% (6/9)
2017 Antwerp R32,W vsCuevas,64% (9/14),60% (3/5),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Antwerp Q2,W vsOfner,88% (15/17),43% (3/7),2/7,1/2,86% (6/7),0/1,0/0,25% (2/8),63% (5/8)
2017 Antwerp Q1,W vsBergs,89% (8/9),36% (4/11),2/7,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Shanghai R32,L vsIsner,75% (12/16),0% (0/5),0/5,0/0,- (0/0),2/4,1/2,60% (9/15),14% (2/14)
2017 Shanghai R64,W vsKhachanov,69% (11/16),50% (2/4),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Tokyo R32,L vsCilic,80% (4/5),100% (1/1),0/0,0/0,64% (7/11),1/3,0/1,- (0/0),- (0/0)
2017 Tokyo Q2,W vsTiafoe,73% (8/11),44% (4/9),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Tokyo Q1,W vsIto,76% (13/17),43% (3/7),2/7,1/3,71% (5/7),1/2,0/0,83% (5/6),33% (2/6)
2017 Chengdu R32,L vsDonaldson,68% (15/22),17% (1/6),1/2,0/0,50% (3/6),2/4,0/1,100% (5/5),50% (2/4)
2017 Chengdu Q2,W vsGiron,58% (7/12),63% (5/8),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Chengdu Q1,W vsSun,75% (9/12),60% (3/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Metz R32,L vsPaire,71% (5/7),14% (1/7),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2017 Metz Q2,W vsMaden,58% (15/26),75% (3/4),2/4,1/2,83% (5/6),3/4,0/0,38% (3/8),50% (4/8)
2017 Metz Q1,W vsOrtega Olmedo,45% (9/20),44% (4/9),2/6,1/5,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2017 Istanbul CH R32,L vsIgnatik,85% (11/13),33% (2/6),1/3,0/0,33% (1/3),3/5,2/3,- (0/0),- (0/0)
2017 Genova CH F,W vsGarcia Lopez,85% (11/13),25% (2/8),2/2,1/1,80% (4/5),0/0,0/0,75% (3/4),80% (4/5)
2017 Genova CH QF,W vsStruff,80% (8/10),44% (4/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Genova CH R16,W vsSetkic,75% (9/12),75% (3/4),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2017 Genova CH R32,W vsAndreozzi,100% (8/8),80% (4/5),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Portoroz CH SF,L vsStakhovsky,65% (13/20),33% (2/6),1/1,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2017 Portoroz CH QF,W vsSkugor,75% (9/12),16% (3/19),2/6,1/4,57% (4/7),4/4,0/0,83% (10/12),42% (5/12)
2017 Portoroz CH R16,W vsVanni,68% (13/19),20% (2/10),2/2,1/1,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2017 Portoroz CH R32,W vsDe Minaur,50% (8/16),80% (4/5),2/4,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2017 Kitzbuhel Q2,L vsZekic,73% (11/15),50% (1/2),0/0,0/0,50% (1/2),2/4,0/1,50% (5/10),18% (2/11)
2017 Kitzbuhel Q1,W vsSafwat,67% (10/15),40% (2/5),2/2,1/1,67% (2/3),0/0,0/0,67% (4/6),60% (3/5)
2017 Scheveningen CH QF,L vsDe Bakker,100% (5/5),- (0/0),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2017 Scheveningen CH R16,W vsKovalik,100% (10/10),38% (3/8),2/5,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2017 Perugia CH QF,L vsMelzer,75% (9/12),25% (1/4),0/0,0/0,60% (3/5),0/2,0/1,50% (3/6),33% (2/6)
2017 Perugia CH R16,W vsGiraldo,50% (9/18),57% (4/7),2/4,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2017 Perugia CH R32,W vsEscobar,59% (10/17),67% (2/3),2/4,1/2,67% (2/3),0/0,0/0,83% (5/6),40% (2/5)
2017 Wimbledon R128,L vsLajovic,63% (12/19),0% (0/5),0/0,0/0,63% (5/8),4/7,0/1,- (0/0),- (0/0)
2017 s Hertogenbosch Q2,L vsPospisil,58% (7/12),0% (0/2),0/1,0/0,50% (2/4),1/3,1/2,63% (5/8),25% (2/8)
2017 s Hertogenbosch Q1,W vsBecker,63% (15/24),57% (4/7),2/5,1/3,67% (4/6),5/6,3/3,33% (2/6),50% (3/6)
2017 Roland Garros R128,L vsKarlovic,58% (14/24),25% (1/4),0/0,0/0,57% (4/7),2/5,0/1,67% (4/6),17% (1/6)
2017 Roland Garros Q2,W vsSakharov,69% (9/13),100% (3/3),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2017 Rome  CH QF,L vsKovalik,39% (9/23),44% (4/9),1/1,0/0,64% (7/11),3/5,3/4,- (0/0),- (0/0)
2017 Rome  CH R16,W vsVesely,65% (13/20),60% (3/5),2/2,1/1,67% (6/9),0/1,0/0,80% (4/5),60% (3/5)
2017 Rome  CH R32,W vsVelotti,53% (8/15),67% (4/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Istanbul R32,L vsDzumhur,89% (8/9),11% (1/9),0/3,0/0,50% (3/6),3/5,0/1,- (0/0),- (0/0)
2017 Istanbul Q2,W vsVatutin,50% (8/16),36% (4/11),2/7,1/5,33% (1/3),0/0,0/0,57% (4/7),57% (4/7)
2017 Istanbul Q1,W vsDe Minaur,82% (9/11),75% (3/4),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Francavilla Al Mare CH R32,L vsGiannessi,56% (9/16),10% (1/10),0/6,0/0,60% (3/5),4/6,1/2,43% (3/7),43% (3/7)
2017 Italy F9 QF,L vsClezar,60% (6/10),57% (4/7),0/0,0/0,38% (3/8),0/2,0/1,20% (1/5),50% (3/6)
2017 Italy F9 R16,W vsLinzer,67% (8/12),40% (4/10),2/2,1/1,57% (4/7),0/0,0/0,50% (3/6),67% (4/6)
2017 Barletta CH R32,L vsCoppejans,57% (4/7),50% (4/8),0/0,0/0,25% (2/8),2/4,1/2,- (0/0),- (0/0)
2017 Sophia Antipolis CH R32,L vsCoppejans,50% (4/8),22% (2/9),0/0,0/0,17% (1/6),3/5,2/3,- (0/0),- (0/0)
2017 Italy F6 SF,L vsGiustino,43% (3/7),40% (2/5),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2017 Italy F6 QF,W vsChazal,80% (8/10),50% (4/8),2/4,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Italy F6 R16,W vsWilliams,73% (8/11),45% (5/11),2/3,1/2,55% (6/11),0/1,0/0,- (0/0),- (0/0)
2017 Italy F6 R32,W vsUchida,62% (8/13),67% (4/6),2/4,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2017 Italy F5 R16,L vsGalovic,100% (7/7),20% (1/5),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2017 Italy F5 R32,W vsChazal,70% (7/10),75% (6/8),2/5,1/2,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2017 Marseille R32,L vsYouzhny,50% (9/18),60% (3/5),1/1,0/0,58% (7/12),1/3,1/2,- (0/0),- (0/0)
2017 Rotterdam R32,L vsTsonga,88% (7/8),100% (3/3),0/0,0/0,33% (2/6),1/3,1/2,25% (1/4),20% (1/5)
2017 Sofia Q1,L vsZekic,88% (7/8),0% (0/3),0/0,0/0,50% (2/4),0/2,0/1,- (0/0),- (0/0)
2017 Quimper CH R32,L vsRublev,72% (13/18),14% (1/7),1/3,0/2,75% (6/8),1/3,1/2,63% (5/8),25% (2/8)
2017 Rennes CH R32,L vsMathieu,92% (11/12),33% (1/3),1/1,0/0,80% (8/10),3/5,2/3,- (0/0),- (0/0)
2017 Noumea CH R16,L vsLamasine,50% (7/14),0% (0/2),0/0,0/0,70% (7/10),2/4,2/3,- (0/0),- (0/0)
2017 Noumea CH R32,W vsClezar,65% (11/17),67% (2/3),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2016 Andria CH QF,L vsGerasimov,54% (13/24),25% (1/4),1/2,0/0,75% (6/8),1/3,1/2,- (0/0),- (0/0)
2016 Andria CH R16,W vsGrigelis,75% (15/20),100% (1/1),2/3,1/1,67% (2/3),2/3,0/0,100% (7/7),14% (1/7)
2016 Andria CH R32,W vsCollarini,68% (15/22),19% (3/16),2/3,1/2,- (0/0),0/1,0/0,50% (2/4),0% (0/5)
2016 Brescia CH R32,L vsRobredo,50% (3/6),- (0/0),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2016 Basel Q2,L vsHaase,47% (7/15),100% (3/3),0/0,0/0,60% (6/10),2/4,1/2,20% (1/5),25% (1/4)
2016 Basel Q1,W vsRam,74% (14/19),40% (2/5),2/3,1/2,90% (9/10),0/1,0/0,80% (4/5),60% (3/5)
2016 Brest CH R32,L vsChardy,38% (5/13),- (0/0),0/0,0/0,40% (2/5),1/3,1/2,- (0/0),- (0/0)
2016 Casablanca CH F,L vsJanvier,44% (4/9),- (0/0),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2016 Casablanca CH SF,W vsMajchrzak,70% (14/20),29% (2/7),2/3,1/2,60% (3/5),1/2,0/0,100% (4/4),75% (3/4)
2016 Casablanca CH QF,W vsDjere,76% (13/17),75% (3/4),2/3,1/2,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2016 Casablanca CH R16,W vsMartin,53% (9/17),64% (7/11),2/7,1/5,50% (6/12),1/2,0/0,- (0/0),- (0/0)
2016 Casablanca CH R32,W vsKarakhi,45% (9/20),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Mohammedia CH F,L vsMelzer,50% (10/20),25% (1/4),1/1,0/0,63% (5/8),0/2,0/1,- (0/0),- (0/0)
2016 Mohammedia CH SF,W vsMajchrzak,41% (9/22),75% (3/4),2/4,1/2,60% (3/5),0/0,0/0,60% (3/5),67% (4/6)
2016 Mohammedia CH R16,W vsRamirez Hidalgo,56% (10/18),57% (4/7),2/2,1/1,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2016 Mohammedia CH R32,W vsSafwat,74% (17/23),20% (1/5),2/4,1/2,100% (4/4),1/2,0/0,73% (8/11),30% (3/10)
2016 Portugal F11 F,W vsMertens,50% (10/20),35% (6/17),2/2,1/1,56% (5/9),2/3,0/0,- (0/0),- (0/0)
2016 Portugal F11 SF,W vsDomingues,73% (8/11),57% (4/7),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2016 Portugal F11 R16,W vsMina,59% (10/17),29% (2/7),2/4,1/2,50% (2/4),0/0,0/0,73% (8/11),55% (6/11)
2016 Izmir CH R16,L vsCoppejans,61% (14/23),20% (3/15),1/1,0/0,50% (3/6),2/4,1/2,50% (3/6),33% (2/6)
2016 Izmir CH R32,W vsKavcic,47% (9/19),33% (3/9),2/9,1/5,33% (1/3),0/0,0/0,83% (5/6),33% (2/6)
2016 Canada F6 SF,L vsVan Rijthoven,63% (12/19),22% (2/9),1/3,0/2,25% (1/4),1/3,0/1,- (0/0),- (0/0)
2016 Canada F6 R32,W vsOchotta,89% (8/9),80% (4/5),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Manerbio CH R32,L vsDe Paula,65% (15/23),40% (2/5),1/2,0/0,40% (2/5),0/2,0/1,70% (7/10),36% (4/11)
2016 Scheveningen CH R16,L vsHaase,67% (8/12),60% (3/5),1/1,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2016 Scheveningen CH R32,W vsDiarra,65% (11/17),17% (1/6),2/2,1/1,50% (1/2),0/0,0/0,67% (6/9),73% (8/11)
2016 Austria F2 SF,W vsNeuchrist,47% (8/17),80% (4/5),2/3,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2016 Austria F2 QF,W vsRazborsek,56% (9/16),46% (6/13),2/2,1/1,38% (3/8),1/2,0/0,- (0/0),- (0/0)
2016 Austria F2 R16,W vsSimon,75% (12/16),36% (4/11),2/2,1/1,75% (3/4),2/3,0/0,- (0/0),- (0/0)
2016 Italy F12 SF,W vsFortuna,53% (8/15),31% (4/13),2/8,1/7,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2016 Italy F12 QF,W vsCaruana,67% (10/15),40% (2/5),2/5,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Italy F10 F,W vsRuud,58% (14/24),44% (4/9),2/2,1/1,73% (8/11),0/1,0/0,56% (5/9),44% (4/9)
2016 Italy F10 SF,W vsPellegrino,75% (6/8),60% (6/10),2/2,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2016 Italy F10 QF,W vsClarke,70% (7/10),45% (5/11),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2016 Italy F10 R16,W vsCammarata,91% (10/11),25% (2/8),2/7,1/3,75% (3/4),0/0,0/0,100% (4/4),75% (3/4)
2016 Italy F10 R32,W vsBrizzi,58% (11/19),50% (5/10),2/3,1/1,57% (4/7),1/2,0/0,- (0/0),- (0/0)
2016 Greece F6 SF,L vsLibietis,58% (7/12),0% (0/4),0/0,0/0,0% (0/3),0/2,0/1,- (0/0),- (0/0)
2016 Greece F6 R16,W vsSantanna,91% (10/11),67% (2/3),2/2,1/1,75% (3/4),0/0,0/0,67% (4/6),50% (3/6)
2016 Greece F6 R32,W vsCukierman,60% (9/15),38% (3/8),2/8,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Italy F6 F,W vsCrepaldi,75% (6/8),67% (6/9),2/5,1/3,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2016 Italy F6 SF,W vsSchmid,75% (6/8),86% (6/7),2/3,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2016 Italy F6 QF,W vsGrigelis,60% (9/15),45% (5/11),2/2,1/1,57% (8/14),1/2,0/0,100% (4/4),100% (3/3)
2016 Italy F6 R16,W vsTurchetti,73% (8/11),80% (4/5),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Italy F6 R32,W vsZukas,73% (8/11),80% (4/5),2/3,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2016 Greece F2 R32,L vsMichnev,88% (7/8),25% (1/4),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2016 Greece F1 R32,W vsSimonsson,75% (9/12),75% (3/4),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2016 Canberra CH R32,L vsBanes,28% (5/18),33% (2/6),0/0,0/0,56% (5/9),3/5,3/4,- (0/0),- (0/0)
2015 Cyprus F1 F,W vsFolie,62% (8/13),67% (6/9),2/2,1/1,62% (8/13),2/3,0/0,- (0/0),- (0/0)
2015 Cyprus F1 SF,W vsSikora,52% (11/21),38% (5/13),2/3,1/1,56% (5/9),1/2,0/0,- (0/0),- (0/0)
2015 Cyprus F1 QF,W vsCouacaud,57% (8/14),40% (4/10),2/4,1/1,50% (3/6),0/0,0/0,60% (3/5),67% (4/6)
2015 Greece F11 QF,L vsCallahan,57% (12/21),40% (2/5),1/1,0/0,60% (6/10),1/3,1/2,67% (4/6),50% (3/6)
2015 Greece F11 R32,W vsBauvy,71% (15/21),38% (3/8),2/5,1/1,100% (3/3),0/1,0/0,33% (2/6),40% (2/5)
2015 Greece F9 F,L vsDiez,67% (2/3),0% (0/2),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2015 Greece F9 SF,W vsJankovic,58% (11/19),100% (1/1),2/3,1/1,100% (2/2),1/1,0/0,67% (4/6),50% (3/6)
2015 Greece F9 R16,W vsBothwell,63% (10/16),30% (3/10),2/5,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2015 Greece F9 R32,W vsSimon,63% (10/16),57% (4/7),2/4,1/1,20% (1/5),0/1,0/0,- (0/0),- (0/0)
2015 Mohammedia CH R16,L vsRamirez Hidalgo,48% (15/31),50% (3/6),1/5,0/2,89% (17/19),7/9,1/2,59% (10/17),29% (5/17)
2015 Mohammedia CH R32,W vsTifnouti,88% (7/8),100% (5/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Rome CH R32,L vsDi Meo,50% (7/14),20% (1/5),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
