Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
35,Tallon Griekspoor[NED],19,11-8,57.9%,66.8%,67.0%,130,8.5%,69,4.5%,12.0%,62.4%,74.2%,54.5%,61.9%,84.7%,6.3,2.1,35,Tallon Griekspoor[NED],19,35.2%,34.7%,6.0%,3.9%,28.3%,48.3%,18.1%,6.4,2.3,63.0,66.1,35,Tallon Griekspoor[NED],19,38.1%,43,113,0.48,2.3,5.9,0.86,2.3,65.7%,71,108,0.45,2.2,5.7,0.74,1.9,35,Tallon Griekspoor[NED],19,1.06,3047,51.0%,13,7-6,53.8%,26.0%,50,29-21,58.0%,479,248-231,51.8%,1:23,31.4,30.9
36,Giovanni Mpetshi Perricard[FRA],8,4-4,50.0%,64.0%,62.1%,78,11.0%,26,3.7%,11.4%,67.6%,70.6%,50.2%,56.7%,79.8%,6.5,2.3,36,Giovanni Mpetshi Perricard[FRA],8,32.1%,31.2%,5.3%,3.8%,26.6%,41.8%,14.6%,6.2,2.0,72.0,64.9,36,Giovanni Mpetshi Perricard[FRA],8,40.5%,15,37,0.36,1.8,4.6,0.71,1.9,67.2%,45,67,0.61,3.2,8.4,1.05,2.8,36,Giovanni Mpetshi Perricard[FRA],8,0.89,1344,48.9%,3,2-1,66.7%,14.3%,21,10-11,47.6%,212,102-110,48.1%,1:28,33.5,31.4
37,Matteo Arnaldi[ITA],15,8-7,53.3%,60.3%,58.4%,104,7.9%,33,2.5%,5.7%,55.8%,68.7%,49.7%,52.6%,75.5%,6.9,2.7,37,Matteo Arnaldi[ITA],15,38.8%,38.9%,4.8%,3.0%,32.0%,50.3%,26.2%,6.4,2.5,38.0,51.3,37,Matteo Arnaldi[ITA],15,45.8%,49,107,0.57,2.7,7.1,1.23,3.3,67.6%,98,145,0.76,3.6,9.7,1.18,3.1,37,Matteo Arnaldi[ITA],15,0.98,2519,50.1%,5,2-3,40.0%,12.5%,40,23-17,57.5%,379,194-185,51.2%,1:10,26.4,25.1
38,Jiri Lehecka[CZE],3,1-2,33.3%,61.4%,61.4%,18,7.6%,11,4.7%,11.5%,59.3%,72.1%,45.8%,51.8%,75.0%,6.6,2.5,38,Jiri Lehecka[CZE],3,35.0%,36.5%,5.5%,0.9%,33.8%,37.7%,22.2%,6.0,2.1,24.0,43.7,38,Jiri Lehecka[CZE],3,61.5%,8,13,0.36,1.6,4.3,1.00,2.7,66.7%,18,27,0.75,3.4,9.0,1.13,3.0,38,Jiri Lehecka[CZE],3,0.91,453,48.8%,1,1-0,100.0%,12.5%,8,4-4,50.0%,72,35-37,48.6%,1:47,40.0,42.4
39,Alexandre Muller[FRA],21,11-10,52.4%,60.1%,60.2%,57,3.6%,40,2.5%,7.2%,65.2%,66.4%,48.3%,52.0%,73.4%,6.6,2.6,39,Alexandre Muller[FRA],21,39.3%,39.3%,5.9%,3.9%,28.8%,54.9%,24.4%,6.6,2.6,54.0,61.8,39,Alexandre Muller[FRA],21,37.7%,57,151,0.65,3.1,7.2,1.16,2.7,56.2%,82,146,0.61,3.0,7.0,1.31,3.0,39,Alexandre Muller[FRA],21,0.99,3146,49.9%,9,4-5,44.4%,18.4%,49,24-25,49.0%,475,234-241,49.3%,1:38,42.1,39.3
40,Nuno Borges[POR],16,10-6,62.5%,61.2%,60.5%,61,6.2%,28,2.8%,7.9%,64.0%,69.0%,47.3%,51.4%,75.2%,6.5,2.5,40,Nuno Borges[POR],16,41.3%,40.5%,3.2%,3.4%,34.4%,53.6%,26.0%,7.0,2.9,92.0,103.4,40,Nuno Borges[POR],16,36.8%,39,106,0.71,2.8,6.6,1.03,2.4,55.3%,47,85,0.56,2.2,5.3,1.00,2.4,40,Nuno Borges[POR],16,1.06,2033,51.0%,6,3-3,50.0%,15.8%,38,21-17,55.3%,303,154-149,50.8%,1:16,31.9,35.8
41,Jordan Thompson[AUS],4,1-3,25.0%,58.1%,57.9%,14,4.5%,9,2.9%,7.3%,60.4%,62.4%,51.6%,55.7%,66.7%,6.5,2.7,41,Jordan Thompson[AUS],4,35.0%,34.8%,7.1%,4.0%,31.6%,39.6%,19.6%,6.4,2.2,65.5,67.3,41,Jordan Thompson[AUS],4,27.8%,10,36,0.71,3.3,9.0,0.91,2.5,59.0%,23,39,0.81,3.5,9.8,1.45,4.0,41,Jordan Thompson[AUS],4,0.84,639,46.3%,0,0-0,-,0.0%,11,4-7,36.4%,99,42-57,42.4%,1:32,33.5,34.6
42,Alejandro Tabilo[CHI],10,2-8,20.0%,58.5%,58.2%,45,4.7%,28,2.9%,7.4%,60.5%,66.1%,46.8%,50.6%,72.4%,7.1,2.9,42,Alejandro Tabilo[CHI],10,35.9%,37.8%,9.9%,3.0%,29.1%,48.4%,21.2%,6.5,2.3,108.0,128.6,42,Alejandro Tabilo[CHI],10,38.4%,28,73,0.55,2.7,7.3,1.04,2.8,63.7%,65,102,0.76,3.8,10.2,1.37,3.7,42,Alejandro Tabilo[CHI],10,0.87,1812,47.8%,6,0-6,0.0%,22.2%,27,9-18,33.3%,266,125-141,47.0%,1:41,37.5,33.5
43,Gael Monfils[FRA],6,3-3,50.0%,60.2%,60.1%,36,7.6%,23,4.8%,12.6%,61.7%,69.6%,45.1%,51.6%,73.7%,6.3,2.5,43,Gael Monfils[FRA],6,37.4%,37.6%,4.0%,2.1%,32.4%,45.8%,24.7%,6.2,2.3,30.0,79.3,43,Gael Monfils[FRA],6,38.0%,19,50,0.65,2.9,8.3,1.12,3.2,60.8%,31,51,0.67,3.0,8.5,1.18,3.3,43,Gael Monfils[FRA],6,0.94,953,48.8%,1,0-1,0.0%,5.9%,17,7-10,41.2%,153,75-78,49.0%,0:51,18.1,19.3
44,Lorenzo Sonego[ITA],10,4-6,40.0%,64.7%,65.4%,41,4.8%,31,3.7%,10.6%,65.5%,71.9%,50.9%,56.9%,81.2%,6.4,2.3,44,Lorenzo Sonego[ITA],10,34.7%,34.3%,4.4%,2.8%,26.6%,47.6%,17.6%,6.3,2.2,49.0,100.8,44,Lorenzo Sonego[ITA],10,35.8%,24,67,0.49,2.4,6.7,0.86,2.4,62.7%,42,67,0.50,2.4,6.7,0.89,2.5,44,Lorenzo Sonego[ITA],10,0.98,1706,49.6%,4,2-2,50.0%,14.3%,28,13-15,46.4%,269,132-137,49.1%,1:42,36.3,35.7
45,Marcos Giron[USA],8,2-6,25.0%,59.8%,59.4%,36,4.8%,19,2.5%,6.1%,58.9%,69.1%,46.5%,49.5%,74.3%,7.5,3.0,45,Marcos Giron[USA],8,31.9%,32.5%,7.7%,2.9%,26.0%,41.3%,11.9%,6.5,2.1,39.5,51.6,45,Marcos Giron[USA],8,32.4%,12,37,0.37,1.8,4.6,0.57,1.5,66.7%,52,78,0.77,3.7,9.8,1.24,3.3,45,Marcos Giron[USA],8,0.79,1415,46.8%,8,4-4,50.0%,38.1%,21,7-14,33.3%,202,87-115,43.1%,1:30,34.2,30.5
46,Luciano Darderi[ITA],25,15-10,60.0%,63.7%,63.0%,112,6.2%,48,2.7%,6.9%,61.0%,69.5%,54.6%,58.6%,78.6%,6.5,2.4,46,Luciano Darderi[ITA],25,37.9%,38.9%,7.2%,2.9%,30.0%,50.4%,22.0%,6.6,2.5,54.0,63.3,46,Luciano Darderi[ITA],25,35.7%,60,168,0.62,2.9,6.7,1.05,2.4,60.4%,90,149,0.54,2.6,6.0,1.04,2.4,46,Luciano Darderi[ITA],25,1.04,3594,50.8%,11,10-1,90.9%,19.3%,57,32-25,56.1%,549,277-272,50.5%,1:30,39.4,37.5
47,Miomir Kecmanovic[SRB],6,2-4,33.3%,64.0%,63.5%,28,5.0%,12,2.1%,5.5%,61.3%,70.9%,53.0%,56.1%,80.7%,6.8,2.4,47,Miomir Kecmanovic[SRB],6,37.1%,37.7%,6.6%,3.0%,29.5%,50.0%,19.5%,6.9,2.5,44.0,40.5,47,Miomir Kecmanovic[SRB],6,34.8%,16,46,0.56,2.7,7.7,0.94,2.7,67.3%,33,49,0.59,2.9,8.2,0.94,2.7,47,Miomir Kecmanovic[SRB],6,1.03,1124,50.5%,5,1-4,20.0%,29.4%,17,7-10,41.2%,165,83-82,50.3%,1:40,35.1,31.9
48,David Goffin[BEL],7,3-4,42.9%,60.3%,61.4%,26,4.5%,27,4.7%,10.2%,53.8%,70.9%,47.9%,53.4%,71.1%,6.4,2.5,48,David Goffin[BEL],7,38.1%,38.6%,6.6%,3.3%,32.4%,47.8%,24.2%,6.4,2.4,66.0,63.9,48,David Goffin[BEL],7,42.6%,23,54,0.57,2.6,7.7,1.10,3.3,52.7%,29,55,0.61,2.6,7.9,1.24,3.7,48,David Goffin[BEL],7,0.96,1180,48.9%,3,0-3,0.0%,14.3%,21,8-13,38.1%,185,87-98,47.0%,1:15,25.0,26.7
49,Pedro Martinez[ESP],22,10-12,45.5%,58.6%,60.3%,22,1.2%,66,3.6%,13.6%,73.3%,63.4%,45.2%,52.4%,70.8%,6.7,2.8,49,Pedro Martinez[ESP],22,38.3%,40.3%,9.1%,2.9%,30.9%,51.6%,21.3%,6.6,2.5,65.0,83.2,49,Pedro Martinez[ESP],22,34.5%,58,168,0.62,2.9,7.6,1.00,2.6,59.1%,114,193,0.71,3.3,8.8,1.36,3.6,49,Pedro Martinez[ESP],22,0.93,3598,48.6%,4,4-0,100.0%,6.9%,58,25-33,43.1%,543,250-293,46.0%,1:47,40.7,39.4
50,Zizou Bergs[BEL],9,4-5,44.4%,62.9%,62.3%,56,7.2%,27,3.5%,10.4%,66.4%,68.4%,51.9%,57.9%,77.1%,6.6,2.4,50,Zizou Bergs[BEL],9,39.5%,39.8%,5.5%,3.1%,33.2%,51.0%,27.4%,6.7,2.6,77.0,109.4,50,Zizou Bergs[BEL],9,45.3%,34,75,0.60,2.9,8.3,1.31,3.8,52.6%,30,57,0.48,2.2,6.3,1.04,3.0,50,Zizou Bergs[BEL],9,1.06,1603,50.8%,6,1-5,16.7%,23.1%,26,12-14,46.2%,242,125-117,51.7%,0:53,18.2,17.7
51,Tomas Martin Etcheverry[ARG],24,13-11,54.2%,62.3%,61.1%,114,6.1%,37,2.0%,5.4%,63.1%,69.7%,49.6%,52.4%,78.6%,6.6,2.5,51,Tomas Martin Etcheverry[ARG],24,39.2%,39.1%,5.0%,3.4%,32.3%,50.1%,27.2%,6.5,2.6,66.5,71.8,51,Tomas Martin Etcheverry[ARG],24,39.7%,77,194,0.69,3.2,8.1,1.26,3.2,70.4%,143,203,0.73,3.3,8.5,0.98,2.5,51,Tomas Martin Etcheverry[ARG],24,1.04,3705,50.8%,9,2-7,22.2%,14.8%,61,31-30,50.8%,563,297-266,52.8%,1:36,37.6,37.1
52,Quentin Halys[FRA],6,4-2,66.7%,67.5%,68.2%,56,13.2%,31,7.3%,14.1%,48.1%,81.9%,54.1%,63.0%,86.6%,6.3,2.1,52,Quentin Halys[FRA],6,31.4%,30.0%,5.1%,4.1%,22.9%,43.7%,14.1%,6.1,1.9,100.0,98.8,52,Quentin Halys[FRA],6,30.0%,9,30,0.47,2.3,5.0,0.69,1.5,65.4%,17,26,0.39,2.0,4.3,0.69,1.5,52,Quentin Halys[FRA],6,0.96,813,50.2%,4,3-1,75.0%,30.8%,13,8-5,61.5%,131,67-64,51.1%,1:31,41.8,40.1
53,Nicolas Jarry[CHI],11,2-9,18.2%,64.0%,63.3%,76,7.8%,34,3.5%,9.1%,61.4%,71.0%,52.8%,58.1%,78.8%,6.7,2.4,53,Nicolas Jarry[CHI],11,33.9%,32.9%,4.9%,3.9%,25.5%,47.4%,13.5%,6.7,2.3,69.0,92.6,53,Nicolas Jarry[CHI],11,27.0%,20,74,0.50,2.5,6.7,0.67,1.8,66.7%,62,93,0.64,3.1,8.5,1.03,2.8,53,Nicolas Jarry[CHI],11,0.94,1962,48.8%,7,1-6,14.3%,23.3%,30,10-20,33.3%,294,135-159,45.9%,1:57,42.8,39.2
54,Gabriel Diallo[CAN],8,5-3,62.5%,63.6%,62.3%,54,7.2%,18,2.4%,7.8%,69.2%,68.1%,53.2%,57.7%,82.1%,6.4,2.3,54,Gabriel Diallo[CAN],8,40.4%,40.2%,4.3%,3.2%,35.6%,50.0%,21.7%,6.8,2.7,70.0,93.1,54,Gabriel Diallo[CAN],8,40.3%,25,62,0.54,2.7,7.8,1.09,3.1,61.1%,33,54,0.46,2.3,6.8,0.91,2.6,54,Gabriel Diallo[CAN],8,1.11,1531,51.7%,5,3-2,60.0%,21.7%,23,13-10,56.5%,232,121-111,52.2%,1:44,36.1,32.6
55,Zhizhen Zhang[CHN],7,4-3,57.1%,65.1%,62.8%,50,8.9%,9,1.6%,4.7%,66.0%,72.8%,50.0%,52.5%,77.4%,6.1,2.1,55,Zhizhen Zhang[CHN],7,36.5%,38.5%,8.4%,2.1%,30.3%,48.7%,22.6%,6.2,2.3,48.0,44.3,55,Zhizhen Zhang[CHN],7,45.7%,21,46,0.49,2.3,6.6,1.05,3.0,44.7%,17,38,0.41,1.9,5.4,1.05,3.0,55,Zhizhen Zhang[CHN],7,1.04,1145,50.6%,2,2-0,100.0%,10.0%,20,11-9,55.0%,186,93-93,50.0%,0:34,12.0,12.6
56,Roberto Bautista Agut[ESP],8,3-5,37.5%,56.5%,56.9%,8,1.2%,11,1.7%,4.4%,62.7%,59.1%,52.0%,54.4%,67.3%,6.8,2.9,56,Roberto Bautista Agut[ESP],8,36.9%,39.1%,8.4%,1.8%,29.8%,50.0%,22.4%,5.8,2.1,58.5,47.1,56,Roberto Bautista Agut[ESP],8,53.7%,22,41,0.42,1.9,5.1,1.00,2.8,61.9%,52,84,0.86,3.8,10.5,1.45,4.0,56,Roberto Bautista Agut[ESP],8,0.85,1233,47.4%,0,0-0,-,0.0%,22,9-13,40.9%,196,88-108,44.9%,1:42,37.1,39.7
57,Jacob Fearnley[GBR],5,3-2,60.0%,61.1%,61.2%,26,8.0%,17,5.2%,12.1%,56.5%,71.6%,47.5%,54.0%,75.5%,6.6,2.6,57,Jacob Fearnley[GBR],5,40.7%,40.8%,6.8%,4.5%,32.5%,50.6%,26.9%,6.8,2.8,20.0,34.0,57,Jacob Fearnley[GBR],5,36.8%,14,38,0.73,3.5,7.6,1.27,2.8,58.6%,17,29,0.59,2.6,5.8,1.09,2.4,57,Jacob Fearnley[GBR],5,1.05,678,50.4%,2,1-1,50.0%,18.2%,11,6-5,54.5%,101,51-50,50.5%,1:40,45.5,44.3
58,Benjamin Bonzi[FRA],3,2-1,66.7%,70.8%,69.5%,13,6.8%,2,1.0%,3.3%,68.2%,71.8%,68.9%,71.2%,93.5%,6.2,1.8,58,Benjamin Bonzi[FRA],3,37.6%,39.1%,7.0%,2.2%,26.3%,50.6%,23.3%,6.2,2.3,28.0,47.0,58,Benjamin Bonzi[FRA],3,53.8%,7,13,0.43,2.2,4.3,1.17,2.3,83.3%,10,12,0.39,2.0,4.0,0.33,0.7,58,Benjamin Bonzi[FRA],3,1.29,378,54.5%,0,0-0,-,0.0%,6,5-1,83.3%,61,36-25,59.0%,1:32,46.0,43.8
59,Roberto Carballes Baena[ESP],16,8-8,50.0%,57.7%,58.3%,29,2.3%,34,2.7%,7.9%,65.7%,62.7%,48.1%,52.3%,68.3%,6.6,2.8,59,Roberto Carballes Baena[ESP],16,39.9%,40.9%,5.9%,2.4%,33.4%,49.7%,26.9%,6.6,2.6,82.0,116.0,59,Roberto Carballes Baena[ESP],16,38.8%,50,129,0.69,3.3,8.1,1.28,3.1,58.3%,84,144,0.76,3.7,9.0,1.54,3.8,59,Roberto Carballes Baena[ESP],16,0.94,2476,48.9%,5,3-2,60.0%,12.8%,39,18-21,46.2%,375,179-196,47.7%,1:42,41.9,39.6
60,Camilo Ugo Carabelli[ARG],16,8-8,50.0%,60.3%,60.8%,41,3.6%,36,3.1%,8.9%,64.8%,70.0%,42.5%,46.6%,72.4%,6.4,2.5,60,Camilo Ugo Carabelli[ARG],16,38.5%,38.0%,4.6%,3.7%,32.2%,49.4%,23.2%,6.4,2.5,92.0,109.1,60,Camilo Ugo Carabelli[ARG],16,40.4%,42,104,0.57,2.7,6.5,1.11,2.6,51.5%,53,103,0.57,2.7,6.4,1.32,3.1,60,Camilo Ugo Carabelli[ARG],16,0.97,2316,49.4%,3,3-0,100.0%,7.9%,38,19-19,50.0%,362,173-189,47.8%,1:51,46.7,46.0
61,Fabian Marozsan[HUN],14,6-8,42.9%,61.8%,62.3%,40,3.9%,33,3.2%,8.4%,61.2%,69.2%,50.1%,54.7%,75.5%,6.4,2.4,61,Fabian Marozsan[HUN],14,36.4%,37.1%,7.2%,3.2%,28.2%,49.6%,20.3%,6.3,2.3,40.0,63.3,61,Fabian Marozsan[HUN],14,38.1%,32,84,0.53,2.5,6.0,0.97,2.3,58.1%,54,93,0.58,2.8,6.6,1.18,2.8,61,Fabian Marozsan[HUN],14,0.95,2018,49.2%,6,3-3,50.0%,18.2%,33,15-18,45.5%,317,152-165,47.9%,1:17,32.5,31.9
62,Kei Nishikori[JPN],7,3-4,42.9%,56.2%,56.5%,10,1.8%,11,2.0%,7.1%,71.7%,58.8%,49.7%,53.5%,73.4%,6.9,3.0,62,Kei Nishikori[JPN],7,38.0%,39.3%,8.3%,3.1%,32.4%,51.2%,17.1%,6.6,2.5,83.0,82.7,62,Kei Nishikori[JPN],7,31.8%,14,44,0.54,2.6,6.3,0.82,2.0,51.2%,22,43,0.54,2.5,6.1,1.24,3.0,62,Kei Nishikori[JPN],7,0.87,1093,47.1%,2,1-1,50.0%,11.8%,17,7-10,41.2%,161,72-89,44.7%,0:40,16.5,15.4
63,Francisco Comesana[ARG],14,8-6,57.1%,64.3%,63.0%,103,8.3%,35,2.8%,7.5%,62.2%,71.8%,52.0%,56.2%,80.2%,6.5,2.3,63,Francisco Comesana[ARG],14,36.1%,35.2%,3.9%,3.5%,30.5%,46.9%,18.5%,6.7,2.4,47.0,75.9,63,Francisco Comesana[ARG],14,34.3%,35,102,0.54,2.8,7.3,0.97,2.5,62.7%,64,102,0.53,2.8,7.3,1.06,2.7,63,Francisco Comesana[ARG],14,1.01,2500,50.1%,11,7-4,63.6%,30.6%,36,19-17,52.8%,381,189-192,49.6%,2:17,53.4,46.2
64,Laslo Djere[SRB],18,12-6,66.7%,65.2%,65.4%,89,6.1%,51,3.5%,9.1%,61.9%,73.0%,52.5%,57.8%,82.9%,6.4,2.2,64,Laslo Djere[SRB],18,37.4%,36.5%,3.8%,3.7%,29.5%,52.2%,22.4%,6.5,2.4,72.0,68.3,64,Laslo Djere[SRB],18,41.8%,51,122,0.54,2.6,6.8,1.09,2.8,66.4%,77,116,0.51,2.5,6.4,0.83,2.2,64,Laslo Djere[SRB],18,1.08,2939,51.3%,10,6-4,60.0%,21.3%,47,29-18,61.7%,456,240-216,52.6%,1:46,40.6,39.0
65,Joao Fonseca[BRA],8,6-2,75.0%,63.1%,62.4%,38,6.1%,16,2.6%,8.0%,67.9%,70.2%,48.0%,52.2%,81.7%,6.7,2.5,65,Joao Fonseca[BRA],8,39.3%,40.1%,4.7%,1.8%,34.1%,48.0%,27.4%,6.9,2.7,53.5,66.5,65,Joao Fonseca[BRA],8,35.1%,26,74,0.78,3.9,9.3,1.37,3.3,60.5%,26,43,0.46,2.3,5.4,0.89,2.1,65,Joao Fonseca[BRA],8,1.07,1279,50.9%,5,2-3,40.0%,26.3%,19,12-7,63.2%,188,102-86,54.3%,1:58,49.6,44.2
66,Jaume Munar[ESP],12,3-9,25.0%,58.2%,59.5%,38,4.0%,47,4.9%,12.9%,61.9%,66.0%,45.5%,52.2%,69.2%,6.5,2.7,66,Jaume Munar[ESP],12,37.8%,37.9%,3.3%,1.8%,34.0%,44.0%,23.5%,6.1,2.3,41.5,55.8,66,Jaume Munar[ESP],12,41.2%,35,85,0.57,2.7,7.1,1.09,2.9,55.4%,56,101,0.69,3.2,8.4,1.41,3.8,66,Jaume Munar[ESP],12,0.90,1865,48.2%,1,0-1,0.0%,3.1%,32,10-22,31.3%,295,136-159,46.1%,1:31,34.1,35.1
68,Mattia Bellucci[ITA],5,2-3,40.0%,64.9%,65.3%,40,9.7%,24,5.8%,14.1%,58.8%,76.5%,48.2%,56.2%,82.4%,6.1,2.1,68,Mattia Bellucci[ITA],5,35.2%,35.5%,5.6%,2.5%,29.7%,44.2%,15.9%,6.3,2.2,63.0,80.4,68,Mattia Bellucci[ITA],5,33.3%,11,33,0.48,2.4,6.6,0.79,2.2,60.0%,18,30,0.44,2.1,6.0,0.86,2.4,68,Mattia Bellucci[ITA],5,1.00,845,49.7%,1,1-0,100.0%,7.1%,14,7-7,50.0%,137,67-70,48.9%,1:25,30.4,30.2
69,Damir Dzumhur[BIH],14,8-6,57.1%,57.9%,59.4%,11,1.1%,33,3.2%,9.8%,67.3%,59.5%,54.8%,60.7%,72.4%,7.1,3.0,69,Damir Dzumhur[BIH],14,42.9%,42.5%,2.7%,2.7%,39.4%,50.3%,31.8%,6.8,2.9,55.5,81.8,69,Damir Dzumhur[BIH],14,41.6%,47,113,0.76,3.3,8.1,1.38,3.4,65.2%,75,115,0.79,3.4,8.2,1.18,2.9,69,Damir Dzumhur[BIH],14,1.02,2036,50.5%,1,0-1,0.0%,2.9%,34,17-17,50.0%,293,152-141,51.9%,1:51,45.6,45.7
70,Learner Tien[USA],3,0-3,0.0%,59.3%,60.4%,6,2.8%,8,3.7%,8.6%,56.9%,66.7%,49.5%,54.1%,67.7%,7.0,2.8,70,Learner Tien[USA],3,32.8%,33.5%,10.0%,4.0%,23.4%,49.3%,12.9%,6.5,2.1,37.0,38.7,70,Learner Tien[USA],3,30.8%,4,13,0.42,1.9,4.3,0.57,1.3,54.5%,12,22,0.71,3.1,7.3,1.43,3.3,70,Learner Tien[USA],3,0.81,417,46.5%,1,0-1,0.0%,14.3%,7,1-6,14.3%,62,25-37,40.3%,1:29,38.3,38.6
71,Daniel Altmaier[GER],12,4-8,33.3%,60.7%,59.5%,76,6.7%,29,2.6%,6.4%,59.7%,70.1%,46.7%,49.9%,73.2%,6.7,2.6,71,Daniel Altmaier[GER],12,35.6%,34.7%,3.1%,3.1%,30.2%,43.9%,17.0%,6.5,2.3,54.5,62.2,71,Daniel Altmaier[GER],12,43.3%,29,67,0.39,2.0,5.6,0.88,2.4,59.5%,66,111,0.66,3.4,9.3,1.36,3.8,71,Daniel Altmaier[GER],12,0.91,2242,48.3%,10,7-3,70.0%,30.3%,33,13-20,39.4%,339,152-187,44.8%,1:43,37.6,33.2
72,Hamad Medjedovic[SRB],7,2-5,28.6%,64.0%,62.9%,39,5.9%,11,1.7%,4.7%,64.6%,70.0%,53.2%,55.9%,79.4%,6.5,2.3,72,Hamad Medjedovic[SRB],7,36.5%,37.8%,8.8%,3.2%,30.1%,47.2%,10.9%,7.4,2.7,51.0,74.7,72,Hamad Medjedovic[SRB],7,16.4%,11,67,0.66,3.5,9.6,0.58,1.6,63.2%,36,57,0.56,3.0,8.1,1.11,3.0,72,Hamad Medjedovic[SRB],7,1.01,1410,49.4%,6,4-2,66.7%,31.6%,19,7-12,36.8%,203,92-111,45.3%,2:01,44.5,36.0
73,Bu Yunchaokete[CHN],4,0-4,0.0%,57.8%,56.6%,18,5.2%,6,1.7%,4.3%,59.0%,66.0%,46.1%,48.1%,70.6%,6.7,2.8,73,Bu Yunchaokete[CHN],4,36.4%,35.4%,3.6%,3.6%,31.8%,44.1%,19.2%,6.5,2.4,34.0,34.5,73,Bu Yunchaokete[CHN],4,38.5%,10,26,0.50,2.6,6.5,1.00,2.5,48.3%,14,29,0.57,2.9,7.3,1.50,3.8,73,Bu Yunchaokete[CHN],4,0.86,682,47.2%,2,0-2,0.0%,20.0%,10,2-8,20.0%,103,46-57,44.7%,2:20,56.0,49.3
74,Yoshihito Nishioka[JPN],2,1-1,50.0%,61.9%,63.1%,2,1.4%,4,2.7%,7.4%,63.3%,66.7%,53.7%,58.0%,81.0%,7.0,2.7,74,Yoshihito Nishioka[JPN],2,36.3%,36.0%,6.5%,4.0%,26.4%,50.0%,26.3%,6.5,2.4,117.0,151.3,74,Yoshihito Nishioka[JPN],2,45.5%,5,11,0.58,2.2,5.5,1.00,2.5,71.4%,10,14,0.67,2.8,7.0,0.80,2.0,74,Yoshihito Nishioka[JPN],2,0.95,271,50.2%,0,0-0,-,0.0%,5,2-3,40.0%,40,22-18,55.0%,0:31,12.4,13.7
75,Arthur Rinderknech[FRA],7,4-3,57.1%,65.6%,63.7%,57,10.0%,16,2.8%,7.7%,63.5%,76.0%,47.4%,51.3%,80.0%,6.4,2.2,75,Arthur Rinderknech[FRA],7,35.7%,36.1%,5.7%,2.6%,27.8%,47.8%,17.6%,6.8,2.4,53.5,53.3,75,Arthur Rinderknech[FRA],7,29.1%,16,55,0.60,2.9,7.9,0.84,2.3,56.1%,23,41,0.46,2.2,5.9,0.95,2.6,75,Arthur Rinderknech[FRA],7,1.04,1188,50.1%,5,5-0,100.0%,26.3%,19,12-7,63.2%,181,88-93,48.6%,1:25,31.2,29.9
76,Alexander Bublik[KAZ],11,6-5,54.5%,61.9%,61.8%,106,11.4%,64,6.9%,17.4%,60.4%,70.4%,48.9%,59.2%,77.2%,6.8,2.6,76,Alexander Bublik[KAZ],11,33.1%,33.8%,8.1%,3.0%,26.6%,45.9%,17.6%,6.1,2.0,41.0,52.5,76,Alexander Bublik[KAZ],11,40.0%,24,60,0.44,2.2,5.5,0.89,2.2,67.7%,65,96,0.71,3.6,8.7,1.15,2.8,76,Alexander Bublik[KAZ],11,0.87,1754,48.3%,6,5-1,83.3%,22.2%,27,14-13,51.9%,272,129-143,47.4%,1:16,30.8,28.5
77,Roman Safiullin[RUS],6,2-4,33.3%,60.1%,59.2%,30,5.6%,13,2.4%,6.6%,63.1%,64.8%,52.0%,55.7%,71.3%,6.6,2.7,77,Roman Safiullin[RUS],6,38.2%,39.8%,5.3%,0.8%,33.8%,47.6%,25.6%,6.4,2.4,45.0,41.7,77,Roman Safiullin[RUS],6,43.8%,21,48,0.59,3.0,8.0,1.31,3.5,54.0%,27,50,0.63,3.1,8.3,1.44,3.8,77,Roman Safiullin[RUS],6,0.96,1055,49.2%,4,2-2,50.0%,25.0%,16,7-9,43.8%,162,78-84,48.1%,0:43,16.1,14.6
78,Hugo Gaston[FRA],17,8-9,47.1%,58.4%,59.0%,43,3.0%,43,3.0%,6.6%,54.0%,64.5%,51.3%,54.9%,68.4%,6.8,2.8,78,Hugo Gaston[FRA],17,39.1%,39.8%,6.2%,2.9%,32.9%,49.5%,25.2%,6.6,2.6,57.0,66.5,78,Hugo Gaston[FRA],17,39.3%,53,135,0.64,3.1,7.9,1.20,3.1,60.0%,99,165,0.79,3.8,9.7,1.50,3.9,78,Hugo Gaston[FRA],17,0.94,2810,48.9%,7,5-2,71.4%,15.9%,44,20-24,45.5%,419,196-223,46.8%,1:47,41.4,38.9
