Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
42,Alejandro Tabilo[CHI],20,6-14,30.0%,64.1%,63.0%,158,8.9%,63,3.6%,9.7%,63.4%,72.3%,49.8%,55.1%,82.0%,6.8,2.4,42,Alejandro Tabilo[CHI],20,31.5%,33.7%,13.8%,3.8%,22.0%,47.4%,11.8%,6.3,2.0,13.5,21.0,42,Alejandro Tabilo[CHI],20,32.6%,31,95,0.36,1.8,4.8,0.60,1.6,67.4%,97,144,0.55,2.8,7.2,0.90,2.4,42,Alejandro Tabilo[CHI],20,0.88,3430,48.3%,17,6-11,35.3%,32.7%,52,18-34,34.6%,523,245-278,46.8%,1:57,44.9,40.8
43,Gael Monfils[FRA],26,12-14,46.2%,65.4%,65.7%,266,11.4%,148,6.3%,16.0%,60.5%,76.0%,49.2%,58.6%,82.5%,6.3,2.2,43,Gael Monfils[FRA],26,32.1%,31.9%,6.2%,3.2%,26.1%,42.0%,14.0%,6.2,2.0,18.5,19.9,43,Gael Monfils[FRA],26,32.9%,51,155,0.42,2.1,6.0,0.69,2.0,59.9%,97,162,0.44,2.2,6.2,0.88,2.5,43,Gael Monfils[FRA],26,0.93,4619,49.0%,19,10-9,52.6%,25.7%,74,33-41,44.6%,737,358-379,48.6%,1:59,42.0,40.3
44,Lorenzo Sonego[ITA],23,5-18,21.7%,64.0%,63.2%,132,6.8%,52,2.7%,8.0%,66.3%,71.1%,50.1%,54.4%,81.9%,6.6,2.4,44,Lorenzo Sonego[ITA],23,29.9%,30.3%,6.6%,2.2%,23.8%,41.2%,9.1%,6.2,1.9,20.0,24.8,44,Lorenzo Sonego[ITA],23,25.2%,27,107,0.36,1.8,4.7,0.46,1.2,64.7%,97,150,0.51,2.5,6.5,0.90,2.3,44,Lorenzo Sonego[ITA],23,0.83,3774,47.3%,14,4-10,28.6%,23.7%,59,18-41,30.5%,589,267-322,45.3%,1:51,43.1,40.4
45,Marcos Giron[USA],26,8-18,30.8%,61.7%,60.7%,117,5.1%,40,1.7%,4.2%,58.9%,70.3%,49.3%,51.4%,77.2%,6.7,2.6,45,Marcos Giron[USA],26,32.5%,33.5%,9.5%,3.3%,26.0%,43.4%,13.0%,6.2,2.0,21.0,21.4,45,Marcos Giron[USA],26,34.9%,45,129,0.37,1.8,5.0,0.64,1.7,63.0%,133,211,0.62,3.0,8.1,1.11,3.0,45,Marcos Giron[USA],26,0.85,4438,47.6%,14,9-5,64.3%,20.0%,70,27-43,38.6%,689,309-380,44.8%,1:58,43.9,41.5
46,Luciano Darderi[ITA],25,6-19,24.0%,61.2%,60.9%,136,6.6%,77,3.7%,9.3%,60.2%,69.0%,49.3%,54.4%,75.2%,6.8,2.7,46,Luciano Darderi[ITA],25,31.8%,32.4%,10.3%,4.0%,24.6%,45.1%,13.2%,6.2,2.0,28.0,29.6,46,Luciano Darderi[ITA],25,30.3%,40,132,0.44,2.2,5.3,0.66,1.6,61.1%,118,193,0.64,3.2,7.7,1.23,3.0,46,Luciano Darderi[ITA],25,0.82,3944,47.2%,14,9-5,64.3%,23.0%,61,19-42,31.1%,605,268-337,44.3%,1:42,42.0,38.9
47,Miomir Kecmanovic[SRB],29,12-17,41.4%,65.5%,65.0%,150,6.2%,64,2.6%,6.9%,61.8%,73.5%,52.4%,56.3%,81.7%,6.3,2.2,47,Miomir Kecmanovic[SRB],29,34.8%,35.8%,10.7%,4.4%,25.8%,50.1%,17.8%,6.4,2.2,26.0,27.1,47,Miomir Kecmanovic[SRB],29,36.9%,69,187,0.48,2.3,6.4,0.86,2.4,58.3%,98,168,0.44,2.1,5.8,0.88,2.4,47,Miomir Kecmanovic[SRB],29,1.01,4907,50.0%,19,9-10,47.4%,23.8%,80,37-43,46.3%,770,382-388,49.6%,1:52,40.8,39.9
48,David Goffin[BEL],23,11-12,47.8%,58.6%,58.9%,106,5.5%,84,4.3%,10.4%,58.4%,68.0%,45.4%,50.7%,69.7%,6.8,2.8,48,David Goffin[BEL],23,39.1%,40.2%,8.4%,3.9%,30.6%,51.5%,26.3%,6.6,2.6,22.0,25.2,48,David Goffin[BEL],23,41.1%,76,185,0.64,3.0,8.0,1.25,3.3,59.3%,127,214,0.75,3.5,9.3,1.43,3.8,48,David Goffin[BEL],23,0.94,3849,48.9%,12,6-6,50.0%,19.7%,61,28-33,45.9%,576,276-300,47.9%,1:55,43.2,41.1
49,Pedro Martinez[ESP],23,7-16,30.4%,57.8%,59.9%,44,2.8%,85,5.3%,16.9%,68.4%,63.9%,44.8%,53.9%,68.0%,6.4,2.7,49,Pedro Martinez[ESP],23,35.2%,37.7%,12.0%,3.3%,25.1%,51.3%,16.7%,6.3,2.2,28.0,26.2,49,Pedro Martinez[ESP],23,33.6%,42,125,0.50,2.3,5.4,0.76,1.8,53.8%,93,173,0.69,3.1,7.5,1.45,3.5,49,Pedro Martinez[ESP],23,0.84,3178,46.6%,3,2-1,66.7%,5.5%,55,16-39,29.1%,501,212-289,42.3%,1:40,41.6,43.2
50,Zizou Bergs[BEL],22,10-12,45.5%,62.1%,60.8%,170,9.2%,70,3.8%,10.0%,62.2%,70.5%,48.1%,53.5%,77.1%,6.5,2.5,50,Zizou Bergs[BEL],22,36.8%,36.8%,5.6%,3.4%,29.7%,49.2%,21.8%,6.5,2.4,27.0,25.5,50,Zizou Bergs[BEL],22,41.1%,62,151,0.53,2.6,6.9,1.07,2.8,61.5%,104,169,0.60,2.9,7.7,1.12,3.0,50,Zizou Bergs[BEL],22,0.97,3700,49.5%,9,2-7,22.2%,15.5%,58,26-32,44.8%,568,281-287,49.5%,1:42,38.7,36.4
51,Tomas Martin Etcheverry[ARG],22,6-16,27.3%,62.9%,60.7%,190,9.3%,49,2.4%,6.3%,61.6%,71.8%,48.7%,51.9%,78.1%,6.5,2.4,51,Tomas Martin Etcheverry[ARG],22,34.3%,35.0%,8.8%,3.7%,26.2%,47.6%,17.4%,6.4,2.2,23.5,22.9,51,Tomas Martin Etcheverry[ARG],22,33.3%,55,165,0.52,2.5,7.5,0.83,2.5,59.2%,100,169,0.54,2.6,7.7,1.05,3.1,51,Tomas Martin Etcheverry[ARG],22,0.93,4073,48.7%,12,5-7,41.7%,18.2%,66,25-41,37.9%,632,301-331,47.6%,2:17,45.6,44.3
52,Quentin Halys[FRA],12,3-9,25.0%,66.8%,63.5%,178,15.7%,42,3.7%,9.6%,61.6%,77.1%,50.5%,55.8%,84.7%,6.2,2.1,52,Quentin Halys[FRA],12,30.7%,30.7%,8.6%,3.8%,22.4%,44.1%,9.9%,6.2,1.9,21.0,21.0,52,Quentin Halys[FRA],12,30.5%,18,59,0.32,1.6,4.9,0.50,1.5,68.9%,62,90,0.49,2.5,7.5,0.78,2.3,52,Quentin Halys[FRA],12,0.93,2255,48.9%,9,3-6,33.3%,25.0%,36,13-23,36.1%,365,173-192,47.4%,2:04,41.4,39.7
53,Nicolas Jarry[CHI],11,1-10,9.1%,64.1%,62.0%,107,12.2%,36,4.1%,10.7%,61.6%,74.0%,48.2%,54.0%,79.1%,6.5,2.3,53,Nicolas Jarry[CHI],11,28.3%,28.2%,8.1%,3.2%,20.3%,40.6%,7.9%,6.1,1.7,18.0,18.5,53,Nicolas Jarry[CHI],11,25.6%,11,43,0.31,1.6,3.9,0.41,1.0,61.1%,44,72,0.54,2.7,6.5,1.04,2.5,53,Nicolas Jarry[CHI],11,0.79,1717,46.5%,8,2-6,25.0%,29.6%,27,6-21,22.2%,273,117-156,42.9%,2:00,49.0,46.2
54,Gabriel Diallo[CAN],16,6-10,37.5%,62.2%,60.5%,104,8.2%,32,2.5%,7.7%,67.0%,69.4%,47.7%,51.7%,77.1%,6.3,2.4,54,Gabriel Diallo[CAN],16,33.9%,33.9%,6.6%,3.4%,26.5%,45.6%,17.9%,6.1,2.1,21.5,23.9,54,Gabriel Diallo[CAN],16,40.2%,35,87,0.45,2.1,5.4,0.83,2.2,56.2%,59,105,0.52,2.5,6.6,1.10,2.9,54,Gabriel Diallo[CAN],16,0.90,2444,48.5%,6,2-4,33.3%,14.3%,42,18-24,42.9%,396,190-206,48.0%,1:54,43.3,44.7
55,Zhizhen Zhang[CHN],20,6-14,30.0%,64.2%,62.0%,159,9.8%,40,2.5%,6.9%,64.1%,73.3%,47.8%,51.3%,79.0%,6.3,2.3,55,Zhizhen Zhang[CHN],20,29.8%,31.5%,13.1%,3.5%,22.6%,43.8%,11.9%,5.9,1.8,16.5,22.3,55,Zhizhen Zhang[CHN],20,38.3%,31,81,0.31,1.5,4.1,0.57,1.6,56.8%,71,125,0.49,2.3,6.3,1.00,2.7,55,Zhizhen Zhang[CHN],20,0.83,3160,47.4%,9,3-6,33.3%,16.7%,54,18-36,33.3%,518,234-284,45.2%,1:27,32.2,33.0
56,Roberto Bautista Agut[ESP],16,8-8,50.0%,61.8%,62.0%,34,2.8%,26,2.1%,6.2%,65.8%,66.2%,53.2%,56.8%,75.1%,6.4,2.5,56,Roberto Bautista Agut[ESP],16,35.1%,38.5%,14.8%,3.7%,25.6%,49.6%,17.0%,6.3,2.2,23.0,23.7,56,Roberto Bautista Agut[ESP],16,32.0%,32,100,0.53,2.4,6.3,0.78,2.0,58.4%,66,113,0.60,2.8,7.1,1.15,2.9,56,Roberto Bautista Agut[ESP],16,0.92,2396,48.7%,4,3-1,75.0%,9.8%,41,19-22,46.3%,377,174-203,46.2%,1:56,45.2,46.4
57,Jacob Fearnley[GBR],7,1-6,14.3%,59.0%,59.7%,40,7.5%,33,6.2%,15.7%,60.5%,67.4%,46.2%,54.8%,71.8%,6.3,2.6,57,Jacob Fearnley[GBR],7,30.4%,31.3%,10.9%,3.7%,21.1%,47.3%,11.5%,5.9,1.8,7.0,12.3,57,Jacob Fearnley[GBR],7,33.3%,10,30,0.34,1.7,4.3,0.56,1.4,52.9%,27,51,0.60,2.8,7.3,1.33,3.4,57,Jacob Fearnley[GBR],7,0.74,1048,44.9%,2,0-2,0.0%,11.1%,18,3-15,16.7%,172,71-101,41.3%,1:47,41.6,42.8
58,Benjamin Bonzi[FRA],9,5-4,55.6%,66.0%,64.1%,54,8.0%,10,1.5%,4.3%,65.0%,70.6%,57.4%,60.0%,81.3%,6.3,2.1,58,Benjamin Bonzi[FRA],9,35.8%,37.6%,9.0%,2.6%,27.4%,51.9%,18.7%,6.5,2.3,29.0,28.8,58,Benjamin Bonzi[FRA],9,38.5%,20,52,0.49,2.5,5.8,0.95,2.2,63.6%,35,55,0.51,2.6,6.1,0.95,2.2,58,Benjamin Bonzi[FRA],9,1.05,1369,50.6%,4,2-2,50.0%,19.0%,21,11-10,52.4%,214,107-107,50.0%,1:46,45.5,41.9
59,Roberto Carballes Baena[ESP],17,4-13,23.5%,58.9%,59.0%,56,4.4%,40,3.2%,8.4%,62.3%,66.2%,46.9%,51.3%,68.6%,6.5,2.7,59,Roberto Carballes Baena[ESP],17,33.9%,35.4%,9.7%,2.9%,22.9%,51.9%,15.2%,6.1,2.1,21.0,23.5,59,Roberto Carballes Baena[ESP],17,38.0%,30,79,0.40,1.9,4.6,0.71,1.8,56.7%,80,141,0.73,3.4,8.3,1.45,3.6,59,Roberto Carballes Baena[ESP],17,0.82,2455,46.7%,5,3-2,60.0%,11.9%,42,12-30,28.6%,391,163-228,41.7%,1:43,41.7,42.8
60,Camilo Ugo Carabelli[ARG],10,3-7,30.0%,59.4%,60.5%,26,3.2%,31,3.8%,9.7%,60.9%,69.0%,44.5%,49.3%,71.2%,6.5,2.6,60,Camilo Ugo Carabelli[ARG],10,34.4%,34.7%,6.7%,3.1%,28.7%,45.7%,16.1%,6.2,2.1,31.0,27.3,60,Camilo Ugo Carabelli[ARG],10,45.5%,20,44,0.35,1.7,4.4,0.77,2.0,52.0%,39,75,0.60,2.9,7.5,1.38,3.6,60,Camilo Ugo Carabelli[ARG],10,0.85,1587,47.3%,3,1-2,33.3%,11.5%,26,8-18,30.8%,249,109-140,43.8%,2:01,46.4,45.6
61,Fabian Marozsan[HUN],26,9-17,34.6%,61.6%,60.9%,134,6.1%,60,2.8%,7.6%,63.9%,69.0%,48.5%,52.5%,76.4%,6.6,2.5,61,Fabian Marozsan[HUN],26,33.1%,34.4%,11.9%,4.2%,22.7%,48.4%,15.5%,6.0,2.0,23.0,25.5,61,Fabian Marozsan[HUN],26,39.2%,51,130,0.40,1.9,5.0,0.75,2.0,62.1%,128,206,0.62,3.0,7.9,1.15,3.0,61,Fabian Marozsan[HUN],26,0.86,4163,48.0%,12,5-7,41.7%,17.6%,68,25-43,36.8%,660,304-356,46.1%,1:35,36.5,35.7
62,Kei Nishikori[JPN],17,7-10,41.2%,61.4%,61.8%,20,1.7%,19,1.6%,5.1%,67.7%,66.2%,51.3%,54.1%,74.1%,6.3,2.4,62,Kei Nishikori[JPN],17,35.1%,36.4%,9.6%,3.4%,26.0%,51.3%,18.4%,6.3,2.2,25.0,26.8,62,Kei Nishikori[JPN],17,40.0%,34,85,0.46,2.2,5.0,0.87,2.0,55.1%,59,107,0.58,2.7,6.3,1.23,2.8,62,Kei Nishikori[JPN],17,0.91,2319,48.3%,5,2-3,40.0%,12.8%,39,15-24,38.5%,370,171-199,46.2%,1:26,37.6,37.9
63,Francisco Comesana[ARG],13,6-7,46.2%,63.0%,61.6%,102,8.0%,36,2.8%,7.5%,62.1%,70.3%,50.9%,55.0%,79.5%,6.7,2.5,63,Francisco Comesana[ARG],13,34.3%,33.6%,5.4%,3.7%,29.5%,43.0%,16.8%,6.3,2.2,25.0,26.1,63,Francisco Comesana[ARG],13,40.5%,32,79,0.41,2.1,6.1,0.86,2.5,64.2%,70,109,0.57,2.9,8.4,1.05,3.0,63,Francisco Comesana[ARG],13,0.93,2476,49.0%,9,5-4,55.6%,24.3%,37,17-20,45.9%,381,183-198,48.0%,2:21,49.5,44.4
64,Laslo Djere[SRB],10,6-4,60.0%,61.6%,61.4%,66,8.4%,39,5.0%,12.6%,60.6%,70.7%,47.6%,54.4%,79.3%,6.5,2.5,64,Laslo Djere[SRB],10,40.0%,38.1%,4.2%,5.5%,28.9%,57.0%,27.6%,6.6,2.6,27.0,22.6,64,Laslo Djere[SRB],10,41.5%,34,82,0.67,3.0,8.2,1.26,3.4,66.2%,49,74,0.61,2.7,7.4,0.93,2.5,64,Laslo Djere[SRB],10,1.04,1597,50.6%,5,1-4,20.0%,18.5%,27,13-14,48.1%,244,130-114,53.3%,1:58,43.6,44.2
65,Joao Fonseca[BRA],12,7-5,58.3%,65.3%,64.0%,64,7.3%,18,2.0%,6.2%,67.0%,72.2%,51.4%,54.8%,80.7%,6.5,2.3,65,Joao Fonseca[BRA],12,36.4%,37.9%,9.7%,3.4%,29.5%,47.8%,21.9%,6.6,2.4,20.0,25.9,65,Joao Fonseca[BRA],12,34.1%,30,88,0.64,2.7,7.3,0.91,2.5,54.4%,31,57,0.42,1.7,4.8,0.79,2.2,65,Joao Fonseca[BRA],12,1.05,1789,50.6%,12,6-6,50.0%,36.4%,33,18-15,54.5%,272,139-133,51.1%,1:45,38.1,42.1
66,Jaume Munar[ESP],18,6-12,33.3%,60.8%,61.8%,68,4.4%,69,4.5%,12.0%,62.6%,68.6%,47.6%,54.2%,74.2%,6.5,2.6,66,Jaume Munar[ESP],18,35.7%,36.1%,6.2%,2.9%,28.5%,47.9%,19.3%,6.2,2.2,22.0,21.5,66,Jaume Munar[ESP],18,43.7%,45,103,0.44,2.1,5.7,0.94,2.5,57.9%,84,145,0.61,3.0,8.1,1.27,3.4,66,Jaume Munar[ESP],18,0.91,2976,48.6%,7,2-5,28.6%,14.6%,48,18-30,37.5%,469,220-249,46.9%,1:55,43.0,41.6
67,Juncheng Shang[CHN],14,7-7,50.0%,65.2%,65.1%,82,6.7%,41,3.3%,9.1%,63.3%,71.7%,54.0%,59.4%,82.4%,6.5,2.3,67,Juncheng Shang[CHN],14,32.9%,34.5%,13.0%,4.5%,21.8%,52.2%,15.3%,6.3,2.1,27.0,25.9,67,Juncheng Shang[CHN],14,35.4%,29,82,0.43,2.2,5.9,0.76,2.1,65.6%,63,96,0.51,2.5,6.9,0.87,2.4,67,Juncheng Shang[CHN],14,0.95,2416,49.3%,10,6-4,60.0%,26.3%,38,20-18,52.6%,377,184-193,48.8%,2:04,45.6,43.1
68,Mattia Bellucci[ITA],11,3-8,27.3%,62.7%,62.4%,81,8.2%,43,4.3%,10.8%,59.9%,72.8%,47.6%,53.4%,81.3%,6.9,2.6,68,Mattia Bellucci[ITA],11,30.2%,31.6%,10.3%,2.7%,22.2%,43.5%,9.0%,6.0,1.8,20.0,23.2,68,Mattia Bellucci[ITA],11,25.5%,13,51,0.35,1.6,4.6,0.42,1.2,71.0%,66,93,0.65,3.0,8.5,0.87,2.5,68,Mattia Bellucci[ITA],11,0.81,1852,47.6%,4,2-2,50.0%,12.9%,31,11-20,35.5%,288,130-158,45.1%,1:46,37.5,37.6
69,Damir Dzumhur[BIH],10,3-7,30.0%,54.1%,55.4%,7,1.0%,23,3.3%,9.6%,65.9%,56.7%,49.0%,54.2%,60.6%,7.1,3.3,69,Damir Dzumhur[BIH],10,41.7%,41.5%,3.3%,2.7%,38.6%,48.0%,30.1%,7.1,3.0,42.5,38.9,69,Damir Dzumhur[BIH],10,41.3%,31,75,0.73,3.3,7.5,1.35,3.1,57.1%,52,91,0.92,4.0,9.1,1.70,3.9,69,Damir Dzumhur[BIH],10,0.91,1432,47.8%,4,1-3,25.0%,17.4%,23,7-16,30.4%,202,91-111,45.0%,1:44,45.2,43.6
70,Learner Tien[USA],13,6-7,46.2%,59.8%,60.0%,46,3.8%,34,2.8%,8.1%,64.8%,65.0%,50.2%,54.6%,71.9%,6.7,2.7,70,Learner Tien[USA],13,37.1%,39.8%,11.5%,3.1%,26.6%,56.1%,23.2%,6.5,2.4,37.0,32.1,70,Learner Tien[USA],13,42.7%,41,96,0.54,2.3,7.4,0.98,3.2,59.7%,74,124,0.70,3.0,9.5,1.19,3.8,70,Learner Tien[USA],13,0.92,2348,48.7%,13,7-6,53.8%,31.0%,42,19-23,45.2%,355,169-186,47.6%,2:05,38.7,41.6
71,Daniel Altmaier[GER],14,4-10,28.6%,60.2%,57.8%,96,8.8%,25,2.3%,5.9%,61.0%,69.8%,45.0%,47.9%,70.8%,6.4,2.5,71,Daniel Altmaier[GER],14,35.1%,34.8%,5.7%,3.6%,27.3%,46.9%,15.4%,6.4,2.2,22.5,25.1,71,Daniel Altmaier[GER],14,35.5%,27,76,0.43,2.1,5.4,0.75,1.9,47.9%,46,96,0.56,2.7,6.9,1.39,3.6,71,Daniel Altmaier[GER],14,0.88,2200,47.5%,7,4-3,57.1%,19.4%,36,11-25,30.6%,346,148-198,42.8%,1:43,40.2,39.5
72,Hamad Medjedovic[SRB],12,8-4,66.7%,68.5%,67.0%,100,12.4%,31,3.8%,11.8%,67.4%,76.6%,51.7%,58.6%,87.6%,6.2,2.0,72,Hamad Medjedovic[SRB],12,35.2%,36.8%,11.5%,4.2%,27.4%,48.2%,18.0%,6.5,2.3,17.0,21.0,72,Hamad Medjedovic[SRB],12,34.8%,23,66,0.52,2.4,5.5,0.82,1.9,70.9%,39,55,0.43,2.0,4.6,0.57,1.3,72,Hamad Medjedovic[SRB],12,1.12,1639,51.6%,7,3-4,42.9%,25.0%,28,16-12,57.1%,257,136-121,52.9%,1:34,40.1,41.1
73,Bu Yunchaokete[CHN],17,3-14,17.6%,61.7%,59.5%,113,8.6%,28,2.1%,5.1%,58.4%,72.4%,46.6%,49.1%,76.3%,6.7,2.6,73,Bu Yunchaokete[CHN],17,31.1%,33.4%,11.8%,2.5%,24.2%,44.3%,14.4%,6.0,1.9,19.0,21.5,73,Bu Yunchaokete[CHN],17,45.3%,29,64,0.32,1.6,3.8,0.73,1.7,62.7%,79,126,0.64,3.2,7.4,1.18,2.8,73,Bu Yunchaokete[CHN],17,0.81,2541,47.0%,10,2-8,20.0%,25.0%,40,10-30,25.0%,400,180-220,45.0%,1:54,48.5,45.8
74,Yoshihito Nishioka[JPN],13,7-6,53.8%,63.7%,63.9%,42,3.7%,27,2.4%,6.8%,65.1%,69.0%,53.9%,57.8%,81.3%,6.7,2.4,74,Yoshihito Nishioka[JPN],13,30.7%,34.1%,15.9%,3.0%,22.2%,46.2%,12.8%,6.0,1.8,21.0,25.0,74,Yoshihito Nishioka[JPN],13,32.4%,22,68,0.40,1.9,5.2,0.61,1.7,68.3%,69,101,0.59,2.8,7.8,0.89,2.5,74,Yoshihito Nishioka[JPN],13,0.85,2178,48.0%,9,7-2,77.8%,25.0%,36,17-19,47.2%,343,161-182,46.9%,1:51,40.0,39.7
75,Arthur Rinderknech[FRA],20,5-15,25.0%,63.6%,61.1%,199,11.8%,59,3.5%,9.1%,61.5%,73.1%,48.3%,53.1%,77.5%,6.4,2.3,75,Arthur Rinderknech[FRA],20,30.9%,32.5%,10.8%,2.9%,22.1%,44.2%,12.0%,6.3,1.9,25.0,24.1,75,Arthur Rinderknech[FRA],20,27.6%,32,116,0.44,2.1,5.8,0.59,1.6,61.2%,93,152,0.58,2.8,7.6,1.09,3.0,75,Arthur Rinderknech[FRA],20,0.85,3360,47.3%,12,5-7,41.7%,22.2%,54,19-35,35.2%,528,235-293,44.5%,1:53,41.9,40.4
76,Alexander Bublik[KAZ],20,4-16,20.0%,62.2%,60.9%,220,13.9%,109,6.9%,17.7%,61.0%,73.2%,44.9%,54.5%,76.3%,6.5,2.5,76,Alexander Bublik[KAZ],20,29.8%,30.6%,10.1%,3.4%,22.6%,43.6%,9.8%,6.2,1.8,24.5,26.0,76,Alexander Bublik[KAZ],20,27.9%,24,86,0.35,1.7,4.3,0.48,1.2,62.5%,95,152,0.63,3.0,7.6,1.14,2.9,76,Alexander Bublik[KAZ],20,0.79,3091,46.3%,11,5-6,45.5%,22.0%,50,14-36,28.0%,487,208-279,42.7%,1:29,35.4,34.4
77,Roman Safiullin[RUS],18,7-11,38.9%,64.0%,63.4%,120,7.8%,55,3.6%,9.6%,62.9%,71.5%,51.1%,56.6%,78.5%,6.2,2.2,77,Roman Safiullin[RUS],18,36.2%,37.1%,7.8%,3.1%,28.0%,50.5%,18.4%,6.5,2.4,28.0,25.2,77,Roman Safiullin[RUS],18,34.8%,47,135,0.53,2.6,7.5,0.92,2.6,59.1%,78,132,0.53,2.6,7.3,1.06,3.0,77,Roman Safiullin[RUS],18,1.00,3205,49.6%,6,2-4,33.3%,11.8%,51,22-29,43.1%,506,244-262,48.2%,1:54,40.1,38.3
78,Hugo Gaston[FRA],12,4-8,33.3%,58.2%,58.3%,34,3.3%,26,2.5%,5.8%,56.7%,66.1%,47.8%,50.7%,68.8%,6.8,2.8,78,Hugo Gaston[FRA],12,35.3%,36.5%,8.0%,2.6%,27.9%,48.9%,20.5%,6.4,2.2,24.5,26.0,78,Hugo Gaston[FRA],12,36.4%,32,88,0.56,2.8,7.3,1.00,2.7,57.9%,66,114,0.74,3.6,9.5,1.50,4.0,78,Hugo Gaston[FRA],12,0.84,2037,47.0%,4,2-2,50.0%,12.5%,32,11-21,34.4%,310,138-172,44.5%,1:46,39.9,37.6
79,Aleksandar Vukic[AUS],20,8-12,40.0%,64.6%,61.6%,215,11.5%,45,2.4%,6.3%,61.8%,74.1%,49.2%,52.5%,81.3%,6.6,2.3,79,Aleksandar Vukic[AUS],20,30.3%,32.5%,14.1%,3.5%,20.8%,45.7%,14.7%,5.9,1.8,22.5,25.6,79,Aleksandar Vukic[AUS],20,42.0%,42,100,0.35,1.8,5.0,0.74,2.1,67.1%,108,161,0.57,2.8,8.1,0.93,2.7,79,Aleksandar Vukic[AUS],20,0.85,3541,48.3%,13,5-8,38.5%,22.8%,57,24-33,42.1%,568,272-296,47.9%,1:50,38.5,37.2
80,Aleksandar Kovacevic[USA],12,4-8,33.3%,63.4%,61.3%,118,11.7%,41,4.1%,9.3%,56.3%,75.3%,48.1%,53.0%,80.0%,6.5,2.4,80,Aleksandar Kovacevic[USA],12,33.0%,35.0%,12.5%,3.7%,23.7%,47.6%,13.9%,6.3,2.1,26.0,27.7,80,Aleksandar Kovacevic[USA],12,27.2%,22,81,0.51,2.5,6.8,0.69,1.8,64.8%,57,88,0.57,2.8,7.3,0.97,2.6,80,Aleksandar Kovacevic[USA],12,0.90,2002,48.3%,3,1-2,33.3%,9.4%,32,12-20,37.5%,313,146-167,46.6%,1:51,41.7,40.0
81,Christopher Oconnell[AUS],16,3-13,18.8%,61.3%,59.2%,106,7.9%,26,1.9%,4.9%,60.2%,69.7%,48.7%,51.2%,77.3%,6.7,2.6,81,Christopher Oconnell[AUS],16,30.0%,32.0%,11.9%,2.8%,21.9%,44.1%,11.0%,6.2,1.9,23.5,25.1,81,Christopher Oconnell[AUS],16,30.6%,22,72,0.36,1.8,4.5,0.54,1.4,60.2%,68,113,0.57,2.8,7.1,1.10,2.8,81,Christopher Oconnell[AUS],16,0.78,2568,46.3%,12,3-9,25.0%,29.3%,41,11-30,26.8%,398,175-223,44.0%,1:57,45.8,43.9
82,Rinky Hijikata[AUS],18,3-15,16.7%,57.8%,57.7%,61,4.6%,42,3.1%,8.3%,62.0%,66.2%,44.2%,48.2%,69.0%,6.6,2.8,82,Rinky Hijikata[AUS],18,30.9%,33.2%,13.1%,3.1%,23.7%,42.1%,10.0%,6.0,1.9,28.0,27.0,82,Rinky Hijikata[AUS],18,31.3%,21,67,0.32,1.5,3.7,0.48,1.2,57.7%,86,149,0.73,3.4,8.3,1.43,3.5,82,Rinky Hijikata[AUS],18,0.73,2601,44.8%,8,4-4,50.0%,18.2%,44,9-35,20.5%,413,161-252,39.0%,1:29,36.5,37.1
83,Corentin Moutet[FRA],15,5-10,33.3%,59.8%,59.9%,43,3.2%,31,2.3%,6.9%,66.2%,65.4%,48.8%,52.4%,71.7%,6.5,2.6,83,Corentin Moutet[FRA],15,37.3%,36.6%,3.6%,3.1%,30.9%,50.4%,22.1%,6.6,2.5,24.0,27.0,83,Corentin Moutet[FRA],15,34.3%,46,134,0.64,3.0,8.9,1.05,3.1,58.9%,83,141,0.69,3.2,9.4,1.32,3.9,83,Corentin Moutet[FRA],15,0.93,2697,48.4%,6,2-4,33.3%,13.6%,44,17-27,38.6%,413,193-220,46.7%,1:42,34.9,34.2
84,Borna Coric[CRO],8,3-5,37.5%,58.9%,58.4%,47,7.8%,28,4.7%,11.1%,58.1%,71.1%,42.1%,47.3%,70.2%,6.4,2.6,84,Borna Coric[CRO],8,34.4%,35.9%,9.9%,3.3%,27.0%,45.5%,16.8%,6.1,2.1,29.0,26.9,84,Borna Coric[CRO],8,39.0%,16,41,0.43,2.1,5.1,0.80,2.0,53.3%,32,60,0.64,3.0,7.5,1.40,3.5,84,Borna Coric[CRO],8,0.84,1176,46.9%,1,0-1,0.0%,5.0%,20,7-13,35.0%,189,82-107,43.4%,1:56,46.3,47.2
