Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
36,Giovanni Mpetshi Perricard[FRA],3,2-1,66.7%,74.9%,74.3%,30,16.0%,9,4.8%,14.8%,67.4%,83.3%,57.4%,67.3%,93.8%,5.8,1.5,36,Giovanni Mpetshi Perricard[FRA],3,29.8%,29.2%,12.2%,5.9%,24.8%,37.5%,12.1%,6.2,1.8,19.0,108.7,36,Giovanni Mpetshi Perricard[FRA],3,25.0%,4,16,0.48,2.7,5.3,0.67,1.3,50.0%,2,4,0.13,0.7,1.3,0.33,0.7,36,Giovanni Mpetshi Perricard[FRA],3,1.18,392,51.3%,2,1-1,50.0%,33.3%,6,4-2,66.7%,65,34-31,52.3%,1:20,40.2,36.9
37,Matteo Arnaldi[ITA],2,0-2,0.0%,56.9%,56.1%,6,5.2%,3,2.6%,5.1%,49.1%,64.9%,49.2%,51.8%,63.2%,6.1,2.6,37,Matteo Arnaldi[ITA],2,33.9%,34.2%,4.2%,1.7%,26.7%,46.5%,10.5%,6.2,2.1,34.0,34.0,37,Matteo Arnaldi[ITA],2,22.2%,2,9,0.47,2.3,4.5,0.50,1.0,22.2%,2,9,0.47,2.3,4.5,1.75,3.5,37,Matteo Arnaldi[ITA],2,0.79,234,45.3%,0,0-0,-,0.0%,4,0-4,0.0%,38,14-24,36.8%,1:30,45.0,46.2
38,Jiri Lehecka[CZE],4,2-2,50.0%,63.0%,61.8%,21,6.8%,7,2.3%,5.7%,60.4%,69.9%,52.5%,55.7%,82.6%,6.7,2.5,38,Jiri Lehecka[CZE],4,29.8%,32.0%,12.4%,2.7%,19.9%,49.4%,13.6%,5.9,1.8,31.5,37.8,38,Jiri Lehecka[CZE],4,60.0%,6,10,0.23,1.1,2.5,0.67,1.5,68.0%,17,25,0.54,2.8,6.3,0.89,2.0,38,Jiri Lehecka[CZE],4,0.81,566,47.9%,1,0-1,0.0%,11.1%,9,4-5,44.4%,90,44-46,48.9%,1:39,44.1,42.1
39,Alexandre Muller[FRA],2,2-0,100.0%,67.0%,67.9%,5,2.4%,5,2.4%,6.8%,64.6%,74.4%,53.4%,57.4%,84.8%,6.2,2.1,39,Alexandre Muller[FRA],2,35.8%,35.8%,5.4%,2.9%,28.7%,50.0%,21.9%,6.4,2.3,74.0,74.0,39,Alexandre Muller[FRA],2,50.0%,7,14,0.44,2.3,7.0,1.17,3.5,58.3%,7,12,0.36,2.0,6.0,0.83,2.5,39,Alexandre Muller[FRA],2,1.08,410,51.5%,2,1-1,50.0%,33.3%,6,4-2,66.7%,65,35-30,53.8%,2:40,53.3,46.8
40,Nuno Borges[POR],2,1-1,50.0%,64.3%,65.0%,3,2.1%,3,2.1%,5.9%,64.3%,67.4%,58.8%,62.5%,72.0%,5.7,2.0,40,Nuno Borges[POR],2,42.4%,43.8%,6.9%,2.8%,31.3%,57.4%,30.4%,6.3,2.7,93.5,93.5,40,Nuno Borges[POR],2,53.8%,7,13,0.57,2.6,6.5,1.40,3.5,56.3%,9,16,0.64,3.2,8.0,1.40,3.5,40,Nuno Borges[POR],2,1.19,287,53.3%,0,0-0,-,0.0%,5,3-2,60.0%,48,25-23,52.1%,1:43,41.0,42.9
41,Jordan Thompson[AUS],2,1-1,50.0%,66.1%,62.8%,17,9.8%,1,0.6%,1.6%,64.9%,73.5%,52.5%,53.3%,85.2%,6.4,2.2,41,Jordan Thompson[AUS],2,35.3%,34.3%,4.3%,3.8%,26.1%,52.3%,17.9%,6.6,2.3,59.5,59.5,41,Jordan Thompson[AUS],2,27.8%,5,18,0.64,3.0,9.0,0.83,2.5,71.4%,10,14,0.52,2.3,7.0,0.67,2.0,41,Jordan Thompson[AUS],2,1.04,358,50.3%,0,0-0,-,0.0%,6,3-3,50.0%,55,28-27,50.9%,2:20,46.5,46.8
42,Alejandro Tabilo[CHI],1,1-0,100.0%,72.7%,75.8%,6,7.8%,5,6.5%,17.9%,63.6%,81.6%,57.1%,69.6%,85.7%,5.5,1.5,42,Alejandro Tabilo[CHI],1,34.5%,34.8%,14.3%,7.1%,20.4%,54.3%,14.3%,6.0,2.1,40.0,40.0,42,Alejandro Tabilo[CHI],1,50.0%,2,4,0.29,1.3,4.0,0.67,2.0,50.0%,2,4,0.29,1.3,4.0,0.67,2.0,42,Alejandro Tabilo[CHI],1,1.27,161,52.8%,1,1-0,100.0%,33.3%,3,2-1,66.7%,28,14-14,50.0%,1:54,38.0,42.5
43,Gael Monfils[FRA],2,1-1,50.0%,65.7%,64.8%,19,11.0%,8,4.7%,10.7%,56.4%,77.3%,50.7%,56.7%,92.0%,6.9,2.4,43,Gael Monfils[FRA],2,26.5%,25.4%,6.6%,3.7%,23.0%,32.7%,12.0%,5.4,1.4,78.5,78.5,43,Gael Monfils[FRA],2,50.0%,3,6,0.24,1.2,3.0,0.60,1.5,77.8%,7,9,0.36,1.8,4.5,0.40,1.0,43,Gael Monfils[FRA],2,0.77,308,48.4%,2,1-1,50.0%,40.0%,5,3-2,60.0%,50,26-24,52.0%,1:50,44.0,42.9
44,Lorenzo Sonego[ITA],1,1-0,100.0%,72.5%,71.4%,2,3.9%,0,0.0%,0.0%,62.7%,75.0%,68.4%,68.4%,100.0%,5.7,1.6,44,Lorenzo Sonego[ITA],1,44.0%,40.4%,0.0%,6.0%,22.7%,60.7%,37.5%,6.3,2.8,90.0,90.0,44,Lorenzo Sonego[ITA],1,50.0%,3,6,0.75,3.0,6.0,1.50,3.0,-,0,0,0.00,0.0,0.0,0.00,0.0,44,Lorenzo Sonego[ITA],1,1.60,101,58.4%,0,0-0,-,0.0%,2,2-0,100.0%,17,12-5,70.6%,1:19,39.5,46.9
45,Marcos Giron[USA],2,1-1,50.0%,63.5%,60.6%,14,8.2%,1,0.6%,1.6%,62.4%,74.5%,45.3%,46.0%,80.8%,6.5,2.4,45,Marcos Giron[USA],2,32.5%,32.9%,7.6%,3.2%,28.1%,39.3%,17.9%,5.6,1.8,80.5,80.5,45,Marcos Giron[USA],2,35.7%,5,14,0.50,2.3,7.0,0.83,2.5,44.4%,4,9,0.35,1.5,4.5,0.83,2.5,45,Marcos Giron[USA],2,0.89,327,48.6%,0,0-0,-,0.0%,6,3-3,50.0%,54,26-28,48.1%,1:48,36.0,39.6
46,Luciano Darderi[ITA],2,1-1,50.0%,63.1%,62.7%,6,5.4%,3,2.7%,5.6%,51.4%,70.2%,55.6%,58.8%,77.8%,6.2,2.3,46,Luciano Darderi[ITA],2,40.2%,41.7%,7.5%,2.8%,33.8%,51.3%,23.5%,6.3,2.5,40.0,40.0,46,Luciano Darderi[ITA],2,33.3%,4,12,0.71,3.0,6.0,1.00,2.0,55.6%,5,9,0.50,2.3,4.5,1.00,2.0,46,Luciano Darderi[ITA],2,1.09,218,51.8%,0,0-0,-,0.0%,4,2-2,50.0%,35,18-17,51.4%,1:31,45.5,50.1
47,Miomir Kecmanovic[SRB],2,1-1,50.0%,66.9%,67.5%,8,5.9%,5,3.7%,11.6%,68.4%,73.1%,53.5%,60.5%,85.7%,6.5,2.1,47,Miomir Kecmanovic[SRB],2,32.3%,30.8%,10.8%,6.9%,25.3%,44.7%,14.3%,6.2,2.0,29.5,29.5,47,Miomir Kecmanovic[SRB],2,75.0%,3,4,0.19,1.0,2.0,0.75,1.5,40.0%,2,5,0.24,1.3,2.5,0.75,1.5,47,Miomir Kecmanovic[SRB],2,0.98,266,50.0%,2,1-1,50.0%,50.0%,4,2-2,50.0%,42,21-21,50.0%,1:26,42.8,38.6
48,David Goffin[BEL],1,0-1,0.0%,56.0%,59.6%,0,0.0%,3,6.0%,10.7%,44.0%,77.3%,39.3%,44.0%,62.5%,6.3,2.8,48,David Goffin[BEL],1,27.5%,28.6%,3.9%,0.0%,25.0%,31.6%,0.0%,5.7,1.6,58.0,58.0,48,David Goffin[BEL],1,-,0,0,0.00,0.0,0.0,0.00,0.0,50.0%,3,6,0.75,3.0,6.0,1.50,3.0,48,David Goffin[BEL],1,0.62,101,41.6%,0,0-0,-,0.0%,2,0-2,0.0%,17,5-12,29.4%,1:19,39.5,46.9
49,Pedro Martinez[ESP],2,0-2,0.0%,56.8%,57.4%,1,0.8%,2,1.6%,5.6%,71.2%,56.2%,58.3%,61.8%,66.7%,6.9,3.0,49,Pedro Martinez[ESP],2,28.4%,32.6%,18.1%,2.6%,21.0%,45.7%,0.0%,6.4,1.8,16.0,16.0,49,Pedro Martinez[ESP],2,0.0%,0,8,0.44,2.0,4.0,0.00,0.0,53.8%,7,13,0.72,3.3,6.5,1.50,3.0,49,Pedro Martinez[ESP],2,0.66,241,43.2%,0,0-0,-,0.0%,4,0-4,0.0%,36,12-24,33.3%,1:29,44.3,44.1
50,Zizou Bergs[BEL],2,1-1,50.0%,60.7%,58.8%,11,7.6%,3,2.1%,4.5%,54.5%,68.4%,51.5%,54.0%,75.0%,6.0,2.4,50,Zizou Bergs[BEL],2,36.4%,35.9%,3.2%,2.6%,32.3%,42.6%,24.0%,6.2,2.2,26.5,26.5,50,Zizou Bergs[BEL],2,42.9%,6,14,0.56,2.8,7.0,1.20,3.0,53.8%,7,13,0.54,2.6,6.5,1.20,3.0,50,Zizou Bergs[BEL],2,0.93,299,48.2%,0,0-0,-,0.0%,5,2-3,40.0%,49,24-25,49.0%,1:53,45.2,45.4
51,Tomas Martin Etcheverry[ARG],1,1-0,100.0%,75.0%,72.1%,8,15.4%,1,1.9%,4.5%,57.7%,83.3%,63.6%,66.7%,100.0%,5.8,1.4,51,Tomas Martin Etcheverry[ARG],1,41.5%,40.0%,1.9%,3.8%,39.3%,44.0%,33.3%,5.9,2.4,47.0,47.0,51,Tomas Martin Etcheverry[ARG],1,50.0%,3,6,0.67,3.0,6.0,1.50,3.0,100.0%,3,3,0.33,1.5,3.0,0.00,0.0,51,Tomas Martin Etcheverry[ARG],1,1.66,105,58.1%,0,0-0,-,0.0%,2,2-0,100.0%,18,12-6,66.7%,1:30,45.0,51.4
52,Quentin Halys[FRA],2,1-1,50.0%,67.3%,64.6%,21,13.5%,5,3.2%,8.6%,62.8%,73.5%,56.9%,62.3%,85.2%,5.8,1.9,52,Quentin Halys[FRA],2,36.7%,34.9%,7.1%,6.5%,22.2%,57.1%,12.0%,6.8,2.5,29.0,29.0,52,Quentin Halys[FRA],2,25.0%,3,12,0.48,2.4,6.0,0.60,1.5,63.6%,7,11,0.41,2.2,5.5,0.80,2.0,52,Quentin Halys[FRA],2,1.12,325,51.4%,1,1-0,100.0%,20.0%,5,3-2,60.0%,52,26-26,50.0%,1:48,43.2,39.9
54,Gabriel Diallo[CAN],1,1-0,100.0%,73.1%,70.2%,5,9.6%,0,0.0%,0.0%,73.1%,78.9%,57.1%,57.1%,100.0%,5.8,1.6,54,Gabriel Diallo[CAN],1,40.4%,32.5%,2.1%,12.8%,23.1%,61.9%,33.3%,5.2,2.1,31.0,31.0,54,Gabriel Diallo[CAN],1,100.0%,3,3,0.33,1.5,3.0,1.50,3.0,100.0%,1,1,0.11,0.5,1.0,0.00,0.0,54,Gabriel Diallo[CAN],1,1.50,99,57.6%,0,0-0,-,0.0%,2,2-0,100.0%,18,12-6,66.7%,1:07,33.5,40.6
55,Zhizhen Zhang[CHN],2,1-1,50.0%,68.2%,64.6%,19,12.6%,2,1.3%,4.7%,71.5%,76.9%,46.5%,48.8%,95.5%,6.9,2.2,55,Zhizhen Zhang[CHN],2,26.8%,29.4%,12.6%,1.6%,22.1%,34.0%,4.5%,5.8,1.5,62.5,62.5,55,Zhizhen Zhang[CHN],2,33.3%,1,3,0.14,0.8,1.5,0.25,0.5,80.0%,4,5,0.23,1.3,2.5,0.25,0.5,55,Zhizhen Zhang[CHN],2,0.84,278,49.3%,2,1-1,50.0%,50.0%,4,2-2,50.0%,44,22-22,50.0%,1:40,50.0,43.2
56,Roberto Bautista Agut[ESP],1,1-0,100.0%,75.5%,75.0%,1,1.9%,0,0.0%,0.0%,62.3%,75.8%,75.0%,75.0%,100.0%,5.3,1.3,56,Roberto Bautista Agut[ESP],1,38.5%,39.7%,7.7%,3.1%,32.5%,48.0%,22.2%,7.2,2.8,77.0,77.0,56,Roberto Bautista Agut[ESP],1,25.0%,2,8,0.89,4.0,8.0,1.00,2.0,-,0,0,0.00,0.0,0.0,0.00,0.0,56,Roberto Bautista Agut[ESP],1,1.57,118,55.1%,0,0-0,-,0.0%,2,2-0,100.0%,19,12-7,63.2%,1:28,44.0,44.7
58,Benjamin Bonzi[FRA],1,1-0,100.0%,65.4%,61.1%,9,11.1%,0,0.0%,0.0%,70.4%,64.9%,66.7%,66.7%,78.6%,5.8,2.0,58,Benjamin Bonzi[FRA],1,47.1%,47.0%,1.9%,1.9%,43.7%,54.5%,42.9%,7.4,3.5,44.0,44.0,58,Benjamin Bonzi[FRA],1,42.9%,6,14,1.00,4.7,14.0,2.00,6.0,70.0%,7,10,0.71,3.3,10.0,1.00,3.0,58,Benjamin Bonzi[FRA],1,1.36,185,55.1%,0,0-0,-,0.0%,3,2-1,66.7%,28,17-11,60.7%,2:01,40.3,39.2
59,Roberto Carballes Baena[ESP],1,0-1,0.0%,45.5%,47.2%,0,0.0%,2,3.6%,11.8%,69.1%,52.6%,29.4%,33.3%,50.0%,6.9,3.8,59,Roberto Carballes Baena[ESP],1,32.8%,34.6%,8.6%,1.7%,20.7%,44.8%,11.1%,6.4,2.1,57.0,57.0,59,Roberto Carballes Baena[ESP],1,33.3%,1,3,0.33,1.5,3.0,0.50,1.0,55.6%,5,9,1.13,4.5,9.0,2.00,4.0,59,Roberto Carballes Baena[ESP],1,0.60,113,38.9%,0,0-0,-,0.0%,2,0-2,0.0%,17,5-12,29.4%,1:32,46.0,48.8
60,Camilo Ugo Carabelli[ARG],2,0-2,0.0%,53.7%,53.2%,4,2.7%,2,1.4%,3.5%,61.2%,64.4%,36.8%,38.2%,54.2%,6.1,2.8,60,Camilo Ugo Carabelli[ARG],2,36.4%,37.5%,6.4%,2.1%,35.0%,40.0%,17.4%,6.1,2.2,31.0,31.0,60,Camilo Ugo Carabelli[ARG],2,36.4%,4,11,0.48,1.8,5.5,0.67,2.0,45.0%,9,20,0.83,3.3,10.0,1.83,5.5,60,Camilo Ugo Carabelli[ARG],2,0.79,287,45.3%,0,0-0,-,0.0%,6,2-4,33.3%,47,17-30,36.2%,1:46,35.3,44.3
61,Fabian Marozsan[HUN],1,0-1,0.0%,64.5%,67.2%,1,1.6%,3,4.8%,10.7%,54.8%,67.6%,60.7%,68.0%,80.0%,6.2,2.2,61,Fabian Marozsan[HUN],1,30.4%,32.8%,13.0%,2.9%,25.5%,40.9%,9.1%,6.3,1.9,3.0,3.0,61,Fabian Marozsan[HUN],1,100.0%,1,1,0.09,0.5,1.0,0.50,1.0,33.3%,1,3,0.30,1.5,3.0,1.00,2.0,61,Fabian Marozsan[HUN],1,0.86,131,46.6%,1,0-1,0.0%,50.0%,2,0-2,0.0%,21,9-12,42.9%,1:31,45.5,41.7
62,Kei Nishikori[JPN],1,1-0,100.0%,77.3%,73.7%,3,13.6%,0,0.0%,0.0%,59.1%,76.9%,77.8%,77.8%,100.0%,5.5,1.3,62,Kei Nishikori[JPN],1,20.0%,25.0%,20.0%,0.0%,25.0%,0.0%,0.0%,5.0,1.0,50.0,50.0,62,Kei Nishikori[JPN],1,-,0,0,0.00,0.0,0.0,0.00,0.0,-,0,0,0.00,0.0,0.0,0.00,0.0,62,Kei Nishikori[JPN],1,0.88,37,54.1%,1,1-0,100.0%,100.0%,1,1-0,100.0%,7,4-3,57.1%,0:20,20.0,32.4
63,Francisco Comesana[ARG],1,0-1,0.0%,58.1%,58.3%,5,4.8%,4,3.8%,9.5%,60.0%,68.3%,42.9%,47.4%,68.8%,6.6,2.8,63,Francisco Comesana[ARG],1,36.6%,35.8%,0.9%,1.8%,26.8%,53.7%,17.6%,6.6,2.4,60.0,60.0,63,Francisco Comesana[ARG],1,37.5%,3,8,0.47,2.7,8.0,1.00,3.0,50.0%,5,10,0.63,3.3,10.0,1.67,5.0,63,Francisco Comesana[ARG],1,0.87,217,47.0%,1,1-0,100.0%,33.3%,3,1-2,33.3%,33,14-19,42.4%,2:55,58.3,48.4
64,Laslo Djere[SRB],3,1-2,33.3%,63.9%,63.4%,20,6.8%,9,3.1%,8.2%,62.6%,70.1%,53.6%,58.4%,86.0%,6.8,2.5,64,Laslo Djere[SRB],3,33.8%,34.5%,6.8%,2.5%,27.1%,48.3%,16.3%,6.5,2.2,99.0,93.7,64,Laslo Djere[SRB],3,28.0%,7,25,0.58,2.8,8.3,0.78,2.3,75.0%,18,24,0.56,2.7,8.0,0.67,2.0,64,Laslo Djere[SRB],3,0.94,575,49.2%,2,0-2,0.0%,22.2%,9,4-5,44.4%,86,44-42,51.2%,2:21,47.1,44.2
65,Joao Fonseca[BRA],2,2-0,100.0%,74.8%,73.0%,14,10.7%,2,1.5%,5.3%,71.0%,79.6%,63.2%,66.7%,91.7%,5.5,1.4,65,Joao Fonseca[BRA],2,41.1%,41.7%,5.7%,3.2%,34.4%,51.6%,29.2%,6.6,2.7,120.0,120.0,65,Joao Fonseca[BRA],2,28.0%,7,25,1.04,4.2,12.5,1.17,3.5,66.7%,4,6,0.25,1.0,3.0,0.33,1.0,65,Joao Fonseca[BRA],2,1.63,289,56.4%,1,1-0,100.0%,16.7%,6,5-1,83.3%,48,29-19,60.4%,1:48,36.0,44.8
66,Jaume Munar[ESP],2,0-2,0.0%,66.3%,65.1%,12,6.3%,3,1.6%,5.4%,70.5%,70.1%,57.1%,60.4%,83.3%,6.3,2.1,66,Jaume Munar[ESP],2,34.2%,33.9%,4.3%,2.7%,28.3%,47.4%,16.7%,6.1,2.1,36.0,36.0,66,Jaume Munar[ESP],2,50.0%,5,10,0.33,1.7,5.0,0.83,2.5,50.0%,5,10,0.33,1.7,5.0,0.83,2.5,66,Jaume Munar[ESP],2,1.02,374,50.5%,2,0-2,0.0%,33.3%,6,2-4,33.3%,60,30-30,50.0%,2:27,49.0,47.2
67,Juncheng Shang[CHN],3,1-2,33.3%,68.7%,68.7%,11,6.6%,5,3.0%,7.7%,60.8%,74.3%,60.0%,65.0%,88.9%,6.1,1.9,67,Juncheng Shang[CHN],3,31.6%,36.8%,16.1%,1.1%,24.4%,51.1%,10.7%,6.2,2.0,95.0,80.7,67,Juncheng Shang[CHN],3,33.3%,3,9,0.32,1.5,3.0,0.50,1.0,75.0%,9,12,0.44,2.0,4.0,0.50,1.0,67,Juncheng Shang[CHN],3,1.01,340,49.7%,1,0-1,0.0%,16.7%,6,3-3,50.0%,55,27-28,49.1%,1:23,41.7,44.1
68,Mattia Bellucci[ITA],1,0-1,0.0%,48.9%,51.2%,0,0.0%,2,4.4%,9.5%,53.3%,70.8%,23.8%,26.3%,42.9%,6.4,3.3,68,Mattia Bellucci[ITA],1,27.3%,26.2%,2.3%,2.3%,22.2%,30.8%,0.0%,5.5,1.5,8.0,8.0,68,Mattia Bellucci[ITA],1,-,0,0,0.00,0.0,0.0,0.00,0.0,0.0%,0,4,0.57,2.0,4.0,2.00,4.0,68,Mattia Bellucci[ITA],1,0.53,89,38.2%,0,0-0,-,0.0%,2,0-2,0.0%,15,3-12,20.0%,1:07,33.5,45.2
69,Damir Dzumhur[BIH],1,0-1,0.0%,46.0%,45.8%,1,2.0%,1,2.0%,5.9%,66.0%,48.5%,41.2%,43.8%,42.9%,7.1,3.9,69,Damir Dzumhur[BIH],1,27.7%,26.2%,6.4%,4.3%,21.4%,36.8%,0.0%,5.9,1.6,45.0,45.0,69,Damir Dzumhur[BIH],1,-,0,0,0.00,0.0,0.0,0.00,0.0,66.7%,8,12,1.71,6.0,12.0,2.00,4.0,69,Damir Dzumhur[BIH],1,0.51,97,37.1%,0,0-0,-,0.0%,2,0-2,0.0%,15,3-12,20.0%,1:03,31.5,39.0
70,Learner Tien[USA],1,1-0,100.0%,70.1%,71.2%,5,7.5%,3,4.5%,11.5%,61.2%,75.6%,61.5%,69.6%,84.6%,5.2,1.5,70,Learner Tien[USA],1,38.4%,42.4%,9.6%,0.0%,30.9%,61.1%,30.8%,5.6,2.2,41.0,41.0,70,Learner Tien[USA],1,44.4%,4,9,0.69,1.8,9.0,0.80,4.0,50.0%,2,4,0.31,0.8,4.0,0.40,2.0,70,Learner Tien[USA],1,1.28,140,53.6%,0,0-0,-,0.0%,5,3-2,60.0%,26,15-11,57.7%,1:35,19.0,40.7
72,Hamad Medjedovic[SRB],2,2-0,100.0%,65.8%,64.3%,16,9.9%,5,3.1%,9.6%,67.7%,73.4%,50.0%,55.3%,87.0%,7.0,2.4,72,Hamad Medjedovic[SRB],2,42.0%,44.5%,10.7%,4.0%,35.3%,56.3%,30.4%,6.5,2.7,74.5,74.5,72,Hamad Medjedovic[SRB],2,41.2%,7,17,0.74,3.4,8.5,1.40,3.5,80.0%,12,15,0.65,3.0,7.5,0.60,1.5,72,Hamad Medjedovic[SRB],2,1.23,311,54.3%,1,1-0,100.0%,20.0%,5,4-1,80.0%,46,27-19,58.7%,1:50,43.8,42.3
73,Bu Yunchaokete[CHN],2,0-2,0.0%,65.7%,64.8%,11,7.9%,4,2.9%,6.2%,53.6%,70.7%,60.0%,63.9%,90.5%,6.7,2.3,73,Bu Yunchaokete[CHN],2,28.4%,32.8%,13.5%,0.0%,26.1%,34.1%,0.0%,7.0,2.0,24.5,24.5,73,Bu Yunchaokete[CHN],2,0.0%,0,7,0.32,1.8,3.5,0.00,0.0,81.8%,9,11,0.52,2.8,5.5,0.50,1.0,73,Bu Yunchaokete[CHN],2,0.83,295,46.1%,2,0-2,0.0%,50.0%,4,0-4,0.0%,43,19-24,44.2%,1:53,56.5,46.0
74,Yoshihito Nishioka[JPN],1,1-0,100.0%,64.4%,63.6%,2,2.2%,0,0.0%,0.0%,66.7%,68.3%,56.7%,56.7%,85.7%,6.4,2.3,74,Yoshihito Nishioka[JPN],1,37.1%,38.9%,13.5%,5.6%,25.5%,52.6%,26.7%,5.9,2.2,64.0,64.0,74,Yoshihito Nishioka[JPN],1,50.0%,4,8,0.53,2.7,8.0,1.33,4.0,66.7%,4,6,0.43,2.0,6.0,0.67,2.0,74,Yoshihito Nishioka[JPN],1,1.04,179,50.8%,0,0-0,-,0.0%,3,2-1,66.7%,29,16-13,55.2%,2:19,46.3,46.6
75,Arthur Rinderknech[FRA],1,0-1,0.0%,62.9%,61.1%,12,13.5%,5,5.6%,13.2%,57.3%,74.5%,47.4%,54.5%,73.3%,5.9,2.2,75,Arthur Rinderknech[FRA],1,35.6%,36.4%,2.2%,0.0%,31.7%,43.3%,14.3%,6.4,2.3,86.0,86.0,75,Arthur Rinderknech[FRA],1,33.3%,2,6,0.43,2.0,6.0,0.67,2.0,50.0%,4,8,0.53,2.7,8.0,1.33,4.0,75,Arthur Rinderknech[FRA],1,0.96,179,49.2%,0,0-0,-,0.0%,3,1-2,33.3%,29,13-16,44.8%,2:19,46.3,46.6
76,Alexander Bublik[KAZ],1,0-1,0.0%,56.1%,57.6%,8,9.8%,8,9.8%,24.2%,59.8%,63.3%,45.5%,60.0%,72.7%,7.5,3.3,76,Alexander Bublik[KAZ],1,23.6%,22.0%,5.5%,3.6%,15.0%,46.7%,9.1%,5.0,1.2,117.0,117.0,76,Alexander Bublik[KAZ],1,50.0%,1,2,0.18,1.0,2.0,0.50,1.0,70.0%,7,10,0.91,5.0,10.0,1.50,3.0,76,Alexander Bublik[KAZ],1,0.54,137,43.1%,0,0-0,-,0.0%,2,0-2,0.0%,22,9-13,40.9%,1:17,38.5,33.7
78,Hugo Gaston[FRA],2,1-1,50.0%,66.7%,65.8%,6,6.9%,2,2.3%,6.1%,62.1%,72.2%,57.6%,61.3%,84.6%,6.7,2.2,78,Hugo Gaston[FRA],2,38.0%,37.3%,2.5%,2.5%,37.5%,38.7%,26.7%,5.3,2.0,68.5,68.5,78,Hugo Gaston[FRA],2,80.0%,4,5,0.33,1.3,2.5,1.00,2.0,75.0%,6,8,0.62,2.0,4.0,0.50,1.0,78,Hugo Gaston[FRA],2,1.14,166,53.0%,0,0-0,-,0.0%,4,2-2,50.0%,28,15-13,53.6%,1:02,30.8,44.5
79,Aleksandar Vukic[AUS],2,0-2,0.0%,63.3%,61.3%,20,10.1%,6,3.0%,8.6%,64.8%,75.2%,41.4%,45.3%,85.2%,7.4,2.7,79,Aleksandar Vukic[AUS],2,26.5%,31.3%,18.1%,1.2%,14.0%,49.2%,7.1%,5.9,1.6,19.5,19.5,79,Aleksandar Vukic[AUS],2,33.3%,2,6,0.21,1.2,3.0,0.40,1.0,71.4%,10,14,0.52,2.8,7.0,0.80,2.0,79,Aleksandar Vukic[AUS],2,0.72,365,46.6%,3,1-2,33.3%,60.0%,5,1-4,20.0%,55,25-30,45.5%,2:01,48.2,39.6
80,Aleksandar Kovacevic[USA],1,1-0,100.0%,66.2%,62.7%,9,11.7%,1,1.3%,2.8%,53.2%,80.5%,50.0%,51.4%,90.9%,7.0,2.4,80,Aleksandar Kovacevic[USA],1,32.7%,35.6%,14.5%,3.6%,22.9%,50.0%,27.3%,5.0,1.6,10.0,10.0,80,Aleksandar Kovacevic[USA],1,60.0%,3,5,0.45,2.5,5.0,1.50,3.0,80.0%,4,5,0.45,2.5,5.0,0.50,1.0,80,Aleksandar Kovacevic[USA],1,0.97,132,52.3%,0,0-0,-,0.0%,2,2-0,100.0%,22,13-9,59.1%,1:35,47.5,43.2
83,Corentin Moutet[FRA],1,0-1,0.0%,53.6%,53.6%,0,0.0%,0,0.0%,0.0%,75.0%,57.1%,42.9%,42.9%,60.0%,5.6,2.6,83,Corentin Moutet[FRA],1,35.4%,37.1%,4.6%,0.0%,38.8%,25.0%,20.0%,6.5,2.3,57.0,57.0,83,Corentin Moutet[FRA],1,50.0%,2,4,0.40,2.0,4.0,1.00,2.0,20.0%,1,5,0.50,2.5,5.0,2.00,4.0,83,Corentin Moutet[FRA],1,0.76,121,43.8%,1,0-1,0.0%,50.0%,2,0-2,0.0%,20,8-12,40.0%,1:32,46.0,45.6
87,Jan Lennard Struff[GER],1,0-1,0.0%,63.2%,68.3%,2,2.9%,6,8.8%,17.1%,48.5%,84.8%,42.9%,51.7%,90.0%,6.8,2.5,87,Jan Lennard Struff[GER],1,26.9%,29.8%,23.9%,6.0%,13.5%,43.3%,0.0%,6.1,1.6,192.0,192.0,87,Jan Lennard Struff[GER],1,0.0%,0,4,0.36,2.0,4.0,0.00,0.0,66.7%,2,3,0.30,1.5,3.0,0.50,1.0,87,Jan Lennard Struff[GER],1,0.73,135,45.2%,1,0-1,0.0%,50.0%,2,0-2,0.0%,21,9-12,42.9%,1:20,40.0,35.6
