Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
85,Botic Van De Zandschulp[NED],8,5-3,62.5%,63.3%,65.5%,49,7.8%,47,7.5%,19.0%,60.5%,75.2%,44.9%,55.5%,78.4%,6.1,2.3,85,Botic Van De Zandschulp[NED],8,39.1%,37.3%,5.7%,6.3%,28.1%,53.3%,26.0%,6.5,2.6,129.5,114.1,85,Botic Van De Zandschulp[NED],8,38.8%,26,67,0.67,3.2,8.4,1.24,3.3,56.9%,29,51,0.50,2.4,6.4,1.05,2.8,85,Botic Van De Zandschulp[NED],8,1.07,1280,50.9%,2,0-2,0.0%,9.5%,21,12-9,57.1%,202,106-96,52.5%,1:57,44.6,43.9
87,Jan Lennard Struff[GER],3,2-1,66.7%,67.9%,68.1%,28,9.4%,14,4.7%,11.2%,58.2%,75.9%,56.8%,64.0%,86.7%,6.6,2.1,87,Jan Lennard Struff[GER],3,32.3%,32.2%,11.3%,5.5%,21.5%,51.4%,13.0%,6.3,2.0,67.5,72.0,87,Jan Lennard Struff[GER],3,30.0%,6,20,0.43,2.5,6.7,0.75,2.0,75.0%,18,24,0.53,3.0,8.0,0.75,2.0,87,Jan Lennard Struff[GER],3,1.01,590,50.3%,4,3-1,75.0%,50.0%,8,5-3,62.5%,91,45-46,49.5%,2:10,48.6,39.6
88,Adam Walton[AUS],3,1-2,33.3%,56.5%,56.6%,5,3.2%,4,2.6%,7.7%,66.2%,67.6%,34.6%,37.5%,61.5%,5.9,2.6,88,Adam Walton[AUS],3,43.8%,43.1%,5.0%,5.0%,35.8%,55.6%,31.0%,6.9,3.0,82.0,168.0,88,Adam Walton[AUS],3,31.0%,9,29,1.00,4.8,9.7,1.50,3.0,44.4%,8,18,0.69,3.0,6.0,1.67,3.3,88,Adam Walton[AUS],3,1.01,355,49.3%,0,0-0,-,0.0%,6,2-4,33.3%,55,25-30,45.5%,1:19,39.5,40.1
89,Kamil Majchrzak[POL],1,1-0,100.0%,-,-,0,-,0,-,-,-,-,-,-,-,-,-,89,Kamil Majchrzak[POL],1,-,-,-,-,-,-,-,-,-,489.0,489.0,89,Kamil Majchrzak[POL],1,-,0,0,-,0.0,0.0,0.00,0.0,-,0,0,-,0.0,0.0,0.00,0.0,89,Kamil Majchrzak[POL],1,-,0,-,1,1-0,100.0%,50.0%,2,2-0,100.0%,0,0-0,-,0:00,0.0,-
90,James Duckworth[AUS],2,2-0,100.0%,71.5%,70.3%,19,11.0%,5,2.9%,7.6%,61.6%,79.2%,59.1%,63.9%,96.6%,5.9,1.7,90,James Duckworth[AUS],2,35.4%,37.5%,16.0%,6.3%,23.2%,57.1%,21.4%,6.3,2.2,159.0,159.0,90,James Duckworth[AUS],2,60.0%,6,10,0.36,1.7,5.0,1.00,3.0,50.0%,1,2,0.07,0.3,1.0,0.17,0.5,90,James Duckworth[AUS],2,1.24,347,53.3%,1,1-0,100.0%,16.7%,6,5-1,83.3%,57,34-23,59.6%,1:50,36.7,38.0
91,Cameron Norrie[GBR],7,4-3,57.1%,60.4%,58.9%,36,6.8%,12,2.3%,7.6%,70.2%,65.6%,48.1%,52.1%,72.3%,6.4,2.5,91,Cameron Norrie[GBR],7,41.2%,41.1%,6.7%,4.8%,32.5%,58.7%,30.1%,6.3,2.6,78.0,100.7,91,Cameron Norrie[GBR],7,55.6%,25,45,0.54,2.8,6.4,1.56,3.6,48.9%,22,45,0.54,2.8,6.4,1.44,3.3,91,Cameron Norrie[GBR],7,1.04,1050,50.9%,4,3-1,75.0%,25.0%,16,10-6,62.5%,166,85-81,51.2%,1:51,48.6,44.4
93,Jesper De Jong[NED],1,1-0,100.0%,63.0%,62.8%,11,7.1%,6,3.9%,7.8%,50.0%,74.0%,51.9%,56.3%,72.0%,6.2,2.3,93,Jesper De Jong[NED],1,40.3%,38.3%,4.7%,6.0%,32.0%,48.6%,34.6%,5.7,2.3,39.0,39.0,93,Jesper De Jong[NED],1,90.0%,9,10,0.38,2.0,10.0,1.80,9.0,36.4%,4,11,0.44,2.2,11.0,1.40,7.0,93,Jesper De Jong[NED],1,1.09,303,51.8%,1,0-1,0.0%,20.0%,5,3-2,60.0%,51,27-24,52.9%,0:00,0.0,0.0
94,Reilly Opelka[USA],4,2-2,50.0%,70.1%,64.5%,68,20.1%,8,2.4%,6.0%,60.4%,82.8%,50.7%,54.0%,87.5%,6.0,1.8,94,Reilly Opelka[USA],4,28.0%,27.6%,7.2%,3.3%,21.0%,43.7%,9.1%,6.0,1.7,21.0,29.8,94,Reilly Opelka[USA],4,27.8%,5,18,0.33,1.6,4.5,0.45,1.3,70.8%,17,24,0.43,2.2,6.0,0.64,1.8,94,Reilly Opelka[USA],4,0.94,670,49.3%,3,1-2,33.3%,27.3%,11,5-6,45.5%,111,54-57,48.6%,1:57,42.5,41.9
95,Luca Nardi[ITA],1,0-1,0.0%,45.8%,46.7%,1,2.1%,2,4.2%,8.0%,47.9%,60.9%,32.0%,34.8%,42.9%,6.9,3.7,95,Luca Nardi[ITA],1,23.3%,25.0%,14.0%,2.3%,11.5%,41.2%,0.0%,5.4,1.3,77.0,77.0,95,Luca Nardi[ITA],1,0.0%,0,1,0.13,0.5,1.0,0.00,0.0,60.0%,6,10,1.43,5.0,10.0,2.00,4.0,95,Luca Nardi[ITA],1,0.43,91,35.2%,0,0-0,-,0.0%,2,0-2,0.0%,15,3-12,20.0%,1:04,32.0,42.2
96,Mackenzie Mcdonald[USA],2,0-2,0.0%,58.9%,57.4%,15,9.9%,7,4.6%,12.7%,63.6%,64.6%,49.1%,56.3%,76.2%,7.2,3.0,96,Mackenzie Mcdonald[USA],2,31.2%,30.7%,6.4%,3.5%,24.7%,42.3%,13.6%,6.4,2.0,105.5,105.5,96,Mackenzie Mcdonald[USA],2,33.3%,3,9,0.41,2.3,4.5,0.75,1.5,64.3%,9,14,0.67,3.5,7.0,1.25,2.5,96,Mackenzie Mcdonald[USA],2,0.76,292,45.5%,2,0-2,0.0%,50.0%,4,0-4,0.0%,43,19-24,44.2%,1:45,52.5,43.2
97,Alexander Shevchenko[KAZ],4,1-3,25.0%,59.0%,59.3%,25,5.6%,19,4.3%,10.4%,58.8%,64.0%,51.9%,57.9%,70.6%,6.5,2.7,97,Alexander Shevchenko[KAZ],4,37.0%,37.1%,5.2%,3.0%,29.0%,50.9%,21.1%,6.2,2.3,51.5,50.5,97,Alexander Shevchenko[KAZ],4,35.7%,15,42,0.59,2.8,10.5,1.00,3.8,52.4%,22,42,0.62,2.8,10.5,1.33,5.0,97,Alexander Shevchenko[KAZ],4,0.90,884,48.1%,2,1-1,50.0%,13.3%,15,6-9,40.0%,139,63-76,45.3%,1:50,29.4,29.9
98,Pablo Carreno Busta[ESP],3,2-1,66.7%,68.6%,68.3%,11,4.9%,4,1.8%,5.3%,65.9%,74.1%,57.9%,61.1%,86.1%,6.2,1.9,98,Pablo Carreno Busta[ESP],3,34.6%,36.0%,10.7%,3.9%,29.8%,43.2%,25.0%,5.7,2.0,230.0,227.7,98,Pablo Carreno Busta[ESP],3,40.9%,9,22,0.61,2.8,7.3,1.13,3.0,64.3%,9,14,0.39,1.8,4.7,0.63,1.7,98,Pablo Carreno Busta[ESP],3,1.10,428,52.3%,1,1-0,100.0%,12.5%,8,5-3,62.5%,72,40-32,55.6%,1:39,37.3,41.8
99,Mariano Navone[ARG],12,3-9,25.0%,59.4%,59.7%,40,3.7%,33,3.1%,8.5%,63.7%,64.9%,49.7%,54.3%,69.1%,6.6,2.7,99,Mariano Navone[ARG],12,36.6%,36.2%,6.0%,4.0%,29.0%,49.0%,20.6%,6.5,2.4,70.5,91.2,99,Mariano Navone[ARG],12,37.5%,33,88,0.55,2.8,7.3,1.03,2.8,52.4%,55,105,0.65,3.3,8.8,1.56,4.2,99,Mariano Navone[ARG],12,0.90,2121,48.1%,7,4-3,57.1%,21.9%,32,11-21,34.4%,322,145-177,45.0%,2:15,50.7,45.9
100,Nishesh Basavareddy[USA],3,2-1,66.7%,62.4%,59.9%,24,10.1%,6,2.5%,7.6%,66.7%,69.0%,49.4%,53.4%,81.1%,6.4,2.4,100,Nishesh Basavareddy[USA],3,37.0%,37.1%,9.9%,5.8%,30.1%,47.0%,23.7%,6.4,2.4,32.0,35.0,100,Nishesh Basavareddy[USA],3,31.0%,9,29,0.76,3.2,9.7,1.00,3.0,72.0%,18,25,0.68,2.8,8.3,0.78,2.3,100,Nishesh Basavareddy[USA],3,0.99,480,49.6%,1,0-1,0.0%,11.1%,9,5-4,55.6%,75,39-36,52.0%,1:52,37.3,42.0
