Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
41,Jordan Thompson[AUS],9,5-4,55.6%,64.5%,61.9%,77,10.0%,15,1.9%,4.7%,58.8%,73.3%,51.9%,54.5%,78.7%,6.3,2.2,41,Jordan Thompson[AUS],9,35.3%,34.6%,5.6%,4.1%,27.7%,48.0%,18.7%,6.4,2.3,79.0,66.7,41,Jordan Thompson[AUS],9,38.3%,23,60,0.49,2.4,6.7,0.92,2.6,64.9%,48,74,0.61,3.0,8.2,1.04,2.9,41,Jordan Thompson[AUS],9,0.99,1557,49.8%,5,3-2,60.0%,20.0%,25,13-12,52.0%,245,119-126,48.6%,2:06,45.4,43.7
42,Alejandro Tabilo[CHI],2,2-0,100.0%,65.8%,65.1%,9,5.7%,3,1.9%,5.8%,67.1%,73.6%,50.0%,53.1%,84.6%,6.1,2.1,42,Alejandro Tabilo[CHI],2,41.8%,45.1%,10.3%,2.4%,42.1%,40.9%,32.0%,6.6,2.8,95.0,95.0,42,Alejandro Tabilo[CHI],2,40.0%,8,20,0.80,4.0,10.0,1.60,4.0,55.6%,5,9,0.35,1.8,4.5,0.80,2.0,42,Alejandro Tabilo[CHI],2,1.22,323,53.6%,0,0-0,-,0.0%,5,4-1,80.0%,51,30-21,58.8%,1:58,47.2,43.8
43,Gael Monfils[FRA],5,3-2,60.0%,67.4%,66.5%,54,11.4%,21,4.4%,11.7%,62.3%,80.1%,46.4%,52.5%,88.0%,6.3,2.1,43,Gael Monfils[FRA],5,33.6%,32.7%,3.9%,3.3%,27.4%,44.8%,17.6%,6.5,2.2,24.0,32.2,43,Gael Monfils[FRA],5,36.1%,13,36,0.49,2.3,7.2,0.81,2.6,60.9%,14,23,0.31,1.4,4.6,0.56,1.8,43,Gael Monfils[FRA],5,1.03,957,50.4%,5,2-3,40.0%,31.3%,16,9-7,56.3%,149,79-70,53.0%,2:16,42.4,42.5
44,Lorenzo Sonego[ITA],11,5-6,45.5%,66.8%,65.4%,77,8.7%,21,2.4%,7.0%,65.9%,76.0%,49.0%,52.7%,83.9%,6.2,2.1,44,Lorenzo Sonego[ITA],11,34.9%,34.0%,4.2%,3.6%,26.0%,50.5%,17.9%,6.2,2.2,63.0,114.0,44,Lorenzo Sonego[ITA],11,43.1%,25,58,0.41,1.9,5.3,0.83,2.3,65.2%,43,66,0.46,2.2,6.0,0.77,2.1,44,Lorenzo Sonego[ITA],11,1.05,1748,51.1%,4,1-3,25.0%,13.3%,30,15-15,50.0%,283,145-138,51.2%,1:49,40.0,41.2
45,Marcos Giron[USA],11,6-5,54.5%,62.4%,61.1%,51,5.9%,14,1.6%,3.8%,57.3%,70.1%,52.0%,54.1%,78.5%,6.6,2.5,45,Marcos Giron[USA],11,35.7%,35.7%,9.1%,5.0%,26.0%,49.6%,18.2%,6.3,2.3,51.0,104.9,45,Marcos Giron[USA],11,36.4%,24,66,0.50,2.4,6.0,0.86,2.2,61.1%,44,72,0.55,2.6,6.5,1.00,2.5,45,Marcos Giron[USA],11,0.95,1702,49.2%,5,5-0,100.0%,17.9%,28,16-12,57.1%,262,126-136,48.1%,1:45,41.2,40.6
46,Luciano Darderi[ITA],6,3-3,50.0%,60.7%,59.0%,31,7.4%,10,2.4%,6.9%,65.2%,68.4%,46.2%,49.6%,73.0%,6.6,2.6,46,Luciano Darderi[ITA],6,37.0%,39.7%,10.8%,2.7%,21.6%,54.7%,18.3%,6.8,2.5,21.5,42.2,46,Luciano Darderi[ITA],6,28.9%,11,38,0.63,2.9,6.3,0.85,1.8,57.5%,23,40,0.63,3.1,6.7,1.31,2.8,46,Luciano Darderi[ITA],6,0.94,825,49.0%,2,2-0,100.0%,15.4%,13,6-7,46.2%,123,57-66,46.3%,1:36,44.4,42.0
47,Miomir Kecmanovic[SRB],6,3-3,50.0%,66.4%,66.7%,31,5.9%,18,3.4%,9.1%,62.4%,73.4%,54.8%,60.3%,77.2%,5.7,1.9,47,Miomir Kecmanovic[SRB],6,36.7%,37.7%,8.7%,3.7%,28.3%,50.0%,20.9%,6.3,2.3,54.0,71.3,47,Miomir Kecmanovic[SRB],6,45.2%,19,42,0.46,2.2,7.0,1.00,3.2,44.7%,17,38,0.41,2.0,6.3,1.11,3.5,47,Miomir Kecmanovic[SRB],6,1.09,1096,50.9%,2,2-0,100.0%,10.5%,19,10-9,52.6%,183,90-93,49.2%,1:39,31.4,32.6
48,David Goffin[BEL],5,5-0,100.0%,63.8%,64.9%,31,6.2%,25,5.0%,12.8%,60.8%,72.5%,50.3%,57.6%,81.3%,6.6,2.4,48,David Goffin[BEL],5,42.5%,42.7%,6.9%,4.8%,33.3%,53.1%,33.3%,7.3,3.1,21.0,46.6,48,David Goffin[BEL],5,33.3%,24,72,1.00,4.8,14.4,1.60,4.8,65.9%,27,41,0.55,2.7,8.2,0.93,2.8,48,David Goffin[BEL],5,1.17,1019,52.9%,5,4-1,80.0%,33.3%,15,12-3,80.0%,147,85-62,57.8%,2:29,49.6,43.8
49,Pedro Martinez[ESP],3,1-2,33.3%,55.5%,58.6%,6,3.3%,14,7.7%,25.9%,70.3%,64.1%,35.2%,47.5%,66.7%,7.6,3.4,49,Pedro Martinez[ESP],3,35.9%,37.6%,9.4%,2.9%,25.7%,56.1%,4.3%,7.4,2.7,77.0,138.0,49,Pedro Martinez[ESP],3,7.1%,1,14,0.61,2.0,4.7,0.14,0.3,69.2%,18,26,1.08,3.7,8.7,1.14,2.7,49,Pedro Martinez[ESP],3,0.81,352,46.0%,2,2-0,100.0%,28.6%,7,3-4,42.9%,47,17-30,36.2%,1:36,41.3,49.3
50,Zizou Bergs[BEL],11,6-5,54.5%,66.7%,66.9%,73,7.8%,38,4.1%,10.4%,60.9%,73.1%,56.9%,63.5%,83.2%,6.3,2.1,50,Zizou Bergs[BEL],11,37.8%,38.0%,4.8%,2.6%,29.1%,52.2%,24.0%,6.2,2.3,73.0,119.5,50,Zizou Bergs[BEL],11,49.3%,37,75,0.49,2.3,6.8,1.16,3.4,64.8%,46,71,0.48,2.2,6.5,0.78,2.3,50,Zizou Bergs[BEL],11,1.14,1887,52.1%,4,3-1,75.0%,12.5%,32,19-13,59.4%,303,161-142,53.1%,1:39,33.9,34.5
51,Tomas Martin Etcheverry[ARG],7,4-3,57.1%,67.7%,66.8%,48,8.9%,17,3.1%,9.4%,66.7%,75.3%,52.2%,57.7%,88.0%,6.5,2.1,51,Tomas Martin Etcheverry[ARG],7,36.7%,37.2%,7.4%,3.6%,30.2%,48.4%,21.4%,6.3,2.3,67.0,63.0,51,Tomas Martin Etcheverry[ARG],7,43.9%,18,41,0.49,2.4,5.9,1.06,2.6,80.8%,42,52,0.63,3.1,7.4,0.59,1.4,51,Tomas Martin Etcheverry[ARG],7,1.13,1067,52.4%,4,2-2,50.0%,23.5%,17,10-7,58.8%,167,91-76,54.5%,1:59,49.0,46.8
53,Nicolas Jarry[CHI],4,1-3,25.0%,59.2%,57.4%,35,9.0%,14,3.6%,9.7%,62.8%,66.3%,47.2%,52.3%,70.2%,6.8,2.8,53,Nicolas Jarry[CHI],4,30.5%,29.7%,6.0%,3.7%,23.1%,43.7%,10.3%,6.1,1.8,100.0,87.0,53,Nicolas Jarry[CHI],4,28.6%,6,21,0.36,1.6,5.3,0.46,1.5,66.0%,33,50,0.88,3.8,12.5,1.31,4.3,53,Nicolas Jarry[CHI],4,0.75,738,45.5%,0,0-0,-,0.0%,13,4-9,30.8%,115,46-69,40.0%,1:40,30.6,32.4
54,Gabriel Diallo[CAN],2,2-0,100.0%,66.1%,63.7%,14,7.5%,1,0.5%,2.0%,73.7%,70.8%,53.1%,54.2%,89.3%,6.6,2.3,54,Gabriel Diallo[CAN],2,37.2%,36.4%,6.6%,5.1%,29.4%,51.4%,14.3%,7.0,2.6,57.0,57.0,54,Gabriel Diallo[CAN],2,20.0%,4,20,0.71,3.3,10.0,0.67,2.0,83.3%,15,18,0.64,3.0,9.0,0.50,1.5,54,Gabriel Diallo[CAN],2,1.10,382,51.3%,0,0-0,-,0.0%,6,4-2,66.7%,56,29-27,51.8%,2:15,45.0,42.4
55,Zhizhen Zhang[CHN],5,2-3,40.0%,66.3%,63.5%,34,11.3%,6,2.0%,5.8%,65.3%,71.9%,55.8%,59.2%,78.8%,5.8,1.9,55,Zhizhen Zhang[CHN],5,36.8%,37.0%,10.4%,5.8%,29.3%,47.1%,22.0%,6.5,2.4,65.0,73.0,55,Zhizhen Zhang[CHN],5,42.3%,11,26,0.52,2.2,5.2,0.92,2.2,50.0%,11,22,0.42,1.8,4.4,0.92,2.2,55,Zhizhen Zhang[CHN],5,1.09,626,51.0%,2,0-2,0.0%,16.7%,12,5-7,41.7%,102,52-50,51.0%,1:24,35.0,40.3
56,Roberto Bautista Agut[ESP],8,4-4,50.0%,62.5%,64.0%,19,2.9%,26,3.9%,12.7%,69.0%,65.5%,55.9%,64.0%,83.8%,6.7,2.5,56,Roberto Bautista Agut[ESP],8,36.3%,39.0%,15.6%,5.5%,25.2%,52.6%,18.6%,6.5,2.3,81.0,85.3,56,Roberto Bautista Agut[ESP],8,31.7%,19,60,0.59,2.9,7.5,0.90,2.4,75.4%,49,65,0.66,3.1,8.1,0.76,2.0,56,Roberto Bautista Agut[ESP],8,0.97,1318,49.4%,3,1-2,33.3%,14.3%,21,10-11,47.6%,201,102-99,50.7%,1:59,45.2,43.2
57,Jacob Fearnley[GBR],2,1-1,50.0%,59.2%,61.2%,4,5.3%,5,6.6%,15.2%,56.6%,69.8%,45.5%,53.6%,70.0%,7.6,3.1,57,Jacob Fearnley[GBR],2,46.8%,46.5%,3.9%,3.9%,42.6%,53.3%,50.0%,7.7,3.6,69.0,69.0,57,Jacob Fearnley[GBR],2,38.5%,5,13,1.30,3.3,6.5,1.25,2.5,57.1%,4,7,0.70,1.8,3.5,0.75,1.5,57,Jacob Fearnley[GBR],2,1.15,153,52.9%,2,1-1,50.0%,50.0%,4,2-2,50.0%,20,12-8,60.0%,0:56,27.8,43.5
58,Benjamin Bonzi[FRA],2,2-0,100.0%,70.4%,66.9%,25,12.6%,2,1.0%,3.0%,66.3%,77.3%,56.7%,58.5%,92.9%,7.1,2.1,58,Benjamin Bonzi[FRA],2,33.2%,34.2%,11.9%,4.7%,23.7%,53.2%,14.3%,6.9,2.3,40.0,40.0,58,Benjamin Bonzi[FRA],2,30.8%,4,13,0.46,2.6,6.5,0.80,2.0,88.9%,16,18,0.64,3.6,9.0,0.40,1.0,58,Benjamin Bonzi[FRA],2,1.12,392,52.0%,3,2-1,66.7%,60.0%,5,4-1,80.0%,56,30-26,53.6%,2:21,56.4,43.2
59,Roberto Carballes Baena[ESP],7,3-4,42.9%,61.3%,61.5%,25,4.6%,17,3.1%,9.2%,65.9%,66.8%,50.8%,56.0%,75.0%,6.5,2.5,59,Roberto Carballes Baena[ESP],7,38.6%,39.8%,7.4%,2.9%,29.4%,52.5%,22.9%,6.6,2.5,69.0,58.9,59,Roberto Carballes Baena[ESP],7,38.8%,19,49,0.59,2.7,7.0,1.06,2.7,61.8%,34,55,0.65,3.1,7.9,1.17,3.0,59,Roberto Carballes Baena[ESP],7,1.00,1087,50.0%,4,2-2,50.0%,22.2%,18,8-10,44.4%,167,82-85,49.1%,1:59,46.3,46.0
60,Camilo Ugo Carabelli[ARG],2,1-1,50.0%,63.1%,64.5%,17,6.2%,15,5.5%,15.8%,65.3%,77.1%,36.8%,43.8%,80.5%,6.7,2.5,60,Camilo Ugo Carabelli[ARG],2,37.1%,33.8%,4.4%,7.4%,27.4%,52.9%,20.9%,6.3,2.3,114.5,114.5,60,Camilo Ugo Carabelli[ARG],2,40.9%,9,22,0.51,2.8,11.0,1.13,4.5,70.4%,19,27,0.66,3.4,13.5,1.00,4.0,60,Camilo Ugo Carabelli[ARG],2,1.01,546,50.2%,2,1-1,50.0%,25.0%,8,4-4,50.0%,84,42-42,50.0%,3:19,49.6,43.6
61,Fabian Marozsan[HUN],9,5-4,55.6%,62.9%,62.6%,42,6.2%,22,3.2%,9.5%,65.7%,70.6%,48.3%,53.3%,78.1%,6.4,2.4,61,Fabian Marozsan[HUN],9,36.0%,36.7%,7.0%,2.9%,26.8%,53.9%,20.2%,6.2,2.2,50.0,82.9,61,Fabian Marozsan[HUN],9,33.3%,21,63,0.61,3.0,7.0,1.00,2.3,57.4%,31,54,0.51,2.6,6.0,1.10,2.6,61,Fabian Marozsan[HUN],9,0.97,1322,49.8%,5,4-1,80.0%,23.8%,21,12-9,57.1%,209,103-106,49.3%,1:29,38.1,36.4
62,Kei Nishikori[JPN],10,4-6,40.0%,65.6%,64.7%,38,5.8%,12,1.8%,6.1%,69.6%,71.7%,51.5%,54.8%,82.7%,5.9,2.0,62,Kei Nishikori[JPN],10,33.2%,34.4%,11.0%,3.9%,24.1%,50.0%,14.5%,6.5,2.1,39.5,43.6,62,Kei Nishikori[JPN],10,29.1%,16,55,0.50,2.4,5.5,0.70,1.6,57.8%,26,45,0.41,2.0,4.5,0.83,1.9,62,Kei Nishikori[JPN],10,0.97,1361,48.7%,4,1-3,25.0%,17.4%,23,8-15,34.8%,220,107-113,48.6%,1:18,33.7,34.2
63,Francisco Comesana[ARG],4,3-1,75.0%,65.5%,66.5%,30,7.6%,21,5.3%,14.1%,62.5%,76.2%,47.7%,55.5%,78.8%,6.0,2.1,63,Francisco Comesana[ARG],4,36.9%,34.8%,6.5%,6.8%,26.3%,49.7%,21.5%,6.1,2.3,123.0,144.8,63,Francisco Comesana[ARG],4,45.2%,14,31,0.48,2.4,7.8,1.08,3.5,53.3%,16,30,0.45,2.3,7.5,1.08,3.5,63,Francisco Comesana[ARG],4,1.07,795,51.2%,1,1-0,100.0%,7.7%,13,8-5,61.5%,131,66-65,50.4%,2:27,45.2,44.3
64,Laslo Djere[SRB],1,1-0,100.0%,69.2%,69.1%,7,9.0%,3,3.8%,10.0%,61.5%,75.0%,60.0%,66.7%,84.6%,6.0,1.8,64,Laslo Djere[SRB],1,41.3%,41.2%,3.8%,2.9%,32.3%,56.4%,21.4%,7.4,3.1,27.0,27.0,64,Laslo Djere[SRB],1,33.3%,3,9,0.64,3.0,9.0,1.00,3.0,60.0%,3,5,0.38,1.7,5.0,0.67,2.0,64,Laslo Djere[SRB],1,1.34,182,53.3%,1,1-0,100.0%,33.3%,3,2-1,66.7%,27,14-13,51.9%,2:13,44.3,43.8
65,Joao Fonseca[BRA],6,4-2,66.7%,71.1%,69.3%,26,8.9%,4,1.4%,3.7%,63.2%,76.6%,61.7%,64.1%,84.9%,5.5,1.6,65,Joao Fonseca[BRA],6,39.2%,40.1%,8.2%,4.0%,30.0%,56.0%,27.8%,6.5,2.6,43.0,59.8,65,Joao Fonseca[BRA],6,31.3%,15,48,0.89,2.8,8.0,0.88,2.5,50.0%,8,16,0.30,0.9,2.7,0.47,1.3,65,Joao Fonseca[BRA],6,1.36,643,53.7%,2,1-1,50.0%,11.8%,17,10-7,58.8%,107,60-47,56.1%,1:14,26.1,41.3
66,Jaume Munar[ESP],3,2-1,66.7%,65.4%,67.4%,10,4.2%,12,5.0%,15.6%,67.9%,72.4%,50.6%,60.0%,83.3%,6.7,2.3,66,Jaume Munar[ESP],3,39.7%,41.0%,8.9%,4.0%,29.5%,54.3%,31.4%,6.4,2.5,27.0,40.0,66,Jaume Munar[ESP],3,55.0%,11,20,0.57,2.9,6.7,1.57,3.7,68.4%,13,19,0.53,2.7,6.3,0.86,2.0,66,Jaume Munar[ESP],3,1.15,464,53.0%,2,1-1,50.0%,28.6%,7,5-2,71.4%,71,41-30,57.7%,1:58,50.4,45.6
67,Juncheng Shang[CHN],2,1-1,50.0%,65.0%,64.8%,6,5.1%,3,2.6%,6.5%,60.7%,69.0%,58.7%,62.8%,78.9%,6.2,2.2,67,Juncheng Shang[CHN],2,29.8%,34.4%,19.8%,3.3%,19.7%,46.7%,10.0%,6.1,1.8,54.5,54.5,67,Juncheng Shang[CHN],2,40.0%,2,5,0.25,1.3,2.5,0.50,1.0,42.9%,3,7,0.37,1.8,3.5,1.00,2.0,67,Juncheng Shang[CHN],2,0.85,238,47.1%,1,1-0,100.0%,25.0%,4,2-2,50.0%,39,17-22,43.6%,1:23,41.5,41.8
68,Mattia Bellucci[ITA],4,2-2,50.0%,67.4%,65.6%,44,11.9%,13,3.5%,9.2%,62.0%,75.7%,53.9%,59.4%,86.0%,6.5,2.1,68,Mattia Bellucci[ITA],4,33.0%,35.0%,10.6%,2.5%,26.4%,46.2%,12.5%,6.4,2.1,26.0,226.3,68,Mattia Bellucci[ITA],4,24.1%,7,29,0.52,2.4,7.3,0.58,1.8,77.1%,27,35,0.61,2.9,8.8,0.67,2.0,68,Mattia Bellucci[ITA],4,1.01,729,50.5%,1,1-0,100.0%,8.3%,12,6-6,50.0%,113,56-57,49.6%,2:16,45.2,44.6
69,Damir Dzumhur[BIH],3,2-1,66.7%,60.8%,63.3%,1,0.4%,10,4.2%,14.1%,70.0%,65.1%,50.7%,59.0%,78.4%,6.4,2.5,69,Damir Dzumhur[BIH],3,39.5%,39.0%,4.4%,3.5%,36.3%,44.1%,28.9%,6.0,2.4,66.0,81.7,69,Damir Dzumhur[BIH],3,45.8%,11,24,0.63,3.0,8.0,1.38,3.7,63.6%,14,22,0.59,2.8,7.3,1.00,2.7,69,Damir Dzumhur[BIH],3,1.01,465,50.3%,0,0-0,-,0.0%,8,4-4,50.0%,75,40-35,53.3%,2:05,46.8,48.3
70,Learner Tien[USA],3,2-1,66.7%,60.8%,62.2%,9,3.8%,11,4.6%,11.5%,59.5%,68.8%,49.0%,55.3%,71.4%,6.8,2.7,70,Learner Tien[USA],3,45.0%,47.9%,7.6%,1.5%,40.2%,57.5%,35.1%,7.1,3.2,69.0,64.0,70,Learner Tien[USA],3,44.8%,13,29,0.78,4.1,9.7,1.86,4.3,63.0%,17,27,0.77,3.9,9.0,1.43,3.3,70,Learner Tien[USA],3,1.15,499,52.5%,2,2-0,100.0%,28.6%,7,5-2,71.4%,72,38-34,52.8%,2:06,54.0,45.5
71,Daniel Altmaier[GER],2,0-2,0.0%,66.7%,66.7%,14,5.6%,7,2.8%,6.6%,57.9%,75.3%,54.7%,58.6%,80.5%,6.1,2.0,71,Daniel Altmaier[GER],2,32.5%,28.6%,4.5%,7.3%,24.2%,41.5%,14.6%,6.0,2.0,106.0,106.0,71,Daniel Altmaier[GER],2,60.0%,6,10,0.24,1.3,5.0,0.75,3.0,46.7%,7,15,0.37,1.9,7.5,1.00,4.0,71,Daniel Altmaier[GER],2,0.98,498,49.8%,3,2-1,66.7%,37.5%,8,3-5,37.5%,82,39-43,47.6%,3:02,45.4,43.7
72,Hamad Medjedovic[SRB],3,1-2,33.3%,68.5%,69.0%,14,6.0%,8,3.4%,11.9%,71.5%,75.6%,50.7%,57.6%,89.5%,6.2,1.9,72,Hamad Medjedovic[SRB],3,27.9%,31.6%,16.9%,2.3%,20.7%,36.7%,5.4%,5.9,1.6,78.0,107.0,72,Hamad Medjedovic[SRB],3,28.6%,2,7,0.19,1.0,2.3,0.29,0.7,55.6%,5,9,0.24,1.3,3.0,0.57,1.3,72,Hamad Medjedovic[SRB],3,0.88,454,48.9%,3,1-2,33.3%,42.9%,7,2-5,28.6%,75,36-39,48.0%,1:45,44.9,41.5
73,Bu Yunchaokete[CHN],4,4-0,100.0%,70.7%,67.4%,33,12.5%,3,1.1%,2.8%,59.7%,75.8%,63.2%,65.0%,89.1%,5.7,1.7,73,Bu Yunchaokete[CHN],4,40.7%,42.3%,7.4%,2.7%,34.3%,50.4%,31.1%,6.6,2.7,66.0,66.8,73,Bu Yunchaokete[CHN],4,37.8%,14,37,0.82,4.1,9.3,1.56,3.5,58.3%,7,12,0.26,1.3,3.0,0.56,1.3,73,Bu Yunchaokete[CHN],4,1.39,560,54.8%,2,1-1,50.0%,22.2%,9,8-1,88.9%,91,55-36,60.4%,1:46,47.1,45.4
74,Yoshihito Nishioka[JPN],4,3-1,75.0%,68.7%,69.1%,8,3.1%,5,1.9%,4.8%,59.9%,71.3%,64.8%,68.0%,84.4%,5.8,1.8,74,Yoshihito Nishioka[JPN],4,42.8%,43.9%,10.5%,6.2%,31.6%,58.0%,28.3%,7.1,3.0,125.5,142.5,74,Yoshihito Nishioka[JPN],4,43.3%,13,30,0.65,3.0,7.5,1.30,3.3,58.8%,10,17,0.38,1.7,4.3,0.70,1.8,74,Yoshihito Nishioka[JPN],4,1.37,587,54.3%,1,1-0,100.0%,10.0%,10,7-3,70.0%,91,51-40,56.0%,1:45,42.1,43.0
75,Arthur Rinderknech[FRA],7,3-4,42.9%,61.4%,58.0%,73,14.9%,24,4.9%,11.6%,57.8%,73.1%,45.4%,51.4%,73.6%,6.8,2.6,75,Arthur Rinderknech[FRA],7,31.4%,31.4%,4.8%,2.3%,26.9%,37.7%,14.9%,5.9,1.9,69.0,69.9,75,Arthur Rinderknech[FRA],7,42.3%,11,26,0.35,1.6,3.7,0.69,1.6,61.2%,30,49,0.68,3.1,7.0,1.19,2.7,75,Arthur Rinderknech[FRA],7,0.81,926,47.3%,2,1-1,50.0%,12.5%,16,5-11,31.3%,146,64-82,43.8%,1:41,44.3,45.9
76,Alexander Bublik[KAZ],5,1-4,20.0%,64.5%,63.0%,67,15.2%,29,6.6%,15.8%,58.6%,79.9%,42.6%,50.6%,80.3%,6.7,2.4,76,Alexander Bublik[KAZ],5,31.7%,32.0%,7.4%,3.0%,25.2%,42.7%,16.7%,6.1,1.9,67.0,57.6,76,Alexander Bublik[KAZ],5,44.0%,11,25,0.38,1.9,5.0,0.85,2.2,62.9%,22,35,0.53,2.7,7.0,1.00,2.6,76,Alexander Bublik[KAZ],5,0.89,846,48.8%,3,0-3,0.0%,23.1%,13,4-9,30.8%,132,64-68,48.5%,1:55,44.4,40.9
77,Roman Safiullin[RUS],4,2-2,50.0%,66.1%,63.8%,33,11.2%,8,2.7%,7.3%,63.1%,73.7%,53.2%,57.4%,82.4%,5.8,2.0,77,Roman Safiullin[RUS],4,39.5%,40.0%,5.3%,2.7%,33.6%,51.4%,23.5%,6.6,2.6,61.5,52.8,77,Roman Safiullin[RUS],4,35.3%,12,34,0.67,3.4,8.5,1.20,3.0,52.6%,10,19,0.37,1.9,4.8,0.90,2.3,77,Roman Safiullin[RUS],4,1.16,632,51.9%,1,0-1,0.0%,10.0%,10,6-4,60.0%,102,54-48,52.9%,1:36,38.2,36.3
78,Hugo Gaston[FRA],7,5-2,71.4%,60.0%,60.0%,27,4.8%,18,3.2%,7.1%,55.2%,64.9%,53.9%,58.1%,71.9%,6.4,2.6,78,Hugo Gaston[FRA],7,41.0%,40.5%,4.2%,3.7%,37.0%,48.5%,31.5%,6.4,2.6,77.0,86.9,78,Hugo Gaston[FRA],7,49.1%,28,57,0.64,2.7,8.1,1.33,4.0,57.6%,34,59,0.66,2.8,8.4,1.19,3.6,78,Hugo Gaston[FRA],7,1.02,1133,50.5%,1,1-0,100.0%,4.8%,21,12-9,57.1%,178,92-86,51.7%,1:32,30.7,34.1
79,Aleksandar Vukic[AUS],9,4-5,44.4%,65.5%,62.1%,103,12.5%,17,2.1%,5.3%,60.7%,75.1%,50.8%,53.6%,83.3%,6.5,2.2,79,Aleksandar Vukic[AUS],9,32.1%,33.9%,10.4%,2.6%,25.6%,44.6%,16.0%,6.1,1.9,63.0,96.4,79,Aleksandar Vukic[AUS],9,38.5%,20,52,0.42,2.0,5.8,0.77,2.2,65.0%,39,60,0.48,2.3,6.7,0.81,2.3,79,Aleksandar Vukic[AUS],9,0.93,1578,49.5%,6,3-3,50.0%,23.1%,26,12-14,46.2%,251,125-126,49.8%,2:06,43.5,43.0
80,Aleksandar Kovacevic[USA],6,3-3,50.0%,66.6%,65.7%,54,10.5%,21,4.1%,9.8%,58.2%,78.9%,49.5%,54.9%,87.0%,6.6,2.2,80,Aleksandar Kovacevic[USA],6,34.7%,35.9%,11.0%,4.2%,27.2%,46.8%,15.8%,6.6,2.3,143.5,180.0,80,Aleksandar Kovacevic[USA],6,33.3%,12,36,0.47,2.4,6.0,0.80,2.0,76.2%,32,42,0.55,2.8,7.0,0.67,1.7,80,Aleksandar Kovacevic[USA],6,1.04,1011,50.8%,2,1-1,50.0%,13.3%,15,8-7,53.3%,153,79-74,51.6%,1:58,47.3,42.1
81,Christopher Oconnell[AUS],3,1-2,33.3%,59.5%,55.4%,24,10.8%,3,1.4%,3.5%,61.3%,65.4%,50.0%,51.8%,68.6%,6.3,2.6,81,Christopher Oconnell[AUS],3,31.8%,34.6%,18.7%,5.6%,23.4%,49.3%,12.1%,6.5,2.1,78.0,65.0,81,Christopher Oconnell[AUS],3,20.0%,4,20,0.61,2.5,6.7,0.50,1.3,38.9%,7,18,0.51,2.3,6.0,1.38,3.7,81,Christopher Oconnell[AUS],3,0.78,436,45.9%,0,0-0,-,0.0%,8,3-5,37.5%,68,28-40,41.2%,1:39,37.1,40.9
82,Rinky Hijikata[AUS],2,1-1,50.0%,64.8%,62.4%,7,6.5%,0,0.0%,0.0%,71.3%,70.1%,51.6%,51.6%,78.9%,5.7,2.0,82,Rinky Hijikata[AUS],2,35.0%,40.9%,17.9%,2.6%,30.0%,45.9%,11.1%,6.5,2.3,60.5,60.5,82,Rinky Hijikata[AUS],2,22.2%,2,9,0.50,2.3,4.5,0.50,1.0,42.9%,3,7,0.37,1.8,3.5,1.00,2.0,82,Rinky Hijikata[AUS],2,1.00,225,49.3%,0,0-0,-,0.0%,4,2-2,50.0%,37,17-20,45.9%,1:17,38.3,40.8
83,Corentin Moutet[FRA],4,0-4,0.0%,58.2%,58.0%,12,3.2%,7,1.9%,6.3%,70.5%,61.5%,50.5%,53.8%,69.1%,6.8,2.9,83,Corentin Moutet[FRA],4,34.5%,34.3%,3.4%,2.1%,29.3%,44.9%,15.5%,6.6,2.3,44.0,57.0,83,Corentin Moutet[FRA],4,32.1%,9,28,0.48,2.5,7.0,0.82,2.3,57.5%,23,40,0.73,3.6,10.0,1.55,4.3,83,Corentin Moutet[FRA],4,0.83,759,46.2%,3,1-2,33.3%,27.3%,11,2-9,18.2%,113,47-66,41.6%,2:26,52.9,46.0
84,Borna Coric[CRO],1,0-1,0.0%,57.1%,56.9%,7,9.1%,5,6.5%,12.5%,48.1%,70.3%,45.0%,51.4%,57.1%,5.5,2.4,84,Borna Coric[CRO],1,32.9%,32.1%,4.7%,3.5%,20.0%,44.4%,13.3%,5.7,1.9,42.0,42.0,84,Borna Coric[CRO],1,33.3%,2,6,0.40,2.0,6.0,0.67,2.0,33.3%,3,9,0.64,3.0,9.0,2.00,6.0,84,Borna Coric[CRO],1,0.77,162,44.4%,0,0-0,-,0.0%,3,0-3,0.0%,29,10-19,34.5%,2:18,46.0,51.1
