Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
83,Corentin Moutet[FRA],9,2-7,22.2%,59.5%,59.8%,21,2.8%,18,2.4%,6.6%,63.3%,63.8%,52.0%,55.7%,72.5%,6.8,2.7,83,Corentin Moutet[FRA],9,35.2%,34.7%,4.0%,2.9%,28.7%,47.2%,18.4%,6.3,2.2,46.0,67.9,83,Corentin Moutet[FRA],9,41.2%,21,51,0.45,2.2,5.7,0.91,2.3,58.9%,43,73,0.67,3.2,8.1,1.30,3.3,83,Corentin Moutet[FRA],9,0.87,1459,47.5%,3,2-1,66.7%,13.0%,23,8-15,34.8%,223,100-123,44.8%,2:08,50.1,47.4
84,Borna Coric[CRO],3,1-2,33.3%,60.8%,59.0%,23,9.7%,9,3.8%,10.7%,64.6%,73.9%,36.9%,41.3%,77.1%,6.8,2.7,84,Borna Coric[CRO],3,35.2%,36.7%,11.4%,4.3%,28.0%,44.6%,17.1%,6.0,2.1,44.0,30.0,84,Borna Coric[CRO],3,46.2%,6,13,0.37,1.9,4.3,0.86,2.0,61.9%,13,21,0.60,3.0,7.0,1.14,2.7,84,Borna Coric[CRO],3,0.90,447,48.8%,0,0-0,-,0.0%,7,3-4,42.9%,70,33-37,47.1%,1:59,50.9,47.8
85,Botic Van De Zandschulp[NED],6,3-3,50.0%,63.2%,63.7%,27,5.8%,19,4.1%,10.7%,62.1%,72.1%,48.6%,54.4%,79.7%,6.8,2.5,85,Botic Van De Zandschulp[NED],6,38.7%,39.7%,5.6%,2.2%,32.7%,48.3%,25.4%,6.9,2.7,58.0,241.8,85,Botic Van De Zandschulp[NED],6,40.5%,17,42,0.63,2.8,7.0,1.13,2.8,58.8%,20,34,0.49,2.3,5.7,0.93,2.3,85,Botic Van De Zandschulp[NED],6,1.05,929,51.0%,3,2-1,66.7%,20.0%,15,8-7,53.3%,136,72-64,52.9%,2:02,48.7,47.2
87,Jan Lennard Struff[GER],8,2-6,25.0%,60.2%,58.7%,59,10.2%,26,4.5%,10.5%,57.3%,75.4%,39.9%,44.6%,74.4%,6.8,2.7,87,Jan Lennard Struff[GER],8,34.4%,35.8%,11.5%,4.3%,23.6%,51.6%,15.7%,6.3,2.2,29.5,61.1,87,Jan Lennard Struff[GER],8,30.4%,14,46,0.52,2.4,5.8,0.74,1.8,61.4%,35,57,0.66,3.0,7.1,1.16,2.8,87,Jan Lennard Struff[GER],8,0.87,1145,47.5%,1,0-1,0.0%,5.3%,19,6-13,31.6%,175,78-97,44.6%,1:32,38.8,38.7
88,Adam Walton[AUS],5,3-2,60.0%,63.0%,60.1%,28,8.7%,3,0.9%,2.9%,68.0%,69.9%,48.5%,50.0%,79.2%,6.1,2.2,88,Adam Walton[AUS],5,40.2%,43.2%,8.7%,1.4%,36.2%,47.3%,21.4%,6.4,2.6,61.0,133.8,88,Adam Walton[AUS],5,32.4%,12,37,0.66,3.4,7.4,1.09,2.4,60.7%,17,28,0.53,2.5,5.6,1.00,2.2,88,Adam Walton[AUS],5,1.09,680,51.0%,1,1-0,100.0%,9.1%,11,6-5,54.5%,109,54-55,49.5%,1:35,43.3,42.0
89,Kamil Majchrzak[POL],1,0-1,0.0%,64.3%,64.4%,7,7.1%,4,4.1%,10.5%,61.2%,75.0%,47.4%,52.9%,81.3%,6.1,2.2,89,Kamil Majchrzak[POL],1,29.8%,29.1%,10.6%,5.3%,25.8%,39.3%,12.5%,5.9,1.8,78.0,78.0,89,Kamil Majchrzak[POL],1,66.7%,2,3,0.19,1.0,3.0,0.67,2.0,70.0%,7,10,0.63,3.3,10.0,1.00,3.0,89,Kamil Majchrzak[POL],1,0.83,192,47.4%,0,0-0,-,0.0%,3,1-2,33.3%,32,15-17,46.9%,2:10,43.3,40.6
90,James Duckworth[AUS],3,1-2,33.3%,61.1%,61.3%,15,7.8%,10,5.2%,10.5%,50.8%,70.4%,51.6%,57.6%,71.9%,6.0,2.3,90,James Duckworth[AUS],3,36.1%,38.1%,9.1%,2.3%,27.9%,49.4%,18.8%,6.8,2.5,37.0,37.3,90,James Duckworth[AUS],3,35.3%,6,17,0.53,2.4,5.7,0.86,2.0,50.0%,9,18,0.56,2.6,6.0,1.29,3.0,90,James Duckworth[AUS],3,0.93,412,47.8%,1,1-0,100.0%,14.3%,7,3-4,42.9%,64,29-35,45.3%,1:34,40.3,41.1
91,Cameron Norrie[GBR],7,4-3,57.1%,61.2%,62.1%,29,5.0%,26,4.5%,12.0%,62.8%,69.2%,47.7%,54.2%,79.1%,6.7,2.6,91,Cameron Norrie[GBR],7,38.8%,39.3%,9.0%,5.1%,30.2%,51.6%,24.7%,6.2,2.4,67.0,60.6,91,Cameron Norrie[GBR],7,42.0%,21,50,0.59,2.8,7.1,1.17,3.0,71.4%,45,63,0.73,3.5,9.0,1.00,2.6,91,Cameron Norrie[GBR],7,1.00,1111,50.5%,1,0-1,0.0%,5.6%,18,9-9,50.0%,171,89-82,52.0%,1:52,43.6,42.4
92,Vit Kopriva[CZE],1,0-1,0.0%,55.4%,54.9%,3,5.4%,2,3.6%,8.0%,55.4%,64.5%,44.0%,47.8%,62.5%,7.0,3.1,92,Vit Kopriva[CZE],1,22.9%,20.0%,10.4%,6.3%,8.6%,61.5%,0.0%,5.3,1.2,34.0,34.0,92,Vit Kopriva[CZE],1,-,0,0,0.00,0.0,0.0,0.00,0.0,66.7%,6,9,1.13,4.5,9.0,1.50,3.0,92,Vit Kopriva[CZE],1,0.51,104,40.4%,0,0-0,-,0.0%,2,0-2,0.0%,17,5-12,29.4%,1:12,36.0,41.5
94,Reilly Opelka[USA],8,3-5,37.5%,69.3%,64.9%,124,20.4%,26,4.3%,12.4%,65.7%,79.0%,50.7%,57.9%,93.7%,6.4,2.0,94,Reilly Opelka[USA],8,27.1%,26.6%,6.3%,2.9%,18.8%,43.8%,5.3%,6.2,1.7,43.5,48.9,94,Reilly Opelka[USA],8,17.9%,5,28,0.30,1.6,3.5,0.29,0.6,79.3%,23,29,0.31,1.7,3.6,0.35,0.8,94,Reilly Opelka[USA],8,0.88,1196,48.6%,8,2-6,25.0%,47.1%,17,6-11,35.3%,189,94-95,49.7%,1:41,47.6,40.6
95,Luca Nardi[ITA],2,0-2,0.0%,47.0%,47.7%,2,1.7%,4,3.5%,7.4%,53.0%,63.9%,27.8%,30.0%,47.4%,6.1,3.2,95,Luca Nardi[ITA],2,27.7%,28.9%,10.7%,2.7%,17.7%,51.5%,10.0%,5.6,1.6,75.5,75.5,95,Luca Nardi[ITA],2,25.0%,2,8,0.40,1.6,4.0,0.40,1.0,37.5%,6,16,0.84,3.2,8.0,2.00,5.0,95,Luca Nardi[ITA],2,0.52,227,37.4%,0,0-0,-,0.0%,5,1-4,20.0%,39,11-28,28.2%,1:20,31.8,42.0
96,Mackenzie Mcdonald[USA],4,1-3,25.0%,57.2%,57.1%,12,3.3%,8,2.2%,6.5%,66.5%,59.4%,52.8%,56.5%,68.4%,6.4,2.8,96,Mackenzie Mcdonald[USA],4,39.1%,39.9%,7.0%,3.4%,34.2%,46.3%,27.3%,5.9,2.3,42.5,250.8,96,Mackenzie Mcdonald[USA],4,65.2%,15,23,0.42,1.9,5.8,1.25,3.8,51.4%,19,37,0.65,3.1,9.3,1.50,4.5,96,Mackenzie Mcdonald[USA],4,0.92,694,48.7%,1,0-1,0.0%,8.3%,12,5-7,41.7%,112,54-58,48.2%,2:04,41.2,42.7
97,Alexander Shevchenko[KAZ],4,2-2,50.0%,61.7%,62.2%,14,5.1%,11,4.0%,11.3%,64.6%,67.2%,51.5%,58.1%,69.8%,6.4,2.4,97,Alexander Shevchenko[KAZ],4,36.9%,36.4%,6.7%,4.6%,29.7%,50.5%,18.6%,6.6,2.4,74.0,127.8,97,Alexander Shevchenko[KAZ],4,47.1%,8,17,0.40,1.9,4.3,0.89,2.0,51.9%,14,27,0.63,3.0,6.8,1.44,3.3,97,Alexander Shevchenko[KAZ],4,0.96,556,49.1%,3,3-0,100.0%,33.3%,9,5-4,55.6%,86,38-48,44.2%,1:31,40.3,39.2
98,Pablo Carreno Busta[ESP],8,3-5,37.5%,64.5%,64.4%,39,6.7%,20,3.5%,9.2%,62.5%,69.8%,55.8%,61.4%,80.0%,6.4,2.3,98,Pablo Carreno Busta[ESP],8,33.4%,34.9%,8.9%,2.4%,26.8%,42.8%,17.4%,6.3,2.1,45.0,40.0,98,Pablo Carreno Busta[ESP],8,42.1%,16,38,0.41,2.1,4.8,0.89,2.0,59.1%,26,44,0.49,2.4,5.5,1.00,2.3,98,Pablo Carreno Busta[ESP],8,0.94,1153,49.0%,6,2-4,33.3%,33.3%,18,7-11,38.9%,182,88-94,48.4%,1:44,46.2,43.3
99,Mariano Navone[ARG],10,2-8,20.0%,61.5%,62.4%,19,2.8%,21,3.1%,8.0%,61.4%,68.4%,50.6%,55.0%,75.0%,6.3,2.4,99,Mariano Navone[ARG],10,34.2%,33.0%,5.6%,4.5%,26.0%,46.5%,13.5%,6.4,2.2,34.5,41.3,99,Mariano Navone[ARG],10,29.4%,15,51,0.46,2.3,5.1,0.68,1.5,58.5%,38,65,0.60,3.0,6.5,1.23,2.7,99,Mariano Navone[ARG],10,0.89,1387,47.5%,2,0-2,0.0%,9.1%,22,6-16,27.3%,219,96-123,43.8%,1:43,46.7,44.5
100,Nishesh Basavareddy[USA],1,0-1,0.0%,60.3%,62.3%,3,4.4%,4,5.9%,12.9%,54.4%,78.4%,38.7%,44.4%,72.7%,6.2,2.5,100,Nishesh Basavareddy[USA],1,29.0%,28.3%,1.6%,1.6%,18.2%,41.4%,9.1%,5.6,1.6,71.0,71.0,100,Nishesh Basavareddy[USA],1,100.0%,1,1,0.09,0.5,1.0,0.50,1.0,57.1%,4,7,0.64,3.5,7.0,1.50,3.0,100,Nishesh Basavareddy[USA],1,0.73,130,45.4%,0,0-0,-,0.0%,2,0-2,0.0%,22,9-13,40.9%,1:42,51.0,47.1
