Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Rk,Player,M,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Rk,Player,M,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Rk,Player,M,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
40,Nuno Borges[POR],14,7-7,50.0%,62.5%,61.8%,85,7.4%,41,3.6%,9.8%,63.3%,69.1%,51.1%,56.6%,78.6%,6.8,2.6,40,Nuno Borges[POR],14,38.4%,37.9%,4.7%,3.6%,30.5%,50.1%,19.8%,7.0,2.7,31.0,74.8,40,Nuno Borges[POR],14,30.4%,34,112,0.65,3.2,8.0,0.97,2.4,62.5%,60,96,0.57,2.7,6.9,1.03,2.6,40,Nuno Borges[POR],14,1.02,2339,50.1%,8,3-5,37.5%,22.9%,35,15-20,42.9%,340,166-174,48.8%,1:57,46.8,42.0
41,Jordan Thompson[AUS],15,9-6,60.0%,65.3%,63.6%,86,8.3%,21,2.0%,4.6%,56.3%,74.8%,53.2%,55.8%,78.6%,6.0,2.1,41,Jordan Thompson[AUS],15,35.8%,36.6%,9.6%,4.2%,28.4%,48.1%,19.0%,6.3,2.3,24.0,26.8,41,Jordan Thompson[AUS],15,40.2%,33,82,0.47,2.3,5.5,0.94,2.2,55.4%,46,83,0.48,2.4,5.5,1.06,2.5,41,Jordan Thompson[AUS],15,1.03,2135,50.1%,6,5-1,83.3%,17.1%,35,20-15,57.1%,347,169-178,48.7%,1:50,47.2,46.5
42,Alejandro Tabilo[CHI],15,8-7,53.3%,61.3%,61.3%,68,5.7%,43,3.6%,9.2%,61.1%,68.9%,49.5%,54.5%,78.1%,6.7,2.6,42,Alejandro Tabilo[CHI],15,37.8%,39.4%,10.1%,3.9%,28.8%,51.7%,21.8%,6.6,2.5,27.0,41.3,42,Alejandro Tabilo[CHI],15,36.2%,38,105,0.60,2.9,7.0,1.06,2.5,60.2%,59,98,0.55,2.7,6.5,1.08,2.6,42,Alejandro Tabilo[CHI],15,0.98,2342,49.8%,5,2-3,40.0%,13.9%,36,19-17,52.8%,352,177-175,50.3%,1:48,45.1,41.6
43,Gael Monfils[FRA],18,12-6,66.7%,66.0%,66.0%,160,10.7%,84,5.6%,14.5%,61.2%,75.8%,50.3%,58.9%,84.2%,6.4,2.2,43,Gael Monfils[FRA],18,35.8%,35.8%,5.4%,3.1%,29.7%,45.7%,19.5%,6.4,2.3,26.0,51.2,43,Gael Monfils[FRA],18,34.9%,45,129,0.56,2.7,7.2,0.96,2.5,70.9%,90,127,0.54,2.7,7.1,0.79,2.1,43,Gael Monfils[FRA],18,1.05,2966,51.0%,9,6-3,66.7%,19.1%,47,27-20,57.4%,465,242-223,52.0%,1:56,44.4,42.3
44,Lorenzo Sonego[ITA],10,3-7,30.0%,62.0%,62.1%,49,6.5%,31,4.1%,11.1%,63.0%,72.3%,44.4%,50.0%,77.9%,6.7,2.5,44,Lorenzo Sonego[ITA],10,31.9%,31.6%,4.6%,2.6%,25.5%,43.3%,14.8%,6.1,1.9,43.5,42.7,44,Lorenzo Sonego[ITA],10,41.5%,17,41,0.36,1.9,4.1,0.77,1.7,61.5%,40,65,0.58,3.0,6.5,1.14,2.5,44,Lorenzo Sonego[ITA],10,0.84,1451,47.6%,6,2-4,33.3%,27.3%,22,7-15,31.8%,228,105-123,46.1%,1:54,52.0,47.3
45,Marcos Giron[USA],16,8-8,50.0%,61.6%,60.5%,91,6.7%,34,2.5%,5.9%,57.7%,71.2%,48.6%,51.7%,80.2%,7.1,2.7,45,Marcos Giron[USA],16,35.7%,35.9%,6.7%,3.5%,27.4%,47.6%,17.3%,6.4,2.3,30.0,51.8,45,Marcos Giron[USA],16,40.5%,34,84,0.43,2.1,5.3,0.85,2.1,69.1%,85,123,0.64,3.1,7.7,0.95,2.4,45,Marcos Giron[USA],16,0.93,2627,49.1%,10,8-2,80.0%,25.0%,40,21-19,52.5%,389,188-201,48.3%,1:54,45.7,41.8
46,Luciano Darderi[ITA],10,3-7,30.0%,65.0%,63.4%,62,9.6%,20,3.1%,7.4%,58.0%,74.3%,52.0%,56.2%,82.2%,6.4,2.2,46,Luciano Darderi[ITA],10,30.2%,31.8%,13.5%,3.9%,18.1%,45.3%,11.0%,6.2,1.9,39.5,47.5,46,Luciano Darderi[ITA],10,29.7%,11,37,0.37,1.8,3.7,0.52,1.1,63.3%,31,49,0.49,2.3,4.9,0.86,1.8,46,Luciano Darderi[ITA],10,0.86,1261,48.0%,4,2-2,50.0%,19.0%,21,7-14,33.3%,201,94-107,46.8%,1:26,41.0,41.0
47,Miomir Kecmanovic[SRB],11,3-8,27.3%,64.7%,64.3%,53,6.1%,24,2.8%,6.4%,56.5%,73.2%,53.7%,57.4%,81.9%,6.3,2.2,47,Miomir Kecmanovic[SRB],11,34.6%,35.2%,8.7%,3.8%,25.9%,49.1%,15.1%,6.5,2.2,43.0,38.3,47,Miomir Kecmanovic[SRB],11,31.8%,21,66,0.47,2.4,6.0,0.78,1.9,59.0%,36,61,0.44,2.3,5.5,0.93,2.3,47,Miomir Kecmanovic[SRB],11,0.98,1764,49.3%,5,1-4,20.0%,18.5%,27,10-17,37.0%,277,134-143,48.4%,1:51,45.1,41.4
48,David Goffin[BEL],11,7-4,63.6%,59.5%,58.8%,49,5.8%,25,2.9%,7.3%,59.8%,68.8%,45.6%,49.2%,72.2%,6.8,2.7,48,David Goffin[BEL],11,39.4%,41.2%,7.8%,2.4%,29.9%,56.5%,28.0%,6.2,2.5,32.0,31.6,48,David Goffin[BEL],11,47.4%,37,78,0.59,2.8,7.1,1.32,3.4,58.8%,50,85,0.67,3.0,7.7,1.25,3.2,48,David Goffin[BEL],11,0.97,1673,49.6%,2,2-0,100.0%,7.1%,28,16-12,57.1%,258,128-130,49.6%,1:50,43.4,43.6
49,Pedro Martinez[ESP],8,1-7,12.5%,59.1%,60.5%,17,3.0%,24,4.2%,13.1%,68.2%,64.8%,47.0%,54.1%,70.8%,6.5,2.6,49,Pedro Martinez[ESP],8,31.4%,34.2%,14.9%,3.6%,21.5%,48.3%,11.8%,6.1,1.9,57.5,57.0,49,Pedro Martinez[ESP],8,28.2%,11,39,0.42,2.1,4.9,0.58,1.4,54.4%,31,57,0.64,3.0,7.1,1.37,3.3,49,Pedro Martinez[ESP],8,0.77,1138,45.4%,1,1-0,100.0%,5.3%,19,4-15,21.1%,182,74-108,40.7%,1:49,45.9,46.0
50,Zizou Bergs[BEL],10,5-5,50.0%,61.6%,60.8%,63,8.5%,31,4.2%,10.5%,59.9%,70.0%,49.0%,54.7%,78.0%,6.8,2.6,50,Zizou Bergs[BEL],10,34.5%,34.5%,6.2%,3.3%,28.5%,43.5%,16.7%,6.3,2.2,41.5,56.5,50,Zizou Bergs[BEL],10,36.7%,18,49,0.45,2.2,4.9,0.82,1.8,68.0%,51,75,0.69,3.4,7.5,1.09,2.4,50,Zizou Bergs[BEL],10,0.90,1415,48.6%,3,2-1,66.7%,13.6%,22,12-10,54.5%,217,103-114,47.5%,1:47,48.5,45.3
51,Tomas Martin Etcheverry[ARG],14,6-8,42.9%,62.6%,60.7%,108,8.5%,30,2.4%,6.5%,63.4%,70.6%,48.7%,52.1%,78.8%,6.9,2.6,51,Tomas Martin Etcheverry[ARG],14,34.4%,35.2%,9.4%,3.8%,25.5%,48.2%,17.4%,6.5,2.3,35.5,38.0,51,Tomas Martin Etcheverry[ARG],14,34.4%,32,93,0.51,2.6,6.6,0.89,2.3,70.9%,95,134,0.73,3.7,9.6,1.08,2.8,51,Tomas Martin Etcheverry[ARG],14,0.92,2472,48.8%,14,6-8,42.9%,38.9%,36,15-21,41.7%,368,177-191,48.1%,2:20,54.4,47.6
52,Quentin Halys[FRA],6,2-4,33.3%,67.1%,65.0%,53,13.5%,16,4.1%,9.8%,58.2%,79.8%,49.4%,54.7%,81.8%,5.9,2.0,52,Quentin Halys[FRA],6,33.3%,34.0%,7.4%,2.7%,28.0%,41.7%,15.6%,6.3,2.1,37.5,50.3,52,Quentin Halys[FRA],6,38.5%,10,26,0.41,2.0,4.3,0.77,1.7,57.1%,16,28,0.42,2.2,4.7,0.92,2.0,52,Quentin Halys[FRA],6,1.01,798,49.9%,2,0-2,0.0%,15.4%,13,5-8,38.5%,130,64-66,49.2%,1:30,41.5,40.6
53,Nicolas Jarry[CHI],8,2-6,25.0%,64.8%,63.6%,56,10.0%,22,3.9%,9.5%,58.7%,72.9%,53.2%,58.9%,79.3%,6.4,2.3,53,Nicolas Jarry[CHI],8,30.4%,30.5%,7.8%,3.3%,22.3%,43.6%,11.2%,6.2,1.9,28.0,96.4,53,Nicolas Jarry[CHI],8,27.0%,10,37,0.42,2.1,4.6,0.56,1.3,62.5%,30,48,0.55,2.7,6.0,1.00,2.3,53,Nicolas Jarry[CHI],8,0.86,1111,47.7%,5,2-3,40.0%,27.8%,18,6-12,33.3%,176,79-97,44.9%,1:48,47.9,46.6
54,Gabriel Diallo[CAN],11,6-5,54.5%,64.5%,62.9%,69,8.8%,21,2.7%,8.5%,68.4%,71.9%,48.4%,52.9%,80.8%,6.3,2.2,54,Gabriel Diallo[CAN],11,34.1%,33.7%,6.7%,4.0%,25.2%,49.5%,18.2%,6.2,2.1,44.0,43.5,54,Gabriel Diallo[CAN],11,30.6%,22,72,0.60,2.8,6.5,0.85,2.0,56.4%,31,55,0.44,2.1,5.0,0.92,2.2,54,Gabriel Diallo[CAN],11,0.96,1536,49.6%,3,2-1,66.7%,11.5%,26,13-13,50.0%,246,123-123,50.0%,1:44,44.1,44.8
55,Zhizhen Zhang[CHN],5,1-4,20.0%,66.6%,65.0%,35,10.9%,11,3.4%,8.7%,60.6%,75.3%,53.2%,58.3%,82.7%,6.2,2.1,55,Zhizhen Zhang[CHN],5,32.6%,34.7%,15.0%,4.7%,26.0%,46.2%,10.7%,6.4,2.1,48.0,51.0,55,Zhizhen Zhang[CHN],5,27.3%,6,22,0.39,2.0,4.4,0.55,1.2,64.0%,16,25,0.48,2.3,5.0,0.82,1.8,55,Zhizhen Zhang[CHN],5,0.97,679,48.6%,3,1-2,33.3%,27.3%,11,3-8,27.3%,108,49-59,45.4%,1:36,43.8,42.6
56,Roberto Bautista Agut[ESP],8,2-6,25.0%,57.3%,57.7%,11,1.8%,12,2.0%,5.6%,64.6%,63.3%,46.3%,49.0%,67.4%,6.6,2.8,56,Roberto Bautista Agut[ESP],8,37.5%,40.3%,11.1%,2.7%,27.5%,55.3%,21.1%,6.1,2.3,42.0,37.8,56,Roberto Bautista Agut[ESP],8,48.7%,19,39,0.43,1.9,4.9,0.90,2.4,55.9%,38,68,0.74,3.2,8.5,1.43,3.8,56,Roberto Bautista Agut[ESP],8,0.88,1154,47.8%,1,0-1,0.0%,4.8%,21,8-13,38.1%,182,81-101,44.5%,1:53,43.0,47.0
57,Jacob Fearnley[GBR],6,3-3,50.0%,61.0%,60.3%,42,9.1%,22,4.8%,12.1%,60.6%,68.6%,49.5%,56.3%,76.8%,6.7,2.6,57,Jacob Fearnley[GBR],6,36.2%,37.0%,7.9%,3.4%,27.2%,50.8%,18.6%,6.7,2.4,41.5,42.2,57,Jacob Fearnley[GBR],6,38.2%,13,34,0.49,2.3,5.7,0.87,2.2,50.0%,16,32,0.46,2.1,5.3,1.07,2.7,57,Jacob Fearnley[GBR],6,0.93,931,48.5%,3,2-1,66.7%,20.0%,15,7-8,46.7%,139,66-73,47.5%,1:50,43.9,42.5
58,Benjamin Bonzi[FRA],5,2-3,40.0%,67.3%,66.4%,19,4.8%,4,1.0%,3.2%,68.1%,70.0%,61.6%,63.6%,87.1%,6.3,2.1,58,Benjamin Bonzi[FRA],5,38.1%,39.3%,7.0%,2.6%,27.4%,51.5%,23.3%,6.4,2.5,83.0,232.2,58,Benjamin Bonzi[FRA],5,40.0%,14,35,0.58,2.9,7.0,1.17,2.8,65.2%,15,23,0.37,1.9,4.6,0.67,1.6,58,Benjamin Bonzi[FRA],5,1.17,778,52.8%,1,0-1,0.0%,8.3%,12,7-5,58.3%,122,68-54,55.7%,1:53,47.1,43.6
59,Roberto Carballes Baena[ESP],7,3-4,42.9%,63.9%,63.6%,29,5.2%,14,2.5%,7.0%,64.0%,71.8%,49.8%,53.5%,76.1%,6.4,2.3,59,Roberto Carballes Baena[ESP],7,36.5%,38.0%,9.6%,3.4%,28.7%,51.2%,18.9%,6.5,2.4,32.0,41.4,59,Roberto Carballes Baena[ESP],7,31.5%,17,54,0.60,2.8,7.7,0.89,2.4,52.3%,23,44,0.50,2.3,6.3,1.11,3.0,59,Roberto Carballes Baena[ESP],7,1.01,1145,49.9%,3,3-0,100.0%,15.8%,19,9-10,47.4%,178,84-94,47.2%,2:06,46.4,46.2
60,Camilo Ugo Carabelli[ARG],5,2-3,40.0%,61.0%,61.3%,16,4.1%,12,3.1%,8.5%,63.6%,69.1%,46.8%,51.2%,75.0%,6.5,2.5,60,Camilo Ugo Carabelli[ARG],5,33.1%,34.9%,9.2%,2.1%,29.9%,41.1%,16.4%,6.2,2.1,39.0,56.0,60,Camilo Ugo Carabelli[ARG],5,37.0%,10,27,0.44,2.3,5.4,0.83,2.0,51.6%,16,31,0.52,2.6,6.2,1.25,3.0,60,Camilo Ugo Carabelli[ARG],5,0.85,768,47.1%,3,1-2,33.3%,25.0%,12,4-8,33.3%,121,55-66,45.5%,1:53,47.2,44.2
61,Fabian Marozsan[HUN],9,3-6,33.3%,60.1%,60.2%,44,6.2%,30,4.2%,11.9%,64.5%,68.1%,45.6%,51.8%,74.3%,6.8,2.7,61,Fabian Marozsan[HUN],9,36.8%,36.7%,8.8%,5.2%,26.4%,50.5%,19.8%,6.3,2.3,41.0,121.1,61,Fabian Marozsan[HUN],9,35.7%,20,56,0.55,2.7,6.2,0.95,2.2,59.7%,40,67,0.64,3.2,7.4,1.29,3.0,61,Fabian Marozsan[HUN],9,0.92,1346,49.1%,4,2-2,50.0%,19.0%,21,9-12,42.9%,206,98-108,47.6%,1:37,41.7,39.0
62,Kei Nishikori[JPN],10,6-4,60.0%,62.7%,63.6%,14,1.9%,18,2.4%,6.9%,64.6%,68.3%,52.5%,56.4%,78.0%,6.3,2.3,62,Kei Nishikori[JPN],10,37.8%,38.2%,7.9%,4.2%,28.7%,50.9%,21.7%,6.7,2.5,40.5,39.5,62,Kei Nishikori[JPN],10,36.1%,26,72,0.60,3.0,7.2,1.08,2.6,61.8%,42,68,0.58,2.8,6.8,1.08,2.6,62,Kei Nishikori[JPN],10,1.01,1540,49.7%,2,1-1,50.0%,8.3%,24,12-12,50.0%,238,118-120,49.6%,1:53,47.0,43.9
63,Francisco Comesana[ARG],4,2-2,50.0%,64.5%,60.0%,43,14.8%,7,2.4%,6.8%,64.5%,72.2%,50.5%,54.2%,81.4%,6.7,2.4,63,Francisco Comesana[ARG],4,37.4%,36.4%,2.9%,3.2%,32.0%,52.4%,20.9%,7.2,2.7,34.5,131.0,63,Francisco Comesana[ARG],4,36.0%,9,25,0.58,3.1,6.3,1.13,2.3,65.2%,15,23,0.53,2.9,5.8,1.00,2.0,63,Francisco Comesana[ARG],4,1.05,600,50.5%,3,1-2,33.3%,37.5%,8,4-4,50.0%,86,44-42,51.2%,1:44,52.0,41.6
64,Laslo Djere[SRB],1,1-0,100.0%,80.4%,78.9%,7,15.2%,1,2.2%,8.3%,73.9%,82.4%,75.0%,81.8%,88.9%,5.1,1.0,64,Laslo Djere[SRB],1,50.0%,43.1%,0.0%,12.1%,40.7%,58.1%,50.0%,7.3,3.6,61.0,61.0,64,Laslo Djere[SRB],1,50.0%,4,8,1.00,4.0,8.0,2.00,4.0,75.0%,3,4,0.44,2.0,4.0,0.50,1.0,64,Laslo Djere[SRB],1,2.56,104,63.5%,0,0-0,-,0.0%,2,2-0,100.0%,17,12-5,70.6%,1:07,33.5,38.7
65,Joao Fonseca[BRA],7,4-3,57.1%,65.0%,64.2%,29,5.8%,10,2.0%,5.6%,64.4%,72.2%,52.0%,55.0%,82.7%,6.2,2.2,65,Joao Fonseca[BRA],7,38.4%,38.6%,5.9%,3.5%,31.5%,48.9%,22.9%,6.9,2.7,20.0,45.4,65,Joao Fonseca[BRA],7,30.2%,19,63,0.76,3.7,9.0,1.12,2.7,48.1%,13,27,0.33,1.6,3.9,0.82,2.0,65,Joao Fonseca[BRA],7,1.10,1078,50.8%,3,0-3,0.0%,17.6%,17,9-8,52.9%,164,86-78,52.4%,1:48,44.6,42.2
66,Jaume Munar[ESP],8,3-5,37.5%,63.0%,63.1%,35,5.3%,22,3.3%,9.3%,64.3%,69.3%,51.5%,56.7%,79.8%,6.4,2.4,66,Jaume Munar[ESP],8,39.4%,39.5%,6.3%,3.9%,31.2%,53.8%,25.5%,6.8,2.7,50.5,50.0,66,Jaume Munar[ESP],8,37.7%,26,69,0.68,3.5,8.6,1.30,3.3,54.3%,25,46,0.44,2.3,5.8,1.05,2.6,66,Jaume Munar[ESP],8,1.06,1357,50.9%,5,1-4,20.0%,25.0%,20,10-10,50.0%,206,109-97,52.9%,2:08,51.3,45.4
67,Juncheng Shang[CHN],3,1-2,33.3%,61.9%,61.3%,11,5.8%,5,2.6%,5.6%,52.9%,73.0%,49.4%,52.4%,76.7%,6.3,2.4,67,Juncheng Shang[CHN],3,36.4%,38.6%,9.3%,2.3%,26.1%,48.5%,16.7%,7.1,2.6,49.0,59.7,67,Juncheng Shang[CHN],3,29.4%,5,17,0.57,2.8,5.7,0.83,1.7,41.7%,5,12,0.40,2.0,4.0,1.17,2.3,67,Juncheng Shang[CHN],3,0.96,403,48.4%,2,0-2,0.0%,33.3%,6,2-4,33.3%,60,28-32,46.7%,1:39,49.5,44.2
68,Mattia Bellucci[ITA],4,1-3,25.0%,59.9%,58.9%,20,6.8%,9,3.1%,7.7%,59.9%,68.6%,47.0%,50.9%,76.7%,6.8,2.7,68,Mattia Bellucci[ITA],4,31.6%,32.2%,5.2%,1.6%,29.9%,34.9%,11.9%,6.0,1.9,84.5,71.8,68,Mattia Bellucci[ITA],4,23.8%,5,21,0.50,2.3,5.3,0.56,1.3,63.0%,17,27,0.63,3.0,6.8,1.11,2.5,68,Mattia Bellucci[ITA],4,0.79,542,46.9%,1,0-1,0.0%,11.1%,9,3-6,33.3%,85,38-47,44.7%,1:45,46.7,46.5
69,Damir Dzumhur[BIH],6,3-3,50.0%,58.5%,60.5%,4,0.9%,18,3.9%,11.0%,64.7%,61.8%,52.4%,58.9%,70.0%,6.6,2.8,69,Damir Dzumhur[BIH],6,40.0%,39.8%,4.1%,3.0%,36.7%,45.3%,26.8%,7.2,2.9,45.0,42.7,69,Damir Dzumhur[BIH],6,38.8%,19,49,0.69,3.3,8.2,1.27,3.2,59.6%,31,52,0.74,3.5,8.7,1.40,3.5,69,Damir Dzumhur[BIH],6,0.96,973,48.8%,3,1-2,33.3%,20.0%,15,6-9,40.0%,141,68-73,48.2%,1:59,47.7,44.1
70,Learner Tien[USA],3,0-3,0.0%,61.5%,62.2%,16,5.5%,13,4.5%,10.2%,56.0%,67.5%,53.9%,60.0%,76.9%,7.5,2.9,70,Learner Tien[USA],3,34.8%,35.6%,7.5%,3.0%,28.3%,45.5%,12.5%,6.7,2.3,60.0,56.0,70,Learner Tien[USA],3,35.7%,5,14,0.35,1.8,4.7,0.63,1.7,65.4%,17,26,0.67,3.3,8.7,1.13,3.0,70,Learner Tien[USA],3,0.90,558,48.7%,2,1-1,50.0%,25.0%,8,2-6,25.0%,79,35-44,44.3%,2:08,48.1,41.4
71,Daniel Altmaier[GER],5,2-3,40.0%,58.2%,56.2%,23,6.9%,6,1.8%,4.5%,60.3%,70.3%,39.8%,41.7%,65.4%,6.4,2.7,71,Daniel Altmaier[GER],5,36.0%,35.1%,4.4%,3.8%,27.9%,48.0%,22.6%,6.0,2.2,57.0,85.0,71,Daniel Altmaier[GER],5,35.3%,12,34,0.64,3.1,6.8,1.09,2.4,53.8%,21,39,0.75,3.5,7.8,1.64,3.6,71,Daniel Altmaier[GER],5,0.86,652,47.4%,1,1-0,100.0%,9.1%,11,4-7,36.4%,105,46-59,43.8%,1:42,46.2,46.7
72,Hamad Medjedovic[SRB],2,0-2,0.0%,59.7%,56.0%,22,10.2%,3,1.4%,3.6%,61.1%,62.9%,54.8%,56.8%,69.7%,6.5,2.6,72,Hamad Medjedovic[SRB],2,39.1%,40.8%,6.1%,1.3%,32.7%,53.5%,21.9%,7.2,2.8,68.5,68.5,72,Hamad Medjedovic[SRB],2,21.2%,7,33,1.03,5.5,16.5,1.17,3.5,54.5%,12,22,0.67,3.7,11.0,1.67,5.0,72,Hamad Medjedovic[SRB],2,0.97,446,49.1%,1,1-0,100.0%,16.7%,6,2-4,33.3%,65,30-35,46.2%,2:52,57.2,46.1
73,Bu Yunchaokete[CHN],7,2-5,28.6%,61.8%,61.0%,25,5.3%,10,2.1%,4.8%,55.3%,72.2%,48.8%,51.3%,78.1%,6.4,2.5,73,Bu Yunchaokete[CHN],7,32.1%,32.0%,6.5%,3.2%,22.1%,48.2%,13.5%,5.9,1.9,43.0,46.6,73,Bu Yunchaokete[CHN],7,38.5%,10,26,0.35,1.7,3.7,0.67,1.4,57.9%,22,38,0.52,2.5,5.4,1.07,2.3,73,Bu Yunchaokete[CHN],7,0.84,901,47.5%,1,0-1,0.0%,6.7%,15,5-10,33.3%,147,67-80,45.6%,1:40,46.9,46.8
74,Yoshihito Nishioka[JPN],4,1-3,25.0%,63.6%,63.1%,10,4.8%,4,1.9%,5.2%,63.2%,65.9%,59.7%,63.0%,79.4%,6.1,2.2,74,Yoshihito Nishioka[JPN],4,36.3%,39.0%,11.7%,2.9%,27.8%,46.7%,22.2%,6.7,2.4,69.5,146.5,74,Yoshihito Nishioka[JPN],4,29.6%,8,27,0.75,3.4,6.8,1.00,2.0,50.0%,7,14,0.41,1.8,3.5,0.88,1.8,74,Yoshihito Nishioka[JPN],4,1.00,449,49.0%,1,0-1,0.0%,12.5%,8,4-4,50.0%,70,35-35,50.0%,1:16,38.1,40.8
75,Arthur Rinderknech[FRA],12,6-6,50.0%,65.4%,63.1%,88,10.2%,21,2.4%,6.8%,64.1%,72.2%,53.2%,57.1%,80.7%,6.4,2.2,75,Arthur Rinderknech[FRA],12,33.9%,34.3%,6.5%,2.7%,25.7%,46.1%,15.9%,6.5,2.2,32.0,55.0,75,Arthur Rinderknech[FRA],12,30.6%,22,72,0.52,2.6,6.0,0.79,1.8,55.9%,33,59,0.44,2.1,4.9,0.93,2.2,75,Arthur Rinderknech[FRA],12,0.98,1758,49.3%,7,4-3,57.1%,25.0%,28,14-14,50.0%,273,131-142,48.0%,1:46,45.2,43.2
76,Alexander Bublik[KAZ],11,5-6,45.5%,64.4%,64.7%,114,13.9%,66,8.0%,19.6%,59.0%,76.7%,46.7%,58.1%,81.5%,6.6,2.4,76,Alexander Bublik[KAZ],11,30.7%,32.6%,11.0%,2.5%,25.4%,40.8%,11.2%,6.0,1.8,26.0,60.0,76,Alexander Bublik[KAZ],11,28.6%,14,49,0.39,2.0,4.5,0.56,1.3,69.3%,52,75,0.60,3.0,6.8,0.92,2.1,76,Alexander Bublik[KAZ],11,0.86,1568,48.3%,4,3-1,75.0%,16.0%,25,12-13,48.0%,249,115-134,46.2%,1:29,39.1,37.4
77,Roman Safiullin[RUS],11,6-5,54.5%,65.2%,64.9%,63,7.8%,31,3.8%,11.0%,65.2%,74.4%,47.9%,53.8%,80.3%,6.1,2.1,77,Roman Safiullin[RUS],11,34.8%,36.9%,11.3%,3.2%,25.3%,52.7%,17.9%,6.3,2.2,42.0,101.5,77,Roman Safiullin[RUS],11,43.6%,24,55,0.41,2.1,5.0,0.92,2.2,59.4%,38,64,0.48,2.5,5.8,1.00,2.4,77,Roman Safiullin[RUS],11,1.00,1656,49.6%,4,2-2,50.0%,15.4%,26,13-13,50.0%,266,130-136,48.9%,1:50,46.6,43.9
78,Hugo Gaston[FRA],6,2-4,33.3%,61.2%,62.2%,15,4.0%,15,4.0%,8.1%,50.5%,74.6%,47.6%,51.8%,75.9%,6.4,2.5,78,Hugo Gaston[FRA],6,36.2%,37.5%,8.2%,2.7%,27.8%,50.7%,16.7%,6.7,2.4,61.5,66.0,78,Hugo Gaston[FRA],6,30.3%,10,33,0.55,2.5,5.5,0.77,1.7,64.1%,25,39,0.67,3.0,6.5,1.08,2.3,78,Hugo Gaston[FRA],6,0.93,775,48.3%,0,0-0,-,0.0%,13,5-8,38.5%,118,54-64,45.8%,1:29,41.0,41.3
79,Aleksandar Vukic[AUS],6,2-4,33.3%,63.1%,61.6%,46,9.4%,17,3.5%,8.6%,59.8%,74.1%,46.7%,51.1%,77.3%,6.5,2.4,79,Aleksandar Vukic[AUS],6,33.7%,34.9%,8.0%,2.5%,27.4%,44.9%,17.6%,5.9,2.0,59.5,58.3,79,Aleksandar Vukic[AUS],6,44.8%,13,29,0.39,1.8,4.8,0.81,2.2,60.5%,26,43,0.57,2.7,7.2,1.06,2.8,79,Aleksandar Vukic[AUS],6,0.91,929,49.2%,1,0-1,0.0%,6.3%,16,7-9,43.8%,149,71-78,47.7%,1:48,40.4,41.7
80,Aleksandar Kovacevic[USA],5,0-5,0.0%,61.1%,60.5%,30,8.4%,16,4.5%,10.1%,55.5%,70.7%,49.1%,54.5%,71.2%,6.1,2.4,80,Aleksandar Kovacevic[USA],5,35.9%,35.2%,8.0%,5.4%,27.6%,47.4%,11.9%,6.9,2.5,48.0,77.8,80,Aleksandar Kovacevic[USA],5,17.1%,7,41,0.69,3.4,8.2,0.58,1.4,57.5%,23,40,0.68,3.3,8.0,1.42,3.4,80,Aleksandar Kovacevic[USA],5,0.92,767,47.6%,1,0-1,0.0%,8.3%,12,2-10,16.7%,118,49-69,41.5%,1:51,46.4,43.6
81,Christopher Oconnell[AUS],7,2-5,28.6%,63.8%,62.2%,47,9.0%,15,2.9%,7.3%,61.0%,70.3%,53.7%,57.9%,79.3%,6.4,2.3,81,Christopher Oconnell[AUS],7,35.0%,36.8%,8.4%,2.1%,27.2%,48.5%,18.5%,6.5,2.3,44.0,37.4,81,Christopher Oconnell[AUS],7,40.5%,15,37,0.46,2.2,5.3,0.88,2.1,64.6%,31,48,0.59,2.8,6.9,1.00,2.4,81,Christopher Oconnell[AUS],7,0.97,1050,49.4%,5,0-5,0.0%,29.4%,17,6-11,35.3%,163,80-83,49.1%,1:52,46.3,45.0
82,Rinky Hijikata[AUS],8,3-5,37.5%,56.6%,57.1%,18,3.5%,18,3.5%,9.3%,62.1%,65.7%,41.8%,46.0%,66.2%,6.6,2.9,82,Rinky Hijikata[AUS],8,36.5%,39.1%,11.2%,3.0%,30.0%,48.9%,22.2%,6.2,2.3,64.0,58.0,82,Rinky Hijikata[AUS],8,54.5%,18,33,0.41,1.9,4.1,1.06,2.3,59.4%,38,64,0.83,3.8,8.0,1.53,3.3,82,Rinky Hijikata[AUS],8,0.84,1013,46.7%,1,0-1,0.0%,5.9%,17,6-11,35.3%,158,69-89,43.7%,1:29,42.1,42.3
