Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
82,Rinky Hijikata,4,0.0,47.2,47.7,2.4,3.6,9.3,61.2,54.9,35.1,38.6,44.4,6.9,24.0,25.2,15.6,3.6,17.2,37.5,5.3,9.0,8.3,100.0,2,0.06,0.2,0.5,0.22,0.5,45.9,1.03,4.1,9.3,2.22,5.0,37.1,0.0,0.0
83,Corentin Moutet,2,0.0,46.2,46.5,0.6,1.3,4.8,73.4,51.7,31.0,32.5,41.7,6.6,36.5,35.7,4.4,3.6,29.5,49.0,5.7,2.0,4.0,46.2,13,0.54,2.2,6.5,1.0,3.0,39.1,0.96,3.8,11.5,2.33,7.0,41.7,-,16.7
84,Borna Coric,3,33.3,58.6,57.9,4.1,1.8,4.8,62.7,70.8,38.1,40.0,68.0,6.8,33.6,34.7,11.4,4.3,26.8,43.1,5.8,5.0,4.3,36.4,11,0.46,1.8,3.7,0.67,1.3,66.7,0.96,4.0,8.0,1.33,2.7,47.2,-,33.3
85,Botic Van De Zandschulp,4,25.0,57.5,58.1,4.9,4.6,12.7,63.9,68.9,37.3,42.7,69.6,7.1,33.5,34.3,6.2,1.9,28.7,41.9,5.5,4.0,4.8,35.0,20,0.43,2.0,5.0,0.7,1.8,58.8,0.74,3.4,8.5,1.4,3.5,46.8,-,30.0
87,Jan Lennard Struff,9,0.0,63.5,62.4,9.7,4.1,10.5,61.3,74.5,46.1,51.5,79.4,6.8,30.3,31.3,10.1,3.2,24.4,40.2,6.4,5.0,5.6,25.0,40,0.31,1.6,4.4,0.4,1.1,66.7,0.62,3.1,8.7,1.04,2.9,47.3,40.0,24.0
90,James Duckworth,4,0.0,60.3,59.4,6.5,2.9,6.3,54.6,67.4,51.9,55.4,81.5,7.7,27.1,30.6,16.8,2.4,16.9,43.3,6.2,9.0,8.8,40.0,10,0.19,1.0,2.5,0.4,1.0,73.7,0.7,3.8,9.5,1.0,2.5,45.7,16.7,10.0
91,Cameron Norrie,6,0.0,61.0,59.3,6.0,1.3,3.8,65.7,67.4,48.6,50.6,73.2,6.5,28.1,29.6,12.2,3.0,21.1,44.4,5.9,6.0,6.3,52.6,19,0.23,1.2,3.2,0.63,1.7,62.1,0.71,3.6,9.7,1.38,3.7,45.5,0.0,12.5
92,Vit Kopriva,1,0.0,47.9,48.3,4.2,5.2,11.6,55.2,54.7,39.5,44.7,45.5,8.7,17.2,17.4,17.2,3.4,10.3,31.6,4.8,2.0,2.0,-,0,0.0,0.0,0.0,0.0,0.0,60.0,1.36,5.0,15.0,2.0,6.0,36.4,-,0.0
93,Jesper De Jong,3,0.0,51.2,51.7,3.5,4.3,9.8,56.6,58.2,42.0,46.5,52.6,6.8,31.2,31.8,6.0,1.8,27.0,40.0,5.9,4.0,3.7,41.7,12,0.32,1.3,4.0,0.56,1.7,48.6,0.92,3.9,11.7,2.0,6.0,42.0,-,11.1
95,Luca Nardi,1,100.0,63.3,66.2,6.7,7.8,26.9,71.1,68.8,50.0,68.4,85.7,6.4,36.8,37.8,4.2,1.1,22.8,57.9,6.8,1.0,1.0,27.3,11,0.79,3.7,11.0,1.0,3.0,50.0,0.29,1.3,4.0,0.67,2.0,49.7,-,66.7
96,Mackenzie Mcdonald,1,0.0,50.0,51.1,4.1,6.1,14.6,58.2,54.4,43.9,51.4,46.7,6.5,36.2,37.2,11.7,5.3,25.0,50.0,5.9,1.0,1.0,36.4,11,0.69,2.8,11.0,1.0,4.0,46.7,1.0,3.8,15.0,2.0,8.0,43.2,-,25.0
97,Alexander Shevchenko,6,16.7,57.3,55.8,5.4,1.5,4.0,62.1,68.4,39.2,40.8,65.7,6.6,29.5,33.5,16.5,2.3,23.7,40.0,5.6,7.5,6.5,42.9,21,0.3,1.4,3.5,0.6,1.5,50.0,0.69,3.2,8.0,1.6,4.0,44.6,100.0,26.7
98,Pablo Carreno Busta,2,0.0,58.8,59.9,5.6,5.6,13.8,59.4,67.4,46.2,53.6,68.0,6.4,32.0,34.9,13.3,2.7,25.9,40.0,6.0,5.0,5.0,36.4,11,0.44,2.2,5.5,0.8,2.0,55.6,0.72,3.6,9.0,1.6,4.0,45.8,0.0,20.0
99,Mariano Navone,1,0.0,51.0,50.0,8.2,6.1,13.6,55.1,70.4,27.3,31.6,55.6,5.4,31.3,33.9,10.9,1.6,26.7,35.3,6.4,10.0,10.0,16.7,6,0.6,3.0,6.0,0.5,1.0,42.9,0.78,3.5,7.0,2.0,4.0,39.8,-,0.0
