Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
32,Alex Michelsen,19,52.6,64.8,64.4,6.1,2.8,8.6,67.5,69.3,55.4,60.6,82.6,6.6,36.1,38.1,10.3,3.1,29.5,47.4,6.5,67.0,95.3,41.1,107,0.5,2.4,5.6,1.0,2.3,65.8,0.51,2.5,5.8,0.86,2.0,50.7,50.0,50.0
33,Sebastian Baez,16,37.5,59.0,59.8,2.2,2.7,10.6,74.5,61.9,50.7,56.7,69.9,6.7,35.9,36.6,8.0,3.4,28.4,48.6,6.0,51.0,63.4,42.9,77,0.45,2.1,4.8,0.89,2.1,52.8,0.64,2.9,6.6,1.35,3.1,47.9,66.7,37.8
34,Flavio Cobolli,20,60.0,62.4,62.3,6.6,3.9,8.5,54.6,71.7,51.1,55.9,77.6,6.6,35.9,35.7,8.1,4.9,26.0,50.6,6.3,49.0,55.1,40.9,115,0.53,2.4,5.8,1.0,2.4,63.4,0.61,2.9,6.7,1.04,2.5,49.5,55.6,51.1
35,Tallon Griekspoor,18,38.9,65.2,64.2,9.5,3.8,10.4,63.8,73.1,51.1,57.0,81.9,6.5,31.0,32.0,10.0,3.2,23.2,46.3,6.2,11.5,49.9,29.5,88,0.37,1.8,4.9,0.52,1.4,64.2,0.5,2.4,6.7,0.86,2.4,48.4,38.5,40.0
36,Giovanni Mpetshi Perricard,10,60.0,73.2,70.5,24.1,6.3,18.3,65.5,82.2,56.0,68.6,93.7,6.2,28.1,28.3,8.0,2.9,21.7,41.2,6.3,59.5,78.4,35.7,28,0.22,1.2,2.8,0.42,1.0,63.6,0.17,0.9,2.2,0.33,0.8,50.6,60.0,58.3
37,Matteo Arnaldi,17,52.9,61.7,60.7,9.1,4.3,10.3,57.9,69.8,50.5,56.3,76.2,6.5,36.9,37.2,5.1,2.5,31.0,46.1,6.6,49.0,46.4,41.2,119,0.53,2.6,7.0,1.09,2.9,54.6,0.52,2.6,7.0,1.2,3.2,49.3,60.0,51.1
38,Jiri Lehecka,12,66.7,67.4,65.9,11.7,3.9,10.2,61.9,77.0,51.8,57.7,86.2,6.4,34.4,34.6,7.2,3.5,27.7,45.2,6.2,40.5,57.4,34.7,72,0.51,2.6,6.0,0.89,2.1,69.8,0.46,2.3,5.3,0.68,1.6,50.9,80.0,60.7
39,Alexandre Muller,14,42.9,61.4,61.3,4.6,2.8,7.9,65.0,68.3,48.4,52.5,74.0,6.4,37.9,39.1,10.0,4.3,27.4,52.5,6.7,88.5,126.4,33.3,102,0.66,3.4,7.3,1.13,2.4,58.3,0.62,3.2,6.9,1.33,2.9,49.3,50.0,43.3
40,Nuno Borges,17,58.8,64.3,63.5,8.4,3.5,9.4,62.3,73.3,49.5,54.7,77.8,6.5,37.2,37.6,6.5,3.3,26.8,52.8,6.8,67.0,82.7,41.7,108,0.48,2.4,6.4,1.0,2.6,59.5,0.55,2.7,7.1,1.09,2.9,50.4,64.7,51.1
41,Jordan Thompson,16,81.3,67.5,65.9,8.6,2.0,4.8,59.0,76.1,55.2,58.0,85.6,6.2,40.3,39.4,6.6,5.8,32.2,54.0,6.4,67.5,165.0,44.3,106,0.61,2.9,6.6,1.27,2.9,70.2,0.48,2.3,5.3,0.68,1.6,53.6,100.0,75.7
42,Alejandro Tabilo,12,50.0,65.3,63.5,9.1,2.4,7.8,68.9,72.1,50.2,54.4,82.4,6.4,35.0,36.4,11.6,4.4,26.5,49.6,6.4,23.5,48.5,43.5,62,0.43,2.1,5.2,0.9,2.3,64.8,0.5,2.4,5.9,0.83,2.1,49.9,66.7,50.0
43,Gael Monfils,15,53.3,62.7,62.9,9.0,5.6,14.5,61.6,71.2,49.2,57.5,78.7,6.9,32.5,31.6,5.7,3.9,27.2,40.2,6.3,28.0,56.3,31.5,89,0.48,2.4,5.9,0.76,1.9,65.5,0.62,3.1,7.7,1.08,2.7,48.3,83.3,51.4
44,Lorenzo Sonego,17,52.9,67.4,66.7,7.7,2.8,9.0,68.6,75.9,48.8,53.6,84.3,6.1,32.5,32.4,4.4,2.3,26.2,44.2,6.2,90.0,142.6,40.8,71,0.37,1.9,4.2,0.76,1.7,63.0,0.42,2.1,4.8,0.79,1.8,49.7,62.5,50.0
45,Marcos Giron,14,64.3,67.1,66.4,6.1,2.0,5.0,60.7,76.8,52.1,54.8,84.7,6.1,36.3,37.2,8.9,3.8,28.8,48.2,6.4,64.0,66.9,40.0,75,0.5,2.5,5.4,1.0,2.1,60.3,0.39,1.9,4.1,0.77,1.6,51.4,85.7,66.7
46,Luciano Darderi,18,50.0,62.7,61.5,8.0,3.1,7.2,57.8,72.3,49.5,53.4,78.5,6.6,35.5,36.8,10.5,4.1,27.1,50.3,6.2,91.5,99.3,42.6,101,0.51,2.5,5.6,1.05,2.4,59.0,0.53,2.6,5.8,1.05,2.4,49.6,54.5,46.3
47,Miomir Kecmanovic,21,42.9,64.4,63.8,5.6,2.3,6.4,63.4,72.2,50.7,54.2,79.7,6.2,35.7,36.6,8.4,3.4,26.0,50.9,6.6,57.0,64.7,36.2,130,0.53,2.5,6.2,0.92,2.2,54.1,0.44,2.1,5.2,0.98,2.4,49.6,33.3,43.1
48,David Goffin,12,50.0,59.7,59.5,6.0,3.6,8.8,58.6,68.9,46.8,51.2,71.9,6.6,39.3,40.0,8.2,4.3,31.0,51.5,6.4,54.0,75.5,41.8,91,0.63,2.9,7.6,1.23,3.2,52.9,0.6,2.8,7.3,1.32,3.4,49.7,0.0,45.2
49,Pedro Martinez,12,50.0,58.6,61.4,2.5,6.1,20.2,69.6,65.4,43.2,54.1,69.4,6.6,41.5,43.0,9.7,4.6,28.3,62.1,6.6,56.0,99.0,42.2,90,0.75,3.5,7.5,1.46,3.2,57.5,0.72,3.3,7.3,1.42,3.1,50.1,50.0,50.0
50,Zizou Bergs,10,50.0,66.8,66.5,7.5,3.3,9.0,63.4,73.1,56.0,61.5,84.8,6.1,35.2,34.9,5.4,3.3,26.3,48.8,6.3,57.0,71.9,33.3,66,0.51,2.6,6.6,0.88,2.2,64.2,0.42,2.1,5.3,0.76,1.9,50.4,33.3,52.0
51,Tomas Martin Etcheverry,22,22.7,61.9,60.0,8.8,2.7,7.8,65.4,71.2,44.4,48.2,75.5,6.5,34.6,35.6,8.1,2.9,27.2,48.2,6.5,56.0,67.0,35.1,134,0.47,2.3,6.1,0.81,2.1,57.1,0.57,2.8,7.4,1.21,3.2,48.2,35.7,34.5
52,Quentin Halys,6,50.0,67.9,65.6,15.0,4.4,10.0,55.4,80.9,51.7,57.4,87.7,6.5,32.9,33.5,8.2,3.2,28.5,39.3,6.1,65.0,171.0,39.3,28,0.39,1.9,4.7,0.73,1.8,69.0,0.4,1.9,4.8,0.6,1.5,51.0,60.0,53.3
53,Nicolas Jarry,8,37.5,66.5,64.1,11.8,2.8,8.1,65.2,76.3,48.1,52.3,81.4,5.9,31.5,32.3,7.9,2.7,26.9,40.4,6.1,66.0,90.4,31.0,42,0.41,2.0,5.3,0.62,1.6,52.5,0.39,1.9,5.0,0.9,2.4,48.6,25.0,38.1
54,Gabriel Diallo,4,25.0,58.0,56.3,9.2,4.1,12.6,67.7,66.9,39.4,45.0,75.5,7.4,34.7,34.4,4.9,3.0,30.3,42.4,6.9,59.0,62.0,28.1,32,0.6,3.2,8.0,0.9,2.3,62.9,0.66,3.5,8.8,1.3,3.3,46.8,40.0,30.0
55,Zhizhen Zhang,16,37.5,65.2,63.0,10.8,2.9,8.0,64.2,73.0,51.3,55.8,82.3,6.2,33.5,35.4,11.2,3.2,27.0,44.7,6.4,52.5,56.5,30.1,93,0.48,2.3,5.8,0.7,1.8,48.5,0.34,1.7,4.1,0.85,2.1,49.0,33.3,40.0
56,Roberto Bautista Agut,14,71.4,65.5,65.0,5.2,2.2,7.1,69.6,71.0,52.7,56.7,84.3,6.4,38.6,40.0,10.4,4.6,24.7,57.2,6.4,81.5,88.9,50.6,79,0.52,2.4,5.6,1.21,2.9,71.3,0.55,2.6,6.2,0.76,1.8,52.4,60.0,63.6
57,Jacob Fearnley,2,50.0,63.7,66.4,4.1,6.2,14.1,56.2,70.7,54.7,63.6,81.0,7.0,35.9,37.0,9.0,3.4,28.7,49.0,6.9,105.0,105.0,35.7,14,0.67,3.5,7.0,1.25,2.5,50.0,0.38,2.0,4.0,1.0,2.0,49.8,50.0,50.0
58,Benjamin Bonzi,6,16.7,58.7,56.9,7.5,2.6,6.7,61.3,68.2,43.6,46.8,66.2,6.6,34.2,35.1,7.9,2.8,29.7,42.9,6.7,74.0,77.8,29.4,34,0.52,2.6,5.7,0.77,1.7,55.1,0.75,3.8,8.2,1.69,3.7,46.3,66.7,23.1
59,Roberto Carballes Baena,17,58.8,63.8,63.6,4.2,2.1,6.1,65.7,69.2,53.5,57.0,79.2,6.5,39.5,39.8,5.6,3.2,31.6,52.5,6.9,81.0,114.9,36.1,133,0.67,3.2,7.8,1.17,2.8,55.4,0.47,2.2,5.4,1.0,2.4,51.3,66.7,56.1
60,Camilo Ugo Carabelli,4,50.0,58.1,58.5,2.3,2.3,5.7,60.3,69.0,41.4,43.9,73.3,7.8,38.6,37.9,3.9,3.5,29.3,49.6,5.8,137.5,177.5,70.6,17,0.38,1.9,4.3,1.33,3.0,76.9,1.16,5.8,13.0,1.33,3.0,49.8,50.0,55.6
61,Fabian Marozsan,21,47.6,62.5,62.2,6.1,3.1,8.6,64.1,68.6,51.7,56.6,76.8,6.6,35.0,36.7,10.7,3.5,26.7,49.2,6.2,61.0,69.9,39.7,126,0.5,2.4,6.0,0.96,2.4,57.7,0.55,2.6,6.5,1.12,2.8,49.1,50.0,46.2
62,Kei Nishikori,4,50.0,64.0,63.0,6.5,2.2,6.2,65.1,72.4,48.5,51.6,82.6,6.0,32.7,34.6,12.5,3.7,19.8,55.0,5.9,42.5,117.3,38.1,21,0.46,2.3,5.3,0.89,2.0,57.9,0.41,2.1,4.8,0.89,2.0,48.5,0.0,44.4
63,Francisco Comesana,6,0.0,58.8,58.7,3.7,2.6,6.6,61.1,65.8,47.7,51.1,68.4,6.7,32.2,31.8,4.1,2.6,29.1,38.0,6.4,29.0,53.3,25.8,31,0.39,1.8,5.2,0.47,1.3,57.1,0.74,3.3,9.3,1.41,4.0,45.5,33.3,17.6
64,Laslo Djere,8,75.0,66.3,64.6,8.8,2.1,5.8,63.5,74.3,52.4,55.6,84.3,6.4,40.2,41.3,5.9,2.3,31.1,56.4,6.5,103.5,223.4,48.1,54,0.62,2.8,6.8,1.37,3.3,72.5,0.57,2.7,6.4,0.74,1.8,53.4,75.0,73.7
65,Joao Fonseca,5,40.0,62.2,62.3,6.0,3.8,9.9,61.7,68.2,52.6,58.4,80.7,7.0,35.3,35.6,4.3,1.9,32.0,43.5,6.6,88.0,92.6,29.4,34,0.6,3.1,6.8,0.91,2.0,57.7,0.46,2.4,5.2,1.0,2.2,49.2,66.7,45.5
66,Jaume Munar,11,36.4,61.3,62.4,4.5,4.5,14.1,68.0,68.9,45.0,52.3,75.6,6.5,40.4,40.8,4.7,2.5,34.9,48.9,6.7,54.0,67.4,39.7,78,0.66,3.1,7.1,1.24,2.8,54.0,0.53,2.5,5.7,1.16,2.6,50.7,25.0,44.0
67,Juncheng Shang,12,41.7,61.1,61.1,5.2,3.4,9.1,63.1,69.1,47.4,52.2,72.2,6.6,37.4,38.7,9.4,3.7,29.1,52.1,6.4,63.5,104.2,37.1,89,0.61,2.8,7.4,1.03,2.8,61.9,0.73,3.3,8.8,1.25,3.3,49.3,66.7,50.0
68,Mattia Bellucci,4,50.0,63.4,57.3,17.4,2.3,7.2,67.6,68.1,53.6,57.8,75.7,5.8,36.0,39.1,11.1,2.0,32.4,43.4,6.5,60.0,63.8,36.0,25,0.64,2.8,6.3,1.0,2.3,50.0,0.49,2.0,4.5,1.0,2.3,48.5,0.0,44.4
69,Damir Dzumhur,2,0.0,56.7,58.4,1.3,3.8,10.3,63.1,65.7,41.4,46.2,68.0,6.3,35.9,36.5,7.2,3.3,28.2,45.6,6.1,97.5,97.5,60.0,10,0.4,2.0,5.0,1.2,3.0,38.5,0.52,2.6,6.5,1.6,4.0,46.5,0.0,20.0
70,Learner Tien,1,100.0,61.9,60.6,3.1,0.0,0.0,72.2,62.9,59.3,59.3,75.0,6.1,45.1,43.6,4.4,6.2,33.8,66.7,7.1,49.0,49.0,42.9,14,0.88,4.7,14.0,2.0,6.0,55.6,0.56,3.0,9.0,1.33,4.0,52.9,50.0,66.7
71,Daniel Altmaier,14,35.7,62.2,61.0,7.7,2.8,7.2,60.9,68.7,52.2,56.3,79.0,6.6,33.8,33.4,4.5,2.8,28.6,41.7,6.2,61.0,123.3,42.2,64,0.39,1.9,4.6,0.82,1.9,60.2,0.53,2.7,6.3,1.06,2.5,48.5,60.0,42.4
72,Hamad Medjedovic,5,60.0,69.2,68.0,11.0,3.3,10.7,69.2,75.8,54.4,60.9,89.7,6.2,36.7,38.3,9.6,3.4,29.9,48.0,6.9,42.0,89.2,34.2,38,0.49,2.5,7.6,0.87,2.6,69.2,0.33,1.7,5.2,0.53,1.6,52.2,25.0,53.3
73,Bu Yunchaokete,3,100.0,70.5,67.6,11.9,1.4,3.6,60.0,74.6,64.3,66.7,86.5,5.7,40.0,42.0,7.7,2.1,34.5,47.9,6.5,55.0,62.0,40.7,27,0.75,3.9,9.0,1.57,3.7,58.3,0.32,1.7,4.0,0.71,1.7,54.4,50.0,85.7
74,Yoshihito Nishioka,10,80.0,67.4,67.4,2.9,1.4,3.8,63.4,72.6,58.5,60.8,86.1,6.3,41.0,43.7,11.3,4.1,30.7,56.8,7.0,87.0,102.2,36.7,90,0.77,3.6,9.0,1.32,3.3,65.2,0.4,1.8,4.6,0.64,1.6,53.5,80.0,72.0
75,Arthur Rinderknech,15,73.3,66.1,63.5,12.9,3.3,9.4,64.7,76.9,46.2,50.9,83.5,6.3,37.7,37.0,6.2,4.8,30.1,47.6,6.3,73.0,91.4,43.6,94,0.58,2.9,6.3,1.28,2.7,62.3,0.44,2.2,4.6,0.81,1.7,51.7,66.7,62.5
76,Alexander Bublik,10,50.0,62.8,64.2,12.8,9.3,22.5,58.9,77.4,41.9,54.1,76.7,6.6,34.8,35.2,6.1,2.7,27.4,46.5,6.6,31.5,62.5,40.4,47,0.4,1.9,4.7,0.76,1.9,64.0,0.65,3.0,7.5,1.08,2.7,48.8,75.0,48.0
77,Roman Safiullin,16,43.8,64.7,63.1,9.6,3.0,7.6,60.0,74.8,49.6,53.7,81.0,6.3,35.5,36.6,7.6,2.7,30.3,44.6,6.4,43.5,54.4,38.0,108,0.51,2.5,6.8,0.95,2.6,64.3,0.53,2.6,7.0,0.93,2.5,49.9,33.3,48.8
78,Hugo Gaston,11,54.5,60.1,60.2,3.5,2.5,5.5,55.2,66.0,52.8,55.8,70.3,6.7,36.8,37.9,9.7,4.2,31.2,46.3,6.5,120.0,131.8,36.7,79,0.55,2.7,7.2,1.0,2.6,57.8,0.7,3.5,9.3,1.48,3.9,48.7,85.7,48.3
79,Aleksandar Vukic,16,56.3,64.9,60.6,13.7,1.8,4.5,59.1,75.5,49.5,51.9,80.8,6.5,36.4,36.8,8.1,4.1,25.7,52.2,6.4,88.5,124.9,47.9,71,0.43,2.0,4.4,0.97,2.1,63.2,0.52,2.5,5.4,0.91,2.0,50.8,85.7,54.3
80,Aleksandar Kovacevic,13,46.2,68.5,67.6,11.1,3.9,9.7,59.7,79.1,52.9,58.6,89.3,6.5,31.5,33.1,10.8,3.0,23.7,43.8,6.2,139.0,215.5,38.8,49,0.31,1.6,3.8,0.61,1.5,75.4,0.43,2.2,5.3,0.55,1.3,50.4,40.0,48.4
81,Christopher Oconnell,14,50.0,63.9,61.9,9.9,2.9,7.2,60.0,73.3,49.8,53.6,82.1,6.7,33.1,36.0,12.9,2.7,24.5,49.7,6.2,58.5,70.8,40.4,57,0.38,1.8,4.1,0.74,1.6,66.3,0.53,2.6,5.7,0.87,1.9,49.1,66.7,51.6
82,Rinky Hijikata,14,64.3,60.6,61.0,5.0,3.9,9.5,59.3,69.2,48.0,53.1,73.5,6.6,39.1,40.0,7.1,3.3,30.5,53.4,6.6,59.5,78.3,35.6,118,0.71,3.4,8.4,1.2,3.0,60.2,0.67,3.1,7.7,1.23,3.1,49.7,85.7,57.1
83,Corentin Moutet,9,44.4,61.1,61.1,3.0,1.9,6.0,67.9,65.0,52.7,56.1,70.0,6.3,40.8,40.4,3.8,3.3,36.5,50.0,6.7,62.5,68.8,41.1,73,0.71,3.3,8.1,1.36,3.3,54.5,0.66,3.0,7.3,1.36,3.3,50.5,0.0,45.5
84,Borna Coric,9,22.2,61.8,61.2,8.0,4.1,10.0,59.2,75.3,42.3,47.0,78.0,6.8,33.5,35.3,11.4,3.5,25.6,44.9,6.7,53.0,53.4,31.0,42,0.42,2.1,4.7,0.65,1.4,65.1,0.63,3.2,7.0,1.1,2.4,47.9,20.0,30.0
