Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
80,Aleksandar Kovacevic,4,50.0,65.9,63.4,11.5,2.7,7.1,62.2,73.9,52.7,56.7,83.7,6.0,32.1,32.8,14.6,6.2,28.1,38.8,6.2,63.5,64.0,25.0,16,0.32,1.6,4.0,0.4,1.0,52.9,0.35,1.7,4.3,0.8,2.0,48.7,100.0,40.0
81,Christopher Oconnell,1,0.0,51.1,50.6,3.4,2.3,6.3,63.6,58.9,37.5,40.0,58.3,7.3,15.9,18.6,28.6,3.2,5.3,32.0,4.8,12.0,12.0,0.0,2,0.15,0.7,2.0,0.0,0.0,37.5,0.67,2.7,8.0,1.67,5.0,36.4,-,0.0
82,Rinky Hijikata,8,37.5,60.5,60.8,4.9,3.7,9.4,60.6,71.3,43.8,48.3,72.9,6.3,37.9,38.4,7.7,4.0,29.8,49.7,6.7,41.5,46.1,27.9,68,0.64,3.1,8.5,0.86,2.4,58.0,0.64,3.1,8.6,1.32,3.6,48.9,75.0,40.9
84,Borna Coric,2,50.0,66.5,64.0,9.8,1.5,4.1,61.9,70.0,60.8,63.4,82.8,6.7,32.4,32.9,8.7,3.5,19.3,54.7,6.0,87.0,87.0,37.5,8,0.28,1.3,4.0,0.5,1.5,68.8,0.55,2.7,8.0,0.83,2.5,50.4,50.0,50.0
85,Botic Van De Zandschulp,3,33.3,59.9,61.5,9.0,8.4,18.9,55.9,77.2,37.9,46.7,69.6,6.5,38.4,36.1,3.2,5.4,31.4,49.1,6.2,74.0,82.0,38.7,31,0.69,3.1,10.3,1.2,4.0,63.2,0.83,3.8,12.7,1.4,4.7,49.5,0.0,40.0
87,Jan Lennard Struff,8,75.0,71.9,71.3,16.0,5.6,13.5,58.7,81.4,58.5,67.6,90.6,6.1,32.5,34.2,12.0,3.7,20.9,51.0,6.4,38.0,35.4,32.0,50,0.4,2.1,6.3,0.67,2.0,72.7,0.34,1.8,5.5,0.5,1.5,52.0,60.0,66.7
88,Adam Walton,4,50.0,66.0,66.1,4.8,2.5,7.2,64.6,70.2,58.4,62.9,82.1,6.3,36.1,36.8,8.2,3.6,30.5,47.5,6.2,108.5,144.5,52.0,25,0.42,2.1,6.3,1.08,3.3,58.3,0.43,2.0,6.0,0.83,2.5,50.8,50.0,58.3
90,James Duckworth,6,50.0,65.0,63.6,7.9,2.3,5.7,58.8,72.7,53.9,57.2,91.0,7.1,30.2,33.6,20.9,5.4,16.8,52.5,6.5,54.5,80.5,26.9,26,0.35,1.9,4.3,0.5,1.2,80.6,0.46,2.6,6.0,0.5,1.2,48.7,33.3,42.9
91,Cameron Norrie,5,40.0,69.9,69.4,8.0,2.9,9.7,70.3,76.2,54.9,60.8,86.7,6.5,30.9,33.8,17.6,4.6,22.5,49.0,6.4,67.0,74.6,42.3,26,0.33,1.9,5.2,0.79,2.2,58.3,0.32,1.7,4.8,0.71,2.0,50.1,50.0,50.0
92,Vit Kopriva,1,0.0,47.9,48.3,4.2,5.2,11.6,55.2,54.7,39.5,44.7,45.5,8.7,17.2,17.4,17.2,3.4,10.3,31.6,4.8,2.0,2.0,-,0,0.0,0.0,0.0,0.0,0.0,60.0,1.36,5.0,15.0,2.0,6.0,36.4,-,0.0
94,Reilly Opelka,4,75.0,68.2,62.5,24.5,5.6,13.9,59.8,82.5,47.0,54.5,80.4,5.6,32.4,31.2,3.9,3.5,24.0,45.1,5.9,77.5,69.8,30.0,20,0.42,1.8,5.0,0.55,1.5,44.4,0.35,1.6,4.5,0.91,2.5,50.4,100.0,54.5
95,Luca Nardi,4,25.0,56.4,57.6,4.3,5.2,14.4,64.2,65.6,40.0,46.7,68.0,7.0,34.4,34.2,5.7,3.3,23.6,53.7,5.9,53.0,60.3,50.0,20,0.39,2.0,5.0,1.0,2.5,66.0,0.94,4.7,11.8,1.6,4.0,46.3,-,30.0
96,Mackenzie Mcdonald,6,50.0,64.9,64.9,5.6,3.1,8.9,65.6,71.8,51.6,56.6,80.0,6.1,38.2,38.5,10.8,6.3,28.5,53.5,6.4,93.0,264.3,43.1,51,0.55,2.8,8.5,1.22,3.7,52.6,0.42,2.1,6.3,1.0,3.0,51.0,25.0,50.0
97,Alexander Shevchenko,3,33.3,60.3,58.9,7.6,3.0,7.6,60.9,69.0,46.6,50.5,72.1,7.0,31.3,32.4,7.9,2.2,22.8,46.9,6.0,24.0,43.3,28.6,21,0.46,2.3,7.0,0.67,2.0,57.1,0.65,3.1,9.3,1.33,4.0,46.4,66.7,44.4
98,Pablo Carreno Busta,1,0.0,66.9,67.0,1.7,0.8,3.4,75.4,73.0,48.3,50.0,88.2,6.9,31.5,33.3,7.4,0.9,26.2,38.3,6.4,65.0,65.0,42.9,7,0.41,2.3,7.0,1.0,3.0,71.4,0.41,2.3,7.0,0.67,2.0,50.0,0.0,33.3
99,Mariano Navone,3,0.0,56.0,54.5,6.4,2.8,7.1,61.5,64.9,41.7,44.9,66.7,6.6,22.1,21.3,9.3,3.5,18.5,31.3,5.1,54.0,148.0,40.0,5,0.15,0.7,1.7,0.29,0.7,57.7,0.79,3.7,8.7,1.57,3.7,41.0,0.0,0.0
