Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
27,Felix Auger Aliassime,57,56.1,66.3,66.1,11.0,5.3,14.3,62.7,75.5,50.9,59.3,84.0,6.2,37.3,37.3,6.1,3.6,31.1,48.2,6.5,58.0,60.4,40.8,353,0.53,2.5,6.2,1.02,2.5,63.5,0.44,2.1,5.2,0.77,1.9,51.6,41.7,55.3
28,Denis Shapovalov,49,53.1,66.4,68.4,10.4,7.8,19.5,60.2,77.0,50.4,62.5,85.3,6.3,35.9,35.5,5.0,3.4,30.7,45.8,6.4,51.0,73.2,39.1,320,0.52,2.6,6.5,1.01,2.6,66.9,0.44,2.2,5.6,0.73,1.9,51.0,42.3,54.8
29,Brandon Nakashima,50,54.0,68.2,65.2,11.4,1.5,4.4,66.3,74.5,55.9,58.4,88.1,6.3,33.7,34.6,9.6,3.7,25.7,46.7,6.4,40.0,79.0,33.4,296,0.49,2.4,5.9,0.79,2.0,71.4,0.42,2.0,5.1,0.58,1.5,50.9,44.4,55.2
30,Matteo Berrettini,44,72.7,69.8,66.7,12.9,1.8,5.9,68.6,78.0,52.0,55.2,90.1,6.2,34.9,35.5,6.1,2.5,28.7,45.7,6.4,63.0,75.9,39.3,262,0.5,2.5,6.0,0.98,2.3,72.3,0.36,1.8,4.3,0.5,1.2,52.1,64.3,69.5
31,Hubert Hurkacz,59,67.8,69.3,65.4,14.9,1.9,5.3,63.2,77.9,54.5,57.6,88.7,6.2,34.8,35.5,7.2,2.9,27.3,47.8,6.6,49.0,76.3,36.6,377,0.47,2.3,6.4,0.86,2.3,70.3,0.38,2.0,5.4,0.58,1.6,51.8,56.9,62.1
32,Alex Michelsen,64,53.1,63.4,63.2,5.7,3.0,9.2,67.9,69.3,51.0,56.1,79.1,6.5,37.1,38.1,9.0,3.9,28.7,50.2,6.3,68.0,114.3,41.4,418,0.55,2.5,6.5,1.05,2.7,60.7,0.53,2.5,6.4,0.98,2.5,50.5,51.3,53.3
33,Sebastian Baez,59,52.5,60.3,60.6,2.8,2.4,8.4,71.8,63.7,51.5,56.3,73.5,6.7,39.5,40.3,6.5,3.0,32.9,50.3,6.5,62.0,70.3,40.1,469,0.66,3.1,7.9,1.24,3.2,61.4,0.69,3.2,8.2,1.22,3.2,50.0,56.3,50.7
34,Flavio Cobolli,62,56.5,63.2,63.1,7.1,4.0,9.0,55.2,73.1,50.9,55.9,79.9,6.5,35.9,35.9,6.9,3.9,26.7,50.4,6.3,41.5,68.2,40.0,425,0.52,2.5,6.9,1.01,2.7,65.0,0.57,2.8,7.5,0.96,2.6,49.8,42.4,51.5
35,Tallon Griekspoor,63,52.4,67.2,66.1,11.1,4.1,11.3,64.1,75.3,52.8,59.5,84.7,6.3,32.0,33.2,9.9,3.1,25.3,44.5,6.2,43.0,57.6,37.1,318,0.39,1.9,5.0,0.7,1.9,62.8,0.41,2.0,5.4,0.76,2.0,49.8,53.2,51.8
36,Giovanni Mpetshi Perricard,28,57.1,70.2,67.3,21.8,6.3,17.8,64.7,79.7,52.8,64.2,88.8,6.2,28.1,28.4,8.8,3.0,22.8,37.4,6.1,44.0,70.0,40.6,96,0.25,1.3,3.4,0.52,1.4,68.8,0.36,1.9,5.0,0.59,1.6,49.7,57.7,53.3
37,Matteo Arnaldi,53,52.8,61.6,60.7,8.4,3.8,8.9,56.7,71.0,49.4,54.2,76.8,6.6,37.4,37.6,4.7,2.7,31.2,48.0,6.6,49.0,66.4,40.0,395,0.58,2.8,7.5,1.13,3.0,60.6,0.59,2.9,7.7,1.14,3.0,49.7,55.2,52.9
38,Jiri Lehecka,49,61.2,66.3,64.7,10.9,3.4,9.0,61.7,75.5,51.5,56.6,84.0,6.3,34.9,35.8,8.0,3.0,28.0,46.3,6.3,52.0,75.3,35.8,299,0.51,2.5,6.1,0.91,2.2,67.3,0.49,2.4,5.8,0.79,1.9,50.6,65.0,57.6
39,Alexandre Muller,37,45.9,61.5,61.3,4.5,2.4,6.8,64.5,67.8,50.1,53.8,75.2,6.5,37.9,39.3,9.7,4.0,27.4,53.4,6.5,67.0,109.1,39.6,268,0.6,3.0,7.2,1.18,2.9,57.1,0.58,2.9,7.0,1.23,3.0,49.7,55.0,46.7
40,Nuno Borges,49,49.0,62.6,62.1,7.1,3.6,9.6,62.6,70.4,49.5,54.7,75.6,6.5,37.7,37.7,6.4,3.9,28.5,52.7,6.7,65.0,85.1,38.0,332,0.55,2.7,6.8,1.01,2.6,58.2,0.58,2.8,7.2,1.18,3.0,49.9,53.3,47.2
41,Jordan Thompson,59,59.3,64.9,62.5,9.0,1.6,4.0,60.1,72.7,53.1,55.3,80.8,6.3,36.3,36.1,6.6,4.0,29.3,48.2,6.4,49.0,99.4,36.4,387,0.54,2.6,6.6,0.95,2.4,65.9,0.56,2.7,6.8,0.92,2.3,50.5,75.0,55.7
42,Alejandro Tabilo,59,54.2,65.6,64.0,10.0,3.1,8.7,64.3,74.8,49.0,53.6,83.7,6.4,35.3,36.7,11.1,4.2,26.6,50.4,6.4,58.0,66.7,38.7,351,0.48,2.3,5.9,0.91,2.3,66.1,0.48,2.4,6.0,0.8,2.0,50.6,48.4,53.3
43,Gael Monfils,46,54.3,64.8,64.1,10.8,4.9,12.4,60.3,73.8,51.2,58.5,81.6,6.3,35.3,35.0,4.5,2.9,30.2,43.7,6.2,34.0,54.4,38.3,308,0.52,2.5,6.7,0.96,2.6,61.5,0.48,2.3,6.3,0.9,2.4,50.2,60.9,52.8
44,Lorenzo Sonego,49,40.8,66.4,65.1,8.4,2.5,7.7,67.4,73.6,51.6,55.9,83.9,6.2,32.4,32.1,4.9,2.7,26.3,43.3,6.2,45.5,80.1,32.4,259,0.42,2.1,5.3,0.68,1.7,63.0,0.43,2.2,5.4,0.8,2.0,49.2,50.0,43.9
45,Marcos Giron,53,50.9,64.3,63.1,6.5,1.8,4.5,60.3,73.1,51.1,53.5,81.0,6.3,35.9,36.8,8.4,3.5,28.0,48.6,6.4,57.0,73.4,36.9,344,0.53,2.6,6.5,0.95,2.4,60.0,0.48,2.3,5.8,0.92,2.3,50.0,54.5,52.6
46,Luciano Darderi,50,48.0,62.4,61.5,7.1,3.1,7.4,58.5,70.4,51.1,55.2,77.8,6.6,36.6,37.6,9.1,3.8,28.4,50.5,6.4,51.0,71.2,39.1,322,0.54,2.6,6.4,1.02,2.5,62.0,0.58,2.8,7.0,1.08,2.7,49.7,59.3,46.3
47,Miomir Kecmanovic,55,45.5,63.9,63.5,5.6,2.6,6.8,61.8,70.8,52.7,56.5,78.7,6.2,35.9,37.1,9.1,3.5,27.0,51.0,6.5,52.0,69.4,37.3,370,0.53,2.5,6.7,0.95,2.5,55.2,0.48,2.3,6.0,1.01,2.7,49.7,31.0,45.9
48,David Goffin,33,51.5,60.3,60.2,6.2,3.9,9.7,59.4,69.1,47.4,52.5,73.1,6.7,38.9,40.4,8.2,3.1,30.8,51.1,6.4,48.0,56.9,39.2,278,0.66,3.2,8.4,1.24,3.3,58.6,0.65,3.0,8.1,1.26,3.4,49.7,36.4,47.7
49,Pedro Martinez,41,43.9,59.7,61.8,2.9,5.0,16.1,68.7,65.7,46.7,55.6,72.3,6.5,38.0,39.8,9.7,3.4,29.0,52.4,6.5,54.0,76.7,38.6,293,0.58,2.8,7.1,1.08,2.8,56.9,0.64,3.1,7.9,1.33,3.4,48.9,53.3,42.9
