Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
78,Hugo Gaston,6,50.0,59.6,59.7,3.3,2.5,5.9,57.9,67.6,48.5,51.6,71.4,6.3,37.4,38.6,5.4,1.5,31.1,47.3,6.2,33.0,33.8,40.4,52,0.67,3.3,8.7,1.31,3.5,52.2,0.6,2.9,7.7,1.38,3.7,48.6,66.7,50.0
79,Aleksandar Vukic,9,55.6,65.2,62.1,10.9,1.7,3.9,56.9,75.1,52.1,54.3,77.5,6.4,32.5,33.3,10.5,4.0,23.8,47.1,6.2,42.0,101.3,32.0,50,0.48,2.4,5.6,0.76,1.8,59.6,0.56,2.7,6.3,1.1,2.6,48.8,100.0,52.4
80,Aleksandar Kovacevic,6,33.3,64.2,61.3,12.1,2.9,7.4,60.9,75.5,46.6,50.3,83.1,6.3,33.6,35.0,10.2,3.5,27.2,43.9,6.6,49.5,61.7,28.6,49,0.59,3.1,8.2,0.88,2.3,62.2,0.45,2.3,6.2,0.88,2.3,48.6,0.0,37.5
81,Christopher Oconnell,7,28.6,63.2,60.5,9.4,1.7,4.2,59.6,75.0,45.8,47.8,78.6,6.7,33.8,34.7,7.7,2.6,27.2,46.7,6.3,43.0,37.6,40.6,32,0.44,2.1,4.6,0.87,1.9,61.5,0.56,2.6,5.6,1.0,2.1,48.8,33.3,33.3
82,Rinky Hijikata,8,50.0,62.1,62.1,5.3,3.3,8.3,60.8,68.8,51.6,56.3,77.1,6.7,36.2,38.4,11.7,3.7,27.4,51.3,6.5,60.0,62.0,34.7,49,0.49,2.5,6.1,0.85,2.1,66.2,0.68,3.3,8.1,1.1,2.8,49.1,75.0,45.0
83,Corentin Moutet,5,60.0,60.1,60.6,1.5,1.7,6.5,73.2,66.7,42.3,45.2,73.6,6.4,40.2,39.7,4.4,3.8,35.6,51.7,7.0,40.0,42.0,41.2,51,0.72,3.4,10.2,1.4,4.2,60.4,0.67,3.2,9.6,1.27,3.8,49.8,25.0,46.7
84,Borna Coric,3,33.3,65.5,62.9,8.4,0.9,2.5,64.2,66.2,64.2,65.8,88.2,6.6,34.8,34.9,8.5,4.5,28.5,46.3,6.6,99.0,94.0,35.3,17,0.5,2.4,5.7,0.86,2.0,69.2,0.38,1.9,4.3,0.57,1.3,50.2,0.0,42.9
85,Botic Van De Zandschulp,7,0.0,57.7,58.2,5.7,4.9,13.4,63.0,66.1,43.3,50.0,67.1,6.7,34.2,35.1,7.0,2.3,25.6,48.0,6.4,32.0,53.9,34.4,32,0.4,2.0,4.6,0.69,1.6,51.0,0.67,3.2,7.3,1.56,3.6,45.8,20.0,12.5
87,Jan Lennard Struff,9,44.4,66.1,64.6,11.9,4.2,9.8,56.9,74.5,54.9,60.9,84.8,6.5,34.6,35.2,7.6,3.2,28.3,45.6,6.8,55.0,52.2,26.4,53,0.46,2.5,5.9,0.67,1.6,67.9,0.47,2.5,5.9,0.81,1.9,49.9,60.0,52.4
88,Adam Walton,2,0.0,63.5,61.2,9.4,2.1,5.7,63.5,73.8,45.7,48.5,70.6,5.6,16.7,16.9,21.9,4.2,5.9,42.9,5.1,176.5,176.5,-,0,0.0,0.0,0.0,0.0,0.0,50.0,0.59,2.5,5.0,1.25,2.5,40.1,0.0,0.0
90,James Duckworth,5,60.0,70.7,68.9,13.4,3.5,9.8,64.1,79.5,54.9,60.9,91.3,6.2,28.0,31.9,19.5,3.4,18.7,45.5,6.1,21.0,25.6,20.0,20,0.3,1.5,4.0,0.31,0.8,53.8,0.19,1.0,2.6,0.46,1.2,49.7,80.0,53.8
91,Cameron Norrie,7,57.1,64.3,63.3,6.6,2.3,5.8,61.0,71.9,52.4,55.7,82.8,6.2,38.0,39.6,7.8,2.5,30.4,53.8,6.1,106.0,110.9,45.5,55,0.6,2.8,7.9,1.25,3.6,64.4,0.48,2.3,6.4,0.8,2.3,51.3,0.0,55.0
93,Jesper De Jong,1,0.0,64.9,60.7,14.9,2.7,6.9,60.8,75.6,48.3,51.9,90.9,6.7,21.3,22.6,11.5,1.6,22.5,19.0,5.5,72.0,72.0,-,0,0.0,0.0,0.0,0.0,0.0,83.3,0.55,3.0,6.0,0.5,1.0,45.2,0.0,0.0
94,Reilly Opelka,2,50.0,70.3,63.3,23.6,2.7,7.0,61.5,84.6,47.4,50.9,85.2,5.5,28.9,28.7,3.9,2.0,28.7,29.5,5.8,34.0,34.0,25.0,8,0.31,1.6,4.0,0.4,1.0,69.2,0.48,2.6,6.5,0.8,2.0,49.3,-,40.0
95,Luca Nardi,2,0.0,57.1,58.5,1.9,3.8,10.7,64.1,66.0,41.1,46.0,68.2,7.1,31.0,32.4,9.5,2.4,18.4,50.0,6.0,21.5,21.5,33.3,6,0.29,1.5,3.0,0.5,1.0,66.7,0.95,5.3,10.5,1.75,3.5,45.4,-,0.0
96,Mackenzie Mcdonald,3,33.3,64.4,63.7,6.4,2.7,7.6,64.9,70.5,53.0,57.4,82.1,6.7,36.7,35.6,7.2,5.8,29.5,47.1,6.7,86.0,75.0,41.7,12,0.39,2.0,4.0,0.83,1.7,64.3,0.5,2.3,4.7,0.83,1.7,49.9,0.0,33.3
97,Alexander Shevchenko,9,33.3,61.2,60.0,6.7,2.5,6.5,61.5,71.8,44.2,47.3,73.8,6.3,30.9,32.9,10.4,2.2,23.0,43.5,6.0,50.5,57.4,36.4,44,0.41,1.9,4.9,0.7,1.8,52.5,0.55,2.6,6.6,1.22,3.1,46.5,33.3,34.8
98,Pablo Carreno Busta,2,50.0,64.2,66.4,5.6,6.2,17.9,65.4,73.6,46.4,56.5,76.9,6.2,38.3,39.3,11.1,5.6,27.2,49.4,6.2,49.0,49.0,53.8,13,0.5,2.6,6.5,1.4,3.5,64.7,0.65,3.4,8.5,1.2,3.0,51.2,0.0,40.0
99,Mariano Navone,6,66.7,62.6,64.3,2.9,4.4,12.6,65.3,68.5,51.5,58.9,76.4,6.7,42.2,41.4,3.1,3.7,33.5,58.9,6.8,67.5,61.2,48.9,47,0.65,3.1,7.8,1.53,3.8,66.7,0.71,3.4,8.5,1.13,2.8,52.3,50.0,60.0
