Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
11,Daniil Medvedev,10,100.0,66.0,66.1,8.9,4.7,11.9,60.7,75.6,51.3,58.2,84.6,6.2,45.0,45.1,3.0,2.3,37.9,57.0,6.7,60.5,65.7,49.5,99,0.76,3.7,9.9,1.81,4.9,63.0,0.42,2.0,5.4,0.74,2.0,55.2,60.0,85.2
12,Tommy Paul,13,76.9,68.7,68.2,6.8,2.4,6.1,60.6,74.9,59.3,63.1,88.1,6.0,40.9,40.8,5.2,3.8,35.5,48.9,6.5,81.0,86.0,43.2,111,0.71,3.2,8.5,1.37,3.7,71.6,0.42,1.9,5.2,0.54,1.5,54.4,50.0,74.3
13,Ben Shelton,12,100.0,74.0,73.9,10.8,3.7,11.4,67.7,79.9,61.4,69.3,95.3,5.9,36.3,36.5,7.3,3.9,27.1,52.6,6.7,75.5,139.7,34.9,83,0.52,2.5,6.9,0.88,2.4,75.8,0.2,1.0,2.8,0.24,0.7,54.4,77.8,81.8
14,Arthur Fils,12,41.7,63.6,64.7,8.1,6.1,14.8,58.9,75.6,46.4,54.5,77.9,6.4,34.0,35.3,8.0,2.4,27.9,43.9,6.2,57.5,81.4,43.3,60,0.41,2.1,5.0,0.9,2.2,59.8,0.55,2.8,6.8,1.14,2.8,49.1,50.0,41.4
15,Grigor Dimitrov,10,90.0,71.8,71.7,12.2,4.7,12.0,61.2,82.5,54.9,62.5,90.3,5.8,39.5,40.5,8.4,4.0,32.7,51.7,6.9,77.0,77.3,42.4,92,0.64,3.1,9.2,1.3,3.9,65.0,0.28,1.3,4.0,0.47,1.4,54.3,60.0,76.7
16,Frances Tiafoe,12,41.7,63.5,62.7,8.2,3.6,9.2,60.5,69.4,54.5,59.9,80.5,6.7,37.0,38.3,11.0,4.8,31.5,46.2,6.8,63.5,96.1,33.0,94,0.63,3.0,7.8,1.0,2.6,60.8,0.5,2.4,6.2,0.94,2.4,50.1,50.0,48.4
17,Andrey Rublev,8,75.0,66.5,64.4,11.6,3.1,7.8,60.2,75.2,53.4,57.9,81.6,6.5,41.5,42.6,7.4,3.6,33.8,54.1,6.8,58.0,63.8,38.8,85,0.77,3.7,10.6,1.43,4.1,71.6,0.65,3.2,9.3,0.91,2.6,54.0,100.0,69.6
18,Francisco Cerundolo,12,66.7,63.0,63.6,4.8,3.7,10.2,63.3,71.7,48.0,53.4,79.7,6.8,40.5,42.3,7.7,2.5,31.9,54.8,6.6,55.0,83.1,50.0,86,0.63,2.9,7.2,1.43,3.6,65.0,0.58,2.7,6.7,0.93,2.3,51.9,62.5,63.3
19,Stefanos Tsitsipas,12,75.0,66.2,64.8,10.4,3.5,8.9,60.7,72.6,56.2,61.7,87.3,6.8,35.0,35.3,6.2,3.0,26.6,50.0,6.4,85.0,95.0,40.2,82,0.5,2.4,6.8,0.97,2.8,73.4,0.48,2.3,6.6,0.62,1.8,51.1,50.0,61.8
20,Tomas Machac,13,53.8,59.9,60.2,5.3,4.0,12.7,68.2,63.2,52.9,60.6,72.3,6.6,37.9,39.0,8.5,3.7,33.7,46.9,6.2,41.0,43.0,48.9,88,0.54,2.5,6.8,1.23,3.3,55.1,0.62,2.8,7.5,1.26,3.4,49.1,75.0,54.3
21,Jakub Mensik,6,66.7,61.7,60.0,11.2,4.7,11.9,60.9,72.5,44.9,51.0,76.7,7.1,35.1,35.7,9.7,4.5,24.9,53.9,6.2,13.0,48.3,44.8,58,0.56,2.8,9.7,1.24,4.3,63.1,0.63,3.1,10.8,1.14,4.0,49.2,50.0,57.1
22,Ugo Humbert,12,83.3,68.3,67.5,9.1,3.3,8.8,62.8,76.5,54.4,59.6,89.5,6.2,39.4,40.2,8.3,4.3,30.5,52.9,6.2,83.0,76.7,52.5,80,0.54,2.5,6.7,1.31,3.5,72.9,0.39,1.8,4.9,0.5,1.3,54.2,66.7,75.0
23,Sebastian Korda,10,80.0,66.3,63.7,11.7,2.5,6.5,61.7,71.9,57.4,61.4,83.5,6.0,39.7,40.7,6.4,2.7,34.1,49.0,7.0,90.0,207.4,34.9,83,0.72,3.3,8.3,1.16,2.9,59.6,0.41,1.9,4.7,0.76,1.9,52.0,50.0,68.0
24,Karen Khachanov,12,66.7,66.6,64.7,10.6,2.8,7.4,61.6,75.0,53.2,57.4,84.0,6.1,36.7,38.5,9.5,3.1,27.8,50.7,6.3,68.0,85.8,34.7,101,0.6,3.0,8.4,1.03,2.9,63.9,0.44,2.1,6.0,0.76,2.2,51.2,100.0,61.8
25,Alexei Popyrin,11,72.7,67.8,66.4,12.7,4.3,11.7,63.1,76.0,53.7,60.8,85.9,6.0,37.1,37.8,6.7,2.9,29.9,49.2,6.3,39.0,42.6,41.5,82,0.58,2.8,7.5,1.17,3.1,68.8,0.45,2.2,5.8,0.69,1.8,52.1,50.0,65.5
26,Alejandro Davidovich Fokina,10,30.0,61.0,61.0,4.5,3.0,9.3,67.7,66.5,49.2,54.3,75.0,6.4,37.1,37.9,8.2,3.8,30.1,47.2,6.5,54.5,62.7,43.5,62,0.51,2.5,6.2,1.08,2.7,60.3,0.63,3.1,7.8,1.24,3.1,49.1,0.0,36.0
27,Felix Auger Aliassime,11,72.7,67.3,68.8,9.0,6.2,16.0,60.9,75.8,54.1,64.4,82.9,5.9,41.9,40.9,4.2,4.6,35.1,51.2,6.3,76.0,85.1,48.1,79,0.72,3.0,7.2,1.46,3.5,63.5,0.47,2.0,4.7,0.73,1.7,54.2,100.0,69.2
28,Denis Shapovalov,8,62.5,65.4,70.0,8.6,10.2,26.6,61.8,73.3,52.8,71.9,84.4,6.5,37.5,36.7,4.2,3.6,35.8,40.8,6.9,26.5,39.3,30.8,78,0.72,3.5,9.8,1.09,3.0,72.1,0.56,2.8,7.6,0.77,2.1,51.0,50.0,59.1
29,Brandon Nakashima,9,55.6,67.2,65.1,9.3,1.8,4.9,63.0,72.2,58.6,61.6,87.7,6.3,34.2,34.1,8.5,4.6,26.7,45.5,6.4,40.0,76.9,35.0,60,0.49,2.4,6.7,0.84,2.3,65.9,0.36,1.8,4.9,0.6,1.7,50.5,60.0,60.0
30,Matteo Berrettini,6,0.0,61.8,57.9,12.8,2.6,7.3,64.0,69.4,48.2,52.0,77.8,6.6,27.2,28.7,8.7,1.4,20.4,38.1,5.8,15.0,22.2,45.5,22,0.26,1.3,3.7,0.59,1.7,64.7,0.63,3.0,8.5,1.06,3.0,45.1,0.0,17.6
31,Hubert Hurkacz,10,60.0,67.1,63.7,12.4,1.7,4.6,62.1,74.9,54.5,57.1,83.4,6.1,36.3,36.8,8.2,4.0,27.0,49.9,6.7,49.0,83.5,36.5,85,0.57,2.8,8.5,1.03,3.1,64.3,0.46,2.3,7.0,0.83,2.5,51.1,37.5,53.3
32,Alex Michelsen,8,37.5,62.8,62.9,6.7,4.1,11.6,64.9,72.8,44.4,50.2,75.7,6.4,35.1,36.1,9.4,3.7,27.2,48.3,6.0,20.0,87.8,41.8,55,0.53,2.5,6.9,1.05,2.9,53.6,0.52,2.5,7.0,1.18,3.3,49.7,25.0,40.9
33,Sebastian Baez,12,50.0,61.2,61.5,3.1,2.4,8.2,70.2,65.8,50.2,54.6,74.9,6.7,39.3,39.8,6.7,3.6,31.8,50.2,6.7,52.5,61.8,35.2,122,0.73,3.6,10.2,1.26,3.6,66.9,0.76,3.7,10.6,1.24,3.5,50.1,57.1,52.9
34,Flavio Cobolli,11,54.5,65.4,65.3,7.1,3.6,7.7,53.2,75.8,53.6,58.1,85.1,6.6,34.8,34.4,7.0,4.3,25.5,48.5,6.2,27.0,106.4,43.9,82,0.45,2.2,7.5,0.97,3.3,73.3,0.56,2.8,9.5,0.76,2.5,50.8,28.6,54.1
35,Tallon Griekspoor,14,71.4,68.8,67.6,13.4,4.7,12.9,63.8,77.3,53.8,61.7,88.4,6.1,36.6,36.9,7.6,4.0,29.5,48.4,6.2,54.0,64.8,46.2,91,0.48,2.3,6.5,1.05,3.0,70.3,0.39,1.9,5.3,0.55,1.6,52.7,42.9,67.5
36,Giovanni Mpetshi Perricard,3,66.7,70.5,69.8,27.9,11.1,27.3,59.4,84.8,49.5,68.1,92.7,6.0,29.3,31.0,8.8,1.5,29.5,28.8,5.4,44.0,50.3,77.8,9,0.24,1.1,3.0,0.88,2.3,57.1,0.17,0.9,2.3,0.38,1.0,51.7,33.3,62.5
37,Matteo Arnaldi,14,50.0,59.9,59.2,7.3,3.8,8.3,54.1,71.7,45.9,50.1,72.9,6.8,38.4,38.1,4.1,3.0,32.9,47.7,6.6,30.5,47.9,38.9,108,0.64,3.1,7.7,1.2,3.0,61.3,0.7,3.4,8.5,1.31,3.3,49.3,60.0,51.4
38,Jiri Lehecka,8,62.5,66.4,66.0,11.3,5.3,13.4,60.6,75.8,51.9,59.9,82.9,6.1,33.4,34.1,7.2,2.6,26.9,43.5,6.3,77.0,81.8,35.4,48,0.43,2.2,6.0,0.77,2.1,64.8,0.49,2.5,6.8,0.86,2.4,49.7,66.7,54.5
39,Alexandre Muller,8,50.0,61.0,61.0,3.3,2.1,5.5,61.5,67.2,51.2,54.2,76.3,6.8,37.4,39.2,10.6,3.8,27.9,51.1,6.7,28.0,41.4,34.9,63,0.65,3.2,7.9,1.1,2.8,62.3,0.63,3.1,7.6,1.15,2.9,49.3,50.0,45.0
40,Nuno Borges,7,71.4,65.8,65.2,7.8,3.3,10.0,66.8,70.0,57.2,63.5,84.9,6.5,39.5,39.0,6.2,4.8,29.9,54.0,6.6,33.0,38.4,37.9,58,0.61,3.1,8.3,1.16,3.1,68.9,0.48,2.4,6.4,0.74,2.0,52.4,50.0,68.4
41,Jordan Thompson,10,40.0,63.1,61.3,7.2,1.5,3.4,57.1,72.1,51.3,53.1,76.9,6.3,33.3,33.9,8.1,3.1,26.1,44.8,6.3,40.5,43.0,31.3,64,0.48,2.4,6.4,0.74,2.0,60.5,0.58,2.8,7.6,1.11,3.0,48.1,60.0,44.4
42,Alejandro Tabilo,10,60.0,65.1,64.0,9.0,3.4,9.0,62.1,74.1,50.3,55.3,85.9,6.9,34.3,36.3,13.0,4.4,24.6,48.1,6.6,41.0,41.6,30.0,60,0.48,2.4,6.0,0.72,1.8,73.5,0.53,2.7,6.8,0.72,1.8,50.2,62.5,56.0
43,Gael Monfils,11,54.5,64.3,63.6,11.2,5.3,13.7,60.9,72.8,51.1,59.2,78.1,6.2,36.8,37.5,4.4,1.5,30.4,48.3,6.1,30.0,38.6,43.2,81,0.54,2.6,7.4,1.13,3.2,59.3,0.54,2.6,7.4,1.06,3.0,50.6,33.3,45.2
44,Lorenzo Sonego,7,14.3,62.7,60.1,10.1,2.5,7.7,67.5,67.7,52.2,56.5,76.5,6.3,29.9,29.8,7.6,3.3,23.9,40.9,6.2,37.0,37.9,26.3,38,0.36,1.8,5.4,0.48,1.4,46.7,0.44,2.1,6.4,1.14,3.4,46.1,50.0,23.8
45,Marcos Giron,8,25.0,60.5,59.1,6.2,1.9,4.2,54.2,68.7,50.9,53.1,73.5,6.4,32.7,32.3,7.8,4.2,24.5,45.2,6.1,22.5,31.8,40.5,37,0.37,1.9,4.6,0.75,1.9,55.9,0.6,3.0,7.4,1.3,3.3,46.8,66.7,35.0
46,Luciano Darderi,8,25.0,61.8,61.6,5.8,3.3,7.9,58.8,69.5,50.9,55.2,81.0,7.1,30.5,31.8,12.9,4.1,23.8,42.6,6.0,23.0,22.4,40.6,32,0.32,1.6,4.0,0.65,1.6,71.2,0.66,3.3,8.3,0.95,2.4,47.4,40.0,30.0
47,Miomir Kecmanovic,11,45.5,61.9,61.1,6.9,3.1,7.4,57.8,70.8,49.8,53.7,72.8,6.1,36.6,37.6,9.7,4.2,29.3,49.9,6.3,25.0,28.8,32.7,98,0.61,2.9,8.9,0.94,2.9,46.9,0.51,2.4,7.4,1.26,3.9,48.9,75.0,44.1
48,David Goffin,5,80.0,59.2,59.8,5.4,4.6,11.9,60.9,67.3,46.5,52.8,69.9,7.1,41.9,43.0,6.0,2.7,33.1,55.6,6.5,42.0,47.6,40.0,65,0.88,4.3,13.0,1.73,5.2,64.5,0.85,4.1,12.4,1.47,4.4,50.9,50.0,60.0
49,Pedro Martinez,5,0.0,56.3,58.6,3.2,6.2,17.4,64.4,64.4,41.7,50.5,62.3,6.1,32.6,35.6,15.3,3.9,22.4,47.5,6.3,28.0,72.4,36.4,22,0.36,1.7,4.4,0.62,1.6,46.5,0.7,3.3,8.6,1.77,4.6,44.3,-,7.7
50,Zizou Bergs,6,50.0,65.9,66.5,9.4,5.7,14.5,60.7,74.3,52.8,61.7,81.6,6.3,37.8,37.2,6.0,4.4,29.7,49.4,6.7,66.0,101.3,39.5,43,0.49,2.3,7.2,0.89,2.8,60.0,0.46,2.1,6.7,0.84,2.7,51.3,50.0,52.6
51,Tomas Martin Etcheverry,13,76.9,66.0,64.5,7.2,1.7,5.0,66.4,70.8,56.5,59.5,85.5,6.7,37.2,37.5,8.6,4.6,27.3,51.5,6.6,61.0,56.2,36.6,123,0.65,3.2,9.5,1.18,3.5,68.2,0.46,2.2,6.5,0.71,2.1,51.6,44.4,63.2
52,Quentin Halys,3,33.3,66.3,62.2,15.3,2.8,7.1,60.6,81.4,42.9,46.2,85.7,6.5,29.8,29.8,9.0,3.8,23.3,40.4,5.9,26.0,25.7,36.4,11,0.22,1.1,3.7,0.4,1.3,76.7,0.61,3.0,10.0,0.7,2.3,48.9,0.0,30.0
53,Nicolas Jarry,10,30.0,63.7,62.8,9.8,4.3,10.4,58.6,73.1,50.4,56.3,79.7,6.7,32.0,31.9,7.6,3.6,22.5,47.9,6.4,47.0,96.3,30.5,59,0.46,2.4,5.9,0.72,1.8,67.5,0.63,3.2,8.0,1.04,2.6,48.2,55.6,40.0
54,Gabriel Diallo,2,50.0,66.3,66.0,10.0,4.7,12.2,61.1,73.3,55.4,63.1,87.5,5.9,34.5,35.6,7.6,2.5,28.2,42.5,6.2,23.0,23.0,38.5,13,0.41,2.2,6.5,0.83,2.5,42.9,0.22,1.2,3.5,0.67,2.0,50.1,0.0,50.0
55,Zhizhen Zhang,10,40.0,63.1,60.9,9.1,2.2,6.4,65.0,70.8,48.7,52.0,79.0,6.5,34.7,35.7,10.0,3.9,27.0,47.5,6.1,44.5,52.8,44.4,63,0.44,2.2,6.3,0.97,2.8,58.0,0.5,2.4,6.9,1.0,2.9,49.1,20.0,44.8
56,Roberto Bautista Agut,8,37.5,63.8,65.2,2.0,3.2,9.5,66.4,68.3,55.0,60.7,80.6,6.4,35.0,36.9,12.4,4.3,28.1,47.3,6.4,33.5,45.0,33.3,45,0.43,2.0,5.6,0.68,1.9,64.3,0.54,2.5,7.0,0.91,2.5,49.3,100.0,45.5
57,Jacob Fearnley,1,0.0,66.4,65.4,10.7,4.1,11.9,65.6,73.8,52.4,59.5,81.0,5.8,27.6,29.2,11.4,2.4,19.5,43.9,5.6,2.0,2.0,33.3,6,0.27,1.5,6.0,0.5,2.0,42.9,0.33,1.8,7.0,1.0,4.0,46.9,-,25.0
59,Roberto Carballes Baena,9,22.2,56.4,58.0,2.1,4.2,11.8,64.1,61.3,47.7,54.1,60.2,6.3,34.8,33.9,7.2,5.0,22.9,52.3,6.1,11.0,33.2,40.0,45,0.46,2.0,5.0,0.82,2.0,53.6,0.86,3.8,9.3,1.77,4.3,45.8,66.7,27.3
60,Camilo Ugo Carabelli,1,0.0,43.5,42.2,4.3,2.9,6.9,58.0,55.0,27.6,29.6,30.0,6.9,44.3,46.3,8.2,3.3,42.1,47.8,6.1,100.0,100.0,66.7,6,0.6,3.0,6.0,2.0,4.0,56.3,1.6,8.0,16.0,3.5,7.0,43.8,-,0.0
61,Fabian Marozsan,9,44.4,58.6,58.9,4.0,3.3,9.6,65.8,66.9,42.8,47.3,66.7,6.6,40.6,39.9,6.1,5.3,30.5,54.7,6.9,21.0,108.2,39.5,76,0.69,3.3,8.4,1.3,3.3,47.9,0.64,3.1,7.9,1.61,4.1,49.5,50.0,43.5
62,Kei Nishikori,4,25.0,64.1,65.2,0.7,2.1,7.0,70.3,67.6,55.8,60.0,80.0,6.4,32.8,32.4,8.8,4.9,23.5,50.9,7.0,21.0,27.3,22.7,22,0.47,2.4,5.5,0.56,1.3,57.1,0.47,2.3,5.3,1.0,2.3,47.5,0.0,22.2
63,Francisco Comesana,3,66.7,65.5,65.3,9.6,4.8,12.3,61.0,72.9,53.8,61.4,79.6,6.2,34.7,34.0,8.2,5.3,29.4,44.3,6.4,77.0,65.0,36.0,25,0.47,2.3,8.3,0.82,3.0,50.0,0.41,2.0,7.3,1.0,3.7,49.9,50.0,54.5
64,Laslo Djere,4,0.0,53.7,50.3,10.1,3.1,8.1,62.1,63.1,38.4,41.8,57.1,6.5,32.9,31.8,6.2,4.5,23.9,44.8,6.8,14.0,34.3,22.2,18,0.5,2.0,4.5,0.44,1.0,59.5,1.06,4.1,9.3,1.67,3.8,43.0,-,0.0
65,Joao Fonseca,1,0.0,59.2,57.8,6.1,2.0,7.1,71.4,65.7,42.9,46.2,62.5,6.1,24.1,21.6,1.9,3.7,15.8,43.8,6.0,30.0,30.0,0.0,4,0.44,2.0,4.0,0.0,0.0,40.0,0.63,2.5,5.0,1.5,3.0,40.8,-,0.0
66,Jaume Munar,11,9.1,57.3,58.6,4.8,5.7,15.0,62.0,64.8,45.0,53.0,65.7,6.6,36.6,37.0,6.5,3.1,31.2,45.1,6.4,27.0,32.7,35.4,82,0.59,2.7,7.5,0.97,2.6,54.7,0.76,3.5,9.6,1.6,4.4,47.1,0.0,23.3
67,Juncheng Shang,12,33.3,63.5,63.3,5.8,3.1,7.6,59.8,70.1,53.7,58.1,77.6,6.2,34.6,34.8,7.9,3.9,27.3,45.3,6.4,49.5,69.0,29.6,81,0.54,2.6,6.8,0.77,2.0,49.2,0.44,2.1,5.4,1.06,2.8,48.7,60.0,41.9
68,Mattia Bellucci,3,33.3,62.6,60.4,13.5,5.2,15.6,66.8,71.0,45.8,54.3,76.9,7.4,31.7,34.5,14.4,3.3,22.4,45.8,6.1,87.0,61.0,36.4,11,0.28,1.4,3.7,0.5,1.3,75.0,0.92,4.5,12.0,1.13,3.0,48.5,100.0,37.5
70,Learner Tien,1,100.0,63.4,64.0,4.9,3.7,10.0,63.4,65.4,60.0,66.7,84.6,6.3,39.5,46.3,16.0,1.2,26.5,59.4,6.2,195.0,195.0,36.4,11,0.85,3.7,11.0,1.33,4.0,75.0,0.62,2.7,8.0,0.67,2.0,51.5,-,66.7
71,Daniel Altmaier,6,33.3,63.8,63.0,6.0,2.1,6.2,65.8,70.2,51.7,55.1,79.5,6.3,35.8,34.1,5.6,5.5,29.1,46.0,6.5,28.5,42.2,36.4,33,0.4,1.9,5.5,0.71,2.0,52.8,0.43,2.1,6.0,1.0,2.8,49.7,60.0,41.2
72,Hamad Medjedovic,2,50.0,65.2,63.0,12.1,3.5,9.6,63.1,71.9,53.8,59.6,81.8,6.4,31.9,32.5,5.2,1.5,27.5,40.9,6.1,32.0,32.0,33.3,9,0.41,2.3,4.5,0.75,1.5,71.4,0.64,3.5,7.0,1.0,2.0,48.9,100.0,50.0
74,Yoshihito Nishioka,5,20.0,58.2,58.0,3.7,2.3,6.5,65.3,60.2,54.5,58.3,67.9,6.3,28.7,31.1,18.9,5.1,18.7,42.6,5.9,58.0,54.8,33.3,21,0.37,1.8,4.2,0.58,1.4,52.6,0.68,3.2,7.6,1.5,3.6,43.9,-,25.0
75,Arthur Rinderknech,6,33.3,61.3,58.5,11.8,3.7,8.9,58.6,70.9,47.7,52.3,72.2,6.3,32.4,33.6,9.8,3.1,24.0,44.0,6.3,24.0,21.0,26.5,49,0.54,2.5,8.2,0.65,2.2,57.6,0.66,3.0,9.8,1.25,4.2,46.8,50.0,40.0
76,Alexander Bublik,11,36.4,60.5,60.4,12.4,8.0,20.2,60.5,73.1,41.1,51.5,70.4,6.5,33.8,33.6,8.3,4.5,26.5,45.5,5.7,53.0,57.8,50.0,40,0.35,1.6,3.6,0.8,1.8,56.4,0.68,3.1,7.1,1.36,3.1,48.0,50.0,36.0
77,Roman Safiullin,9,44.4,62.9,63.0,6.7,4.1,10.7,61.6,71.1,49.6,55.6,74.5,6.2,38.1,38.5,5.8,3.0,32.7,48.3,6.7,30.0,40.8,41.5,53,0.53,2.5,5.9,1.05,2.4,58.1,0.61,3.0,6.9,1.24,2.9,50.1,0.0,42.9
78,Hugo Gaston,1,0.0,46.9,48.6,2.5,6.2,15.2,59.3,56.3,33.3,39.3,36.4,7.4,30.9,34.5,16.2,2.9,22.7,45.8,6.2,12.0,12.0,0.0,1,0.09,0.3,1.0,0.0,0.0,46.2,1.18,4.3,13.0,2.33,7.0,39.6,-,0.0
79,Aleksandar Vukic,6,33.3,60.9,59.1,7.7,2.2,5.8,62.3,72.7,41.5,44.1,69.7,6.0,33.6,35.0,12.1,4.4,24.8,48.5,6.1,7.0,40.7,36.1,36,0.48,2.3,6.0,0.81,2.2,53.1,0.64,3.1,8.2,1.44,3.8,47.2,50.0,37.5
80,Aleksandar Kovacevic,3,33.3,60.1,57.3,15.2,6.5,14.8,56.3,73.0,43.5,51.0,68.3,6.4,34.8,37.9,11.5,2.0,31.9,39.8,6.2,19.0,28.0,32.0,25,0.61,2.8,8.3,0.89,2.7,51.9,0.66,3.0,9.0,1.44,4.3,47.7,-,33.3
81,Christopher Oconnell,8,50.0,67.1,64.0,12.8,2.4,5.7,57.3,78.2,52.1,55.3,86.0,6.1,34.6,35.5,10.3,4.2,25.8,48.4,6.7,33.5,104.5,28.3,53,0.5,2.5,6.6,0.71,1.9,65.9,0.41,2.1,5.5,0.71,1.9,50.2,50.0,52.4
82,Rinky Hijikata,3,33.3,51.5,51.1,3.6,2.6,7.4,64.9,55.6,44.1,47.6,53.3,6.5,36.6,37.6,12.8,6.1,27.0,51.6,5.5,9.0,33.7,80.0,10,0.33,1.4,3.3,1.14,2.7,46.2,0.87,3.7,8.7,2.0,4.7,44.7,0.0,28.6
83,Corentin Moutet,7,42.9,58.5,59.3,1.3,2.3,6.5,64.4,65.2,46.3,49.5,70.5,6.9,38.1,37.5,3.4,2.9,33.8,47.2,6.3,50.0,69.3,44.9,49,0.55,2.6,7.0,1.16,3.1,60.6,0.75,3.5,9.4,1.37,3.7,48.7,66.7,47.4
84,Borna Coric,7,42.9,63.7,61.3,11.7,3.5,8.3,58.1,71.0,53.7,58.6,78.0,6.7,35.9,36.2,8.1,4.0,27.4,48.1,6.4,29.0,37.9,44.7,38,0.47,2.2,5.4,1.0,2.4,60.0,0.55,2.6,6.4,1.06,2.6,50.1,40.0,47.1
85,Botic Van De Zandschulp,7,14.3,59.0,59.8,6.9,6.0,14.9,59.9,69.4,43.4,51.1,69.5,6.7,35.4,34.8,4.8,3.6,26.4,50.5,6.7,16.0,28.9,38.1,42,0.51,2.5,6.0,0.94,2.3,58.3,0.73,3.5,8.6,1.47,3.6,47.1,0.0,23.5
87,Jan Lennard Struff,11,72.7,65.7,65.4,10.4,5.0,12.4,59.5,78.6,46.7,53.4,85.3,6.8,40.1,41.3,9.2,4.5,31.4,54.0,7.0,27.0,33.1,35.9,117,0.76,3.7,10.6,1.31,3.8,72.9,0.54,2.7,7.7,0.72,2.1,52.8,62.5,68.8
88,Adam Walton,3,0.0,66.6,66.4,7.9,3.8,10.8,64.8,74.2,52.5,58.9,86.3,6.7,32.0,33.2,11.2,3.7,25.1,41.7,6.5,122.0,139.0,31.8,22,0.42,2.2,7.3,0.7,2.3,66.7,0.41,2.1,7.0,0.7,2.3,49.1,25.0,30.0
