Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
1,Jannik Sinner[ITA],1,1-0,100.0%,77.2%,76.3%,7,6.9%,1,1.0%,2.3%,57.4%,82.8%,69.8%,71.4%,100.0%,6.3,1.4,Jannik Sinner[ITA],1,33.7%,35.8%,13.3%,4.1%,26.8%,51.9%,13.3%,6.5,2.2,36.0,36.0,Jannik Sinner[ITA],1,40.0%,2,5,0.33,1.7,5.0,0.67,2.0,100.0%,2,2,0.13,0.7,2.0,0.00,0.0,Jannik Sinner[ITA],1,1.48,199,55.8%,2,2-0,100.0%,66.7%,3,3-0,100.0%,31,18-13,58.1%,2:40,53.3,48.2
2,Alexander Zverev[GER],1,1-0,100.0%,73.9%,69.1%,18,20.5%,2,2.3%,8.3%,72.7%,78.1%,62.5%,68.2%,100.0%,5.9,1.5,Alexander Zverev[GER],1,41.6%,38.8%,2.7%,6.2%,27.4%,58.8%,20.0%,7.5,3.1,103.0,103.0,Alexander Zverev[GER],1,16.7%,3,18,1.20,6.0,18.0,1.00,3.0,100.0%,2,2,0.13,0.7,2.0,0.00,0.0,Alexander Zverev[GER],1,1.59,201,55.7%,0,0-0,-,0.0%,3,3-0,100.0%,30,18-12,60.0%,2:21,47.0,42.1
3,Carlos Alcaraz[ESP],1,1-0,100.0%,67.9%,69.0%,6,7.4%,4,4.9%,12.1%,59.3%,68.8%,66.7%,75.9%,84.6%,6.2,2.0,Carlos Alcaraz[ESP],1,52.8%,52.8%,0.0%,0.0%,47.2%,61.1%,61.5%,6.8,3.6,77.0,77.0,Carlos Alcaraz[ESP],1,42.1%,8,19,1.46,6.3,19.0,2.67,8.0,50.0%,2,4,0.31,1.3,4.0,0.67,2.0,Carlos Alcaraz[ESP],1,1.65,170,60.0%,0,0-0,-,0.0%,3,3-0,100.0%,26,19-7,73.1%,1:54,38.0,40.2
4,Taylor Fritz[USA],1,1-0,100.0%,75.7%,74.2%,7,10.0%,1,1.4%,4.3%,67.1%,83.0%,60.9%,63.6%,100.0%,5.8,1.4,Taylor Fritz[USA],1,52.5%,50.7%,1.3%,5.0%,34.0%,78.8%,54.5%,7.3,3.8,-,-,Taylor Fritz[USA],1,85.7%,6,7,0.64,2.3,7.0,2.00,6.0,100.0%,2,2,0.17,0.7,2.0,0.00,0.0,Taylor Fritz[USA],1,2.16,150,63.3%,0,0-0,-,0.0%,3,3-0,100.0%,23,18-5,78.3%,1:46,35.3,42.4
5,Jack Draper[GBR],1,1-0,100.0%,58.8%,56.3%,13,8.1%,3,1.9%,4.5%,58.1%,66.7%,47.8%,50.0%,78.3%,7.0,2.9,Jack Draper[GBR],1,43.1%,43.0%,3.1%,2.5%,40.7%,48.1%,31.8%,7.3,3.1,47.0,47.0,Jack Draper[GBR],1,41.2%,7,17,0.77,3.4,17.0,1.40,7.0,70.6%,12,17,0.74,3.4,17.0,1.00,5.0,Jack Draper[GBR],1,1.05,320,50.9%,0,0-0,-,0.0%,5,3-2,60.0%,45,25-20,55.6%,4:01,48.2,45.2
6,Novak Djokovic[SRB],1,1-0,100.0%,72.6%,68.4%,23,21.7%,4,3.8%,11.8%,67.9%,77.8%,61.8%,70.0%,94.7%,5.6,1.5,Novak Djokovic[SRB],1,40.3%,37.6%,3.1%,6.2%,28.2%,55.2%,22.2%,7.2,2.9,107.0,107.0,Novak Djokovic[SRB],1,36.4%,4,11,0.61,2.8,11.0,1.00,4.0,66.7%,2,3,0.16,0.8,3.0,0.25,1.0,Novak Djokovic[SRB],1,1.47,235,54.9%,0,0-0,-,0.0%,4,3-1,75.0%,37,22-15,59.5%,2:59,44.8,45.7
7,Casper Ruud[NOR],1,1-0,100.0%,65.0%,64.0%,7,5.7%,2,1.6%,5.0%,67.5%,68.7%,57.5%,60.5%,77.3%,5.6,2.0,Casper Ruud[NOR],1,39.1%,40.8%,7.2%,2.2%,26.7%,62.5%,23.8%,6.6,2.6,62.0,62.0,Casper Ruud[NOR],1,41.7%,5,12,0.57,2.4,12.0,1.00,5.0,37.5%,3,8,0.36,1.6,8.0,1.00,5.0,Casper Ruud[NOR],1,1.12,261,51.3%,0,0-0,-,0.0%,5,3-2,60.0%,43,22-21,51.2%,3:21,40.2,46.2
8,Alex De Minaur[AUS],1,1-0,100.0%,69.9%,68.4%,13,14.0%,4,4.3%,11.8%,63.4%,81.4%,50.0%,56.7%,93.3%,6.2,1.9,Alex De Minaur[AUS],1,44.4%,42.3%,5.6%,7.8%,35.6%,53.3%,35.7%,6.4,2.9,84.0,84.0,Alex De Minaur[AUS],1,50.0%,5,10,0.71,3.3,10.0,1.67,5.0,80.0%,4,5,0.33,1.7,5.0,0.33,1.0,Alex De Minaur[AUS],1,1.48,183,57.4%,0,0-0,-,0.0%,3,3-0,100.0%,29,19-10,65.5%,2:22,47.3,46.6
9,Lorenzo Musetti[ITA],1,1-0,100.0%,58.5%,58.8%,6,4.1%,5,3.4%,8.6%,60.5%,62.9%,51.7%,56.6%,63.6%,6.7,2.8,Lorenzo Musetti[ITA],1,45.4%,42.9%,3.8%,7.1%,37.5%,54.0%,42.9%,8.7,4.0,39.0,39.0,Lorenzo Musetti[ITA],1,32.1%,9,28,1.33,7.0,28.0,2.25,9.0,50.0%,8,16,0.73,4.0,16.0,2.00,8.0,Lorenzo Musetti[ITA],1,1.09,330,51.2%,2,2-0,100.0%,50.0%,4,3-1,75.0%,43,23-20,53.5%,4:06,61.5,44.7
10,Holger Rune[DEN],1,1-0,100.0%,71.0%,70.9%,10,7.6%,4,3.1%,8.9%,65.6%,72.1%,68.9%,75.6%,87.5%,5.5,1.6,Holger Rune[DEN],1,34.5%,39.5%,14.8%,1.4%,22.8%,56.0%,16.7%,5.9,2.0,49.0,49.0,Holger Rune[DEN],1,40.0%,4,10,0.42,2.0,10.0,0.80,4.0,50.0%,3,6,0.25,1.2,6.0,0.60,3.0,Holger Rune[DEN],1,1.19,273,52.0%,0,0-0,-,0.0%,5,3-2,60.0%,48,25-23,52.1%,3:10,38.0,41.8
