Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
21,Jakub Mensik[CZE],20,14-6,70.0%,67.1%,63.7%,302,17.6%,80,4.7%,11.9%,61.0%,79.2%,48.1%,54.6%,85.9%,6.4,2.1,Jakub Mensik[CZE],20,36.2%,36.8%,6.8%,3.0%,29.2%,49.6%,19.3%,6.4,2.3,31.0,51.0,Jakub Mensik[CZE],20,37.1%,52,140,0.52,2.6,7.0,0.96,2.6,65.5%,72,110,0.41,2.0,5.5,0.70,1.9,Jakub Mensik[CZE],20,1.10,3448,51.6%,15,11-4,73.3%,27.8%,54,35-19,64.8%,539,284-255,52.7%,1:58,43.9,41.2
22,Ugo Humbert[FRA],16,11-5,68.8%,68.1%,66.2%,129,11.4%,33,2.9%,7.2%,59.6%,77.9%,53.7%,57.9%,85.3%,5.9,1.9,Ugo Humbert[FRA],16,35.2%,36.8%,11.0%,3.8%,25.9%,50.2%,20.5%,6.2,2.2,54.0,79.8,Ugo Humbert[FRA],16,38.4%,38,99,0.54,2.4,6.2,0.93,2.4,59.4%,41,69,0.36,1.7,4.3,0.68,1.8,Ugo Humbert[FRA],16,1.10,2279,51.5%,4,3-1,75.0%,9.8%,41,29-12,70.7%,376,201-175,53.5%,1:43,40.1,43.3
23,Sebastian Korda[USA],11,6-5,54.5%,65.4%,63.6%,97,10.5%,29,3.1%,8.3%,62.3%,74.2%,51.0%,55.6%,84.4%,6.3,2.2,Sebastian Korda[USA],11,33.8%,34.7%,10.1%,4.0%,26.4%,47.0%,18.4%,6.2,2.1,61.5,64.7,Sebastian Korda[USA],11,40.9%,27,66,0.45,2.2,6.0,0.90,2.5,60.3%,35,58,0.39,1.9,5.3,0.77,2.1,Sebastian Korda[USA],11,0.98,1837,49.8%,8,4-4,50.0%,26.7%,30,17-13,56.7%,294,151-143,51.4%,1:56,42.5,41.6
24,Karen Khachanov[RUS],12,5-7,41.7%,66.1%,64.7%,83,8.5%,25,2.6%,6.7%,61.6%,75.3%,51.3%,55.0%,82.3%,6.2,2.1,Karen Khachanov[RUS],12,36.3%,36.5%,8.0%,4.2%,27.1%,51.1%,19.6%,6.5,2.3,66.0,131.3,Karen Khachanov[RUS],12,35.6%,32,90,0.55,2.7,7.5,0.97,2.7,63.2%,48,76,0.48,2.3,6.3,0.85,2.3,Karen Khachanov[RUS],12,1.07,2026,50.6%,6,4-2,66.7%,18.2%,33,16-17,48.5%,321,162-159,50.5%,2:05,45.3,44.3
25,Alexei Popyrin[AUS],9,2-7,22.2%,65.1%,63.8%,67,9.5%,24,3.4%,9.1%,62.6%,74.8%,48.7%,53.6%,80.0%,6.1,2.1,Alexei Popyrin[AUS],9,32.6%,33.3%,7.6%,2.7%,25.6%,43.5%,9.4%,6.4,2.1,53.0,74.8,Alexei Popyrin[AUS],9,22.0%,11,50,0.43,2.2,5.6,0.48,1.2,62.3%,38,61,0.53,2.7,6.8,1.00,2.6,Alexei Popyrin[AUS],9,0.93,1450,48.3%,3,2-1,66.7%,13.0%,23,8-15,34.8%,232,103-129,44.4%,2:01,47.3,45.1
26,Alejandro Davidovich Fokina[ESP],22,14-8,63.6%,61.8%,61.7%,79,4.4%,44,2.5%,7.2%,66.0%,67.2%,51.4%,55.4%,76.9%,6.6,2.5,Alejandro Davidovich Fokina[ESP],22,38.9%,40.2%,8.2%,3.4%,29.6%,54.0%,26.1%,6.5,2.5,48.5,68.2,Alejandro Davidovich Fokina[ESP],22,43.3%,71,164,0.60,2.9,7.5,1.25,3.2,60.9%,98,161,0.59,2.8,7.3,1.11,2.9,Alejandro Davidovich Fokina[ESP],22,1.02,3554,50.5%,14,9-5,64.3%,24.6%,57,33-24,57.9%,545,281-264,51.6%,2:01,46.7,45.0
27,Felix Auger Aliassime[CAN],24,17-7,70.8%,68.0%,65.9%,262,13.3%,73,3.7%,11.8%,68.6%,75.2%,52.4%,59.4%,85.3%,6.1,2.0,Felix Auger Aliassime[CAN],24,37.0%,37.7%,7.3%,3.3%,29.7%,49.3%,18.9%,6.6,2.5,71.0,107.9,Felix Auger Aliassime[CAN],24,30.8%,61,198,0.61,3.0,8.3,0.94,2.5,68.2%,101,148,0.46,2.3,6.2,0.72,2.0,Felix Auger Aliassime[CAN],24,1.16,4093,51.9%,13,10-3,76.9%,20.0%,65,40-25,61.5%,642,334-308,52.0%,2:11,48.5,46.2
28,Denis Shapovalov[CAN],18,12-6,66.7%,63.4%,65.4%,144,10.4%,120,8.6%,20.2%,57.2%,74.3%,48.7%,61.1%,80.7%,6.4,2.3,Denis Shapovalov[CAN],18,37.6%,37.6%,4.6%,2.8%,32.2%,48.5%,23.4%,6.3,2.4,46.0,45.8,Denis Shapovalov[CAN],18,45.4%,49,108,0.52,2.5,6.0,1.14,2.7,63.5%,73,115,0.53,2.7,6.4,0.98,2.3,Denis Shapovalov[CAN],18,1.03,2714,50.8%,11,5-6,45.5%,25.6%,43,25-18,58.1%,427,225-202,52.7%,1:46,44.3,42.1
29,Brandon Nakashima[USA],18,10-8,55.6%,69.0%,65.9%,154,12.2%,20,1.6%,4.5%,64.6%,77.3%,53.8%,56.3%,86.6%,6.0,1.9,Brandon Nakashima[USA],18,35.3%,36.0%,7.6%,3.1%,28.3%,45.3%,18.1%,6.5,2.3,54.0,59.7,Brandon Nakashima[USA],18,38.5%,37,96,0.47,2.3,5.3,0.88,2.1,61.6%,45,73,0.35,1.7,4.1,0.67,1.6,Brandon Nakashima[USA],18,1.14,2585,51.7%,10,3-7,30.0%,23.8%,42,21-21,50.0%,413,218-195,52.8%,1:45,45.1,44.0
30,Matteo Berrettini[ITA],16,9-7,56.3%,71.5%,67.9%,201,15.1%,25,1.9%,6.5%,71.0%,77.9%,56.0%,59.8%,89.9%,6.1,1.7,Matteo Berrettini[ITA],16,33.5%,34.4%,8.7%,3.2%,26.4%,46.8%,16.0%,6.3,2.1,33.0,35.8,Matteo Berrettini[ITA],16,36.8%,35,95,0.43,2.2,5.9,0.81,2.2,71.1%,54,76,0.35,1.8,4.8,0.51,1.4,Matteo Berrettini[ITA],16,1.17,2705,52.2%,13,7-6,53.8%,30.2%,43,25-18,58.1%,437,231-206,52.9%,2:04,46.2,44.1
