Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
2,Alexander Zverev[GER],8,4-4,50.0%,68.9%,67.5%,57,10.3%,16,2.9%,9.9%,71.0%,72.2%,60.9%,67.6%,82.8%,5.6,1.7,Alexander Zverev[GER],8,36.9%,37.4%,5.8%,2.6%,30.1%,49.8%,21.8%,6.4,2.3,35.5,40.0,Alexander Zverev[GER],8,41.5%,22,53,0.52,2.7,6.6,1.10,2.8,50.0%,17,34,0.34,1.7,4.3,0.85,2.1,Alexander Zverev[GER],8,1.18,1199,51.7%,4,2-2,50.0%,20.0%,20,11-9,55.0%,200,104-96,52.0%,1:57,47.0,47.0
3,Carlos Alcaraz[ESP],11,9-2,81.8%,64.1%,65.6%,38,4.9%,37,4.7%,12.8%,63.0%,69.1%,55.7%,63.9%,82.5%,6.5,2.3,Carlos Alcaraz[ESP],11,44.7%,43.3%,2.7%,4.6%,36.6%,58.3%,38.1%,6.7,3.0,26.0,34.2,Carlos Alcaraz[ESP],11,45.0%,45,100,0.85,3.7,9.1,1.67,4.1,71.2%,52,73,0.61,2.7,6.6,0.78,1.9,Carlos Alcaraz[ESP],11,1.25,1570,54.4%,2,2-0,100.0%,7.4%,27,20-7,74.1%,238,144-94,60.5%,1:43,41.9,43.3
4,Taylor Fritz[USA],11,8-3,72.7%,69.0%,66.0%,92,11.8%,12,1.5%,4.7%,67.1%,77.4%,51.8%,54.3%,90.3%,5.8,1.8,Taylor Fritz[USA],11,36.0%,37.6%,9.8%,3.2%,28.1%,52.1%,19.4%,6.3,2.3,38.0,60.5,Taylor Fritz[USA],11,39.1%,25,64,0.50,2.6,5.8,1.00,2.3,70.5%,31,44,0.33,1.8,4.0,0.52,1.2,Taylor Fritz[USA],11,1.16,1589,52.2%,4,1-3,25.0%,16.0%,25,16-9,64.0%,263,146-117,55.5%,1:44,45.8,43.2
5,Jack Draper[GBR],15,12-3,80.0%,68.0%,67.8%,82,8.7%,36,3.8%,9.8%,61.0%,76.0%,55.6%,61.6%,86.9%,6.2,2.0,Jack Draper[GBR],15,41.2%,41.9%,5.6%,3.0%,32.7%,54.6%,31.6%,6.5,2.7,31.0,89.1,Jack Draper[GBR],15,47.5%,48,101,0.66,3.2,6.7,1.50,3.2,67.7%,42,62,0.41,1.9,4.1,0.63,1.3,Jack Draper[GBR],15,1.29,1936,54.3%,5,3-2,60.0%,15.6%,32,25-7,78.1%,305,181-124,59.3%,1:34,44.1,43.7
6,Novak Djokovic[SRB],9,5-4,55.6%,67.8%,66.4%,50,9.6%,14,2.7%,9.8%,72.4%,76.1%,46.2%,51.2%,82.0%,5.8,1.9,Novak Djokovic[SRB],9,38.4%,39.6%,7.1%,2.8%,31.5%,50.2%,25.0%,6.5,2.5,44.0,46.9,Novak Djokovic[SRB],9,44.0%,22,50,0.57,2.6,5.6,1.16,2.4,44.8%,13,29,0.33,1.5,3.2,0.84,1.8,Novak Djokovic[SRB],9,1.19,1094,52.4%,5,3-2,60.0%,26.3%,19,11-8,57.9%,177,95-82,53.7%,1:35,44.8,46.7
7,Casper Ruud[NOR],12,9-3,75.0%,65.8%,65.9%,58,6.3%,32,3.5%,10.6%,67.0%,73.1%,50.8%,56.8%,85.8%,6.5,2.2,Casper Ruud[NOR],12,37.5%,37.8%,4.9%,2.6%,30.2%,50.3%,23.5%,6.6,2.5,25.5,30.9,Casper Ruud[NOR],12,36.8%,32,87,0.64,3.1,7.3,1.14,2.7,75.3%,61,81,0.57,2.9,6.8,0.71,1.7,Casper Ruud[NOR],12,1.10,1815,51.8%,2,1-1,50.0%,7.1%,28,20-8,71.4%,277,153-124,55.2%,1:49,46.8,43.3
8,Alex De Minaur[AUS],13,9-4,69.2%,66.2%,67.0%,29,3.7%,23,2.9%,6.6%,55.5%,74.2%,56.3%,60.3%,81.1%,5.9,2.0,Alex De Minaur[AUS],13,43.8%,44.3%,5.7%,3.7%,35.8%,55.7%,37.1%,6.3,2.8,26.0,31.8,Alex De Minaur[AUS],13,52.1%,49,94,0.71,3.2,7.2,1.69,3.8,56.1%,32,57,0.43,2.0,4.4,0.86,1.9,Alex De Minaur[AUS],13,1.30,1618,54.6%,3,1-2,33.3%,10.3%,29,19-10,65.5%,264,156-108,59.1%,1:36,42.8,46.1
9,Lorenzo Musetti[ITA],16,12-4,75.0%,62.9%,62.8%,42,3.3%,23,1.8%,5.8%,68.4%,66.9%,54.3%,57.6%,78.1%,6.4,2.4,Lorenzo Musetti[ITA],16,39.7%,38.9%,4.8%,4.5%,29.7%,55.6%,25.4%,6.7,2.7,20.0,30.1,Lorenzo Musetti[ITA],16,36.2%,50,138,0.70,3.4,8.6,1.22,3.1,57.4%,58,101,0.52,2.5,6.3,1.05,2.7,Lorenzo Musetti[ITA],16,1.07,2577,51.1%,6,4-2,66.7%,14.6%,41,26-15,63.4%,393,203-190,51.7%,2:05,48.7,46.5
10,Holger Rune[DEN],9,5-4,55.6%,64.3%,65.6%,20,3.6%,21,3.7%,10.0%,62.6%,72.1%,51.4%,57.1%,78.5%,6.0,2.2,Holger Rune[DEN],9,38.7%,41.0%,9.5%,2.7%,31.4%,50.2%,23.4%,6.2,2.4,36.0,40.3,Holger Rune[DEN],9,42.3%,22,52,0.55,2.6,5.8,1.10,2.4,53.5%,23,43,0.46,2.2,4.8,1.00,2.2,Holger Rune[DEN],9,1.08,1148,51.2%,1,0-1,0.0%,5.0%,20,11-9,55.0%,187,95-92,50.8%,1:35,42.7,44.6
11,Daniil Medvedev[RUS],12,8-4,66.7%,59.6%,60.5%,44,5.8%,41,5.4%,12.3%,56.3%,69.3%,47.0%,53.6%,70.5%,6.3,2.5,Daniil Medvedev[RUS],12,42.6%,41.8%,2.7%,3.3%,36.5%,52.5%,33.1%,6.6,2.8,32.0,40.2,Daniil Medvedev[RUS],12,47.7%,41,86,0.69,3.2,7.2,1.52,3.4,52.6%,40,76,0.62,2.8,6.3,1.33,3.0,Daniil Medvedev[RUS],12,1.05,1588,50.8%,2,2-0,100.0%,7.4%,27,15-12,55.6%,246,127-119,51.6%,1:39,43.9,44.8
12,Tommy Paul[USA],8,5-3,62.5%,62.3%,60.6%,49,9.1%,17,3.1%,8.1%,61.4%,69.9%,50.2%,54.7%,74.4%,6.3,2.4,Tommy Paul[USA],8,38.2%,37.1%,6.7%,5.6%,29.3%,51.8%,25.3%,6.4,2.4,45.0,50.0,Tommy Paul[USA],8,46.8%,22,47,0.54,2.6,5.9,1.22,2.8,52.2%,24,46,0.53,2.6,5.8,1.22,2.8,Tommy Paul[USA],8,1.01,1094,50.1%,3,2-1,66.7%,16.7%,18,10-8,55.6%,173,86-87,49.7%,1:34,41.8,41.2
13,Ben Shelton[USA],8,4-4,50.0%,63.4%,61.9%,57,9.5%,21,3.5%,9.3%,62.4%,70.2%,52.0%,57.4%,78.7%,6.4,2.3,Ben Shelton[USA],8,36.9%,37.5%,4.3%,1.6%,31.6%,47.0%,21.7%,6.3,2.3,37.5,58.1,Ben Shelton[USA],8,47.6%,20,42,0.46,2.2,5.3,1.05,2.5,58.3%,28,48,0.51,2.5,6.0,1.05,2.5,Ben Shelton[USA],8,1.01,1173,50.4%,5,3-2,60.0%,26.3%,19,10-9,52.6%,186,94-92,50.5%,1:44,43.6,42.4
14,Arthur Fils[FRA],13,9-4,69.2%,65.1%,65.9%,53,5.3%,39,3.9%,10.9%,64.0%,72.7%,51.5%,57.9%,81.5%,6.3,2.2,Arthur Fils[FRA],13,39.7%,40.4%,7.3%,3.7%,31.7%,51.8%,26.9%,6.8,2.7,35.0,36.2,Arthur Fils[FRA],13,41.2%,42,102,0.65,3.1,7.8,1.27,3.2,58.6%,41,70,0.45,2.1,5.4,0.88,2.2,Arthur Fils[FRA],13,1.14,2044,52.0%,6,2-4,33.3%,18.2%,33,19-14,57.6%,313,170-143,54.3%,1:52,44.0,42.7
15,Grigor Dimitrov[BUL],15,11-4,73.3%,65.5%,65.7%,90,8.2%,51,4.6%,11.3%,59.1%,74.2%,52.9%,59.6%,81.3%,6.3,2.2,Grigor Dimitrov[BUL],15,37.5%,37.9%,6.4%,3.2%,30.9%,50.7%,22.0%,6.4,2.4,36.0,77.6,Grigor Dimitrov[BUL],15,35.2%,38,108,0.62,3.0,7.2,1.06,2.5,66.0%,64,97,0.55,2.7,6.5,0.92,2.2,Grigor Dimitrov[BUL],15,1.09,2211,51.4%,7,4-3,57.1%,19.4%,36,23-13,63.9%,349,181-168,51.9%,1:48,45.2,44.2
16,Frances Tiafoe[USA],9,5-4,55.6%,62.3%,61.0%,58,7.7%,21,2.8%,6.5%,57.2%,71.5%,50.2%,53.6%,76.9%,7.0,2.6,Frances Tiafoe[USA],9,39.0%,40.7%,9.2%,3.5%,33.3%,48.6%,24.1%,6.9,2.7,44.0,77.0,Frances Tiafoe[USA],9,36.1%,26,72,0.67,3.4,8.0,1.24,2.9,64.3%,45,70,0.65,3.3,7.8,1.19,2.8,Frances Tiafoe[USA],9,1.04,1502,50.7%,6,4-2,66.7%,28.6%,21,12-9,57.1%,216,109-107,50.5%,1:57,50.1,42.1
17,Andrey Rublev[RUS],5,1-4,20.0%,62.2%,60.9%,29,9.2%,12,3.8%,9.9%,61.6%,69.6%,50.4%,56.0%,70.9%,5.7,2.2,Andrey Rublev[RUS],5,39.2%,39.8%,9.6%,5.4%,25.6%,55.2%,25.9%,6.2,2.4,43.0,43.7,Andrey Rublev[RUS],5,42.4%,14,33,0.61,3.0,6.6,1.27,2.8,50.0%,16,32,0.58,2.9,6.4,1.45,3.2,Andrey Rublev[RUS],5,1.04,649,50.4%,1,1-0,100.0%,9.1%,11,3-8,27.3%,109,53-56,48.6%,1:30,41.1,41.8
