Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
11,Daniil Medvedev[RUS],7,5-2,71.4%,65.9%,67.0%,43,10.5%,28,6.8%,16.7%,59.0%,78.1%,48.2%,57.9%,79.7%,5.9,2.0,Daniil Medvedev[RUS],7,43.6%,43.0%,4.8%,4.6%,36.5%,56.9%,33.3%,6.7,2.9,32.0,60.6,Daniil Medvedev[RUS],7,44.4%,24,54,0.75,3.4,7.7,1.50,3.4,51.7%,15,29,0.42,1.8,4.1,0.88,2.0,Daniil Medvedev[RUS],7,1.28,892,53.8%,1,1-0,100.0%,6.3%,16,11-5,68.8%,141,79-62,56.0%,1:31,39.8,42.8
12,Tommy Paul[USA],6,4-2,66.7%,61.5%,59.9%,37,8.1%,13,2.9%,7.6%,62.6%,69.7%,47.6%,51.6%,76.1%,6.4,2.5,Tommy Paul[USA],6,38.3%,39.4%,7.4%,2.9%,30.7%,52.2%,25.7%,6.3,2.4,66.0,103.3,Tommy Paul[USA],6,45.0%,18,40,0.57,2.5,6.7,1.13,3.0,59.5%,25,42,0.59,2.6,7.0,1.06,2.8,Tommy Paul[USA],6,0.99,898,50.0%,1,1-0,100.0%,6.3%,16,9-7,56.3%,141,72-69,51.1%,1:46,39.7,42.4
13,Ben Shelton[USA],6,3-3,50.0%,67.6%,67.1%,36,7.2%,14,2.8%,8.0%,65.2%,73.6%,56.3%,61.3%,89.5%,6.6,2.1,Ben Shelton[USA],6,32.8%,31.0%,5.8%,5.2%,23.3%,47.2%,13.2%,6.5,2.1,56.0,56.5,Ben Shelton[USA],6,47.6%,10,21,0.28,1.4,3.5,0.67,1.7,75.8%,25,33,0.43,2.2,5.5,0.53,1.3,Ben Shelton[USA],6,1.01,997,50.3%,8,4-4,50.0%,53.3%,15,8-7,53.3%,152,78-74,51.3%,1:60,47.8,43.1
14,Arthur Fils[FRA],6,5-1,83.3%,66.7%,65.9%,29,6.7%,10,2.3%,5.8%,60.2%,71.2%,59.9%,63.6%,84.5%,6.1,2.0,Arthur Fils[FRA],6,39.9%,41.7%,7.5%,2.3%,31.6%,54.5%,29.0%,6.2,2.5,48.5,45.3,Arthur Fils[FRA],6,60.6%,20,33,0.48,2.2,5.5,1.33,3.3,57.7%,15,26,0.37,1.7,4.3,0.73,1.8,Arthur Fils[FRA],6,1.20,858,53.4%,1,1-0,100.0%,6.7%,15,11-4,73.3%,140,80-60,57.1%,1:41,40.5,42.4
15,Grigor Dimitrov[BUL],5,3-2,60.0%,69.9%,68.4%,46,13.7%,14,4.2%,11.1%,62.4%,79.4%,54.0%,60.7%,84.5%,5.8,1.7,Grigor Dimitrov[BUL],5,34.5%,34.2%,6.5%,3.8%,28.1%,48.3%,17.2%,6.4,2.2,32.0,42.6,Grigor Dimitrov[BUL],5,28.6%,10,35,0.60,2.9,7.0,0.83,2.0,60.9%,14,23,0.40,1.9,4.6,0.75,1.8,Grigor Dimitrov[BUL],5,1.14,706,51.3%,2,1-1,50.0%,16.7%,12,7-5,58.3%,116,59-57,50.9%,1:40,41.5,42.3
16,Frances Tiafoe[USA],5,1-4,20.0%,65.0%,62.9%,39,10.9%,11,3.1%,7.2%,57.4%,76.6%,49.3%,53.2%,78.0%,6.1,2.1,Frances Tiafoe[USA],5,35.4%,38.1%,11.7%,2.9%,29.1%,46.9%,15.9%,6.5,2.3,48.0,55.0,Frances Tiafoe[USA],5,32.3%,10,31,0.49,2.6,6.2,0.83,2.0,56.7%,17,30,0.51,2.5,6.0,1.08,2.6,Frances Tiafoe[USA],5,1.01,769,49.2%,2,1-1,50.0%,16.7%,12,4-8,33.3%,122,56-66,45.9%,1:50,45.9,43.0
17,Andrey Rublev[RUS],6,3-3,50.0%,64.8%,62.5%,37,9.6%,8,2.1%,5.6%,63.0%,73.3%,50.3%,53.3%,75.8%,5.8,2.1,Andrey Rublev[RUS],6,38.4%,39.3%,7.5%,3.4%,33.2%,50.8%,21.5%,6.4,2.4,48.0,51.7,Andrey Rublev[RUS],6,35.0%,14,40,0.62,3.1,6.7,1.08,2.3,54.3%,19,35,0.53,2.7,5.8,1.23,2.7,Andrey Rublev[RUS],6,1.09,800,51.1%,2,2-0,100.0%,15.4%,13,7-6,53.8%,131,64-67,48.9%,1:27,40.2,39.2
18,Francisco Cerundolo[ARG],8,7-1,87.5%,66.2%,66.6%,37,6.4%,22,3.8%,9.6%,60.5%,73.9%,54.4%,60.2%,86.4%,6.6,2.2,Francisco Cerundolo[ARG],8,41.8%,41.8%,3.6%,2.6%,36.5%,52.2%,31.8%,6.3,2.6,60.0,61.3,Francisco Cerundolo[ARG],8,50.9%,27,53,0.62,2.9,6.6,1.50,3.4,76.5%,39,51,0.58,2.8,6.4,0.67,1.5,Francisco Cerundolo[ARG],8,1.24,1110,54.5%,2,1-1,50.0%,11.1%,18,14-4,77.8%,173,103-70,59.5%,1:42,45.1,43.9
19,Stefanos Tsitsipas[GRE],5,4-1,80.0%,67.2%,68.3%,25,6.3%,18,4.5%,11.3%,59.9%,74.9%,55.6%,62.7%,85.2%,6.5,2.1,Stefanos Tsitsipas[GRE],5,36.0%,37.0%,6.0%,1.9%,28.6%,48.7%,21.3%,6.9,2.5,24.0,29.4,Stefanos Tsitsipas[GRE],5,34.2%,13,38,0.62,3.2,7.6,1.08,2.6,64.0%,16,25,0.41,2.1,5.0,0.75,1.8,Stefanos Tsitsipas[GRE],5,1.10,819,51.2%,4,3-1,75.0%,33.3%,12,8-4,66.7%,122,65-57,53.3%,1:56,48.3,42.4
20,Tomas Machac[CZE],2,2-0,100.0%,69.8%,68.8%,15,11.6%,5,3.9%,10.2%,62.0%,76.3%,59.2%,65.9%,85.7%,6.1,1.9,Tomas Machac[CZE],2,42.0%,42.4%,3.1%,1.5%,41.0%,43.8%,30.0%,6.6,2.8,73.0,67.7,Tomas Machac[CZE],2,46.2%,6,13,0.65,3.3,6.5,1.50,3.0,25.0%,1,4,0.19,1.0,2.0,0.75,1.5,Tomas Machac[CZE],2,1.39,260,55.8%,2,2-0,100.0%,50.0%,4,4-0,100.0%,41,24-17,58.5%,1:33,46.3,42.7
21,Jakub Mensik[CZE],4,3-1,75.0%,67.8%,66.7%,36,12.2%,13,4.4%,11.6%,62.0%,77.6%,51.8%,58.6%,91.1%,6.6,2.1,Jakub Mensik[CZE],4,37.5%,38.6%,6.4%,2.1%,35.4%,41.8%,18.6%,6.6,2.5,21.0,41.2,Jakub Mensik[CZE],4,32.0%,8,25,0.58,2.8,6.3,0.89,2.0,80.0%,16,20,0.44,2.2,5.0,0.44,1.0,Jakub Mensik[CZE],4,1.16,578,52.9%,1,1-0,100.0%,11.1%,9,6-3,66.7%,88,49-39,55.7%,1:32,40.8,38.1
22,Ugo Humbert[FRA],4,1-3,25.0%,62.4%,59.0%,34,11.1%,6,2.0%,5.3%,62.7%,72.4%,45.6%,48.1%,74.0%,6.1,2.3,Ugo Humbert[FRA],4,31.4%,34.1%,14.2%,3.2%,22.3%,47.3%,11.8%,6.1,1.9,47.5,43.5,Ugo Humbert[FRA],4,27.3%,6,22,0.43,2.0,5.5,0.55,1.5,59.4%,19,32,0.64,2.9,8.0,1.18,3.3,Ugo Humbert[FRA],4,0.84,615,46.8%,1,1-0,100.0%,9.1%,11,4-7,36.4%,101,43-58,42.6%,1:48,39.3,42.1
23,Sebastian Korda[USA],3,2-1,66.7%,66.8%,66.0%,19,8.3%,7,3.1%,7.5%,59.4%,80.1%,47.3%,51.2%,91.2%,6.7,2.2,Sebastian Korda[USA],3,34.3%,32.8%,5.2%,4.7%,28.4%,44.3%,14.7%,6.3,2.1,46.0,43.3,Sebastian Korda[USA],3,38.5%,5,13,0.38,1.9,4.3,0.71,1.7,80.0%,12,15,0.44,2.1,5.0,0.43,1.0,Sebastian Korda[USA],3,1.03,442,51.1%,1,0-1,0.0%,14.3%,7,4-3,57.1%,68,36-32,52.9%,1:47,45.7,43.4
24,Karen Khachanov[RUS],4,1-3,25.0%,61.2%,61.1%,20,6.3%,12,3.8%,9.0%,58.0%,72.8%,45.1%,49.6%,75.5%,6.5,2.5,Karen Khachanov[RUS],4,36.0%,34.7%,3.7%,4.0%,28.2%,49.6%,21.6%,6.4,2.3,76.5,67.5,Karen Khachanov[RUS],4,29.7%,11,37,0.73,3.7,9.3,1.10,2.8,61.3%,19,31,0.63,3.1,7.8,1.20,3.0,Karen Khachanov[RUS],4,0.93,645,48.4%,1,0-1,0.0%,10.0%,10,4-6,40.0%,100,48-52,48.0%,1:59,47.7,44.4
25,Alexei Popyrin[AUS],2,1-1,50.0%,66.7%,65.1%,20,10.3%,6,3.1%,9.0%,65.6%,78.1%,44.8%,49.2%,86.7%,6.5,2.2,Alexei Popyrin[AUS],2,35.7%,36.2%,3.6%,1.4%,27.0%,53.4%,12.5%,6.9,2.5,97.0,97.0,Alexei Popyrin[AUS],2,21.1%,4,19,0.59,3.2,9.5,0.67,2.0,80.0%,16,20,0.67,3.3,10.0,0.67,2.0,Alexei Popyrin[AUS],2,1.07,416,50.2%,0,0-0,-,0.0%,6,3-3,50.0%,62,30-32,48.4%,2:36,51.8,44.9
26,Alejandro Davidovich Fokina[ESP],7,4-3,57.1%,57.0%,56.2%,26,4.5%,12,2.1%,6.7%,68.7%,61.8%,46.7%,50.0%,67.5%,6.9,3.0,Alejandro Davidovich Fokina[ESP],7,39.7%,40.0%,6.6%,3.9%,29.1%,55.5%,28.4%,6.7,2.7,18.0,32.4,Alejandro Davidovich Fokina[ESP],7,35.9%,23,64,0.79,3.6,9.1,1.28,3.3,63.5%,47,74,0.89,4.1,10.6,1.50,3.9,Alejandro Davidovich Fokina[ESP],7,0.92,1119,48.6%,2,0-2,0.0%,11.1%,18,8-10,44.4%,164,79-85,48.2%,1:55,44.9,43.3
27,Felix Auger Aliassime[CAN],3,3-0,100.0%,69.6%,67.4%,32,13.9%,8,3.5%,12.1%,71.3%,77.4%,50.0%,56.9%,87.8%,5.6,1.7,Felix Auger Aliassime[CAN],3,38.0%,39.1%,8.3%,3.4%,30.4%,51.0%,17.1%,6.5,2.5,76.5,73.0,Felix Auger Aliassime[CAN],3,28.0%,7,25,0.61,3.1,8.3,0.88,2.3,61.5%,8,13,0.32,1.6,4.3,0.63,1.7,Felix Auger Aliassime[CAN],3,1.25,496,52.6%,1,1-0,100.0%,12.5%,8,6-2,75.0%,82,43-39,52.4%,2:13,49.9,48.3
28,Denis Shapovalov[CAN],3,2-1,66.7%,62.4%,64.9%,27,12.4%,23,10.6%,23.7%,55.5%,73.6%,48.5%,63.5%,74.3%,6.2,2.3,Denis Shapovalov[CAN],3,36.7%,36.1%,5.9%,4.3%,32.2%,44.3%,21.2%,5.7,2.1,34.0,27.7,Denis Shapovalov[CAN],3,63.6%,7,11,0.33,1.6,3.7,1.00,2.3,66.7%,18,27,0.77,3.9,9.0,1.29,3.0,Denis Shapovalov[CAN],3,0.98,406,50.5%,1,1-0,100.0%,14.3%,7,4-3,57.1%,68,33-35,48.5%,1:35,40.7,42.1
29,Brandon Nakashima[USA],7,3-4,42.9%,70.4%,67.2%,51,12.6%,6,1.5%,4.4%,66.7%,77.4%,56.3%,58.9%,83.8%,5.5,1.6,Brandon Nakashima[USA],7,34.1%,35.1%,11.6%,4.8%,26.1%,46.9%,15.1%,6.3,2.1,15.0,50.0,Brandon Nakashima[USA],7,44.0%,11,25,0.34,1.6,3.6,0.69,1.6,47.8%,11,23,0.31,1.4,3.3,0.75,1.7,Brandon Nakashima[USA],7,1.15,862,51.2%,2,0-2,0.0%,12.5%,16,7-9,43.8%,147,73-74,49.7%,1:27,37.9,42.3
30,Matteo Berrettini[ITA],4,3-1,75.0%,71.4%,67.6%,48,15.9%,6,2.0%,6.1%,67.1%,80.2%,53.5%,57.0%,89.4%,6.4,1.8,Matteo Berrettini[ITA],4,32.6%,33.6%,7.0%,2.0%,31.6%,34.9%,13.0%,6.5,2.1,33.5,38.3,Matteo Berrettini[ITA],4,37.5%,6,16,0.35,1.8,4.0,0.67,1.5,73.7%,14,19,0.40,2.1,4.8,0.56,1.3,Matteo Berrettini[ITA],4,1.14,599,52.1%,4,3-1,75.0%,44.4%,9,6-3,66.7%,93,48-45,51.6%,1:53,50.1,45.2
31,Hubert Hurkacz[POL],2,1-1,50.0%,70.3%,67.0%,20,14.5%,3,2.2%,5.3%,58.7%,84.0%,50.9%,53.7%,90.9%,6.3,1.9,Hubert Hurkacz[POL],2,30.1%,30.4%,9.8%,3.8%,28.2%,33.3%,8.7%,5.8,1.7,38.0,38.0,Hubert Hurkacz[POL],2,40.0%,2,5,0.22,1.0,2.5,0.40,1.0,85.7%,12,14,0.64,2.8,7.0,0.40,1.0,Hubert Hurkacz[POL],2,1.01,271,50.6%,1,1-0,100.0%,20.0%,5,3-2,60.0%,45,22-23,48.9%,1:32,36.6,40.5
32,Alex Michelsen[USA],6,3-3,50.0%,59.9%,60.3%,17,3.9%,14,3.2%,9.7%,66.6%,64.7%,50.3%,55.7%,73.8%,6.7,2.7,Alex Michelsen[USA],6,37.4%,37.5%,5.4%,3.0%,35.1%,41.5%,22.4%,6.9,2.6,43.0,98.7,Alex Michelsen[USA],6,30.0%,15,50,0.75,3.6,8.3,1.07,2.5,55.3%,21,38,0.58,2.7,6.3,1.21,2.8,Alex Michelsen[USA],6,0.93,894,48.3%,4,1-3,25.0%,28.6%,14,5-9,35.7%,132,63-69,47.7%,1:55,49.4,46.4
33,Sebastian Baez[ARG],6,3-3,50.0%,59.0%,59.9%,5,1.0%,11,2.3%,8.0%,71.3%,64.6%,44.9%,48.8%,66.7%,6.4,2.6,Sebastian Baez[ARG],6,38.9%,38.7%,5.2%,3.6%,35.9%,43.9%,25.6%,6.4,2.5,72.0,60.3,Sebastian Baez[ARG],6,36.4%,20,55,0.71,3.4,9.2,1.25,3.3,51.9%,27,52,0.69,3.3,8.7,1.56,4.2,Sebastian Baez[ARG],6,0.95,981,48.7%,3,2-1,66.7%,18.8%,16,7-9,43.8%,153,70-83,45.8%,2:04,46.4,45.4
34,Flavio Cobolli[ITA],2,1-1,50.0%,58.6%,59.3%,6,3.8%,6,3.8%,8.3%,54.1%,60.0%,56.9%,62.1%,75.0%,6.5,2.7,Flavio Cobolli[ITA],2,38.7%,40.6%,6.7%,1.3%,33.0%,46.8%,29.2%,6.3,2.4,139.5,139.5,Flavio Cobolli[ITA],2,41.2%,7,17,0.71,3.4,8.5,1.40,3.5,53.8%,7,13,0.54,2.6,6.5,1.20,3.0,Flavio Cobolli[ITA],2,0.93,307,48.9%,1,0-1,0.0%,20.0%,5,2-3,40.0%,48,25-23,52.1%,1:56,46.2,45.1
35,Tallon Griekspoor[NED],7,5-2,71.4%,69.6%,67.1%,79,11.9%,14,2.1%,7.0%,69.7%,76.2%,54.2%,58.3%,91.0%,6.6,2.0,Tallon Griekspoor[NED],7,30.4%,32.5%,11.9%,2.6%,20.1%,46.9%,13.4%,6.0,1.8,110.0,112.0,Tallon Griekspoor[NED],7,38.2%,13,34,0.35,1.8,4.9,0.68,1.9,75.7%,28,37,0.37,1.9,5.3,0.47,1.3,Tallon Griekspoor[NED],7,1.00,1246,51.3%,7,5-2,71.4%,36.8%,19,12-7,63.2%,197,104-93,52.8%,2:07,46.7,42.8
36,Giovanni Mpetshi Perricard[FRA],2,1-1,50.0%,64.4%,62.9%,23,15.4%,10,6.7%,20.0%,66.4%,73.7%,46.0%,57.5%,90.5%,7.1,2.5,Giovanni Mpetshi Perricard[FRA],2,27.5%,28.6%,10.0%,2.5%,12.9%,43.1%,4.8%,5.7,1.6,12.0,12.0,Giovanni Mpetshi Perricard[FRA],2,33.3%,1,3,0.14,0.8,1.5,0.25,0.5,83.3%,10,12,0.57,3.0,6.0,0.50,1.0,Giovanni Mpetshi Perricard[FRA],2,0.77,269,48.0%,1,1-0,100.0%,25.0%,4,2-2,50.0%,42,20-22,47.6%,1:27,43.5,38.8
37,Matteo Arnaldi[ITA],4,3-1,75.0%,67.5%,64.0%,40,12.5%,5,1.6%,3.8%,58.8%,78.2%,52.3%,54.3%,87.5%,6.7,2.2,Matteo Arnaldi[ITA],4,35.6%,38.3%,12.5%,3.4%,29.1%,50.0%,23.4%,6.3,2.2,70.5,112.8,Matteo Arnaldi[ITA],4,44.0%,11,25,0.53,2.8,6.3,1.22,2.8,76.0%,19,25,0.52,2.8,6.3,0.67,1.5,Matteo Arnaldi[ITA],4,1.10,615,52.2%,4,2-2,50.0%,44.4%,9,6-3,66.7%,95,53-42,55.8%,1:52,49.9,43.8
38,Jiri Lehecka[CZE],4,2-2,50.0%,69.4%,66.7%,36,13.3%,7,2.6%,6.9%,62.7%,77.6%,55.4%,59.6%,87.0%,5.9,1.8,Jiri Lehecka[CZE],4,34.0%,34.7%,7.0%,2.7%,26.3%,48.1%,17.0%,6.4,2.2,39.0,38.5,Jiri Lehecka[CZE],4,32.0%,8,25,0.53,2.5,6.3,0.80,2.0,62.5%,10,16,0.35,1.6,4.0,0.60,1.5,Jiri Lehecka[CZE],4,1.11,571,50.8%,2,0-2,0.0%,20.0%,10,4-6,40.0%,93,48-45,51.6%,1:44,41.6,43.7
39,Alexandre Muller[FRA],3,3-0,100.0%,66.7%,64.8%,23,7.8%,4,1.4%,4.1%,66.7%,71.9%,56.1%,58.5%,80.0%,6.5,2.2,Alexandre Muller[FRA],3,40.9%,40.6%,3.5%,2.8%,32.5%,55.7%,27.3%,7.2,3.0,54.0,66.3,Alexandre Muller[FRA],3,44.4%,12,27,0.61,3.4,9.0,1.50,4.0,55.0%,11,20,0.44,2.5,6.7,1.13,3.0,Alexandre Muller[FRA],3,1.23,612,53.3%,4,3-1,75.0%,50.0%,8,6-2,75.0%,89,48-41,53.9%,2:41,60.4,47.4
40,Nuno Borges[POR],7,2-5,28.6%,61.1%,60.0%,37,6.8%,15,2.8%,8.5%,67.7%,68.3%,46.0%,50.3%,72.9%,6.4,2.5,Nuno Borges[POR],7,32.5%,34.5%,10.3%,2.4%,24.9%,47.1%,12.4%,6.2,2.0,46.0,43.0,Nuno Borges[POR],7,34.4%,11,32,0.36,1.8,4.6,0.61,1.6,54.0%,27,50,0.59,2.8,7.1,1.28,3.3,Nuno Borges[POR],7,0.84,1096,46.7%,2,2-0,100.0%,11.1%,18,6-12,33.3%,174,73-101,42.0%,1:47,41.7,41.1
41,Jordan Thompson[AUS],1,1-0,100.0%,71.7%,71.4%,3,5.0%,1,1.7%,4.3%,61.7%,75.7%,65.2%,68.2%,90.0%,6.0,1.7,Jordan Thompson[AUS],1,41.5%,42.4%,6.2%,3.1%,37.0%,52.6%,36.4%,5.9,2.5,41.0,41.0,Jordan Thompson[AUS],1,57.1%,4,7,0.64,3.5,7.0,2.00,4.0,85.7%,6,7,0.70,3.5,7.0,0.50,1.0,Jordan Thompson[AUS],1,1.47,125,56.0%,0,0-0,-,0.0%,2,2-0,100.0%,21,13-8,61.9%,1:42,51.0,49.0
42,Alejandro Tabilo[CHI],5,0-5,0.0%,60.0%,59.5%,29,5.3%,15,2.7%,7.0%,60.8%,67.0%,49.3%,53.0%,78.4%,7.4,3.0,Alejandro Tabilo[CHI],5,33.0%,34.1%,8.3%,2.7%,25.5%,46.0%,16.4%,6.1,2.0,133.0,181.2,Alejandro Tabilo[CHI],5,38.7%,12,31,0.42,2.1,6.2,0.80,2.4,73.3%,44,60,0.81,4.0,12.0,1.07,3.2,Alejandro Tabilo[CHI],5,0.83,993,47.9%,3,0-3,0.0%,20.0%,15,5-10,33.3%,147,70-77,47.6%,2:24,48.0,43.5
43,Gael Monfils[FRA],4,1-3,25.0%,67.2%,67.8%,38,12.0%,21,6.6%,18.8%,64.7%,79.0%,45.5%,56.0%,86.3%,6.2,2.0,Gael Monfils[FRA],4,30.9%,31.2%,7.4%,2.9%,21.6%,46.2%,9.8%,6.1,1.9,22.5,23.5,Gael Monfils[FRA],4,41.7%,5,12,0.24,1.1,3.0,0.45,1.3,50.0%,7,14,0.27,1.3,3.5,0.64,1.8,Gael Monfils[FRA],4,0.94,628,49.2%,4,2-2,50.0%,36.4%,11,4-7,36.4%,102,49-53,48.0%,1:57,42.6,44.8
