Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
11,Daniil Medvedev[RUS],4,2-2,50.0%,57.3%,57.0%,28,7.6%,19,5.1%,10.9%,52.7%,71.8%,41.1%,46.2%,63.8%,6.4,2.7,Daniil Medvedev[RUS],4,45.3%,45.2%,1.8%,1.6%,40.1%,55.4%,40.7%,7.4,3.3,71.0,68.8,Daniil Medvedev[RUS],4,40.0%,24,60,1.02,5.0,15.0,2.00,6.0,52.3%,23,44,0.76,3.7,11.0,1.75,5.3,Daniil Medvedev[RUS],4,1.06,805,50.8%,3,1-2,33.3%,25.0%,12,6-6,50.0%,117,61-56,52.1%,2:39,52.8,47.3
12,Tommy Paul[USA],4,4-0,100.0%,68.0%,65.3%,38,11.0%,6,1.7%,4.8%,64.3%,75.3%,54.8%,57.6%,87.0%,6.4,2.1,Tommy Paul[USA],4,43.6%,43.1%,5.6%,5.1%,35.6%,57.9%,35.2%,7.2,3.1,78.0,84.5,Tommy Paul[USA],4,50.0%,19,38,0.70,3.5,9.5,1.73,4.8,68.2%,15,22,0.41,2.0,5.5,0.64,1.8,Tommy Paul[USA],4,1.36,737,55.1%,3,2-1,66.7%,27.3%,11,9-2,81.8%,108,66-42,61.1%,2:01,44.1,39.5
13,Ben Shelton[USA],5,3-2,60.0%,68.4%,66.8%,52,11.9%,15,3.4%,9.7%,64.8%,75.3%,55.8%,61.9%,84.9%,6.0,1.9,Ben Shelton[USA],5,35.3%,35.9%,2.9%,0.7%,30.3%,45.9%,23.0%,6.1,2.1,85.0,110.8,Ben Shelton[USA],5,54.8%,17,31,0.42,2.1,6.2,1.13,3.4,64.5%,20,31,0.42,2.1,6.2,0.73,2.2,Ben Shelton[USA],5,1.12,887,51.6%,5,2-3,40.0%,33.3%,15,9-6,60.0%,147,79-68,53.7%,2:06,41.9,42.5
14,Arthur Fils[FRA],5,4-1,80.0%,69.9%,71.5%,22,5.8%,17,4.5%,13.2%,66.0%,78.8%,52.7%,60.7%,90.3%,6.1,1.8,Arthur Fils[FRA],5,39.4%,41.9%,11.4%,4.0%,29.3%,55.8%,23.8%,6.8,2.7,74.0,70.8,Arthur Fils[FRA],5,37.5%,15,40,0.63,3.1,8.0,1.15,3.0,70.0%,14,20,0.32,1.5,4.0,0.46,1.2,Arthur Fils[FRA],5,1.31,808,53.7%,3,1-2,33.3%,23.1%,13,8-5,61.5%,125,71-54,56.8%,1:55,44.1,42.5
15,Grigor Dimitrov[BUL],4,4-0,100.0%,66.9%,68.8%,15,5.6%,14,5.2%,11.6%,55.0%,76.4%,55.4%,62.6%,92.3%,6.9,2.3,Grigor Dimitrov[BUL],4,43.3%,43.5%,5.8%,4.2%,36.7%,56.1%,34.3%,6.9,3.0,57.5,148.0,Grigor Dimitrov[BUL],4,37.5%,12,32,0.91,4.0,8.0,1.50,3.0,87.5%,21,24,0.62,3.0,6.0,0.38,0.8,Grigor Dimitrov[BUL],4,1.31,509,55.8%,0,0-0,-,0.0%,8,8-0,100.0%,74,48-26,64.9%,1:31,45.5,42.9
16,Frances Tiafoe[USA],5,4-1,80.0%,65.1%,64.4%,45,9.6%,20,4.3%,10.2%,58.1%,76.2%,49.7%,55.4%,79.2%,6.5,2.3,Frances Tiafoe[USA],5,39.1%,39.2%,5.5%,3.4%,33.6%,47.8%,22.2%,7.3,2.9,47.0,55.0,Frances Tiafoe[USA],5,28.6%,16,56,0.78,4.0,11.2,1.14,3.2,60.5%,23,38,0.53,2.7,7.6,1.07,3.0,Frances Tiafoe[USA],5,1.12,999,51.4%,5,5-0,100.0%,35.7%,14,10-4,71.4%,144,73-71,50.7%,2:13,47.4,39.8
17,Andrey Rublev[RUS],2,0-2,0.0%,59.7%,59.3%,10,7.8%,6,4.7%,11.8%,60.5%,66.7%,49.0%,55.6%,68.2%,5.9,2.4,Andrey Rublev[RUS],2,43.8%,44.0%,4.2%,2.8%,32.0%,56.5%,31.8%,6.5,2.9,42.0,42.7,Andrey Rublev[RUS],2,36.8%,7,19,0.86,4.8,9.5,1.75,3.5,41.7%,5,12,0.55,3.0,6.0,1.75,3.5,Andrey Rublev[RUS],2,1.09,273,51.3%,0,0-0,-,0.0%,4,0-4,0.0%,44,22-22,50.0%,1:43,51.5,45.3
18,Francisco Cerundolo[ARG],5,5-0,100.0%,70.0%,69.2%,17,7.0%,5,2.1%,5.8%,64.6%,70.1%,69.8%,74.1%,88.4%,5.7,1.7,Francisco Cerundolo[ARG],5,48.8%,47.1%,0.9%,4.0%,43.7%,58.6%,50.0%,7.4,3.6,109.0,99.2,Francisco Cerundolo[ARG],5,52.4%,22,42,0.95,3.8,8.4,2.00,4.4,58.3%,7,12,0.28,1.1,2.4,0.45,1.0,Francisco Cerundolo[ARG],5,1.62,567,57.8%,1,1-0,100.0%,9.1%,11,10-1,90.9%,87,60-27,69.0%,1:18,35.4,41.2
19,Stefanos Tsitsipas[GRE],3,3-0,100.0%,68.4%,67.8%,19,8.2%,7,3.0%,9.0%,66.2%,75.2%,55.1%,60.6%,87.2%,5.9,1.9,Stefanos Tsitsipas[GRE],3,38.4%,39.5%,6.6%,2.5%,25.7%,57.1%,26.3%,6.4,2.4,91.0,95.0,Stefanos Tsitsipas[GRE],3,41.7%,10,24,0.63,3.0,8.0,1.25,3.3,66.7%,10,15,0.38,1.9,5.0,0.63,1.7,Stefanos Tsitsipas[GRE],3,1.22,473,53.1%,0,0-0,-,0.0%,8,6-2,75.0%,77,44-33,57.1%,1:53,42.4,43.0
20,Tomas Machac[CZE],5,3-2,60.0%,65.1%,66.7%,35,7.6%,28,6.1%,15.5%,60.6%,75.5%,49.2%,58.2%,82.2%,6.3,2.2,Tomas Machac[CZE],5,35.3%,36.6%,13.7%,5.8%,23.4%,55.8%,20.8%,6.2,2.2,68.0,131.0,Tomas Machac[CZE],5,48.4%,15,31,0.43,1.9,6.2,0.94,3.0,60.6%,20,33,0.45,2.1,6.6,0.81,2.6,Tomas Machac[CZE],5,1.01,904,50.4%,3,2-1,66.7%,18.8%,16,9-7,56.3%,145,75-70,51.7%,1:57,36.4,38.7
21,Jakub Mensik[CZE],4,3-1,75.0%,65.8%,59.8%,64,19.4%,10,3.0%,7.8%,60.9%,75.1%,51.2%,55.5%,82.4%,6.5,2.2,Jakub Mensik[CZE],4,39.3%,39.9%,7.2%,3.8%,32.9%,50.0%,24.0%,6.9,2.7,15.0,38.8,Jakub Mensik[CZE],4,30.8%,12,39,0.78,3.5,9.8,1.09,3.0,64.0%,16,25,0.49,2.3,6.3,0.82,2.3,Jakub Mensik[CZE],4,1.15,676,52.2%,3,3-0,100.0%,27.3%,11,8-3,72.7%,101,54-47,53.5%,1:59,43.4,42.3
22,Ugo Humbert[FRA],5,2-3,40.0%,66.3%,64.7%,41,9.7%,12,2.9%,7.0%,59.4%,76.0%,52.0%,56.0%,85.1%,6.3,2.1,Ugo Humbert[FRA],5,33.8%,33.6%,6.4%,3.6%,27.7%,46.5%,15.9%,6.2,2.1,60.0,84.2,Ugo Humbert[FRA],5,35.7%,10,28,0.44,2.2,5.6,0.77,2.0,63.0%,17,27,0.40,2.1,5.4,0.77,2.0,Ugo Humbert[FRA],5,1.00,814,50.6%,3,1-2,33.3%,23.1%,13,7-6,53.8%,130,67-63,51.5%,1:56,44.6,42.8
23,Sebastian Korda[USA],5,2-3,40.0%,66.7%,65.0%,42,9.9%,12,2.8%,7.5%,62.4%,73.1%,56.0%,60.5%,85.3%,6.2,2.1,Sebastian Korda[USA],5,34.3%,33.9%,7.2%,4.4%,27.1%,46.8%,20.6%,6.3,2.2,68.0,129.0,Sebastian Korda[USA],5,41.2%,14,34,0.50,2.4,6.8,1.00,2.8,58.3%,14,24,0.35,1.7,4.8,0.71,2.0,Sebastian Korda[USA],5,1.03,854,50.4%,3,0-3,0.0%,21.4%,14,6-8,42.9%,136,72-64,52.9%,1:55,41.1,40.4
24,Karen Khachanov[RUS],5,4-1,80.0%,66.5%,65.4%,27,6.2%,7,1.6%,4.7%,65.6%,72.4%,55.3%,58.0%,82.6%,6.3,2.1,Karen Khachanov[RUS],5,40.5%,42.9%,11.0%,4.1%,27.6%,60.0%,27.5%,6.7,2.7,86.0,229.8,Karen Khachanov[RUS],5,39.6%,19,48,0.70,3.4,9.6,1.36,3.8,64.7%,22,34,0.49,2.4,6.8,0.86,2.4,Karen Khachanov[RUS],5,1.21,900,53.1%,4,4-0,100.0%,28.6%,14,10-4,71.4%,138,76-62,55.1%,2:13,47.6,44.5
25,Alexei Popyrin[AUS],4,2-2,50.0%,65.6%,65.4%,35,9.0%,17,4.4%,12.0%,63.3%,76.3%,47.2%,53.6%,85.5%,7.0,2.4,Alexei Popyrin[AUS],4,33.2%,32.5%,7.0%,4.3%,22.3%,49.0%,9.1%,6.7,2.2,62.0,54.8,Alexei Popyrin[AUS],4,21.7%,5,23,0.42,2.3,5.8,0.50,1.3,73.3%,22,30,0.55,3.0,7.5,0.80,2.0,Alexei Popyrin[AUS],4,0.96,758,49.7%,4,3-1,75.0%,40.0%,10,5-5,50.0%,110,52-58,47.3%,2:21,56.4,44.6
26,Alejandro Davidovich Fokina[ESP],4,3-1,75.0%,62.9%,62.3%,14,3.4%,5,1.2%,3.4%,64.8%,66.7%,55.9%,57.9%,81.7%,6.9,2.6,Alejandro Davidovich Fokina[ESP],4,42.7%,44.6%,8.4%,3.4%,34.6%,57.5%,37.9%,6.2,2.6,20.0,23.8,Alejandro Davidovich Fokina[ESP],4,50.0%,22,44,0.76,3.7,11.0,1.83,5.5,63.3%,19,30,0.50,2.5,7.5,0.92,2.8,Alejandro Davidovich Fokina[ESP],4,1.15,770,53.5%,4,0-4,0.0%,33.3%,12,7-5,58.3%,118,71-47,60.2%,2:31,50.3,47.0
27,Felix Auger Aliassime[CAN],5,1-4,20.0%,64.7%,64.7%,31,7.9%,17,4.3%,14.7%,70.3%,69.5%,53.4%,62.6%,73.8%,6.0,2.1,Felix Auger Aliassime[CAN],5,34.6%,35.1%,5.0%,2.0%,26.8%,49.7%,13.6%,7.0,2.4,126.0,268.4,Felix Auger Aliassime[CAN],5,25.7%,9,35,0.53,2.7,7.0,0.69,1.8,57.5%,23,40,0.62,3.1,8.0,1.31,3.4,Felix Auger Aliassime[CAN],5,0.98,850,48.5%,4,2-2,50.0%,30.8%,13,4-9,30.8%,131,57-74,43.5%,2:20,53.7,49.3
28,Denis Shapovalov[CAN],5,3-2,60.0%,63.2%,67.0%,23,5.8%,34,8.5%,19.3%,55.9%,73.5%,50.0%,62.0%,83.6%,6.5,2.4,Denis Shapovalov[CAN],5,38.2%,38.4%,3.3%,1.8%,31.2%,50.7%,23.7%,6.7,2.6,64.0,67.4,Denis Shapovalov[CAN],5,50.0%,14,28,0.47,2.3,5.6,1.17,2.8,67.7%,21,31,0.51,2.6,6.2,0.83,2.0,Denis Shapovalov[CAN],5,1.04,794,50.8%,5,1-4,20.0%,41.7%,12,6-6,50.0%,120,65-55,54.2%,1:51,46.2,41.9
29,Brandon Nakashima[USA],4,3-1,75.0%,64.1%,59.0%,44,14.8%,5,1.7%,4.9%,65.8%,74.0%,45.1%,47.4%,86.7%,6.6,2.4,Brandon Nakashima[USA],4,37.5%,38.9%,6.3%,1.9%,28.0%,53.5%,19.0%,6.4,2.4,68.0,85.3,Brandon Nakashima[USA],4,57.1%,8,14,0.33,1.6,3.5,0.89,2.0,68.4%,13,19,0.42,2.1,4.8,0.67,1.5,Brandon Nakashima[USA],4,1.05,567,51.5%,1,1-0,100.0%,11.1%,9,6-3,66.7%,87,47-40,54.0%,1:43,45.6,43.4
30,Matteo Berrettini[ITA],5,4-1,80.0%,67.3%,65.1%,47,10.5%,10,2.2%,7.8%,71.3%,71.3%,57.4%,62.2%,90.0%,6.4,2.1,Matteo Berrettini[ITA],5,37.8%,37.3%,5.3%,4.0%,29.6%,50.9%,22.9%,6.5,2.5,70.0,58.2,Matteo Berrettini[ITA],5,39.0%,16,41,0.59,2.9,8.2,1.14,3.2,63.2%,12,19,0.27,1.4,3.8,0.50,1.4,Matteo Berrettini[ITA],5,1.15,904,52.4%,5,2-3,40.0%,35.7%,14,9-5,64.3%,140,79-61,56.4%,2:16,48.4,45.0
31,Hubert Hurkacz[POL],3,1-2,33.3%,64.5%,61.0%,31,14.1%,7,3.2%,7.8%,59.1%,76.9%,46.7%,50.6%,80.6%,6.1,2.2,Hubert Hurkacz[POL],3,28.5%,28.6%,6.5%,2.5%,18.7%,39.8%,8.6%,5.7,1.6,62.0,68.7,Hubert Hurkacz[POL],3,37.5%,3,8,0.23,1.1,2.7,0.43,1.0,66.7%,14,21,0.58,3.0,7.0,1.00,2.3,Hubert Hurkacz[POL],3,0.80,420,47.4%,0,0-0,-,0.0%,7,2-5,28.6%,71,32-39,45.1%,1:36,41.0,41.0
32,Alex Michelsen[USA],3,2-1,66.7%,69.3%,68.2%,20,7.1%,5,1.8%,6.3%,71.8%,73.1%,59.5%,63.5%,90.7%,6.5,2.0,Alex Michelsen[USA],3,37.3%,38.2%,5.6%,2.1%,28.8%,51.4%,14.3%,6.8,2.5,258.0,194.7,Alex Michelsen[USA],3,23.1%,6,26,0.62,3.3,8.7,0.75,2.0,55.6%,5,9,0.21,1.1,3.0,0.50,1.3,Alex Michelsen[USA],3,1.22,564,53.2%,2,2-0,100.0%,25.0%,8,6-2,75.0%,85,45-40,52.9%,2:12,49.4,42.0
33,Sebastian Baez[ARG],2,0-2,0.0%,51.3%,51.7%,2,1.3%,3,2.0%,7.0%,71.3%,52.3%,48.8%,52.5%,50.0%,6.3,3.0,Sebastian Baez[ARG],2,43.3%,41.7%,3.2%,5.1%,32.2%,58.2%,33.3%,6.5,2.8,42.0,42.0,Sebastian Baez[ARG],2,36.4%,8,22,0.92,3.7,11.0,1.33,4.0,45.5%,10,22,0.92,3.7,11.0,2.00,6.0,Sebastian Baez[ARG],2,0.89,307,47.2%,0,0-0,-,0.0%,6,2-4,33.3%,48,20-28,41.7%,1:46,35.3,41.4
34,Flavio Cobolli[ITA],2,2-0,100.0%,63.4%,65.8%,2,2.4%,4,4.9%,11.4%,57.3%,68.1%,57.1%,64.5%,84.6%,6.3,2.3,Flavio Cobolli[ITA],2,50.6%,51.9%,3.7%,1.2%,49.1%,53.8%,53.8%,6.2,3.2,59.0,59.0,Flavio Cobolli[ITA],2,58.3%,7,12,0.92,4.0,6.0,2.33,3.5,66.7%,4,6,0.46,2.0,3.0,0.67,1.0,Flavio Cobolli[ITA],2,1.38,163,57.1%,0,0-0,-,0.0%,3,3-0,100.0%,26,18-8,69.2%,0:58,38.7,42.7
35,Tallon Griekspoor[NED],3,1-2,33.3%,61.6%,63.1%,19,6.2%,18,5.9%,17.6%,66.6%,71.4%,42.2%,51.2%,75.6%,7.4,2.9,Tallon Griekspoor[NED],3,31.1%,30.6%,6.7%,3.7%,25.3%,39.8%,9.5%,6.4,2.0,6.0,7.7,Tallon Griekspoor[NED],3,26.7%,4,15,0.36,1.9,5.0,0.50,1.3,70.6%,24,34,0.83,4.3,11.3,1.25,3.3,Tallon Griekspoor[NED],3,0.81,575,47.3%,3,3-0,100.0%,37.5%,8,3-5,37.5%,83,35-48,42.2%,2:20,52.6,43.9
36,Giovanni Mpetshi Perricard[FRA],3,1-2,33.3%,64.4%,60.1%,34,17.8%,9,4.7%,14.3%,67.0%,67.2%,58.7%,68.5%,85.2%,7.1,2.5,Giovanni Mpetshi Perricard[FRA],3,26.0%,25.4%,7.3%,3.3%,22.0%,32.2%,7.7%,5.8,1.5,38.0,43.0,Giovanni Mpetshi Perricard[FRA],3,33.3%,2,6,0.23,1.2,2.0,0.40,0.7,77.8%,14,18,0.67,3.6,6.0,0.80,1.3,Giovanni Mpetshi Perricard[FRA],3,0.73,341,47.5%,2,0-2,0.0%,40.0%,5,1-4,20.0%,53,25-28,47.2%,1:17,46.2,40.6
37,Matteo Arnaldi[ITA],4,2-2,50.0%,58.8%,57.7%,16,5.1%,6,1.9%,4.1%,53.0%,65.7%,51.0%,53.2%,72.9%,6.5,2.7,Matteo Arnaldi[ITA],4,40.0%,37.5%,4.1%,6.6%,31.7%,51.2%,30.4%,6.3,2.5,14.5,49.5,Matteo Arnaldi[ITA],4,46.7%,14,30,0.65,3.0,7.5,1.40,3.5,58.1%,18,31,0.65,3.1,7.8,1.30,3.3,Matteo Arnaldi[ITA],4,0.97,603,49.8%,0,0-0,-,0.0%,10,6-4,60.0%,94,49-45,52.1%,1:57,46.6,46.4
38,Jiri Lehecka[CZE],5,2-3,40.0%,66.3%,65.2%,32,8.8%,11,3.0%,6.6%,54.5%,75.4%,55.4%,59.4%,81.7%,6.1,2.1,Jiri Lehecka[CZE],5,36.5%,37.8%,6.8%,2.0%,30.1%,48.6%,17.5%,7.0,2.5,77.0,63.8,Jiri Lehecka[CZE],5,31.3%,10,32,0.56,2.5,6.4,0.77,2.0,56.0%,14,25,0.42,1.9,5.0,0.85,2.2,Jiri Lehecka[CZE],5,1.08,762,50.8%,2,1-1,50.0%,15.4%,13,7-6,53.8%,117,59-58,50.4%,1:41,39.0,39.9
39,Alexandre Muller[FRA],3,2-1,66.7%,62.8%,63.3%,7,3.1%,6,2.7%,9.5%,71.7%,65.6%,55.6%,61.4%,79.4%,6.6,2.4,Alexandre Muller[FRA],3,35.4%,35.0%,4.2%,2.8%,29.9%,44.9%,18.2%,6.4,2.3,24.0,36.3,Alexandre Muller[FRA],3,50.0%,6,12,0.36,1.7,4.0,0.86,2.0,58.8%,10,17,0.50,2.4,5.7,1.00,2.3,Alexandre Muller[FRA],3,0.95,435,49.4%,2,1-1,50.0%,28.6%,7,4-3,57.1%,67,33-34,49.3%,1:41,43.1,41.7
40,Nuno Borges[POR],4,2-2,50.0%,63.6%,61.7%,18,7.6%,4,1.7%,5.4%,68.6%,71.0%,47.3%,50.0%,81.1%,6.4,2.3,Nuno Borges[POR],4,39.1%,39.1%,5.9%,3.8%,30.2%,53.9%,24.3%,6.4,2.5,21.0,20.8,Nuno Borges[POR],4,37.5%,9,24,0.65,2.7,6.0,1.00,2.3,66.7%,14,21,0.57,2.3,5.3,0.78,1.8,Nuno Borges[POR],4,1.07,474,51.3%,0,0-0,-,0.0%,9,5-4,55.6%,74,39-35,52.7%,1:19,35.0,39.9
41,Jordan Thompson[AUS],3,2-1,66.7%,69.9%,69.1%,14,7.1%,4,2.0%,5.5%,62.8%,74.8%,61.6%,65.2%,85.3%,5.8,1.7,Jordan Thompson[AUS],3,33.2%,36.1%,12.3%,2.5%,31.6%,37.1%,11.1%,6.8,2.3,30.0,30.7,Jordan Thompson[AUS],3,22.2%,4,18,0.50,2.6,6.0,0.57,1.3,50.0%,5,10,0.29,1.4,3.3,0.71,1.7,Jordan Thompson[AUS],3,1.10,440,49.5%,2,2-0,100.0%,28.6%,7,4-3,57.1%,70,33-37,47.1%,1:39,42.3,40.4
42,Alejandro Tabilo[CHI],3,3-0,100.0%,60.7%,60.4%,14,4.8%,8,2.8%,7.1%,61.0%,68.9%,47.8%,51.4%,79.1%,6.7,2.7,Alejandro Tabilo[CHI],3,42.4%,44.1%,6.9%,2.4%,39.8%,47.1%,28.6%,6.9,2.9,108.0,115.7,Alejandro Tabilo[CHI],3,38.7%,12,31,0.74,3.9,10.3,1.50,4.0,60.9%,14,23,0.53,2.9,7.7,1.13,3.0,Alejandro Tabilo[CHI],3,1.08,578,51.6%,0,0-0,-,0.0%,8,6-2,75.0%,85,46-39,54.1%,2:17,51.3,42.6
43,Gael Monfils[FRA],4,4-0,100.0%,69.7%,71.7%,34,10.0%,23,6.8%,16.1%,57.9%,80.2%,55.2%,65.8%,87.3%,6.2,1.9,Gael Monfils[FRA],4,40.2%,40.5%,4.9%,2.7%,34.3%,48.7%,25.9%,6.8,2.7,27.0,48.4,Gael Monfils[FRA],4,37.8%,14,37,0.69,3.4,9.3,1.27,3.5,66.7%,14,21,0.38,1.9,5.3,0.64,1.8,Gael Monfils[FRA],4,1.33,706,54.4%,4,4-0,100.0%,36.4%,11,9-2,81.8%,109,62-47,56.9%,2:02,44.3,41.4
