Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
1,Jannik Sinner[ITA],12,9-3,75.0%,69.0%,67.3%,93,9.3%,20,2.0%,5.2%,61.7%,75.6%,58.4%,61.6%,89.3%,6.3,1.9,Jannik Sinner[ITA],12,39.7%,39.9%,6.6%,3.9%,31.7%,52.4%,23.7%,6.7,2.7,9.5,21.5,Jannik Sinner[ITA],12,45.1%,37,82,0.53,2.5,6.8,1.12,3.1,72.6%,45,62,0.39,1.9,5.2,0.52,1.4,Jannik Sinner[ITA],12,1.28,2041,54.0%,6,5-1,83.3%,18.2%,33,24-9,72.7%,315,179-136,56.8%,1:57,42.5,41.2
2,Alexander Zverev[GER],11,4-7,36.4%,69.1%,66.7%,124,12.1%,25,2.4%,8.5%,71.4%,75.9%,52.2%,57.1%,88.2%,6.1,1.9,Alexander Zverev[GER],11,33.5%,35.7%,9.7%,1.9%,26.8%,45.3%,14.7%,6.5,2.2,12.0,16.6,Alexander Zverev[GER],11,34.2%,25,73,0.43,2.2,6.6,0.76,2.3,63.0%,34,54,0.32,1.6,4.9,0.61,1.8,Alexander Zverev[GER],11,1.08,2121,50.7%,10,3-7,30.0%,30.3%,33,16-17,48.5%,339,174-165,51.3%,2:20,46.8,43.7
3,Carlos Alcaraz[ESP],6,5-1,83.3%,64.8%,65.6%,19,3.8%,16,3.2%,8.8%,63.2%,70.8%,54.4%,59.6%,81.9%,6.0,2.1,Carlos Alcaraz[ESP],6,40.7%,39.8%,4.5%,4.5%,33.3%,53.6%,31.3%,6.5,2.6,5.0,9.2,Carlos Alcaraz[ESP],6,44.1%,26,59,0.71,3.3,9.8,1.44,4.3,34.8%,8,23,0.28,1.3,3.8,0.83,2.5,Carlos Alcaraz[ESP],6,1.16,1032,52.2%,2,0-2,0.0%,11.1%,18,12-6,66.7%,166,94-72,56.6%,1:24,27.9,29.2
4,Taylor Fritz[USA],7,5-2,71.4%,70.3%,67.4%,73,13.2%,12,2.2%,5.9%,63.2%,80.3%,52.9%,56.3%,88.0%,6.0,1.8,Taylor Fritz[USA],7,32.9%,32.5%,7.2%,4.0%,22.5%,53.2%,15.4%,6.5,2.2,20.0,39.0,Taylor Fritz[USA],7,26.4%,14,53,0.58,2.9,7.6,0.78,2.0,63.3%,19,30,0.33,1.7,4.3,0.61,1.6,Taylor Fritz[USA],7,1.11,1151,50.9%,5,4-1,80.0%,27.8%,18,11-7,61.1%,183,95-88,51.9%,1:57,45.6,42.7
5,Jack Draper[GBR],5,3-2,60.0%,61.7%,61.3%,40,10.0%,23,5.8%,13.9%,58.4%,73.4%,45.2%,52.4%,78.6%,7.1,2.7,Jack Draper[GBR],5,38.4%,39.4%,9.2%,4.5%,29.3%,54.6%,25.5%,6.5,2.5,17.0,25.6,Jack Draper[GBR],5,37.8%,14,37,0.67,3.1,7.4,1.17,2.8,60.0%,18,30,0.54,2.5,6.0,1.00,2.4,Jack Draper[GBR],5,1.00,758,50.7%,2,1-1,50.0%,16.7%,12,7-5,58.3%,111,58-53,52.3%,1:53,47.3,44.9
6,Novak Djokovic[SRB],6,3-3,50.0%,62.6%,61.8%,30,5.8%,12,2.3%,6.9%,66.1%,69.2%,49.7%,53.4%,77.5%,6.5,2.4,Novak Djokovic[SRB],6,39.8%,40.0%,4.8%,2.9%,33.4%,50.0%,23.1%,6.7,2.7,13.0,17.7,Novak Djokovic[SRB],6,35.3%,18,51,0.65,3.0,8.5,1.06,3.0,55.0%,22,40,0.50,2.4,6.7,1.06,3.0,Novak Djokovic[SRB],6,1.06,1039,51.1%,3,3-0,100.0%,17.6%,17,10-7,58.8%,158,80-78,50.6%,2:05,44.1,43.3
7,Casper Ruud[NOR],8,5-3,62.5%,62.0%,61.6%,30,4.7%,14,2.2%,5.5%,60.1%,72.3%,46.5%,49.2%,75.2%,6.3,2.4,Casper Ruud[NOR],8,34.0%,36.3%,11.0%,2.8%,27.2%,45.1%,19.4%,5.9,2.0,9.0,23.4,Casper Ruud[NOR],8,40.8%,20,49,0.48,2.2,6.1,0.91,2.5,57.6%,34,59,0.58,2.7,7.4,1.14,3.1,Casper Ruud[NOR],8,0.90,1245,48.4%,3,3-0,100.0%,13.6%,22,12-10,54.5%,204,96-108,47.1%,1:49,39.6,42.0
8,Alex De Minaur[AUS],5,4-1,80.0%,64.9%,64.3%,21,6.0%,8,2.3%,5.8%,60.6%,70.1%,56.9%,60.5%,83.6%,6.3,2.2,Alex De Minaur[AUS],5,37.2%,39.4%,8.7%,2.1%,28.0%,53.8%,23.6%,6.1,2.3,16.0,22.0,Alex De Minaur[AUS],5,50.0%,13,26,0.47,2.2,5.2,1.08,2.6,62.5%,15,24,0.44,2.0,4.8,0.75,1.8,Alex De Minaur[AUS],5,1.06,681,51.4%,1,1-0,100.0%,8.3%,12,8-4,66.7%,110,59-51,53.6%,1:49,45.4,48.0
9,Lorenzo Musetti[ITA],7,3-4,42.9%,58.4%,58.4%,11,2.2%,8,1.6%,5.2%,68.8%,62.9%,48.4%,51.0%,71.2%,6.7,2.8,Lorenzo Musetti[ITA],7,39.1%,40.4%,6.9%,2.6%,30.3%,53.4%,23.3%,6.8,2.6,43.0,70.4,Lorenzo Musetti[ITA],7,37.0%,17,46,0.63,2.9,6.6,1.06,2.4,61.1%,33,54,0.74,3.4,7.7,1.31,3.0,Lorenzo Musetti[ITA],7,0.94,983,48.7%,1,0-1,0.0%,6.3%,16,6-10,37.5%,146,69-77,47.3%,1:34,41.1,40.1
10,Holger Rune[DEN],8,1-7,12.5%,63.3%,63.0%,52,9.5%,28,5.1%,11.9%,57.1%,72.0%,51.7%,58.7%,75.6%,6.4,2.3,Holger Rune[DEN],8,30.1%,31.7%,11.4%,3.0%,18.7%,47.4%,11.4%,6.2,1.9,27.0,27.3,Holger Rune[DEN],8,30.3%,10,33,0.38,1.8,4.1,0.56,1.3,52.3%,23,44,0.51,2.4,5.5,1.17,2.6,Holger Rune[DEN],8,0.82,1092,46.8%,6,1-5,16.7%,33.3%,18,4-14,22.2%,174,75-99,43.1%,1:40,44.3,43.8
