Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
1,Jannik Sinner[ITA],13,13-0,100.0%,71.0%,70.6%,74,7.5%,25,2.5%,6.7%,62.1%,78.8%,58.3%,62.5%,90.0%,5.8,1.7,Jannik Sinner[ITA],13,41.5%,43.1%,7.2%,2.6%,34.0%,54.4%,29.1%,6.6,2.7,23.0,35.6,Jannik Sinner[ITA],13,44.4%,48,108,0.65,3.1,8.3,1.37,3.7,68.5%,37,54,0.32,1.5,4.2,0.49,1.3,Jannik Sinner[ITA],13,1.43,2075,55.5%,6,5-1,83.3%,17.1%,35,30-5,85.7%,335,201-134,60.0%,1:49,40.5,40.9
2,Alexander Zverev[GER],19,15-4,78.9%,69.6%,67.2%,176,12.0%,35,2.4%,8.3%,71.3%,76.1%,53.2%,58.0%,86.3%,5.9,1.8,Alexander Zverev[GER],19,38.2%,38.6%,5.7%,3.0%,28.0%,53.5%,24.1%,6.4,2.4,48.0,67.2,Alexander Zverev[GER],19,40.5%,60,148,0.59,2.8,7.8,1.15,3.2,64.2%,61,95,0.38,1.8,5.0,0.65,1.8,Alexander Zverev[GER],19,1.26,3056,53.3%,9,7-2,77.8%,17.3%,52,35-17,67.3%,497,274-223,55.1%,1:51,40.6,41.4
3,Carlos Alcaraz[ESP],12,10-2,83.3%,67.0%,66.8%,59,6.7%,26,3.0%,8.7%,66.0%,74.2%,53.0%,58.1%,87.3%,6.2,2.0,Carlos Alcaraz[ESP],12,41.9%,42.5%,5.8%,3.2%,33.9%,55.2%,32.1%,6.4,2.7,35.0,44.8,Carlos Alcaraz[ESP],12,44.1%,45,102,0.73,3.4,8.5,1.50,3.8,66.7%,36,54,0.38,1.8,4.5,0.60,1.5,Carlos Alcaraz[ESP],12,1.27,1776,54.3%,3,1-2,33.3%,10.0%,30,24-6,80.0%,282,169-113,59.9%,1:32,36.8,37.3
4,Taylor Fritz[USA],14,10-4,71.4%,70.8%,67.6%,171,13.9%,23,1.9%,5.2%,64.3%,79.1%,55.9%,59.0%,90.0%,6.1,1.8,Taylor Fritz[USA],14,34.4%,33.9%,7.4%,4.5%,27.8%,46.5%,19.3%,6.3,2.2,12.0,49.5,Taylor Fritz[USA],14,39.6%,38,96,0.49,2.4,6.9,0.95,2.7,73.7%,56,76,0.38,1.9,5.4,0.50,1.4,Taylor Fritz[USA],14,1.18,2476,52.5%,10,6-4,60.0%,25.0%,40,26-14,65.0%,398,219-179,55.0%,1:45,36.8,35.7
5,Jack Draper[GBR],10,9-1,90.0%,68.9%,67.7%,101,13.2%,35,4.6%,11.1%,59.0%,79.8%,53.2%,59.9%,90.4%,6.1,1.9,Jack Draper[GBR],10,39.0%,39.9%,8.5%,4.1%,31.9%,48.8%,25.2%,6.5,2.5,40.5,49.0,Jack Draper[GBR],10,44.9%,31,69,0.56,2.7,6.9,1.19,3.1,72.1%,31,43,0.34,1.7,4.3,0.46,1.2,Jack Draper[GBR],10,1.25,1563,53.6%,3,3-0,100.0%,11.5%,26,20-6,76.9%,248,144-104,58.1%,1:54,43.8,43.7
6,Novak Djokovic[SRB],7,7-0,100.0%,69.9%,69.2%,43,7.5%,14,2.4%,7.3%,66.6%,74.6%,60.4%,65.2%,90.0%,6.4,1.9,Novak Djokovic[SRB],7,41.8%,42.2%,4.0%,2.2%,38.4%,47.3%,38.1%,5.9,2.5,27.0,43.0,Novak Djokovic[SRB],7,53.3%,32,60,0.71,3.2,8.6,1.68,4.6,80.4%,37,46,0.51,2.4,6.6,0.47,1.3,Novak Djokovic[SRB],7,1.39,1072,56.8%,0,0-0,-,0.0%,19,17-2,89.5%,174,113-61,64.9%,1:12,26.7,28.4
7,Casper Ruud[NOR],15,10-5,66.7%,67.9%,67.8%,73,6.9%,33,3.1%,8.9%,64.8%,72.5%,59.4%,65.2%,86.3%,6.6,2.1,Casper Ruud[NOR],15,36.7%,38.8%,9.6%,2.6%,26.2%,52.2%,22.6%,6.7,2.5,39.5,44.4,Casper Ruud[NOR],15,35.0%,36,103,0.65,2.9,6.9,1.00,2.4,65.6%,42,64,0.40,1.8,4.3,0.61,1.5,Casper Ruud[NOR],15,1.14,2125,52.2%,4,3-1,75.0%,11.1%,36,22-14,61.1%,319,174-145,54.5%,1:26,35.7,36.3
8,Alex De Minaur[AUS],16,10-6,62.5%,62.3%,62.8%,49,4.2%,38,3.2%,7.1%,54.5%,71.7%,51.1%,55.0%,73.7%,6.0,2.2,Alex De Minaur[AUS],16,42.4%,42.5%,4.6%,3.1%,34.6%,53.8%,32.0%,6.6,2.8,35.0,40.9,Alex De Minaur[AUS],16,45.8%,66,144,0.70,3.2,9.0,1.47,4.1,50.0%,52,104,0.53,2.3,6.5,1.16,3.3,Alex De Minaur[AUS],16,1.13,2548,51.6%,3,3-0,100.0%,6.7%,45,27-18,60.0%,404,212-192,52.5%,1:52,39.8,42.2
9,Lorenzo Musetti[ITA],13,7-6,53.8%,65.6%,65.1%,37,4.1%,14,1.6%,5.0%,68.7%,72.2%,51.1%,53.7%,78.8%,6.0,2.1,Lorenzo Musetti[ITA],13,37.0%,37.1%,5.2%,2.9%,30.2%,48.8%,21.4%,6.6,2.4,62.5,57.3,Lorenzo Musetti[ITA],13,37.9%,33,87,0.56,2.8,6.7,1.06,2.5,50.8%,33,65,0.43,2.1,5.0,1.03,2.5,Lorenzo Musetti[ITA],13,1.08,1918,50.4%,5,2-3,40.0%,16.1%,31,15-16,48.4%,305,152-153,49.8%,1:45,44.0,42.7
10,Holger Rune[DEN],17,11-6,64.7%,65.1%,64.2%,123,8.9%,50,3.6%,9.5%,61.8%,72.4%,53.3%,58.9%,82.2%,6.5,2.3,Holger Rune[DEN],17,35.5%,36.8%,8.0%,2.5%,27.2%,49.6%,18.5%,6.2,2.2,57.0,73.2,Holger Rune[DEN],17,41.9%,39,93,0.44,2.1,5.5,0.89,2.3,67.2%,78,116,0.54,2.6,6.8,0.86,2.2,Holger Rune[DEN],17,1.02,2678,50.7%,7,5-2,71.4%,15.9%,44,25-19,56.8%,424,214-210,50.5%,1:43,40.0,39.4
