Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
42,Alejandro Tabilo[CHI],9,7-2,77.8%,68.9%,67.9%,78,9.8%,25,3.1%,9.0%,65.0%,78.8%,50.5%,55.5%,91.1%,6.4,2.0,Alejandro Tabilo[CHI],9,32.6%,33.4%,11.4%,4.6%,21.7%,47.9%,14.6%,6.2,2.0,48.0,44.8,Alejandro Tabilo[CHI],9,39.1%,18,46,0.37,1.8,5.1,0.72,2.0,81.4%,48,59,0.48,2.4,6.6,0.44,1.2,Alejandro Tabilo[CHI],9,1.05,1560,51.2%,5,4-1,80.0%,20.0%,25,16-9,64.0%,247,131-116,53.0%,1:54,41.1,39.5
43,Gael Monfils[FRA],7,5-2,71.4%,69.5%,68.0%,94,15.2%,30,4.9%,12.1%,59.8%,80.8%,52.8%,60.1%,89.2%,6.0,1.8,Gael Monfils[FRA],7,31.2%,31.0%,5.1%,2.6%,27.6%,36.4%,13.3%,6.0,1.9,65.0,67.7,Gael Monfils[FRA],7,30.2%,13,43,0.44,2.2,6.1,0.65,1.9,62.1%,18,29,0.28,1.5,4.1,0.55,1.6,Gael Monfils[FRA],7,1.02,1201,50.9%,4,3-1,75.0%,20.0%,20,13-7,65.0%,200,104-96,52.0%,1:58,41.3,41.3
44,Lorenzo Sonego[ITA],6,3-3,50.0%,68.6%,67.4%,46,9.8%,14,3.0%,10.2%,70.9%,75.4%,51.8%,57.7%,87.0%,6.1,1.9,Lorenzo Sonego[ITA],6,32.6%,32.5%,5.2%,2.7%,25.0%,46.7%,13.3%,6.4,2.1,74.0,144.0,Lorenzo Sonego[ITA],6,28.6%,10,35,0.47,2.3,5.8,0.67,1.7,67.7%,21,31,0.40,2.1,5.2,0.67,1.7,Lorenzo Sonego[ITA],6,1.04,952,50.4%,4,3-1,75.0%,26.7%,15,8-7,53.3%,152,77-75,50.7%,1:54,45.7,43.2
45,Marcos Giron[USA],13,9-4,69.2%,67.2%,65.4%,81,7.7%,15,1.4%,3.6%,59.9%,76.9%,52.6%,54.6%,86.1%,6.1,2.0,Marcos Giron[USA],13,34.3%,34.8%,8.6%,3.7%,25.7%,48.8%,16.3%,6.3,2.2,65.0,116.5,Marcos Giron[USA],13,33.3%,28,84,0.49,2.4,6.5,0.80,2.2,63.6%,42,66,0.38,1.9,5.1,0.69,1.8,Marcos Giron[USA],13,1.04,2128,50.5%,6,4-2,66.7%,17.1%,35,21-14,60.0%,345,177-168,51.3%,1:48,40.3,39.8
46,Luciano Darderi[ITA],5,2-3,40.0%,63.7%,63.2%,55,8.8%,27,4.3%,10.5%,58.9%,74.7%,48.0%,53.7%,81.3%,6.8,2.5,Luciano Darderi[ITA],5,32.5%,32.5%,9.9%,4.7%,25.4%,47.1%,16.3%,6.2,2.0,48.0,68.4,Luciano Darderi[ITA],5,30.6%,15,49,0.53,2.9,9.8,0.88,3.0,70.2%,40,57,0.63,3.4,11.4,1.00,3.4,Luciano Darderi[ITA],5,0.89,1196,48.7%,3,2-1,66.7%,17.6%,17,8-9,47.1%,183,89-94,48.6%,2:37,46.2,39.4
47,Miomir Kecmanovic[SRB],8,4-4,50.0%,68.1%,67.5%,46,6.5%,16,2.3%,6.0%,62.6%,76.1%,54.7%,58.2%,84.8%,6.3,2.0,Miomir Kecmanovic[SRB],8,34.0%,34.7%,9.4%,4.0%,26.3%,48.4%,16.8%,6.4,2.2,30.0,40.8,Miomir Kecmanovic[SRB],8,35.8%,19,53,0.47,2.3,6.6,0.83,2.4,60.5%,26,43,0.38,1.9,5.4,0.74,2.1,Miomir Kecmanovic[SRB],8,1.07,1428,50.9%,8,3-5,37.5%,34.8%,23,11-12,47.8%,225,114-111,50.7%,1:57,40.8,39.4
48,David Goffin[BEL],2,0-2,0.0%,54.2%,53.1%,17,7.1%,10,4.2%,10.3%,59.2%,63.1%,41.2%,46.0%,60.0%,6.8,3.1,David Goffin[BEL],2,43.8%,42.9%,2.8%,3.6%,40.4%,49.5%,33.3%,6.9,3.0,56.0,56.0,David Goffin[BEL],2,48.0%,12,25,0.69,3.6,12.5,1.71,6.0,57.6%,19,33,0.94,4.7,16.5,2.00,7.0,David Goffin[BEL],2,0.96,487,48.9%,1,0-1,0.0%,14.3%,7,2-5,28.6%,71,33-38,46.5%,2:41,45.9,39.5
49,Pedro Martinez[ESP],3,0-3,0.0%,55.1%,60.1%,7,2.9%,25,10.2%,32.9%,69.0%,63.3%,36.8%,54.9%,63.2%,6.4,2.9,Pedro Martinez[ESP],3,32.8%,36.6%,14.2%,2.2%,21.7%,48.9%,12.8%,5.9,1.9,37.0,31.3,Pedro Martinez[ESP],3,27.8%,5,18,0.46,2.3,6.0,0.63,1.7,54.8%,17,31,0.82,3.9,10.3,1.75,4.7,Pedro Martinez[ESP],3,0.73,477,44.2%,0,0-0,-,0.0%,8,1-7,12.5%,77,29-48,37.7%,1:50,41.3,41.5
50,Zizou Bergs[BEL],3,1-2,33.3%,69.0%,69.2%,14,5.0%,7,2.5%,7.3%,65.8%,77.8%,52.1%,56.2%,85.1%,6.0,1.9,Zizou Bergs[BEL],3,33.0%,33.0%,9.6%,4.8%,21.7%,48.5%,10.6%,6.6,2.2,53.5,53.5,Zizou Bergs[BEL],3,31.3%,5,16,0.34,1.8,5.3,0.56,1.7,68.2%,15,22,0.47,2.4,7.3,0.78,2.3,Zizou Bergs[BEL],3,1.07,593,50.1%,3,2-1,66.7%,33.3%,9,4-5,44.4%,94,45-49,47.9%,2:30,50.0,45.5
51,Tomas Martin Etcheverry[ARG],4,1-3,25.0%,70.3%,69.3%,38,9.2%,11,2.7%,8.7%,69.1%,77.5%,54.3%,59.5%,89.7%,6.0,1.8,Tomas Martin Etcheverry[ARG],4,32.0%,33.5%,11.3%,3.4%,24.5%,48.0%,15.2%,5.9,1.9,89.5,97.0,Tomas Martin Etcheverry[ARG],4,40.0%,10,25,0.38,1.8,6.3,0.71,2.5,66.7%,14,21,0.31,1.5,5.3,0.50,1.8,Tomas Martin Etcheverry[ARG],4,1.08,799,51.7%,1,0-1,0.0%,7.1%,14,7-7,50.0%,134,71-63,53.0%,2:30,42.9,45.1
52,Quentin Halys[FRA],3,2-1,66.7%,74.0%,70.5%,70,20.0%,12,3.4%,9.3%,63.1%,86.9%,51.9%,57.3%,91.9%,5.6,1.5,Quentin Halys[FRA],3,32.3%,33.1%,9.8%,3.7%,27.3%,41.6%,14.8%,5.8,1.9,22.0,33.0,Quentin Halys[FRA],3,47.4%,9,19,0.31,1.5,6.3,0.69,3.0,75.0%,15,20,0.32,1.5,6.7,0.38,1.7,Quentin Halys[FRA],3,1.24,706,53.0%,2,1-1,50.0%,15.4%,13,8-5,61.5%,123,66-57,53.7%,2:21,32.5,35.9
53,Nicolas Jarry[CHI],1,0-1,0.0%,59.3%,58.9%,5,6.2%,3,3.7%,9.1%,59.3%,66.7%,48.5%,53.3%,71.4%,5.8,2.4,Nicolas Jarry[CHI],1,19.8%,18.8%,11.1%,3.7%,17.3%,24.1%,0.0%,5.4,1.1,121.0,121.0,Nicolas Jarry[CHI],1,0.0%,0,2,0.13,0.7,2.0,0.00,0.0,60.0%,6,10,0.71,3.3,10.0,1.33,4.0,Nicolas Jarry[CHI],1,0.48,162,39.5%,0,0-0,-,0.0%,3,0-3,0.0%,29,10-19,34.5%,1:53,37.7,41.9
54,Gabriel Diallo[CAN],1,0-1,0.0%,60.2%,61.2%,7,7.1%,6,6.1%,13.0%,53.1%,69.2%,50.0%,57.5%,83.3%,8.2,3.3,Gabriel Diallo[CAN],1,33.7%,33.7%,4.5%,2.2%,30.4%,39.4%,8.3%,7.4,2.5,116.0,116.0,Gabriel Diallo[CAN],1,12.5%,1,8,0.67,4.0,8.0,0.50,1.0,75.0%,6,8,0.67,4.0,8.0,1.00,2.0,Gabriel Diallo[CAN],1,0.85,187,47.6%,1,0-1,0.0%,50.0%,2,0-2,0.0%,24,11-13,45.8%,2:25,72.5,46.5
55,Zhizhen Zhang[CHN],8,4-4,50.0%,68.1%,64.9%,109,13.8%,20,2.5%,7.4%,65.6%,76.8%,51.5%,55.6%,89.4%,6.4,2.0,Zhizhen Zhang[CHN],8,31.4%,33.6%,13.6%,3.6%,24.2%,43.6%,12.3%,6.4,2.0,48.0,60.8,Zhizhen Zhang[CHN],8,34.9%,15,43,0.35,1.9,5.4,0.65,1.9,59.4%,19,32,0.26,1.4,4.0,0.57,1.6,Zhizhen Zhang[CHN],8,0.99,1576,49.8%,10,3-7,30.0%,43.5%,23,11-12,47.8%,245,125-120,51.0%,2:06,43.8,38.3
56,Roberto Bautista Agut[ESP],9,6-3,66.7%,64.7%,64.8%,31,3.7%,19,2.3%,7.3%,69.3%,68.0%,57.1%,61.7%,83.5%,6.3,2.2,Roberto Bautista Agut[ESP],9,36.9%,40.4%,15.1%,4.4%,25.1%,54.9%,21.8%,6.4,2.4,83.0,87.0,Roberto Bautista Agut[ESP],9,39.2%,29,74,0.56,2.6,8.2,1.04,3.2,65.1%,41,63,0.47,2.3,7.0,0.79,2.4,Roberto Bautista Agut[ESP],9,1.04,1692,50.7%,4,3-1,75.0%,14.3%,28,17-11,60.7%,266,140-126,52.6%,2:16,43.7,43.4
57,Jacob Fearnley[GBR],3,1-2,33.3%,70.2%,71.1%,23,7.7%,13,4.3%,11.5%,62.2%,77.4%,58.4%,66.0%,89.8%,6.1,1.8,Jacob Fearnley[GBR],3,29.7%,30.8%,7.8%,1.9%,22.3%,46.0%,8.0%,6.4,1.9,139.0,109.7,Jacob Fearnley[GBR],3,23.5%,4,17,0.34,1.9,5.7,0.44,1.3,54.5%,6,11,0.22,1.2,3.7,0.56,1.7,Jacob Fearnley[GBR],3,1.00,619,49.3%,2,1-1,50.0%,22.2%,9,4-5,44.4%,99,48-51,48.5%,2:28,49.3,43.0
59,Roberto Carballes Baena[ESP],3,1-2,33.3%,63.1%,61.7%,17,6.8%,5,2.0%,4.4%,54.6%,67.6%,57.5%,60.2%,74.4%,6.4,2.4,Roberto Carballes Baena[ESP],3,27.9%,29.7%,11.9%,2.5%,20.5%,45.2%,5.0%,6.1,1.7,40.0,280.0,Roberto Carballes Baena[ESP],3,15.4%,2,13,0.33,1.6,4.3,0.25,0.7,58.3%,14,24,0.62,3.0,8.0,1.25,3.3,Roberto Carballes Baena[ESP],3,0.75,493,45.6%,2,2-0,100.0%,25.0%,8,2-6,25.0%,79,31-48,39.2%,1:59,44.8,43.6
61,Fabian Marozsan[HUN],5,1-4,20.0%,63.8%,60.9%,48,10.7%,10,2.2%,5.8%,61.7%,71.0%,52.0%,55.3%,76.4%,6.2,2.3,Fabian Marozsan[HUN],5,30.5%,33.6%,18.8%,4.9%,19.8%,49.4%,9.5%,6.1,1.9,41.0,58.8,Fabian Marozsan[HUN],5,33.3%,7,21,0.28,1.4,4.2,0.47,1.4,60.5%,26,43,0.60,2.9,8.6,1.13,3.4,Fabian Marozsan[HUN],5,0.84,899,47.1%,3,3-0,100.0%,20.0%,15,5-10,33.3%,146,62-84,42.5%,1:49,36.5,36.5
62,Kei Nishikori[JPN],1,0-1,0.0%,61.1%,61.8%,5,2.9%,5,2.9%,9.8%,70.9%,61.3%,60.8%,67.4%,76.0%,7.0,2.7,Kei Nishikori[JPN],1,27.9%,35.2%,23.6%,1.4%,24.7%,34.9%,11.5%,5.4,1.5,76.0,76.0,Kei Nishikori[JPN],1,37.5%,3,8,0.31,1.6,8.0,0.60,3.0,70.0%,14,20,0.80,4.0,20.0,1.20,6.0,Kei Nishikori[JPN],1,0.72,315,46.3%,1,1-0,100.0%,20.0%,5,2-3,40.0%,51,22-29,43.1%,3:30,42.0,40.0
63,Francisco Comesana[ARG],3,2-1,66.7%,65.9%,63.9%,45,9.8%,11,2.4%,6.6%,63.9%,71.8%,55.4%,59.4%,86.4%,7.0,2.4,Francisco Comesana[ARG],3,33.1%,33.0%,4.3%,2.3%,28.0%,42.6%,11.9%,6.6,2.2,25.0,44.0,Francisco Comesana[ARG],3,40.0%,8,20,0.30,1.5,6.7,0.62,2.7,74.3%,26,35,0.53,2.7,11.7,0.69,3.0,Francisco Comesana[ARG],3,0.97,904,49.8%,5,3-2,60.0%,38.5%,13,7-6,53.8%,133,65-68,48.9%,3:32,48.9,42.2
64,Laslo Djere[SRB],2,0-2,0.0%,58.7%,57.7%,16,7.1%,8,3.6%,8.7%,59.1%,63.2%,52.2%,57.1%,68.6%,6.4,2.7,Laslo Djere[SRB],2,34.9%,37.1%,9.9%,2.4%,26.9%,47.6%,21.6%,5.7,2.0,153.0,153.0,Laslo Djere[SRB],2,38.1%,8,21,0.57,2.6,10.5,1.00,4.0,59.3%,16,27,0.77,3.4,13.5,1.38,5.5,Laslo Djere[SRB],2,0.84,437,47.1%,1,0-1,0.0%,12.5%,8,3-5,37.5%,72,32-40,44.4%,2:25,36.1,39.7
65,Joao Fonseca[BRA],1,0-1,0.0%,58.8%,52.2%,14,16.5%,2,2.4%,5.9%,60.0%,68.6%,44.1%,46.9%,80.0%,8.5,3.5,Joao Fonseca[BRA],1,27.9%,29.4%,13.1%,3.3%,28.6%,26.9%,0.0%,6.1,1.7,88.0,88.0,Joao Fonseca[BRA],1,0.0%,0,2,0.20,1.0,2.0,0.00,0.0,83.3%,10,12,1.20,6.0,12.0,1.00,2.0,Joao Fonseca[BRA],1,0.68,146,45.9%,0,0-0,-,0.0%,2,0-2,0.0%,20,8-12,40.0%,1:30,45.0,37.0
66,Jaume Munar[ESP],3,1-2,33.3%,63.4%,64.9%,23,7.9%,19,6.6%,16.5%,60.3%,76.0%,44.3%,53.1%,75.5%,5.9,2.2,Jaume Munar[ESP],3,36.8%,39.2%,10.1%,2.5%,27.5%,51.2%,18.8%,6.6,2.4,54.0,59.7,Jaume Munar[ESP],3,27.3%,9,33,0.69,3.3,11.0,0.90,3.0,55.6%,15,27,0.55,2.7,9.0,1.20,4.0,Jaume Munar[ESP],3,1.01,608,49.5%,1,0-1,0.0%,10.0%,10,4-6,40.0%,97,46-51,47.4%,2:18,41.5,41.0
67,Juncheng Shang[CHN],5,3-2,60.0%,70.1%,68.8%,58,10.8%,16,3.0%,8.4%,64.7%,76.2%,58.9%,64.4%,91.8%,6.3,1.9,Juncheng Shang[CHN],5,27.0%,28.6%,15.1%,3.7%,16.0%,48.2%,9.4%,5.7,1.5,31.0,49.6,Juncheng Shang[CHN],5,33.3%,8,24,0.28,1.5,4.8,0.50,1.6,76.7%,23,30,0.35,1.9,6.0,0.44,1.4,Juncheng Shang[CHN],5,0.90,1021,49.8%,4,2-2,50.0%,25.0%,16,9-7,56.3%,170,86-84,50.6%,2:21,44.1,41.5
68,Mattia Bellucci[ITA],1,0-1,0.0%,68.0%,68.5%,11,7.5%,6,4.1%,8.5%,51.7%,78.9%,56.3%,61.5%,87.0%,6.4,2.0,Mattia Bellucci[ITA],1,31.5%,33.6%,12.8%,3.4%,25.9%,46.3%,8.3%,6.2,2.0,14.0,14.0,Mattia Bellucci[ITA],1,14.3%,2,14,0.58,2.8,14.0,0.40,2.0,75.0%,9,12,0.52,2.4,12.0,0.60,3.0,Mattia Bellucci[ITA],1,0.99,296,49.7%,0,0-0,-,0.0%,5,2-3,40.0%,47,22-25,46.8%,3:29,41.8,42.4
71,Daniel Altmaier[GER],2,1-1,50.0%,65.2%,65.5%,18,6.2%,11,3.8%,8.7%,56.2%,79.8%,46.5%,50.9%,76.6%,6.2,2.1,Daniel Altmaier[GER],2,37.7%,35.2%,4.7%,6.3%,31.8%,46.8%,25.0%,6.6,2.5,184.0,184.0,Daniel Altmaier[GER],2,41.4%,12,29,0.60,2.9,14.5,1.20,6.0,52.2%,12,23,0.49,2.3,11.5,1.10,5.5,Daniel Altmaier[GER],2,1.08,606,50.8%,3,2-1,66.7%,30.0%,10,5-5,50.0%,95,48-47,50.5%,3:36,43.2,42.8
72,Hamad Medjedovic[SRB],2,1-1,50.0%,68.9%,64.9%,39,24.2%,11,6.8%,23.9%,71.4%,79.1%,43.5%,57.1%,91.7%,6.7,2.1,Hamad Medjedovic[SRB],2,31.4%,33.3%,17.3%,5.8%,20.4%,50.0%,12.5%,6.5,2.0,29.5,29.5,Hamad Medjedovic[SRB],2,42.9%,3,7,0.29,1.4,3.5,0.60,1.5,84.6%,11,13,0.54,2.6,6.5,0.40,1.0,Hamad Medjedovic[SRB],2,1.01,317,50.5%,2,0-2,0.0%,40.0%,5,2-3,40.0%,48,25-23,52.1%,1:33,37.2,35.2
74,Yoshihito Nishioka[JPN],5,3-2,60.0%,67.1%,67.2%,15,3.5%,8,1.9%,5.3%,64.7%,70.0%,61.6%,65.0%,84.3%,6.1,2.0,Yoshihito Nishioka[JPN],5,33.9%,36.8%,16.5%,5.1%,23.7%,50.0%,18.3%,6.4,2.2,58.0,76.2,Yoshihito Nishioka[JPN],5,38.2%,13,34,0.48,2.3,6.8,0.87,2.6,65.6%,21,32,0.46,2.1,6.4,0.73,2.2,Yoshihito Nishioka[JPN],5,1.03,882,50.0%,3,1-2,33.3%,20.0%,15,8-7,53.3%,141,72-69,51.1%,1:56,38.8,39.6
75,Arthur Rinderknech[FRA],7,3-4,42.9%,66.7%,64.0%,108,17.0%,34,5.3%,14.4%,62.9%,79.0%,45.8%,53.5%,83.7%,6.1,2.0,Arthur Rinderknech[FRA],7,33.0%,33.7%,8.3%,3.1%,30.7%,36.8%,16.7%,5.9,2.0,61.0,115.0,Arthur Rinderknech[FRA],7,40.5%,17,42,0.41,2.1,6.0,0.85,2.4,63.8%,30,47,0.45,2.4,6.7,0.85,2.4,Arthur Rinderknech[FRA],7,0.99,1242,50.2%,3,1-2,33.3%,15.0%,20,9-11,45.0%,206,104-102,50.5%,1:59,41.8,40.4
76,Alexander Bublik[KAZ],8,4-4,50.0%,69.1%,65.3%,145,22.6%,40,6.2%,16.9%,63.1%,82.5%,46.0%,55.3%,86.4%,5.8,1.8,Alexander Bublik[KAZ],8,34.5%,35.0%,9.8%,4.6%,25.0%,49.6%,13.8%,6.6,2.3,79.5,72.0,Alexander Bublik[KAZ],8,25.0%,15,60,0.55,2.6,7.5,0.65,1.9,60.5%,23,38,0.35,1.7,4.8,0.65,1.9,Alexander Bublik[KAZ],8,1.11,1365,50.8%,5,3-2,60.0%,21.7%,23,12-11,52.2%,219,110-109,50.2%,1:47,37.2,37.6
77,Roman Safiullin[RUS],5,2-3,40.0%,68.7%,67.9%,46,7.8%,15,2.6%,7.4%,65.4%,77.6%,51.7%,55.9%,84.0%,5.9,1.8,Roman Safiullin[RUS],5,35.6%,37.6%,9.7%,2.6%,28.9%,47.5%,18.8%,6.5,2.3,39.0,48.6,Roman Safiullin[RUS],5,35.2%,19,54,0.53,2.7,10.8,0.95,3.8,63.6%,28,44,0.44,2.2,8.8,0.80,3.2,Roman Safiullin[RUS],5,1.13,1248,51.1%,2,0-2,0.0%,10.0%,20,10-10,50.0%,201,103-98,51.2%,2:50,42.5,40.8
78,Hugo Gaston[FRA],1,0-1,0.0%,55.0%,55.2%,2,1.8%,2,1.8%,4.3%,56.9%,62.9%,44.7%,46.7%,64.7%,6.4,2.9,Hugo Gaston[FRA],1,39.6%,41.3%,5.4%,0.9%,37.8%,44.8%,29.4%,6.5,2.6,102.0,102.0,Hugo Gaston[FRA],1,41.7%,5,12,0.71,4.0,12.0,1.67,5.0,40.0%,4,10,0.59,3.3,10.0,2.00,6.0,Hugo Gaston[FRA],1,0.88,220,47.3%,2,0-2,0.0%,66.7%,3,0-3,0.0%,34,16-18,47.1%,2:19,46.3,37.9
79,Aleksandar Vukic[AUS],12,8-4,66.7%,67.4%,64.8%,115,10.9%,20,1.9%,5.0%,62.1%,76.1%,53.1%,55.9%,87.0%,6.5,2.1,Aleksandar Vukic[AUS],12,33.1%,34.2%,11.8%,4.6%,21.9%,50.9%,18.5%,6.2,2.1,45.0,89.7,Aleksandar Vukic[AUS],12,39.0%,30,77,0.48,2.4,6.4,0.94,2.5,72.0%,54,75,0.46,2.3,6.3,0.66,1.8,Aleksandar Vukic[AUS],12,1.02,2066,50.7%,11,5-6,45.5%,34.4%,32,19-13,59.4%,324,171-153,52.8%,1:53,42.3,39.3
80,Aleksandar Kovacevic[USA],4,2-2,50.0%,65.9%,63.4%,34,11.5%,8,2.7%,7.1%,62.2%,73.9%,52.7%,56.7%,83.7%,6.0,2.1,Aleksandar Kovacevic[USA],4,32.1%,32.8%,14.6%,6.2%,28.1%,38.8%,8.0%,6.2,2.0,63.5,64.0,Aleksandar Kovacevic[USA],4,25.0%,4,16,0.32,1.6,4.0,0.40,1.0,52.9%,9,17,0.35,1.7,4.3,0.80,2.0,Aleksandar Kovacevic[USA],4,0.94,604,48.7%,1,1-0,100.0%,10.0%,10,4-6,40.0%,99,45-54,45.5%,1:44,41.6,41.3
81,Christopher Oconnell[AUS],1,0-1,0.0%,51.1%,50.6%,3,3.4%,2,2.3%,6.3%,63.6%,58.9%,37.5%,40.0%,58.3%,7.3,3.6,Christopher Oconnell[AUS],1,15.9%,18.6%,28.6%,3.2%,5.3%,32.0%,0.0%,4.8,0.8,12.0,12.0,Christopher Oconnell[AUS],1,0.0%,0,2,0.15,0.7,2.0,0.00,0.0,37.5%,3,8,0.67,2.7,8.0,1.67,5.0,Christopher Oconnell[AUS],1,0.32,151,36.4%,0,0-0,-,0.0%,3,0-3,0.0%,25,7-18,28.0%,1:31,30.3,36.2
82,Rinky Hijikata[AUS],8,3-5,37.5%,60.5%,60.8%,33,4.9%,25,3.7%,9.4%,60.6%,71.3%,43.8%,48.3%,72.9%,6.3,2.5,Rinky Hijikata[AUS],8,37.9%,38.4%,7.7%,4.0%,29.8%,49.7%,17.8%,6.7,2.5,41.5,46.1,Rinky Hijikata[AUS],8,27.9%,19,68,0.64,3.1,8.5,0.86,2.4,58.0%,40,69,0.64,3.1,8.6,1.32,3.6,Rinky Hijikata[AUS],8,0.96,1395,48.9%,4,3-1,75.0%,18.2%,22,9-13,40.9%,214,97-117,45.3%,1:58,42.8,40.5
84,Borna Coric[CRO],2,1-1,50.0%,66.5%,64.0%,19,9.8%,3,1.5%,4.1%,61.9%,70.0%,60.8%,63.4%,82.8%,6.7,2.2,Borna Coric[CRO],2,32.4%,32.9%,8.7%,3.5%,19.3%,54.7%,10.3%,6.0,1.9,87.0,87.0,Borna Coric[CRO],2,37.5%,3,8,0.28,1.3,4.0,0.50,1.5,68.8%,11,16,0.55,2.7,8.0,0.83,2.5,Borna Coric[CRO],2,0.97,367,50.4%,2,1-1,50.0%,33.3%,6,3-3,50.0%,58,27-31,46.6%,2:06,42.0,41.2
85,Botic Van De Zandschulp[NED],3,1-2,33.3%,59.9%,61.5%,27,9.0%,25,8.4%,18.9%,55.9%,77.2%,37.9%,46.7%,69.6%,6.5,2.6,Botic Van De Zandschulp[NED],3,38.4%,36.1%,3.2%,5.4%,31.4%,49.1%,26.7%,6.2,2.4,74.0,82.0,Botic Van De Zandschulp[NED],3,38.7%,12,31,0.69,3.1,10.3,1.20,4.0,63.2%,24,38,0.83,3.8,12.7,1.40,4.7,Botic Van De Zandschulp[NED],3,0.96,578,49.5%,1,0-1,0.0%,10.0%,10,4-6,40.0%,91,44-47,48.4%,2:17,41.2,42.8
87,Jan Lennard Struff[GER],8,6-2,75.0%,71.9%,71.3%,126,16.0%,44,5.6%,13.5%,58.7%,81.4%,58.5%,67.6%,90.6%,6.1,1.7,Jan Lennard Struff[GER],8,32.5%,34.2%,12.0%,3.7%,20.9%,51.0%,12.8%,6.4,2.1,38.0,35.4,Jan Lennard Struff[GER],8,32.0%,16,50,0.40,2.1,6.3,0.67,2.0,72.7%,32,44,0.34,1.8,5.5,0.50,1.5,Jan Lennard Struff[GER],8,1.16,1589,52.0%,10,6-4,60.0%,41.7%,24,16-8,66.7%,253,132-121,52.2%,1:59,39.5,35.8
88,Adam Walton[AUS],4,2-2,50.0%,66.0%,66.1%,17,4.8%,9,2.5%,7.2%,64.6%,70.2%,58.4%,62.9%,82.1%,6.3,2.1,Adam Walton[AUS],4,36.1%,36.8%,8.2%,3.6%,30.5%,47.5%,22.0%,6.2,2.2,108.5,144.5,Adam Walton[AUS],4,52.0%,13,25,0.42,2.1,6.3,1.08,3.3,58.3%,14,24,0.43,2.0,6.0,0.83,2.5,Adam Walton[AUS],4,1.06,719,50.8%,2,1-1,50.0%,16.7%,12,7-5,58.3%,115,59-56,51.3%,2:12,44.0,44.1
90,James Duckworth[AUS],6,3-3,50.0%,65.0%,63.6%,44,7.9%,13,2.3%,5.7%,58.8%,72.7%,53.9%,57.2%,91.0%,7.1,2.5,James Duckworth[AUS],6,30.2%,33.6%,20.9%,5.4%,16.8%,52.5%,9.3%,6.5,1.9,54.5,80.5,James Duckworth[AUS],6,26.9%,7,26,0.35,1.9,4.3,0.50,1.2,80.6%,29,36,0.46,2.6,6.0,0.50,1.2,James Duckworth[AUS],6,0.86,1038,48.7%,6,2-4,33.3%,42.9%,14,6-8,42.9%,153,78-75,51.0%,1:49,46.6,37.7
91,Cameron Norrie[GBR],5,2-3,40.0%,69.9%,69.4%,39,8.0%,14,2.9%,9.7%,70.3%,76.2%,54.9%,60.8%,86.7%,6.5,1.9,Cameron Norrie[GBR],5,30.9%,33.8%,17.6%,4.6%,22.5%,49.0%,14.1%,6.4,2.0,67.0,74.6,Cameron Norrie[GBR],5,42.3%,11,26,0.33,1.9,5.2,0.79,2.2,58.3%,14,24,0.32,1.7,4.8,0.71,2.0,Cameron Norrie[GBR],5,1.03,984,50.1%,6,3-3,50.0%,42.9%,14,7-7,50.0%,153,76-77,49.7%,2:14,48.0,41.0
92,Vit Kopriva[CZE],1,0-1,0.0%,47.9%,48.3%,4,4.2%,5,5.2%,11.6%,55.2%,54.7%,39.5%,44.7%,45.5%,8.7,4.5,Vit Kopriva[CZE],1,17.2%,17.4%,17.2%,3.4%,10.3%,31.6%,0.0%,4.8,0.8,2.0,2.0,Vit Kopriva[CZE],1,-,0,0,0.00,0.0,0.0,0.00,0.0,60.0%,9,15,1.36,5.0,15.0,2.00,6.0,Vit Kopriva[CZE],1,0.33,154,36.4%,0,0-0,-,0.0%,3,0-3,0.0%,23,5-18,21.7%,1:58,39.3,46.0
94,Reilly Opelka[USA],4,3-1,75.0%,68.2%,62.5%,70,24.5%,16,5.6%,13.9%,59.8%,82.5%,47.0%,54.5%,80.4%,5.6,1.8,Reilly Opelka[USA],4,32.4%,31.2%,3.9%,3.5%,24.0%,45.1%,12.5%,5.9,1.9,77.5,69.8,Reilly Opelka[USA],4,30.0%,6,20,0.42,1.8,5.0,0.55,1.5,44.4%,8,18,0.35,1.6,4.5,0.91,2.5,Reilly Opelka[USA],4,1.02,570,50.4%,1,1-0,100.0%,9.1%,11,6-5,54.5%,99,47-52,47.5%,1:42,36.9,42.7
