Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
11,Daniil Medvedev[RUS],22,18-4,81.8%,64.6%,64.7%,231,9.2%,132,5.2%,14.0%,62.6%,73.7%,49.3%,57.3%,81.6%,6.4,2.3,Daniil Medvedev[RUS],22,39.6%,39.9%,5.7%,3.3%,31.8%,51.9%,27.6%,6.5,2.6,34.0,41.4,Daniil Medvedev[RUS],22,44.4%,108,243,0.62,2.9,11.0,1.30,4.9,61.3%,114,186,0.47,2.2,8.5,0.87,3.3,Daniil Medvedev[RUS],22,1.12,5055,52.1%,14,11-3,78.6%,16.9%,83,56-27,67.5%,783,428-355,54.7%,2:19,36.7,36.2
12,Tommy Paul[USA],15,11-4,73.3%,64.9%,63.8%,114,7.2%,36,2.3%,5.7%,60.3%,71.6%,54.8%,58.2%,81.9%,6.4,2.2,Tommy Paul[USA],15,41.9%,42.7%,5.7%,2.9%,36.2%,51.3%,33.1%,6.3,2.6,60.0,69.9,Tommy Paul[USA],15,48.8%,82,168,0.68,3.1,11.2,1.49,5.5,68.3%,97,142,0.57,2.6,9.5,0.82,3.0,Tommy Paul[USA],15,1.20,3138,53.6%,6,2-4,33.3%,10.9%,55,37-18,67.3%,497,286-211,57.5%,2:04,33.9,35.7
13,Ben Shelton[USA],13,9-4,69.2%,67.4%,65.9%,172,11.0%,52,3.3%,10.8%,69.0%,74.1%,52.6%,58.9%,86.3%,6.3,2.0,Ben Shelton[USA],13,35.7%,35.2%,5.4%,3.7%,28.7%,47.2%,18.4%,6.6,2.4,72.0,100.2,Ben Shelton[USA],13,37.2%,45,121,0.50,2.4,9.3,0.90,3.5,69.4%,77,111,0.45,2.2,8.5,0.68,2.6,Ben Shelton[USA],13,1.10,3164,51.3%,11,7-4,63.6%,22.0%,50,30-20,60.0%,492,259-233,52.6%,2:23,37.1,35.2
14,Arthur Fils[FRA],9,5-4,55.6%,63.5%,63.1%,92,8.5%,47,4.3%,11.1%,61.0%,72.5%,49.4%,55.6%,76.8%,6.1,2.2,Arthur Fils[FRA],9,36.3%,36.4%,5.9%,3.2%,31.0%,44.7%,21.1%,6.1,2.2,44.0,100.2,Arthur Fils[FRA],9,36.6%,37,101,0.58,2.8,11.2,1.03,4.1,56.8%,54,95,0.54,2.6,10.6,1.14,4.6,Arthur Fils[FRA],9,0.99,2158,50.0%,2,2-0,100.0%,5.6%,36,18-18,50.0%,352,173-179,49.1%,2:33,38.2,38.2
15,Grigor Dimitrov[BUL],17,13-4,76.5%,68.9%,69.3%,159,9.4%,81,4.8%,11.9%,59.8%,81.3%,50.3%,57.1%,86.2%,6.0,1.9,Grigor Dimitrov[BUL],17,38.2%,39.4%,8.8%,3.7%,30.4%,50.7%,23.8%,6.6,2.5,56.0,57.9,Grigor Dimitrov[BUL],17,38.9%,65,167,0.61,2.9,9.8,1.12,3.8,65.2%,73,112,0.40,1.9,6.6,0.67,2.3,Grigor Dimitrov[BUL],17,1.23,3487,53.0%,11,8-3,72.7%,19.0%,58,41-17,70.7%,555,308-247,55.5%,1:46,30.9,30.9
16,Frances Tiafoe[USA],13,9-4,69.2%,65.6%,65.0%,130,7.8%,54,3.2%,7.9%,59.2%,72.9%,55.0%,59.7%,83.8%,6.5,2.2,Frances Tiafoe[USA],13,36.4%,38.2%,11.9%,4.4%,28.5%,49.1%,20.9%,6.4,2.3,40.0,56.3,Frances Tiafoe[USA],13,36.5%,54,148,0.57,2.7,11.4,1.00,4.2,60.7%,65,107,0.41,2.0,8.2,0.78,3.2,Frances Tiafoe[USA],13,1.06,3312,51.1%,10,4-6,40.0%,18.5%,54,32-22,59.3%,517,271-246,52.4%,2:34,37.1,36.3
17,Andrey Rublev[RUS],13,9-4,69.2%,67.7%,66.4%,178,11.5%,59,3.8%,9.6%,60.5%,78.2%,51.6%,57.1%,87.8%,6.3,2.0,Andrey Rublev[RUS],13,39.0%,40.4%,9.5%,4.1%,30.3%,52.4%,22.5%,7.0,2.7,38.0,46.8,Andrey Rublev[RUS],13,32.7%,55,168,0.69,3.4,12.9,1.12,4.2,72.0%,77,107,0.44,2.2,8.2,0.61,2.3,Andrey Rublev[RUS],13,1.21,3250,52.7%,10,3-7,30.0%,20.4%,49,30-19,61.2%,489,270-219,55.2%,2:15,35.9,32.5
18,Francisco Cerundolo[ARG],9,5-4,55.6%,62.7%,63.3%,57,5.1%,44,4.0%,10.6%,62.4%,68.9%,52.3%,58.4%,78.6%,6.4,2.4,Francisco Cerundolo[ARG],9,39.0%,39.6%,6.0%,2.9%,32.4%,49.3%,26.7%,6.4,2.5,58.0,89.1,Francisco Cerundolo[ARG],9,43.5%,47,108,0.61,2.9,12.0,1.27,5.2,61.5%,59,96,0.55,2.6,10.7,1.00,4.1,Francisco Cerundolo[ARG],9,1.04,2230,50.8%,3,2-1,66.7%,8.1%,37,21-16,56.8%,349,183-166,52.4%,1:42,24.9,24.8
19,Stefanos Tsitsipas[GRE],12,8-4,66.7%,67.5%,66.8%,115,8.5%,43,3.2%,8.3%,61.6%,74.4%,56.4%,61.5%,88.8%,6.3,2.1,Stefanos Tsitsipas[GRE],12,36.3%,37.0%,6.1%,2.4%,29.1%,47.5%,22.5%,6.5,2.3,66.5,61.9,Stefanos Tsitsipas[GRE],12,45.2%,47,104,0.50,2.4,8.7,1.09,3.9,68.8%,53,77,0.36,1.8,6.4,0.56,2.0,Stefanos Tsitsipas[GRE],12,1.12,2710,51.9%,11,5-6,45.5%,25.6%,43,27-16,62.8%,423,237-186,56.0%,1:44,28.9,27.5
20,Tomas Machac[CZE],12,8-4,66.7%,62.3%,62.2%,74,5.7%,44,3.4%,9.9%,65.6%,65.8%,55.6%,61.8%,76.5%,6.3,2.4,Tomas Machac[CZE],12,42.5%,42.4%,7.0%,5.2%,34.7%,55.1%,32.5%,6.8,2.9,37.5,47.3,Tomas Machac[CZE],12,42.6%,66,155,0.76,3.6,12.9,1.53,5.5,50.5%,49,97,0.48,2.3,8.1,1.12,4.0,Tomas Machac[CZE],12,1.13,2671,52.0%,6,3-3,50.0%,14.0%,43,27-16,62.8%,407,222-185,54.5%,1:47,29.9,28.9
21,Jakub Mensik[CZE],6,3-3,50.0%,61.4%,60.7%,99,11.0%,53,5.9%,13.7%,57.0%,75.1%,43.3%,50.2%,77.0%,7.1,2.7,Jakub Mensik[CZE],6,34.9%,35.3%,12.5%,6.1%,22.4%,53.1%,19.5%,6.1,2.1,28.5,65.3,Jakub Mensik[CZE],6,41.0%,25,61,0.48,2.3,10.2,0.96,4.2,67.8%,61,90,0.71,3.5,15.0,1.12,4.8,Jakub Mensik[CZE],6,0.90,1683,49.0%,7,5-2,71.4%,26.9%,26,15-11,57.7%,254,122-132,48.0%,3:13,44.5,41.3
22,Ugo Humbert[FRA],10,6-4,60.0%,68.0%,66.3%,118,10.2%,31,2.7%,6.9%,61.3%,74.7%,57.3%,61.5%,85.6%,5.9,1.9,Ugo Humbert[FRA],10,36.7%,37.7%,9.7%,4.1%,28.8%,50.1%,20.6%,6.5,2.4,61.0,62.9,Ugo Humbert[FRA],10,35.1%,39,111,0.59,2.8,11.1,1.00,3.9,63.6%,49,77,0.39,2.0,7.7,0.72,2.8,Ugo Humbert[FRA],10,1.14,2391,51.8%,8,5-3,62.5%,20.5%,39,22-17,56.4%,384,206-178,53.6%,2:36,40.0,39.1
23,Sebastian Korda[USA],9,5-4,55.6%,65.1%,63.9%,89,9.1%,32,3.3%,8.5%,61.7%,72.1%,53.9%,58.9%,82.5%,6.4,2.2,Sebastian Korda[USA],9,37.0%,38.6%,10.7%,4.0%,28.4%,52.4%,19.9%,6.7,2.5,69.0,114.7,Sebastian Korda[USA],9,33.0%,31,94,0.60,2.9,10.4,0.97,3.4,59.1%,39,66,0.43,2.1,7.3,0.84,3.0,Sebastian Korda[USA],9,1.06,2028,50.5%,8,4-4,50.0%,25.0%,32,17-15,53.1%,310,158-152,51.0%,1:38,27.6,26.2
24,Karen Khachanov[RUS],9,5-4,55.6%,66.0%,64.2%,118,10.0%,33,2.8%,7.7%,63.9%,73.6%,52.5%,56.9%,82.7%,6.4,2.2,Karen Khachanov[RUS],9,35.2%,35.9%,8.5%,3.7%,26.4%,49.0%,19.4%,6.5,2.3,99.0,108.1,Karen Khachanov[RUS],9,33.3%,36,108,0.58,2.9,12.0,0.97,4.0,68.0%,68,100,0.54,2.7,11.1,0.86,3.6,Karen Khachanov[RUS],9,1.04,2385,50.5%,10,7-3,70.0%,27.0%,37,21-16,56.8%,371,189-182,50.9%,2:38,38.4,35.8
25,Alexei Popyrin[AUS],10,6-4,60.0%,68.2%,66.1%,174,15.2%,53,4.6%,13.0%,64.3%,77.9%,50.7%,58.3%,86.8%,6.0,1.9,Alexei Popyrin[AUS],10,35.1%,35.3%,9.0%,4.6%,26.1%,49.1%,22.0%,6.3,2.2,37.0,77.9,Alexei Popyrin[AUS],10,46.7%,42,90,0.47,2.3,9.0,1.08,4.2,68.4%,54,79,0.42,2.0,7.9,0.64,2.5,Alexei Popyrin[AUS],10,1.10,2339,51.3%,6,1-5,16.7%,15.4%,39,23-16,59.0%,381,207-174,54.3%,2:33,39.2,39.2
26,Alejandro Davidovich Fokina[ESP],5,2-3,40.0%,60.9%,60.6%,33,5.1%,18,2.8%,9.0%,68.8%,64.9%,52.2%,57.4%,76.6%,6.9,2.7,Alejandro Davidovich Fokina[ESP],5,38.3%,38.4%,6.4%,3.9%,31.6%,49.6%,24.7%,6.6,2.5,69.0,70.6,Alejandro Davidovich Fokina[ESP],5,38.3%,23,60,0.65,3.2,12.0,1.21,4.6,56.9%,29,51,0.54,2.7,10.2,1.16,4.4,Alejandro Davidovich Fokina[ESP],5,0.98,1258,49.9%,5,2-3,40.0%,26.3%,19,9-10,47.4%,187,95-92,50.8%,1:40,26.4,23.9
27,Felix Auger Aliassime[CAN],9,5-4,55.6%,65.8%,67.0%,78,8.4%,55,6.0%,15.2%,60.9%,75.0%,51.5%,60.8%,80.3%,6.1,2.1,Felix Auger Aliassime[CAN],9,39.7%,39.7%,6.6%,4.3%,30.3%,55.4%,23.4%,6.6,2.6,70.0,82.2,Felix Auger Aliassime[CAN],9,42.4%,36,85,0.55,2.6,9.4,1.09,4.0,61.0%,47,77,0.51,2.3,8.6,0.91,3.3,Felix Auger Aliassime[CAN],9,1.16,1945,52.1%,2,0-2,0.0%,6.1%,33,17-16,51.5%,306,158-148,51.6%,1:52,30.5,31.0
28,Denis Shapovalov[CAN],8,4-4,50.0%,65.5%,68.1%,74,7.8%,71,7.5%,18.7%,59.7%,73.2%,53.9%,66.3%,84.5%,6.4,2.2,Denis Shapovalov[CAN],8,31.3%,30.7%,4.5%,2.8%,28.5%,36.3%,14.7%,5.9,1.9,50.0,58.4,Denis Shapovalov[CAN],8,33.8%,22,65,0.43,2.2,8.1,0.73,2.8,70.5%,55,78,0.53,2.6,9.8,0.77,2.9,Denis Shapovalov[CAN],8,0.91,1832,48.9%,5,2-3,40.0%,16.7%,30,15-15,50.0%,298,147-151,49.3%,1:38,26.2,25.7
29,Brandon Nakashima[USA],9,6-3,66.7%,69.5%,66.1%,116,12.4%,12,1.3%,3.8%,66.7%,75.8%,56.7%,59.0%,90.7%,6.2,1.9,Brandon Nakashima[USA],9,36.0%,37.2%,8.9%,3.3%,27.3%,48.7%,19.9%,6.4,2.3,18.0,37.8,Brandon Nakashima[USA],9,36.3%,29,80,0.55,2.5,8.9,0.91,3.2,78.1%,50,64,0.43,2.0,7.1,0.44,1.6,Brandon Nakashima[USA],9,1.18,1877,52.7%,7,3-4,42.9%,21.9%,32,21-11,65.6%,296,165-131,55.7%,1:53,31.7,32.4
30,Matteo Berrettini[ITA],4,2-2,50.0%,66.9%,63.7%,64,14.3%,14,3.1%,8.4%,62.9%,76.9%,50.0%,54.6%,89.6%,6.7,2.2,Matteo Berrettini[ITA],4,31.3%,31.8%,7.2%,2.5%,26.5%,38.4%,18.6%,6.2,1.9,41.0,51.3,Matteo Berrettini[ITA],4,44.8%,13,29,0.41,2.1,7.3,0.93,3.3,75.0%,21,28,0.42,2.0,7.0,0.50,1.8,Matteo Berrettini[ITA],4,0.94,879,49.4%,6,2-4,33.3%,42.9%,14,7-7,50.0%,137,73-64,53.3%,2:47,47.7,45.6
31,Hubert Hurkacz[POL],13,9-4,69.2%,70.1%,66.8%,222,14.5%,33,2.2%,5.8%,63.1%,79.2%,54.6%,58.0%,88.9%,6.1,1.8,Hubert Hurkacz[POL],13,37.2%,36.8%,6.3%,4.3%,27.9%,51.1%,19.8%,6.9,2.6,118.0,107.8,Hubert Hurkacz[POL],13,33.6%,49,146,0.59,3.0,11.2,1.00,3.8,65.0%,52,80,0.32,1.6,6.2,0.57,2.2,Hubert Hurkacz[POL],13,1.25,3241,52.8%,15,8-7,53.3%,30.6%,49,30-19,61.2%,501,274-227,54.7%,2:02,32.4,29.4
32,Alex Michelsen[USA],7,3-4,42.9%,60.6%,60.9%,32,4.4%,24,3.3%,10.0%,67.3%,67.1%,47.3%,52.6%,70.2%,6.4,2.5,Alex Michelsen[USA],7,35.5%,37.3%,11.1%,3.8%,26.4%,50.0%,23.9%,5.9,2.1,23.0,109.9,Alex Michelsen[USA],7,52.9%,27,51,0.45,2.0,7.3,1.08,3.9,56.4%,44,78,0.68,3.1,11.1,1.36,4.9,Alex Michelsen[USA],7,0.90,1395,48.7%,4,1-3,25.0%,16.0%,25,11-14,44.0%,227,107-120,47.1%,2:07,35.6,38.2
33,Sebastian Baez[ARG],8,4-4,50.0%,59.3%,58.9%,30,3.4%,16,1.8%,6.8%,73.5%,61.8%,52.3%,56.2%,72.3%,6.8,2.8,Sebastian Baez[ARG],8,40.6%,41.8%,6.9%,2.8%,34.0%,49.6%,27.5%,6.8,2.7,51.0,63.6,Sebastian Baez[ARG],8,38.7%,36,93,0.71,3.1,11.6,1.20,4.5,62.1%,59,95,0.73,3.2,11.9,1.20,4.5,Sebastian Baez[ARG],8,1.00,1773,49.9%,3,1-2,33.3%,10.0%,30,14-16,46.7%,261,130-131,49.8%,1:43,27.4,27.9
34,Flavio Cobolli[ITA],10,6-4,60.0%,63.3%,62.6%,99,7.6%,46,3.5%,7.3%,51.9%,72.6%,53.2%,57.4%,81.5%,6.5,2.4,Flavio Cobolli[ITA],10,37.4%,36.8%,6.0%,4.4%,27.3%,51.3%,23.3%,6.4,2.4,42.0,49.2,Flavio Cobolli[ITA],10,38.5%,47,122,0.60,3.0,12.2,1.15,4.7,67.3%,76,113,0.56,2.8,11.3,0.90,3.7,Flavio Cobolli[ITA],10,1.02,2586,50.4%,4,0-4,0.0%,9.8%,41,22-19,53.7%,402,210-192,52.2%,2:27,35.8,34.1
35,Tallon Griekspoor[NED],11,7-4,63.6%,64.7%,64.9%,108,9.4%,63,5.5%,13.8%,60.4%,71.3%,54.5%,63.2%,81.4%,6.3,2.2,Tallon Griekspoor[NED],11,35.2%,35.8%,8.6%,3.9%,28.5%,47.1%,21.4%,6.1,2.2,40.0,51.8,Tallon Griekspoor[NED],11,42.9%,39,91,0.50,2.3,8.3,0.98,3.5,65.3%,64,98,0.54,2.5,8.9,0.85,3.1,Tallon Griekspoor[NED],11,1.00,2271,50.2%,6,4-2,66.7%,15.0%,40,24-16,60.0%,365,188-177,51.5%,1:36,26.5,28.0
36,Giovanni Mpetshi Perricard[FRA],6,3-3,50.0%,67.9%,64.7%,152,20.6%,46,6.2%,18.3%,65.9%,76.8%,50.8%,62.1%,85.1%,6.1,2.0,Giovanni Mpetshi Perricard[FRA],6,27.8%,28.6%,7.9%,2.0%,22.5%,37.9%,11.4%,5.8,1.6,60.0,61.8,Giovanni Mpetshi Perricard[FRA],6,50.0%,13,26,0.23,1.1,4.3,0.54,2.2,70.0%,42,60,0.50,2.5,10.0,0.75,3.0,Giovanni Mpetshi Perricard[FRA],6,0.87,1398,49.0%,6,4-2,66.7%,25.0%,24,12-12,50.0%,235,116-119,49.4%,1:48,26.9,27.7
37,Matteo Arnaldi[ITA],10,6-4,60.0%,60.8%,58.8%,95,8.8%,30,2.8%,6.9%,59.6%,69.7%,47.6%,51.1%,75.9%,6.8,2.7,Matteo Arnaldi[ITA],10,40.0%,40.8%,5.7%,2.5%,32.0%,51.6%,30.3%,6.3,2.5,35.0,54.7,Matteo Arnaldi[ITA],10,46.1%,47,102,0.66,3.0,10.2,1.38,4.7,66.7%,76,114,0.72,3.4,11.4,1.12,3.8,Matteo Arnaldi[ITA],10,1.02,2059,50.8%,5,3-2,60.0%,14.7%,34,21-13,61.8%,313,167-146,53.4%,1:25,24.9,24.7
38,Jiri Lehecka[CZE],5,3-2,60.0%,64.1%,63.2%,65,11.7%,30,5.4%,12.6%,57.1%,72.0%,53.6%,61.2%,81.4%,6.5,2.3,Jiri Lehecka[CZE],5,35.3%,35.2%,7.9%,4.4%,26.7%,48.8%,20.2%,6.1,2.1,81.0,87.0,Jiri Lehecka[CZE],5,35.3%,18,51,0.57,2.7,10.2,0.95,3.6,69.8%,37,53,0.62,2.8,10.6,0.84,3.2,Jiri Lehecka[CZE],5,0.98,1098,49.9%,1,0-1,0.0%,5.3%,19,10-9,52.6%,175,88-87,50.3%,2:35,40.8,42.4
39,Alexandre Muller[FRA],7,3-4,42.9%,60.3%,59.4%,46,5.3%,19,2.2%,6.5%,66.8%,66.3%,48.1%,51.5%,74.8%,6.9,2.7,Alexandre Muller[FRA],7,38.2%,39.9%,10.4%,4.0%,28.0%,54.3%,23.8%,6.5,2.5,71.0,65.7,Alexandre Muller[FRA],7,44.1%,30,68,0.54,2.7,9.7,1.20,4.3,61.9%,52,84,0.66,3.4,12.0,1.28,4.6,Alexandre Muller[FRA],7,0.96,1691,49.6%,8,4-4,50.0%,32.0%,25,12-13,48.0%,253,125-128,49.4%,2:14,37.4,33.2
40,Nuno Borges[POR],10,6-4,60.0%,63.1%,62.5%,112,9.7%,57,4.9%,12.5%,60.5%,73.8%,46.6%,53.3%,79.4%,6.8,2.5,Nuno Borges[POR],10,39.0%,38.7%,7.3%,5.1%,28.0%,55.2%,25.4%,6.8,2.7,49.5,49.5,Nuno Borges[POR],10,41.3%,43,104,0.62,3.0,10.4,1.23,4.3,65.7%,67,102,0.60,2.9,10.2,1.00,3.5,Nuno Borges[POR],10,1.06,2302,51.0%,9,4-5,44.4%,25.7%,35,20-15,57.1%,339,178-161,52.5%,2:22,40.5,36.9
41,Jordan Thompson[AUS],9,5-4,55.6%,64.4%,62.2%,84,8.5%,17,1.7%,4.3%,59.4%,72.4%,52.6%,55.0%,80.3%,6.3,2.2,Jordan Thompson[AUS],9,35.2%,35.3%,6.9%,3.6%,28.1%,45.1%,18.4%,6.3,2.2,53.0,49.8,Jordan Thompson[AUS],9,35.4%,29,82,0.52,2.5,9.1,0.88,3.2,64.0%,55,86,0.55,2.6,9.6,0.94,3.4,Jordan Thompson[AUS],9,0.99,1971,49.8%,5,3-2,60.0%,15.2%,33,17-16,51.5%,315,155-160,49.2%,2:35,42.4,42.6
42,Alejandro Tabilo[CHI],6,2-4,33.3%,63.9%,61.7%,87,11.3%,27,3.5%,9.5%,63.1%,74.1%,46.3%,51.2%,79.1%,6.7,2.4,Alejandro Tabilo[CHI],6,33.7%,34.6%,12.5%,5.3%,25.3%,45.9%,14.7%,6.5,2.2,69.0,67.2,Alejandro Tabilo[CHI],6,33.3%,17,51,0.44,2.2,8.5,0.74,2.8,64.2%,43,67,0.58,2.9,11.2,1.04,4.0,Alejandro Tabilo[CHI],6,0.93,1522,49.0%,7,3-4,42.9%,30.4%,23,9-14,39.1%,231,108-123,46.8%,2:18,35.9,32.6
43,Gael Monfils[FRA],9,5-4,55.6%,66.2%,65.1%,116,12.7%,47,5.1%,12.5%,58.9%,77.3%,50.3%,57.4%,82.8%,6.1,2.0,Gael Monfils[FRA],9,35.6%,35.9%,3.9%,1.8%,32.1%,42.0%,19.2%,6.3,2.2,32.0,61.4,Gael Monfils[FRA],9,36.3%,29,80,0.53,2.6,8.9,0.94,3.2,57.4%,35,61,0.40,2.0,6.8,0.84,2.9,Gael Monfils[FRA],9,1.05,1866,50.6%,4,2-2,50.0%,12.9%,31,16-15,51.6%,302,154-148,51.0%,1:53,32.7,32.6
