Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 M25 Trento R32,W vsOlivetti,19% (3/16),33% (1/3),0/2,29% (5/17),40% (2/5),1/1,0/0,4/5,0/0,2/2
2019 Bergamo CH F,W vsMarcora,50% (4/8),100% (4/4),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2019 Bergamo CH SF,W vsLamasine,67% (6/9),100% (6/6),1/2,50% (4/8),50% (2/4),4/5,1/3,0/0,0/2,0/0
2019 Bergamo CH QF,W vsQuinzi,63% (5/8),100% (5/5),2/2,33% (3/9),33% (1/3),3/4,1/1,0/0,1/1,0/0
2019 Bergamo CH R16,W vsGalovic,47% (7/15),71% (5/7),1/5,43% (6/14),17% (1/6),2/4,1/1,1/1,0/0,0/0
2019 Bergamo CH R32,W vsCaruso,67% (8/12),63% (5/8),1/3,33% (4/12),25% (1/4),2/3,0/0,1/1,0/0,0/0
2019 Bergamo CH R64,W vsMiedler,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,1/1,0/0
2019 M25 Aktobe QF,W vsKiyamov,43% (6/14),83% (5/6),0/3,31% (4/13),0% (0/4),3/4,1/3,0/1,0/0,0/0
2019 M25 Aktobe R32,W vsLiaonenka,100% (8/8),50% (4/8),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2019 M15 Monastir R16,L vsHoyt,30% (3/10),33% (1/3),0/3,33% (3/9),0% (0/3),1/1,0/0,1/1,0/0,1/1
2019 M15 Monastir R32,W vsJohnson,67% (10/15),60% (6/10),2/5,40% (6/15),17% (1/6),4/6,2/3,0/0,1/2,0/0
2019 M15 Monastir R32,L vsFaria,43% (6/14),83% (5/6),1/5,46% (6/13),17% (1/6),3/4,0/1,1/1,0/0,1/1
2018 Andria CH R32,L vsMarchenko,21% (3/14),67% (2/3),1/4,43% (6/14),33% (2/6),0/1,0/1,2/2,0/0,1/1
2018 Como CH R32,L vsMartin,25% (2/8),100% (2/2),1/4,67% (6/9),0% (0/6),1/2,0/0,0/2,0/0,0/1
