Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Indian Wells R32,L vsPaul,29% (4/14),50% (2/4),1/4,36% (5/14),20% (1/5),1/1,0/0,2/2,0/0,1/1
2023 Dubai QF,L vsDjokovic,0% (0/11),- (0/0),0/2,20% (2/10),0% (0/2),0/0,0/0,1/1,0/0,0/0
2023 Dubai R16,W vsKotov,33% (3/9),100% (3/3),0/0,0% (0/10),- (0/0),2/2,1/1,0/0,1/1,0/0
2023 Dubai R32,W vsShevchenko,27% (4/15),50% (2/4),0/2,20% (3/15),33% (1/3),2/2,1/2,2/2,0/1,1/1
2023 Marseille F,W vsBonzi,30% (3/10),67% (2/3),1/1,18% (2/11),50% (1/2),2/2,1/1,2/2,0/0,0/0
2023 Marseille SF,W vsBublik,27% (3/11),33% (1/3),0/0,9% (1/11),100% (1/1),1/1,1/1,2/2,0/0,0/0
2023 Marseille QF,W vsYmer,47% (7/15),43% (3/7),1/3,40% (6/15),50% (3/6),2/3,1/1,1/1,0/0,0/0
2023 Rotterdam R16,L vsDimitrov,17% (2/12),50% (1/2),0/1,8% (1/12),0% (0/1),0/1,0/0,2/2,0/0,2/2
2023 Rotterdam R32,W vsBautista Agut,22% (4/18),75% (3/4),1/2,11% (2/18),0% (0/2),2/2,0/1,1/1,0/1,1/1
2023 Australian Open R32,W vsShapovalov,38% (9/24),67% (6/9),3/7,38% (9/24),22% (2/9),5/6,2/2,2/2,1/1,0/0
2023 Australian Open R64,W vsSonego,33% (8/24),63% (5/8),1/4,30% (7/23),29% (2/7),4/4,1/2,2/3,1/1,0/0
2023 Australian Open R128,W vsMartinez,29% (4/14),100% (4/4),0/0,0% (0/14),- (0/0),4/4,2/2,0/0,1/1,0/0
2023 United Cup SF,L vsFritz,17% (2/12),0% (0/2),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,2/2
2023 United Cup RR,L vsBerrettini,14% (2/14),100% (2/2),0/3,29% (4/14),25% (1/4),2/2,1/1,1/1,0/0,1/1
2023 United Cup RR,W vsBublik,13% (2/15),50% (1/2),0/1,6% (1/16),0% (0/1),1/1,1/1,3/3,1/1,0/0
2023 United Cup RR,W vsWawrinka,18% (2/11),100% (2/2),0/1,18% (2/11),50% (1/2),1/2,1/1,0/0,1/1,0/0
2022 Paris R32,L vsRune,0% (0/9),- (0/0),0/3,50% (5/10),20% (1/5),0/0,0/0,0/1,0/0,0/1
2022 Paris R64,W vsMannarino,9% (1/11),100% (1/1),0/0,27% (3/11),100% (3/3),1/1,1/1,0/0,1/1,0/0
2022 Vienna QF,L vsCoric,18% (3/17),0% (0/3),0/1,6% (1/17),0% (0/1),0/0,0/0,3/3,0/0,2/2
2022 Vienna R16,W vsRuusuvuori,27% (4/15),50% (2/4),0/1,13% (2/16),50% (1/2),1/1,1/1,1/1,1/1,0/0
2022 Vienna R32,W vsTiafoe,27% (4/15),50% (2/4),1/2,20% (3/15),33% (1/3),2/2,1/1,1/1,1/1,0/0
2022 Antwerp QF,L vsThiem,13% (2/16),50% (1/2),0/0,12% (2/17),100% (2/2),1/1,1/1,2/2,0/0,0/0
2022 Antwerp R16,W vsDraper,47% (7/15),43% (3/7),0/1,19% (3/16),67% (2/3),3/3,1/1,2/2,1/1,0/0
2022 Astana QF,L vsTsitsipas,0% (0/11),- (0/0),0/1,40% (4/10),75% (3/4),0/0,0/0,0/0,0/0,0/0
2022 Astana R16,W vsBublik,50% (5/10),60% (3/5),0/1,30% (3/10),67% (2/3),2/3,2/2,0/0,1/1,0/0
2022 Astana R32,W vsCerundolo,20% (2/10),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,0/0,0/0
2022 Metz SF,L vsSonego,0% (0/11),- (0/0),0/1,9% (1/11),0% (0/1),0/0,0/0,3/3,0/0,1/1
2022 Metz QF,W vsRinderknech,63% (5/8),60% (3/5),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2022 Metz R16,W vsThiem,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2022 US Open R64,L vsIvashka,29% (6/21),33% (2/6),0/3,25% (5/20),40% (2/5),1/1,0/0,2/2,0/0,1/1
2022 US Open R128,W vsOtte,50% (7/14),57% (4/7),0/0,0% (0/14),- (0/0),4/4,3/3,0/0,1/1,0/0
2022 Cincinnati R32,L vsIsner,6% (1/16),0% (0/1),0/1,19% (3/16),33% (1/3),0/0,0/0,2/3,0/0,0/1
2022 Canada F,L vsCarreno Busta,8% (1/13),100% (1/1),0/2,21% (3/14),0% (0/3),1/1,1/1,1/2,0/0,0/1
2022 Canada SF,W vsRuud,36% (5/14),100% (5/5),1/3,33% (5/15),40% (2/5),5/5,2/2,0/0,1/1,0/0
2022 Canada QF,W vsKyrgios,33% (5/15),40% (2/5),0/0,19% (3/16),100% (3/3),2/2,1/1,2/2,1/1,0/0
2022 Canada R16,W vsRamos,25% (4/16),100% (4/4),1/2,31% (5/16),60% (3/5),4/4,1/1,3/3,0/0,2/2
2022 Canada R32,W vsRuusuvuori,29% (4/14),75% (3/4),0/0,13% (2/15),100% (2/2),2/2,1/1,2/2,0/0,0/0
2022 Washington R32,L vsRuusuvuori,18% (2/11),0% (0/2),0/1,9% (1/11),0% (0/1),0/0,0/0,1/1,0/0,0/0
2022 Halle F,W vsMedvedev,63% (5/8),60% (3/5),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2022 Halle SF,W vsKyrgios,12% (2/17),0% (0/2),0/1,6% (1/17),0% (0/1),0/0,0/0,2/2,0/0,2/2
2022 Halle QF,W vsAuger Aliassime,0% (0/12),- (0/0),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,0/0
2022 Halle R16,W vsHumbert,40% (4/10),50% (2/4),1/1,27% (3/11),67% (2/3),2/2,1/1,2/2,1/1,0/0
2022 Halle R32,W vsCressy,27% (4/15),50% (2/4),0/0,13% (2/15),50% (1/2),2/2,2/2,0/1,1/1,0/0
2022 Roland Garros R16,L vsRuud,22% (4/18),75% (3/4),1/5,47% (8/17),25% (2/8),1/3,1/1,2/3,0/0,1/1
2022 Roland Garros R32,W vsGoffin,46% (6/13),83% (5/6),0/0,14% (2/14),100% (2/2),3/3,1/1,0/0,1/1,0/0
2022 Roland Garros R64,W vsCecchinato,42% (5/12),100% (5/5),0/0,0% (0/13),- (0/0),5/5,3/3,0/0,1/1,0/0
2022 Roland Garros R128,W vsZeppieri,38% (6/16),67% (4/6),0/0,0% (0/16),- (0/0),4/4,3/3,2/2,1/1,0/0
2022 Rome R64,L vsGoffin,25% (3/12),33% (1/3),1/1,42% (5/12),80% (4/5),1/1,0/0,2/2,0/0,2/2
2022 Madrid QF,L vsDjokovic,0% (0/10),- (0/0),0/2,44% (4/9),50% (2/4),0/0,0/0,2/2,0/0,1/1
2022 Madrid R16,W vsLajovic,70% (7/10),29% (2/7),0/0,18% (2/11),100% (2/2),1/1,1/1,0/0,1/1,0/0
2022 Madrid R32,W vsDavidovich Fokina,31% (5/16),60% (3/5),0/3,31% (5/16),40% (2/5),1/2,0/0,2/2,0/0,0/0
2022 Madrid R64,W vsDellien,59% (10/17),60% (6/10),1/3,19% (3/16),0% (0/3),2/3,0/0,1/1,0/0,0/0
2022 Monte Carlo QF,L vsDimitrov,27% (4/15),75% (3/4),0/3,31% (5/16),40% (2/5),1/3,1/2,2/2,0/1,1/1
2022 Monte Carlo R16,W vsRamos,30% (3/10),67% (2/3),0/0,0% (0/10),- (0/0),2/2,1/1,0/0,1/1,0/0
2022 Monte Carlo R32,W vsMartinez,29% (4/14),50% (2/4),0/0,20% (3/15),67% (2/3),2/2,2/2,0/1,1/1,0/0
2022 Monte Carlo R64,W vsDellien,36% (4/11),75% (3/4),1/1,18% (2/11),50% (1/2),3/3,2/2,1/1,1/1,0/0
2022 Miami SF,L vsAlcaraz,17% (2/12),0% (0/2),0/0,17% (2/12),100% (2/2),0/0,0/0,2/2,0/0,2/2
2022 Miami QF,W vsMedvedev,55% (6/11),50% (3/6),0/1,20% (2/10),50% (1/2),2/2,0/1,0/0,0/0,0/0
2022 Miami R16,W vsHarris,40% (4/10),75% (3/4),1/1,20% (2/10),50% (1/2),3/3,1/1,0/0,1/1,0/0
2022 Miami R32,W vsKaratsev,20% (3/15),67% (2/3),0/1,13% (2/16),50% (1/2),1/1,1/1,1/1,1/1,0/0
2022 Miami R64,W vsRinderknech,30% (3/10),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,1/1,0/0,1/1,0/0
2022 Indian Wells R16,L vsRublev,9% (1/11),100% (1/1),1/1,45% (5/11),60% (3/5),1/1,0/0,0/1,0/0,0/1
2022 Indian Wells R32,W vsJohnson,20% (2/10),50% (1/2),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,1/1,0/0
2022 Indian Wells R64,W vsOtte,23% (3/13),100% (3/3),1/2,29% (4/14),50% (2/4),3/3,2/2,1/1,1/1,0/0
2022 Dubai SF,L vsRublev,13% (2/16),50% (1/2),0/0,18% (3/17),67% (2/3),1/1,1/1,3/4,0/0,2/2
2022 Dubai QF,W vsSinner,33% (3/9),100% (3/3),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2022 Dubai R16,W vsMolcan,44% (4/9),100% (4/4),0/0,38% (3/8),100% (3/3),2/2,0/0,0/0,0/0,0/0
2022 Dubai R32,W vsBublik,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2022 Rotterdam R16,L vsMusetti,27% (4/15),25% (1/4),0/2,27% (4/15),25% (1/4),1/1,1/1,1/2,0/0,1/1
2022 Rotterdam R32,W vsTsonga,9% (1/11),100% (1/1),0/0,9% (1/11),100% (1/1),0/0,0/0,0/0,0/0,0/0
2022 Australian Open R64,L vsMannarino,31% (4/13),25% (1/4),1/5,50% (7/14),14% (1/7),1/1,0/0,2/3,0/0,0/1
2022 Australian Open R128,W vsGerasimov,45% (9/20),78% (7/9),1/4,38% (8/21),50% (4/8),4/6,1/3,2/2,1/2,0/0
2022 Atp Cup SF,L vsBautista Agut,19% (3/16),100% (3/3),0/1,31% (5/16),80% (4/5),3/3,1/1,2/2,0/0,2/2
2022 Atp Cup RR,W vsThanos,63% (5/8),100% (5/5),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2022 Atp Cup RR,W vsMetreveli,43% (6/14),67% (4/6),0/0,0% (0/14),- (0/0),3/3,1/1,0/0,1/1,0/0
2022 Atp Cup RR,W vsSchwartzman,63% (5/8),60% (3/5),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2021 Tour Finals RR,L vsZverev,0% (0/9),- (0/0),0/3,56% (5/9),40% (2/5),0/0,0/0,1/1,0/0,0/0
2021 Tour Finals RR,L vsMedvedev,0% (0/16),- (0/0),0/2,13% (2/15),0% (0/2),0/0,0/0,2/2,0/0,1/1
2021 Tour Finals RR,L vsSinner,38% (3/8),0% (0/3),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,0/0
2021 Paris SF,L vsDjokovic,23% (3/13),67% (2/3),0/3,50% (7/14),43% (3/7),2/2,1/1,2/3,0/0,2/2
2021 Paris QF,W vsDuckworth,44% (7/16),57% (4/7),1/1,6% (1/16),0% (0/1),3/3,1/1,2/2,0/0,0/0
2021 Paris R16,W vsKoepfer,60% (9/15),56% (5/9),2/3,27% (4/15),25% (1/4),2/3,0/0,1/1,0/0,0/0
2021 Paris R32,W vsPaul,50% (6/12),67% (4/6),0/3,33% (4/12),25% (1/4),3/3,0/2,1/1,0/0,0/0
2021 Vienna R32,L vsMurray,25% (4/16),25% (1/4),0/3,33% (5/15),40% (2/5),0/1,0/0,1/1,0/0,1/1
2021 Indian Wells QF,L vsDimitrov,33% (5/15),60% (3/5),1/2,19% (3/16),0% (0/3),3/3,1/1,3/4,0/0,3/3
2021 Indian Wells R16,W vsKaratsev,75% (6/8),83% (5/6),1/1,25% (2/8),50% (1/2),3/4,1/1,0/0,0/0,0/0
2021 Indian Wells R32,W vsTiafoe,50% (4/8),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2021 Indian Wells R64,W vsPopyrin,78% (7/9),57% (4/7),1/1,30% (3/10),67% (2/3),4/4,2/3,0/0,1/2,0/0
2021 San Diego R32,W vsBolt,56% (5/9),40% (2/5),0/0,0% (0/10),- (0/0),2/2,1/1,2/2,1/1,0/0
2021 Metz F,W vsCarreno Busta,36% (4/11),100% (4/4),0/2,20% (2/10),0% (0/2),2/3,0/0,0/0,0/0,0/0
2021 Metz SF,W vsGojowczyk,45% (5/11),40% (2/5),0/1,27% (3/11),67% (2/3),1/1,0/0,0/0,0/0,0/0
2021 Metz QF,W vsMurray,20% (2/10),50% (1/2),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,1/1,0/0
2021 Metz R16,W vsPouille,63% (5/8),60% (3/5),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2021 US Open R64,L vsSeppi,30% (6/20),67% (4/6),0/4,30% (6/20),33% (2/6),2/3,0/0,2/2,0/0,0/0
2021 US Open R128,W vsGerasimov,43% (6/14),67% (4/6),0/0,0% (0/14),- (0/0),3/3,2/2,0/0,0/0,0/0
2021 Cincinnati R16,L vsCarreno Busta,17% (2/12),50% (1/2),0/1,42% (5/12),80% (4/5),1/1,0/0,2/2,0/0,2/2
2021 Cincinnati R32,W vsMurray,20% (2/10),100% (2/2),0/1,27% (3/11),67% (2/3),1/2,1/1,2/2,1/1,0/0
2021 Cincinnati R64,W vsDavidovich Fokina,58% (7/12),71% (5/7),0/1,21% (3/14),67% (2/3),5/5,2/2,2/2,1/1,0/0
2021 Canada QF,L vsMedvedev,31% (5/16),40% (2/5),0/0,13% (2/16),100% (2/2),1/1,0/0,2/2,0/0,2/2
2021 Canada R16,W vsBasilashvili,44% (7/16),43% (3/7),0/1,25% (4/16),75% (3/4),3/3,2/2,0/0,1/1,0/0
2021 Wimbledon SF,L vsBerrettini,11% (2/18),0% (0/2),0/4,42% (8/19),25% (2/8),0/0,0/0,3/5,0/0,3/3
2021 Wimbledon QF,W vsFederer,54% (7/13),71% (5/7),0/1,14% (2/14),50% (1/2),4/4,1/1,2/2,0/0,0/0
2021 Wimbledon R16,W vsMedvedev,17% (4/24),75% (3/4),0/3,22% (5/23),40% (2/5),2/2,1/1,1/1,0/0,0/0
2021 Wimbledon R32,W vsBublik,31% (4/13),100% (4/4),0/0,0% (0/14),- (0/0),4/4,3/3,0/0,1/1,0/0
2021 Wimbledon R64,W vsGiron,54% (7/13),57% (4/7),0/0,0% (0/14),- (0/0),4/4,3/3,0/0,1/1,0/0
2021 Wimbledon R128,W vsMusetti,27% (4/15),100% (4/4),0/0,7% (1/14),100% (1/1),2/2,0/0,0/0,0/0,0/0
2021 Halle R32,L vsAuger Aliassime,9% (1/11),0% (0/1),0/2,20% (2/10),0% (0/2),0/0,0/0,1/1,0/0,0/0
2021 Roland Garros R128,L vsVan De Zandschulp,16% (4/25),50% (2/4),0/7,32% (8/25),13% (1/8),1/2,0/0,5/5,0/0,1/1
2021 Madrid R64,L vsMillman,18% (3/17),67% (2/3),0/2,19% (3/16),33% (1/3),1/1,0/0,0/0,0/0,0/0
2021 Monte Carlo R32,L vsEvans,0% (0/8),- (0/0),0/3,44% (4/9),0% (0/4),0/0,0/0,0/1,0/0,0/1
2021 Miami F,W vsSinner,64% (7/11),57% (4/7),1/3,27% (3/11),0% (0/3),3/3,1/1,0/0,1/1,0/0
2021 Miami SF,W vsRublev,67% (6/9),50% (3/6),0/1,20% (2/10),50% (1/2),2/3,2/3,0/0,1/1,0/0
2021 Miami QF,W vsTsitsipas,38% (5/13),60% (3/5),0/3,50% (7/14),57% (4/7),3/3,2/2,0/0,1/1,0/0
2021 Miami R16,W vsRaonic,40% (6/15),17% (1/6),0/1,13% (2/16),50% (1/2),1/1,1/1,3/3,0/0,2/2
2021 Miami R32,W vsShapovalov,10% (1/10),100% (1/1),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,0/0,0/0
2021 Miami R64,W vsKudla,18% (2/11),100% (2/2),0/1,18% (2/11),50% (1/2),1/2,1/1,0/0,1/1,0/0
2021 Dubai R16,L vsShapovalov,11% (1/9),0% (0/1),0/2,50% (5/10),40% (2/5),0/0,0/0,1/2,0/0,0/1
2021 Dubai R32,W vsGasquet,44% (4/9),50% (2/4),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2021 Rotterdam R32,W vsMannarino,60% (6/10),50% (3/6),1/2,45% (5/11),60% (3/5),3/3,1/1,2/2,0/0,0/0
2021 Montpellier R16,L vsDavidovich Fokina,30% (3/10),33% (1/3),0/4,60% (6/10),33% (2/6),0/1,0/0,0/0,0/0,0/0
2021 Australian Open R128,L vsYmer,46% (11/24),36% (4/11),2/4,25% (6/24),17% (1/6),4/4,2/2,2/3,0/0,1/1
2021 Delray Beach F,W vsKorda,44% (4/9),100% (4/4),0/1,11% (1/9),0% (0/1),3/3,1/1,0/0,0/0,0/0
2021 Delray Beach SF,W vsHarrison,27% (3/11),67% (2/3),1/1,18% (2/11),50% (1/2),1/2,1/1,0/0,1/1,0/0
2021 Delray Beach QF,W vsQuiroz,50% (5/10),60% (3/5),0/1,20% (2/10),50% (1/2),1/1,0/0,0/0,0/0,0/0
2021 Delray Beach R16,W vsGalan,50% (4/8),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2020 Vienna R16,L vsSonego,17% (2/12),50% (1/2),0/1,17% (2/12),50% (1/2),1/1,0/0,3/3,0/0,2/2
2020 Vienna R32,W vsBalazs,40% (4/10),100% (4/4),1/2,18% (2/11),0% (0/2),4/4,2/2,1/1,1/1,0/0
2020 Cologne 1 QF,L vsBautista Agut,33% (5/15),40% (2/5),0/3,40% (6/15),33% (2/6),2/2,1/1,2/3,0/0,1/2
2020 Cologne 1 R16,W vsZverev,44% (4/9),75% (3/4),1/1,40% (4/10),75% (3/4),1/2,1/1,0/0,1/1,0/0
2020 Roland Garros R128,L vsSandgren,29% (9/31),78% (7/9),2/5,29% (9/31),33% (3/9),5/7,2/2,3/4,0/0,0/0
2020 Roland Garros R128,L vsSandgren,29% (9/31),78% (7/9),2/5,29% (9/31),33% (3/9),5/7,2/2,3/4,0/0,0/0
2020 Rome R32,W vsRublev,20% (3/15),100% (3/3),0/2,29% (4/14),50% (2/4),2/2,0/1,1/1,0/0,0/0
2020 US Open R128,W vsGojowczyk,50% (7/14),71% (5/7),1/2,27% (4/15),50% (2/4),4/5,3/3,0/0,1/1,0/0
2020 Dubai R32,L vsBublik,30% (3/10),33% (1/3),1/4,50% (5/10),20% (1/5),0/1,0/0,1/1,0/0,0/0
2020 Rotterdam R32,L vsTsitsipas,14% (2/14),100% (2/2),0/5,57% (8/14),25% (2/8),1/2,0/1,2/3,0/0,1/1
2020 Australian Open R64,L vsMillman,50% (8/16),63% (5/8),3/6,53% (8/15),0% (0/8),3/5,0/0,2/4,0/0,1/1
2020 Australian Open R128,W vsNovak,30% (7/23),71% (5/7),1/3,30% (7/23),57% (4/7),4/4,2/2,0/0,1/1,0/0
2020 Auckland SF,L vsPaire,27% (4/15),75% (3/4),3/5,40% (6/15),0% (0/6),2/3,0/0,1/2,0/0,0/1
2020 Auckland QF,W vsLopez,25% (4/16),75% (3/4),0/1,6% (1/16),0% (0/1),1/2,1/1,0/0,1/1,0/0
2020 Auckland R32,W vsSonego,50% (5/10),40% (2/5),0/0,18% (2/11),100% (2/2),1/1,1/1,0/0,1/1,0/0
2020 Atp Cup RR,W vsCoric,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),2/2,0/0,0/0,0/0,0/0
2020 Atp Cup RR,W vsSchwartzman,23% (3/13),100% (3/3),0/1,29% (4/14),75% (3/4),2/2,1/1,1/1,1/1,0/0
2020 Atp Cup RR,W vsThiem,20% (3/15),33% (1/3),0/1,31% (5/16),60% (3/5),1/1,1/1,2/3,0/0,2/2
2019 Paris R64,L vsCilic,9% (1/11),0% (0/1),0/1,27% (3/11),67% (2/3),0/0,0/0,2/2,0/0,0/0
2019 Vienna R32,L vsKhachanov,27% (3/11),67% (2/3),1/3,45% (5/11),40% (2/5),2/2,0/0,2/2,0/0,1/1
2019 Shanghai R16,L vsTsitsipas,19% (3/16),33% (1/3),0/1,6% (1/17),0% (0/1),1/1,1/1,2/2,0/0,2/2
2019 Shanghai R32,W vsMonfils,30% (3/10),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,0/0,0/0
2019 Tokyo R32,L vsPouille,10% (1/10),0% (0/1),0/1,44% (4/9),50% (2/4),0/0,0/0,0/1,0/0,0/0
2019 US Open R128,L vsChardy,21% (5/24),60% (3/5),1/6,39% (9/23),33% (3/9),2/3,1/1,3/3,0/0,1/1
2019 Winston-Salem F,W vsPaire,46% (6/13),83% (5/6),2/4,29% (4/14),0% (0/4),3/5,2/2,0/0,1/1,0/0
2019 Winston-Salem SF,W vsShapovalov,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2019 Canada R16,L vsMonfils,25% (2/8),0% (0/2),0/2,50% (4/8),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 Canada R32,W vsTsitsipas,19% (3/16),100% (3/3),1/1,29% (4/14),75% (3/4),2/2,2/2,1/1,1/1,0/0
2019 Canada R64,W vsFritz,30% (3/10),100% (3/3),1/1,27% (3/11),67% (2/3),3/3,2/3,0/0,1/2,0/0
2019 Washington R32,L vsIsner,20% (2/10),0% (0/2),0/2,30% (3/10),33% (1/3),0/0,0/0,1/1,0/0,1/1
2019 Washington R64,W vsYoung,75% (6/8),67% (4/6),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2019 Wimbledon R32,L vsDjokovic,10% (2/21),0% (0/2),0/4,35% (7/20),43% (3/7),0/0,0/0,1/1,0/0,1/1
2019 Wimbledon R64,W vsMayer,37% (7/19),57% (4/7),1/1,10% (2/21),50% (1/2),4/4,2/2,4/4,1/1,0/0
2019 Wimbledon R128,W vsLajovic,53% (10/19),30% (3/10),0/0,15% (3/20),67% (2/3),3/3,3/3,0/1,1/1,0/0
2019 Eastbourne QF,L vsFritz,36% (4/11),25% (1/4),1/1,36% (4/11),50% (2/4),1/1,0/0,2/3,0/0,2/2
2019 Eastbourne R32,W vsCecchinato,27% (3/11),100% (3/3),0/1,9% (1/11),0% (0/1),3/3,2/2,0/0,1/1,0/0
2019 Halle R32,L vsSousa,30% (3/10),33% (1/3),0/3,44% (4/9),25% (1/4),0/1,0/0,1/1,0/0,1/1
2019 Roland Garros R128,L vsDjokovic,8% (1/13),100% (1/1),1/6,54% (7/13),14% (1/7),0/1,0/0,1/1,0/0,0/0
2019 Madrid R16,L vsZverev,29% (4/14),100% (4/4),1/3,40% (6/15),17% (1/6),2/4,1/1,0/2,0/0,0/1
2019 Madrid R32,W vsPouille,33% (3/9),100% (3/3),0/0,20% (2/10),100% (2/2),2/2,1/1,0/0,1/1,0/0
2019 Madrid R64,W vsDe Minaur,33% (3/9),67% (2/3),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2019 Budapest R32,L vsBalazs,20% (2/10),0% (0/2),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2019 Monte Carlo R64,L vsCoric,24% (4/17),75% (3/4),0/4,35% (6/17),33% (2/6),1/2,0/1,2/2,0/0,1/1
2019 Miami R32,L vsAuger Aliassime,18% (2/11),0% (0/2),0/0,18% (2/11),50% (1/2),0/0,0/0,0/1,0/0,0/1
2019 Miami R64,W vsThiem,40% (4/10),100% (4/4),1/2,20% (2/10),0% (0/2),2/2,0/0,0/0,0/0,0/0
2019 Miami R128,W vsBerrettini,33% (3/9),100% (3/3),1/1,20% (2/10),50% (1/2),2/2,1/1,0/0,1/1,0/0
2019 Indian Wells QF,L vsFederer,20% (2/10),0% (0/2),0/2,30% (3/10),33% (1/3),0/0,0/0,2/2,0/0,1/1
2019 Indian Wells R16,W vsShapovalov,20% (3/15),100% (3/3),1/2,36% (5/14),40% (2/5),2/2,0/0,0/1,0/0,0/0
2019 Indian Wells R32,W vsNishikori,29% (4/14),75% (3/4),1/2,20% (3/15),33% (1/3),2/2,1/1,1/1,1/1,0/0
2019 Indian Wells R64,W vsPouille,50% (7/14),71% (5/7),1/3,31% (4/13),25% (1/4),4/4,1/1,1/1,0/0,0/0
2019 Indian Wells R128,W vsYoung,56% (5/9),100% (5/5),2/2,44% (4/9),50% (2/4),4/4,1/1,0/0,0/0,0/0
2019 Dubai QF,L vsTsitsipas,31% (5/16),40% (2/5),0/4,33% (5/15),20% (1/5),1/2,0/0,4/4,0/0,2/2
2019 Dubai R16,W vsNishikori,38% (6/16),100% (6/6),1/4,31% (5/16),20% (1/5),3/4,0/0,2/2,0/0,0/0
2019 Dubai R32,W vsMoutet,50% (5/10),40% (2/5),0/0,0% (0/11),- (0/0),2/2,2/2,1/1,1/1,0/0
2019 Marseille R16,L vsTsitsipas,0% (0/9),- (0/0),0/1,44% (4/9),25% (1/4),0/0,0/0,0/2,0/0,0/1
2019 Marseille R32,W vsKrajinovic,50% (4/8),75% (3/4),0/0,33% (3/9),100% (3/3),3/3,2/2,0/0,1/1,0/0
2019 Montpellier R32,L vsGulbis,18% (2/11),50% (1/2),0/2,45% (5/11),60% (3/5),0/1,0/0,0/0,0/0,0/0
2019 Quimper CH R16,L vsBarrere,25% (4/16),0% (0/4),0/2,27% (4/15),50% (2/4),0/0,0/0,3/3,0/0,1/1
2019 Quimper CH R32,W vsVatutin,17% (2/12),100% (2/2),0/1,25% (3/12),67% (2/3),2/2,1/1,1/1,1/1,0/0
2019 Canberra CH F,W vsIvashka,43% (6/14),67% (4/6),0/1,14% (2/14),0% (0/2),3/4,2/2,1/2,1/1,0/0
2019 Canberra CH SF,W vsVesely,75% (6/8),67% (4/6),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,0/0,0/0
2019 Canberra CH QF,W vsLamasine,36% (4/11),50% (2/4),1/1,18% (2/11),50% (1/2),2/2,1/1,0/0,1/1,0/0
2019 Canberra CH R16,W vsWang,27% (3/11),33% (1/3),0/0,0% (0/11),- (0/0),1/1,1/1,0/0,1/1,0/0
2019 Canberra CH R32,W vsTseng,70% (7/10),57% (4/7),1/2,30% (3/10),33% (1/3),2/2,0/0,0/0,0/0,0/0
2019 Pune R32,L vsIvashka,33% (5/15),0% (0/5),0/2,36% (5/14),40% (2/5),0/0,0/0,1/2,0/0,1/1
2018 NextGen Finals RR,L vsTiafoe,23% (3/13),67% (2/3),0/0,43% (6/14),33% (2/6),1/1,1/1,0/1,0/0,0/0
2018 Eckental CH R32,W vsDonati,38% (5/13),80% (4/5),1/3,36% (5/14),40% (2/5),4/4,2/2,0/0,1/1,0/0
2018 Brest CH F,W vsBerankis,67% (6/9),67% (4/6),0/1,40% (4/10),75% (3/4),3/3,1/1,1/1,1/1,0/0
2018 Brest CH QF,W vsBonzi,30% (3/10),100% (3/3),0/1,10% (1/10),0% (0/1),3/3,1/1,2/2,0/0,0/0
2018 Brest CH R16,W vsHemery,42% (5/12),60% (3/5),0/1,23% (3/13),67% (2/3),3/3,2/2,0/0,1/1,0/0
2018 Brest CH R32,W vsHoang,27% (3/11),67% (2/3),0/0,10% (1/10),100% (1/1),1/1,0/0,0/0,0/0,0/0
2018 Ningbo CH R16,L vsDurasovic,27% (3/11),33% (1/3),0/1,45% (5/11),60% (3/5),1/1,0/0,0/1,0/0,0/1
