Rk,Player,M,M W%,SPW,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,RPW,vAce%,vDF%,v1st%,v2nd%,Brk%,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%,G W%
34,Flavio Cobolli[ITA],8,87.5,64.9,9.7,3.4,7.7,55.0,73.8,54.0,58.5,82.0,40.7,4.5,3.3,30.9,56.6,29.0,41.3,92,0.7,3.4,11.5,1.41,4.8,57.4,0.42,2.0,6.8,0.85,2.9,52.4,0.0,66.7,55.2
35,Tallon Griekspoor[NED],5,100.0,67.3,9.1,5.5,13.8,60.2,74.2,56.9,66.0,85.4,35.6,6.6,3.7,31.4,43.6,25.6,47.8,46,0.53,2.6,9.2,1.22,4.4,62.9,0.39,1.9,7.0,0.72,2.6,51.9,75.0,77.8,56.0
36,Giovanni Mpetshi Perricard[FRA],4,25.0,66.5,18.1,6.1,17.1,64.3,76.9,47.7,57.5,85.4,23.9,11.3,3.1,14.7,37.8,5.3,40.0,10,0.13,0.7,2.5,0.27,1.0,75.0,0.59,3.2,12.0,0.8,3.0,47.1,42.9,33.3,46.8
37,Matteo Arnaldi[ITA],8,87.5,64.6,10.7,2.7,6.9,61.0,71.9,53.3,57.2,81.9,40.5,3.9,2.5,32.1,53.5,31.5,44.3,79,0.71,3.3,9.9,1.46,4.4,65.0,0.52,2.5,7.5,0.88,2.6,53.0,100.0,79.2,57.3
38,Jiri Lehecka[CZE],2,100.0,66.7,6.5,4.2,9.1,54.2,74.7,57.1,62.9,88.9,42.6,8.3,6.5,39.4,47.7,35.7,45.5,22,0.79,3.1,11.0,1.43,5.0,72.7,0.41,1.6,5.5,0.43,1.5,54.6,-,85.7,61.8
39,Alexandre Muller[FRA],8,75.0,64.6,6.4,2.1,6.7,68.8,70.3,52.2,55.9,81.0,40.0,8.7,3.8,27.7,59.1,29.6,55.2,67,0.54,2.7,8.4,1.48,4.6,59.3,0.47,2.4,7.4,0.96,3.0,52.7,62.5,68.0,55.4
40,Nuno Borges[POR],8,37.5,62.8,8.8,4.3,10.4,58.7,73.1,48.2,53.8,77.7,38.6,4.7,3.8,31.0,52.8,21.6,36.4,66,0.59,3.0,8.3,1.09,3.0,63.8,0.62,3.1,8.6,1.14,3.1,50.5,33.3,40.9,49.8
41,Jordan Thompson[AUS],5,60.0,63.4,9.8,2.3,5.9,60.7,71.0,51.7,54.9,78.0,37.0,5.7,3.5,32.2,44.4,20.2,30.9,55,0.65,3.1,11.0,0.94,3.4,68.4,0.7,3.2,11.4,1.0,3.6,49.9,100.0,50.0,48.8
42,Alejandro Tabilo[CHI],7,42.9,62.9,10.9,3.8,10.3,62.8,75.0,42.6,47.4,76.3,37.4,11.6,5.2,29.7,50.4,21.4,39.7,63,0.54,2.6,9.0,1.04,3.6,59.4,0.58,2.9,9.9,1.17,4.0,50.3,25.0,45.8,48.9
43,Gael Monfils[FRA],9,77.8,67.4,12.1,3.7,9.0,58.4,75.8,55.7,61.2,87.4,39.5,2.8,2.8,34.8,47.7,26.3,39.7,78,0.66,3.1,8.7,1.24,3.4,61.5,0.33,1.6,4.3,0.6,1.7,53.0,50.0,72.0,57.0
44,Lorenzo Sonego[ITA],9,55.6,68.9,10.5,2.7,8.1,66.7,77.3,52.0,56.6,86.7,35.4,3.2,3.1,29.2,45.8,15.4,32.3,65,0.48,2.4,7.2,0.78,2.3,65.4,0.39,1.9,5.8,0.67,2.0,51.6,71.4,59.3,50.9
45,Marcos Giron[USA],9,33.3,61.3,5.5,1.9,4.6,59.4,69.3,49.6,52.0,76.2,37.7,8.4,4.1,29.4,48.7,20.9,34.8,89,0.6,3.0,9.9,1.03,3.4,55.8,0.54,2.6,8.6,1.13,3.8,49.2,25.0,43.3,48.1
46,Luciano Darderi[ITA],7,57.1,63.0,7.4,4.2,10.0,57.5,71.4,51.7,57.4,78.6,39.1,5.1,4.7,31.1,52.7,21.7,32.9,76,0.66,3.3,10.9,1.09,3.6,63.2,0.58,3.0,9.7,1.09,3.6,50.9,71.4,56.5,50.4
47,Miomir Kecmanovic[SRB],9,77.8,66.5,5.7,3.0,8.3,63.1,71.2,58.4,63.7,83.9,39.9,7.0,3.2,30.9,55.0,28.8,46.9,81,0.61,2.9,9.0,1.36,4.2,63.9,0.45,2.2,6.8,0.79,2.4,53.1,25.0,67.9,56.9
48,David Goffin[BEL],6,50.0,61.9,8.1,4.4,10.4,57.7,71.0,49.6,55.4,76.0,39.4,8.2,2.7,32.1,50.8,26.9,41.8,67,0.64,3.2,11.2,1.33,4.7,60.7,0.61,2.9,10.2,1.14,4.0,50.6,33.3,52.4,51.0
49,Pedro Martinez[ESP],5,40.0,62.2,3.4,5.7,18.5,69.1,67.8,49.7,61.0,77.3,36.1,7.5,2.8,29.8,46.2,18.4,42.9,42,0.43,2.1,8.4,0.9,3.6,50.0,0.45,2.2,8.8,1.1,4.4,49.1,50.0,45.0,47.7
50,Zizou Bergs[BEL],7,42.9,62.3,8.3,3.5,9.2,62.5,69.8,50.0,55.1,75.0,38.5,6.5,3.9,30.0,51.6,20.0,35.7,70,0.56,2.7,10.0,0.96,3.6,61.7,0.65,3.1,11.6,1.19,4.4,50.0,83.3,50.0,47.4
51,Tomas Martin Etcheverry[ARG],4,100.0,73.6,9.1,0.9,2.8,65.7,80.9,59.6,61.3,92.9,45.9,10.4,6.1,32.6,64.3,41.1,41.1,56,1.0,4.3,14.0,1.77,5.8,75.0,0.29,1.2,4.0,0.31,1.0,58.6,-,92.3,67.0
52,Quentin Halys[FRA],3,66.7,69.0,15.6,5.6,14.6,61.7,79.6,51.8,60.7,87.5,31.0,10.7,3.1,24.3,42.7,10.7,40.0,15,0.27,1.4,5.0,0.55,2.0,76.7,0.54,2.7,10.0,0.64,2.3,51.1,100.0,63.6,49.1
53,Nicolas Jarry[CHI],4,0.0,60.6,6.9,3.1,8.4,63.0,69.6,45.2,49.3,70.8,31.1,8.9,2.8,22.7,42.7,11.0,38.1,21,0.29,1.3,5.3,0.5,2.0,65.0,0.83,3.8,15.0,1.31,5.3,46.2,-,25.0,40.7
54,Gabriel Diallo[CAN],3,33.3,57.0,10.8,2.9,9.0,67.5,64.9,40.6,44.6,74.1,46.7,1.4,3.8,45.3,49.6,31.0,38.3,47,0.81,4.3,15.7,1.64,6.0,57.1,0.6,3.2,11.7,1.36,5.0,51.7,0.0,45.5,52.6
55,Zhizhen Zhang[CHN],9,55.6,64.2,9.5,2.6,6.7,61.7,70.5,54.1,58.0,79.8,35.2,11.2,3.3,25.3,49.5,19.7,37.1,62,0.53,2.6,6.9,0.96,2.6,56.4,0.46,2.3,6.1,1.0,2.7,49.6,50.0,54.2,50.0
56,Roberto Bautista Agut[ESP],7,57.1,58.9,3.5,3.1,9.4,66.9,63.2,50.2,55.4,73.8,39.7,9.3,3.6,28.6,58.4,24.8,39.1,64,0.63,3.0,9.1,1.19,3.6,63.5,0.72,3.5,10.6,1.29,3.9,49.6,80.0,57.1,49.5
57,Jacob Fearnley[GBR],1,100.0,75.7,7.5,3.7,10.0,62.6,85.1,60.0,66.7,100.0,34.9,0.8,0.8,28.6,50.0,11.8,20.0,10,0.59,3.3,10.0,0.67,2.0,100.0,0.18,1.0,3.0,0.0,0.0,53.4,100.0,100.0,55.9
58,Benjamin Bonzi[FRA],1,0.0,64.6,4.7,3.1,8.3,62.2,70.9,54.2,59.1,76.2,37.6,4.7,2.7,30.3,48.3,19.0,57.1,7,0.33,1.8,7.0,1.0,4.0,50.0,0.48,2.5,10.0,1.25,5.0,50.0,0.0,25.0,47.6
59,Roberto Carballes Baena[ESP],9,77.8,63.0,5.4,2.6,7.1,63.6,69.4,51.8,55.8,80.5,39.3,6.5,3.1,32.8,50.7,25.4,37.9,87,0.67,3.1,9.7,1.18,3.7,68.3,0.62,2.9,9.1,0.93,2.9,51.5,50.0,57.1,53.2
60,Camilo Ugo Carabelli[ARG],1,0.0,49.4,1.3,8.9,14.3,38.0,63.3,40.8,47.6,46.2,30.3,13.2,2.6,19.5,42.9,14.3,50.0,4,0.29,1.3,4.0,0.67,2.0,36.4,0.85,3.7,11.0,2.33,7.0,40.0,-,0.0,29.6
61,Fabian Marozsan[HUN],8,75.0,65.3,8.1,4.1,11.0,62.4,72.4,53.7,60.3,81.8,40.9,9.7,5.3,30.4,55.7,27.4,40.8,71,0.67,3.0,8.9,1.21,3.6,59.2,0.45,2.0,6.1,0.83,2.5,52.8,100.0,66.7,55.1
62,Kei Nishikori[JPN],4,50.0,56.4,1.3,1.5,5.0,69.9,55.3,59.1,62.3,75.7,37.7,12.2,2.2,32.8,47.3,15.8,26.7,45,0.59,3.0,11.3,0.8,3.0,60.0,0.61,3.0,11.3,1.2,4.5,47.3,100.0,46.7,45.3
63,Francisco Comesana[ARG],2,100.0,65.7,11.1,2.9,8.1,64.6,75.7,47.5,51.6,85.4,37.4,5.1,5.5,22.8,51.1,22.0,69.2,13,0.32,1.6,6.5,1.13,4.5,72.7,0.54,2.8,11.0,0.75,3.0,52.2,100.0,75.0,53.7
64,Laslo Djere[SRB],5,40.0,60.3,5.0,4.6,12.3,62.4,68.1,47.4,54.1,76.1,37.0,7.3,5.7,24.2,56.4,23.9,44.3,61,0.54,2.8,12.2,1.23,5.4,63.4,0.65,3.2,14.2,1.18,5.2,49.4,42.9,50.0,49.5
65,Joao Fonseca[BRA],1,100.0,63.4,3.7,0.0,0.0,68.3,62.5,65.4,65.4,83.3,49.4,2.4,0.0,43.6,60.7,50.0,54.5,11,0.92,3.7,11.0,2.0,6.0,77.8,0.75,3.0,9.0,0.67,2.0,56.4,-,66.7,66.7
66,Jaume Munar[ESP],9,66.7,63.5,4.7,4.0,11.3,65.0,71.2,49.2,55.5,78.7,44.3,4.8,3.3,37.2,56.2,32.8,35.7,112,0.92,4.3,12.4,1.54,4.4,65.8,0.62,2.9,8.4,1.0,2.9,53.0,-,65.4,55.7
67,Juncheng Shang[CHN],7,100.0,65.1,4.8,3.1,8.1,62.2,71.9,54.0,58.8,82.6,39.8,8.0,3.3,30.3,55.4,26.5,34.9,86,0.76,3.7,12.3,1.3,4.3,68.3,0.55,2.7,9.0,0.87,2.9,52.4,75.0,73.9,54.8
68,Mattia Bellucci[ITA],4,50.0,69.6,9.6,4.3,10.1,57.9,82.2,52.1,58.0,87.8,33.2,10.2,3.1,25.8,44.2,13.7,32.3,31,0.42,2.1,7.8,0.67,2.5,70.0,0.41,2.0,7.5,0.6,2.3,51.3,100.0,60.0,51.0
69,Damir Dzumhur[BIH],1,0.0,56.5,0.0,3.2,8.0,59.7,64.9,44.0,47.8,60.0,34.9,6.3,3.2,32.6,41.2,11.1,12.5,8,0.89,4.0,8.0,0.5,1.0,42.9,0.7,3.5,7.0,2.0,4.0,45.6,-,0.0,36.8
70,Learner Tien[USA],1,0.0,53.3,1.9,4.7,11.1,57.9,54.8,51.1,57.5,58.8,35.5,4.5,1.8,23.1,53.3,17.6,42.9,7,0.41,1.8,7.0,0.75,3.0,63.2,1.12,4.8,19.0,1.75,7.0,44.2,-,25.0,38.2
71,Daniel Altmaier[GER],8,50.0,61.5,6.9,4.4,12.3,64.5,72.6,41.3,47.1,75.0,38.8,3.4,3.4,31.1,50.4,25.4,39.8,83,0.64,3.2,10.4,1.27,4.1,58.4,0.6,3.0,9.6,1.23,4.0,49.9,40.0,46.2,50.0
72,Hamad Medjedovic[SRB],4,50.0,63.1,12.1,5.1,13.3,61.7,72.8,47.5,54.7,77.3,35.2,11.2,4.6,26.3,46.4,17.5,35.5,31,0.49,2.2,7.8,0.79,2.8,65.9,0.67,3.1,11.0,1.07,3.8,49.2,100.0,50.0,48.1
73,Bu Yunchaokete[CHN],2,0.0,54.9,9.2,3.5,6.9,49.3,70.0,40.3,43.3,65.2,25.0,15.2,6.1,14.5,39.3,8.3,40.0,5,0.21,1.0,2.5,0.4,1.0,42.9,0.61,2.8,7.0,1.6,4.0,40.5,0.0,0.0,36.2
74,Yoshihito Nishioka[JPN],8,25.0,60.6,2.9,1.9,4.8,61.2,65.0,53.7,56.4,77.8,32.9,10.6,4.0,23.9,47.3,17.6,43.8,48,0.4,1.8,6.0,0.81,2.6,63.9,0.62,2.8,9.0,1.0,3.3,47.5,50.0,42.3,47.5
75,Arthur Rinderknech[FRA],7,57.1,69.1,11.7,2.5,6.8,63.0,78.2,53.5,57.4,88.2,34.2,5.8,2.4,29.4,43.0,12.5,21.3,80,0.59,3.1,11.4,0.65,2.4,61.0,0.3,1.6,5.9,0.62,2.3,50.7,71.4,57.7,50.4
76,Alexander Bublik[KAZ],4,50.0,62.8,15.1,7.2,16.9,57.6,77.1,43.4,52.2,78.0,38.2,4.0,3.6,32.2,48.2,25.3,35.1,57,0.72,3.6,14.3,1.25,5.0,61.7,0.57,2.9,11.8,1.13,4.5,50.4,0.0,50.0,52.2
77,Roman Safiullin[RUS],9,55.6,64.9,7.1,3.7,9.9,62.8,71.7,53.5,59.4,80.3,39.3,6.7,3.7,31.6,52.2,25.2,37.6,101,0.67,3.4,11.2,1.27,4.2,60.5,0.5,2.5,8.4,1.0,3.3,52.0,50.0,56.7,52.8
78,Hugo Gaston[FRA],5,20.0,57.4,3.0,3.2,7.5,57.4,62.4,50.7,54.8,66.2,37.8,5.2,2.8,33.2,47.5,22.4,32.1,53,0.7,3.3,10.6,1.06,3.4,53.7,0.73,3.4,10.8,1.56,5.0,47.3,0.0,25.0,44.0
79,Aleksandar Vukic[AUS],9,44.4,62.4,9.7,2.6,6.0,57.3,69.6,52.8,56.1,79.7,34.4,9.0,2.7,27.0,45.7,15.9,35.4,65,0.45,2.2,7.2,0.79,2.6,65.9,0.59,2.9,9.4,1.0,3.2,48.8,57.1,44.8,47.6
80,Aleksandar Kovacevic[USA],8,12.5,62.8,12.0,4.8,11.3,57.5,74.1,47.5,53.5,78.7,30.4,15.3,4.1,22.0,43.5,9.5,31.6,38,0.3,1.5,4.8,0.48,1.5,66.7,0.64,3.1,9.8,1.04,3.3,46.9,50.0,24.0,43.5
81,Christopher Oconnell[AUS],8,50.0,62.2,8.1,2.8,6.6,57.8,71.7,49.2,52.7,79.0,35.0,10.8,4.8,27.1,47.0,19.4,35.0,60,0.56,2.6,7.5,0.91,2.6,63.3,0.57,2.6,7.5,0.96,2.8,49.1,33.3,47.8,48.8
82,Rinky Hijikata[AUS],7,14.3,59.4,6.6,4.5,10.5,56.8,70.1,45.3,50.7,71.8,35.0,8.8,2.7,28.3,45.3,16.1,33.3,54,0.48,2.5,7.7,0.82,2.6,66.3,0.84,4.2,13.1,1.41,4.4,47.5,40.0,27.3,43.7
83,Corentin Moutet[FRA],5,40.0,60.8,2.2,2.2,5.8,62.7,67.5,49.5,52.5,75.7,37.9,3.7,2.5,32.0,48.4,23.3,31.5,54,0.74,3.4,10.8,1.06,3.4,65.3,0.7,3.1,9.8,1.06,3.4,49.3,50.0,43.8,49.0
84,Borna Coric[CRO],7,42.9,65.0,8.5,2.7,7.3,62.4,72.6,52.4,56.5,82.4,35.5,6.9,4.0,24.3,51.6,17.3,42.9,42,0.4,2.0,6.0,0.86,2.6,67.9,0.55,2.7,8.0,0.86,2.6,49.9,20.0,38.1,49.5
85,Botic Van De Zandschulp[NED],9,66.7,62.4,6.0,4.3,11.5,62.5,72.1,46.2,52.2,78.2,37.4,4.7,5.5,31.5,45.9,22.5,41.5,65,0.54,2.7,7.2,1.13,3.0,63.9,0.61,3.0,8.0,1.08,2.9,50.3,75.0,58.3,50.2
87,Jan Lennard Struff[GER],5,80.0,64.2,12.1,6.3,14.3,55.9,77.7,47.1,55.0,81.5,41.6,8.8,5.1,32.5,55.7,27.8,39.7,63,0.7,3.3,12.6,1.32,5.0,58.5,0.45,2.2,8.2,0.89,3.4,52.8,60.0,68.4,54.9
88,Adam Walton[AUS],5,20.0,63.3,4.1,1.5,4.3,64.6,68.2,54.3,56.7,77.3,35.0,10.8,2.4,27.1,51.2,15.6,29.3,41,0.53,2.7,8.2,0.8,2.4,60.5,0.57,2.9,8.6,1.13,3.4,48.5,0.0,26.7,46.1
90,James Duckworth[AUS],4,0.0,58.9,7.8,3.0,7.2,58.7,69.4,44.0,47.4,74.6,32.4,9.7,4.4,19.6,46.1,11.8,38.1,21,0.31,1.5,5.3,0.57,2.0,63.3,0.69,3.5,12.3,1.29,4.5,46.3,25.0,21.4,43.9
91,Cameron Norrie[GBR],3,66.7,65.6,3.5,3.5,8.9,60.8,76.4,48.8,53.6,79.6,43.8,2.8,4.0,38.4,51.8,32.7,48.6,37,0.67,3.4,12.3,1.64,6.0,59.3,0.5,2.5,9.0,1.0,3.7,54.1,0.0,72.7,56.0
92,Vit Kopriva[CZE],3,0.0,52.9,6.9,6.9,16.3,57.7,66.1,35.0,41.7,58.5,28.4,14.0,3.5,19.3,44.0,14.0,50.0,12,0.28,1.2,4.0,0.6,2.0,54.1,0.9,3.7,12.3,1.7,5.7,42.1,-,20.0,35.7
93,Jesper De Jong[NED],2,100.0,66.2,8.3,3.0,7.0,57.1,74.3,55.3,59.4,79.5,39.8,5.5,4.7,31.9,49.6,31.8,77.8,18,0.41,2.0,9.0,1.56,7.0,47.1,0.39,1.9,8.5,1.0,4.5,53.3,0.0,66.7,55.7
94,Reilly Opelka[USA],2,0.0,61.1,16.3,5.4,13.5,59.7,72.7,43.8,50.6,83.3,29.2,7.0,3.2,23.1,37.7,10.0,42.9,7,0.23,1.2,3.5,0.5,1.5,78.3,0.77,3.8,11.5,0.83,2.5,46.6,0.0,16.7,46.7
