Surface,Local,Visitante,W_OR_L,1_M,1_M W%,1_SPW,1_SPW-InP,1_Ace%,1_DF%,1_DF/2s,1_1stIn,1_1st%,1_2nd%,1_2%-InP,1_Hld%,1_RPW,1_vAce%,1_vDF%,1_v1st%,1_v2nd%,1_Brk%,1_BPConv%,1_BPChnc,1_BP/G,1_BP/S,1_BP/M,1_Bks/S,1_Bks/M,1_BPSvd%,1_BPvs/G,1_BPvs/S,1_BPvs/M,1_Bkn/S,1_Bkn/M,1_TPW%,1_TB W%,1_TB/S,1_S W%,1_G W%,2_M,2_M W%,2_SPW,2_SPW-InP,2_Ace%,2_DF%,2_DF/2s,2_1stIn,2_1st%,2_2nd%,2_2%-InP,2_Hld%,2_RPW,2_vAce%,2_vDF%,2_v1st%,2_v2nd%,2_Brk%,2_BPConv%,2_BPChnc,2_BP/G,2_BP/S,2_BP/M,2_Bks/S,2_Bks/M,2_BPSvd%,2_BPvs/G,2_BPvs/S,2_BPvs/M,2_Bkn/S,2_Bkn/M,2_TPW%,2_TB W%,2_TB/S,2_S W%,2_G W%
Hard,David Goffin,Alex De Minaur,0,-0.0494985624918227,0.5963255639767263,-1.2058419180336897,-1.125454622360253,-0.6802647553534517,0.2011235703892197,0.0917701181178682,-0.4877544716065248,-1.0763249853262955,-0.8212778032661122,-0.8150909257059127,-1.105834356961458,0.8503705072619128,-0.1575117706808783,-0.3864047599635517,0.628714291203524,0.6513657065717625,1.0765010991898398,0.1214422318869474,0.4859792935390082,1.7652567045460203,2.0188138577901964,1.7961464914748786,1.6668935623899637,1.6985837846729257,-0.3872369572716697,1.108148319466883,1.2006863026011434,1.1611715724886258,1.0778478547047854,1.1123055435010354,-0.0641433692770369,0.0741856524421295,-1.075723480343011,0.2809987303232474,0.0583750693467565,1.4583038026436994,1.0023019024615494,0.0842699323121516,0.3366629842610545,-0.496330508197797,-0.0557955711402355,-0.4484334420462325,-2.28357775343055,0.1600596947158205,0.8962873323621663,0.681059256767642,0.2703470209476656,1.1505012745308218,-0.9290733348754916,-0.2046752053963706,0.7235603328479415,1.2853494631086035,1.0487113706840263,0.9683124840408422,1.6913102529459672,0.8464322368801105,0.7748559412680218,0.8740107819363507,1.5365783773334172,1.6985837846729257,-0.1660650797530423,-0.5119925779815343,-0.6861064586292251,-0.5397801267918763,-0.3655310115955363,-0.3383540216158839,0.8090082450066239,0.7261671305627752,-1.4859668877977663,1.0704199342819058,0.8508312783049233
Hard,Sebastian Korda,Gael Monfils,0,0.3274520287920577,0.7962840590513406,0.2276156934616895,-0.3611658734445676,0.7912092218917836,-0.5696338541991466,-0.6939805148480963,-0.6872903918091946,0.4628477796240938,0.1132796970022173,-0.3245498822719621,0.1438016068870548,0.4752070481757748,-0.3605542875741979,0.7948373447231237,0.2019071038036465,0.8551461997443185,0.5207065290735732,0.4129877285300918,0.3239179880725263,0.5707848965803372,0.5675296218476602,0.2592536422439979,0.7981256620129887,0.5214652218945883,-0.3872369572716697,-0.4348430114363719,-0.4974271825061881,-0.6815261017319175,-0.1937001941788315,-0.3383540216158839,0.3724324378647935,-0.2661870309885016,-0.255236665433499,0.5852548193489798,0.444939073716595,0.3274520287920577,0.3963670689021127,0.2276156934616895,0.4363528210761476,0.502169690647184,1.1003405657423138,0.9266301656442056,-0.7443006547242431,0.3871507583970283,0.2143129402744691,0.828221569797828,0.3494379047355462,0.1500653836344552,-1.8630689125847613,-0.5681343145307327,0.8421178849034634,-0.8203822996744743,0.1177554657392796,-0.0035058381029715,0.4555927987640428,0.2951375562805649,0.5675296218476602,0.6434768545517181,0.3637417118245008,0.5214652218945883,0.3205130507879379,-0.2805438783460464,-0.1200686302601149,0.0980767604383121,-0.2624325211455136,-0.2064758793325275,0.2930550183844607,0.6063175941435388,0.2062871679531018,0.4372383436067321,0.3289698724056434
Hard,Cameron Norrie,Tommy Paul,0,-0.5772293902892555,0.6629783956682644,0.4856380635308577,0.5028127122862036,-0.3649489030866156,-0.8265529957286023,-0.7430899294084691,0.6809559181519699,-0.1174960497834273,1.0730955080886098,0.6565322045959443,0.649983263129491,0.0250108972724092,0.7358753036497273,-0.2955399826799612,0.2730416350369596,-0.1184717120801159,0.2011246512567196,-0.2811682158583464,-0.1521370967352642,0.6626673433469283,0.9821822606883844,1.642457206551791,0.5809336869187448,1.1941044006250667,0.3205130507879379,-0.6662917110718599,-0.4974271825061881,0.0272037729682915,-0.5029956655289004,-0.2064758793325275,0.4121211476049599,-1.2153953594288534,0.5267898300271299,0.3385606931118987,0.6188928756830224,0.9305729748462666,0.9477677674411992,0.055600780082244,-0.0288664173942695,-0.3649489030866156,-0.8265529957286023,-0.8904181730895874,-0.6587852603516704,-0.2436577518285412,0.7699957782718515,0.2640993698487844,0.2070743139173593,1.1755121718032324,-1.497592382176786,-0.6589990918143233,1.3637711139477595,0.6060811525334167,1.0626062349369323,0.3435721340912479,1.3975741367879688,1.4896093642462482,1.3968348995291096,1.3350786367056149,1.5365783773334172,1.5304239899903056,0.3500026344570882,-0.0490951787105579,-0.1200686302601149,-0.1145422019717504,-0.2624325211455136,-0.3383540216158839,0.9280743742271232,0.2323870405155211,-0.6911202858541768,1.251328960189099,0.8701594785234152
Hard,Marcos Giron,Alexei Popyrin,1,0.3274520287920577,-0.0096092695827102,0.0269316278523332,0.0043635282107602,-0.706541076375688,-1.019242351875694,-1.0377464167707058,-0.3452288143189035,0.0338979926707065,0.1132796970022173,-0.496239247473843,-0.0143801606887065,0.2250980754516842,0.0455307462124412,-0.3864047599635517,0.2730416350369596,0.0853087810924413,0.0760708729805599,0.1492084696624842,0.1618566826060444,0.0194902159807916,0.152876983006935,-0.1249695700637223,0.320303316805652,0.0169858378467289,-0.7558567531360472,-0.5119925779815343,-0.4974271825061881,-0.7523990892019389,0.0124967867212146,-0.2064758793325275,0.0549227599434622,0.6254935199706166,-0.3577975172971874,0.3714532432768438,-0.0382659317457031,0.4782322653056099,0.9356490707700104,0.6003146724504849,0.369892929866088,0.922590827002965,0.1368937850068557,0.1408795326782407,-0.0601774997436609,0.8413328857594355,0.0122464537299655,0.0924100046468981,0.7765286771901,0.0750326918172276,0.0861392495911057,0.8857021220067143,0.0833495517481246,0.0853087810924413,0.0204914159689328,-0.544947474725954,0.6682982621888003,0.6626673433469283,0.9821822606883844,0.7971661394748063,0.320303316805652,0.1851456325293488,0.9103047241709428,-0.4348430114363719,-0.3087479063831519,-0.3980341518518343,-0.7091926464289466,-0.7339884484659529,0.4518098573451263,0.3138847252806024,0.5267898300271299,0.9552960087046014,0.464267273935087
Hard,Stefanos Tsitsipas,Matteo Berrettini,1,0.7044026200759382,0.5963255639767263,0.4569689113009469,0.4695827666811774,0.2656828014470567,0.0726639996244923,-0.1537769546839955,-1.2003827580446282,0.6394741624872533,0.5931876025454136,0.5093698915657611,0.8556195609779806,-0.3251416645413196,-0.5635968044675169,-0.5681343145307327,-0.2486115940073366,-0.5939595294827454,-0.0906674980543205,0.163091588550253,0.4150774723974224,-0.2561571243189816,-0.0544493364134274,-0.2786588549868098,0.0596729466925593,-0.1511739568358908,0.9987734751783937,-0.4348430114363719,-0.3087479063831519,-0.4689071393218549,-0.7779249733956286,-0.8658665907493093,0.2930550183844607,0.2323870405155211,-0.4731784756438379,0.642816782137632,0.5415800748090547,-0.5018392720324794,0.4690792489292445,0.7436604336000227,-0.0953263086043291,1.0802487531363831,-1.2119317080227854,-1.1605199531716377,0.8804918383546396,0.9674945878045494,-0.4929197626312937,-1.1829967082813777,0.9188922680082852,-0.375163459086138,-1.0508988450114831,-1.022458200948685,0.0833495517481246,-1.0468050698662033,-0.2296161405833868,0.0936759941114099,-0.5978056867680894,-0.4399220178521638,-0.26177565583379,-0.432348139909898,-0.0706422383639865,-0.3193337515185098,0.8365807649980669,-0.6662917110718599,-0.4974271825061881,-0.7523990892019389,-0.8466573003623103,-0.9977447330326652,0.2136775989041278,0.0741856524421295,0.1037263160894127,0.7414944326324654,0.4062826732796112
Hard,Daniil Medvedev,Alex Michelsen,1,1.156743329616595,1.2446758358853245,-0.2884290466766468,0.2702030930509986,-0.1810146559309614,1.5499490634188609,1.3686148966875604,-0.6017749974366219,0.0843626734887521,-0.5181780734493553,0.3131534741921771,-0.1883801050220422,1.2005230690756417,-1.3757668720407945,-0.2955399826799612,1.2926365827144453,0.968357584840183,1.3682932485008792,0.607351392958854,2.116721179795482,1.6733742577794293,2.0188138577901964,2.2572143462441425,2.188154302616148,2.5393827580860235,-0.2397890389259181,0.1052039543797676,0.068610645862922,0.381568710318396,0.1499614406545783,0.3210366898008975,0.6899421157861247,1.191183331869412,-0.9603425219963604,1.2759983728128068,0.7928466776494497,1.4583038026436994,0.4630199005936501,-0.2024215899869241,-0.0288664173942695,-0.6277121133089789,-0.1842551419049634,0.0672154108376818,1.0800277585573097,-0.5464458367368146,-0.0887867895422863,-0.0792793605549855,-0.0143801606887065,0.5252288427205932,-0.4823797977101891,0.3405134583051717,0.5812912703813152,0.2664469972458232,0.7013397643613596,0.6767669873976979,1.4077029683796238,0.5707848965803372,0.3602033024272976,0.4129429271670861,0.928440847069534,0.8577848112598272,-0.1660650797530423,-0.1262447452557207,-0.1200686302601149,-0.1854151894417717,-0.0562355402454674,-0.0745977370491717,0.3724324378647935,-0.0073120323229511,0.5267898300271299,0.5194697190190924,0.5415800748090547
Hard,Holger Rune,Ugo Humbert,1,1.5336939209004754,1.04471734081071,0.7149912813701184,0.9348020051515948,0.1080248753136389,0.0726639996244923,-0.0555581255632499,-0.6872903918091946,0.4628477796240938,1.2246453729969875,1.269708508888386,0.7448923236749495,-0.1000435890896368,-0.1169032673022138,-0.0229456508291896,-0.3434576356517541,0.2664469972458232,-0.1184572265601334,-0.0729214325418154,1.1038380206299705,-0.0723922307857994,0.152876983006935,-0.201814212525266,0.016234551673711,-0.1511739568358908,0.2467890916150621,-0.8205908441621854,-0.8747857347522622,-1.0358910390820222,-0.7091926464289466,-0.8658665907493093,0.4121211476049599,0.5535837981190748,-0.38343773026311,0.8319489455860608,0.3869544730611192,1.232133447873371,1.1416669141802192,0.8870061947495606,0.8018822227314755,0.1343011963358749,-0.7623232103462383,-0.6694258075679098,0.4244097350342515,0.2862213967609344,1.4014535487234256,1.048965039343107,1.092892212341621,0.3001307672689104,-0.4011627909528613,0.0679191264544008,0.0122150205148115,0.6287234295525895,0.4234424793032264,0.163091588550253,1.316543484054728,0.6626673433469283,0.7748559412680218,0.6434768545517181,0.6678104769564424,0.6896250165772074,0.689132846652317,-1.0520395437976735,-1.0634650108752992,-1.106764026552043,-1.1215866082290384,-1.1296228753160218,0.8883856644869568,-1.2153953594288534,-1.1398240127578163,1.2431058226478626,1.0247850802713527
Hard,Lorenzo Musetti,Arthur Fils,0,0.553622383562386,-0.1004994946166258,-0.4891131122859999,-0.3279359278395378,-1.1269622127314691,-0.6980934249638744,-0.6694258075679098,0.2533789462891059,-0.9249309428721564,0.2395712510925321,-0.1528605170700757,-0.8369253520826636,0.1500653836344552,-0.1981202740595422,0.3405134583051717,-0.2486115940073366,0.6966502606101083,-0.0350880410426934,-0.7948436147057912,0.8911325572052129,0.8464322368801105,0.9821822606883844,1.1045447093209828,0.1031113417114081,0.1851456325293488,-1.2571796755116045,0.1823535209249304,0.2572899219859591,0.4524416977884167,0.9747493642547622,1.1123055435010354,-0.3419643374582018,0.3426486140212191,-0.0244747487401985,-0.2123895221509142,-0.5407991374264921,0.8551828565894904,0.5660288222987545,0.7723295858299335,1.0012618963616506,0.3445117645137654,0.458042711918675,0.337317190919732,-0.4877544716065248,1.3712120343489111,-0.2150783436326011,-0.0302252562115874,0.6974377934022193,-0.050021794544817,-0.0356862605448865,-0.4772695372471422,-0.1063425315407103,0.1532356121499588,-0.2296161405833868,-0.5032981180626469,0.7088135885554208,0.1113726627473827,0.152876983006935,0.1055643573209103,-0.2878342134582305,-0.3193337515185098,0.1583203406076112,-0.8205908441621854,-0.8747857347522622,-0.8941450641419808,-0.7091926464289466,-0.7339884484659529,0.3327437281246271,0.3857944471321437,0.4242289781634407,0.5030234439366195,0.2709852717501677
Hard,Botic Van De Zandschulp,Francisco Cerundolo,0,0.3274520287920577,-0.6155441031421468,-0.6324588734355379,-0.3279359278395378,-0.6539884343312152,0.5222724973010394,0.7056378001225279,0.595440523779397,-0.5212134963277946,-0.97282766817449,-0.643401560504029,-0.5680163472038712,-0.175076280906863,-0.2387287774382055,-0.0229456508291896,-0.4145921668850672,0.3117315512841691,-0.3129853261008265,0.0936759941114099,-0.050848780818713,-0.5318044646187544,-0.26177565583379,-0.66288206729453,-0.1140806333828353,-0.4874935462011296,-0.5199400837828462,0.3366526540152551,0.6346484742320323,0.1689497479083328,0.7685523833547161,0.4529148320842539,-0.5404078861590339,-0.2230411978775767,0.257567593884946,-0.6811083620013683,-0.6181119383004599,0.2520619105352816,-0.1126181912878145,-0.6037897212056302,-0.1285562542093589,-0.943027965575815,0.458042711918675,0.337317190919732,-0.5447647345215734,-0.697839879190954,-0.0382701679061604,0.1659911611619911,-0.2991073423250769,0.1000435890896381,-0.6854223146035081,-0.2955399826799612,-0.0826310211296059,0.3796583823416877,0.1594400584979996,0.607351392958854,0.0909548614644585,-0.1642746775523905,-0.0544493364134274,-0.1249695700637223,0.4506185018621984,0.3533054272119685,-0.0628515369110162,0.3366526540152551,0.6346484742320323,0.5233146852584374,0.4248907485213065,0.3210366898008975,-0.2228982082377026,-0.0504578654338763,0.6549908948567412,-0.0314804962437219,-0.0382659317457031
Hard,Alex De Minaur,Hubert Hurkacz,1,1.4583038026436994,1.0023019024615494,0.0842699323121516,0.3366629842610545,-0.496330508197797,-0.0557955711402355,-0.4484334420462325,-2.28357775343055,0.1600596947158205,0.8962873323621663,0.681059256767642,0.2703470209476656,1.1505012745308218,-0.9290733348754916,-0.2046752053963706,0.7235603328479415,1.2853494631086035,1.0487113706840263,0.9683124840408422,1.6913102529459672,0.8464322368801105,0.7748559412680218,0.8740107819363507,1.5365783773334172,1.6985837846729257,-0.1660650797530423,-0.5119925779815343,-0.6861064586292251,-0.5397801267918763,-0.3655310115955363,-0.3383540216158839,0.8090082450066239,0.7261671305627752,-1.4859668877977663,1.0704199342819058,0.8508312783049233,0.6290125018191621,0.7053938340174251,1.5177275438075273,0.868342113941535,1.6846041366478188,-0.7623232103462383,-0.792199343968842,-0.0886826312011851,1.497373736394025,1.0730955080886098,0.6320051524242494,1.2827103334325365,-0.4752070481757748,-0.0762947639235499,-0.8407286463815037,-0.4620151877072759,-0.1411139890992875,-0.6186723396647734,-0.364466929184959,0.4150774723974224,-0.7155693581519366,-0.4691019752541516,-0.1249695700637223,-0.6787797686278692,-0.3193337515185098,0.9545390996746682,-1.206338676887999,-1.0634650108752992,-0.6815261017319175,-1.1903189351957206,-0.9977447330326652,0.5708759865656255,0.1508893557504408,1.4626576032832912,0.7086018824675203,0.464267273935087
Hard,Taylor Fritz,Alejandro Tabilo,1,1.232133447873371,1.0023019024615494,1.1736977170486365,0.8351121683365016,0.9488671480252014,-0.5696338541991466,-0.620316393007537,-0.2597134199463307,1.0179592686225951,1.148870440542796,0.828221569797828,1.1561649193719272,0.125054486362046,-0.4417712943315252,0.5222430128723528,-0.130054041951816,0.3117315512841691,0.1316503299921863,0.1214422318869474,1.235512831321487,0.2032551095139738,0.3602033024272976,0.4897875696286305,0.3637417118245008,0.5214652218945883,0.969283891509245,-0.9748899772525106,-0.8747857347522622,-0.8232720766719595,-1.1215866082290384,-0.9977447330326652,0.8486969547467904,0.7789009265872392,-0.7295806053030603,1.2019901349416824,0.8508312783049233,0.2520619105352816,-0.1126181912878145,0.313623150151409,-0.0288664173942695,0.7912092218917836,0.0084342142421283,0.0917701181178682,0.3388943406616787,0.5890094816692077,-0.4929197626312937,-0.4717121953021453,0.3019833744628161,-0.2000871781792736,1.2231773441936935,0.7948373447231237,-0.3197461252406497,0.1985201661883046,-0.3268801903537336,-0.0173889569907403,0.0099242087312176,-0.4399220178521638,-0.26177565583379,-0.3555034974483543,-0.2878342134582305,-0.3193337515185098,-0.0186171614072907,-0.4348430114363719,-0.3087479063831519,-0.327161164381813,-0.2280663576621726,-0.2064758793325275,0.0946114696836286,-0.4579462892592796,0.4370490846464019,-0.0890424590323741,-0.0189377315272111
Hard,Brandon Nakashima,Matteo Arnaldi,1,0.3274520287920577,0.1903492254919034,1.0303519558990986,0.4031228754711178,0.843761863936256,-1.404621064169877,-1.2832934895725698,1.1655431529298823,0.3871507583970283,1.2499036838150506,0.5093698915657611,1.0454376820688942,-0.7253160208998668,0.4922242833777444,-0.0229456508291896,-0.7465533126405285,-0.5033904214060538,-0.6047774754118667,-0.2672850969705784,-0.1014929387769886,-0.8074518049185277,-0.6764282946745142,-0.8165713522176182,-0.722218163646718,-0.8238131355663693,0.7038776384868904,-0.9748899772525106,-1.0634650108752992,-1.106764026552043,-1.0528542812623565,-1.1296228753160218,0.0946114696836286,0.0741856524421295,-0.2808768783994209,0.412568930983024,0.2130006710946919,0.553622383562386,0.2630614055190365,-0.6324588734355379,-0.7599252207049252,-0.102185692864252,0.0726639996244923,-0.2765504910849276,-1.713475124280068,-0.2184254114195212,-0.2403366544506641,-0.42265809095875,-0.4256527563856842,0.1750762809068644,-1.5788093889341135,-0.6589990918143233,0.5575797599702109,-0.4128213133293635,0.1455451942450933,0.0520266374481035,0.6682982621888003,0.2951375562805649,0.5675296218476602,0.6434768545517181,0.4506185018621984,0.5214652218945883,-0.7116223776323233,0.0280543878346048,0.2572899219859591,0.381568710318396,0.5967215659380117,0.7166711166509662,-0.2228982082377026,0.6063175941435388,-0.0244747487401985,0.3550069681943717,-0.1349069328381617
Hard,Karen Khachanov,Ben Shelton,0,1.3075235661301472,0.9053523290920388,0.6289838246803956,0.2369731474459688,0.4233407275804745,-1.019242351875694,-0.9395275876499602,0.4814199979492968,0.4628477796240938,0.4416377376370358,-0.1038064127266804,0.317801551220394,0.2250980754516842,0.695266800271064,-0.1138104281127801,-0.2011885731851278,0.968357584840183,0.3400732937857864,0.3158058963157104,1.2861569892797624,0.387020003047156,0.7748559412680218,0.4129429271670861,0.8415640570318376,0.6896250165772074,-0.3724921654370945,-0.6662917110718599,-0.4974271825061881,-0.6815261017319175,-0.1937001941788315,-0.3383540216158839,0.4518098573451263,0.9371023146606312,0.3473083392656743,0.9552960087046014,0.4062826732796112,1.6090840391572516,0.6993344856818307,1.489058391577623,1.5661709716471572,0.7123802588250742,-0.1842551419049634,0.3618718981999184,2.0492022281131312,0.79086820494139,1.1236121297247357,1.4413978740902695,1.3459830404628408,-0.925403199079139,-0.7260308179821726,-0.2046752053963706,-0.7702648230516328,-0.9109514077511672,-0.7298312536880264,-0.3367006914094222,0.9113902203885232,-0.99121669845171,-0.6764282946745142,-0.5860374248329863,-0.6787797686278692,-0.6556533408837495,1.4558620220502236,-0.9748899772525106,-0.6861064586292251,-0.6815261017319175,-1.1903189351957206,-1.2615010175993782,0.3327437281246271,0.2707388921696773,1.270356006038875,0.7826101203386455,0.3482980726241354
Hard,Carlos Alcaraz,Denis Shapovalov,1,0.8551828565894904,1.7112456577260902,1.7184116094168804,2.0978501013276376,-0.3649489030866156,-0.7623232103462383,-0.7185352221282827,0.595440523779397,0.942262247395524,2.184461184083377,1.833830708837432,1.3143466869476883,1.2005230690756417,-1.253941361904803,-0.2955399826799612,1.4823286660032815,0.8325039227251456,1.0765010991898398,0.274156539652404,1.2051263365465217,1.5814918110128382,1.604161218949472,1.1045447093209828,1.580016772352266,1.1941044006250667,0.114085965103884,-1.6692360761589753,-2.006861391490484,-2.028112863662315,-1.362149752612425,-1.525257302166091,1.6821598592902849,0.2323870405155211,-0.5116387950927214,1.9174031010292163,1.5659746863891246,0.553622383562386,0.2630614055190365,0.8583370425196561,1.7323206996723062,0.922590827002965,2.513395844154319,2.399912602455389,-0.402239077233952,1.4469090555759794,-0.1393034111784122,1.490451978433665,0.9505286215234376,0.4752070481757748,-1.4569838787981222,0.1587839037379907,0.9606754369589852,-0.0505448810225972,0.3261784295328793,-0.0868045514295842,0.6277829358221798,0.7545497901135194,1.1895085801087468,0.4897875696286305,0.8415640570318376,0.3533054272119685,0.2910234671187876,-1.1291891103428362,-1.0634650108752992,-1.319382988962106,-0.8810234638456513,-1.1296228753160218,0.7693195352664576,-0.7264092508383693,-0.1783160265357318,0.5030234439366195,0.8121748778679416
Hard,Grigor Dimitrov,Gael Monfils,1,1.5336939209004754,1.438574982624344,1.460389239347712,1.865240482092429,0.7123802588250742,0.6507320680657668,0.6565283855621551,-0.0886826312011851,1.9263235233474152,0.2143129402744691,0.6565322045959443,1.0770740355840465,0.2751198699965012,0.2891817664844248,-0.2046752053963706,0.0596380413370189,0.5834388755142438,0.0760708729805599,-0.3228175725216535,1.6406660949876917,0.4789024498137461,0.5675296218476602,0.7203214970132625,0.2334265267679544,0.3533054272119685,0.7038776384868904,-1.0520395437976735,-1.0634650108752992,-0.9650180516120014,-1.0528542812623565,-0.9977447330326652,1.007451793707456,1.3206208312021874,-0.0116546422572371,1.3993454359313473,0.7735184774309578,0.3274520287920577,0.3963670689021127,0.2276156934616895,0.4363528210761476,0.502169690647184,1.1003405657423138,0.9266301656442056,-0.7443006547242431,0.3871507583970283,0.2143129402744691,0.828221569797828,0.3494379047355462,0.1500653836344552,-1.8630689125847613,-0.5681343145307327,0.8421178849034634,-0.8203822996744743,0.1177554657392796,-0.0035058381029715,0.4555927987640428,0.2951375562805649,0.5675296218476602,0.6434768545517181,0.3637417118245008,0.5214652218945883,0.3205130507879379,-0.2805438783460464,-0.1200686302601149,0.0980767604383121,-0.2624325211455136,-0.2064758793325275,0.2930550183844607,0.6063175941435388,0.2062871679531018,0.4372383436067321,0.3289698724056434
Hard,Stefanos Tsitsipas,Holger Rune,0,0.7044026200759382,0.5963255639767263,0.4569689113009469,0.4695827666811774,0.2656828014470567,0.0726639996244923,-0.1537769546839955,-1.2003827580446282,0.6394741624872533,0.5931876025454136,0.5093698915657611,0.8556195609779806,-0.3251416645413196,-0.5635968044675169,-0.5681343145307327,-0.2486115940073366,-0.5939595294827454,-0.0906674980543205,0.163091588550253,0.4150774723974224,-0.2561571243189816,-0.0544493364134274,-0.2786588549868098,0.0596729466925593,-0.1511739568358908,0.9987734751783937,-0.4348430114363719,-0.3087479063831519,-0.4689071393218549,-0.7779249733956286,-0.8658665907493093,0.2930550183844607,0.2323870405155211,-0.4731784756438379,0.642816782137632,0.5415800748090547,1.5336939209004754,1.04471734081071,0.7149912813701184,0.9348020051515948,0.1080248753136389,0.0726639996244923,-0.0555581255632499,-0.6872903918091946,0.4628477796240938,1.2246453729969875,1.269708508888386,0.7448923236749495,-0.1000435890896368,-0.1169032673022138,-0.0229456508291896,-0.3434576356517541,0.2664469972458232,-0.1184572265601334,-0.0729214325418154,1.1038380206299705,-0.0723922307857994,0.152876983006935,-0.201814212525266,0.016234551673711,-0.1511739568358908,0.2467890916150621,-0.8205908441621854,-0.8747857347522622,-1.0358910390820222,-0.7091926464289466,-0.8658665907493093,0.4121211476049599,0.5535837981190748,-0.38343773026311,0.8319489455860608,0.3869544730611192
Hard,Arthur Fils,Marcos Giron,1,0.8551828565894904,0.5660288222987545,0.7723295858299335,1.0012618963616506,0.3445117645137654,0.458042711918675,0.337317190919732,-0.4877544716065248,1.3712120343489111,-0.2150783436326011,-0.0302252562115874,0.6974377934022193,-0.050021794544817,-0.0356862605448865,-0.4772695372471422,-0.1063425315407103,0.1532356121499588,-0.2296161405833868,-0.5032981180626469,0.7088135885554208,0.1113726627473827,0.152876983006935,0.1055643573209103,-0.2878342134582305,-0.3193337515185098,0.1583203406076112,-0.8205908441621854,-0.8747857347522622,-0.8941450641419808,-0.7091926464289466,-0.7339884484659529,0.3327437281246271,0.3857944471321437,0.4242289781634407,0.5030234439366195,0.2709852717501677,0.3274520287920577,-0.0096092695827102,0.0269316278523332,0.0043635282107602,-0.706541076375688,-1.019242351875694,-1.0377464167707058,-0.3452288143189035,0.0338979926707065,0.1132796970022173,-0.496239247473843,-0.0143801606887065,0.2250980754516842,0.0455307462124412,-0.3864047599635517,0.2730416350369596,0.0853087810924413,0.0760708729805599,0.1492084696624842,0.1618566826060444,0.0194902159807916,0.152876983006935,-0.1249695700637223,0.320303316805652,0.0169858378467289,-0.7558567531360472,-0.5119925779815343,-0.4974271825061881,-0.7523990892019389,0.0124967867212146,-0.2064758793325275,0.0549227599434622,0.6254935199706166,-0.3577975172971874,0.3714532432768438,-0.0382659317457031
Hard,Daniil Medvedev,Tommy Paul,1,1.156743329616595,1.2446758358853245,-0.2884290466766468,0.2702030930509986,-0.1810146559309614,1.5499490634188609,1.3686148966875604,-0.6017749974366219,0.0843626734887521,-0.5181780734493553,0.3131534741921771,-0.1883801050220422,1.2005230690756417,-1.3757668720407945,-0.2955399826799612,1.2926365827144453,0.968357584840183,1.3682932485008792,0.607351392958854,2.116721179795482,1.6733742577794293,2.0188138577901964,2.2572143462441425,2.188154302616148,2.5393827580860235,-0.2397890389259181,0.1052039543797676,0.068610645862922,0.381568710318396,0.1499614406545783,0.3210366898008975,0.6899421157861247,1.191183331869412,-0.9603425219963604,1.2759983728128068,0.7928466776494497,0.9305729748462666,0.9477677674411992,0.055600780082244,-0.0288664173942695,-0.3649489030866156,-0.8265529957286023,-0.8904181730895874,-0.6587852603516704,-0.2436577518285412,0.7699957782718515,0.2640993698487844,0.2070743139173593,1.1755121718032324,-1.497592382176786,-0.6589990918143233,1.3637711139477595,0.6060811525334167,1.0626062349369323,0.3435721340912479,1.3975741367879688,1.4896093642462482,1.3968348995291096,1.3350786367056149,1.5365783773334172,1.5304239899903056,0.3500026344570882,-0.0490951787105579,-0.1200686302601149,-0.1145422019717504,-0.2624325211455136,-0.3383540216158839,0.9280743742271232,0.2323870405155211,-0.6911202858541768,1.251328960189099,0.8701594785234152
Hard,Brandon Nakashima,Ben Shelton,0,0.3274520287920577,0.1903492254919034,1.0303519558990986,0.4031228754711178,0.843761863936256,-1.404621064169877,-1.2832934895725698,1.1655431529298823,0.3871507583970283,1.2499036838150506,0.5093698915657611,1.0454376820688942,-0.7253160208998668,0.4922242833777444,-0.0229456508291896,-0.7465533126405285,-0.5033904214060538,-0.6047774754118667,-0.2672850969705784,-0.1014929387769886,-0.8074518049185277,-0.6764282946745142,-0.8165713522176182,-0.722218163646718,-0.8238131355663693,0.7038776384868904,-0.9748899772525106,-1.0634650108752992,-1.106764026552043,-1.0528542812623565,-1.1296228753160218,0.0946114696836286,0.0741856524421295,-0.2808768783994209,0.412568930983024,0.2130006710946919,1.6090840391572516,0.6993344856818307,1.489058391577623,1.5661709716471572,0.7123802588250742,-0.1842551419049634,0.3618718981999184,2.0492022281131312,0.79086820494139,1.1236121297247357,1.4413978740902695,1.3459830404628408,-0.925403199079139,-0.7260308179821726,-0.2046752053963706,-0.7702648230516328,-0.9109514077511672,-0.7298312536880264,-0.3367006914094222,0.9113902203885232,-0.99121669845171,-0.6764282946745142,-0.5860374248329863,-0.6787797686278692,-0.6556533408837495,1.4558620220502236,-0.9748899772525106,-0.6861064586292251,-0.6815261017319175,-1.1903189351957206,-1.2615010175993782,0.3327437281246271,0.2707388921696773,1.270356006038875,0.7826101203386455,0.3482980726241354
