Date        ;Tournament                      ;Surface ;Rd   ;Rk  ;vRk ;                                               ;Score                        ;More ;DR   ;A%    ;DF%   ;1stIn ;1st%  ;2nd%  ;BPSvd  ;Time
3‑May‑2021  ;Madrid Masters                  ;Clay    ;R32  ; 18 ; 76 ;(Q)Alexei Popyrin [AUS] d. (14)Sinner          ;7-6(5) 6-2                   ;     ;0.85 ;0.0%  ;3.0%  ;56.7% ;63.2% ;41.4% ;02-jun ;1:34
3‑May‑2021  ;Madrid Masters                  ;Clay    ;R64  ; 18 ; 55 ;(14)Sinner d. Guido Pella [ARG]                ;6-2 4-4 RET                  ;     ;1.83 ;14.6% ;2.4%  ;63.4% ;80.8% ;66.7% ;0/1    ;1:04
19‑Apr‑2021 ;Barcelona                       ;Clay    ;SF   ; 19 ;  5 ;(2)Stefanos Tsitsipas [GRE] d. (11)Sinner      ;6-3 6-3                      ;     ;0.73 ;1.9%  ;3.7%  ;51.9% ;57.1% ;57.7% ;07-oct ;1:23
19‑Apr‑2021 ;Barcelona                       ;Clay    ;QF   ; 19 ;  7 ;(11)Sinner d. (3)Andrey Rublev [RUS]           ;6-2 7-6(6)                   ;(ch) ;1.20 ;5.8%  ;2.9%  ;59.4% ;63.4% ;60.7% ;02-mar ;1:35
19‑Apr‑2021 ;Barcelona                       ;Clay    ;R16  ; 19 ; 11 ;(11)Sinner d. (5)Roberto Bautista Agut [ESP]   ;7-6(9) 6-2                   ;     ;1.18 ;6.7%  ;0.0%  ;67.8% ;68.9% ;48.3% ;05-jul ;1:56
19‑Apr‑2021 ;Barcelona                       ;Clay    ;R32  ; 19 ; 77 ;(11)Sinner d. Egor Gerasimov [BLR]             ;6-3 6-2                      ;     ;1.58 ;10.2% ;0.0%  ;65.3% ;81.3% ;52.9% ;03-mar ;1:08
12‑Apr‑2021 ;Monte Carlo Masters             ;Clay    ;R32  ; 22 ;  1 ;(1)Novak Djokovic [SRB] d. Sinner              ;6-4 6-2                      ;     ;0.76 ;1.4%  ;4.1%  ;63.0% ;47.8% ;51.9% ;05-oct ;1:34
12‑Apr‑2021 ;Monte Carlo Masters             ;Clay    ;R64  ; 22 ; 46 ;Sinner d. Albert Ramos [ESP]                   ;6-3 6-4                      ;     ;1.36 ;7.1%  ;1.8%  ;58.9% ;78.8% ;52.2% ;02-mar ;1:23
22‑Mar‑2021 ;Miami Masters                   ;Hard    ;F    ; 31 ; 37 ;(26)Hubert Hurkacz [POL] d. (21)Sinner         ;7-6(4) 6-4                   ;(ch) ;0.86 ;1.3%  ;6.4%  ;60.3% ;55.3% ;48.4% ;07-nov ;1:43
22‑Mar‑2021 ;Miami Masters                   ;Hard    ;SF   ; 31 ; 12 ;(21)Sinner d. (7)Roberto Bautista Agut [ESP]   ;5-7 6-4 6-4                  ;(ch) ;1.06 ;5.0%  ;2.0%  ;65.0% ;64.6% ;57.1% ;07-oct ;2:28
22‑Mar‑2021 ;Miami Masters                   ;Hard    ;QF   ; 31 ; 44 ;(21)Sinner d. (32)Alexander Bublik [KAZ]       ;7-6(5) 6-4                   ;(ch) ;1.13 ;2.5%  ;3.7%  ;64.2% ;63.5% ;58.6% ;07-sep ;1:40
22‑Mar‑2021 ;Miami Masters                   ;Hard    ;R16  ; 31 ; 83 ;(21)Sinner d. Emil Ruusuvuori [FIN]            ;6-3 6-2                      ;(ch) ;1.34 ;7.5%  ;1.9%  ;73.6% ;71.8% ;50.0% ;01-feb ;1:09
22‑Mar‑2021 ;Miami Masters                   ;Hard    ;R32  ; 31 ; 22 ;(21)Sinner d. (14)Karen Khachanov [RUS]        ;4-6 7-6(2) 6-4               ;     ;1.06 ;0.0%  ;3.6%  ;64.0% ;70.4% ;57.5% ;07-oct ;2:50
22‑Mar‑2021 ;Miami Masters                   ;Hard    ;R64  ; 31 ;162 ;(21)Sinner d. (WC)Hugo Gaston [FRA]            ;6-2 6-2                      ;     ;1.60 ;6.4%  ;4.3%  ;57.4% ;81.5% ;60.0% ;03-mar ;1:02
15‑Mar‑2021 ;Dubai                           ;Hard    ;QF   ; 32 ; 42 ;(WC)Aslan Karatsev [RUS] d. (16)Sinner         ;6-7(5) 6-3 6-2               ;(ch) ;0.74 ;9.2%  ;3.7%  ;56.9% ;64.5% ;51.1% ;sep-14 ;2:29
15‑Mar‑2021 ;Dubai                           ;Hard    ;R16  ; 32 ; 11 ;(16)Sinner d. (4)Roberto Bautista Agut [ESP]   ;6-4 3-6 7-5                  ;     ;0.80 ;15.8% ;3.0%  ;63.4% ;78.1% ;37.8% ;05-jul ;2:24
15‑Mar‑2021 ;Dubai                           ;Hard    ;R32  ; 32 ; 43 ;(16)Sinner d. Alexander Bublik [KAZ]           ;2-6 7-6(2) 6-4               ;     ;1.17 ;2.4%  ;2.4%  ;60.7% ;70.6% ;78.8% ;02-may ;2:01
8‑Mar‑2021  ;Marseille                       ;Hard    ;QF   ; 34 ;  3 ;(1)Daniil Medvedev [RUS] d. (5)Sinner          ;6-2 6-4                      ;(ch) ;0.61 ;3.6%  ;0.0%  ;60.7% ;58.8% ;54.5% ;02-may ;1:15
8‑Mar‑2021  ;Marseille                       ;Hard    ;R16  ; 34 ;166 ;(5)Sinner d. (WC)Hugo Gaston [FRA]             ;6-4 6-1                      ;     ;1.70 ;9.8%  ;2.0%  ;52.9% ;88.9% ;50.0% ;04-may ;1:08
8‑Mar‑2021  ;Marseille                       ;Hard    ;R32  ; 34 ;115 ;(5)Sinner d. Gregoire Barrere [FRA]            ;7-6(3) 6-7(5) 7-5            ;     ;0.95 ;4.6%  ;0.8%  ;67.7% ;63.6% ;59.5% ;oct-13 ;2:51
22‑Feb‑2021 ;Montpellier                     ;Hard    ;R32  ; 34 ; 60 ;Aljaz Bedene [SLO] d. (5)Sinner                ;3-6 6-2 7-6(3)               ;     ;1.17 ;5.8%  ;1.2%  ;62.8% ;70.4% ;62.5% ;04-jun ;2:38
8‑Feb‑2021  ;Australian Open                 ;Hard    ;R128 ; 32 ; 12 ;(11)Denis Shapovalov [CAN] d. Sinner           ;3-6 6-3 6-2 4-6 6-4          ;(ch) ;0.96 ;2.8%  ;2.8%  ;70.3% ;66.7% ;55.8% ;05-oct ;3:55
1‑Feb‑2021  ;Great Ocean Road Open           ;Hard    ;F    ; 36 ; 71 ;(4)Sinner d. Stefano Travaglia [ITA]           ;7-6(4) 6-4                   ;(ch) ;1.19 ;0.0%  ;1.2%  ;55.4% ;56.5% ;64.9% ;07-oct ;2:08
1‑Feb‑2021  ;Great Ocean Road Open           ;Hard    ;SF   ; 36 ; 20 ;(4)Sinner d. (2)Karen Khachanov [RUS]          ;7-6(4) 4-6 7-6(4)            ;     ;1.08 ;7.9%  ;2.4%  ;61.1% ;67.5% ;53.1% ;dic-17 ;3:07
1‑Feb‑2021  ;Great Ocean Road Open           ;Hard    ;QF   ; 36 ; 42 ;(4)Sinner d. (7)Miomir Kecmanovic [SRB]        ;7-6(10) 6-4                  ;     ;1.10 ;13.2% ;1.1%  ;62.6% ;70.2% ;50.0% ;06-ago ;1:56
1‑Feb‑2021  ;Great Ocean Road Open           ;Hard    ;R16  ; 36 ; 58 ;(4)Sinner d. (13)Aljaz Bedene [SLO]            ;7-6(6) 6-2                   ;     ;1.25 ;13.2% ;2.9%  ;64.7% ;79.5% ;58.3% ;03-mar ;1:32
1‑Feb‑2021  ;Great Ocean Road Open           ;Hard    ;R32  ; 36 ;195 ;(4)Sinner d. Aleksandar Vukic [AUS]            ;6-2 6-4                      ;     ;1.69 ;10.2% ;0.0%  ;67.3% ;75.8% ;75.0% ;0/0    ;1:06
9‑Nov‑2020  ;Sofia                           ;Hard    ;F    ; 44 ; 74 ;Sinner d. Vasek Pospisil [CAN]                 ;6-4 3-6 7-6(3)               ;(ch) ;0.97 ;4.3%  ;5.4%  ;65.2% ;75.0% ;56.3% ;03-may ;2:14
9‑Nov‑2020  ;Sofia                           ;Hard    ;SF   ; 44 ; 35 ;Sinner d. (5)Adrian Mannarino [FRA]            ;6-3 7-5                      ;     ;1.01 ;12.7% ;4.2%  ;50.7% ;80.6% ;54.3% ;03-mar ;1:27
9‑Nov‑2020  ;Sofia                           ;Hard    ;QF   ; 44 ; 25 ;Sinner d. (3)Alex De Minaur [AUS]              ;6-7(3) 6-4 6-1               ;     ;1.30 ;4.5%  ;4.5%  ;60.7% ;79.6% ;48.6% ;06-jul ;2:11
9‑Nov‑2020  ;Sofia                           ;Hard    ;R16  ; 44 ;149 ;Sinner d. (LL)Marc Andrea Huesler [SUI]        ;6-3 6-4                      ;     ;1.55 ;10.0% ;1.7%  ;61.7% ;86.5% ;56.5% ;02-feb ;1:18
9‑Nov‑2020  ;Sofia                           ;Hard    ;R32  ; 44 ; 55 ;Sinner d. Marton Fucsovics [HUN]               ;6-2 6-4                      ;     ;1.32 ;3.4%  ;3.4%  ;55.2% ;68.8% ;50.0% ;04-jun ;1:36
26‑Oct‑2020 ;Vienna                          ;Hard    ;R16  ; 43 ;  8 ;(5)Andrey Rublev [RUS] d. (WC)Sinner           ;2-1 RET                      ;     ;0.00 ;0.0%  ;0.0%  ;72.7% ;62.5% ;33.3% ;0/1    ;0:07
26‑Oct‑2020 ;Vienna                          ;Hard    ;R32  ; 43 ; 27 ;(WC)Sinner d. Casper Ruud [NOR]                ;7-6(2) 6-3                   ;     ;1.37 ;8.2%  ;6.8%  ;56.2% ;75.6% ;62.5% ;01-feb ;1:44
19‑Oct‑2020 ;Cologne 2                       ;Hard    ;SF   ; 46 ;  7 ;(1)Alexander Zverev [GER] d. (WC)Sinner        ;7-6(3) 6-3                   ;     ;0.89 ;1.6%  ;8.2%  ;60.7% ;62.2% ;45.8% ;03-jul ;1:48
19‑Oct‑2020 ;Cologne 2                       ;Hard    ;QF   ; 46 ; 58 ;(WC)Sinner d. Gilles Simon [FRA]               ;6-3 0-6 6-4                  ;     ;1.05 ;1.0%  ;2.0%  ;65.3% ;59.1% ;48.6% ;16/21  ;2:33
19‑Oct‑2020 ;Cologne 2                       ;Hard    ;R16  ; 46 ; 82 ;(WC)Sinner d. (Q)Pierre Hugues Herbert [FRA]   ;6-3 6-1                      ;     ;1.43 ;3.8%  ;3.8%  ;69.2% ;66.7% ;43.8% ;04-jun ;1:16
19‑Oct‑2020 ;Cologne 2                       ;Hard    ;R32  ; 46 ; 97 ;(WC)Sinner d. (LL)James Duckworth [AUS]        ;6-1 6-2                      ;     ;2.14 ;0.0%  ;0.0%  ;68.1% ;78.1% ;60.0% ;02-feb ;1:01
28‑Sep‑2020 ;Roland Garros                   ;Clay    ;QF   ; 75 ;  2 ;(2)Rafael Nadal [ESP] d. Sinner                ;7-6(4) 6-4 6-1               ;     ;0.76 ;2.2%  ;3.2%  ;67.7% ;57.1% ;43.3% ;02-ago ;2:49
28‑Sep‑2020 ;Roland Garros                   ;Clay    ;R16  ; 75 ;  7 ;Sinner d. (6)Alexander Zverev [GER]            ;6-3 6-3 4-6 6-3              ;     ;1.07 ;2.1%  ;4.2%  ;56.6% ;71.6% ;53.2% ;06-ago ;3:01
28‑Sep‑2020 ;Roland Garros                   ;Clay    ;R32  ; 75 ; 99 ;Sinner d. Federico Coria [ARG]                 ;6-3 7-5 7-5                  ;     ;1.22 ;0.0%  ;2.0%  ;67.0% ;64.2% ;51.5% ;05-sep ;2:30
28‑Sep‑2020 ;Roland Garros                   ;Clay    ;R64  ; 75 ;227 ;Sinner d. (Q)Benjamin Bonzi [FRA]              ;6-2 6-4 6-4                  ;     ;1.33 ;3.2%  ;2.2%  ;67.7% ;65.1% ;63.3% ;03-may ;1:55
28‑Sep‑2020 ;Roland Garros                   ;Clay    ;R128 ; 75 ; 13 ;Sinner d. (11)David Goffin [BEL]               ;7-5 6-0 6-3                  ;     ;1.56 ;2.5%  ;2.5%  ;67.5% ;77.8% ;46.2% ;04-jun ;1:59
14‑Sep‑2020 ;Rome Masters                    ;Clay    ;R16  ; 81 ; 22 ;(15)Grigor Dimitrov [BUL] d. (WC)Sinner        ;4-6 6-4 6-4                  ;     ;0.88 ;0.9%  ;3.8%  ;62.3% ;66.7% ;42.5% ;sep-13 ;2:24
14‑Sep‑2020 ;Rome Masters                    ;Clay    ;R32  ; 81 ;  6 ;(WC)Sinner d. (3)Stefanos Tsitsipas [GRE]      ;6-1 6-7(9) 6-2               ;(ch) ;1.57 ;1.2%  ;1.2%  ;67.9% ;69.1% ;69.2% ;01-mar ;2:13
14‑Sep‑2020 ;Rome Masters                    ;Clay    ;R64  ; 81 ; 24 ;(WC)Sinner d. Benoit Paire [FRA]               ;6-2 6-1                      ;     ;1.90 ;7.8%  ;0.0%  ;70.6% ;72.2% ;73.3% ;04-abr ;1:04
7‑Sep‑2020  ;Kitzbuhel                       ;Clay    ;R16  ; 74 ; 81 ;(Q)Laslo Djere [SRB] d. (WC)Sinner             ;6-4 6-4                      ;     ;0.63 ;1.6%  ;0.0%  ;49.2% ;71.0% ;46.9% ;04-jul ;1:19
7‑Sep‑2020  ;Kitzbuhel                       ;Clay    ;R32  ; 74 ; 75 ;(WC)Sinner d. (WC)Philipp Kohlschreiber [GER]  ;6-3 6-2                      ;     ;2.00 ;11.4% ;0.0%  ;59.1% ;84.6% ;61.1% ;01-feb ;1:07
31‑Aug‑2020 ;US Open                         ;Hard    ;R128 ; 74 ; 16 ;(11)Karen Khachanov [RUS] d. Sinner            ;3-6 6-7(7) 6-2 6-0 7-6(4)    ;     ;0.76 ;6.3%  ;2.6%  ;56.5% ;74.1% ;44.6% ;17/22  ;3:44
17‑Feb‑2020 ;Marseille                       ;Hard    ;R16  ; 68 ;  5 ;(1)Daniil Medvedev [RUS] d. Sinner             ;1-6 6-1 6-2                  ;(ch) ;0.56 ;1.5%  ;1.5%  ;61.2% ;58.5% ;46.2% ;03-jul ;1:19
17‑Feb‑2020 ;Marseille                       ;Hard    ;R32  ; 68 ;102 ;Sinner d. (Q)Norbert Gombos [SVK]              ;6-4 7-6(5)                   ;     ;1.10 ;10.7% ;2.4%  ;54.8% ;78.3% ;52.6% ;06-jun ;2:03
10‑Feb‑2020 ;Rotterdam                       ;Hard    ;QF   ; 79 ; 30 ;Pablo Carreno Busta [ESP] d. (WC)Sinner        ;7-5 3-6 7-6(6)               ;     ;1.04 ;8.0%  ;0.9%  ;60.2% ;79.4% ;46.7% ;05-jul ;2:44
10‑Feb‑2020 ;Rotterdam                       ;Hard    ;R16  ; 79 ; 10 ;(WC)Sinner d. (4)David Goffin [BEL]            ;7-6(7) 7-5                   ;     ;1.28 ;6.1%  ;0.0%  ;64.6% ;71.7% ;55.2% ;06-ago ;1:59
10‑Feb‑2020 ;Rotterdam                       ;Hard    ;R32  ; 79 ; 50 ;(WC)Sinner d. Radu Albot [MDA]                 ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
3‑Feb‑2020  ;Montpellier                     ;Hard    ;R32  ; 78 ; 76 ;Mikael Ymer [SWE] d. Sinner                    ;6-3 6-4                      ;(ch) ;0.74 ;3.8%  ;5.8%  ;59.6% ;71.0% ;33.3% ;02-jun ;1:25
20‑Jan‑2020 ;Australian Open                 ;Hard    ;R64  ; 82 ; 67 ;Marton Fucsovics [HUN] d. Sinner               ;6-4 6-4 6-3                  ;(ch) ;0.81 ;0.0%  ;4.0%  ;54.5% ;65.5% ;37.0% ;05-dic ;2:16
20‑Jan‑2020 ;Australian Open                 ;Hard    ;R128 ; 82 ;216 ;Sinner d. (Q)Max Purcell [AUS]                 ;7-6(2) 6-2 6-4               ;     ;1.39 ;2.2%  ;1.1%  ;58.2% ;79.2% ;52.6% ;04-jun ;2:19
13‑Jan‑2020 ;Auckland                        ;Hard    ;R32  ; 79 ; 24 ;(5)Benoit Paire [FRA] d. (WC)Sinner            ;6-4 2-6 6-4                  ;     ;0.98 ;5.3%  ;3.2%  ;66.0% ;72.6% ;37.5% ;06-sep ;1:55
5‑Nov‑2019  ;NextGen Finals                  ;Hard    ;F    ; 95 ; 18 ;(8)Sinner d. (1)Alex De Minaur [AUS]           ;4-2 4-1 4-2                  ;(ch) ;1.51 ;3.8%  ;1.9%  ;67.3% ;74.3% ;58.8% ;09-sep ;1:04
5‑Nov‑2019  ;NextGen Finals                  ;Hard    ;SF   ; 95 ; 60 ;(8)Sinner d. (5)Miomir Kecmanovic [SRB]        ;2-4 4-1 4-2 4-2              ;(ch) ;1.18 ;7.7%  ;3.1%  ;55.4% ;75.0% ;65.5% ;08-sep ;1:15
5‑Nov‑2019  ;NextGen Finals                  ;Hard    ;RR   ; 95 ; 47 ;(8)Sinner d. (2)Frances Tiafoe [USA]           ;3-4(4) 4-2 4-2 4-2           ;     ;1.13 ;19.7% ;5.6%  ;62.0% ;84.1% ;51.9% ;04-abr ;1:26
5‑Nov‑2019  ;NextGen Finals                  ;Hard    ;RR   ; 95 ; 55 ;(3)Ugo Humbert [FRA] d. (8)Sinner              ;4-3(5) 3-4(3) 4-2 4-2        ;     ;1.02 ;5.3%  ;0.0%  ;61.3% ;78.3% ;55.2% ;01-abr ;1:43
5‑Nov‑2019  ;NextGen Finals                  ;Hard    ;RR   ; 95 ; 74 ;(8)Sinner d. (6)Mikael Ymer [SWE]              ;4-0 4-2 4-1                  ;(ch) ;1.92 ;9.1%  ;4.5%  ;72.7% ;84.4% ;41.7% ;05-may ;0:56
21‑Oct‑2019 ;Vienna                          ;Hard    ;R16  ;101 ; 14 ;(4)Gael Monfils [FRA] d. (WC)Sinner            ;6-3 7-6(8)                   ;(ch) ;0.90 ;5.6%  ;1.4%  ;56.3% ;77.5% ;51.6% ;04-may ;1:25
21‑Oct‑2019 ;Vienna                          ;Hard    ;R32  ;101 ; 79 ;(WC)Sinner d. (Q)Philipp Kohlschreiber [GER]   ;6-3 6-4                      ;(ch) ;1.24 ;9.5%  ;1.4%  ;59.5% ;77.3% ;46.7% ;07-ago ;1:30
14‑Oct‑2019 ;Antwerp                         ;Hard    ;SF   ;119 ; 18 ;(4)Stan Wawrinka [SUI] d. (WC)Sinner           ;6-3 6-2                      ;(ch) ;0.54 ;2.0%  ;0.0%  ;58.0% ;58.6% ;42.9% ;05-sep ;1:05
14‑Oct‑2019 ;Antwerp                         ;Hard    ;QF   ;119 ; 53 ;(WC)Sinner d. Frances Tiafoe [USA]             ;6-4 3-6 6-3                  ;(ch) ;1.10 ;12.5% ;2.5%  ;63.7% ;80.4% ;51.7% ;04-may ;1:41
14‑Oct‑2019 ;Antwerp                         ;Hard    ;R16  ;119 ; 13 ;(WC)Sinner d. (1)Gael Monfils [FRA]            ;6-3 6-2                      ;(ch) ;2.09 ;4.5%  ;2.3%  ;47.7% ;81.0% ;73.9% ;01-ene ;1:00
14‑Oct‑2019 ;Antwerp                         ;Hard    ;R32  ;119 ; 91 ;(WC)Sinner d. (Q)Kamil Majchrzak [POL]         ;6-4 6-2                      ;(ch) ;1.40 ;5.8%  ;0.0%  ;61.5% ;68.8% ;65.0% ;0/1    ;1:09
16‑Sep‑2019 ;St. Petersburg                  ;Hard    ;R32  ;127 ; 57 ;(6)Mikhail Kukushkin [KAZ] d. (WC)Sinner       ;6-3 7-6(4)                   ;(ch) ;1.05 ;9.8%  ;3.3%  ;68.9% ;71.4% ;47.4% ;02-may ;1:39
26‑Aug‑2019 ;US Open                         ;Hard    ;R128 ;137 ; 24 ;(23)Stan Wawrinka [SUI] d. (Q)Sinner           ;6-3 7-6(4) 4-6 6-3           ;(ch) ;0.93 ;1.6%  ;4.1%  ;59.8% ;61.6% ;61.2% ;05-oct ;2:49
15‑Jul‑2019 ;Umag                            ;Clay    ;R16  ;209 ; 87 ;Aljaz Bedene [SLO] d. (WC)Sinner               ;7-6(3) 6-3                   ;     ;0.79 ;4.1%  ;1.4%  ;58.1% ;62.8% ;54.8% ;02-may ;1:47
15‑Jul‑2019 ;Umag                            ;Clay    ;R32  ;209 ;109 ;(WC)Sinner d. Pedro Sousa [POR]                ;1-6 6-3 6-4                  ;     ;0.93 ;1.1%  ;4.6%  ;52.9% ;73.9% ;43.9% ;03-jul ;1:43
10‑Jun‑2019 ;s Hertogenbosch                 ;Grass   ;R32  ;219 ; 60 ;Nicolas Jarry [CHI] d. (Q)Sinner               ;7-6(4) 6-3                   ;     ;0.84 ;1.7%  ;3.4%  ;60.3% ;57.1% ;65.2% ;0/3    ;1:21
20‑May‑2019 ;Lyon                            ;Clay    ;R32  ;229 ;270 ;(LL)Tristan Lamasine [FRA] d. (Q)Sinner        ;6-0 7-6(5)                   ;     ;0.76 ;5.5%  ;3.6%  ;56.4% ;45.2% ;70.8% ;03-jul ;1:17
13‑May‑2019 ;Rome Masters                    ;Clay    ;R32  ;263 ;  7 ;(8)Stefanos Tsitsipas [GRE] d. (WC)Sinner      ;6-3 6-2                      ;     ;0.66 ;2.1%  ;0.0%  ;58.3% ;57.1% ;35.0% ;02-jun ;1:17
13‑May‑2019 ;Rome Masters                    ;Clay    ;R64  ;263 ; 59 ;(WC)Sinner d. Steve Johnson [USA]              ;1-6 6-1 7-5                  ;(ch) ;0.96 ;3.8%  ;3.8%  ;60.3% ;70.2% ;45.2% ;01-abr ;1:51
22‑Apr‑2019 ;Budapest                        ;Clay    ;R16  ;314 ; 33 ;(5)Laslo Djere [SRB] d. (LL)Sinner             ;6-3 6-1                      ;     ;0.74 ;1.4%  ;1.4%  ;54.3% ;52.6% ;50.0% ;05-sep ;1:30
22‑Apr‑2019 ;Budapest                        ;Clay    ;R32  ;314 ;323 ;(LL)Sinner d. (WC)Mate Valkusz [HUN]           ;6-2 0-6 6-4                  ;     ;0.98 ;1.5%  ;2.9%  ;52.9% ;66.7% ;31.3% ;02-ago ;1:43
