Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
77,Roman Safiullin,6,50.0,66.9,66.3,9.0,3.7,9.5,61.3,74.3,55.0,60.8,84.1,6.0,37.4,37.4,6.0,3.6,29.7,52.2,6.7,61.5,51.8,32.1,53,0.67,3.3,8.8,1.06,2.8,60.6,0.4,2.1,5.5,0.81,2.2,51.6,0.0,56.3
78,Hugo Gaston,7,42.9,57.0,58.3,2.2,3.8,9.2,58.1,61.8,50.2,55.3,63.9,6.6,37.1,37.8,9.5,4.5,31.1,46.9,6.0,77.0,74.0,38.0,50,0.59,2.5,7.1,0.95,2.7,55.9,0.82,3.4,9.7,1.5,4.3,47.4,100.0,40.0
79,Aleksandar Vukic,7,71.4,63.6,59.5,12.4,1.6,3.9,58.3,72.6,50.9,52.9,78.6,6.6,36.6,36.3,5.8,3.8,29.9,48.4,6.4,102.0,175.4,53.1,32,0.39,1.8,4.6,0.94,2.4,55.0,0.48,2.2,5.7,1.0,2.6,50.4,100.0,61.1
80,Aleksandar Kovacevic,5,40.0,65.8,63.7,13.0,4.1,10.4,60.2,76.3,50.0,55.8,86.8,7.0,31.3,34.6,15.1,3.0,23.5,44.3,6.2,60.0,127.4,44.0,25,0.33,1.7,5.0,0.73,2.2,79.2,0.63,3.2,9.6,0.67,2.0,49.7,25.0,40.0
81,Christopher Oconnell,7,57.1,63.6,61.2,10.1,2.6,6.1,57.6,76.1,46.6,49.6,80.7,6.6,35.7,38.2,13.6,4.3,27.4,50.0,6.6,78.0,82.4,28.8,52,0.59,2.7,7.4,0.79,2.1,64.6,0.55,2.5,6.9,0.89,2.4,49.6,66.7,52.6
82,Rinky Hijikata,3,33.3,61.8,61.3,7.9,4.2,10.5,60.2,72.2,46.1,51.5,75.9,6.6,37.6,40.1,11.5,3.5,34.4,44.0,7.5,60.0,65.0,13.8,29,0.97,4.1,9.7,0.57,1.3,65.0,0.69,2.9,6.7,1.0,2.3,48.7,0.0,28.6
83,Corentin Moutet,5,20.0,62.1,62.3,1.1,1.1,3.4,67.8,68.3,49.0,50.7,76.9,7.0,34.4,33.3,3.6,3.4,29.0,45.8,6.6,57.0,71.8,31.4,35,0.52,2.7,7.0,0.85,2.2,64.3,0.65,3.2,8.4,1.15,3.0,48.4,50.0,38.5
84,Borna Coric,3,0.0,56.9,56.7,6.2,4.3,9.2,53.1,72.1,39.8,43.8,60.6,6.3,26.7,27.4,8.0,2.1,19.1,38.9,5.3,42.0,45.0,33.3,9,0.26,1.3,3.0,0.43,1.0,55.2,0.88,4.1,9.7,1.86,4.3,42.7,-,0.0
85,Botic Van De Zandschulp,14,50.0,61.9,62.6,8.3,6.2,16.0,61.2,71.9,46.0,54.7,74.0,6.1,38.4,37.4,5.6,4.9,26.8,54.1,6.6,118.0,111.0,38.0,108,0.61,3.0,7.7,1.14,2.9,54.5,0.57,2.8,7.2,1.28,3.3,49.7,50.0,47.2
87,Jan Lennard Struff,4,75.0,69.1,69.9,9.4,5.2,12.3,57.5,76.0,59.7,68.1,89.3,6.5,32.3,32.8,10.6,4.5,22.2,51.2,6.3,66.0,60.4,33.3,24,0.42,2.4,6.0,0.8,2.0,75.0,0.43,2.4,6.0,0.6,1.5,50.8,75.0,70.0
90,James Duckworth,3,66.7,61.8,59.4,9.2,2.3,5.8,60.4,70.2,48.8,51.9,83.9,7.0,33.3,35.4,17.2,6.3,20.6,60.7,6.4,17.0,76.7,29.4,17,0.57,2.4,5.7,0.71,1.7,75.0,0.65,2.9,6.7,0.71,1.7,48.4,100.0,57.1
91,Cameron Norrie,5,80.0,66.8,66.2,7.2,2.8,9.4,70.4,71.6,55.4,61.1,83.3,6.0,39.3,41.3,11.1,4.4,29.3,57.0,6.4,74.5,106.2,56.8,37,0.47,2.5,7.4,1.4,4.2,50.0,0.33,1.7,5.2,0.87,2.6,52.7,75.0,73.3
92,Vit Kopriva,1,0.0,54.9,54.7,4.9,3.7,10.3,64.6,66.0,34.5,38.5,57.1,5.9,36.6,37.7,4.9,1.2,25.0,61.5,5.5,46.0,46.0,66.7,6,0.4,2.0,6.0,1.33,4.0,40.0,0.71,3.3,10.0,2.0,6.0,45.7,-,33.3
93,Jesper De Jong,1,100.0,63.0,62.8,7.1,3.9,7.8,50.0,74.0,51.9,56.3,72.0,6.2,40.3,38.3,4.7,6.0,32.0,48.6,5.7,39.0,39.0,90.0,10,0.38,2.0,10.0,1.8,9.0,36.4,0.44,2.2,11.0,1.4,7.0,51.8,0.0,60.0
94,Reilly Opelka,3,33.3,70.2,64.2,21.3,2.6,6.7,62.1,83.6,48.3,51.8,85.0,5.9,27.6,26.7,7.3,3.9,20.9,43.5,5.9,17.0,18.7,28.6,14,0.36,1.8,4.7,0.5,1.3,66.7,0.45,2.3,6.0,0.75,2.0,49.0,0.0,37.5
96,Mackenzie Mcdonald,3,0.0,60.1,59.3,7.8,4.1,11.7,64.9,65.5,50.0,56.6,76.2,6.4,35.2,34.7,4.6,3.2,27.9,46.4,6.5,125.0,117.0,29.6,27,0.61,3.0,9.0,0.89,2.7,58.3,0.57,2.7,8.0,1.11,3.3,47.3,0.0,22.2
97,Alexander Shevchenko,5,40.0,59.2,59.5,5.9,4.6,11.2,59.0,64.8,51.1,57.6,70.7,6.6,37.8,38.1,5.6,3.0,29.6,51.8,6.3,49.0,50.2,34.6,52,0.61,2.9,10.4,1.0,3.6,54.7,0.65,2.9,10.6,1.33,4.8,48.6,66.7,44.4
98,Pablo Carreno Busta,2,100.0,65.8,65.0,7.0,2.6,7.3,64.0,68.5,61.0,65.8,93.8,7.1,51.1,51.8,5.3,4.3,46.0,61.3,5.9,331.5,331.5,56.3,16,1.0,4.0,8.0,2.25,4.5,88.9,0.56,2.3,4.5,0.25,0.5,59.1,-,100.0
99,Mariano Navone,9,33.3,59.7,59.8,4.2,3.0,7.8,61.4,65.0,51.3,55.6,68.2,6.5,37.2,36.4,5.4,4.4,29.9,50.0,6.4,77.0,129.8,43.1,58,0.56,2.8,6.4,1.19,2.8,52.8,0.67,3.4,8.0,1.62,3.8,48.7,75.0,38.1
100,Nishesh Basavareddy,1,100.0,68.8,62.5,21.9,3.1,10.5,70.3,77.8,47.4,52.9,90.9,5.8,42.3,43.5,7.7,3.8,38.6,47.1,6.5,50.0,50.0,45.5,11,0.92,2.8,11.0,1.25,5.0,83.3,0.55,1.5,6.0,0.25,1.0,54.2,0.0,75.0
