Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
11,Daniil Medvedev,6,33.3,59.2,59.3,5.7,4.0,10.7,62.9,65.1,49.3,55.2,68.2,6.6,34.6,36.2,6.9,1.4,29.8,44.0,6.2,4.5,8.3,37.5,40,0.44,2.2,6.7,0.83,2.5,56.9,0.74,3.6,10.8,1.56,4.7,47.1,100.0,33.3
12,Tommy Paul,6,66.7,65.2,63.6,6.9,1.4,3.8,63.0,69.2,58.3,60.7,84.6,6.5,43.7,45.4,6.4,2.2,35.1,57.5,7.0,19.5,49.8,45.2,42,0.65,3.0,7.0,1.36,3.2,60.0,0.38,1.8,4.2,0.71,1.7,54.1,66.7,71.4
13,Ben Shelton,5,40.0,71.6,70.9,10.3,3.2,10.5,69.2,80.1,52.6,58.8,87.3,5.9,30.0,30.0,6.7,2.8,22.6,42.2,6.2,30.0,37.4,35.3,17,0.27,1.4,3.4,0.5,1.2,55.6,0.29,1.5,3.6,0.67,1.6,50.3,33.3,41.7
14,Arthur Fils,4,50.0,66.0,65.8,9.5,4.6,12.1,62.2,74.8,51.5,58.6,85.0,6.6,32.5,33.6,8.3,2.5,26.3,46.0,6.8,21.0,34.5,35.3,17,0.41,2.1,4.3,0.75,1.5,60.0,0.38,1.9,3.8,0.75,1.5,48.8,66.7,50.0
15,Grigor Dimitrov,5,80.0,69.3,67.8,13.9,4.5,13.2,66.0,78.1,52.1,60.0,88.4,6.1,35.3,37.9,10.5,2.3,25.6,53.2,6.6,18.0,25.2,30.3,33,0.49,2.5,6.6,0.77,2.0,65.2,0.33,1.8,4.6,0.62,1.6,52.0,33.3,61.5
16,Frances Tiafoe,5,40.0,65.0,62.8,10.2,2.7,6.4,57.9,74.4,52.0,55.6,79.1,6.1,31.3,33.6,14.0,3.6,24.2,41.5,5.8,16.0,27.2,50.0,18,0.27,1.3,3.6,0.64,1.8,50.0,0.42,2.0,5.6,1.0,2.8,48.7,100.0,42.9
17,Andrey Rublev,5,60.0,68.9,68.3,8.6,3.1,8.7,64.0,74.7,58.7,64.3,88.5,6.3,36.9,38.2,10.0,4.2,31.1,45.2,6.3,37.0,60.4,35.1,37,0.62,3.1,7.4,1.08,2.6,74.1,0.44,2.3,5.4,0.58,1.4,53.0,33.3,58.3
18,Francisco Cerundolo,3,33.3,58.9,62.3,2.7,7.0,17.1,58.9,67.9,46.1,55.6,69.0,6.4,33.3,33.3,5.6,2.8,26.8,47.4,6.2,30.0,52.3,23.1,13,0.45,2.2,4.3,0.5,1.0,52.6,0.66,3.2,6.3,1.5,3.0,46.3,100.0,33.3
19,Stefanos Tsitsipas,4,50.0,68.5,68.6,9.2,4.3,10.8,60.2,75.6,57.7,64.7,90.4,6.3,30.5,30.8,4.0,1.2,21.5,47.7,6.1,35.5,38.8,25.0,24,0.45,2.4,6.0,0.6,1.5,58.3,0.23,1.2,3.0,0.5,1.3,49.5,0.0,40.0
20,Tomas Machac,3,33.3,59.1,57.9,6.5,2.8,7.0,60.0,63.6,52.3,56.3,71.4,6.1,36.3,38.6,9.4,2.1,29.0,48.3,6.5,1.0,6.7,43.8,16,0.44,2.0,5.3,0.88,2.3,61.5,0.74,3.3,8.7,1.25,3.3,47.2,-,37.5
21,Jakub Mensik,2,50.0,54.7,53.3,4.7,1.6,4.2,62.5,61.3,43.8,45.7,63.6,5.8,35.0,36.1,6.0,1.7,27.1,46.8,5.6,42.5,42.5,66.7,6,0.29,1.2,3.0,0.8,2.0,52.9,0.77,3.4,8.5,1.6,4.0,45.3,-,40.0
22,Ugo Humbert,5,80.0,65.3,63.7,8.0,2.1,5.8,64.5,71.3,54.3,57.7,88.1,6.6,37.7,38.9,9.1,3.9,27.3,53.1,6.1,9.0,15.2,44.1,34,0.57,2.8,6.8,1.25,3.0,73.1,0.44,2.2,5.2,0.58,1.4,52.0,0.0,66.7
23,Sebastian Korda,5,40.0,62.4,61.4,7.5,3.1,7.4,58.6,70.5,50.8,54.9,77.1,6.1,36.6,38.0,7.5,2.4,30.3,47.2,6.9,29.0,31.8,47.4,19,0.4,1.9,3.8,0.9,1.8,65.6,0.67,3.2,6.4,1.1,2.2,48.7,0.0,40.0
24,Karen Khachanov,5,60.0,65.4,61.7,12.0,1.4,3.9,64.7,76.2,45.8,47.6,82.4,6.4,38.4,40.8,11.5,3.8,29.3,54.7,6.8,18.0,34.4,50.0,30,0.45,2.3,6.0,1.15,3.0,61.3,0.46,2.4,6.2,0.92,2.4,51.6,60.0,61.5
25,Alexei Popyrin,2,50.0,61.4,62.6,6.4,5.7,15.7,63.6,73.0,41.2,48.8,75.0,7.0,37.9,37.7,6.2,4.1,25.3,59.3,6.9,17.5,17.5,31.3,16,0.76,4.0,8.0,1.25,2.5,44.4,0.45,2.3,4.5,1.25,2.5,49.5,50.0,50.0
27,Felix Auger Aliassime,3,33.3,57.5,57.0,8.6,5.7,15.4,62.6,69.7,36.9,43.6,68.0,7.0,31.4,32.1,10.3,3.8,23.2,45.6,6.2,27.0,20.3,40.0,5,0.2,1.0,1.7,0.4,0.7,55.6,0.72,3.6,6.0,1.6,2.7,45.2,-,20.0
28,Denis Shapovalov,1,100.0,84.2,93.3,10.5,10.5,33.3,68.4,96.2,58.3,87.5,100.0,4.8,54.9,56.5,5.9,3.9,39.4,83.3,7.3,31.0,31.0,36.4,11,1.57,5.5,11.0,2.0,4.0,-,0.0,0.0,0.0,0.0,0.0,67.4,-,100.0
29,Brandon Nakashima,2,0.0,60.3,56.4,11.8,2.2,6.8,67.6,70.7,38.6,41.5,80.0,6.8,26.3,28.3,17.8,4.2,12.2,50.0,5.9,408.5,408.5,0.0,2,0.1,0.5,1.0,0.0,0.0,69.2,0.65,3.3,6.5,1.0,2.0,44.5,0.0,0.0
30,Matteo Berrettini,4,100.0,76.0,74.4,12.0,2.0,7.5,73.2,83.6,55.2,59.7,97.7,5.7,39.0,39.0,3.0,2.0,36.4,46.8,6.8,45.0,54.5,40.0,30,0.67,3.3,7.5,1.33,3.0,85.7,0.16,0.8,1.8,0.11,0.3,55.7,50.0,88.9
31,Hubert Hurkacz,4,75.0,71.2,66.8,17.0,1.9,5.5,65.5,81.5,51.6,54.7,91.3,5.7,33.0,34.5,6.5,1.1,25.9,50.0,6.3,21.5,39.8,33.3,18,0.41,2.0,4.5,0.67,1.5,69.2,0.28,1.4,3.3,0.44,1.0,51.6,100.0,66.7
32,Alex Michelsen,4,50.0,59.8,58.4,4.5,0.8,2.5,69.7,66.8,43.8,44.9,70.7,6.4,39.8,41.3,8.6,3.5,35.2,47.9,6.1,211.5,433.0,43.3,30,0.71,2.5,7.5,1.08,3.3,57.1,0.68,2.3,7.0,1.0,3.0,50.0,100.0,58.3
33,Sebastian Baez,4,50.0,60.4,59.1,3.8,0.4,1.5,72.5,65.5,47.0,47.7,73.7,6.3,42.0,42.3,3.3,1.8,39.5,45.8,7.0,64.5,71.8,42.3,26,0.67,2.9,6.5,1.22,2.8,60.0,0.66,2.8,6.3,1.11,2.5,50.6,-,55.6
34,Flavio Cobolli,2,50.0,64.0,64.0,8.1,4.7,11.6,59.9,73.8,49.3,55.7,82.8,5.9,33.3,34.3,8.6,3.1,26.7,45.6,5.8,10.5,10.5,54.5,11,0.39,1.8,5.5,1.0,3.0,64.3,0.48,2.3,7.0,0.83,2.5,49.1,0.0,50.0
35,Tallon Griekspoor,3,0.0,61.4,60.4,8.2,3.9,10.5,63.3,71.8,43.4,48.5,72.7,6.3,29.7,30.4,10.3,3.6,24.8,38.6,5.9,10.0,13.3,25.0,12,0.36,1.7,4.0,0.43,1.0,57.1,0.64,3.0,7.0,1.29,3.0,46.0,-,14.3
36,Giovanni Mpetshi Perricard,2,100.0,78.8,77.7,16.9,3.4,10.0,66.1,85.9,65.0,72.2,95.5,5.4,34.0,32.2,9.2,7.1,30.0,39.3,6.4,16.5,16.5,33.3,12,0.55,3.0,6.0,1.0,2.0,50.0,0.09,0.5,1.0,0.25,0.5,54.4,100.0,100.0
37,Matteo Arnaldi,1,0.0,58.5,58.0,3.8,1.9,3.7,49.1,65.4,51.9,53.8,66.7,5.9,26.9,27.7,7.7,1.9,20.6,38.9,5.8,8.0,8.0,0.0,1,0.11,0.5,1.0,0.0,0.0,0.0,0.33,1.5,3.0,1.5,3.0,42.9,-,0.0
38,Jiri Lehecka,4,50.0,65.6,63.8,8.1,1.9,6.0,67.9,71.8,52.2,55.6,84.4,6.5,36.4,37.7,8.6,3.0,26.9,54.4,6.4,41.0,47.3,35.0,20,0.65,2.9,5.0,1.0,1.8,73.7,0.59,2.7,4.8,0.71,1.3,51.4,-,57.1
40,Nuno Borges,1,100.0,79.6,80.0,6.1,2.0,6.7,69.4,82.4,73.3,78.6,90.0,4.9,43.9,44.0,7.0,5.3,25.7,72.7,6.3,121.0,121.0,50.0,6,0.67,3.0,6.0,1.5,3.0,66.7,0.3,1.5,3.0,0.5,1.0,60.4,-,100.0
41,Jordan Thompson,4,50.0,63.5,60.9,7.5,0.6,1.4,61.6,67.9,56.5,57.4,83.3,6.6,35.7,36.0,6.2,3.0,28.3,51.3,6.6,22.0,34.8,22.2,36,0.64,3.3,9.0,0.73,2.0,71.0,0.57,2.8,7.8,0.82,2.3,49.4,100.0,45.5
42,Alejandro Tabilo,5,60.0,66.5,67.0,6.4,3.9,10.4,62.9,75.0,52.1,58.1,82.8,6.1,36.5,37.7,11.4,5.0,26.2,55.2,6.0,40.0,60.4,44.8,29,0.46,2.2,5.8,1.0,2.6,60.7,0.44,2.2,5.6,0.85,2.2,51.7,50.0,53.8
43,Gael Monfils,2,0.0,64.2,63.2,11.3,5.0,12.3,59.1,75.5,47.7,54.4,81.5,5.9,33.8,34.0,6.9,3.1,28.4,45.1,5.9,70.0,70.0,31.3,16,0.59,2.7,8.0,0.83,2.5,44.4,0.33,1.5,4.5,0.83,2.5,48.9,0.0,33.3
44,Lorenzo Sonego,1,100.0,72.5,71.4,3.9,0.0,0.0,62.7,75.0,68.4,68.4,100.0,5.7,44.0,40.4,0.0,6.0,22.7,60.7,6.3,90.0,90.0,50.0,6,0.75,3.0,6.0,1.5,3.0,-,0.0,0.0,0.0,0.0,0.0,58.4,-,100.0
45,Marcos Giron,4,50.0,63.1,62.2,5.6,2.0,5.6,65.0,71.9,46.7,49.5,79.5,7.0,36.5,38.5,9.9,2.9,30.1,47.5,6.0,25.0,46.8,45.8,24,0.52,2.4,6.0,1.1,2.8,64.0,0.57,2.5,6.3,0.9,2.3,50.5,0.0,50.0
46,Luciano Darderi,3,33.3,58.8,58.6,4.4,2.7,5.9,55.3,62.4,54.5,57.9,75.0,7.1,33.3,35.7,9.5,1.6,26.9,47.5,6.1,26.0,25.3,35.7,14,0.45,2.0,4.7,0.71,1.7,61.9,0.66,3.0,7.0,1.14,2.7,47.2,0.0,28.6
48,David Goffin,1,0.0,56.0,59.6,0.0,6.0,10.7,44.0,77.3,39.3,44.0,62.5,6.3,27.5,28.6,3.9,0.0,25.0,31.6,5.7,58.0,58.0,-,0,0.0,0.0,0.0,0.0,0.0,50.0,0.75,3.0,6.0,1.5,3.0,41.6,-,0.0
49,Pedro Martinez,3,33.3,58.4,59.9,1.3,3.4,10.8,68.2,60.4,54.1,60.6,72.7,7.1,34.8,36.5,11.6,4.0,21.7,55.8,6.8,8.0,11.0,30.8,13,0.39,1.9,4.3,0.57,1.3,65.4,0.79,3.7,8.7,1.29,3.0,46.8,-,28.6
51,Tomas Martin Etcheverry,3,33.3,67.6,65.6,8.5,1.4,3.9,63.8,72.8,58.4,60.8,83.3,5.9,30.9,30.6,4.3,2.4,22.8,43.8,5.8,16.0,23.0,46.2,13,0.36,1.9,4.3,0.86,2.0,53.8,0.36,1.9,4.3,0.86,2.0,49.5,50.0,42.9
52,Quentin Halys,1,100.0,73.1,70.2,23.9,6.0,13.3,55.2,86.5,56.7,65.4,100.0,6.1,36.8,31.7,2.9,8.8,15.2,57.1,6.8,37.0,37.0,33.3,3,0.3,1.5,3.0,0.5,1.0,100.0,0.36,2.0,4.0,0.0,0.0,54.8,100.0,100.0
53,Nicolas Jarry,2,100.0,63.1,60.2,10.3,2.1,6.3,67.2,69.5,50.0,53.3,92.6,7.2,34.2,34.1,4.7,2.7,30.5,40.7,6.2,9.0,9.0,50.0,10,0.42,2.0,5.0,1.0,2.5,80.0,0.37,2.0,5.0,0.4,1.0,50.6,50.0,80.0
54,Gabriel Diallo,1,100.0,73.1,70.2,9.6,0.0,0.0,73.1,78.9,57.1,57.1,100.0,5.8,40.4,32.5,2.1,12.8,23.1,61.9,5.2,31.0,31.0,100.0,3,0.33,1.5,3.0,1.5,3.0,100.0,0.11,0.5,1.0,0.0,0.0,57.6,-,100.0
55,Zhizhen Zhang,2,50.0,68.2,64.6,12.6,1.3,4.7,71.5,76.9,46.5,48.8,95.5,6.9,26.8,29.4,12.6,1.6,22.1,34.0,5.8,62.5,62.5,33.3,3,0.14,0.8,1.5,0.25,0.5,80.0,0.23,1.3,2.5,0.25,0.5,49.3,50.0,50.0
56,Roberto Bautista Agut,1,100.0,75.5,75.0,1.9,0.0,0.0,62.3,75.8,75.0,75.0,100.0,5.3,38.5,39.7,7.7,3.1,32.5,48.0,7.2,77.0,77.0,25.0,8,0.89,4.0,8.0,1.0,2.0,-,0.0,0.0,0.0,0.0,0.0,55.1,-,100.0
58,Benjamin Bonzi,1,100.0,65.4,61.1,11.1,0.0,0.0,70.4,64.9,66.7,66.7,78.6,5.8,47.1,47.0,1.9,1.9,43.7,54.5,7.4,44.0,44.0,42.9,14,1.0,4.7,14.0,2.0,6.0,70.0,0.71,3.3,10.0,1.0,3.0,55.1,-,66.7
59,Roberto Carballes Baena,1,100.0,66.1,64.9,3.4,0.0,0.0,72.9,65.1,68.8,68.8,88.9,6.6,48.1,42.6,1.9,11.1,36.4,66.7,6.0,68.0,68.0,66.7,6,0.67,3.0,6.0,2.0,4.0,85.7,0.78,3.5,7.0,0.5,1.0,57.5,-,100.0
64,Laslo Djere,1,0.0,63.5,59.8,13.5,2.9,9.7,70.2,67.1,54.8,60.7,86.7,6.9,31.7,33.3,8.9,2.0,28.2,40.0,7.2,156.0,156.0,10.0,10,0.71,3.3,10.0,0.33,1.0,71.4,0.47,2.3,7.0,0.67,2.0,47.8,0.0,33.3
65,Joao Fonseca,1,100.0,84.2,81.3,15.8,0.0,0.0,71.1,85.2,81.8,81.8,100.0,4.8,49.0,54.8,13.7,3.9,45.7,56.3,5.7,128.0,128.0,28.6,14,1.56,4.7,14.0,1.33,4.0,-,0.0,0.0,0.0,0.0,0.0,64.0,-,100.0
67,Juncheng Shang,3,33.3,64.6,65.1,5.2,3.5,8.4,58.5,69.4,57.9,63.2,83.8,6.2,32.4,37.1,14.8,1.2,26.6,44.4,6.6,41.0,47.0,17.4,23,0.61,2.9,7.7,0.5,1.3,70.0,0.54,2.5,6.7,0.75,2.0,47.8,-,50.0
70,Learner Tien,1,100.0,70.1,71.2,7.5,4.5,11.5,61.2,75.6,61.5,69.6,84.6,5.2,38.4,42.4,9.6,0.0,30.9,61.1,5.6,41.0,41.0,44.4,9,0.69,1.8,9.0,0.8,4.0,50.0,0.31,0.8,4.0,0.4,2.0,53.6,-,60.0
72,Hamad Medjedovic,1,100.0,68.3,66.7,8.9,2.0,6.7,70.3,71.8,60.0,64.3,92.9,7.2,36.5,40.2,13.5,2.9,32.9,45.2,6.9,141.0,141.0,28.6,7,0.47,2.3,7.0,0.67,2.0,90.0,0.71,3.3,10.0,0.33,1.0,52.2,100.0,66.7
73,Bu Yunchaokete,2,0.0,65.7,64.8,7.9,2.9,6.2,53.6,70.7,60.0,63.9,90.5,6.7,28.4,32.8,13.5,0.0,26.1,34.1,7.0,24.5,24.5,0.0,7,0.32,1.8,3.5,0.0,0.0,81.8,0.52,2.8,5.5,0.5,1.0,46.1,0.0,0.0
74,Yoshihito Nishioka,1,100.0,64.4,63.6,2.2,0.0,0.0,66.7,68.3,56.7,56.7,85.7,6.4,37.1,38.9,13.5,5.6,25.5,52.6,5.9,64.0,64.0,50.0,8,0.53,2.7,8.0,1.33,4.0,66.7,0.43,2.0,6.0,0.67,2.0,50.8,-,66.7
75,Arthur Rinderknech,1,0.0,62.9,61.1,13.5,5.6,13.2,57.3,74.5,47.4,54.5,73.3,5.9,35.6,36.4,2.2,0.0,31.7,43.3,6.4,86.0,86.0,33.3,6,0.43,2.0,6.0,0.67,2.0,50.0,0.53,2.7,8.0,1.33,4.0,49.2,-,33.3
76,Alexander Bublik,4,50.0,61.5,60.7,13.3,7.2,19.4,63.1,71.4,44.6,55.4,80.0,6.9,30.7,31.4,9.2,3.2,24.2,43.1,5.9,46.0,53.5,50.0,18,0.33,1.8,4.5,0.9,2.3,65.6,0.58,3.2,8.0,1.1,2.8,47.5,33.3,40.0
77,Roman Safiullin,1,0.0,62.1,64.3,7.6,7.6,16.1,53.0,88.6,32.3,38.5,81.8,6.0,30.6,29.5,9.7,5.6,18.8,54.2,6.5,8.0,8.0,50.0,2,0.18,1.0,2.0,0.5,1.0,71.4,0.64,3.5,7.0,1.0,2.0,45.7,0.0,0.0
78,Hugo Gaston,2,50.0,66.7,65.8,6.9,2.3,6.1,62.1,72.2,57.6,61.3,84.6,6.7,38.0,37.3,2.5,2.5,37.5,38.7,5.3,68.5,68.5,80.0,5,0.33,1.3,2.5,1.0,2.0,75.0,0.62,2.0,4.0,0.5,1.0,53.0,-,50.0
79,Aleksandar Vukic,2,0.0,63.3,61.3,10.1,3.0,8.6,64.8,75.2,41.4,45.3,85.2,7.4,26.5,31.3,18.1,1.2,14.0,49.2,5.9,19.5,19.5,33.3,6,0.21,1.2,3.0,0.4,1.0,71.4,0.52,2.8,7.0,0.8,2.0,46.6,33.3,20.0
83,Corentin Moutet,2,0.0,58.9,58.2,2.6,0.7,2.4,72.8,66.4,39.0,40.0,69.2,5.8,32.7,32.4,3.4,2.0,32.0,34.0,5.7,54.0,54.0,55.6,9,0.35,1.8,4.5,1.0,2.5,52.9,0.65,3.4,8.5,1.6,4.0,46.0,0.0,20.0
84,Borna Coric,1,100.0,77.1,77.1,0.0,0.0,0.0,82.9,79.3,66.7,66.7,85.7,5.0,52.3,51.3,4.5,6.8,50.0,55.0,6.3,7.0,7.0,40.0,10,1.43,5.0,10.0,2.0,4.0,50.0,0.29,1.0,2.0,0.5,1.0,63.3,-,100.0
87,Jan Lennard Struff,2,50.0,69.2,71.3,9.6,6.7,13.7,51.0,88.7,49.0,56.8,94.1,6.1,38.9,41.9,14.8,5.6,28.6,53.3,6.0,102.0,102.0,45.5,11,0.61,2.8,5.5,1.25,2.5,75.0,0.24,1.0,2.0,0.25,0.5,53.8,0.0,50.0
91,Cameron Norrie,2,50.0,55.7,56.4,2.7,3.4,9.3,63.8,56.8,53.7,59.2,63.2,7.8,41.1,41.7,2.7,0.9,38.5,47.1,5.9,89.5,89.5,66.7,9,0.47,2.3,4.5,1.5,3.0,68.2,1.16,5.5,11.0,1.75,3.5,49.4,100.0,50.0
94,Reilly Opelka,1,0.0,43.8,33.3,16.7,2.1,4.5,54.2,50.0,36.4,38.1,28.6,6.9,26.8,27.5,2.4,0.0,14.8,50.0,5.9,61.0,61.0,0.0,3,0.43,1.5,3.0,0.0,0.0,44.4,1.29,4.5,9.0,2.5,5.0,36.0,-,0.0
98,Pablo Carreno Busta,1,0.0,55.0,60.0,0.0,8.3,22.7,63.3,63.2,40.9,52.9,62.5,7.5,39.1,40.9,4.3,0.0,29.0,60.0,6.6,52.0,52.0,100.0,2,0.29,1.0,2.0,1.0,2.0,57.1,0.88,3.5,7.0,1.5,3.0,48.1,0.0,0.0
99,Mariano Navone,3,66.7,60.5,60.3,1.8,0.9,3.5,74.1,65.6,45.6,47.3,72.7,6.7,43.3,42.8,3.3,3.3,38.0,52.9,7.4,128.0,95.3,32.4,34,1.03,4.9,11.3,1.57,3.7,57.1,0.64,3.0,7.0,1.29,3.0,51.4,100.0,71.4
