Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
81,Christopher Oconnell,8,50.0,62.2,60.7,8.1,2.8,6.6,57.8,71.7,49.2,52.7,79.0,6.8,35.0,35.8,10.8,4.8,27.1,47.0,6.2,40.5,52.4,35.0,60,0.56,2.6,7.5,0.91,2.6,63.3,0.57,2.6,7.5,0.96,2.8,49.1,33.3,47.8
82,Rinky Hijikata,7,14.3,59.4,59.4,6.6,4.5,10.5,56.8,70.1,45.3,50.7,71.8,7.0,35.0,36.5,8.8,2.7,28.3,45.3,6.6,55.0,53.1,33.3,54,0.48,2.5,7.7,0.82,2.6,66.3,0.84,4.2,13.1,1.41,4.4,47.5,40.0,27.3
83,Corentin Moutet,5,40.0,60.8,61.3,2.2,2.2,5.8,62.7,67.5,49.5,52.5,75.7,7.3,37.9,37.7,3.7,2.5,32.0,48.4,7.1,39.0,55.2,31.5,54,0.74,3.4,10.8,1.06,3.4,65.3,0.7,3.1,9.8,1.06,3.4,49.3,50.0,43.8
84,Borna Coric,7,42.9,65.0,63.7,8.5,2.7,7.3,62.4,72.6,52.4,56.5,82.4,6.5,35.5,35.4,6.9,4.0,24.3,51.6,6.7,42.0,80.7,42.9,42,0.4,2.0,6.0,0.86,2.6,67.9,0.55,2.7,8.0,0.86,2.6,49.9,20.0,38.1
85,Botic Van De Zandschulp,9,66.7,62.4,62.9,6.0,4.3,11.5,62.5,72.1,46.2,52.2,78.2,6.5,37.4,35.6,4.7,5.5,31.5,45.9,6.1,105.0,105.9,41.5,65,0.54,2.7,7.2,1.13,3.0,63.9,0.61,3.0,8.0,1.08,2.9,50.3,75.0,58.3
87,Jan Lennard Struff,5,80.0,64.2,63.9,12.1,6.3,14.3,55.9,77.7,47.1,55.0,81.5,6.4,41.6,42.4,8.8,5.1,32.5,55.7,6.7,99.0,93.2,39.7,63,0.7,3.3,12.6,1.32,5.0,58.5,0.45,2.2,8.2,0.89,3.4,52.8,60.0,68.4
88,Adam Walton,5,20.0,63.3,62.7,4.1,1.5,4.3,64.6,68.2,54.3,56.7,77.3,6.2,35.0,37.6,10.8,2.4,27.1,51.2,6.6,69.0,59.0,29.3,41,0.53,2.7,8.2,0.8,2.4,60.5,0.57,2.9,8.6,1.13,3.4,48.5,0.0,26.7
90,James Duckworth,4,0.0,58.9,57.3,7.8,3.0,7.2,58.7,69.4,44.0,47.4,74.6,7.1,32.4,32.6,9.7,4.4,19.6,46.1,6.7,48.5,46.3,38.1,21,0.31,1.5,5.3,0.57,2.0,63.3,0.69,3.5,12.3,1.29,4.5,46.3,25.0,21.4
91,Cameron Norrie,3,66.7,65.6,66.8,3.5,3.5,8.9,60.8,76.4,48.8,53.6,79.6,5.8,43.8,42.7,2.8,4.0,38.4,51.8,6.4,67.0,68.0,48.6,37,0.67,3.4,12.3,1.64,6.0,59.3,0.5,2.5,9.0,1.0,3.7,54.1,0.0,72.7
92,Vit Kopriva,3,0.0,52.9,53.4,6.9,6.9,16.3,57.7,66.1,35.0,41.7,58.5,7.1,28.4,30.2,14.0,3.5,19.3,44.0,5.3,26.0,31.3,50.0,12,0.28,1.2,4.0,0.6,2.0,54.1,0.9,3.7,12.3,1.7,5.7,42.1,-,20.0
93,Jesper De Jong,2,100.0,66.2,65.3,8.3,3.0,7.0,57.1,74.3,55.3,59.4,79.5,6.0,39.8,39.0,5.5,4.7,31.9,49.6,5.8,56.5,56.5,77.8,18,0.41,2.0,9.0,1.56,7.0,47.1,0.39,1.9,8.5,1.0,4.5,53.3,0.0,66.7
94,Reilly Opelka,2,0.0,61.1,57.2,16.3,5.4,13.5,59.7,72.7,43.8,50.6,83.3,7.4,29.2,28.9,7.0,3.2,23.1,37.7,6.2,40.0,40.0,42.9,7,0.23,1.2,3.5,0.5,1.5,78.3,0.77,3.8,11.5,0.83,2.5,46.6,0.0,16.7
95,Luca Nardi,5,20.0,52.8,54.3,4.1,6.2,14.5,57.4,67.9,32.5,38.0,58.5,6.0,35.6,34.5,5.7,4.7,24.9,55.2,6.1,74.0,68.0,45.2,31,0.47,2.2,6.2,1.0,2.8,32.5,0.62,2.9,8.0,1.93,5.4,44.1,0.0,21.4
96,Mackenzie Mcdonald,5,0.0,59.7,60.0,4.2,3.3,9.7,65.8,65.2,49.2,54.5,69.5,6.0,38.1,37.9,6.4,4.2,32.0,47.5,6.4,86.0,67.8,37.9,58,0.6,2.8,11.6,1.05,4.4,44.2,0.55,2.5,10.4,1.38,5.8,48.4,0.0,33.3
97,Alexander Shevchenko,9,77.8,60.8,61.1,6.5,4.5,10.8,58.3,67.6,51.4,57.6,76.2,6.8,39.3,39.8,6.0,3.3,29.0,57.0,6.1,82.0,93.4,44.4,81,0.56,2.7,9.0,1.2,4.0,64.2,0.66,3.2,10.6,1.13,3.8,50.6,66.7,60.0
98,Pablo Carreno Busta,3,0.0,51.0,52.2,1.9,4.2,11.3,62.8,58.5,38.1,43.0,48.7,6.7,34.8,37.6,8.7,0.8,27.7,45.9,6.3,67.0,63.0,35.0,20,0.5,2.2,6.7,0.78,2.3,41.2,0.87,3.8,11.3,2.22,6.7,43.0,0.0,11.1
99,Mariano Navone,5,60.0,61.5,61.2,4.9,2.7,6.8,60.5,68.7,50.5,54.2,79.2,6.8,40.9,40.2,3.7,3.7,32.2,57.5,6.3,89.0,278.2,47.1,51,0.69,3.2,10.2,1.5,4.8,69.4,0.68,3.1,9.8,0.94,3.0,51.5,0.0,56.3
