Rk,Player,M,M W%,SPW,SPW-InP,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Pts/RG,MdOppRk,MnOppRk,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%
81,Christopher Oconnell,4,0.0,55.7,56.1,4.7,4.3,11.8,63.8,62.7,43.5,49.3,64.7,6.9,32.7,33.2,5.5,2.0,31.6,34.9,6.7,53.5,57.0,20.0,15,0.39,1.9,3.8,0.38,0.8,42.9,0.62,2.6,5.3,1.5,3.0,43.8,100.0,12.5
82,Rinky Hijikata,6,16.7,56.1,57.2,2.2,3.5,9.0,61.1,62.5,46.1,50.6,63.6,6.9,30.3,30.9,8.8,3.0,22.3,43.6,5.7,43.0,48.5,50.0,20,0.29,1.4,3.3,0.71,1.7,60.0,0.91,4.3,10.0,1.71,4.0,44.1,66.7,21.4
83,Corentin Moutet,19,52.6,61.0,61.1,2.0,1.5,4.7,68.4,66.0,50.2,52.6,73.4,6.5,39.9,39.4,3.3,2.8,36.3,47.9,6.7,48.5,53.4,41.5,176,0.68,3.1,9.3,1.3,3.8,60.1,0.67,3.1,9.1,1.23,3.6,50.3,50.0,51.8
84,Borna Coric,7,28.6,60.4,60.2,5.3,3.2,8.2,60.4,70.3,45.2,49.2,75.6,6.7,34.1,33.2,6.5,4.6,23.9,49.5,6.5,40.0,60.6,40.6,32,0.41,2.0,4.6,0.81,1.9,65.5,0.71,3.4,7.9,1.19,2.7,47.5,0.0,25.0
85,Botic Van De Zandschulp,11,45.5,57.9,58.8,4.3,4.7,11.8,60.2,66.7,44.5,50.5,68.8,6.8,40.5,40.1,4.1,3.5,33.5,51.0,6.9,44.0,83.5,36.0,86,0.68,3.2,7.8,1.15,2.8,58.9,0.76,3.5,8.6,1.44,3.5,49.1,25.0,40.7
87,Jan Lennard Struff,20,75.0,66.3,66.7,8.9,5.1,11.6,56.3,76.5,53.0,60.0,84.3,6.3,41.1,41.1,5.5,3.8,34.8,51.5,6.9,32.5,54.9,34.8,178,0.76,3.7,8.9,1.29,3.1,61.1,0.4,2.0,4.8,0.77,1.9,53.1,81.8,72.9
88,Adam Walton,1,0.0,56.5,56.6,0.9,0.9,2.3,60.2,63.1,46.5,47.6,66.7,7.2,31.9,33.3,10.6,3.2,19.7,54.5,6.3,69.0,69.0,25.0,4,0.27,1.3,4.0,0.33,1.0,72.2,1.2,6.0,18.0,1.67,5.0,45.0,-,0.0
90,James Duckworth,2,50.0,64.4,62.1,10.7,2.8,7.0,59.9,74.5,49.3,53.0,84.0,7.1,32.9,35.4,13.2,3.3,24.5,46.6,6.1,110.0,110.0,36.4,11,0.44,2.2,5.5,0.8,2.0,76.5,0.68,3.4,8.5,0.8,2.0,49.8,100.0,60.0
91,Cameron Norrie,16,50.0,61.5,62.0,3.9,3.2,8.2,61.0,71.1,46.3,50.5,76.2,6.6,38.7,39.9,6.1,1.9,32.1,50.9,6.4,93.0,96.6,44.3,106,0.59,2.8,6.6,1.24,2.9,64.8,0.67,3.2,7.6,1.13,2.7,50.2,25.0,47.4
92,Vit Kopriva,3,0.0,55.3,56.9,3.0,5.1,13.5,62.4,65.0,39.2,45.3,59.4,6.2,35.3,35.8,5.8,2.4,23.9,56.2,5.9,57.0,81.7,50.0,14,0.4,2.0,4.7,1.0,2.3,38.1,0.66,3.0,7.0,1.86,4.3,45.0,0.0,14.3
93,Jesper De Jong,3,33.3,56.6,57.2,4.2,4.2,8.8,52.1,65.3,47.2,51.7,62.7,6.5,38.2,37.3,4.2,3.9,31.7,48.0,6.1,4.0,15.3,63.6,22,0.43,2.0,7.3,1.27,4.7,44.1,0.67,3.1,11.3,1.73,6.3,47.7,0.0,36.4
95,Luca Nardi,5,20.0,59.1,61.2,2.0,4.6,11.9,61.2,66.4,47.8,54.2,70.2,6.1,33.6,32.5,4.3,3.8,25.9,48.1,6.3,67.0,56.4,32.0,25,0.42,2.1,5.0,0.67,1.6,45.2,0.54,2.6,6.2,1.42,3.4,45.9,50.0,25.0
96,Mackenzie Mcdonald,3,0.0,53.3,55.4,0.4,4.1,12.2,66.1,60.6,39.0,44.4,56.4,6.2,38.9,39.2,7.5,4.4,34.2,45.6,6.3,86.0,68.0,41.7,24,0.6,2.7,8.0,1.11,3.3,37.0,0.69,3.0,9.0,1.89,5.7,46.0,-,22.2
97,Alexander Shevchenko,14,35.7,58.8,58.3,4.8,2.4,6.1,60.3,64.4,50.4,53.7,70.1,6.5,38.4,38.3,2.8,2.0,30.4,51.3,6.3,61.0,66.7,47.1,87,0.49,2.3,6.2,1.08,2.9,54.7,0.66,3.1,8.4,1.39,3.8,48.8,66.7,39.5
98,Pablo Carreno Busta,1,0.0,45.3,47.2,0.0,3.9,10.2,61.7,53.2,32.7,36.4,35.3,7.5,39.6,41.3,5.4,0.9,35.1,50.0,6.5,31.0,31.0,35.7,14,0.82,3.5,14.0,1.25,5.0,50.0,1.29,5.5,22.0,2.75,11.0,42.7,-,25.0
99,Mariano Navone,26,57.7,57.0,57.7,1.8,2.5,8.6,71.5,60.3,48.7,53.3,66.1,6.6,44.6,43.8,1.9,2.9,40.3,52.8,6.8,66.0,134.7,46.0,250,0.82,3.8,9.6,1.74,4.4,54.1,0.74,3.4,8.5,1.55,3.9,50.7,50.0,56.1
