Rk,Player,M,M W%,SPW,Ace%,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,RPW,vAce%,vDF%,v1st%,v2nd%,Brk%,BPConv%,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,TPW%,TB W%,S W%,G W%
40,Nuno Borges,17,58.8,64.3,8.4,3.5,9.4,62.3,73.3,49.5,54.7,77.8,37.2,6.5,3.3,26.8,52.8,20.0,41.7,108,0.48,2.4,6.4,1.0,2.6,59.5,0.55,2.7,7.1,1.09,2.9,50.4,64.7,51.1,48.7
41,Jordan Thompson,16,81.3,67.5,8.6,2.0,4.8,59.0,76.1,55.2,58.0,85.6,40.3,6.6,5.8,32.2,54.0,27.0,44.3,106,0.61,2.9,6.6,1.27,2.9,70.2,0.48,2.3,5.3,0.68,1.6,53.6,100.0,75.7,56.3
42,Alejandro Tabilo,12,50.0,65.3,9.1,2.4,7.8,68.9,72.1,50.2,54.4,82.4,35.0,11.6,4.4,26.5,49.6,18.6,43.5,62,0.43,2.1,5.2,0.9,2.3,64.8,0.5,2.4,5.9,0.83,2.1,49.9,66.7,50.0,50.2
43,Gael Monfils,15,53.3,62.7,9.0,5.6,14.5,61.6,71.2,49.2,57.5,78.7,32.5,5.7,3.9,27.2,40.2,15.1,31.5,89,0.48,2.4,5.9,0.76,1.9,65.5,0.62,3.1,7.7,1.08,2.7,48.3,83.3,51.4,47.2
44,Lorenzo Sonego,17,52.9,67.4,7.7,2.8,9.0,68.6,75.9,48.8,53.6,84.3,32.5,4.4,2.3,26.2,44.2,15.0,40.8,71,0.37,1.9,4.2,0.76,1.7,63.0,0.42,2.1,4.8,0.79,1.8,49.7,62.5,50.0,49.5
45,Marcos Giron,14,64.3,67.1,6.1,2.0,5.0,60.7,76.8,52.1,54.8,84.7,36.3,8.9,3.8,28.8,48.2,20.1,40.0,75,0.5,2.5,5.4,1.0,2.1,60.3,0.39,1.9,4.1,0.77,1.6,51.4,85.7,66.7,52.5
46,Luciano Darderi,18,50.0,62.7,8.0,3.1,7.2,57.8,72.3,49.5,53.4,78.5,35.5,10.5,4.1,27.1,50.3,21.8,42.6,101,0.51,2.5,5.6,1.05,2.4,59.0,0.53,2.6,5.8,1.05,2.4,49.6,54.5,46.3,50.4
47,Miomir Kecmanovic,21,42.9,64.4,5.6,2.3,6.4,63.4,72.2,50.7,54.2,79.7,35.7,8.4,3.4,26.0,50.9,19.1,36.2,130,0.53,2.5,6.2,0.92,2.2,54.1,0.44,2.1,5.2,0.98,2.4,49.6,33.3,43.1,49.4
48,David Goffin,12,50.0,59.7,6.0,3.6,8.8,58.6,68.9,46.8,51.2,71.9,39.3,8.2,4.3,31.0,51.5,26.2,41.8,91,0.63,2.9,7.6,1.23,3.2,52.9,0.6,2.8,7.3,1.32,3.4,49.7,0.0,45.2,49.1
49,Pedro Martinez,12,50.0,58.6,2.5,6.1,20.2,69.6,65.4,43.2,54.1,69.4,41.5,9.7,4.6,28.3,62.1,31.7,42.2,90,0.75,3.5,7.5,1.46,3.2,57.5,0.72,3.3,7.3,1.42,3.1,50.1,50.0,50.0,50.6
