Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
11,Daniil Medvedev[RUS],17,14-3,82.4%,64.1%,65.9%,116,8.0%,100,6.9%,17.6%,60.7%,73.2%,50.1%,60.8%,80.4%,6.4,2.3,Daniil Medvedev[RUS],17,42.6%,42.8%,5.3%,3.6%,36.3%,53.5%,32.6%,6.7,2.9,36.0,42.3,Daniil Medvedev[RUS],17,43.9%,75,171,0.74,3.7,10.1,1.63,4.4,61.7%,71,115,0.51,2.5,6.8,0.96,2.6,Daniil Medvedev[RUS],17,1.19,2993,53.0%,7,5-2,71.4%,15.2%,46,34-12,73.9%,455,256-199,56.3%,1:48,40.0,36.8
12,Tommy Paul[USA],14,8-6,57.1%,62.3%,61.0%,78,6.3%,23,1.9%,5.0%,62.2%,69.7%,50.2%,52.8%,77.0%,6.7,2.5,Tommy Paul[USA],14,40.9%,41.9%,6.1%,2.7%,34.3%,54.6%,26.0%,6.8,2.8,35.5,44.4,Tommy Paul[USA],14,37.9%,47,124,0.69,3.2,8.9,1.21,3.4,64.1%,75,117,0.64,3.0,8.4,1.08,3.0,Tommy Paul[USA],14,1.09,2455,51.6%,7,4-3,57.1%,17.9%,39,23-16,59.0%,364,188-176,51.6%,1:48,38.7,36.9
13,Ben Shelton[USA],18,8-10,44.4%,67.5%,66.8%,168,9.9%,66,3.9%,12.1%,67.8%,74.2%,53.4%,60.7%,85.8%,6.4,2.1,Ben Shelton[USA],18,30.9%,30.0%,6.9%,4.2%,23.2%,42.9%,12.4%,6.3,1.9,40.0,65.6,Ben Shelton[USA],18,28.7%,33,115,0.43,2.2,6.4,0.62,1.8,67.2%,78,116,0.43,2.2,6.4,0.72,2.1,Ben Shelton[USA],18,0.95,3379,49.3%,16,7-9,43.8%,30.2%,53,23-30,43.4%,534,262-272,49.1%,2:09,43.7,41.1
14,Arthur Fils[FRA],16,11-5,68.8%,65.5%,65.4%,90,7.6%,46,3.9%,10.5%,63.0%,73.5%,51.8%,57.9%,84.5%,6.3,2.2,Arthur Fils[FRA],16,36.4%,37.2%,7.4%,3.1%,28.1%,49.2%,19.1%,6.2,2.3,58.5,101.6,Arthur Fils[FRA],16,41.7%,35,84,0.46,2.2,5.3,0.90,2.2,68.5%,63,92,0.49,2.4,5.8,0.74,1.8,Arthur Fils[FRA],16,1.06,2327,51.2%,2,1-1,50.0%,5.1%,39,23-16,59.0%,370,193-177,52.2%,1:44,42.6,42.9
15,Grigor Dimitrov[BUL],16,14-2,87.5%,73.3%,73.4%,128,11.4%,48,4.3%,10.8%,60.2%,84.3%,56.6%,63.5%,90.9%,5.7,1.5,Grigor Dimitrov[BUL],16,39.8%,41.2%,9.2%,4.1%,29.3%,56.2%,28.1%,6.6,2.6,47.0,54.4,Grigor Dimitrov[BUL],16,39.4%,54,137,0.71,3.3,8.6,1.32,3.4,66.7%,36,54,0.27,1.3,3.4,0.44,1.1,Grigor Dimitrov[BUL],16,1.49,2391,55.5%,7,5-2,71.4%,17.1%,41,33-8,80.5%,390,234-156,60.0%,1:36,37.4,38.4
16,Frances Tiafoe[USA],11,6-5,54.5%,67.1%,66.6%,66,6.8%,26,2.7%,6.5%,58.8%,74.0%,57.1%,61.1%,83.5%,6.1,2.0,Frances Tiafoe[USA],11,36.5%,39.3%,13.2%,4.0%,27.7%,53.5%,20.8%,6.5,2.4,53.0,49.3,Frances Tiafoe[USA],11,35.1%,33,94,0.59,2.9,8.5,1.03,3.0,61.2%,41,67,0.42,2.1,6.1,0.81,2.4,Frances Tiafoe[USA],11,1.11,2009,51.3%,6,2-4,33.3%,18.8%,32,17-15,53.1%,317,165-152,52.1%,2:12,45.5,43.5
17,Andrey Rublev[RUS],17,10-7,58.8%,66.8%,65.3%,142,10.8%,44,3.3%,8.8%,62.2%,76.2%,51.4%,56.4%,86.5%,6.4,2.1,Andrey Rublev[RUS],17,36.5%,38.4%,10.9%,3.7%,27.4%,51.4%,19.8%,6.5,2.4,44.0,64.4,Andrey Rublev[RUS],17,41.2%,40,97,0.48,2.4,5.7,0.98,2.4,71.7%,71,99,0.48,2.4,5.8,0.68,1.6,Andrey Rublev[RUS],17,1.10,2620,51.7%,9,3-6,33.3%,22.0%,41,23-18,56.1%,409,219-190,53.5%,1:34,39.0,36.6
18,Francisco Cerundolo[ARG],15,7-8,46.7%,62.2%,62.8%,61,4.6%,49,3.7%,10.5%,65.1%,66.5%,54.2%,60.6%,77.7%,6.8,2.6,Francisco Cerundolo[ARG],15,37.7%,38.1%,4.3%,2.0%,29.8%,50.8%,24.2%,6.4,2.4,16.0,38.0,Francisco Cerundolo[ARG],15,42.1%,48,114,0.58,2.9,7.6,1.23,3.2,61.4%,70,114,0.58,2.9,7.6,1.13,2.9,Francisco Cerundolo[ARG],15,1.00,2610,50.2%,12,4-8,33.3%,30.8%,39,19-20,48.7%,395,201-194,50.9%,1:46,40.7,36.5
19,Stefanos Tsitsipas[GRE],15,12-3,80.0%,68.2%,66.9%,90,8.9%,25,2.5%,6.7%,63.2%,74.5%,57.4%,61.6%,86.9%,6.0,1.9,Stefanos Tsitsipas[GRE],15,40.2%,41.1%,6.2%,2.9%,34.0%,50.4%,30.9%,6.1,2.4,43.0,86.7,Stefanos Tsitsipas[GRE],15,54.3%,50,92,0.57,2.6,6.1,1.43,3.3,60.0%,33,55,0.33,1.6,3.7,0.63,1.5,Stefanos Tsitsipas[GRE],15,1.26,1993,54.4%,5,4-1,80.0%,14.3%,35,28-7,80.0%,330,196-134,59.4%,1:24,35.8,37.8
20,Tomas Machac[CZE],15,9-6,60.0%,67.7%,67.0%,97,7.6%,35,2.8%,7.7%,64.0%,74.6%,55.4%,60.0%,86.4%,6.2,2.0,Tomas Machac[CZE],15,35.9%,36.9%,9.2%,3.7%,27.2%,49.9%,21.7%,6.5,2.3,36.0,50.4,Tomas Machac[CZE],15,39.3%,44,112,0.55,2.8,7.5,1.10,2.9,66.7%,56,84,0.41,2.1,5.6,0.70,1.9,Tomas Machac[CZE],15,1.11,2587,51.5%,10,4-6,40.0%,25.0%,40,23-17,57.5%,409,222-187,54.3%,1:47,40.2,37.3
21,Jakub Mensik[CZE],12,6-6,50.0%,61.2%,60.6%,93,10.5%,51,5.8%,13.7%,57.7%,72.3%,46.1%,53.4%,76.1%,6.4,2.5,Jakub Mensik[CZE],12,37.7%,38.2%,7.3%,3.7%,29.9%,51.8%,19.9%,6.8,2.6,34.5,65.1,Jakub Mensik[CZE],12,35.1%,27,77,0.57,2.5,6.4,0.87,2.3,56.6%,43,76,0.55,2.5,6.3,1.06,2.8,Jakub Mensik[CZE],12,0.97,1804,49.2%,7,4-3,57.1%,22.6%,31,15-16,48.4%,274,132-142,48.2%,1:42,39.5,40.8
22,Ugo Humbert[FRA],17,7-10,41.2%,67.5%,66.0%,113,8.0%,26,1.8%,5.1%,63.9%,73.3%,57.3%,60.4%,86.5%,6.2,2.0,Ugo Humbert[FRA],17,34.6%,34.9%,8.3%,4.0%,26.4%,48.1%,16.2%,6.4,2.2,49.0,56.7,Ugo Humbert[FRA],17,34.3%,37,108,0.47,2.3,6.4,0.80,2.2,62.7%,52,83,0.36,1.8,4.9,0.67,1.8,Ugo Humbert[FRA],17,1.07,2886,50.8%,11,3-8,27.3%,23.9%,46,22-24,47.8%,458,236-222,51.5%,1:54,42.0,40.2
23,Sebastian Korda[USA],15,6-9,40.0%,64.0%,60.9%,133,11.2%,26,2.2%,5.5%,60.2%,72.2%,51.5%,54.5%,80.4%,6.7,2.4,Sebastian Korda[USA],15,31.8%,32.0%,8.1%,3.5%,22.2%,48.9%,14.8%,6.1,1.9,13.0,43.7,Sebastian Korda[USA],15,33.3%,27,81,0.45,2.3,5.4,0.75,1.8,64.3%,63,98,0.55,2.7,6.5,0.97,2.3,Sebastian Korda[USA],15,0.88,2301,48.5%,9,5-4,55.6%,25.0%,36,15-21,41.7%,361,171-190,47.4%,1:33,38.9,36.5
24,Karen Khachanov[RUS],13,9-4,69.2%,67.0%,66.1%,73,7.5%,25,2.6%,7.2%,64.4%,75.6%,51.4%,55.5%,85.3%,6.2,2.1,Karen Khachanov[RUS],13,36.0%,37.4%,10.2%,3.8%,28.7%,48.7%,21.3%,6.3,2.3,46.0,52.8,Karen Khachanov[RUS],13,52.4%,33,63,0.41,2.0,4.8,1.06,2.5,65.7%,44,67,0.43,2.2,5.2,0.74,1.8,Karen Khachanov[RUS],13,1.09,1956,51.4%,5,3-2,60.0%,16.1%,31,19-12,61.3%,311,166-145,53.4%,1:50,46.0,43.7
25,Alexei Popyrin[AUS],16,8-8,50.0%,65.4%,63.0%,160,11.5%,42,3.0%,8.6%,64.7%,73.5%,50.6%,55.4%,84.2%,6.6,2.3,Alexei Popyrin[AUS],16,32.5%,33.1%,10.4%,4.2%,24.8%,45.6%,13.1%,6.4,2.1,54.0,67.4,Alexei Popyrin[AUS],16,29.5%,28,95,0.44,2.3,5.9,0.67,1.8,68.6%,72,105,0.50,2.5,6.6,0.79,2.1,Alexei Popyrin[AUS],16,0.94,2758,49.0%,9,4-5,44.4%,21.4%,42,21-21,50.0%,423,204-219,48.2%,1:58,45.1,41.2
26,Alejandro Davidovich Fokina[ESP],13,7-6,53.8%,65.5%,64.4%,87,8.1%,30,2.8%,8.5%,67.0%,73.0%,50.4%,55.1%,84.7%,6.6,2.3,Alejandro Davidovich Fokina[ESP],13,35.1%,37.5%,11.0%,2.8%,25.3%,51.1%,17.8%,6.4,2.2,46.5,62.8,Alejandro Davidovich Fokina[ESP],13,37.2%,29,78,0.48,2.4,6.0,0.88,2.2,66.7%,50,75,0.46,2.3,5.8,0.76,1.9,Alejandro Davidovich Fokina[ESP],13,1.02,2112,50.6%,9,3-6,33.3%,27.3%,33,16-17,48.5%,326,167-159,51.2%,1:56,45.6,42.8
27,Felix Auger Aliassime[CAN],15,8-7,53.3%,67.8%,67.6%,122,12.2%,56,5.6%,14.7%,62.0%,76.8%,53.2%,62.3%,84.5%,6.0,1.9,Felix Auger Aliassime[CAN],15,38.0%,37.7%,4.7%,3.4%,32.3%,48.3%,22.2%,6.4,2.4,59.0,58.8,Felix Auger Aliassime[CAN],15,44.0%,37,84,0.50,2.3,5.6,1.03,2.5,55.9%,33,59,0.35,1.6,3.9,0.72,1.7,Felix Auger Aliassime[CAN],15,1.18,2063,52.4%,9,5-4,55.6%,25.0%,36,20-16,55.6%,335,179-156,53.4%,1:39,41.3,43.2
28,Denis Shapovalov[CAN],17,6-11,35.3%,62.8%,64.2%,129,9.4%,102,7.4%,17.7%,58.0%,74.7%,46.4%,56.4%,81.6%,6.6,2.5,Denis Shapovalov[CAN],17,33.5%,33.5%,4.8%,2.4%,28.4%,44.3%,17.8%,6.1,2.0,67.0,63.1,Denis Shapovalov[CAN],17,42.5%,37,87,0.42,2.0,5.1,0.86,2.2,67.0%,77,115,0.56,2.7,6.8,0.88,2.2,Denis Shapovalov[CAN],17,0.90,2646,48.8%,8,2-6,25.0%,18.6%,43,18-25,41.9%,415,206-209,49.6%,1:36,37.9,36.9
29,Brandon Nakashima[USA],15,11-4,73.3%,69.6%,66.1%,144,12.8%,15,1.3%,4.3%,68.6%,75.9%,55.7%,58.2%,91.1%,6.2,1.9,Brandon Nakashima[USA],15,34.1%,35.4%,9.4%,3.2%,26.7%,45.1%,18.4%,6.3,2.2,45.0,69.0,Brandon Nakashima[USA],15,38.4%,33,86,0.48,2.4,5.7,0.92,2.2,74.2%,46,62,0.34,1.7,4.1,0.44,1.1,Brandon Nakashima[USA],15,1.12,2249,51.8%,8,5-3,62.5%,22.2%,36,24-12,66.7%,359,197-162,54.9%,1:48,45.0,43.2
30,Matteo Berrettini[ITA],8,8-0,100.0%,72.5%,68.7%,80,14.7%,6,1.1%,3.7%,70.5%,78.7%,57.8%,60.0%,93.3%,6.1,1.7,Matteo Berrettini[ITA],8,37.7%,37.4%,4.4%,3.1%,30.2%,51.4%,22.7%,6.7,2.5,61.5,66.4,Matteo Berrettini[ITA],8,47.6%,20,42,0.48,2.5,5.3,1.18,2.5,66.7%,12,18,0.20,1.1,2.3,0.35,0.8,Matteo Berrettini[ITA],8,1.37,1135,54.4%,5,5-0,100.0%,29.4%,17,16-1,94.1%,177,103-74,58.2%,1:47,50.1,45.0
31,Hubert Hurkacz[POL],12,12-0,100.0%,71.5%,67.9%,187,15.7%,24,2.0%,5.8%,65.0%,79.8%,56.1%,59.5%,92.9%,6.5,1.9,Hubert Hurkacz[POL],12,33.4%,34.8%,7.6%,1.9%,26.3%,46.0%,14.9%,6.6,2.2,48.0,52.7,Hubert Hurkacz[POL],12,41.3%,26,63,0.36,1.9,5.3,0.76,2.2,79.7%,51,64,0.35,1.9,5.3,0.38,1.1,Hubert Hurkacz[POL],12,1.17,2348,52.7%,16,12-4,75.0%,47.1%,34,26-8,76.5%,358,196-162,54.7%,2:01,42.6,37.0
32,Alex Michelsen[USA],19,10-9,52.6%,64.8%,64.4%,88,6.1%,40,2.8%,8.6%,67.5%,69.3%,55.4%,60.6%,82.6%,6.6,2.3,Alex Michelsen[USA],19,36.1%,38.1%,10.3%,3.1%,29.5%,47.4%,20.6%,6.5,2.3,67.0,95.3,Alex Michelsen[USA],19,41.1%,44,107,0.50,2.4,5.6,1.00,2.3,65.8%,73,111,0.51,2.5,5.8,0.86,2.0,Alex Michelsen[USA],19,1.02,2819,50.7%,12,6-6,50.0%,27.3%,44,22-22,50.0%,433,225-208,52.0%,1:48,46.5,43.5
33,Sebastian Baez[ARG],16,6-10,37.5%,59.0%,59.8%,24,2.2%,30,2.7%,10.6%,74.5%,61.9%,50.7%,56.7%,69.9%,6.7,2.7,Sebastian Baez[ARG],16,35.9%,36.6%,8.0%,3.4%,28.4%,48.6%,19.3%,6.0,2.2,51.0,63.4,Sebastian Baez[ARG],16,42.9%,33,77,0.45,2.1,4.8,0.89,2.1,52.8%,56,106,0.64,2.9,6.6,1.35,3.1,Sebastian Baez[ARG],16,0.88,2142,47.9%,3,2-1,66.7%,8.1%,37,14-23,37.8%,337,149-188,44.2%,1:28,37.9,39.3
34,Flavio Cobolli[ITA],20,12-8,60.0%,62.4%,62.3%,95,6.6%,56,3.9%,8.5%,54.6%,71.7%,51.1%,55.9%,77.6%,6.6,2.5,Flavio Cobolli[ITA],20,35.9%,35.7%,8.1%,4.9%,26.0%,50.6%,21.6%,6.3,2.3,49.0,55.1,Flavio Cobolli[ITA],20,40.9%,47,115,0.53,2.4,5.8,1.00,2.4,63.4%,85,134,0.61,2.9,6.7,1.04,2.5,Flavio Cobolli[ITA],20,0.95,2813,49.5%,9,5-4,55.6%,19.1%,47,24-23,51.1%,437,217-220,49.7%,1:39,42.3,42.4
35,Tallon Griekspoor[NED],18,7-11,38.9%,65.2%,64.2%,146,9.5%,58,3.8%,10.4%,63.8%,73.1%,51.1%,57.0%,81.9%,6.5,2.3,Tallon Griekspoor[NED],18,31.0%,32.0%,10.0%,3.2%,23.2%,46.3%,10.9%,6.2,1.9,11.5,49.9,Tallon Griekspoor[NED],18,29.5%,26,88,0.37,1.8,4.9,0.52,1.4,64.2%,77,120,0.50,2.4,6.7,0.86,2.4,Tallon Griekspoor[NED],18,0.89,3024,48.4%,13,5-8,38.5%,26.0%,50,20-30,40.0%,476,221-255,46.4%,1:44,37.5,37.2
36,Giovanni Mpetshi Perricard[FRA],10,6-4,60.0%,73.2%,70.5%,191,24.1%,50,6.3%,18.3%,65.5%,82.2%,56.0%,68.6%,93.7%,6.2,1.7,Giovanni Mpetshi Perricard[FRA],10,28.1%,28.3%,8.0%,2.9%,21.7%,41.2%,7.9%,6.3,1.8,59.5,78.4,Giovanni Mpetshi Perricard[FRA],10,35.7%,10,28,0.22,1.2,2.8,0.42,1.0,63.6%,14,22,0.17,0.9,2.2,0.33,0.8,Giovanni Mpetshi Perricard[FRA],10,1.05,1587,50.6%,10,6-4,60.0%,41.7%,24,14-10,58.3%,253,129-124,51.0%,1:41,42.3,38.3
37,Matteo Arnaldi[ITA],17,9-8,52.9%,61.7%,60.7%,135,9.1%,64,4.3%,10.3%,57.9%,69.8%,50.5%,56.3%,76.2%,6.5,2.5,Matteo Arnaldi[ITA],17,36.9%,37.2%,5.1%,2.5%,31.0%,46.1%,21.9%,6.6,2.4,49.0,46.4,Matteo Arnaldi[ITA],17,41.2%,49,119,0.53,2.6,7.0,1.09,2.9,54.6%,65,119,0.52,2.6,7.0,1.20,3.2,Matteo Arnaldi[ITA],17,0.96,2959,49.3%,10,6-4,60.0%,22.2%,45,23-22,51.1%,451,222-229,49.2%,1:58,44.6,40.7
38,Jiri Lehecka[CZE],12,8-4,66.7%,67.4%,65.9%,103,11.7%,34,3.9%,10.2%,61.9%,77.0%,51.8%,57.7%,86.2%,6.4,2.1,Jiri Lehecka[CZE],12,34.4%,34.6%,7.2%,3.5%,27.7%,45.2%,17.7%,6.2,2.1,40.5,57.4,Jiri Lehecka[CZE],12,34.7%,25,72,0.51,2.6,6.0,0.89,2.1,69.8%,44,63,0.46,2.3,5.3,0.68,1.6,Jiri Lehecka[CZE],12,1.06,1751,50.9%,5,4-1,80.0%,17.9%,28,17-11,60.7%,279,144-135,51.6%,1:43,44.3,42.5
39,Alexandre Muller[FRA],14,6-8,42.9%,61.4%,61.3%,45,4.6%,27,2.8%,7.9%,65.0%,68.3%,48.4%,52.5%,74.0%,6.4,2.5,Alexandre Muller[FRA],14,37.9%,39.1%,10.0%,4.3%,27.4%,52.5%,22.1%,6.7,2.6,88.5,126.4,Alexandre Muller[FRA],14,33.3%,34,102,0.66,3.4,7.3,1.13,2.4,58.3%,56,96,0.62,3.2,6.9,1.33,2.9,Alexandre Muller[FRA],14,0.98,2019,49.3%,6,3-3,50.0%,20.0%,30,13-17,43.3%,308,148-160,48.1%,1:44,48.6,43.3
40,Nuno Borges[POR],17,10-7,58.8%,64.3%,63.5%,121,8.4%,51,3.5%,9.4%,62.3%,73.3%,49.5%,54.7%,77.8%,6.5,2.3,Nuno Borges[POR],17,37.2%,37.6%,6.5%,3.3%,26.8%,52.8%,20.0%,6.8,2.5,67.0,82.7,Nuno Borges[POR],17,41.7%,45,108,0.48,2.4,6.4,1.00,2.6,59.5%,72,121,0.55,2.7,7.1,1.09,2.9,Nuno Borges[POR],17,1.04,2977,50.4%,17,11-6,64.7%,37.8%,45,23-22,51.1%,446,217-229,48.7%,2:06,47.4,43.0
41,Jordan Thompson[AUS],16,13-3,81.3%,67.5%,65.9%,92,8.6%,21,2.0%,4.8%,59.0%,76.1%,55.2%,58.0%,85.6%,6.2,2.0,Jordan Thompson[AUS],16,40.3%,39.4%,6.6%,5.8%,32.2%,54.0%,27.0%,6.4,2.6,67.5,165.0,Jordan Thompson[AUS],16,44.3%,47,106,0.61,2.9,6.6,1.27,2.9,70.2%,59,84,0.48,2.3,5.3,0.68,1.6,Jordan Thompson[AUS],16,1.24,2189,53.6%,4,4-0,100.0%,10.8%,37,28-9,75.7%,348,196-152,56.3%,1:51,47.8,48.5
42,Alejandro Tabilo[CHI],12,6-6,50.0%,65.3%,63.5%,83,9.1%,22,2.4%,7.8%,68.9%,72.1%,50.2%,54.4%,82.4%,6.4,2.2,Alejandro Tabilo[CHI],12,35.0%,36.4%,11.6%,4.4%,26.5%,49.6%,18.6%,6.4,2.3,23.5,48.5,Alejandro Tabilo[CHI],12,43.5%,27,62,0.43,2.1,5.2,0.90,2.3,64.8%,46,71,0.50,2.4,5.9,0.83,2.1,Alejandro Tabilo[CHI],12,1.01,1844,49.9%,6,4-2,66.7%,20.0%,30,15-15,50.0%,287,144-143,50.2%,1:46,42.2,41.2
43,Gael Monfils[FRA],15,8-7,53.3%,62.7%,62.9%,116,9.0%,72,5.6%,14.5%,61.6%,71.2%,49.2%,57.5%,78.7%,6.9,2.6,Gael Monfils[FRA],15,32.5%,31.6%,5.7%,3.9%,27.2%,40.2%,15.1%,6.3,2.1,28.0,56.3,Gael Monfils[FRA],15,31.5%,28,89,0.48,2.4,5.9,0.76,1.9,65.5%,76,116,0.62,3.1,7.7,1.08,2.7,Gael Monfils[FRA],15,0.87,2463,48.3%,12,10-2,83.3%,32.4%,37,19-18,51.4%,373,176-197,47.2%,1:57,47.3,42.6
