Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
1,Jannik Sinner[ITA],8,8-0,100.0%,74.4%,73.7%,48,9.2%,12,2.3%,7.0%,67.2%,83.0%,57.0%,61.3%,92.6%,5.5,1.4,Jannik Sinner[ITA],8,45.2%,48.1%,9.3%,3.1%,35.8%,61.2%,37.4%,6.7,3.0,96.0,98.1,Jannik Sinner[ITA],8,47.9%,34,71,0.78,3.4,8.9,1.62,4.3,53.3%,8,15,0.16,0.7,1.9,0.33,0.9,Jannik Sinner[ITA],8,1.77,1134,58.7%,3,3-0,100.0%,14.3%,21,20-1,95.2%,186,122-64,65.6%,1:31,34.8,38.7
2,Alexander Zverev[GER],10,10-0,100.0%,74.0%,72.3%,89,12.8%,17,2.4%,7.9%,69.3%,81.2%,57.9%,62.9%,95.9%,5.8,1.5,Alexander Zverev[GER],10,41.9%,43.0%,5.5%,2.3%,34.0%,54.8%,30.6%,7.2,3.0,71.0,78.0,Alexander Zverev[GER],10,38.5%,37,96,0.79,3.7,9.6,1.42,3.7,79.2%,19,24,0.20,0.9,2.4,0.19,0.5,Alexander Zverev[GER],10,1.61,1570,56.2%,4,4-0,100.0%,15.4%,26,24-2,92.3%,242,153-89,63.2%,1:36,37.1,36.8
3,Carlos Alcaraz[ESP],9,8-1,88.9%,68.6%,67.9%,41,6.4%,13,2.0%,5.8%,65.0%,74.4%,57.8%,61.3%,84.5%,5.8,1.8,Carlos Alcaraz[ESP],9,45.9%,45.4%,3.0%,3.4%,39.5%,56.7%,40.2%,6.8,3.1,64.0,94.8,Carlos Alcaraz[ESP],9,48.4%,45,93,0.83,3.7,10.3,1.80,5.0,60.5%,26,43,0.39,1.7,4.8,0.68,1.9,Carlos Alcaraz[ESP],9,1.46,1405,56.3%,4,2-2,50.0%,16.0%,25,19-6,76.0%,222,138-84,62.2%,1:31,32.6,34.8
4,Taylor Fritz[USA],13,10-3,76.9%,73.9%,71.7%,118,13.1%,19,2.1%,5.4%,60.9%,81.1%,62.8%,66.4%,92.5%,5.6,1.5,Taylor Fritz[USA],13,35.8%,36.7%,8.9%,3.6%,25.3%,52.1%,20.4%,6.2,2.2,60.0,64.6,Taylor Fritz[USA],13,40.0%,32,80,0.51,2.4,6.2,0.97,2.5,66.7%,24,36,0.22,1.1,2.8,0.36,0.9,Taylor Fritz[USA],13,1.37,1871,54.1%,6,5-1,83.3%,18.2%,33,25-8,75.8%,318,181-137,56.9%,1:23,32.7,34.6
5,Jack Draper[GBR],11,4-7,36.4%,63.8%,63.4%,85,9.1%,43,4.6%,11.1%,58.6%,75.0%,48.1%,54.1%,78.8%,6.4,2.3,Jack Draper[GBR],11,35.2%,36.0%,8.3%,3.4%,26.2%,49.9%,21.6%,6.1,2.1,30.0,81.3,Jack Draper[GBR],11,50.8%,32,63,0.43,2.2,5.7,1.10,2.9,62.2%,51,82,0.56,2.8,7.5,1.07,2.8,Jack Draper[GBR],11,0.97,1835,49.8%,6,1-5,16.7%,20.7%,29,12-17,41.4%,294,147-147,50.0%,1:59,45.2,42.9
6,Novak Djokovic[SRB],8,8-0,100.0%,70.5%,70.1%,56,8.9%,20,3.2%,8.5%,62.4%,78.3%,57.6%,63.0%,87.7%,5.9,1.7,Novak Djokovic[SRB],8,43.6%,46.3%,9.2%,2.8%,35.6%,57.9%,34.9%,6.4,2.8,69.0,98.1,Novak Djokovic[SRB],8,46.8%,37,79,0.75,3.4,9.9,1.61,4.6,69.0%,29,42,0.40,1.8,5.3,0.57,1.6,Novak Djokovic[SRB],8,1.48,1303,56.6%,3,3-0,100.0%,13.0%,23,20-3,87.0%,212,130-82,61.3%,1:45,36.3,38.5
7,Casper Ruud[NOR],10,7-3,70.0%,66.2%,64.4%,89,9.1%,23,2.4%,6.7%,65.0%,72.4%,54.5%,58.5%,82.6%,6.3,2.1,Casper Ruud[NOR],10,37.1%,37.4%,7.7%,4.2%,29.0%,50.5%,20.8%,6.5,2.4,73.0,74.2,Casper Ruud[NOR],10,38.1%,32,84,0.55,2.6,8.4,1.00,3.2,62.5%,45,72,0.46,2.3,7.2,0.84,2.7,Casper Ruud[NOR],10,1.10,1972,51.5%,7,6-1,85.7%,21.9%,32,19-13,59.4%,309,160-149,51.8%,1:52,34.9,34.0
8,Alex De Minaur[AUS],10,9-1,90.0%,67.2%,67.2%,44,6.9%,22,3.4%,7.7%,55.3%,70.3%,63.3%,68.6%,85.8%,6.0,2.0,Alex De Minaur[AUS],10,50.4%,48.2%,3.0%,6.9%,41.6%,62.4%,49.1%,6.5,3.3,70.0,193.0,Alex De Minaur[AUS],10,49.5%,54,109,0.99,4.5,10.9,2.25,5.4,61.5%,24,39,0.37,1.6,3.9,0.63,1.5,Alex De Minaur[AUS],10,1.53,1351,58.3%,2,1-1,50.0%,8.3%,24,22-2,91.7%,216,145-71,67.1%,1:27,36.2,38.6
9,Lorenzo Musetti[ITA],13,8-5,61.5%,65.0%,64.6%,67,5.8%,31,2.7%,7.6%,64.4%,73.4%,49.8%,53.8%,78.7%,6.1,2.1,Lorenzo Musetti[ITA],13,37.9%,37.4%,6.3%,4.6%,27.9%,52.6%,22.2%,6.6,2.5,42.0,57.9,Lorenzo Musetti[ITA],13,36.6%,41,112,0.61,2.9,8.6,1.05,3.2,55.1%,49,89,0.47,2.3,6.8,1.03,3.1,Lorenzo Musetti[ITA],13,1.08,2377,51.0%,5,3-2,60.0%,12.8%,39,22-17,56.4%,373,189-184,50.7%,1:59,39.5,38.9
10,Holger Rune[DEN],10,8-2,80.0%,65.6%,65.8%,59,6.3%,33,3.5%,8.5%,58.7%,71.5%,57.3%,62.6%,84.1%,6.4,2.2,Holger Rune[DEN],10,35.6%,36.1%,7.8%,3.6%,28.1%,47.0%,20.0%,6.3,2.2,57.0,77.1,Holger Rune[DEN],10,37.2%,29,78,0.54,2.5,7.8,0.94,2.9,63.5%,40,63,0.43,2.0,6.3,0.74,2.3,Holger Rune[DEN],10,1.04,1850,50.8%,3,2-1,66.7%,9.7%,31,19-12,61.3%,290,151-139,52.1%,1:51,35.9,36.1
11,Daniil Medvedev[RUS],10,10-0,100.0%,66.0%,66.1%,72,8.9%,38,4.7%,11.9%,60.7%,75.6%,51.3%,58.2%,84.6%,6.2,2.1,Daniil Medvedev[RUS],10,45.0%,45.1%,3.0%,2.3%,37.9%,57.0%,37.7%,6.7,3.0,60.5,65.7,Daniil Medvedev[RUS],10,49.5%,49,99,0.76,3.7,9.9,1.81,4.9,63.0%,34,54,0.42,2.0,5.4,0.74,2.0,Daniil Medvedev[RUS],10,1.32,1677,55.2%,5,3-2,60.0%,18.5%,27,23-4,85.2%,260,159-101,61.2%,1:51,41.0,39.6
12,Tommy Paul[USA],13,10-3,76.9%,68.7%,68.2%,65,6.8%,23,2.4%,6.1%,60.6%,74.9%,59.3%,63.1%,88.1%,6.0,1.9,Tommy Paul[USA],13,40.9%,40.8%,5.2%,3.8%,35.5%,48.9%,30.8%,6.5,2.6,81.0,86.0,Tommy Paul[USA],13,43.2%,48,111,0.71,3.2,8.5,1.37,3.7,71.6%,48,67,0.42,1.9,5.2,0.54,1.5,Tommy Paul[USA],13,1.31,1970,54.4%,2,1-1,50.0%,5.7%,35,26-9,74.3%,315,188-127,59.7%,1:34,35.0,37.3
